actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT11M01.00S,2026-02-23T01:11:58.6Z,1,REGULAR,substitution,in,[],1630703,,,1610612756,0,0,2026-02-23T01:12:10Z,160000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M43.00S,2026-02-23T01:12:37.1Z,1,REGULAR,3pt,Jump Shot,[],1626220,74.72076215505913,85.7843137254902,1610612756,0,0,2026-02-23T01:13:07Z,170000,False,179.0,185.0,1,right,MISS R. O'Neale 25' pullup 3PT,[1626220],1610612756.0,PHX,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
18,PT10M39.00S,2026-02-23T01:12:41.1Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612756,0,0,2026-02-23T01:12:42Z,180000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M31.00S,2026-02-23T01:12:48.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631221,84.70762155059133,66.42156862745098,1610612756,2,0,2026-02-23T01:12:54Z,190000,False,82.0,91.0,1,right,C. Gillespie 12' pullup Jump Shot (2 PTS),[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Right,12.27,Made,,,,,,,,,,2.0,,,,,,,,
20,PT10M17.00S,2026-02-23T01:13:05.6Z,1,REGULAR,foul,personal,['2freethrow'],1631221,,,1610612757,2,0,2026-02-23T01:13:22Z,200000,False,,,0,,C. Gillespie shooting personal FOUL (1 PF) (Clingan 2 FT),"[1631221, 1642270]",1610612756.0,PHX,shooting,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,1.0,0.0,Clingan,1642270.0,,,,,,,,,
22,PT10M17.00S,2026-02-23T01:13:35.2Z,1,REGULAR,freethrow,1 of 2,[],1642270,,,1610612757,2,1,2026-02-23T01:13:35Z,220000,False,,,0,,D. Clingan Free Throw 1 of 2 (1 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
23,PT10M17.00S,2026-02-23T01:13:49.1Z,1,REGULAR,freethrow,2 of 2,[],1642270,,,1610612757,2,2,2026-02-23T01:13:49Z,230000,False,,,0,,D. Clingan Free Throw 2 of 2 (2 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
24,PT10M04.00S,2026-02-23T01:14:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,88.25558475689881,47.549019607843135,1610612756,2,2,2026-02-23T01:14:07Z,240000,False,-12.0,58.0,1,right,MISS M. Williams cutting Layup - blocked,"[1631109, 1642270]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,Clingan,1642270.0,,,,,,
25,PT10M04.00S,2026-02-23T01:14:02.7Z,1,REGULAR,block,,[],1642270,,,1610612756,2,2,2026-02-23T01:14:05Z,250000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M01.00S,2026-02-23T01:14:05.7Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,2,2,2026-02-23T01:14:07Z,260000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M46.00S,2026-02-23T01:14:20.6Z,1,REGULAR,3pt,Jump Shot,[],1641739,27.283180026281208,14.705882352941178,1610612757,2,2,2026-02-23T01:14:25Z,270000,False,176.0,204.0,1,left,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,26.98,Missed,,,,,,,,,,,,,,,,,,
28,PT09M43.00S,2026-02-23T01:14:23.6Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,2,2,2026-02-23T01:14:25Z,280000,False,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,,,
29,PT09M37.00S,2026-02-23T01:14:29.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,70.12155059132719,19.607843137254903,1610612756,2,2,2026-02-23T01:14:36Z,290000,False,-152.0,228.0,1,right,MISS J. Green 27' running 3PT,[1630224],1610612756.0,PHX,running,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.44,Missed,,,,,,,,,,,,,,,,,,
30,PT09M34.00S,2026-02-23T01:14:32.4Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612756,2,2,2026-02-23T01:14:32Z,300000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,,
31,PT09M32.00S,2026-02-23T01:14:34.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631221,68.67608409986859,70.83333333333334,1610612756,2,2,2026-02-23T01:15:33Z,310000,False,104.0,242.0,1,right,MISS C. Gillespie 26' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,26.34,Missed,,,,,,,,,,,,,,,,,,
32,PT09M28.00S,2026-02-23T01:14:38.9Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612756,2,2,2026-02-23T01:14:39Z,320000,False,,,0,,M. Williams REBOUND (Off:2 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,31.0,3.0,1.0,2.0,,,,,,,,,,,,,,
33,PT09M27.00S,2026-02-23T01:14:39.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,90.3580814717477,48.77450980392157,1610612756,2,2,2026-02-23T01:14:45Z,330000,False,-6.0,38.0,1,right,MISS M. Williams tip Layup,[1631109],1610612756.0,PHX,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,,
34,PT09M25.00S,2026-02-23T01:14:41.2Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,2,2,2026-02-23T01:14:41Z,340000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M21.00S,2026-02-23T01:14:50.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,2,2,2026-02-23T01:14:50Z,350000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M09.00S,2026-02-23T01:17:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.5722733245729295,56.372549019607845,1610612757,2,2,2026-02-23T01:18:01Z,360000,False,-32.0,19.0,1,left,MISS J. Holiday cutting Layup,[201950],1610612757.0,POR,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
37,PT09M07.00S,2026-02-23T01:17:59.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612756,2,2,2026-02-23T01:18:01Z,370000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M57.00S,2026-02-23T01:18:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,88.38699080157687,38.23529411764706,1610612756,2,2,2026-02-23T01:20:19Z,380000,False,-59.0,57.0,1,right,MISS R. Dunn 8' turnaround Shot - blocked,"[1642346, 1642270]",1610612756.0,PHX,turnaround,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Left,8.17,Missed,,,,,,,,,,,Clingan,1642270.0,,,,,,
40,PT08M57.00S,2026-02-23T01:18:09.7Z,1,REGULAR,block,,[],1642270,,,1610612756,2,2,2026-02-23T01:20:53Z,385000,False,,,0,,D. Clingan BLOCK (2 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
39,PT08M55.00S,2026-02-23T01:18:11.7Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,2,2,2026-02-23T01:27:18Z,390000,False,,,0,,R. Dunn REBOUND (Off:1 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Left,,,38.0,2.0,1.0,1.0,,,,,,,,,,,,,,
43,PT08M53.00S,2026-02-23T01:18:18.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,78.40013140604468,8.823529411764707,1610612756,2,2,2026-02-23T01:25:58Z,420000,False,-206.0,151.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
44,PT08M50.00S,2026-02-23T01:18:21.3Z,1,REGULAR,rebound,offensive,[],1631221,,,1610612756,2,2,2026-02-23T01:26:56Z,430000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:0),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,,
55,PT08M47.00S,2026-02-23T01:18:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631221,92.32917214191852,50.49019607843137,1610612756,4,2,2026-02-23T01:19:29Z,435000,False,2.0,20.0,1,right,C. Gillespie tip Layup (4 PTS),[1631221],1610612756.0,PHX,tip,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,,,,,,4.0,,,,,,,,
45,PT08M26.00S,2026-02-23T01:18:39.5Z,1,REGULAR,3pt,Jump Shot,[],203924,20.318659658344284,93.13725490196079,1610612757,4,2,2026-02-23T01:18:44Z,440000,False,-216.0,138.0,1,left,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
46,PT08M24.00S,2026-02-23T01:18:41.5Z,1,REGULAR,rebound,offensive,[],201950,,,1610612757,4,2,2026-02-23T01:18:44Z,450000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,
47,PT08M20.00S,2026-02-23T01:18:46.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201950,8.623521681997373,3.6764705882352944,1610612757,4,2,2026-02-23T01:22:43Z,460000,False,232.0,29.0,1,left,MISS J. Holiday pullup 3PT,[201950],1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
48,PT08M17.00S,2026-02-23T01:18:49.2Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,4,2,2026-02-23T01:18:54Z,470000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,47.0,3.0,2.0,1.0,,,,,,,,,,,,,,
49,PT08M06.00S,2026-02-23T01:19:00.5Z,1,REGULAR,3pt,Jump Shot,[],1626220,72.35545335085413,84.31372549019608,1610612756,4,2,2026-02-23T01:23:01Z,480000,False,172.0,207.0,1,right,MISS R. O'Neale 26' pullup 3PT,[1626220],1610612756.0,PHX,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,26.92,Missed,,,,,,,,,,,,,,,,,,
50,PT08M02.00S,2026-02-23T01:19:04.5Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,4,2,2026-02-23T01:19:06Z,490000,False,,,0,,T. Camara REBOUND (Off:0 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,49.0,3.0,3.0,0.0,,,,,,,,,,,,,,
51,PT07M56.00S,2026-02-23T01:19:09.8Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612757,4,2,2026-02-23T01:19:41Z,500000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1626220]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,O'Neale,1626220.0,,,
52,PT07M56.00S,2026-02-23T01:19:09.8Z,1,REGULAR,steal,,[],1626220,,,1610612756,4,2,2026-02-23T01:19:11Z,510000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M51.00S,2026-02-23T01:19:14.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626220,72.22404730617609,84.80392156862744,1610612756,4,2,2026-02-23T01:23:44Z,520000,False,174.0,209.0,1,right,MISS R. O'Neale 27' running pullup 3PT,[1626220],1610612756.0,PHX,running pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,27.16,Missed,,,,,,,,,,,,,,,,,,
54,PT07M47.00S,2026-02-23T01:19:19.3Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,4,2,2026-02-23T01:19:19Z,530000,False,,,0,,T. Camara REBOUND (Off:0 Def:4),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,53.0,4.0,4.0,0.0,,,,,,,,,,,,,,
56,PT07M34.00S,2026-02-23T01:19:32.2Z,1,REGULAR,3pt,Jump Shot,[],1641739,9.937582128777924,1.2254901960784315,1610612757,4,2,2026-02-23T01:19:46Z,540000,False,244.0,41.0,1,left,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,24.73,Missed,,,,,,,,,,,,,,,,,,
57,PT07M31.00S,2026-02-23T01:19:35.2Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,4,2,2026-02-23T01:19:46Z,550000,False,,,0,,R. Dunn REBOUND (Off:1 Def:2),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,,,56.0,3.0,2.0,1.0,,,,,,,,,,,,,,
59,PT07M11.00S,2026-02-23T01:20:15.9Z,1,REGULAR,2pt,Jump Shot,[],1630224,75.77201051248358,56.372549019607845,1610612756,4,2,2026-02-23T01:20:19Z,570000,False,32.0,175.0,1,right,MISS J. Green 17' pullup Shot,[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Center,17.81,Missed,,,,,,,,,,,,,,,,,,
60,PT07M09.00S,2026-02-23T01:20:17.9Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,4,2,2026-02-23T01:20:19Z,580000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT06M57.00S,2026-02-23T01:20:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,6.915243101182654,45.09803921568628,1610612757,4,4,2026-02-23T01:20:43Z,590000,False,25.0,13.0,1,left,J. Grant cutting Layup (2 PTS) (D. Clingan 1 AST),"[203924, 1642270]",1610612757.0,POR,cutting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,,,,2.0,,,,,,D. Clingan,1642270.0,1.0
63,PT06M49.00S,2026-02-23T01:20:40.5Z,1,REGULAR,foul,offensive,[],1631109,,,1610612756,4,4,2026-02-23T01:20:47Z,610000,False,,,0,,M. Williams offensive FOUL (1 PF),"[1631109, 203924]",1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,1627541.0,1.0,0.0,Grant,203924.0,,,,,,,,,
65,PT06M49.00S,2026-02-23T01:20:40.5Z,1,REGULAR,turnover,offensive foul,[],1631109,,,1610612756,4,4,2026-02-23T01:20:40Z,630000,False,,,0,,M. Williams offensive foul TURNOVER (1 TO),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,1627541.0,,,,,,,,1.0,,,,,
66,PT06M49.00S,2026-02-23T01:20:50.2Z,1,REGULAR,substitution,out,[],1626220,,,1610612757,4,4,2026-02-23T01:20:58Z,640000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M49.00S,2026-02-23T01:20:50.2Z,1,REGULAR,substitution,out,[],201950,,,1610612757,4,4,2026-02-23T01:20:58Z,650000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M49.00S,2026-02-23T01:20:50.2Z,1,REGULAR,substitution,in,[],1642853,,,1610612757,4,4,2026-02-23T01:20:58Z,660000,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M49.00S,2026-02-23T01:20:50.2Z,1,REGULAR,substitution,in,[],1631321,,,1610612757,4,4,2026-02-23T01:20:58Z,670000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M38.00S,2026-02-23T01:21:17.1Z,1,REGULAR,turnover,bad pass,[],1630703,,,1610612757,4,4,2026-02-23T01:21:21Z,680000,False,,,0,,S. Henderson bad pass TURNOVER (1 TO),"[1630703, 1631109]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1.0,Williams,1631109.0,,,
71,PT06M38.00S,2026-02-23T01:21:17.1Z,1,REGULAR,steal,,[],1631109,,,1610612756,4,4,2026-02-23T01:21:19Z,690000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M34.00S,2026-02-23T01:21:21.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,88.38699080157687,48.28431372549019,1610612756,6,4,2026-02-23T01:21:30Z,700000,False,-9.0,57.0,1,right,J. Green running DUNK (2 PTS) (R. Dunn 1 AST),"[1630224, 1642346]",1610612756.0,PHX,running,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,,,,,,,,,2.0,,,,,,R. Dunn,1642346.0,1.0
74,PT06M21.00S,2026-02-23T01:21:32.9Z,1,REGULAR,3pt,Jump Shot,[],1641739,22.158344283837057,90.19607843137256,1610612757,6,7,2026-02-23T01:21:37Z,720000,False,-201.0,156.0,1,left,T. Camara 25' 3PT  (3 PTS) (S. Cissoko 1 AST),"[1641739, 1631321]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,25.43,Made,,,,,,,,,,3.0,,,,,,S. Cissoko,1631321.0,1.0
76,PT06M01.00S,2026-02-23T01:21:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,92.72339027595268,45.588235294117645,1610612756,8,7,2026-02-23T01:21:58Z,740000,False,-22.0,16.0,1,right,M. Williams cutting Layup (2 PTS) (C. Gillespie 1 AST),"[1631109, 1631221]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,,,,,,2.0,,,,,,C. Gillespie,1631221.0,1.0
78,PT05M47.00S,2026-02-23T01:22:08.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,9.017739816031538,45.09803921568628,1610612757,8,9,2026-02-23T01:22:16Z,760000,False,25.0,32.0,1,left,T. Camara driving Layup (5 PTS) (D. Clingan 2 AST),"[1641739, 1642270]",1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,4.05,Made,,,,,,,,,,5.0,,,,,,D. Clingan,1642270.0,2.0
80,PT05M38.00S,2026-02-23T01:22:20.9Z,1,REGULAR,foul,offensive,[],1631221,,,1610612756,8,9,2026-02-23T01:22:28Z,780000,False,,,0,,C. Gillespie offensive FOUL (2 PF),"[1631221, 1641739]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Center,,,,,,,1627541.0,2.0,0.0,Camara,1641739.0,,,,,,,,,
82,PT05M38.00S,2026-02-23T01:22:20.9Z,1,REGULAR,turnover,offensive foul,[],1631221,,,1610612756,8,9,2026-02-23T01:22:20Z,800000,False,,,0,,C. Gillespie offensive foul TURNOVER (1 TO),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Center,,,,,,,1627541.0,,,,,,,,1.0,,,,,
83,PT05M38.00S,2026-02-23T01:22:28.9Z,1,REGULAR,substitution,out,[],1630224,,,1610612757,8,9,2026-02-23T01:22:48Z,810000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M38.00S,2026-02-23T01:22:28.9Z,1,REGULAR,substitution,out,[],1631109,,,1610612757,8,9,2026-02-23T01:22:48Z,820000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
