actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
21,PT09M47.00S,2026-02-12T02:12:46.7Z,1,REGULAR,3pt,Jump Shot,[],1628415,60.397503285151124,41.911764705882355,1610612756,7,8,2026-02-12T02:12:51Z,210000,False,-40.0,320.0,1,right,MISS D. Brooks 32' pullup 3PT,[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,32.23,Missed,,,,,,,,,,,,,,,,,,
22,PT09M44.00S,2026-02-12T02:12:49.7Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,7,8,2026-02-12T02:12:51Z,220000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
23,PT09M37.00S,2026-02-12T02:12:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,6.915243101182654,42.40196078431372,1610612760,7,10,2026-02-12T02:14:43Z,230000,False,38.0,13.0,1,left,L. Dort driving Layup (5 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,4.0,Made,5.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
25,PT09M21.00S,2026-02-12T02:13:12.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,63.81406044678055,45.83333333333333,1610612756,10,10,2026-02-12T02:13:17Z,250000,False,-21.0,288.0,1,right,R. O'Neale 28' 3PT pullup (6 PTS) (D. Brooks 2 AST),"[1626220, 1628415]",1610612756.0,PHX,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,28.84,Made,6.0,D. Brooks,1628415.0,2.0,,,,,,,,,,,,,,
27,PT09M09.00S,2026-02-12T02:13:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,5.863994743758213,53.92156862745098,1610612760,10,12,2026-02-12T02:13:30Z,270000,False,-20.0,3.0,1,left,I. Hartenstein alley-oop Layup (4 PTS) (J. Williams 2 AST),"[1628392, 1631114]",1610612760.0,OKC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,1.98,Made,4.0,J. Williams,1631114.0,2.0,,,,,,,,,,,,,,
29,PT08M48.00S,2026-02-12T02:13:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,89.17542706964521,47.794117647058826,1610612756,12,12,2026-02-12T02:13:48Z,290000,False,-11.0,49.0,1,right,M. Williams alley-oop Layup (4 PTS) (C. Gillespie 1 AST),"[1631109, 1631221]",1610612756.0,PHX,alley-oop,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.05,Made,4.0,C. Gillespie,1631221.0,1.0,,,,,,,,,,,,,,
31,PT08M31.00S,2026-02-12T02:14:02.2Z,1,REGULAR,turnover,bad pass,[],1628392,,,1610612760,12,12,2026-02-12T02:14:05Z,310000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1630692]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,Goodwin,1630692.0,,,,,,
32,PT08M31.00S,2026-02-12T02:14:02.2Z,1,REGULAR,steal,,[],1630692,,,1610612756,12,12,2026-02-12T02:14:04Z,320000,False,,,0,,J. Goodwin STEAL (1 STL),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M27.00S,2026-02-12T02:14:06.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626220,69.46452036793693,11.519607843137255,1610612756,12,12,2026-02-12T02:14:22Z,330000,False,-192.0,235.0,1,right,MISS R. O'Neale 30' running pullup 3PT,[1626220],1610612756.0,PHX,running pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,30.33,Missed,,,,,,,,,,,,,,,,,,
34,PT08M23.00S,2026-02-12T02:14:10.9Z,1,REGULAR,rebound,offensive,[],1630692,,,1610612756,12,12,2026-02-12T02:14:22Z,340000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:0),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,
35,PT08M22.00S,2026-02-12T02:14:11.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630692,68.41327201051249,30.392156862745097,1610612756,12,12,2026-02-12T02:14:17Z,350000,False,-98.0,244.0,1,right,MISS J. Goodwin 26' pullup 3PT,[1630692],1610612756.0,PHX,pullup,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,26.33,Missed,,,,,,,,,,,,,,,,,,
36,PT08M18.00S,2026-02-12T02:14:15.9Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,12,12,2026-02-12T02:14:17Z,360000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,
37,PT08M02.00S,2026-02-12T02:14:32.2Z,1,REGULAR,3pt,Jump Shot,[],1641717,26.10052562417871,15.686274509803921,1610612760,12,12,2026-02-12T02:14:37Z,370000,False,172.0,193.0,1,left,MISS C. Wallace 25' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
38,PT07M58.00S,2026-02-12T02:14:36.2Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,12,12,2026-02-12T02:14:37Z,380000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,37.0,1.0,0.0,1.0,,,,,,,,
39,PT07M56.00S,2026-02-12T02:14:37.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631096,5.863994743758213,47.30392156862745,1610612760,12,14,2026-02-12T02:14:41Z,390000,False,13.0,3.0,1,left,C. Holmgren cutting DUNK (2 PTS) (I. Hartenstein 1 AST),"[1631096, 1628392]",1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.37,Made,2.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,,,
41,PT07M39.00S,2026-02-12T02:14:54.9Z,1,REGULAR,3pt,Jump Shot,[],1626220,63.6826544021025,25.735294117647058,1610612756,12,14,2026-02-12T02:14:58Z,410000,False,-121.0,289.0,1,right,MISS R. O'Neale 31' pullup 3PT,[1626220],1610612756.0,PHX,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,31.33,Missed,,,,,,,,,,,,,,,,,,
42,PT07M37.00S,2026-02-12T02:14:56.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,12,14,2026-02-12T02:14:58Z,420000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,41.0,,,,,,,,,,,
44,PT07M30.00S,2026-02-12T02:15:15.8Z,1,REGULAR,foul,personal,['2freethrow'],1630692,,,1610612760,12,14,2026-02-12T02:15:20Z,440000,False,,,0,,J. Goodwin shooting personal FOUL (1 PF) (Williams 2 FT),"[1630692, 1631114]",1610612756.0,PHX,shooting,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203592.0,,,,,,,,1.0,0.0,Williams,1631114.0,,
46,PT07M30.00S,2026-02-12T02:15:41.0Z,1,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,12,15,2026-02-12T02:15:41Z,460000,False,,,0,,J. Williams Free Throw 1 of 2 (4 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
47,PT07M30.00S,2026-02-12T02:15:57.7Z,1,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,12,16,2026-02-12T02:15:57Z,470000,False,,,0,,J. Williams Free Throw 2 of 2 (5 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
48,PT07M16.00S,2026-02-12T02:16:14.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,91.80354796320631,50.73529411764706,1610612756,14,16,2026-02-12T02:16:18Z,480000,False,4.0,25.0,1,right,M. Williams cutting DUNK (6 PTS) (R. O'Neale 1 AST),"[1631109, 1626220]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.48,Made,6.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,,,
50,PT06M54.00S,2026-02-12T02:16:39.1Z,1,REGULAR,turnover,out-of-bounds,[],1631096,,,1610612760,14,16,2026-02-12T02:16:55Z,500000,False,,,0,,C. Holmgren step out-of-bounds TURNOVER (1 TO),[1631096],1610612760.0,OKC,step,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,1.0,,,,,,,,,,,,
51,PT06M54.00S,2026-02-12T02:16:45.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,14,16,2026-02-12T02:16:45Z,510000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M54.00S,2026-02-12T02:19:25.4Z,1,REGULAR,substitution,out,[],1631221,,,1610612756,14,16,2026-02-12T02:19:47Z,520000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M54.00S,2026-02-12T02:19:25.4Z,1,REGULAR,substitution,out,[],1631096,,,1610612756,14,16,2026-02-12T02:19:47Z,530000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M54.00S,2026-02-12T02:19:25.4Z,1,REGULAR,substitution,out,[],1628392,,,1610612756,14,16,2026-02-12T02:19:47Z,540000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M54.00S,2026-02-12T02:19:25.4Z,1,REGULAR,substitution,in,[],1631123,,,1610612756,14,16,2026-02-12T02:19:47Z,550000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M54.00S,2026-02-12T02:19:25.4Z,1,REGULAR,substitution,in,[],1630598,,,1610612756,14,16,2026-02-12T02:19:47Z,560000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M54.00S,2026-02-12T02:19:25.4Z,1,REGULAR,substitution,in,[],1631119,,,1610612756,14,16,2026-02-12T02:19:47Z,570000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M30.00S,2026-02-12T02:20:12.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,81.2910643889619,61.029411764705884,1610612756,14,16,2026-02-12T02:20:17Z,580000,False,55.0,123.0,1,right,MISS D. Brooks 13' pullup Shot,[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,13.51,Missed,,,,,,,,,,,,,,,,,,
59,PT06M28.00S,2026-02-12T02:20:14.2Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,14,16,2026-02-12T02:20:17Z,590000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,
60,PT06M20.00S,2026-02-12T02:20:23.0Z,1,REGULAR,3pt,Jump Shot,[],1631119,26.757555847568987,83.57843137254902,1610612760,14,16,2026-02-12T02:20:28Z,600000,False,-168.0,199.0,1,left,MISS J. Williams 26' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
61,PT06M17.00S,2026-02-12T02:20:26.4Z,1,REGULAR,rebound,offensive,[],1641717,,,1610612760,14,16,2026-02-12T02:20:26Z,610000,False,,,0,,C. Wallace REBOUND (Off:1 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,
62,PT06M10.00S,2026-02-12T02:20:33.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641717,6.258212877792378,46.32352941176471,1610612760,14,18,2026-02-12T02:21:51Z,620000,False,18.0,6.0,1,left,C. Wallace driving reverse Layup (2 PTS),[1641717],1610612760.0,OKC,driving reverse,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,1.94,Made,2.0,,,,,,,,,,,,,,,,,
63,PT05M59.00S,2026-02-12T02:20:43.5Z,1,REGULAR,turnover,bad pass,[],1628415,,,1610612756,14,18,2026-02-12T02:20:46Z,630000,False,,,0,,D. Brooks bad pass TURNOVER (1 TO),"[1628415, 1630598]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1.0,,,,,Wiggins,1630598.0,,,,,,
64,PT05M59.00S,2026-02-12T02:20:43.5Z,1,REGULAR,steal,,[],1630598,,,1610612760,14,18,2026-02-12T02:20:44Z,640000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
65,PT05M54.00S,2026-02-12T02:20:49.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630598,7.046649145860711,46.81372549019608,1610612760,14,20,2026-02-12T02:20:52Z,650000,False,16.0,14.0,1,left,A. Wiggins running Layup (2 PTS),[1630598],1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.1,Made,2.0,,,,,,,,,,,,,,,,,
66,PT05M39.00S,2026-02-12T02:21:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,87.86136662286465,46.568627450980394,1610612756,16,20,2026-02-12T02:23:18Z,660000,False,-17.0,62.0,1,right,J. Goodwin 6' driving floating Jump Shot (2 PTS),[1630692],1610612756.0,PHX,driving floating,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,6.4,Made,2.0,,,,,,,,,,,,,,,,,
67,PT05M20.00S,2026-02-12T02:21:22.5Z,1,REGULAR,3pt,Jump Shot,[],1631119,30.305519053876477,28.431372549019606,1610612760,16,23,2026-02-12T02:21:26Z,670000,False,108.0,232.0,1,left,J. Williams 25' 3PT  (3 PTS) (A. Wiggins 1 AST),"[1631119, 1630598]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.62,Made,3.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,,,,,
69,PT05M06.00S,2026-02-12T02:21:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,84.44480946123521,44.11764705882353,1610612756,16,23,2026-02-12T02:24:10Z,690000,False,-29.0,94.0,1,right,MISS D. Brooks 9' driving finger roll Layup,[1628415],1610612756.0,PHX,driving finger roll,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,9.82,Missed,,,,,,,,,,,,,,,,,,
70,PT05M03.00S,2026-02-12T02:21:39.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,16,23,2026-02-12T02:21:40Z,700000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,
71,PT04M57.00S,2026-02-12T02:21:45.2Z,1,REGULAR,3pt,Jump Shot,[],1631119,31.882391590013142,33.82352941176471,1610612760,16,23,2026-02-12T02:21:49Z,710000,False,81.0,247.0,1,left,MISS J. Williams 26' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
72,PT04M55.00S,2026-02-12T02:21:47.2Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612756,16,23,2026-02-12T02:21:49Z,720000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,
73,PT04M49.00S,2026-02-12T02:21:57.1Z,1,REGULAR,foul,personal,[],1631114,,,1610612756,16,23,2026-02-12T02:22:08Z,730000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 1626220]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,202037.0,,,,,,,,1.0,0.0,O'Neale,1626220.0,,
75,PT04M49.00S,2026-02-12T02:22:07.5Z,1,REGULAR,substitution,out,[],1626220,,,1610612756,16,23,2026-02-12T02:22:16Z,750000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M49.00S,2026-02-12T02:22:07.5Z,1,REGULAR,substitution,out,[],1631109,,,1610612756,16,23,2026-02-12T02:22:16Z,760000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M49.00S,2026-02-12T02:22:07.5Z,1,REGULAR,substitution,out,[],1631114,,,1610612756,16,23,2026-02-12T02:22:16Z,770000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M49.00S,2026-02-12T02:22:07.5Z,1,REGULAR,substitution,in,[],1642345,,,1610612756,16,23,2026-02-12T02:22:16Z,780000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M49.00S,2026-02-12T02:22:07.5Z,1,REGULAR,substitution,in,[],1642346,,,1610612756,16,23,2026-02-12T02:22:16Z,790000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M49.00S,2026-02-12T02:22:07.5Z,1,REGULAR,substitution,in,[],1629026,,,1610612756,16,23,2026-02-12T02:22:16Z,800000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M45.00S,2026-02-12T02:22:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631123,92.72339027595268,57.35294117647059,1610612756,16,23,2026-02-12T02:26:32Z,810000,False,37.0,16.0,1,right,MISS J. Bouyea driving Layup,[1631123],1610612756.0,PHX,driving,,,Bouyea,J. Bouyea,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,,,,,,,
82,PT04M43.00S,2026-02-12T02:22:34.1Z,1,REGULAR,rebound,offensive,[],1642345,,,1610612756,16,23,2026-02-12T02:26:32Z,820000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:0),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,81.0,1.0,0.0,1.0,,,,,,,,
