actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
524,PT08M49.00S,2026-03-22T03:56:45.2Z,4,REGULAR,substitution,out,[],1631260,,,1610612756,86,84,2026-03-22T03:56:55Z,5190000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M49.00S,2026-03-22T03:56:45.2Z,4,REGULAR,substitution,in,[],1626167,,,1610612756,86,84,2026-03-22T03:56:55Z,5200000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M49.00S,2026-03-22T03:56:45.2Z,4,REGULAR,substitution,in,[],1631157,,,1610612756,86,84,2026-03-22T03:56:55Z,5210000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M35.00S,2026-03-22T03:57:19.7Z,4,REGULAR,violation,kicked ball,[],1626167,,,1610612756,86,84,2026-03-22T03:57:28Z,5220000,False,,,0,,M. Turner kicked ball VIOLATION,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,201246.0,,,,,,,
528,PT08M27.00S,2026-03-22T03:57:42.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,10.988830486202366,96.32352941176471,1610612756,89,84,2026-03-22T03:57:50Z,5230000,False,-232.0,51.0,1,left,J. Green 3PT  (20 PTS),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.71,Made,,,,20.0,,,,,,,,,,,,,,
529,PT08M04.00S,2026-03-22T03:58:05.8Z,4,REGULAR,turnover,bad pass,[],1630560,,,1610612749,89,84,2026-03-22T04:06:43Z,5240000,False,,,0,,C. Thomas bad pass TURNOVER (3 TO),"[1630560, 1630587]",1610612749.0,MIL,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,,,,,Livers,1630587.0
530,PT08M04.00S,2026-03-22T03:58:05.8Z,4,REGULAR,steal,,[],1630587,,,1610612756,89,84,2026-03-22T03:58:07Z,5250000,False,,,0,,I. Livers STEAL (1 STL),[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
531,PT08M03.00S,2026-03-22T03:58:09.5Z,4,REGULAR,foul,personal,[],1631250,,,1610612756,89,84,2026-03-22T03:58:28Z,5260000,False,,,0,,P. Nance personal FOUL (3 PF),"[1631250, 1631221]",1610612749.0,MIL,,,,Nance,P. Nance,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,201246.0,,3.0,0.0,Gillespie,1631221.0,,
533,PT08M03.00S,2026-03-22T03:58:15.8Z,4,REGULAR,substitution,out,[],1630560,,,1610612756,89,84,2026-03-22T03:58:22Z,5280000,False,,,0,,SUB out: C. Thomas,[1630560],1610612749.0,MIL,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M03.00S,2026-03-22T03:58:15.8Z,4,REGULAR,substitution,in,[],1631172,,,1610612756,89,84,2026-03-22T03:58:22Z,5290000,False,,,0,,SUB in: O. Dieng,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT07M49.00S,2026-03-22T03:58:42.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,17.559132720105126,69.11764705882352,1610612756,91,84,2026-03-22T03:58:49Z,5310000,False,-96.0,113.0,1,left,J. Green 14' step back Jump Shot (22 PTS),[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Mid-Range,8-16 Left,14.77,Made,,,,22.0,,,,,,,,,,,,,,
537,PT07M29.00S,2026-03-22T03:59:01.4Z,4,REGULAR,3pt,Jump Shot,[],1629018,75.3777923784494,85.04901960784314,1610612749,91,87,2026-03-22T03:59:06Z,5320000,False,175.0,179.0,1,right,G. Trent Jr. 25' 3PT step back (8 PTS),[1629018],1610612749.0,MIL,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.04,Made,,,,8.0,,,,,,,,,,,,,,
538,PT07M10.00S,2026-03-22T03:59:20.8Z,4,REGULAR,3pt,Jump Shot,[],1630224,33.590670170827856,60.5392156862745,1610612756,91,87,2026-03-22T03:59:23Z,5330000,False,-53.0,263.0,1,left,MISS J. Green 26' pullup 3PT,[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.85,Missed,,,,,,,,,,,,,,,,,,
539,PT07M09.00S,2026-03-22T03:59:21.8Z,4,REGULAR,rebound,defensive,[],1631157,,,1610612749,91,87,2026-03-22T03:59:23Z,5340000,False,,,0,,R. Rollins REBOUND (Off:0 Def:7),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,538.0,,,,,7.0,7.0,0.0,,,,,,,,
540,PT07M00.00S,2026-03-22T03:59:31.2Z,4,REGULAR,3pt,Jump Shot,[],1629018,76.82325886990802,8.333333333333332,1610612749,91,87,2026-03-22T03:59:37Z,5350000,False,-208.0,165.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
541,PT06M54.00S,2026-03-22T03:59:37.2Z,4,REGULAR,rebound,defensive,[],1642345,,,1610612756,91,87,2026-03-22T03:59:37Z,5360000,False,,,0,,O. Ighodaro REBOUND (Off:2 Def:2),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Left Center,,,,,540.0,,,,,4.0,2.0,2.0,,,,,,,,
542,PT06M49.00S,2026-03-22T03:59:41.9Z,4,REGULAR,2pt,Jump Shot,[],1630587,6.57030223390276,87.52297794117648,1610612756,91,87,2026-03-22T03:59:50Z,5370000,False,-188.0,9.0,1,left,MISS I. Livers 18' Jump Shot,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,Mid-Range,16-24 Left,18.78,Missed,,,,,,,,,,,,,,,,,,
543,PT06M45.00S,2026-03-22T03:59:45.9Z,4,REGULAR,rebound,defensive,[],1631157,,,1610612749,91,87,2026-03-22T03:59:46Z,5380000,False,,,0,,R. Rollins REBOUND (Off:0 Def:8),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,,,,,542.0,,,,,8.0,8.0,0.0,,,,,,,,
544,PT06M40.00S,2026-03-22T03:59:56.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,94.82588699080158,50.0,1610612749,91,89,2026-03-22T04:11:24Z,5390000,False,0.0,-4.0,1,right,R. Rollins driving Layup (19 PTS),[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,0.39,Made,,,,19.0,,,,,,,,,,,,,,
545,PT06M40.00S,2026-03-22T04:00:00.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642853,,,1610612749,91,89,2026-03-22T04:00:09Z,5400000,False,,,0,,R. Fleming shooting personal FOUL (5 PF) (Rollins 1 FT),"[1642853, 1631157]",1610612756.0,PHX,shooting,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,,5.0,0.0,Rollins,1631157.0,,
547,PT06M40.00S,2026-03-22T04:00:11.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,91,89,2026-03-22T04:01:39Z,5420000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M40.00S,2026-03-22T04:02:27.7Z,4,REGULAR,substitution,out,[],1630224,,,1610612749,91,89,2026-03-22T04:02:50Z,5430000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M40.00S,2026-03-22T04:02:27.7Z,4,REGULAR,substitution,out,[],1630587,,,1610612749,91,89,2026-03-22T04:02:50Z,5440000,False,,,0,,SUB out: I. Livers,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M40.00S,2026-03-22T04:02:27.7Z,4,REGULAR,substitution,out,[],1642853,,,1610612749,91,89,2026-03-22T04:02:50Z,5450000,False,,,0,,SUB out: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M40.00S,2026-03-22T04:02:27.7Z,4,REGULAR,substitution,in,[],1630692,,,1610612749,91,89,2026-03-22T04:02:50Z,5460000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M40.00S,2026-03-22T04:02:27.7Z,4,REGULAR,substitution,in,[],1626164,,,1610612749,91,89,2026-03-22T04:02:50Z,5470000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M40.00S,2026-03-22T04:02:27.7Z,4,REGULAR,substitution,in,[],1642346,,,1610612749,91,89,2026-03-22T04:02:50Z,5480000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M40.00S,2026-03-22T04:03:09.7Z,4,REGULAR,freethrow,1 of 1,[],1631157,,,1610612749,91,90,2026-03-22T04:03:09Z,5490000,False,,,0,,R. Rollins Free Throw 1 of 1 (20 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,,,,20.0,,,,,,,,,,,,,,
555,PT06M25.00S,2026-03-22T04:03:27.6Z,4,REGULAR,2pt,Jump Shot,[],1626164,19.92444152431012,22.54901960784314,1610612756,91,90,2026-03-22T04:03:38Z,5500000,False,137.0,135.0,1,left,MISS D. Booker 19' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,19.24,Missed,,,,,,,,,,,,,,,,,,
556,PT06M21.00S,2026-03-22T04:03:31.6Z,4,REGULAR,rebound,defensive,[],1631157,,,1610612749,91,90,2026-03-22T04:03:32Z,5510000,False,,,0,,R. Rollins REBOUND (Off:0 Def:9),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Right Center,,,,,555.0,,,,,9.0,9.0,0.0,,,,,,,,
558,PT06M04.00S,2026-03-22T04:04:02.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,94.03745072273325,48.28431372549019,1610612749,91,90,2026-03-22T04:04:09Z,5530000,False,-9.0,4.0,1,right,MISS R. Rollins driving Layup,[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,0.93,Missed,,,,,,,,,,,,,,,,,,
559,PT06M02.00S,2026-03-22T04:04:04.9Z,4,REGULAR,rebound,defensive,[],1630692,,,1610612756,91,90,2026-03-22T04:04:09Z,5540000,False,,,0,,J. Goodwin REBOUND (Off:2 Def:3),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,558.0,,,,,5.0,3.0,2.0,,,,,,,,
560,PT05M51.00S,2026-03-22T04:04:16.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,15.982260183968464,44.85294117647059,1610612756,91,90,2026-03-22T04:04:22Z,5550000,False,26.0,98.0,1,left,MISS J. Goodwin 10' driving floating Shot - blocked,"[1630692, 1626167]",1610612756.0,PHX,driving floating,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,10.1,Missed,Turner,1626167.0,,,,,,,,,,,,,,,,
593,PT05M51.00S,2026-03-22T04:04:16.2Z,4,REGULAR,block,,[],1626167,,,1610612756,91,90,2026-03-22T04:14:26Z,5555000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
561,PT05M50.00S,2026-03-22T04:04:17.2Z,4,REGULAR,rebound,offensive,[],1642346,,,1610612756,91,90,2026-03-22T04:13:52Z,5560000,False,,,0,,R. Dunn REBOUND (Off:3 Def:5),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,560.0,,,,,8.0,5.0,3.0,,,,,,,,
562,PT05M50.00S,2026-03-22T04:04:20.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642346,5.590000152587891,50.0,1610612756,93,90,2026-03-22T04:13:56Z,5570000,False,0.0,0.0,1,left,R. Dunn tip Layup (12 PTS),[1642346],1610612756.0,PHX,tip,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,0.0,Made,,,,12.0,,,,,,,,,,,,,,
563,PT05M26.00S,2026-03-22T04:04:42.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630692,,,1610612749,93,90,2026-03-22T04:04:51Z,5580000,False,,,0,,J. Goodwin shooting personal FOUL (1 PF) (Turner 2 FT),"[1630692, 1626167]",1610612756.0,PHX,shooting,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,,1.0,0.0,Turner,1626167.0,,
565,PT05M26.00S,2026-03-22T04:05:05.8Z,4,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,93,91,2026-03-22T04:05:05Z,5600000,False,,,0,,M. Turner Free Throw 1 of 2 (3 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,,,,3.0,,,,,,,,,,,,,,
566,PT05M26.00S,2026-03-22T04:05:24.8Z,4,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,93,92,2026-03-22T04:05:24Z,5610000,False,,,0,,M. Turner Free Throw 2 of 2 (4 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
567,PT05M12.00S,2026-03-22T04:05:47.2Z,4,REGULAR,foul,offensive,['inpenalty'],1642345,,,1610612756,93,92,2026-03-22T04:05:59Z,5620000,False,,,0,,O. Ighodaro offensive FOUL (2 PF),"[1642345, 1626167]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1628951.0,,2.0,0.0,Turner,1626167.0,,
569,PT05M12.00S,2026-03-22T04:05:47.2Z,4,REGULAR,turnover,offensive foul,[],1642345,,,1610612756,93,92,2026-03-22T04:05:47Z,5640000,False,,,0,,O. Ighodaro offensive foul TURNOVER (2 TO),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1628951.0,2.0,,,,,,
570,PT05M02.00S,2026-03-22T04:06:08.7Z,4,REGULAR,turnover,out-of-bounds,[],1631172,,,1610612749,93,92,2026-03-22T04:06:16Z,5650000,False,,,0,,O. Dieng bad pass out-of-bounds TURNOVER (2 TO),[1631172],1610612749.0,MIL,bad pass,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1627541.0,2.0,,,,,,
571,PT05M02.00S,2026-03-22T04:06:14.2Z,4,REGULAR,substitution,out,[],1642346,,,1610612756,93,92,2026-03-22T04:06:17Z,5660000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT05M02.00S,2026-03-22T04:06:14.2Z,4,REGULAR,substitution,in,[],1630224,,,1610612756,93,92,2026-03-22T04:06:17Z,5670000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M44.00S,2026-03-22T04:06:41.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,5.338370565045992,48.77450980392157,1610612756,95,92,2026-03-22T04:06:53Z,5680000,False,6.0,-2.0,1,left,J. Green driving reverse Layup (24 PTS),[1630224],1610612756.0,PHX,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.65,Made,,,,24.0,,,,,,,,,,,,,,
574,PT04M44.00S,2026-03-22T04:06:47.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,95,92,2026-03-22T04:06:47Z,5690000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M31.00S,2026-03-22T04:09:49.8Z,4,REGULAR,3pt,Jump Shot,[],1629018,69.99014454664915,23.52941176470588,1610612749,95,95,2026-03-22T04:18:15Z,5700000,False,-132.0,230.0,1,right,G. Trent Jr. 26' 3PT pullup (11 PTS) (R. Rollins 6 AST),"[1629018, 1631157]",1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.5,Made,,,,11.0,R. Rollins,1631157.0,6.0,,,,,,,,,,,
577,PT04M14.00S,2026-03-22T04:10:10.7Z,4,REGULAR,foul,personal,[],1629018,,,1610612756,95,95,2026-03-22T04:10:16Z,5720000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1630224]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628951.0,,1.0,0.0,Green,1630224.0,,
580,PT03M59.00S,2026-03-22T04:11:04.1Z,4,REGULAR,3pt,Jump Shot,[],1630692,7.046649145860711,94.36274509803921,1610612756,95,95,2026-03-22T04:11:09Z,5750000,False,-222.0,14.0,1,left,MISS J. Goodwin 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Left Corner 3,24+ Left,22.22,Missed,,,,,,,,,,,,,,,,,,
581,PT03M56.00S,2026-03-22T04:11:07.3Z,4,REGULAR,rebound,defensive,[],1631157,,,1610612749,95,95,2026-03-22T04:11:07Z,5760000,False,,,0,,R. Rollins REBOUND (Off:0 Def:10),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,,,,,580.0,,,,,10.0,10.0,0.0,,,,,,,,
582,PT03M46.00S,2026-03-22T04:11:16.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,93.11760840998686,50.73529411764706,1610612749,95,97,2026-03-22T04:11:20Z,5770000,False,4.0,12.0,1,right,R. Rollins driving Layup (22 PTS),[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,1.27,Made,,,,22.0,,,,,,,,,,,,,,
583,PT03M35.00S,2026-03-22T04:11:28.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,6.389618922470433,47.549019607843135,1610612756,97,97,2026-03-22T04:11:39Z,5780000,False,12.0,8.0,1,left,O. Ighodaro cutting DUNK (12 PTS) (D. Booker 7 AST),"[1642345, 1626164]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,1.45,Made,,,,12.0,D. Booker,1626164.0,7.0,,,,,,,,,,,
585,PT03M35.00S,2026-03-22T04:11:45.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,97,97,2026-03-22T04:11:48Z,5800000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M24.00S,2026-03-22T04:13:26.7Z,4,REGULAR,foul,offensive,[],1626167,,,1610612749,97,97,2026-03-22T04:13:38Z,5810000,False,,,0,,M. Turner offensive FOUL (4 PF),"[1626167, 1626164]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,201246.0,,4.0,0.0,Booker,1626164.0,,
588,PT03M24.00S,2026-03-22T04:13:26.7Z,4,REGULAR,turnover,offensive foul,[],1626167,,,1610612749,97,97,2026-03-22T04:13:26Z,5830000,False,,,0,,M. Turner offensive foul TURNOVER (2 TO),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,201246.0,2.0,,,,,,
589,PT03M09.00S,2026-03-22T04:14:03.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630692,6.783837056504599,3.6764705882352944,1610612756,97,97,2026-03-22T04:14:07Z,5840000,False,232.0,11.0,1,left,MISS J. Goodwin 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
590,PT03M06.00S,2026-03-22T04:14:06.8Z,4,REGULAR,rebound,defensive,[],1631250,,,1610612749,97,97,2026-03-22T04:14:07Z,5850000,False,,,0,,P. Nance REBOUND (Off:0 Def:3),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,Right Corner 3,24+ Right,,,,,589.0,,,,,3.0,3.0,0.0,,,,,,,,
591,PT02M58.00S,2026-03-22T04:14:16.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626164,,,1610612749,97,97,2026-03-22T04:14:22Z,5860000,False,,,0,,D. Booker personal FOUL (3 PF) (Rollins 2 FT),"[1626164, 1631157]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1627541.0,,3.0,0.0,Rollins,1631157.0,,
594,PT02M58.00S,2026-03-22T04:14:45.3Z,4,REGULAR,freethrow,1 of 2,[],1631157,,,1610612749,97,97,2026-03-22T04:20:52Z,5880000,False,,,0,,MISS R. Rollins Free Throw 1 of 2,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
595,PT02M58.00S,2026-03-22T04:14:45.3Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,97,97,2026-03-22T04:20:52Z,5890000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,594.0,,,,,,,,,,,,,,,
596,PT02M58.00S,2026-03-22T04:14:45.3Z,4,REGULAR,freethrow,2 of 2,[],1631157,,,1610612749,97,98,2026-03-22T04:20:52Z,5900000,False,,,0,,R. Rollins Free Throw 2 of 2 (23 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,,,,23.0,,,,,,,,,,,,,,
597,PT02M51.00S,2026-03-22T04:15:14.9Z,4,REGULAR,turnover,lost ball,[],1630224,,,1610612756,97,98,2026-03-22T04:15:19Z,5910000,False,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 1631172]",1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2.0,,,,,Dieng,1631172.0
598,PT02M51.00S,2026-03-22T04:15:14.9Z,4,REGULAR,steal,,[],1631172,,,1610612749,97,98,2026-03-22T04:15:31Z,5920000,False,,,0,,O. Dieng STEAL (1 STL),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
599,PT02M48.00S,2026-03-22T04:15:19.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1631172,95.22010512483574,49.754901960784316,1610612749,97,100,2026-03-22T04:15:35Z,5930000,False,-1.0,-8.0,1,right,O. Dieng running Layup (9 PTS),[1631172],1610612749.0,MIL,running,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,0.77,Made,,,,9.0,,,,,,,,,,,,,,
600,PT02M48.00S,2026-03-22T04:15:24.6Z,4,REGULAR,violation,defensive goaltending,[],1630224,,,1610612749,97,100,2026-03-22T04:15:35Z,5940000,False,,,0,,J. Green defensive goaltending VIOLATION,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,1628951.0,,,,,,,
601,PT02M37.00S,2026-03-22T04:15:40.5Z,4,REGULAR,3pt,Jump Shot,[],1631221,31.750985545335087,13.23529411764706,1610612756,97,100,2026-03-22T04:15:45Z,5950000,False,184.0,246.0,1,left,MISS C. Gillespie 30' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,30.71,Missed,,,,,,,,,,,,,,,,,,
602,PT02M34.00S,2026-03-22T04:15:43.5Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612749,97,100,2026-03-22T04:15:45Z,5960000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,601.0,,,,,1.0,1.0,0.0,,,,,,,,
603,PT02M21.00S,2026-03-22T04:15:56.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,81.42247043363994,56.61764705882353,1610612749,97,102,2026-03-22T04:16:39Z,5970000,False,33.0,122.0,1,right,O. Dieng 12' pullup Jump Shot (11 PTS) (R. Rollins 7 AST),"[1631172, 1631157]",1610612749.0,MIL,pullup,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Center,12.65,Made,,,,11.0,R. Rollins,1631157.0,7.0,,,,,,,,,,,
605,PT02M13.00S,2026-03-22T04:16:05.6Z,4,REGULAR,3pt,Jump Shot,[],1626164,31.882391590013142,27.941176470588236,1610612756,100,102,2026-03-22T04:16:11Z,5990000,False,110.0,247.0,1,left,D. Booker 27' 3PT pullup (13 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,27.07,Made,,,,13.0,,,,,,,,,,,,,,
606,PT02M13.00S,2026-03-22T04:16:08.9Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626167,,,1610612756,100,102,2026-03-22T04:16:33Z,6000000,False,,,0,,M. Turner shooting personal FOUL (5 PF) (Booker 1 FT),"[1626167, 1626164]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1628951.0,,5.0,0.0,Booker,1626164.0,,
609,PT02M13.00S,2026-03-22T04:18:17.8Z,4,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,101,102,2026-03-22T04:18:17Z,6030000,False,,,0,,D. Booker Free Throw 1 of 1 (14 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,14.0,,,,,,,,,,,,,,
