actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
34,PT09M59.00S,2026-02-21T22:16:09.4Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,0,4,2026-02-21T22:16:12Z,340000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,,,32.0,,,,,,1.0,1.0,0.0,,,,,,,,,
35,PT09M44.00S,2026-02-21T22:16:24.8Z,1,REGULAR,2pt,Jump Shot,[],1630217,6.652431011826544,69.11764705882352,1610612753,0,6,2026-02-21T22:16:29Z,350000,False,-96.0,10.0,1,left,D. Bane 9' driving floating Jump Shot (4 PTS) (P. Banchero 1 AST),"[1630217, 1631094]",1610612753.0,ORL,driving floating,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,9.61,Made,,,,,,,,,,4.0,P. Banchero,1631094.0,1.0,,,,,
37,PT09M33.00S,2026-02-21T22:16:35.6Z,1,REGULAR,3pt,Jump Shot,[],1628415,65.52233902759527,54.90196078431373,1610612756,3,6,2026-02-21T22:16:39Z,370000,False,25.0,272.0,1,right,D. Brooks 27' 3PT pullup (3 PTS),[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,27.27,Made,,,,,,,,,,3.0,,,,,,,,
38,PT09M15.00S,2026-02-21T22:16:53.7Z,1,REGULAR,3pt,Jump Shot,[],1641783,29.122864651773984,79.65686274509804,1610612753,3,9,2026-02-21T22:16:59Z,380000,False,-148.0,221.0,1,left,T. da Silva 26' 3PT  (3 PTS) (D. Bane 1 AST),"[1641783, 1630217]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,26.64,Made,,,,,,,,,,3.0,D. Bane,1630217.0,1.0,,,,,
40,PT08M55.00S,2026-02-21T22:17:13.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,82.86793692509855,57.107843137254896,1610612756,5,9,2026-02-21T22:17:17Z,400000,False,36.0,109.0,1,right,J. Green 11' step back Jump Shot (2 PTS),[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,11.42,Made,,,,,,,,,,2.0,,,,,,,,
41,PT08M36.00S,2026-02-21T22:17:32.2Z,1,REGULAR,3pt,Jump Shot,[],1630217,9.411957950065702,2.450980392156863,1610612753,5,12,2026-02-21T22:17:37Z,410000,False,238.0,36.0,1,left,D. Bane 24' 3PT  (7 PTS) (P. Banchero 2 AST),"[1630217, 1631094]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,24.04,Made,,,,,,,,,,7.0,P. Banchero,1631094.0,2.0,,,,,
43,PT08M25.00S,2026-02-21T22:17:46.2Z,1,REGULAR,foul,personal,[],1641783,,,1610612756,5,12,2026-02-21T22:17:56Z,430000,False,,,0,,T. da Silva personal FOUL (1 PF),"[1641783, 1628415]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,,,,1146.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,,,,
45,PT08M23.00S,2026-02-21T22:18:08.0Z,1,REGULAR,3pt,Jump Shot,[],1631221,94.03745072273325,95.34313725490196,1610612756,5,12,2026-02-21T22:18:12Z,450000,False,227.0,4.0,1,right,MISS C. Gillespie 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
46,PT08M20.00S,2026-02-21T22:18:11.3Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612756,5,12,2026-02-21T22:18:11Z,460000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,45.0,,,,,,1.0,0.0,1.0,,,,,,,,,
47,PT08M17.00S,2026-02-21T22:18:15.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628415,85.62746386333771,48.529411764705884,1610612756,7,12,2026-02-21T22:18:19Z,470000,False,-7.0,83.0,1,right,D. Brooks 8' turnaround Jump Shot (5 PTS),[1628415],1610612756.0,PHX,turnaround,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,,,,,,,,,,5.0,,,,,,,,
49,PT08M03.00S,2026-02-21T22:18:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,8.886333771353483,37.5,1610612753,7,12,2026-02-21T22:18:32Z,490000,False,62.0,31.0,1,left,MISS P. Banchero 6' driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.98,Missed,,,,,,,,,,,,,,,,,,
50,PT08M00.00S,2026-02-21T22:18:30.9Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,7,12,2026-02-21T22:18:32Z,500000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,49.0,,,,,,2.0,2.0,0.0,,,,,,,,,
51,PT07M49.00S,2026-02-21T22:18:41.6Z,1,REGULAR,3pt,Jump Shot,[],1628415,70.38436268068331,79.65686274509804,1610612756,7,12,2026-02-21T22:18:46Z,510000,False,148.0,226.0,1,right,MISS D. Brooks 27' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,27.02,Missed,,,,,,,,,,,,,,,,,,
52,PT07M49.00S,2026-02-21T22:18:44.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,7,12,2026-02-21T22:18:44Z,520000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,51.0,,,,,,,,,,,,,,,,,
54,PT07M30.00S,2026-02-21T22:19:08.8Z,1,REGULAR,3pt,Jump Shot,[],1641710,28.86005256241787,79.41176470588235,1610612753,7,12,2026-02-21T22:19:14Z,540000,False,-147.0,219.0,1,left,MISS A. Black 26' step back 3PT,[1641710],1610612753.0,ORL,step back,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
55,PT07M27.00S,2026-02-21T22:19:11.8Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612756,7,12,2026-02-21T22:19:14Z,550000,False,,,0,,D. Brooks REBOUND (Off:1 Def:1),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,54.0,,,,,,2.0,1.0,1.0,,,,,,,,,
56,PT07M20.00S,2026-02-21T22:19:18.2Z,1,REGULAR,turnover,backcourt,[],1626220,,,1610612756,7,12,2026-02-21T22:19:24Z,560000,False,,,0,,R. O'Neale backcourt TURNOVER (1 TO),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,1146.0,,,,,,,,,,,,,,1.0,,
57,PT07M10.00S,2026-02-21T22:19:39.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,32.40801576872536,46.07843137254902,1610612753,7,15,2026-02-21T22:19:44Z,570000,False,20.0,252.0,1,left,D. Bane 25' 3PT step back (10 PTS) (A. Black 2 AST),"[1630217, 1641710]",1610612753.0,ORL,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,25.29,Made,,,,,,,,,,10.0,A. Black,1641710.0,2.0,,,,,
59,PT06M57.00S,2026-02-21T22:19:53.0Z,1,REGULAR,2pt,Jump Shot,[],1628415,77.87450722733246,72.05882352941177,1610612756,7,15,2026-02-21T22:19:56Z,590000,False,110.0,155.0,1,right,MISS D. Brooks 19' pullup Shot,[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,19.06,Missed,,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2026-02-21T22:19:55.0Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,7,15,2026-02-21T22:19:56Z,600000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,59.0,,,,,,1.0,1.0,0.0,,,,,,,,,
61,PT06M51.00S,2026-02-21T22:20:00.4Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612753,7,15,2026-02-21T22:20:38Z,610000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Black 2 FT),"[1628415, 1641710]",1610612756.0,PHX,shooting,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,1193.0,1.0,0.0,Black,1641710.0,,,,,,,,,,,,
63,PT06M51.00S,2026-02-21T22:20:42.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641710,,,1610612753,7,16,2026-02-21T22:21:25Z,630000,False,,,0,,A. Black Free Throw 1 of 2 (1 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
64,PT06M51.00S,2026-02-21T22:20:44.2Z,1,REGULAR,substitution,out,[],1631221,,,1610612753,7,16,2026-02-21T22:20:52Z,640000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M51.00S,2026-02-21T22:20:44.2Z,1,REGULAR,substitution,out,[],1626220,,,1610612753,7,16,2026-02-21T22:20:52Z,650000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M51.00S,2026-02-21T22:20:44.2Z,1,REGULAR,substitution,in,[],1642346,,,1610612753,7,16,2026-02-21T22:20:52Z,660000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M51.00S,2026-02-21T22:20:44.2Z,1,REGULAR,substitution,in,[],1628960,,,1610612753,7,16,2026-02-21T22:20:52Z,670000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M51.00S,2026-02-21T22:20:42.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641710,,,1610612753,7,17,2026-02-21T22:21:25Z,680000,False,,,0,,A. Black Free Throw 2 of 2 (2 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
69,PT06M38.00S,2026-02-21T22:21:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.14651773981603,41.17647058823529,1610612756,9,17,2026-02-21T22:21:24Z,690000,False,-44.0,31.0,1,right,J. Green driving Layup (4 PTS),[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.37,Made,,,,,,,,,,4.0,,,,,,,,
70,PT06M22.00S,2026-02-21T22:21:36.8Z,1,REGULAR,3pt,Jump Shot,[],1631094,27.414586070959263,16.176470588235293,1610612753,9,17,2026-02-21T22:22:32Z,700000,False,169.0,205.0,1,left,MISS P. Banchero 26' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,26.59,Missed,,,,,,,,,,,,,,,,,,
71,PT06M17.00S,2026-02-21T22:21:41.8Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612756,9,17,2026-02-21T22:21:41Z,710000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,70.0,,,,,,1.0,1.0,0.0,,,,,,,,,
72,PT06M09.00S,2026-02-21T22:21:49.4Z,1,REGULAR,2pt,Jump Shot,[],1630224,89.04402102496715,16.911764705882355,1610612756,9,17,2026-02-21T22:21:55Z,720000,False,-165.0,50.0,1,right,MISS J. Green 17' pullup Shot,[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left,17.29,Missed,,,,,,,,,,,,,,,,,,
73,PT06M08.00S,2026-02-21T22:21:50.4Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,9,17,2026-02-21T22:21:55Z,730000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left,,,72.0,,,,,,3.0,3.0,0.0,,,,,,,,,
74,PT05M54.00S,2026-02-21T22:22:05.3Z,1,REGULAR,3pt,Jump Shot,[],1628976,6.783837056504599,94.6078431372549,1610612753,9,17,2026-02-21T22:22:09Z,740000,False,-223.0,11.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,22.33,Missed,,,,,,,,,,,,,,,,,,
75,PT05M52.00S,2026-02-21T22:22:07.3Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612756,9,17,2026-02-21T22:22:09Z,750000,False,,,0,,D. Brooks REBOUND (Off:1 Def:2),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,74.0,,,,,,3.0,2.0,1.0,,,,,,,,,
76,PT05M46.00S,2026-02-21T22:22:13.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,67.88764783180025,80.88235294117648,1610612756,9,17,2026-02-21T22:24:35Z,760000,False,154.0,249.0,1,right,MISS D. Brooks 29' running pullup 3PT,[1628415],1610612756.0,PHX,running pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,29.33,Missed,,,,,,,,,,,,,,,,,,
77,PT05M41.00S,2026-02-21T22:22:18.5Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,9,17,2026-02-21T22:22:20Z,770000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,76.0,,,,,,2.0,2.0,0.0,,,,,,,,,
78,PT05M36.00S,2026-02-21T22:22:23.1Z,1,REGULAR,3pt,Jump Shot,[],1628976,32.40801576872536,60.29411764705882,1610612753,9,17,2026-02-21T22:22:28Z,780000,False,-51.0,252.0,1,left,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
79,PT05M33.00S,2026-02-21T22:22:26.1Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,9,17,2026-02-21T22:22:28Z,790000,False,,,0,,M. Williams REBOUND (Off:0 Def:3),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,78.0,,,,,,3.0,3.0,0.0,,,,,,,,,
80,PT05M27.00S,2026-02-21T22:22:32.3Z,1,REGULAR,2pt,Jump Shot,[],1628415,75.50919842312747,65.19607843137256,1610612756,9,17,2026-02-21T22:25:30Z,800000,False,76.0,178.0,1,right,MISS D. Brooks 19' running pullup Shot,[1628415],1610612756.0,PHX,running pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,19.33,Missed,,,,,,,,,,,,,,,,,,
81,PT05M24.00S,2026-02-21T22:22:35.3Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,9,17,2026-02-21T22:22:36Z,810000,False,,,0,,T. da Silva REBOUND (Off:0 Def:2),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Right Center,,,80.0,,,,,,2.0,2.0,0.0,,,,,,,,,
82,PT05M09.00S,2026-02-21T22:22:49.2Z,1,REGULAR,2pt,Jump Shot,[],1631094,20.45006570302234,49.754901960784316,1610612753,9,17,2026-02-21T22:26:43Z,820000,False,1.0,140.0,1,left,MISS P. Banchero 13' driving floating bank Shot,[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,13.97,Missed,,,,,,,,,,,,,,,,,,
83,PT05M08.00S,2026-02-21T22:22:50.2Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,9,17,2026-02-21T22:22:56Z,830000,False,,,0,,M. Williams REBOUND (Off:0 Def:4),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Center,,,82.0,,,,,,4.0,4.0,0.0,,,,,,,,,
84,PT04M57.00S,2026-02-21T22:23:02.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,84.83902759526939,56.127450980392155,1610612756,9,17,2026-02-21T22:27:05Z,840000,False,31.0,90.0,1,right,MISS M. Williams 9' driving Hook,[1631109],1610612756.0,PHX,driving,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.51,Missed,,,,,,,,,,,,,,,,,,
