actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
511,PT00M40.90S,2026-03-06T03:52:11.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642853,75.77201051248358,88.72549019607843,1610612756,75,79,2026-03-06T03:52:16Z,5050000,False,194.0,175.0,1,right,MISS R. Fleming 26' 3PT,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,,,,,,,,,,,,,,,,,
512,PT00M37.00S,2026-03-06T03:52:15.0Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612741,75,79,2026-03-06T03:52:16Z,5060000,False,,,0,,N. Richards REBOUND (Off:2 Def:7),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,511.0,9.0,7.0,2.0,,,,,,,,,,,,,,
513,PT00M31.10S,2026-03-06T03:52:21.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630200,11.251642575558476,39.46078431372549,1610612741,75,81,2026-03-06T03:57:20Z,5070000,False,53.0,53.0,1,left,T. Jones 7' running Layup (16 PTS),[1630200],1610612741.0,CHI,running,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.5,Made,,,,,16.0,,,,,,,,,,,,,
514,PT00M19.00S,2026-03-06T03:52:40.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642265,,,1610612756,75,81,2026-03-06T03:52:44Z,5080000,False,,,0,,R. Dillingham personal FOUL (3 PF) (Gillespie 2 FT),"[1642265, 1631221]",1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Mid-Range,16-24 Right Center,,,,,,,,201639.0,,,,3.0,0.0,Gillespie,1631221.0,,,,,
516,PT00M19.00S,2026-03-06T03:53:05.7Z,3,REGULAR,freethrow,1 of 2,[],1631221,,,1610612756,76,81,2026-03-06T03:53:05Z,5100000,False,,,0,,C. Gillespie Free Throw 1 of 2 (4 PTS),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
517,PT00M19.00S,2026-03-06T03:53:06.2Z,3,REGULAR,substitution,out,[],1642863,,,1610612756,76,81,2026-03-06T03:53:09Z,5110000,False,,,0,,SUB out: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M19.00S,2026-03-06T03:53:06.2Z,3,REGULAR,substitution,in,[],1642345,,,1610612756,76,81,2026-03-06T03:53:09Z,5120000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT00M19.00S,2026-03-06T03:53:27.2Z,3,REGULAR,freethrow,2 of 2,[],1631221,,,1610612756,77,81,2026-03-06T03:53:27Z,5130000,False,,,0,,C. Gillespie Free Throw 2 of 2 (5 PTS),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
520,PT00M03.10S,2026-03-06T03:53:45.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.1268068331143235,45.83333333333333,1610612741,77,83,2026-03-06T03:53:49Z,5140000,False,21.0,5.0,1,left,T. Jones driving Layup (18 PTS),[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,18.0,,,,,,,,,,,,,
521,PT00M00.00S,2026-03-06T03:53:55.1Z,3,REGULAR,period,end,[],0,,,1610612756,77,83,2026-03-06T03:53:55Z,5150000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2026-03-06T03:56:34.5Z,4,REGULAR,substitution,out,['startperiod'],1642853,,,1610612756,77,83,2026-03-06T03:56:51Z,5160000,False,,,0,,SUB out: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2026-03-06T03:56:34.5Z,4,REGULAR,substitution,out,['startperiod'],1642345,,,1610612756,77,83,2026-03-06T03:56:51Z,5170000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2026-03-06T03:56:34.5Z,4,REGULAR,substitution,out,['startperiod'],1642265,,,1610612756,77,83,2026-03-06T03:56:51Z,5180000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2026-03-06T03:56:34.5Z,4,REGULAR,substitution,out,['startperiod'],1630200,,,1610612756,77,83,2026-03-06T03:56:51Z,5190000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2026-03-06T03:56:34.5Z,4,REGULAR,substitution,in,['startperiod'],1642863,,,1610612756,77,83,2026-03-06T03:56:51Z,5200000,False,,,0,,SUB in: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2026-03-06T03:56:34.5Z,4,REGULAR,substitution,in,['startperiod'],1629599,,,1610612756,77,83,2026-03-06T03:56:51Z,5210000,False,,,0,,SUB in: A. Coffey,[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2026-03-06T03:56:34.5Z,4,REGULAR,substitution,in,['startperiod'],1642530,,,1610612756,77,83,2026-03-06T03:56:51Z,5220000,False,,,0,,SUB in: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2026-03-06T03:56:34.5Z,4,REGULAR,substitution,in,['startperiod'],1629012,,,1610612756,77,83,2026-03-06T03:56:51Z,5230000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2026-03-06T03:56:43.1Z,4,REGULAR,period,start,[],0,,,1610612756,77,83,2026-03-06T03:56:52Z,5240000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT11M46.00S,2026-03-06T03:56:57.0Z,4,REGULAR,3pt,Jump Shot,[],1628960,61.18593955321945,35.78431372549019,1610612756,77,83,2026-03-06T03:57:05Z,5250000,False,-71.0,312.0,1,right,MISS G. Allen 32' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,32.04,Missed,,,,,,,,,,,,,,,,,,
532,PT11M43.00S,2026-03-06T03:57:00.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,77,83,2026-03-06T03:57:05Z,5260000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Center,,,531.0,,,,,,,,,,,,,,,,,
534,PT11M38.00S,2026-03-06T03:57:28.0Z,4,REGULAR,turnover,out-of-bounds,[],1642863,,,1610612756,77,83,2026-03-06T03:59:07Z,5280000,False,,,0,,K. Maluach bad pass out-of-bounds TURNOVER (3 TO),[1642863],1610612756.0,PHX,bad pass,,,Maluach,K. Maluach,,,,,Above the Break 3,24+ Left Center,,,,,,,,201639.0,3.0,,,,,,,,,,,
535,PT11M15.00S,2026-03-06T03:58:00.7Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627824,13.748357424441524,35.049019607843135,1610612741,77,85,2026-03-06T04:00:15Z,5290000,False,75.0,77.0,1,left,G. Yabusele 10' driving Hook (11 PTS) (Y. Kawamura 3 AST),"[1627824, 1642530]",1610612741.0,CHI,driving,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Right,10.71,Made,,,,,11.0,,,,,,,,,,,Y. Kawamura,1642530.0,3.0
537,PT11M03.00S,2026-03-06T03:58:13.4Z,4,REGULAR,3pt,Jump Shot,[],1628960,69.72733245729303,72.30392156862744,1610612756,77,85,2026-03-06T03:58:18Z,5310000,False,112.0,232.0,1,right,MISS G. Allen 25' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
538,PT10M59.00S,2026-03-06T03:58:17.4Z,4,REGULAR,rebound,defensive,[],1629012,,,1610612741,77,85,2026-03-06T03:58:18Z,5320000,False,,,0,,C. Sexton REBOUND (Off:1 Def:1),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,537.0,2.0,1.0,1.0,,,,,,,,,,,,,,
539,PT10M50.00S,2026-03-06T03:58:30.0Z,4,REGULAR,foul,personal,['2freethrow'],1631221,,,1610612741,77,85,2026-03-06T03:58:47Z,5330000,False,,,0,,C. Gillespie shooting personal FOUL (2 PF) (Sexton 2 FT),"[1631221, 1629012]",1610612756.0,PHX,shooting,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,2.0,0.0,Sexton,1629012.0,,,,,
541,PT10M50.00S,2026-03-06T03:58:57.1Z,4,REGULAR,freethrow,1 of 2,[],1629012,,,1610612741,77,85,2026-03-06T03:58:57Z,5350000,False,,,0,,MISS C. Sexton Free Throw 1 of 2,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
542,PT10M50.00S,2026-03-06T03:58:57.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,77,85,2026-03-06T03:58:57Z,5360000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,,,,,
543,PT10M50.00S,2026-03-06T03:58:59.1Z,4,REGULAR,substitution,out,[],1631221,,,1610612741,77,85,2026-03-06T03:59:01Z,5370000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT10M50.00S,2026-03-06T03:58:59.1Z,4,REGULAR,substitution,in,[],1630224,,,1610612741,77,85,2026-03-06T03:59:01Z,5380000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT10M50.00S,2026-03-06T03:59:15.2Z,4,REGULAR,freethrow,2 of 2,[],1629012,,,1610612741,77,86,2026-03-06T03:59:15Z,5390000,False,,,0,,C. Sexton Free Throw 2 of 2 (25 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
547,PT10M25.00S,2026-03-06T03:59:57.9Z,4,REGULAR,3pt,Jump Shot,[],1630224,92.46057818659659,97.54901960784314,1610612756,77,86,2026-03-06T04:01:25Z,5410000,False,238.0,18.0,1,right,MISS J. Green pullup 3PT,[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.84,Missed,,,,,,,,,,,,,,,,,,
548,PT10M23.00S,2026-03-06T03:59:59.9Z,4,REGULAR,rebound,defensive,[],1631159,,,1610612741,77,86,2026-03-06T04:00:03Z,5420000,False,,,0,,L. Miller REBOUND (Off:0 Def:7),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Right Corner 3,24+ Right,,,547.0,7.0,7.0,0.0,,,,,,,,,,,,,,
549,PT10M12.00S,2026-03-06T04:00:11.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,10.726018396846255,42.8921568627451,1610612741,77,86,2026-03-06T04:01:53Z,5430000,False,36.0,48.0,1,left,MISS G. Yabusele driving finger roll Layup,[1627824],1610612741.0,CHI,driving finger roll,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,,,,,,,,,,,,,,
550,PT10M10.00S,2026-03-06T04:00:13.1Z,4,REGULAR,rebound,defensive,[],1642346,,,1610612756,77,86,2026-03-06T04:00:14Z,5440000,False,,,0,,R. Dunn REBOUND (Off:2 Def:7),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,549.0,9.0,7.0,2.0,,,,,,,,,,,,,,
551,PT10M04.00S,2026-03-06T04:00:23.2Z,4,REGULAR,foul,offensive,[],1642863,,,1610612756,77,86,2026-03-06T04:00:36Z,5450000,False,,,0,,K. Maluach offensive FOUL (2 PF),"[1642863, 1642530]",1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,Above the Break 3,24+ Left Center,,,,,,,,1155.0,,,,2.0,0.0,Kawamura,1642530.0,,,,,
553,PT10M04.00S,2026-03-06T04:00:23.2Z,4,REGULAR,turnover,offensive foul,[],1642863,,,1610612756,77,86,2026-03-06T04:00:23Z,5470000,False,,,0,,K. Maluach offensive foul TURNOVER (4 TO),[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,Above the Break 3,24+ Left Center,,,,,,,,1155.0,4.0,,,,,,,,,,,
554,PT10M04.00S,2026-03-06T04:00:29.7Z,4,REGULAR,substitution,out,[],1642863,,,1610612741,77,86,2026-03-06T04:00:35Z,5480000,False,,,0,,SUB out: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT10M04.00S,2026-03-06T04:00:29.7Z,4,REGULAR,substitution,in,[],1642345,,,1610612741,77,86,2026-03-06T04:00:35Z,5490000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M53.00S,2026-03-06T04:00:51.0Z,4,REGULAR,turnover,lost ball,[],1629012,,,1610612741,77,86,2026-03-06T04:00:55Z,5500000,False,,,0,,C. Sexton lost ball TURNOVER (1 TO),"[1629012, 1642346]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,Dunn,1642346.0,,,
557,PT09M53.00S,2026-03-06T04:00:51.0Z,4,REGULAR,steal,,[],1642346,,,1610612756,77,86,2026-03-06T04:08:40Z,5510000,False,,,0,,R. Dunn STEAL (2 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
558,PT09M50.00S,2026-03-06T04:00:53.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,92.85479632063075,52.94117647058824,1610612756,79,86,2026-03-06T04:01:03Z,5520000,False,15.0,15.0,1,right,J. Green running Layup (5 PTS) (G. Allen 7 AST),"[1630224, 1628960]",1610612756.0,PHX,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,5.0,,,,,,,,,,,G. Allen,1628960.0,7.0
559,PT09M38.00S,2026-03-06T04:01:07.4Z,4,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612741,79,86,2026-03-06T04:01:14Z,5530000,False,,,0,,G. Allen shooting personal FOUL (3 PF) (Sexton 2 FT),"[1628960, 1629012]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,,,,3.0,0.0,Sexton,1629012.0,,,,,
561,PT09M38.00S,2026-03-06T04:01:35.7Z,4,REGULAR,freethrow,1 of 2,[],1629012,,,1610612741,79,87,2026-03-06T04:01:35Z,5550000,False,,,0,,C. Sexton Free Throw 1 of 2 (26 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
562,PT09M38.00S,2026-03-06T04:01:36.8Z,4,REGULAR,substitution,out,[],1627824,,,1610612741,79,87,2026-03-06T04:01:40Z,5560000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT09M38.00S,2026-03-06T04:01:36.8Z,4,REGULAR,substitution,in,[],1642950,,,1610612741,79,87,2026-03-06T04:01:40Z,5570000,False,,,0,,SUB in: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT09M38.00S,2026-03-06T04:01:56.0Z,4,REGULAR,freethrow,2 of 2,[],1629012,,,1610612741,79,88,2026-03-06T04:01:56Z,5580000,False,,,0,,C. Sexton Free Throw 2 of 2 (27 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
565,PT09M23.00S,2026-03-06T04:02:13.4Z,4,REGULAR,3pt,Jump Shot,[],1642346,90.22667542706965,2.941176470588235,1610612756,79,88,2026-03-06T04:02:18Z,5590000,False,-235.0,39.0,1,right,MISS R. Dunn 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,23.86,Missed,,,,,,,,,,,,,,,,,,
566,PT09M19.00S,2026-03-06T04:02:17.4Z,4,REGULAR,rebound,defensive,[],1642530,,,1610612741,79,88,2026-03-06T04:02:18Z,5600000,False,,,0,,Y. Kawamura REBOUND (Off:1 Def:1),[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,Left Corner 3,24+ Left,,,565.0,2.0,1.0,1.0,,,,,,,,,,,,,,
567,PT09M16.00S,2026-03-06T04:02:20.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631159,6.1268068331143235,48.03921568627451,1610612741,79,90,2026-03-06T04:02:25Z,5610000,False,10.0,5.0,1,left,L. Miller running DUNK (8 PTS) (Y. Kawamura 4 AST),"[1631159, 1642530]",1610612741.0,CHI,running,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,8.0,,,,,,,,,,,Y. Kawamura,1642530.0,4.0
569,PT09M16.00S,2026-03-06T04:02:25.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,79,90,2026-03-06T04:02:25Z,5630000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT09M01.00S,2026-03-06T04:05:27.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,90.62089356110381,54.90196078431373,1610612756,81,90,2026-03-06T04:05:31Z,5640000,False,25.0,36.0,1,right,J. Green driving Layup (7 PTS) (O. Ighodaro 4 AST),"[1630224, 1642345]",1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,4.33,Made,,,,,7.0,,,,,,,,,,,O. Ighodaro,1642345.0,4.0
572,PT08M45.00S,2026-03-06T04:05:43.9Z,4,REGULAR,turnover,lost ball,[],1642950,,,1610612741,81,90,2026-03-06T04:05:47Z,5660000,False,,,0,,L. Olbrich lost ball TURNOVER (1 TO),"[1642950, 1630224]",1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,,,,,,,Green,1630224.0,,,
573,PT08M45.00S,2026-03-06T04:05:43.9Z,4,REGULAR,steal,,[],1630224,,,1610612756,81,90,2026-03-06T04:14:01Z,5670000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
574,PT08M41.00S,2026-03-06T04:05:48.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628960,92.85479632063075,4.411764705882353,1610612756,81,90,2026-03-06T04:05:53Z,5680000,False,-228.0,15.0,1,right,MISS G. Allen running 3PT,[1628960],1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,22.84,Missed,,,,,,,,,,,,,,,,,,
575,PT08M37.00S,2026-03-06T04:05:52.0Z,4,REGULAR,rebound,offensive,[],1642346,,,1610612756,81,90,2026-03-06T04:05:52Z,5690000,False,,,0,,R. Dunn REBOUND (Off:3 Def:7),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,,,574.0,10.0,7.0,3.0,,,,,,,,,,,,,,
576,PT08M26.00S,2026-03-06T04:06:04.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628960,91.27792378449409,36.51960784313725,1610612756,81,90,2026-03-06T04:06:11Z,5700000,False,-67.0,29.0,1,right,MISS G. Allen 7' driving Layup,[1628960],1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,7.36,Missed,,,,,,,,,,,,,,,,,,
578,PT08M26.00S,2026-03-06T04:06:04.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,81,90,2026-03-06T04:06:11Z,5720000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,576.0,,,,,,,,,,,,,,,,,
580,PT08M13.00S,2026-03-06T04:06:31.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,6.783837056504599,50.49019607843137,1610612741,81,92,2026-03-06T04:06:35Z,5740000,False,-2.0,11.0,1,left,N. Richards alley-oop DUNK (7 PTS) (C. Sexton 4 AST),"[1630208, 1629012]",1610612741.0,CHI,alley-oop,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,7.0,,,,,,,,,,,C. Sexton,1629012.0,4.0
582,PT07M54.00S,2026-03-06T04:06:49.8Z,4,REGULAR,3pt,Jump Shot,[],1628960,67.36202365308804,65.93137254901961,1610612756,81,92,2026-03-06T04:14:03Z,5760000,False,80.0,254.0,1,right,MISS G. Allen 26' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,26.65,Missed,,,,,,,,,,,,,,,,,,
583,PT07M53.00S,2026-03-06T04:06:50.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,81,92,2026-03-06T04:07:07Z,5770000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Center,,,582.0,,,,,,,,,,,,,,,,,
584,PT07M53.00S,2026-03-06T04:07:09.2Z,4,REGULAR,foul,personal,[],1642950,,,1610612756,81,92,2026-03-06T04:07:23Z,5780000,False,,,0,,L. Olbrich loose ball personal FOUL (3 PF),"[1642950, 1629599]",1610612741.0,CHI,loose ball,,,Olbrich,L. Olbrich,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628954.0,,,,3.0,0.0,Coffey,1629599.0,,,,,
586,PT07M53.00S,2026-03-06T04:07:23.2Z,4,REGULAR,substitution,out,[],1642950,,,1610612756,81,92,2026-03-06T04:07:31Z,5800000,False,,,0,,SUB out: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M53.00S,2026-03-06T04:07:23.2Z,4,REGULAR,substitution,in,[],1630171,,,1610612756,81,92,2026-03-06T04:07:31Z,5810000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M48.00S,2026-03-06T04:07:37.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,64.60249671484888,38.970588235294116,1610612756,81,92,2026-03-06T04:07:42Z,5820000,False,-55.0,280.0,1,right,MISS J. Green 28' 3PT,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,28.56,Missed,,,,,,,,,,,,,,,,,,
589,PT07M44.00S,2026-03-06T04:07:41.7Z,4,REGULAR,rebound,offensive,[],1642345,,,1610612756,81,92,2026-03-06T04:07:42Z,5830000,False,,,0,,O. Ighodaro REBOUND (Off:3 Def:5),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Center,,,588.0,8.0,5.0,3.0,,,,,,,,,,,,,,
590,PT07M41.00S,2026-03-06T04:07:44.9Z,4,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612756,81,92,2026-03-06T04:07:54Z,5840000,False,,,0,,N. Richards shooting personal FOUL (5 PF) (Green 2 FT),"[1630208, 1630224]",1610612741.0,CHI,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,5.0,0.0,Green,1630224.0,,,,,
592,PT07M41.00S,2026-03-06T04:08:12.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630224,,,1610612756,82,92,2026-03-06T04:08:44Z,5860000,False,,,0,,J. Green Free Throw 1 of 2 (8 PTS),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
593,PT07M41.00S,2026-03-06T04:08:12.5Z,4,REGULAR,substitution,out,[],1630208,,,1610612756,82,92,2026-03-06T04:08:18Z,5870000,False,,,0,,SUB out: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M41.00S,2026-03-06T04:08:12.5Z,4,REGULAR,substitution,in,[],1627824,,,1610612756,82,92,2026-03-06T04:08:18Z,5880000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT07M41.00S,2026-03-06T04:08:12.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630224,,,1610612756,82,92,2026-03-06T04:08:44Z,5890000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
596,PT07M38.00S,2026-03-06T04:08:15.0Z,4,REGULAR,rebound,defensive,[],1631159,,,1610612741,82,92,2026-03-06T04:08:44Z,5900000,False,,,0,,L. Miller REBOUND (Off:0 Def:8),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,595.0,8.0,8.0,0.0,,,,,,,,,,,,,,
597,PT07M17.00S,2026-03-06T04:09:00.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627824,12.565703022339028,37.254901960784316,1610612741,82,94,2026-03-06T04:15:29Z,5910000,False,64.0,66.0,1,left,G. Yabusele 9' pullup Jump Shot (13 PTS),[1627824],1610612741.0,CHI,pullup,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Right,9.14,Made,,,,,13.0,,,,,,,,,,,,,
