actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
261,PT04M35.00S,2025-11-30T02:54:38.4Z,2,REGULAR,rebound,defensive,[],1631123,,,1610612756,47,48,2025-11-30T02:54:40Z,2540000,False,,,0,,J. Bouyea REBOUND (Off:1 Def:1),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,260.0,2.0,1.0,1.0
262,PT04M31.00S,2025-11-30T02:54:42.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,93.38042049934296,49.754901960784316,1610612756,49,48,2025-11-30T02:54:52Z,2550000,False,-1.0,10.0,1,right,D. Brooks running Layup (13 PTS),[1628415],1610612756.0,PHX,running,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,0.98,Made,13.0,,,,,,,,,,,,,,
264,PT04M19.00S,2025-11-30T02:55:04.5Z,2,REGULAR,foul,personal,[],1631123,,,1610612743,49,48,2025-11-30T02:56:57Z,2570000,False,,,0,,J. Bouyea personal FOUL (1 PF),"[1631123, 203501]",1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627963.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,
266,PT04M19.00S,2025-11-30T02:55:11.1Z,2,REGULAR,substitution,out,[],1642345,,,1610612743,49,48,2025-11-30T02:55:21Z,2590000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M19.00S,2025-11-30T02:55:11.1Z,2,REGULAR,substitution,out,[],1631123,,,1610612743,49,48,2025-11-30T02:55:21Z,2600000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M19.00S,2025-11-30T02:55:11.1Z,2,REGULAR,substitution,in,[],1631221,,,1610612743,49,48,2025-11-30T02:55:21Z,2610000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M19.00S,2025-11-30T02:55:11.1Z,2,REGULAR,substitution,in,[],1628502,,,1610612743,49,48,2025-11-30T02:55:21Z,2620000,False,,,0,,SUB in: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M19.00S,2025-11-30T02:55:11.1Z,2,REGULAR,substitution,out,[],202685,,,1610612743,49,48,2025-11-30T02:55:36Z,2630000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M19.00S,2025-11-30T02:55:11.1Z,2,REGULAR,substitution,in,[],203999,,,1610612743,49,48,2025-11-30T02:55:36Z,2640000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M10.00S,2025-11-30T02:55:37.3Z,2,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612743,49,48,2025-11-30T02:59:13Z,2650000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Murray 2 FT),"[1628415, 1627750]",1610612756.0,PHX,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,2003.0,1.0,0.0,Murray,1627750.0,,,,,,
274,PT04M10.00S,2025-11-30T02:56:04.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,49,48,2025-11-30T02:56:04Z,2670000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M10.00S,2025-11-30T02:59:13.9Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,49,49,2025-11-30T02:59:13Z,2690000,False,,,0,,J. Murray Free Throw 1 of 2 (9 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
277,PT04M10.00S,2025-11-30T02:59:20.0Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,49,50,2025-11-30T02:59:20Z,2700000,False,,,0,,J. Murray Free Throw 2 of 2 (10 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
278,PT04M02.00S,2025-11-30T02:59:32.4Z,2,REGULAR,foul,personal,[],1642461,,,1610612756,49,50,2025-11-30T02:59:45Z,2710000,False,,,0,,S. Jones personal FOUL (3 PF),"[1642461, 1626164]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,2003.0,3.0,0.0,Booker,1626164.0,,,,,,
280,PT03M50.00S,2025-11-30T03:00:04.3Z,2,REGULAR,2pt,Jump Shot,[],1631221,88.38699080157687,70.58823529411765,1610612756,49,50,2025-11-30T03:00:12Z,2730000,False,103.0,57.0,1,right,MISS C. Gillespie 11' driving floating bank Shot,[1631221],1610612756.0,PHX,driving floating bank,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Right,,,,11.75,Missed,,,,,,,,,,,,,,,
281,PT03M46.00S,2025-11-30T03:00:08.3Z,2,REGULAR,rebound,defensive,[],203501,,,1610612743,49,50,2025-11-30T03:00:12Z,2740000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,280.0,1.0,1.0,0.0
282,PT03M40.00S,2025-11-30T03:00:16.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612743,49,50,2025-11-30T03:00:19Z,2750000,False,,,0,,D. Brooks personal FOUL (2 PF) (Jokić 2 FT),"[1628415, 203999]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,2003.0,2.0,0.0,Jokić,203999.0,,,,,,
284,PT03M40.00S,2025-11-30T03:00:39.5Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,49,50,2025-11-30T03:00:39Z,2770000,False,,,0,,MISS N. Jokić Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
285,PT03M40.00S,2025-11-30T03:00:39.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,49,50,2025-11-30T03:00:39Z,2780000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0,,,
286,PT03M40.00S,2025-11-30T03:00:54.4Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,49,51,2025-11-30T03:00:54Z,2790000,False,,,0,,N. Jokić Free Throw 2 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
287,PT03M32.00S,2025-11-30T03:01:04.1Z,2,REGULAR,3pt,Jump Shot,[],1628415,62.36859395532195,41.911764705882355,1610612756,49,51,2025-11-30T03:01:11Z,2800000,False,-40.0,301.0,1,right,MISS D. Brooks 30' pullup 3PT,[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,30.39,Missed,,,,,,,,,,,,,,,
288,PT03M27.00S,2025-11-30T03:01:09.0Z,2,REGULAR,rebound,offensive,[],1626164,,,1610612756,49,51,2025-11-30T03:01:09Z,2810000,False,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,287.0,2.0,1.0,1.0
289,PT03M26.00S,2025-11-30T03:01:09.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626164,93.9060446780552,49.50980392156863,1610612756,51,51,2025-11-30T03:01:18Z,2820000,False,-2.0,5.0,1,right,D. Booker putback Layup (9 PTS),[1626164],1610612756.0,PHX,putback,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,0.54,Made,9.0,,,,,,,,,,,,,,
290,PT03M08.00S,2025-11-30T03:01:27.1Z,2,REGULAR,3pt,Jump Shot,[],1627750,25.04927726675427,83.33333333333334,1610612743,51,51,2025-11-30T03:01:39Z,2830000,False,-167.0,183.0,1,left,MISS J. Murray 24' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,24.75,Missed,,,,,,,,,,,,,,,
291,PT03M05.00S,2025-11-30T03:01:30.1Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612756,51,51,2025-11-30T03:01:32Z,2840000,False,,,0,,D. Brooks REBOUND (Off:1 Def:1),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,290.0,2.0,1.0,1.0
292,PT02M57.00S,2025-11-30T03:01:38.6Z,2,REGULAR,3pt,Jump Shot,[],1626220,64.60249671484888,17.15686274509804,1610612756,51,51,2025-11-30T03:01:43Z,2850000,False,-164.0,280.0,1,right,MISS R. O'Neale 32' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,32.48,Missed,,,,,,,,,,,,,,,
293,PT02M53.00S,2025-11-30T03:01:42.6Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,51,51,2025-11-30T03:01:43Z,2860000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,292.0,2.0,2.0,0.0
294,PT02M40.00S,2025-11-30T03:01:57.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626164,,,1610612743,51,51,2025-11-30T03:02:03Z,2870000,False,,,0,,D. Booker shooting personal FOUL (2 PF) (Jokić 2 FT),"[1626164, 203999]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627963.0,2.0,0.0,Jokić,203999.0,,,,,,
296,PT02M40.00S,2025-11-30T03:02:28.0Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,51,52,2025-11-30T03:02:28Z,2890000,False,,,0,,N. Jokić Free Throw 1 of 2 (15 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
297,PT02M40.00S,2025-11-30T03:02:28.6Z,2,REGULAR,substitution,out,[],1628502,,,1610612743,51,52,2025-11-30T03:02:36Z,2900000,False,,,0,,SUB out: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M40.00S,2025-11-30T03:02:28.6Z,2,REGULAR,substitution,out,[],1642461,,,1610612743,51,52,2025-11-30T03:02:36Z,2910000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M40.00S,2025-11-30T03:02:28.6Z,2,REGULAR,substitution,in,[],1642345,,,1610612743,51,52,2025-11-30T03:02:36Z,2920000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M40.00S,2025-11-30T03:02:28.6Z,2,REGULAR,substitution,in,[],1629661,,,1610612743,51,52,2025-11-30T03:02:36Z,2930000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M40.00S,2025-11-30T03:02:52.6Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,51,53,2025-11-30T03:02:52Z,2940000,False,,,0,,N. Jokić Free Throw 2 of 2 (16 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
302,PT02M26.00S,2025-11-30T03:03:09.9Z,2,REGULAR,2pt,Jump Shot,[],1628415,82.60512483574244,87.25490196078431,1610612756,53,53,2025-11-30T03:03:19Z,2950000,False,186.0,111.0,1,right,D. Brooks 21' step back Jump Shot (15 PTS) (O. Ighodaro 2 AST),"[1628415, 1642345]",1610612756.0,PHX,step back,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right,,,,21.69,Made,15.0,O. Ighodaro,1642345.0,2.0,,,,,,,,,,,
304,PT02M00.00S,2025-11-30T03:03:36.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,8.492115637319317,53.431372549019606,1610612743,53,53,2025-11-30T03:03:43Z,2970000,False,-17.0,27.0,1,left,MISS J. Murray pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,3.23,Missed,,,,,,,,,,,,,,,
305,PT02M00.00S,2025-11-30T03:03:36.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,53,53,2025-11-30T03:03:43Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,304.0,,,
306,PT02M00.00S,2025-11-30T03:03:40.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612743,53,53,2025-11-30T03:03:50Z,2990000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628487.0,,,,,,,,,,
307,PT01M46.00S,2025-11-30T03:03:59.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631221,67.36202365308804,21.323529411764707,1610612756,53,53,2025-11-30T03:04:04Z,3000000,False,-143.0,254.0,1,right,MISS C. Gillespie 29' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,29.19,Missed,,,,,,,,,,,,,,,
308,PT01M42.00S,2025-11-30T03:04:03.4Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,53,53,2025-11-30T03:04:03Z,3010000,False,,,0,,N. Jokić REBOUND (Off:3 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,307.0,5.0,2.0,3.0
309,PT01M34.00S,2025-11-30T03:04:11.4Z,2,REGULAR,3pt,Jump Shot,[],1629661,8.360709592641262,2.450980392156863,1610612743,53,56,2025-11-30T03:04:17Z,3020000,False,238.0,26.0,1,left,C. Johnson 3PT  (3 PTS) (P. Watson 3 AST),"[1629661, 1631212]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,23.91,Made,3.0,P. Watson,1631212.0,3.0,,,,,,,,,,,
311,PT01M13.00S,2025-11-30T03:04:31.9Z,2,REGULAR,3pt,Jump Shot,[],1626220,95.3515111695138,96.56862745098039,1610612756,56,56,2025-11-30T03:04:36Z,3040000,False,233.0,-9.0,1,right,R. O'Neale 3PT  (5 PTS) (C. Gillespie 1 AST),"[1626220, 1631221]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,23.3,Made,5.0,C. Gillespie,1631221.0,1.0,,,,,,,,,,,
313,PT00M54.90S,2025-11-30T03:04:53.1Z,2,REGULAR,2pt,Jump Shot,[],203999,7.966491458607096,26.47058823529412,1610612743,56,58,2025-11-30T03:04:56Z,3060000,False,118.0,22.0,1,left,N. Jokić 11' pullup bank Jump Shot (18 PTS) (C. Johnson 4 AST),"[203999, 1629661]",1610612743.0,DEN,pullup bank,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Right,,,,11.97,Made,18.0,C. Johnson,1629661.0,4.0,,,,,,,,,,,
315,PT00M47.20S,2025-11-30T03:05:03.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627750,,,1610612756,56,58,2025-11-30T03:05:16Z,3080000,False,,,0,,J. Murray personal FOUL (1 PF) (Brooks 2 FT),"[1627750, 1628415]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right,,,,,,,,,,1627963.0,1.0,0.0,Brooks,1628415.0,,,,,,
317,PT00M47.20S,2025-11-30T03:05:28.2Z,2,REGULAR,freethrow,1 of 2,[],1628415,,,1610612756,56,58,2025-11-30T03:05:28Z,3100000,False,,,0,,MISS D. Brooks Free Throw 1 of 2,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
318,PT00M47.20S,2025-11-30T03:05:28.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,56,58,2025-11-30T03:05:28Z,3110000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,,,
319,PT00M47.20S,2025-11-30T03:05:46.1Z,2,REGULAR,freethrow,2 of 2,[],1628415,,,1610612756,57,58,2025-11-30T03:05:46Z,3120000,False,,,0,,D. Brooks Free Throw 2 of 2 (16 PTS),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
320,PT00M37.70S,2025-11-30T03:05:57.9Z,2,REGULAR,3pt,Jump Shot,[],1627750,30.17411300919842,68.62745098039215,1610612743,57,61,2025-11-30T03:06:14Z,3130000,False,-93.0,231.0,1,left,J. Murray 24' 3PT pullup (13 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,24.91,Made,13.0,,,,,,,,,,,,,,
321,PT00M30.10S,2025-11-30T03:06:09.5Z,2,REGULAR,3pt,Jump Shot,[],1628415,78.26872536136662,87.99019607843137,1610612756,60,61,2025-11-30T03:06:14Z,3140000,False,190.0,152.0,1,right,D. Brooks 24' 3PT  (19 PTS) (D. Booker 4 AST),"[1628415, 1626164]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,24.32,Made,19.0,D. Booker,1626164.0,4.0,,,,,,,,,,,
323,PT00M08.70S,2025-11-30T03:06:34.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,5.995400788436268,47.549019607843135,1610612743,60,63,2025-11-30T03:06:42Z,3160000,False,12.0,4.0,1,left,P. Watson alley-oop Layup (6 PTS) (N. Jokić 4 AST),"[1631212, 203999]",1610612743.0,DEN,alley-oop,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,1.29,Made,6.0,N. Jokić,203999.0,4.0,,,,,,,,,,,
325,PT00M01.30S,2025-11-30T03:06:43.3Z,2,REGULAR,3pt,Jump Shot,[],1628415,92.46057818659659,95.58823529411765,1610612756,60,63,2025-11-30T03:06:48Z,3180000,False,228.0,18.0,1,right,MISS D. Brooks 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,,22.86,Missed,,,,,,,,,,,,,,,
326,PT00M01.30S,2025-11-30T03:06:43.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,60,63,2025-11-30T03:26:00Z,3190000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,325.0,,,
327,PT00M00.00S,2025-11-30T03:06:47.7Z,2,REGULAR,period,end,[],0,,,1610612756,60,63,2025-11-30T03:06:47Z,3200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2025-11-30T03:19:32.1Z,3,REGULAR,substitution,out,['startperiod'],1631221,,,1610612756,60,63,2025-11-30T03:19:54Z,3210000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2025-11-30T03:19:32.1Z,3,REGULAR,substitution,out,['startperiod'],203501,,,1610612756,60,63,2025-11-30T03:19:54Z,3220000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2025-11-30T03:19:32.1Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612756,60,63,2025-11-30T03:19:54Z,3230000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2025-11-30T03:19:32.1Z,3,REGULAR,substitution,in,['startperiod'],1642461,,,1610612756,60,63,2025-11-30T03:19:54Z,3240000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-11-30T03:22:52.4Z,3,REGULAR,period,start,[],0,,,1610612756,60,63,2025-11-30T03:22:52Z,3250000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M38.00S,2025-11-30T03:23:13.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,17.296320630749015,35.78431372549019,1610612756,62,63,2025-11-30T03:23:25Z,3260000,False,71.0,110.0,1,left,D. Booker 13' step back Jump Shot (11 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,,,,13.11,Made,11.0,,,,,,,,,,,,,,
334,PT11M20.00S,2025-11-30T03:23:32.5Z,3,REGULAR,3pt,Jump Shot,[],1629661,72.61826544021025,5.88235294117647,1610612743,62,63,2025-11-30T03:23:41Z,3270000,False,-221.0,205.0,1,right,MISS C. Johnson 30' 3PT,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,30.11,Missed,,,,,,,,,,,,,,,
335,PT11M12.00S,2025-11-30T03:23:40.5Z,3,REGULAR,rebound,offensive,[],1642461,,,1610612743,62,63,2025-11-30T03:23:41Z,3280000,False,,,0,,S. Jones REBOUND (Off:2 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,334.0,3.0,1.0,2.0
336,PT11M12.00S,2025-11-30T03:23:39.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,64.60249671484888,47.549019607843135,1610612743,62,63,2025-11-30T03:23:45Z,3290000,False,-12.0,280.0,1,right,MISS J. Murray 28' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,28.05,Missed,,,,,,,,,,,,,,,
337,PT11M10.00S,2025-11-30T03:23:41.2Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,62,63,2025-11-30T03:23:41Z,3300000,False,,,0,,D. Booker REBOUND (Off:1 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,336.0,3.0,2.0,1.0
338,PT11M05.00S,2025-11-30T03:23:46.4Z,3,REGULAR,3pt,Jump Shot,[],1626164,30.042706964520367,18.137254901960784,1610612756,62,63,2025-11-30T03:24:09Z,3310000,False,159.0,230.0,1,left,MISS D. Booker 27' running pullup 3PT,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,27.97,Missed,,,,,,,,,,,,,,,
339,PT11M02.00S,2025-11-30T03:23:50.0Z,3,REGULAR,rebound,offensive,[],1642345,,,1610612756,62,63,2025-11-30T03:23:50Z,3320000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:4),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,338.0,5.0,4.0,1.0
340,PT11M01.00S,2025-11-30T03:23:50.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,33.98488830486202,57.107843137254896,1610612756,62,63,2025-11-30T03:23:54Z,3330000,False,-36.0,267.0,1,left,MISS R. O'Neale 26' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,26.93,Missed,,,,,,,,,,,,,,,
341,PT10M58.00S,2025-11-30T03:23:53.7Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612743,62,63,2025-11-30T03:23:59Z,3340000,False,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,340.0,3.0,3.0,0.0
342,PT10M46.00S,2025-11-30T03:24:05.3Z,3,REGULAR,3pt,Jump Shot,[],1642461,95.74572930354796,1.9607843137254901,1610612743,62,66,2025-11-30T03:24:10Z,3350000,False,-240.0,-13.0,1,right,S. Jones 24' 3PT  (3 PTS) (J. Murray 1 AST),"[1642461, 1627750]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Left Corner 3,24+ Left,,,,24.05,Made,3.0,J. Murray,1627750.0,1.0,,,,,,,,,,,
344,PT10M36.00S,2025-11-30T03:24:15.1Z,3,REGULAR,3pt,Jump Shot,[],1626220,31.882391590013142,12.5,1610612756,62,66,2025-11-30T03:24:36Z,3370000,False,188.0,247.0,1,left,MISS R. O'Neale 31' pullup 3PT,[1626220],1610612756.0,PHX,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,31.03,Missed,,,,,,,,,,,,,,,
345,PT10M33.00S,2025-11-30T03:24:18.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,62,66,2025-11-30T03:24:19Z,3380000,False,,,0,,N. Jokić REBOUND (Off:3 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,344.0,6.0,3.0,3.0
346,PT10M24.00S,2025-11-30T03:24:27.2Z,3,REGULAR,3pt,Jump Shot,[],1642461,96.27135348226018,96.07843137254902,1610612743,62,66,2025-11-30T03:24:33Z,3390000,False,230.0,-17.0,1,right,MISS S. Jones 3PT,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Right Corner 3,24+ Right,,,,23.11,Missed,,,,,,,,,,,,,,,
