actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M30.00S,2026-01-28T02:12:16.7Z,1,REGULAR,steal,,[],1631109,,,1610612756,2,0,2026-01-28T02:12:18Z,160000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
17,PT10M27.00S,2026-01-28T02:12:19.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626220,93.51182654402102,41.42156862745098,1610612756,4,0,2026-01-28T02:12:30Z,170000,False,-43.0,8.0,1,right,R. O'Neale running Layup (2 PTS) (M. Williams 1 AST),"[1626220, 1631109]",1610612756.0,PHX,running,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,4.37,Made,,,,,2.0,,,,M. Williams,1631109.0,1.0,,,,,,,
19,PT10M13.00S,2026-01-28T02:12:33.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,6.1268068331143235,50.0,1610612751,4,2,2026-01-28T02:12:38Z,190000,False,0.0,5.0,1,left,M. Porter Jr. cutting DUNK (2 PTS) (N. Claxton 1 AST),"[1629008, 1629651]",1610612751.0,BKN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,2.0,,,,N. Claxton,1629651.0,1.0,,,,,,,
21,PT09M58.00S,2026-01-28T02:12:48.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,87.46714848883047,40.44117647058824,1610612756,4,2,2026-01-28T02:12:53Z,210000,False,-48.0,65.0,1,right,MISS J. Goodwin 8' cutting Layup - blocked,"[1630692, 1629651]",1610612756.0,PHX,cutting,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Left,8.09,Missed,,,,,,,,,,,,Claxton,1629651.0,,,,,
74,PT09M58.00S,2026-01-28T02:12:48.1Z,1,REGULAR,block,,[],1629651,,,1610612756,4,2,2026-01-28T02:23:43Z,215000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
22,PT09M56.00S,2026-01-28T02:12:50.1Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612756,4,2,2026-01-28T02:12:53Z,220000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:0),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Left,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
23,PT09M54.00S,2026-01-28T02:12:53.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630692,92.59198423127464,3.6764705882352944,1610612756,4,2,2026-01-28T02:12:58Z,230000,False,-232.0,17.0,1,right,MISS J. Goodwin 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Left Corner 3,24+ Left,23.22,Missed,,,,,,,,,,,,,,,,,,
24,PT09M50.00S,2026-01-28T02:12:57.1Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612751,4,2,2026-01-28T02:12:58Z,240000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M43.00S,2026-01-28T02:13:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,11.12023653088042,40.68627450980392,1610612751,4,2,2026-01-28T02:15:35Z,250000,False,47.0,52.0,1,left,MISS N. Claxton 6' driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.98,Missed,,,,,,,,,,,,,,,,,,
26,PT09M43.00S,2026-01-28T02:13:04.3Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,4,2,2026-01-28T02:13:10Z,260000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT09M42.00S,2026-01-28T02:13:11.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629651,5.590000152587891,50.0,1610612751,4,2,2026-01-28T02:16:09Z,270000,False,0.0,0.0,1,left,MISS N. Claxton putback Layup,[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
28,PT09M41.00S,2026-01-28T02:13:12.9Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,4,2,2026-01-28T02:16:09Z,280000,False,,,0,,N. Claxton REBOUND (Off:2 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,27.0,3.0,1.0,2.0,,,,,,,,,,,,,,
31,PT09M40.00S,2026-01-28T02:13:18.3Z,1,REGULAR,turnover,lost ball,[],1629651,,,1610612751,4,2,2026-01-28T02:17:18Z,310000,False,,,0,,N. Claxton lost ball TURNOVER (1 TO),"[1629651, 1628415]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Brooks,1628415.0,,,,,,,,,,
32,PT09M40.00S,2026-01-28T02:13:18.3Z,1,REGULAR,steal,,[],1628415,,,1610612756,4,2,2026-01-28T02:13:19Z,320000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M29.00S,2026-01-28T02:13:21.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628415,87.86136662286465,47.549019607843135,1610612756,4,2,2026-01-28T02:18:11Z,330000,False,-12.0,62.0,1,right,MISS D. Brooks 6' running Layup,[1628415],1610612756.0,PHX,running,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
34,PT09M28.00S,2026-01-28T02:13:22.2Z,1,REGULAR,rebound,defensive,[],1642856,,,1610612751,4,2,2026-01-28T02:18:11Z,340000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:1),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),0-8 Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M21.00S,2026-01-28T02:13:25.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629008,7.30946123521682,47.30392156862745,1610612751,4,4,2026-01-28T02:18:45Z,350000,False,13.0,16.0,1,left,M. Porter Jr. running Layup (4 PTS) (E. Dëmin 1 AST),"[1629008, 1642856]",1610612751.0,BKN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,4.0,,,,E. Dëmin,1642856.0,1.0,,,,,,,
37,PT09M09.00S,2026-01-28T02:13:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,85.89027595269383,49.26470588235294,1610612756,4,4,2026-01-28T02:19:31Z,370000,False,-4.0,80.0,1,right,MISS M. Williams 8' floating Shot,[1631109],1610612756.0,PHX,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,8.02,Missed,,,,,,,,,,,,,,,,,,
38,PT09M09.00S,2026-01-28T02:13:37.9Z,1,REGULAR,rebound,offensive,[],1630692,,,1610612756,4,4,2026-01-28T02:13:45Z,380000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:0),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT09M08.00S,2026-01-28T02:13:41.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630692,94.40999984741211,50.0,1610612756,6,4,2026-01-28T02:19:47Z,390000,False,0.0,0.0,1,right,J. Goodwin tip Layup (2 PTS),[1630692],1610612756.0,PHX,tip,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
40,PT08M45.00S,2026-01-28T02:14:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,6.258212877792378,42.8921568627451,1610612751,6,6,2026-01-28T02:14:07Z,400000,False,36.0,6.0,1,left,M. Porter Jr. driving Layup (6 PTS) (N. Claxton 2 AST),"[1629008, 1629651]",1610612751.0,BKN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.61,Made,,,,,6.0,,,,N. Claxton,1629651.0,2.0,,,,,,,
42,PT08M30.00S,2026-01-28T02:14:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,82.34231274638634,44.36274509803921,1610612756,8,6,2026-01-28T02:20:55Z,420000,False,-28.0,113.0,1,right,D. Brooks 11' turnaround fadeaway Jump Shot (2 PTS) (G. Allen 1 AST),"[1628415, 1628960]",1610612756.0,PHX,turnaround fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,11.7,Made,,,,,2.0,,,,G. Allen,1628960.0,1.0,,,,,,,
44,PT08M08.00S,2026-01-28T02:14:39.8Z,1,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612751,8,6,2026-01-28T02:14:54Z,440000,False,,,0,,M. Williams shooting personal FOUL (1 PF) (Claxton 2 FT),"[1631109, 1629651]",1610612756.0,PHX,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Claxton,1629651.0
46,PT08M08.00S,2026-01-28T02:15:06.7Z,1,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,8,7,2026-01-28T02:15:31Z,460000,False,,,0,,N. Claxton Free Throw 1 of 2 (1 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
47,PT08M08.00S,2026-01-28T02:15:06.7Z,1,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,8,7,2026-01-28T02:15:31Z,470000,False,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
48,PT08M05.00S,2026-01-28T02:15:09.7Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612756,8,7,2026-01-28T02:15:31Z,480000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,,,
49,PT07M55.00S,2026-01-28T02:15:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,87.20433639947439,49.01960784313725,1610612756,10,7,2026-01-28T02:22:00Z,490000,False,-5.0,68.0,1,right,D. Brooks 6' driving floating Jump Shot (4 PTS),[1628415],1610612756.0,PHX,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,6.8,Made,,,,,4.0,,,,,,,,,,,,,
50,PT07M34.00S,2026-01-28T02:16:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,12.171484888304862,37.99019607843137,1610612751,10,9,2026-01-28T02:22:22Z,500000,False,60.0,62.0,1,left,M. Porter Jr. 8' driving Layup (8 PTS) (N. Claxton 3 AST),"[1629008, 1629651]",1610612751.0,BKN,driving,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,8.62,Made,,,,,8.0,,,,N. Claxton,1629651.0,3.0,,,,,,,
52,PT07M22.00S,2026-01-28T02:16:13.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,64.73390275952694,32.84313725490196,1610612756,13,9,2026-01-28T02:16:21Z,520000,False,-86.0,279.0,1,right,D. Brooks 29' 3PT pullup (7 PTS),[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,29.19,Made,,,,,7.0,,,,,,,,,,,,,
53,PT07M11.00S,2026-01-28T02:16:23.6Z,1,REGULAR,3pt,Jump Shot,[],1629611,31.35676741130092,65.44117647058823,1610612751,13,9,2026-01-28T02:16:28Z,530000,False,-77.0,242.0,1,left,MISS T. Mann 25' pullup 3PT,[1629611],1610612751.0,BKN,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,,
54,PT07M08.00S,2026-01-28T02:16:26.6Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612756,13,9,2026-01-28T02:16:28Z,540000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT07M01.00S,2026-01-28T02:16:38.2Z,1,REGULAR,turnover,lost ball,[],1628415,,,1610612756,13,9,2026-01-28T02:17:02Z,550000,False,,,0,,D. Brooks lost ball TURNOVER (1 TO),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,,
57,PT07M01.00S,2026-01-28T02:16:52.4Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612751,13,9,2026-01-28T02:20:25Z,570000,False,,,0,,D. Brooks flagrant-type-1 personal FOUL (1 PF) (Claxton 2 FT),"[1628415, 1629651]",1610612756.0,PHX,flagrant-type-1,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Claxton,1629651.0
60,PT07M01.00S,2026-01-28T02:20:27.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629651,,,1610612751,13,10,2026-01-28T02:20:44Z,600000,False,,,0,,N. Claxton flagrant Free Throw 1 of 2 (2 PTS),[1629651],1610612751.0,BKN,flagrant,,,Claxton,N. Claxton,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
61,PT07M01.00S,2026-01-28T02:20:27.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629651,,,1610612751,13,10,2026-01-28T02:20:44Z,610000,False,,,0,,MISS N. Claxton flagrant Free Throw 2 of 2,[1629651],1610612751.0,BKN,flagrant,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
62,PT07M01.00S,2026-01-28T02:20:27.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,13,10,2026-01-28T02:20:44Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,
63,PT06M46.00S,2026-01-28T02:21:05.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629008,8.09789750328515,37.745098039215684,1610612751,13,12,2026-01-28T02:21:11Z,630000,False,61.0,24.0,1,left,M. Porter Jr. 6' driving Layup (10 PTS),[1629008],1610612751.0,BKN,driving,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.57,Made,,,,,10.0,,,,,,,,,,,,,
64,PT06M37.00S,2026-01-28T02:21:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,89.96386333771353,47.549019607843135,1610612756,15,12,2026-01-28T02:21:18Z,640000,False,-12.0,42.0,1,right,M. Williams alley-oop Layup (4 PTS) (D. Brooks 1 AST),"[1631109, 1628415]",1610612756.0,PHX,alley-oop,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,4.36,Made,,,,,4.0,,,,D. Brooks,1628415.0,1.0,,,,,,,
66,PT06M20.00S,2026-01-28T02:21:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.338370565045992,53.431372549019606,1610612751,15,12,2026-01-28T02:21:36Z,660000,False,-17.0,-2.0,1,left,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
67,PT06M18.00S,2026-01-28T02:21:33.9Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,15,12,2026-01-28T02:21:36Z,670000,False,,,0,,N. Claxton REBOUND (Off:3 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,66.0,4.0,1.0,3.0,,,,,,,,,,,,,,
68,PT06M14.00S,2026-01-28T02:21:38.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629611,4.812746386333772,47.794117647058826,1610612751,15,14,2026-01-28T02:27:14Z,680000,False,11.0,-7.0,1,left,T. Mann driving DUNK (2 PTS) (E. Dëmin 2 AST),"[1629611, 1642856]",1610612751.0,BKN,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,2.0,,,,E. Dëmin,1642856.0,2.0,,,,,,,
70,PT06M01.00S,2026-01-28T02:21:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,92.59198423127464,53.431372549019606,1610612756,17,14,2026-01-28T02:28:24Z,700000,False,17.0,17.0,1,right,M. Williams Layup (6 PTS) (J. Goodwin 1 AST),"[1631109, 1630692]",1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,6.0,,,,J. Goodwin,1630692.0,1.0,,,,,,,
72,PT05M46.00S,2026-01-28T02:22:07.5Z,1,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612751,17,14,2026-01-28T02:22:21Z,720000,False,,,0,,M. Porter Jr. lost ball out-of-bounds TURNOVER (1 TO),[1629008],1610612751.0,BKN,lost ball,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,,,1151.0,,,,
73,PT05M46.00S,2026-01-28T02:22:17.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,17,14,2026-01-28T02:22:17Z,730000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M46.00S,2026-01-28T02:23:13.1Z,1,REGULAR,substitution,out,[],1626220,,,1610612756,17,14,2026-01-28T02:24:45Z,740000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M46.00S,2026-01-28T02:23:13.1Z,1,REGULAR,substitution,out,[],1630692,,,1610612756,17,14,2026-01-28T02:24:45Z,750000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M46.00S,2026-01-28T02:23:13.1Z,1,REGULAR,substitution,in,[],1631123,,,1610612756,17,14,2026-01-28T02:24:45Z,760000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M46.00S,2026-01-28T02:23:13.1Z,1,REGULAR,substitution,in,[],1642346,,,1610612756,17,14,2026-01-28T02:24:45Z,770000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M36.00S,2026-01-28T02:25:14.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631109,92.46057818659659,48.529411764705884,1610612756,19,14,2026-01-28T02:29:15Z,780000,False,-7.0,18.0,1,right,M. Williams driving DUNK (8 PTS) (G. Allen 2 AST),"[1631109, 1628960]",1610612756.0,PHX,driving,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,8.0,,,,G. Allen,1628960.0,2.0,,,,,,,
81,PT05M22.00S,2026-01-28T02:25:31.9Z,1,REGULAR,foul,offensive,[],1629651,,,1610612751,19,14,2026-01-28T02:25:57Z,800000,False,,,0,,N. Claxton offensive FOUL (1 PF),"[1629651, 1628415]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Brooks,1628415.0
83,PT05M22.00S,2026-01-28T02:25:31.9Z,1,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,19,14,2026-01-28T02:25:31Z,820000,False,,,0,,N. Claxton offensive foul TURNOVER (2 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,,,,,,,,1151.0,,,,
84,PT05M22.00S,2026-01-28T02:25:42.3Z,1,REGULAR,substitution,out,[],1642962,,,1610612756,19,14,2026-01-28T02:25:45Z,830000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M22.00S,2026-01-28T02:25:42.3Z,1,REGULAR,substitution,in,[],1630560,,,1610612756,19,14,2026-01-28T02:25:45Z,840000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M08.00S,2026-01-28T02:26:05.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631109,92.72339027595268,48.28431372549019,1610612756,21,14,2026-01-28T02:26:09Z,850000,False,-9.0,16.0,1,right,M. Williams cutting DUNK (10 PTS) (D. Brooks 2 AST),"[1631109, 1628415]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,10.0,,,,D. Brooks,1628415.0,2.0,,,,,,,
