actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
390,PT00M03.30S,2026-04-08T04:20:21.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,7.703679369250986,53.67647058823529,1610612756,57,54,2026-04-08T04:20:28Z,3860000,False,-18.0,20.0,1,left,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
392,PT00M02.30S,2026-04-08T04:20:22.7Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,57,54,2026-04-08T04:31:11Z,3880000,False,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,390.0,,,,,,,2.0,1.0,1.0,,,,,,,,
395,PT00M00.40S,2026-04-08T04:20:27.4Z,2,REGULAR,heave,,[],0,,,1610612745,57,54,2026-04-08T04:33:26Z,3885000,False,,,0,,HOU Heave,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,8-16 Left,81.06,,,,,,,,,,,,,,,,,,,
396,PT00M00.10S,2026-04-08T04:20:27.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,57,54,2026-04-08T04:33:26Z,3887500,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,8-16 Left,,,395.0,,,,,,,,,,,,,,,,,
393,PT00M00.00S,2026-04-08T04:20:33.1Z,2,REGULAR,period,end,[],0,,,1610612745,57,54,2026-04-08T04:20:33Z,3890000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT12M00.00S,2026-04-08T04:28:46.9Z,3,REGULAR,substitution,out,['startperiod'],1631221,,,1610612745,57,54,2026-04-08T04:29:00Z,3900000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT12M00.00S,2026-04-08T04:28:46.9Z,3,REGULAR,substitution,out,['startperiod'],1626220,,,1610612745,57,54,2026-04-08T04:29:00Z,3910000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT12M00.00S,2026-04-08T04:28:46.9Z,3,REGULAR,substitution,out,['startperiod'],1630256,,,1610612745,57,54,2026-04-08T04:29:00Z,3920000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT12M00.00S,2026-04-08T04:28:46.9Z,3,REGULAR,substitution,out,['startperiod'],1631106,,,1610612745,57,54,2026-04-08T04:29:00Z,3930000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT12M00.00S,2026-04-08T04:28:46.9Z,3,REGULAR,substitution,out,['startperiod'],1628988,,,1610612745,57,54,2026-04-08T04:29:00Z,3950000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT12M00.00S,2026-04-08T04:28:46.9Z,3,REGULAR,substitution,in,['startperiod'],1630224,,,1610612745,57,54,2026-04-08T04:29:00Z,3960000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT12M00.00S,2026-04-08T04:28:46.9Z,3,REGULAR,substitution,in,['startperiod'],1630692,,,1610612745,57,54,2026-04-08T04:29:00Z,3970000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT12M00.00S,2026-04-08T04:28:46.9Z,3,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,57,54,2026-04-08T04:29:00Z,3980000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT12M00.00S,2026-04-08T04:28:46.9Z,3,REGULAR,substitution,in,['startperiod'],1630578,,,1610612745,57,54,2026-04-08T04:29:00Z,3990000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT12M00.00S,2026-04-08T04:28:46.9Z,3,REGULAR,substitution,in,['startperiod'],1641708,,,1610612745,57,54,2026-04-08T04:29:00Z,4000000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT12M00.00S,2026-04-08T04:36:30.4Z,3,REGULAR,period,start,[],0,,,1610612745,57,54,2026-04-08T04:36:30Z,4020000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT11M42.00S,2026-04-08T04:36:47.9Z,3,REGULAR,3pt,Jump Shot,[],201142,26.757555847568987,14.460784313725492,1610612745,57,54,2026-04-08T04:37:16Z,4030000,False,178.0,199.0,1,left,MISS K. Durant 26' step back 3PT,[201142],1610612745.0,HOU,step back,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
411,PT11M39.00S,2026-04-08T04:36:50.9Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,57,54,2026-04-08T04:36:52Z,4040000,False,,,0,,A. Sengun REBOUND (Off:4 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,410.0,,,,,,,8.0,4.0,4.0,,,,,,,,
412,PT11M31.00S,2026-04-08T04:36:58.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641708,6.652431011826544,47.794117647058826,1610612745,57,56,2026-04-08T04:37:45Z,4050000,False,11.0,10.0,1,left,A. Thompson DUNK (10 PTS) (J. Okogie 1 AST),"[1641708, 1629006]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.49,Made,,10.0,J. Okogie,1629006.0,1.0,,,,,,,,,,,,,
414,PT11M12.00S,2026-04-08T04:37:18.8Z,3,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612756,57,56,2026-04-08T04:37:29Z,4070000,False,,,0,,A. Sengun shooting personal FOUL (4 PF) (Green 2 FT),"[1630578, 1630224]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,4.0,0.0,Green,1630224.0,,,
416,PT11M12.00S,2026-04-08T04:37:46.7Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612756,58,56,2026-04-08T04:37:46Z,4090000,False,,,0,,J. Green Free Throw 1 of 2 (5 PTS),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
417,PT11M12.00S,2026-04-08T04:37:47.3Z,3,REGULAR,substitution,out,[],1630578,,,1610612756,58,56,2026-04-08T04:37:49Z,4100000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT11M12.00S,2026-04-08T04:37:47.3Z,3,REGULAR,substitution,in,[],203991,,,1610612756,58,56,2026-04-08T04:37:49Z,4110000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT11M12.00S,2026-04-08T04:37:46.7Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612756,58,56,2026-04-08T04:47:36Z,4125000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
491,PT11M12.00S,2026-04-08T04:37:46.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,58,56,2026-04-08T04:47:36Z,4132500,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,,
421,PT11M02.00S,2026-04-08T04:38:39.0Z,3,REGULAR,foul,personal,[],1630692,,,1610612745,58,56,2026-04-08T04:47:36Z,4140000,False,,,0,,J. Goodwin personal FOUL (2 PF),"[1630692, 1641708]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,2.0,0.0,Thompson,1641708.0,,,
423,PT10M57.00S,2026-04-08T04:39:00.8Z,3,REGULAR,3pt,Jump Shot,[],1631095,4.02431011826544,98.0392156862745,1610612745,58,56,2026-04-08T04:46:04Z,4160000,False,-240.0,-15.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,24.06,Missed,,,,,,,,,,,,,,,,,,
424,PT10M56.00S,2026-04-08T04:39:01.8Z,3,REGULAR,rebound,offensive,[],1629006,,,1610612745,58,56,2026-04-08T04:46:04Z,4170000,False,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,,,423.0,,,,,,,2.0,1.0,1.0,,,,,,,,
432,PT10M55.00S,2026-04-08T04:39:03.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629006,7.5722733245729295,50.73529411764706,1610612745,58,56,2026-04-08T04:46:25Z,4175000,False,-4.0,19.0,1,left,MISS J. Okogie tip Layup,[1629006],1610612745.0,HOU,tip,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
433,PT10M54.00S,2026-04-08T04:39:04.6Z,3,REGULAR,rebound,offensive,[],1629006,,,1610612745,58,56,2026-04-08T04:46:25Z,4177500,False,,,0,,J. Okogie REBOUND (Off:2 Def:1),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,432.0,,,,,,,3.0,1.0,2.0,,,,,,,,
425,PT10M53.00S,2026-04-08T04:39:06.5Z,3,REGULAR,foul,personal,['2freethrow'],1631109,,,1610612745,58,56,2026-04-08T04:39:19Z,4180000,False,,,0,,M. Williams shooting personal FOUL (2 PF) (Okogie 2 FT),"[1631109, 1629006]",1610612756.0,PHX,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,2.0,0.0,Okogie,1629006.0,,,
427,PT10M53.00S,2026-04-08T04:39:33.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629006,,,1610612745,58,57,2026-04-08T04:40:21Z,4200000,False,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
428,PT10M53.00S,2026-04-08T04:39:33.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629006,,,1610612745,58,57,2026-04-08T04:40:21Z,4210000,False,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
429,PT10M51.00S,2026-04-08T04:39:35.8Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,58,57,2026-04-08T04:43:57Z,4220000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,428.0,,,,,,,4.0,3.0,1.0,,,,,,,,
462,PT10M51.00S,2026-04-08T04:39:49.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,6.915243101182654,48.03921568627451,1610612745,58,57,2026-04-08T04:44:05Z,4225000,False,10.0,13.0,1,left,MISS J. Smith Jr. tip Layup,[1631095],1610612745.0,HOU,tip,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
463,PT10M51.00S,2026-04-08T04:39:49.6Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612756,58,57,2026-04-08T04:44:05Z,4227500,False,,,0,,M. Williams REBOUND (Off:3 Def:3),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,462.0,,,,,,,6.0,3.0,3.0,,,,,,,,
430,PT10M34.00S,2026-04-08T04:40:05.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.60512483574244,40.68627450980392,1610612756,58,57,2026-04-08T04:43:17Z,4230000,False,-47.0,111.0,1,right,MISS D. Booker 12' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,12.04,Missed,,,,,,,,,,,,,,,,,,
431,PT10M31.00S,2026-04-08T04:40:08.8Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,58,57,2026-04-08T04:40:08Z,4240000,False,,,0,,A. Thompson REBOUND (Off:3 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,430.0,,,,,,,7.0,4.0,3.0,,,,,,,,
434,PT10M21.00S,2026-04-08T04:40:18.0Z,3,REGULAR,2pt,Jump Shot,[],201142,15.719448094612352,73.2843137254902,1610612745,58,57,2026-04-08T04:43:47Z,4250000,False,-116.0,95.0,1,left,MISS K. Durant 15' pullup Shot,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,15.04,Missed,,,,,,,,,,,,,,,,,,
435,PT10M19.00S,2026-04-08T04:40:20.0Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612756,58,57,2026-04-08T04:40:27Z,4260000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,434.0,,,,,,,3.0,3.0,0.0,,,,,,,,
436,PT10M11.00S,2026-04-08T04:40:28.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,94.1688567674113,49.01960784313725,1610612756,58,57,2026-04-08T04:40:34Z,4270000,False,-5.0,2.0,1,right,MISS J. Green driving Layup - blocked,"[1630224, 203991]",1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.54,Missed,,,,,,Capela,203991.0,,,,,,,,,,,
437,PT10M11.00S,2026-04-08T04:40:28.6Z,3,REGULAR,block,,[],203991,,,1610612756,58,57,2026-04-08T04:40:30Z,4280000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
438,PT10M09.00S,2026-04-08T04:40:30.6Z,3,REGULAR,rebound,defensive,[],203991,,,1610612745,58,57,2026-04-08T04:40:34Z,4290000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,436.0,,,,,,,2.0,2.0,0.0,,,,,,,,
439,PT09M56.00S,2026-04-08T04:40:42.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203991,11.777266754270697,47.794117647058826,1610612745,58,59,2026-04-08T04:50:08Z,4300000,False,11.0,58.0,1,left,C. Capela Hook (2 PTS) (J. Okogie 2 AST),"[203991, 1629006]",1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,,2.0,J. Okogie,1629006.0,2.0,,,,,,,,,,,,,
441,PT09M40.00S,2026-04-08T04:40:59.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,87.86136662286465,49.50980392156863,1610612756,58,59,2026-04-08T04:51:07Z,4320000,False,-2.0,62.0,1,right,MISS M. Williams 6' cutting Layup,[1631109],1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,,,,,,,,,,,,
443,PT09M38.00S,2026-04-08T04:41:01.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,58,59,2026-04-08T05:04:39Z,4340000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,441.0,,,,,,,,,,,,,,,,,
445,PT09M30.00S,2026-04-08T04:41:27.1Z,3,REGULAR,foul,personal,[],1629006,,,1610612756,58,59,2026-04-08T04:57:35Z,4360000,False,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1626164]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628951.0,1.0,0.0,Booker,1626164.0,,,
447,PT09M25.00S,2026-04-08T04:41:50.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,67.88764783180025,28.921568627450984,1610612756,58,59,2026-04-08T05:05:07Z,4380000,False,-105.0,249.0,1,right,MISS J. Green 27' pullup 3PT,[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.08,Missed,,,,,,,,,,,,,,,,,,
448,PT09M22.00S,2026-04-08T04:41:53.6Z,3,REGULAR,rebound,offensive,[],1630692,,,1610612756,58,59,2026-04-08T04:41:55Z,4390000,False,,,0,,J. Goodwin REBOUND (Off:2 Def:2),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,447.0,,,,,,,4.0,2.0,2.0,,,,,,,,
449,PT09M18.00S,2026-04-08T04:41:59.3Z,3,REGULAR,foul,personal,['2freethrow'],203991,,,1610612756,58,59,2026-04-08T04:42:24Z,4400000,False,,,0,,C. Capela shooting personal FOUL (2 PF) (Green 2 FT),"[203991, 1630224]",1610612745.0,HOU,shooting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202027.0,2.0,0.0,Green,1630224.0,,,
451,PT09M18.00S,2026-04-08T04:42:28.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630224,,,1610612756,59,59,2026-04-08T05:05:07Z,4420000,False,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
452,PT09M18.00S,2026-04-08T04:42:46.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630224,,,1610612756,60,59,2026-04-08T05:05:07Z,4430000,False,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
453,PT09M01.00S,2026-04-08T04:43:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,15.982260183968464,43.38235294117647,1610612745,60,59,2026-04-08T04:54:45Z,4440000,False,33.0,98.0,1,left,MISS A. Thompson 10' driving floating Shot - blocked,"[1641708, 1630224]",1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,10.32,Missed,,,,,,Green,1630224.0,,,,,,,,,,,
454,PT09M01.00S,2026-04-08T04:43:05.3Z,3,REGULAR,block,,[],1630224,,,1610612745,60,59,2026-04-08T04:43:07Z,4450000,False,,,0,,J. Green BLOCK (3 BLK),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
455,PT08M58.00S,2026-04-08T04:43:08.3Z,3,REGULAR,rebound,offensive,[],1641708,,,1610612745,60,59,2026-04-08T04:44:09Z,4460000,False,,,0,,A. Thompson REBOUND (Off:4 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,453.0,,,,,,,8.0,4.0,4.0,,,,,,,,
456,PT08M57.00S,2026-04-08T04:43:08.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,22.946780551905388,6.61764705882353,1610612745,60,62,2026-04-08T04:44:12Z,4470000,False,217.0,163.0,1,left,J. Smith Jr. 27' 3PT  (9 PTS) (A. Thompson 4 AST),"[1631095, 1641708]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,27.14,Made,,9.0,A. Thompson,1641708.0,4.0,,,,,,,,,,,,,
458,PT08M47.00S,2026-04-08T04:43:20.8Z,3,REGULAR,foul,personal,['2freethrow'],203991,,,1610612756,60,62,2026-04-08T04:43:31Z,4490000,False,,,0,,C. Capela shooting personal FOUL (3 PF) (Williams 2 FT),"[203991, 1631109]",1610612745.0,HOU,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,3.0,0.0,Williams,1631109.0,,,
460,PT08M47.00S,2026-04-08T04:43:44.8Z,3,REGULAR,freethrow,1 of 2,[],1631109,,,1610612756,60,62,2026-04-08T04:43:44Z,4510000,False,,,0,,MISS M. Williams Free Throw 1 of 2,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
461,PT08M47.00S,2026-04-08T04:43:44.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,60,62,2026-04-08T04:43:44Z,4520000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,,,
464,PT08M47.00S,2026-04-08T04:44:01.3Z,3,REGULAR,freethrow,2 of 2,[],1631109,,,1610612756,61,62,2026-04-08T04:44:01Z,4530000,False,,,0,,M. Williams Free Throw 2 of 2 (13 PTS),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
465,PT08M25.00S,2026-04-08T04:44:28.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,11.908672798948752,40.68627450980392,1610612745,61,62,2026-04-08T04:56:59Z,4540000,False,47.0,59.0,1,left,MISS A. Thompson 7' Layup,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.55,Missed,,,,,,,,,,,,,,,,,,
466,PT08M23.00S,2026-04-08T04:44:30.4Z,3,REGULAR,rebound,offensive,[],203991,,,1610612745,61,62,2026-04-08T04:44:33Z,4550000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,465.0,,,,,,,3.0,2.0,1.0,,,,,,,,
467,PT08M22.00S,2026-04-08T04:44:31.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,4.812746386333772,51.225490196078425,1610612745,61,62,2026-04-08T05:01:16Z,4560000,False,-6.0,-7.0,1,left,MISS C. Capela putback Layup,[203991],1610612745.0,HOU,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
468,PT08M20.00S,2026-04-08T04:44:33.5Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612756,61,62,2026-04-08T04:44:36Z,4570000,False,,,0,,M. Williams REBOUND (Off:3 Def:4),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,467.0,,,,,,,7.0,4.0,3.0,,,,,,,,
469,PT08M17.00S,2026-04-08T04:44:36.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,70.51576872536137,80.14705882352942,1610612756,61,62,2026-04-08T04:58:03Z,4580000,False,151.0,225.0,1,right,MISS D. Brooks 27' running pullup 3PT,[1628415],1610612756.0,PHX,running pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,27.06,Missed,,,,,,,,,,,,,,,,,,
470,PT08M15.00S,2026-04-08T04:44:38.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,61,62,2026-04-08T04:44:42Z,4590000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,469.0,,,,,,,,,,,,,,,,,
472,PT08M11.00S,2026-04-08T04:44:58.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612756,61,62,2026-04-08T04:45:03Z,4610000,False,,,0,,K. Durant shooting personal FOUL (3 PF) (Booker 2 FT),"[201142, 1626164]",1610612745.0,HOU,shooting,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1628951.0,3.0,0.0,Booker,1626164.0,,,
474,PT08M11.00S,2026-04-08T04:45:22.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626164,,,1610612756,62,62,2026-04-08T04:45:22Z,4630000,False,,,0,,D. Booker Free Throw 1 of 2 (22 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,22.0,,,,,,,,,,,,,,,,
475,PT08M11.00S,2026-04-08T04:45:37.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626164,,,1610612756,63,62,2026-04-08T04:45:37Z,4640000,False,,,0,,D. Booker Free Throw 2 of 2 (23 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,23.0,,,,,,,,,,,,,,,,
476,PT07M53.00S,2026-04-08T04:45:57.7Z,3,REGULAR,3pt,Jump Shot,[],1629006,8.886333771353483,0.7352941176470588,1610612745,63,62,2026-04-08T04:46:03Z,4650000,False,246.0,31.0,1,left,MISS J. Okogie 24' 3PT - blocked,"[1629006, 1630224]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,24.82,Missed,,,,,,Green,1630224.0,,,,,,,,,,,
784,PT07M53.00S,2026-04-08T04:45:57.7Z,3,REGULAR,block,,[],1630224,,,1610612745,63,62,2026-04-08T05:56:59Z,4655000,False,,,0,,J. Green BLOCK (4 BLK),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
477,PT07M51.00S,2026-04-08T04:45:59.7Z,3,REGULAR,rebound,defensive,[],1628415,,,1610612756,63,62,2026-04-08T04:46:03Z,4660000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,476.0,,,,,,,2.0,2.0,0.0,,,,,,,,
