actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
429,PT05M57.00S,2024-12-24T03:09:48.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631200,6.258212877792378,50.98039215686274,1610612757,79,62,2024-12-24T03:09:58Z,4290000,False,-5.0,6.0,1,left,MISS K. Murray driving reverse Layup,[1631200],1610612757.0,POR,driving reverse,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,,,,,,,,
430,PT05M54.00S,2024-12-24T03:09:51.6Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612757,79,62,2024-12-24T03:09:58Z,4300000,False,,,0,,D. Ayton REBOUND (Off:4 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,429.0,9.0,5.0,4.0,,,,,,,,,,,,,,
431,PT05M54.00S,2024-12-24T03:09:51.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629028,5.590000152587891,50.0,1610612757,79,64,2024-12-24T03:11:13Z,4310000,False,0.0,0.0,1,left,D. Ayton tip DUNK (16 PTS),[1629028],1610612757.0,POR,tip,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,16.0,,,,,,,,,,,,
432,PT05M43.00S,2024-12-24T03:10:02.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,85.89027595269383,50.73529411764706,1610612742,79,64,2024-12-24T03:10:09Z,4320000,False,4.0,80.0,1,right,MISS P. Washington 8' driving floating Shot,[1629023],1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,8.02,Missed,,,,,,,,,,,,,,,,,,
433,PT05M41.00S,2024-12-24T03:10:04.0Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612742,79,64,2024-12-24T03:10:09Z,4330000,False,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,432.0,4.0,3.0,1.0,,,,,,,,,,,,,,
434,PT05M41.00S,2024-12-24T03:10:06.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629023,90.48948751642575,19.362745098039216,1610612742,79,64,2024-12-24T03:12:03Z,4340000,False,-153.0,37.0,1,right,MISS P. Washington 15' pullup bank Shot,[1629023],1610612742.0,DAL,pullup bank,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,15.76,Missed,,,,,,,,,,,,,,,,,,
435,PT05M39.00S,2024-12-24T03:10:08.0Z,3,REGULAR,rebound,defensive,[],1641739,,,1610612757,79,64,2024-12-24T03:10:51Z,4350000,False,,,0,,T. Camara REBOUND (Off:4 Def:8),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,,,434.0,12.0,8.0,4.0,,,,,,,,,,,,,,
436,PT05M18.00S,2024-12-24T03:10:31.3Z,3,REGULAR,2pt,Jump Shot,[],1630166,7.440867279894875,67.64705882352942,1610612757,79,64,2024-12-24T03:13:10Z,4360000,False,-88.0,17.0,1,left,MISS D. Avdija 8' turnaround Shot - blocked,"[1630166, 202681]",1610612757.0,POR,turnaround,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,8.99,Missed,,,,,,,,,,,,,,,,,Irving,202681.0
437,PT05M18.00S,2024-12-24T03:10:31.3Z,3,REGULAR,block,,[],202681,,,1610612757,79,64,2024-12-24T03:10:34Z,4370000,False,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
438,PT05M16.00S,2024-12-24T03:10:33.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,79,64,2024-12-24T03:10:54Z,4380000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Left,,,436.0,,,,,,,,,,,,,,,,,
440,PT05M16.00S,2024-12-24T03:10:37.5Z,3,REGULAR,substitution,out,[],1629029,,,1610612757,79,64,2024-12-24T03:10:46Z,4400000,False,,,0,,SUB out: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M16.00S,2024-12-24T03:10:37.5Z,3,REGULAR,substitution,in,[],203915,,,1610612757,79,64,2024-12-24T03:10:46Z,4410000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M14.00S,2024-12-24T03:10:56.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,5.732588699080158,95.58823529411765,1610612757,79,67,2024-12-24T03:11:08Z,4420000,False,-228.0,1.0,1,left,D. Avdija 3PT  (16 PTS) (S. Henderson 2 AST),"[1630166, 1630703]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,22.79,Made,,,,,,16.0,S. Henderson,1630703.0,2.0,,,,,,,,,
444,PT04M53.00S,2024-12-24T03:11:16.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.64323258869908,53.431372549019606,1610612742,81,67,2024-12-24T03:13:57Z,4440000,False,17.0,7.0,1,right,D. Gafford driving finger roll Layup (13 PTS) (S. Dinwiddie 1 AST),"[1629655, 203915]",1610612742.0,DAL,driving finger roll,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,13.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,
446,PT04M42.00S,2024-12-24T03:11:32.5Z,3,REGULAR,foul,personal,[],1629656,,,1610612757,81,67,2024-12-24T03:12:00Z,4460000,False,,,0,,Q. Grimes personal FOUL (2 PF),"[1629656, 1630703]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,2.0,0.0,Henderson,1630703.0,,
448,PT04M32.00S,2024-12-24T03:12:00.2Z,3,REGULAR,turnover,bad pass,[],1630703,,,1610612757,81,67,2024-12-24T03:12:03Z,4480000,False,,,0,,S. Henderson bad pass TURNOVER (3 TO),"[1630703, 203915]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,Dinwiddie,203915.0,,,,,,
449,PT04M32.00S,2024-12-24T03:12:00.2Z,3,REGULAR,steal,,[],203915,,,1610612742,81,67,2024-12-24T03:12:02Z,4490000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
450,PT04M23.00S,2024-12-24T03:12:09.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629656,82.9993429697766,30.392156862745097,1610612742,81,67,2024-12-24T03:14:39Z,4500000,False,-98.0,107.0,1,right,MISS Q. Grimes 14' pullup Shot,[1629656],1610612742.0,DAL,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,14.53,Missed,,,,,,,,,,,,,,,,,,
451,PT04M22.00S,2024-12-24T03:12:10.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,81,67,2024-12-24T03:12:19Z,4510000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Left,,,450.0,,,,,,,,,,,,,,,,,
452,PT04M22.00S,2024-12-24T03:12:14.8Z,3,REGULAR,foul,personal,[],1630166,,,1610612742,81,67,2024-12-24T03:12:42Z,4520000,False,,,0,,D. Avdija loose ball personal FOUL (3 PF),"[1630166, 1629655]",1610612757.0,POR,loose ball,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,3.0,0.0,Gafford,1629655.0,,
454,PT04M15.00S,2024-12-24T03:12:39.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203915,80.6340341655716,93.87254901960785,1610612742,84,67,2024-12-24T03:12:44Z,4540000,False,219.0,130.0,1,right,S. Dinwiddie 25' 3PT  (3 PTS) (Q. Grimes 3 AST),"[203915, 1629656]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.48,Made,,,,,,3.0,Q. Grimes,1629656.0,3.0,,,,,,,,,
456,PT04M10.00S,2024-12-24T03:12:46.2Z,3,REGULAR,turnover,out-of-bounds,[],1631200,,,1610612757,84,67,2024-12-24T03:12:52Z,4560000,False,,,0,,K. Murray lost ball out-of-bounds TURNOVER (1 TO),[1631200],1610612757.0,POR,lost ball,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,,,,,1.0,,,,,,,,
457,PT03M49.00S,2024-12-24T03:13:27.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629655,90.14454664914587,60.56219362745098,1610612742,86,67,2024-12-24T03:13:34Z,4570000,False,53.0,40.0,1,right,D. Gafford 6' pullup bank Jump Shot (15 PTS) (K. Irving 2 AST),"[1629655, 202681]",1610612742.0,DAL,pullup bank,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,6.63,Made,,,,,,15.0,K. Irving,202681.0,2.0,,,,,,,,,
459,PT03M49.00S,2024-12-24T03:13:30.1Z,3,REGULAR,foul,personal,['1freethrow'],1629028,,,1610612742,86,67,2024-12-24T03:13:37Z,4590000,False,,,0,,D. Ayton shooting personal FOUL (3 PF) (Gafford 1 FT),"[1629028, 1629655]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628481.0,,,,,,,,3.0,0.0,Gafford,1629655.0,,
461,PT03M49.00S,2024-12-24T03:13:37.9Z,3,REGULAR,substitution,out,[],1629023,,,1610612742,86,67,2024-12-24T03:13:57Z,4610000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M49.00S,2024-12-24T03:13:37.9Z,3,REGULAR,substitution,out,[],1629028,,,1610612742,86,67,2024-12-24T03:13:57Z,4620000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M49.00S,2024-12-24T03:13:37.9Z,3,REGULAR,substitution,out,[],1641739,,,1610612742,86,67,2024-12-24T03:13:57Z,4630000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M49.00S,2024-12-24T03:13:37.9Z,3,REGULAR,substitution,in,[],1628467,,,1610612742,86,67,2024-12-24T03:13:57Z,4640000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M49.00S,2024-12-24T03:13:37.9Z,3,REGULAR,substitution,in,[],1642270,,,1610612742,86,67,2024-12-24T03:13:57Z,4650000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M49.00S,2024-12-24T03:13:37.9Z,3,REGULAR,substitution,in,[],1629014,,,1610612742,86,67,2024-12-24T03:13:57Z,4660000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M49.00S,2024-12-24T03:14:07.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629655,,,1610612742,87,67,2024-12-24T03:14:07Z,4670000,False,,,0,,D. Gafford Free Throw 1 of 1 (16 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,16.0,,,,,,,,,,,,
468,PT03M37.00S,2024-12-24T03:14:25.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631200,6.1268068331143235,47.794117647058826,1610612757,87,69,2024-12-24T03:14:31Z,4680000,False,11.0,5.0,1,left,K. Murray cutting DUNK (2 PTS) (D. Clingan 1 AST),"[1631200, 1642270]",1610612757.0,POR,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,,2.0,D. Clingan,1642270.0,1.0,,,,,,,,,
470,PT03M14.00S,2024-12-24T03:14:48.0Z,3,REGULAR,3pt,Jump Shot,[],202681,95.22010512483574,95.34313725490196,1610612742,90,69,2024-12-24T03:14:52Z,4700000,False,227.0,-8.0,1,right,K. Irving 3PT  (20 PTS) (S. Dinwiddie 2 AST),"[202681, 203915]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,22.68,Made,,,,,,20.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,
472,PT03M04.00S,2024-12-24T03:15:01.3Z,3,REGULAR,foul,offensive,[],1642270,,,1610612757,90,69,2024-12-24T03:15:51Z,4720000,False,,,0,,D. Clingan off-the-ball offensive FOUL (1 PF),"[1642270, 1629656]",1610612757.0,POR,off-the-ball,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,1627534.0,,,,,,,,1.0,0.0,Grimes,1629656.0,,
474,PT03M04.00S,2024-12-24T03:15:01.3Z,3,REGULAR,turnover,offensive foul,[],1642270,,,1610612757,90,69,2024-12-24T03:15:17Z,4740000,False,,,0,,D. Clingan offensive foul TURNOVER (1 TO),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,1628481.0,,,,,1.0,,,,,,,,
476,PT02M52.00S,2024-12-24T03:15:35.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,91.67214191852825,52.69607843137255,1610612742,92,69,2024-12-24T03:15:54Z,4760000,False,13.0,26.0,1,right,D. Gafford Layup (18 PTS) (Q. Grimes 4 AST),"[1629655, 1629656]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.91,Made,,,,,,18.0,Q. Grimes,1629656.0,4.0,,,,,,,,,
478,PT02M52.00S,2024-12-24T03:15:37.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631200,,,1610612742,92,69,2024-12-24T03:15:46Z,4780000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Gafford 1 FT),"[1631200, 1629655]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,,,,,,,,1.0,0.0,Gafford,1629655.0,,
480,PT02M52.00S,2024-12-24T03:15:54.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,92,69,2024-12-24T03:15:54Z,4800000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M52.00S,2024-12-24T03:15:56.3Z,3,REGULAR,substitution,out,[],202681,,,1610612742,92,69,2024-12-24T03:18:53Z,4810000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M52.00S,2024-12-24T03:15:56.3Z,3,REGULAR,substitution,in,[],1629029,,,1610612742,92,69,2024-12-24T03:18:53Z,4820000,False,,,0,,SUB in: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M52.00S,2024-12-24T03:19:02.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629655,,,1610612742,93,69,2024-12-24T03:19:02Z,4830000,False,,,0,,D. Gafford Free Throw 1 of 1 (19 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,19.0,,,,,,,,,,,,
484,PT02M39.00S,2024-12-24T03:19:23.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.915243101182654,43.38235294117647,1610612757,93,69,2024-12-24T03:19:29Z,4840000,False,33.0,13.0,1,left,MISS D. Avdija driving Layup - blocked,"[1630166, 1629655]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.54,Missed,,,,,,,,,,,,,,,,,Gafford,1629655.0
526,PT02M39.00S,2024-12-24T03:19:23.8Z,3,REGULAR,block,,[],1629655,,,1610612757,93,69,2024-12-24T03:27:40Z,4845000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
485,PT02M37.00S,2024-12-24T03:19:25.8Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612757,93,69,2024-12-24T03:27:40Z,4850000,False,,,0,,D. Avdija REBOUND (Off:4 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,484.0,6.0,2.0,4.0,,,,,,,,,,,,,,
486,PT02M24.00S,2024-12-24T03:19:38.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,23.078186596583443,13.970588235294118,1610612757,93,69,2024-12-24T03:19:44Z,4860000,False,180.0,164.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,24.39,Missed,,,,,,,,,,,,,,,,,,
487,PT02M20.00S,2024-12-24T03:19:42.5Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,93,69,2024-12-24T03:19:44Z,4870000,False,,,0,,L. Dončić REBOUND (Off:1 Def:6),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,486.0,7.0,6.0,1.0,,,,,,,,,,,,,,
488,PT02M16.00S,2024-12-24T03:19:49.4Z,3,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,93,69,2024-12-24T03:19:55Z,4880000,False,,,0,,L. Dončić bad pass out-of-bounds TURNOVER (3 TO),[1629029],1610612742.0,DAL,bad pass,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628481.0,,,,,3.0,,,,,,,,
489,PT02M06.00S,2024-12-24T03:20:03.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642270,5.075558475689881,52.94117647058824,1610612757,93,71,2024-12-24T03:20:07Z,4890000,False,-15.0,-5.0,1,left,D. Clingan alley-oop Layup (2 PTS) (D. Avdija 2 AST),"[1642270, 1630166]",1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,2.0,D. Avdija,1630166.0,2.0,,,,,,,,,
491,PT01M48.00S,2024-12-24T03:20:23.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,91.5407358738502,49.01960784313725,1610612742,95,71,2024-12-24T03:20:43Z,4910000,False,-5.0,27.0,1,right,D. Gafford Layup (21 PTS) (L. Dončić 7 AST),"[1629655, 1629029]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,,21.0,L. Dončić,1629029.0,7.0,,,,,,,,,
493,PT01M48.00S,2024-12-24T03:20:27.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631200,,,1610612742,95,71,2024-12-24T03:20:35Z,4930000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Gafford 1 FT),"[1631200, 1629655]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,,,,,,,,2.0,0.0,Gafford,1629655.0,,
496,PT01M48.00S,2024-12-24T03:21:05.0Z,3,REGULAR,freethrow,1 of 1,[],1629655,,,1610612742,95,71,2024-12-24T03:21:07Z,4960000,False,,,0,,MISS D. Gafford Free Throw 1 of 1,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
497,PT01M46.00S,2024-12-24T03:21:07.0Z,3,REGULAR,rebound,offensive,[],1628467,,,1610612742,95,71,2024-12-24T03:21:07Z,4970000,False,,,0,,M. Kleber REBOUND (Off:1 Def:0),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,496.0,1.0,0.0,1.0,,,,,,,,,,,,,,
498,PT01M35.00S,2024-12-24T03:21:17.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629029,86.28449408672799,50.98039215686274,1610612742,97,71,2024-12-24T03:21:20Z,4980000,False,5.0,76.0,1,right,L. Dončić 7' pullup Jump Shot (20 PTS),[1629029],1610612742.0,DAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,7.66,Made,,,,,,20.0,,,,,,,,,,,,
499,PT01M28.00S,2024-12-24T03:21:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,6.652431011826544,44.85294117647059,1610612757,97,73,2024-12-24T03:21:34Z,4990000,False,26.0,10.0,1,left,D. Clingan alley-oop Layup (4 PTS) (D. Avdija 3 AST),"[1642270, 1630166]",1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.76,Made,,,,,,4.0,D. Avdija,1630166.0,3.0,,,,,,,,,
501,PT01M06.00S,2024-12-24T03:21:45.8Z,3,REGULAR,2pt,Jump Shot,[],1629029,91.59001314060447,71.1014093137255,1610612742,99,73,2024-12-24T03:22:07Z,5010000,False,106.0,27.0,1,right,L. Dončić 10' driving floating bank Jump Shot (22 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,10.88,Made,,,,,,22.0,,,,,,,,,,,,
502,PT00M58.50S,2024-12-24T03:21:58.9Z,3,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612757,99,73,2024-12-24T03:22:07Z,5020000,False,,,0,,M. Kleber shooting personal FOUL (3 PF) (Avdija 2 FT),"[1628467, 1630166]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,Mid-Range,8-16 Right,,,,,,,1628481.0,,,,,,,,3.0,0.0,Avdija,1630166.0,,
504,PT00M58.50S,2024-12-24T03:22:29.7Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,99,73,2024-12-24T03:22:29Z,5040000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
505,PT00M58.50S,2024-12-24T03:22:29.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,99,73,2024-12-24T03:22:29Z,5050000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,504.0,,,,,,,,,,,,,,,,,
506,PT00M58.50S,2024-12-24T03:22:49.3Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,99,74,2024-12-24T03:22:49Z,5060000,False,,,0,,D. Avdija Free Throw 2 of 2 (17 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,17.0,,,,,,,,,,,,
507,PT00M46.90S,2024-12-24T03:23:02.7Z,3,REGULAR,3pt,Jump Shot,[],1629656,92.19776609724047,4.411764705882353,1610612742,99,74,2024-12-24T03:23:07Z,5070000,False,-228.0,21.0,1,right,MISS Q. Grimes 3PT,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,22.88,Missed,,,,,,,,,,,,,,,,,,
508,PT00M45.00S,2024-12-24T03:23:04.6Z,3,REGULAR,rebound,offensive,[],1629656,,,1610612742,99,74,2024-12-24T03:23:04Z,5080000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:2),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,507.0,3.0,2.0,1.0,,,,,,,,,,,,,,
509,PT00M38.50S,2024-12-24T03:23:12.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630703,,,1610612742,99,74,2024-12-24T03:23:20Z,5090000,False,,,0,,S. Henderson shooting personal FOUL (4 PF) (Grimes 2 FT),"[1630703, 1629656]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628481.0,,,,,,,,4.0,0.0,Grimes,1629656.0,,
511,PT00M38.50S,2024-12-24T03:23:37.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629656,,,1610612742,100,74,2024-12-24T03:23:37Z,5110000,False,,,0,,Q. Grimes Free Throw 1 of 2 (5 PTS),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
512,PT00M38.50S,2024-12-24T03:23:54.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629656,,,1610612742,100,74,2024-12-24T03:23:54Z,5120000,False,,,0,,MISS Q. Grimes Free Throw 2 of 2,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
513,PT00M33.00S,2024-12-24T03:23:59.7Z,3,REGULAR,rebound,defensive,[],1630703,,,1610612757,100,74,2024-12-24T03:23:59Z,5130000,False,,,0,,S. Henderson REBOUND (Off:0 Def:3),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,512.0,3.0,3.0,0.0,,,,,,,,,,,,,,
514,PT00M30.20S,2024-12-24T03:24:03.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,6.258212877792378,48.529411764705884,1610612757,100,76,2024-12-24T03:25:12Z,5140000,False,7.0,6.0,1,left,A. Simons driving reverse Layup (10 PTS) (S. Henderson 3 AST),"[1629014, 1630703]",1610612757.0,POR,driving reverse,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,10.0,S. Henderson,1630703.0,3.0,,,,,,,,,
516,PT00M11.00S,2024-12-24T03:24:28.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629014,,,1610612742,100,76,2024-12-24T03:24:38Z,5160000,False,,,0,,A. Simons personal FOUL (2 PF) (Gafford 2 FT),"[1629014, 1629655]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,,,,,,,,2.0,0.0,Gafford,1629655.0,,
518,PT00M11.00S,2024-12-24T03:24:55.4Z,3,REGULAR,freethrow,1 of 2,[],1629655,,,1610612742,101,76,2024-12-24T03:24:55Z,5180000,False,,,0,,D. Gafford Free Throw 1 of 2 (22 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,22.0,,,,,,,,,,,,
