actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M30.00S,2025-01-15T02:38:03.1Z,1,REGULAR,turnover,lost ball,[],1630230,,,1610612742,2,3,2025-01-15T02:38:09Z,180000,False,,,0,,N. Marshall lost ball TURNOVER (1 TO),"[1630230, 201566]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Westbrook,201566.0,,,,,,,
19,PT10M30.00S,2025-01-15T02:38:03.1Z,1,REGULAR,steal,,[],201566,,,1610612743,2,3,2025-01-15T02:38:04Z,190000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2025-01-15T02:38:07.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627750,25.837713534822605,13.725490196078432,1610612743,2,3,2025-01-15T02:38:31Z,200000,False,181.0,190.0,1,left,MISS J. Murray 26' running pullup 3PT,[1627750],1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
21,PT10M22.00S,2025-01-15T02:38:11.3Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,2,3,2025-01-15T02:38:13Z,210000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,20.0,,,,,1.0,1.0,0.0,,,,,,,,,,
22,PT10M09.00S,2025-01-15T02:38:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,89.96386333771353,55.392156862745104,1610612742,2,3,2025-01-15T02:38:30Z,220000,False,27.0,42.0,1,right,MISS P. Washington driving Layup,[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
23,PT10M08.00S,2025-01-15T02:38:25.4Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612742,2,3,2025-01-15T02:38:25Z,230000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,,,,,2.0,1.0,1.0,,,,,,,,,,
24,PT10M06.00S,2025-01-15T02:38:27.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,89.70105124835742,52.94117647058824,1610612742,2,3,2025-01-15T02:38:33Z,240000,False,15.0,44.0,1,right,MISS P. Washington putback Layup - blocked,"[1629023, 1631128]",1610612742.0,DAL,putback,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,,,,Braun,1631128.0,,,,,
25,PT10M06.00S,2025-01-15T02:38:27.1Z,1,REGULAR,block,,[],1631128,,,1610612742,2,3,2025-01-15T02:38:29Z,250000,False,,,0,,C. Braun BLOCK (1 BLK),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M05.00S,2025-01-15T02:38:28.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,3,2025-01-15T02:38:33Z,260000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,24.0,,,,,2.0,2.0,0.0,,,,,,,,,,
27,PT10M05.00S,2025-01-15T02:38:31.6Z,1,REGULAR,foul,personal,[],1629023,,,1610612743,2,3,2025-01-15T02:38:40Z,270000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 203999]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Jokić,203999.0
29,PT09M43.00S,2025-01-15T02:39:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,9.149145860709593,44.85294117647059,1610612743,2,3,2025-01-15T02:39:05Z,290000,False,26.0,34.0,1,left,MISS R. Westbrook driving Layup - blocked,"[201566, 1641726]",1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,Lively II,1641726.0,,,,,
30,PT09M43.00S,2025-01-15T02:39:00.4Z,1,REGULAR,block,,[],1641726,,,1610612743,2,3,2025-01-15T02:39:02Z,300000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M41.00S,2025-01-15T02:39:02.4Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,2,3,2025-01-15T02:39:05Z,310000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,29.0,,,,,2.0,2.0,0.0,,,,,,,,,,
32,PT09M29.00S,2025-01-15T02:39:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.77463863337714,47.549019607843135,1610612742,2,3,2025-01-15T02:39:21Z,320000,False,-12.0,6.0,1,right,MISS K. Irving driving finger roll Layup,[202681],1610612742.0,DAL,driving finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
33,PT09M27.00S,2025-01-15T02:39:17.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,3,2025-01-15T02:39:21Z,330000,False,,,0,,N. Jokić REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,32.0,,,,,3.0,3.0,0.0,,,,,,,,,,
34,PT09M23.00S,2025-01-15T02:39:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,7.703679369250986,43.627450980392155,1610612743,2,5,2025-01-15T02:39:28Z,340000,False,32.0,20.0,1,left,C. Braun running finger roll Layup (2 PTS) (N. Jokić 1 AST),"[1631128, 203999]",1610612743.0,DEN,running finger roll,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.76,Made,,2.0,N. Jokić,203999.0,1.0,,,,,,,,,,,,,
36,PT09M13.00S,2025-01-15T02:39:30.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,94.1688567674113,49.01960784313725,1610612742,4,5,2025-01-15T02:39:35Z,360000,False,-5.0,2.0,1,right,D. Lively II alley-oop DUNK (4 PTS) (P. Washington 1 AST),"[1641726, 1629023]",1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,0.54,Made,,4.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,
38,PT08M54.00S,2025-01-15T02:39:49.5Z,1,REGULAR,3pt,Jump Shot,[],1631128,6.521024967148489,94.11764705882352,1610612743,4,5,2025-01-15T02:39:54Z,380000,False,-221.0,9.0,1,left,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,22.08,Missed,,,,,,,,,,,,,,,,,,
39,PT08M51.00S,2025-01-15T02:39:52.5Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,4,5,2025-01-15T02:39:54Z,390000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,38.0,,,,,1.0,1.0,0.0,,,,,,,,,,
40,PT08M44.00S,2025-01-15T02:40:00.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641726,87.99277266754271,42.8921568627451,1610612742,4,5,2025-01-15T02:40:05Z,400000,False,-36.0,60.0,1,right,MISS D. Lively II 7' turnaround Hook,[1641726],1610612742.0,DAL,turnaround,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,7.01,Missed,,,,,,,,,,,,,,,,,,
41,PT08M42.00S,2025-01-15T02:40:02.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,5,2025-01-15T02:40:05Z,410000,False,,,0,,N. Jokić REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,40.0,,,,,4.0,4.0,0.0,,,,,,,,,,
42,PT08M25.00S,2025-01-15T02:40:18.8Z,1,REGULAR,3pt,Jump Shot,[],1627750,20.97568988173456,91.17647058823529,1610612743,4,8,2025-01-15T02:41:34Z,420000,False,-206.0,145.0,1,left,J. Murray 25' 3PT pullup (3 PTS) (N. Jokić 2 AST),"[1627750, 203999]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.17,Made,,3.0,N. Jokić,203999.0,2.0,,,,,,,,,,,,,
44,PT08M07.00S,2025-01-15T02:40:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,85.28252299605782,43.59298406862745,1610612742,4,8,2025-01-15T02:40:47Z,440000,False,-32.0,86.0,1,right,MISS K. Thompson 9' turnaround fadeaway Shot,[202691],1610612742.0,DAL,turnaround fadeaway,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,9.16,Missed,,,,,,,,,,,,,,,,,,
45,PT08M04.00S,2025-01-15T02:40:40.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,4,8,2025-01-15T02:40:47Z,450000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,44.0,,,,,,,,,,,,,,,,,
47,PT08M04.00S,2025-01-15T02:40:45.3Z,1,REGULAR,substitution,out,[],1641726,,,1610612743,4,8,2025-01-15T02:40:53Z,470000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M04.00S,2025-01-15T02:40:45.3Z,1,REGULAR,substitution,in,[],1629655,,,1610612743,4,8,2025-01-15T02:40:53Z,480000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M52.00S,2025-01-15T02:41:06.4Z,1,REGULAR,3pt,Jump Shot,[],1627750,30.042706964520367,20.34313725490196,1610612743,4,11,2025-01-15T02:41:10Z,490000,False,148.0,230.0,1,left,J. Murray 27' 3PT  (6 PTS) (N. Jokić 3 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,27.36,Made,,6.0,N. Jokić,203999.0,3.0,,,,,,,,,,,,,
51,PT07M41.00S,2025-01-15T02:41:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,92.32917214191852,50.0,1610612742,4,11,2025-01-15T02:41:23Z,510000,False,0.0,20.0,1,right,MISS D. Gafford Layup - blocked,"[1629655, 201566]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,Westbrook,201566.0,,,,,
52,PT07M41.00S,2025-01-15T02:41:19.4Z,1,REGULAR,block,,[],201566,,,1610612742,4,11,2025-01-15T02:41:21Z,520000,False,,,0,,R. Westbrook BLOCK (1 BLK),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M41.00S,2025-01-15T02:41:19.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,4,11,2025-01-15T02:41:23Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,51.0,,,,,,,,,,,,,,,,,
55,PT07M37.00S,2025-01-15T02:41:36.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629655,88.78120893561103,55.88235294117647,1610612742,6,11,2025-01-15T02:41:46Z,550000,False,29.0,53.0,1,right,D. Gafford 6' driving Hook (2 PTS) (N. Marshall 2 AST),"[1629655, 1630230]",1610612742.0,DAL,driving,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,,2.0,N. Marshall,1630230.0,2.0,,,,,,,,,,,,,
57,PT07M26.00S,2025-01-15T02:41:50.6Z,1,REGULAR,foul,personal,[],1629023,,,1610612743,6,11,2025-01-15T02:42:02Z,570000,False,,,0,,P. Washington personal FOUL (2 PF),"[1629023, 203999]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Jokić,203999.0
59,PT07M26.00S,2025-01-15T02:42:03.4Z,1,REGULAR,substitution,out,[],1629023,,,1610612743,6,11,2025-01-15T02:42:06Z,590000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M26.00S,2025-01-15T02:42:03.4Z,1,REGULAR,substitution,in,[],1628467,,,1610612743,6,11,2025-01-15T02:42:06Z,600000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M20.00S,2025-01-15T02:42:20.0Z,1,REGULAR,2pt,Jump Shot,[],1629008,26.231931668856767,45.83333333333333,1610612743,6,11,2025-01-15T02:42:26Z,610000,False,21.0,194.0,1,left,MISS M. Porter Jr. 19' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,19.52,Missed,,,,,,,,,,,,,,,,,,
62,PT07M17.00S,2025-01-15T02:42:23.0Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,6,11,2025-01-15T02:42:26Z,620000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,,,61.0,,,,,1.0,1.0,0.0,,,,,,,,,,
63,PT07M10.00S,2025-01-15T02:42:29.9Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612742,6,11,2025-01-15T02:42:34Z,630000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 201566]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1.0,Westbrook,201566.0,,,,,,,
64,PT07M10.00S,2025-01-15T02:42:29.9Z,1,REGULAR,steal,,[],201566,,,1610612743,6,11,2025-01-15T02:42:31Z,640000,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
65,PT07M04.00S,2025-01-15T02:42:35.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627750,33.459264126149804,58.08823529411765,1610612743,6,14,2025-01-15T02:42:43Z,650000,False,-40.0,262.0,1,left,J. Murray 26' 3PT running pullup (9 PTS),[1627750],1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.51,Made,,9.0,,,,,,,,,,,,,,,,
66,PT06M48.00S,2025-01-15T02:42:51.5Z,1,REGULAR,3pt,Jump Shot,[],202691,71.04139290407359,79.41176470588235,1610612742,6,14,2025-01-15T02:42:56Z,660000,False,147.0,220.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
67,PT06M45.00S,2025-01-15T02:42:54.5Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,6,14,2025-01-15T02:42:56Z,670000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,66.0,,,,,1.0,1.0,0.0,,,,,,,,,,
68,PT06M34.00S,2025-01-15T02:43:05.4Z,1,REGULAR,2pt,Jump Shot,[],1629008,15.588042049934298,21.07843137254902,1610612743,6,16,2025-01-15T02:43:10Z,680000,False,145.0,94.0,1,left,M. Porter Jr. 17' pullup Jump Shot (5 PTS) (N. Jokić 4 AST),"[1629008, 203999]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right,17.25,Made,,5.0,N. Jokić,203999.0,4.0,,,,,,,,,,,,,
70,PT06M34.00S,2025-01-15T02:43:11.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,6,16,2025-01-15T02:43:11Z,700000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M34.00S,2025-01-15T02:45:00.8Z,1,REGULAR,substitution,out,[],202691,,,1610612742,6,16,2025-01-15T02:46:00Z,710000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M34.00S,2025-01-15T02:45:00.8Z,1,REGULAR,substitution,in,[],1629656,,,1610612742,6,16,2025-01-15T02:46:00Z,720000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M34.00S,2025-01-15T02:45:00.8Z,1,REGULAR,substitution,out,[],1630230,,,1610612742,6,16,2025-01-15T02:46:14Z,730000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M34.00S,2025-01-15T02:45:00.8Z,1,REGULAR,substitution,in,[],203915,,,1610612742,6,16,2025-01-15T02:46:14Z,740000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M15.00S,2025-01-15T02:46:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,91.40932982917214,44.6078431372549,1610612742,6,16,2025-01-15T02:47:02Z,750000,False,-27.0,28.0,1,right,MISS K. Irving driving Layup,[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
76,PT06M12.00S,2025-01-15T02:46:57.9Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,6,16,2025-01-15T02:47:17Z,760000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,75.0,,,,,2.0,2.0,0.0,,,,,,,,,,
77,PT06M09.00S,2025-01-15T02:47:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,7.703679369250986,55.392156862745104,1610612743,6,16,2025-01-15T02:47:07Z,770000,False,-27.0,20.0,1,left,MISS R. Westbrook running finger roll Layup,[201566],1610612743.0,DEN,running finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,,,,,,,,,,,
78,PT06M09.00S,2025-01-15T02:47:02.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,6,16,2025-01-15T02:47:02Z,780000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,77.0,,,,,,,,,,,,,,,,,
80,PT06M05.00S,2025-01-15T02:47:21.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201566,7.30946123521682,94.36274509803921,1610612743,6,19,2025-01-15T02:47:27Z,800000,False,-222.0,16.0,1,left,R. Westbrook 3PT  (3 PTS) (J. Murray 2 AST),"[201566, 1627750]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,22.24,Made,,3.0,J. Murray,1627750.0,2.0,,,,,,,,,,,,,
82,PT05M48.00S,2025-01-15T02:47:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,91.93495400788436,45.83333333333333,1610612742,6,19,2025-01-15T02:47:45Z,820000,False,-21.0,23.0,1,right,MISS M. Kleber driving reverse Layup,[1628467],1610612742.0,DAL,driving reverse,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
83,PT05M46.00S,2025-01-15T02:47:40.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,6,19,2025-01-15T02:47:45Z,830000,False,,,0,,N. Jokić REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,82.0,,,,,5.0,5.0,0.0,,,,,,,,,,
84,PT05M44.00S,2025-01-15T02:47:46.0Z,1,REGULAR,foul,offensive,[],201566,,,1610612743,6,19,2025-01-15T02:47:53Z,840000,False,,,0,,R. Westbrook off-the-ball offensive FOUL (1 PF),"[201566, 203915]",1610612743.0,DEN,off-the-ball,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Dinwiddie,203915.0
86,PT05M44.00S,2025-01-15T02:47:46.0Z,1,REGULAR,turnover,offensive foul,[],201566,,,1610612743,6,19,2025-01-15T02:47:46Z,860000,False,,,0,,R. Westbrook offensive foul TURNOVER (1 TO),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,,,,,202053.0,,,,
