actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
172,PT12M00.00S,2025-01-15T03:04:36.0Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612742,21,36,2025-01-15T03:05:44Z,1710000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-01-15T03:04:36.0Z,2,REGULAR,substitution,in,['startperiod'],201566,,,1610612742,21,36,2025-01-15T03:05:44Z,1720000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-01-15T03:06:10.7Z,2,REGULAR,period,start,[],0,,,1610612743,21,36,2025-01-15T03:06:10Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M48.00S,2025-01-15T03:06:22.0Z,2,REGULAR,3pt,Jump Shot,[],1631212,6.389618922470433,95.09803921568627,1610612743,21,36,2025-01-15T03:06:33Z,1740000,False,-225.0,8.0,1,left,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,22.56,Missed,,,,,,,,,,,,,,,,,,
176,PT11M46.00S,2025-01-15T03:06:24.4Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,21,36,2025-01-15T03:06:24Z,1750000,False,,,0,,D. Jordan REBOUND (Off:2 Def:0),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Left Corner 3,24+ Left,,,175.0,,,,,2.0,0.0,2.0,,,,,,,,,,
177,PT11M46.00S,2025-01-15T03:06:26.9Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612743,21,36,2025-01-15T03:06:46Z,1760000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Jordan 2 FT),"[203939, 201599]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Jordan,201599.0
179,PT11M46.00S,2025-01-15T03:06:59.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201599,,,1610612743,21,37,2025-01-15T03:06:59Z,1780000,False,,,0,,D. Jordan Free Throw 1 of 2 (1 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
180,PT11M46.00S,2025-01-15T03:06:59.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201599,,,1610612743,21,37,2025-01-15T03:07:30Z,1790000,False,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
181,PT11M44.00S,2025-01-15T03:07:01.4Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,21,37,2025-01-15T03:07:30Z,1800000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,180.0,,,,,2.0,2.0,0.0,,,,,,,,,,
182,PT11M32.00S,2025-01-15T03:07:41.6Z,2,REGULAR,3pt,Jump Shot,[],1630230,90.48948751642575,94.6078431372549,1610612742,21,37,2025-01-15T03:07:46Z,1810000,False,223.0,37.0,1,right,MISS N. Marshall 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,22.6,Missed,,,,,,,,,,,,,,,,,,
183,PT11M28.00S,2025-01-15T03:07:45.6Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,21,37,2025-01-15T03:07:46Z,1820000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,,,182.0,,,,,1.0,1.0,0.0,,,,,,,,,,
184,PT11M20.00S,2025-01-15T03:07:52.3Z,2,REGULAR,3pt,Jump Shot,[],1631124,27.94021024967148,18.38235294117647,1610612743,21,37,2025-01-15T03:07:57Z,1830000,False,158.0,210.0,1,left,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
185,PT11M17.00S,2025-01-15T03:07:55.3Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,21,37,2025-01-15T03:07:57Z,1840000,False,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,184.0,,,,,3.0,2.0,1.0,,,,,,,,,,
186,PT10M59.00S,2025-01-15T03:08:16.1Z,2,REGULAR,turnover,traveling,[],202691,,,1610612742,21,37,2025-01-15T03:08:25Z,1850000,False,,,0,,K. Thompson traveling TURNOVER (2 TO),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2.0,,,,,202053.0,,,,
187,PT10M45.00S,2025-01-15T03:08:41.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203932,8.09789750328515,44.36274509803921,1610612743,21,37,2025-01-15T03:09:18Z,1860000,False,28.0,24.0,1,left,MISS A. Gordon driving finger roll Layup,[203932],1610612743.0,DEN,driving finger roll,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
188,PT10M44.00S,2025-01-15T03:08:42.3Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,21,37,2025-01-15T03:22:49Z,1870000,False,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,187.0,,,,,1.0,0.0,1.0,,,,,,,,,,
268,PT10M44.00S,2025-01-15T03:08:43.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203932,5.962549277266746,51.470588235294116,1610612743,21,37,2025-01-15T03:22:41Z,1875000,False,-7.0,4.0,1,left,MISS A. Gordon tip Layup,[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.82,Missed,,,,,,,,,,,,,,,,,,
269,PT10M44.00S,2025-01-15T03:08:43.6Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,21,37,2025-01-15T03:22:41Z,1877500,False,,,0,,A. Gordon REBOUND (Off:2 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,268.0,,,,,2.0,0.0,2.0,,,,,,,,,,
189,PT10M40.00S,2025-01-15T03:08:45.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203932,5.590000152587891,50.0,1610612743,21,39,2025-01-15T03:22:41Z,1880000,False,0.0,0.0,1,left,A. Gordon tip Layup (2 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.0,Made,,2.0,,,,,,,,,,,,,,,,
190,PT10M27.00S,2025-01-15T03:08:59.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,88.91261498028909,49.26470588235294,1610612742,21,39,2025-01-15T03:10:06Z,1890000,False,-4.0,52.0,1,right,MISS P. Washington driving Hook,[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,,,,,,,,,,,,,
191,PT10M24.00S,2025-01-15T03:09:01.6Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,21,39,2025-01-15T03:09:01Z,1900000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,190.0,,,,,1.0,0.0,1.0,,,,,,,,,,
192,PT10M20.00S,2025-01-15T03:09:07.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,92.32917214191852,57.35294117647059,1610612742,21,39,2025-01-15T03:09:11Z,1910000,False,37.0,20.0,1,right,MISS P. Washington Layup,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,,,,,,,,,,,
193,PT10M17.00S,2025-01-15T03:09:10.1Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,21,39,2025-01-15T03:09:11Z,1920000,False,,,0,,J. Strawther REBOUND (Off:0 Def:2),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,192.0,,,,,2.0,2.0,0.0,,,,,,,,,,
194,PT10M08.00S,2025-01-15T03:09:19.8Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612743,21,39,2025-01-15T03:09:36Z,1930000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Gordon 2 FT),"[203939, 203932]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Gordon,203932.0
196,PT10M08.00S,2025-01-15T03:09:47.3Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,21,40,2025-01-15T03:09:47Z,1950000,False,,,0,,A. Gordon Free Throw 1 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
197,PT10M08.00S,2025-01-15T03:09:48.9Z,2,REGULAR,substitution,out,[],203939,,,1610612743,21,40,2025-01-15T03:10:10Z,1960000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M08.00S,2025-01-15T03:09:48.9Z,2,REGULAR,substitution,out,[],203915,,,1610612743,21,40,2025-01-15T03:10:10Z,1970000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M08.00S,2025-01-15T03:09:48.9Z,2,REGULAR,substitution,in,[],202681,,,1610612743,21,40,2025-01-15T03:10:10Z,1980000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M08.00S,2025-01-15T03:09:48.9Z,2,REGULAR,substitution,in,[],1629655,,,1610612743,21,40,2025-01-15T03:10:10Z,1990000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M08.00S,2025-01-15T03:10:11.8Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,21,41,2025-01-15T03:10:11Z,2000000,False,,,0,,A. Gordon Free Throw 2 of 2 (4 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
203,PT09M59.00S,2025-01-15T03:10:24.2Z,2,REGULAR,foul,personal,['2freethrow'],1631124,,,1610612742,21,41,2025-01-15T03:10:34Z,2020000,False,,,0,,J. Strawther shooting personal FOUL (3 PF) (Irving 2 FT),"[1631124, 202681]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1627961.0,3.0,0.0,Irving,202681.0
205,PT09M59.00S,2025-01-15T03:10:56.7Z,2,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,21,41,2025-01-15T03:10:56Z,2040000,False,,,0,,MISS K. Irving Free Throw 1 of 2,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
206,PT09M59.00S,2025-01-15T03:10:56.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,21,41,2025-01-15T03:10:56Z,2050000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,
207,PT09M59.00S,2025-01-15T03:10:57.5Z,2,REGULAR,substitution,out,[],1631124,,,1610612742,21,41,2025-01-15T03:11:10Z,2060000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M59.00S,2025-01-15T03:10:57.5Z,2,REGULAR,substitution,in,[],1631128,,,1610612742,21,41,2025-01-15T03:11:10Z,2070000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M59.00S,2025-01-15T03:11:21.4Z,2,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,22,41,2025-01-15T03:11:21Z,2080000,False,,,0,,K. Irving Free Throw 2 of 2 (5 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
210,PT09M44.00S,2025-01-15T03:11:38.3Z,2,REGULAR,2pt,Jump Shot,[],203932,10.33180026281209,66.17647058823529,1610612743,22,41,2025-01-15T03:11:49Z,2090000,False,-81.0,45.0,1,left,MISS A. Gordon 9' turnaround Shot - blocked,"[203932, 202691]",1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,9.24,Missed,,,,,,,,,,,,Thompson,202691.0,,,,,
211,PT09M44.00S,2025-01-15T03:11:38.3Z,2,REGULAR,block,,[],202691,,,1610612743,22,41,2025-01-15T03:11:49Z,2100000,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
212,PT09M43.00S,2025-01-15T03:11:39.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,22,41,2025-01-15T03:11:49Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Left,,,210.0,,,,,,,,,,,,,,,,,
214,PT09M35.00S,2025-01-15T03:12:05.1Z,2,REGULAR,foul,personal,['2freethrow'],202691,,,1610612743,22,41,2025-01-15T03:12:19Z,2130000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Gordon 2 FT),"[202691, 203932]",1610612742.0,DAL,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Gordon,203932.0
216,PT09M35.00S,2025-01-15T03:12:34.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203932,,,1610612743,22,42,2025-01-15T03:12:34Z,2150000,False,,,0,,A. Gordon Free Throw 1 of 2 (5 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
217,PT09M35.00S,2025-01-15T03:12:55.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203932,,,1610612743,22,43,2025-01-15T03:12:55Z,2160000,False,,,0,,A. Gordon Free Throw 2 of 2 (6 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
218,PT09M19.00S,2025-01-15T03:13:13.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,85.62746386333771,61.274509803921575,1610612742,22,43,2025-01-15T03:13:18Z,2170000,False,56.0,83.0,1,right,MISS P. Washington 10' driving floating Shot,[1629023],1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Right,10.0,Missed,,,,,,,,,,,,,,,,,,
219,PT09M16.00S,2025-01-15T03:13:16.3Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,22,43,2025-01-15T03:13:18Z,2180000,False,,,0,,P. Washington REBOUND (Off:2 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Right,,,218.0,,,,,4.0,2.0,2.0,,,,,,,,,,
220,PT09M13.00S,2025-01-15T03:13:18.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202691,70.12155059132719,78.43137254901961,1610612742,25,43,2025-01-15T03:13:42Z,2190000,False,142.0,228.0,1,right,K. Thompson 26' 3PT pullup (3 PTS) (P. Washington 2 AST),"[202691, 1629023]",1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.9,Made,,3.0,P. Washington,1629023.0,2.0,,,,,,,,,,,,,
222,PT08M54.00S,2025-01-15T03:13:38.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,6.1268068331143235,47.05882352941176,1610612743,25,45,2025-01-15T03:13:43Z,2210000,False,15.0,5.0,1,left,D. Jordan alley-oop DUNK (3 PTS) (R. Westbrook 1 AST),"[201599, 201566]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1.56,Made,,3.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,
224,PT08M38.00S,2025-01-15T03:13:53.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,67.36202365308804,56.86274509803921,1610612742,25,45,2025-01-15T03:13:58Z,2230000,False,34.0,254.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
225,PT08M35.00S,2025-01-15T03:13:56.9Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,25,45,2025-01-15T03:13:58Z,2240000,False,,,0,,D. Jordan REBOUND (Off:2 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Center,,,224.0,,,,,3.0,1.0,2.0,,,,,,,,,,
226,PT08M29.00S,2025-01-15T03:14:04.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,6.783837056504599,46.32352941176471,1610612743,25,45,2025-01-15T03:14:26Z,2250000,False,18.0,11.0,1,left,MISS D. Jordan alley-oop DUNK,[201599],1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,,
227,PT08M28.00S,2025-01-15T03:14:05.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,25,45,2025-01-15T03:14:26Z,2260000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,226.0,,,,,,,,,,,,,,,,,
229,PT08M10.00S,2025-01-15T03:14:37.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,85.3646517739816,41.911764705882355,1610612742,27,45,2025-01-15T03:14:43Z,2280000,False,-40.0,85.0,1,right,N. Marshall 9' driving floating Jump Shot (2 PTS) (P. Washington 3 AST),"[1630230, 1629023]",1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,9.42,Made,,2.0,P. Washington,1629023.0,3.0,,,,,,,,,,,,,
230,PT07M52.00S,2025-01-15T03:14:55.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,7.178055190538765,50.49019607843137,1610612743,27,47,2025-01-15T03:14:59Z,2290000,False,-2.0,15.0,1,left,D. Jordan alley-oop DUNK (5 PTS) (R. Westbrook 2 AST),"[201599, 201566]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1.52,Made,,5.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,
232,PT07M40.00S,2025-01-15T03:15:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.64323258869908,56.127450980392155,1610612742,27,47,2025-01-15T03:15:43Z,2310000,False,31.0,7.0,1,right,MISS D. Gafford driving Layup - blocked,"[1629655, 201599]",1610612742.0,DAL,driving,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,Jordan,201599.0,,,,,
233,PT07M40.00S,2025-01-15T03:15:06.4Z,2,REGULAR,block,,[],201599,,,1610612742,27,47,2025-01-15T03:15:08Z,2320000,False,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT07M39.00S,2025-01-15T03:15:07.4Z,2,REGULAR,rebound,offensive,[],202681,,,1610612742,27,47,2025-01-15T03:15:13Z,2330000,False,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,232.0,,,,,3.0,2.0,1.0,,,,,,,,,,
235,PT07M39.00S,2025-01-15T03:15:11.3Z,2,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612742,27,47,2025-01-15T03:15:33Z,2340000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Irving 2 FT),"[1631212, 202681]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Irving,202681.0
237,PT07M39.00S,2025-01-15T03:15:41.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202681,,,1610612742,28,47,2025-01-15T03:15:41Z,2360000,False,,,0,,K. Irving Free Throw 1 of 2 (6 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
238,PT07M39.00S,2025-01-15T03:15:41.5Z,2,REGULAR,substitution,out,[],1630230,,,1610612742,28,47,2025-01-15T03:16:00Z,2370000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M39.00S,2025-01-15T03:15:41.5Z,2,REGULAR,substitution,out,[],1629655,,,1610612742,28,47,2025-01-15T03:16:00Z,2380000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M39.00S,2025-01-15T03:15:41.5Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,28,47,2025-01-15T03:16:00Z,2390000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M39.00S,2025-01-15T03:15:41.5Z,2,REGULAR,substitution,in,[],1629656,,,1610612742,28,47,2025-01-15T03:16:00Z,2400000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M39.00S,2025-01-15T03:16:14.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202681,,,1610612742,29,47,2025-01-15T03:16:14Z,2410000,False,,,0,,K. Irving Free Throw 2 of 2 (7 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
243,PT07M17.00S,2025-01-15T03:16:43.6Z,2,REGULAR,2pt,Jump Shot,[],201566,14.799605781865965,70.09803921568627,1610612743,29,47,2025-01-15T03:17:16Z,2420000,False,-100.0,87.0,1,left,MISS R. Westbrook 13' pullup bank Shot,[201566],1610612743.0,DEN,pullup bank,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,13.27,Missed,,,,,,,,,,,,,,,,,,
245,PT07M17.00S,2025-01-15T03:16:43.6Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,29,47,2025-01-15T03:17:53Z,2440000,False,,,0,,D. Jordan REBOUND (Off:3 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,243.0,,,,,4.0,1.0,3.0,,,,,,,,,,
246,PT07M11.00S,2025-01-15T03:16:48.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201599,5.590000152587891,50.0,1610612743,29,49,2025-01-15T03:17:04Z,2450000,False,0.0,0.0,1,left,D. Jordan tip Layup (7 PTS),[201599],1610612743.0,DEN,tip,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.0,Made,,7.0,,,,,,,,,,,,,,,,
247,PT06M54.00S,2025-01-15T03:17:05.3Z,2,REGULAR,3pt,Jump Shot,[],1629656,74.19513797634691,13.480392156862745,1610612742,32,49,2025-01-15T03:17:09Z,2460000,False,-183.0,190.0,1,right,Q. Grimes 26' 3PT  (5 PTS) (M. Kleber 1 AST),"[1629656, 1628467]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,26.36,Made,,5.0,M. Kleber,1628467.0,1.0,,,,,,,,,,,,,
249,PT06M42.00S,2025-01-15T03:17:19.9Z,2,REGULAR,foul,personal,['2freethrow'],202681,,,1610612743,32,49,2025-01-15T03:17:28Z,2480000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Jordan 2 FT),"[202681, 201599]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Jordan,201599.0
251,PT06M42.00S,2025-01-15T03:17:40.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,32,49,2025-01-15T03:17:40Z,2500000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M42.00S,2025-01-15T03:17:42.9Z,2,REGULAR,substitution,out,[],202691,,,1610612743,32,49,2025-01-15T03:20:42Z,2510000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M42.00S,2025-01-15T03:17:42.9Z,2,REGULAR,substitution,out,[],201566,,,1610612743,32,49,2025-01-15T03:20:42Z,2520000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M42.00S,2025-01-15T03:17:42.9Z,2,REGULAR,substitution,out,[],203932,,,1610612743,32,49,2025-01-15T03:20:42Z,2530000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M42.00S,2025-01-15T03:17:42.9Z,2,REGULAR,substitution,in,[],1630702,,,1610612743,32,49,2025-01-15T03:20:42Z,2540000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
