actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
55,PT07M18.00S,2025-02-28T01:49:51.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,92.59198423127464,42.15686274509804,1610612766,12,7,2025-02-28T01:50:08Z,540000,False,-39.0,17.0,1,right,MISS M. Bridges driving floating bank Shot,[1628970],1610612766.0,CHA,driving floating bank,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,4.28,Missed,,,,,,,,,,
56,PT07M16.00S,2025-02-28T01:49:53.5Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,12,7,2025-02-28T01:49:56Z,550000,False,,,0,,M. Brown REBOUND (Off:0 Def:2),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,
57,PT07M03.00S,2025-02-28T01:50:06.2Z,1,REGULAR,3pt,Jump Shot,[],1630230,8.015768725361367,96.83670343137256,1610612742,12,7,2025-02-28T01:50:14Z,560000,False,-234.0,23.0,1,left,MISS N. Marshall 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,,,,,,,23.53,Missed,,,,,,,,,,
58,PT07M01.00S,2025-02-28T01:50:08.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,12,7,2025-02-28T01:50:14Z,570000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,
59,PT06M54.00S,2025-02-28T01:50:13.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628970,85.67674113009198,69.140625,1610612766,12,7,2025-02-28T01:50:53Z,580000,False,96.0,82.0,1,right,MISS M. Bridges 12' driving floating bank Shot,[1628970],1610612766.0,CHA,driving floating bank,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,12.61,Missed,,,,,,,,,,
60,PT06M54.00S,2025-02-28T01:50:13.8Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,12,7,2025-02-28T01:50:53Z,590000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,
61,PT06M45.00S,2025-02-28T01:50:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,5.732588699080158,50.245098039215684,1610612742,14,7,2025-02-28T01:51:40Z,600000,False,-1.0,1.0,1,left,M. Brown cutting Layup (6 PTS) (M. Christie 2 AST),"[1629650, 1631108]",1610612742.0,DAL,cutting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,0.18,Made,,,,,6.0,M. Christie,1631108.0,2.0,,
63,PT06M45.00S,2025-02-28T01:50:28.7Z,1,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612742,14,7,2025-02-28T01:50:49Z,620000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Brown 1 FT),"[1628970, 1629650]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,204058.0,1.0,0.0,Brown,1629650.0,,,,,,,,,,,,
65,PT06M45.00S,2025-02-28T01:50:35.1Z,1,REGULAR,substitution,out,[],202691,,,1610612742,14,7,2025-02-28T01:50:47Z,640000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M45.00S,2025-02-28T01:50:35.1Z,1,REGULAR,substitution,out,[],1642354,,,1610612742,14,7,2025-02-28T01:50:47Z,650000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M45.00S,2025-02-28T01:50:35.1Z,1,REGULAR,substitution,in,[],203957,,,1610612742,14,7,2025-02-28T01:50:47Z,660000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M45.00S,2025-02-28T01:50:35.1Z,1,REGULAR,substitution,in,[],1641878,,,1610612742,14,7,2025-02-28T01:50:47Z,670000,False,,,0,,SUB in: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M45.00S,2025-02-28T01:51:04.3Z,1,REGULAR,freethrow,1 of 1,[],1629650,,,1610612742,15,7,2025-02-28T01:51:04Z,680000,False,,,0,,M. Brown Free Throw 1 of 1 (7 PTS),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,Made,,,,,7.0,,,,,
70,PT06M33.00S,2025-02-28T01:51:17.1Z,1,REGULAR,3pt,Jump Shot,[],1641878,65.78515111695138,51.470588235294116,1610612766,15,7,2025-02-28T01:51:22Z,690000,False,7.0,269.0,1,right,MISS D. Baugh 26' bank 3PT,[1641878],1610612766.0,CHA,bank,,,Baugh,D. Baugh,,,,,Above the Break 3,24+ Center,,,,,,,,,26.92,Missed,,,,,,,,,,
71,PT06M31.00S,2025-02-28T01:51:19.1Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,15,7,2025-02-28T01:51:22Z,700000,False,,,0,,M. Brown REBOUND (Off:0 Def:3),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,70.0,3.0,3.0,0.0,,,,,,
72,PT06M24.00S,2025-02-28T01:51:26.8Z,1,REGULAR,3pt,Jump Shot,[],202681,31.750985545335087,26.96078431372549,1610612742,18,7,2025-02-28T01:52:35Z,710000,False,115.0,246.0,1,left,K. Irving 27' 3PT  (3 PTS) (D. Exum 1 AST),"[202681, 203957]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,,27.16,Made,,,,,3.0,D. Exum,203957.0,1.0,,
74,PT06M11.00S,2025-02-28T01:51:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201959,93.38042049934296,51.9607843137255,1610612766,18,9,2025-02-28T01:51:44Z,730000,False,10.0,10.0,1,right,T. Gibson cutting Layup (2 PTS) (J. Green 1 AST),"[201959, 1630182]",1610612766.0,CHA,cutting,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,,,,,,,,,1.38,Made,,,,,2.0,J. Green,1630182.0,1.0,,
76,PT05M59.00S,2025-02-28T01:51:51.5Z,1,REGULAR,2pt,Jump Shot,[],202681,8.623521681997373,67.8921568627451,1610612742,18,9,2025-02-28T01:51:58Z,750000,False,-89.0,29.0,1,left,MISS K. Irving 9' driving floating bank Shot,[202681],1610612742.0,DAL,driving floating bank,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,,,,,,9.4,Missed,,,,,,,,,,
77,PT05M57.00S,2025-02-28T01:51:53.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,18,9,2025-02-28T01:51:58Z,760000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,76.0,2.0,2.0,0.0,,,,,,
78,PT05M54.00S,2025-02-28T01:51:59.7Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612766,18,9,2025-02-28T01:52:09Z,770000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Green 2 FT),"[202681, 1630182]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,,,,1204.0,1.0,0.0,Green,1630182.0,,,,,,,,,,,,
80,PT05M54.00S,2025-02-28T01:52:26.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630182,,,1610612766,18,10,2025-02-28T01:52:26Z,790000,False,,,0,,J. Green Free Throw 1 of 2 (4 PTS),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,Made,,,,,4.0,,,,,
81,PT05M54.00S,2025-02-28T01:52:27.1Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,18,10,2025-02-28T01:52:31Z,800000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M54.00S,2025-02-28T01:52:27.1Z,1,REGULAR,substitution,in,[],1629610,,,1610612766,18,10,2025-02-28T01:52:31Z,810000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M54.00S,2025-02-28T01:52:54.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630182,,,1610612766,18,10,2025-02-28T01:52:54Z,820000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
84,PT05M51.00S,2025-02-28T01:52:56.3Z,1,REGULAR,rebound,offensive,[],1629610,,,1610612766,18,10,2025-02-28T01:52:56Z,830000,False,,,0,,D. Jeffries REBOUND (Off:1 Def:0),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,83.0,1.0,0.0,1.0,,,,,,
