actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
37,PT08M08.00S,2025-02-13T02:47:58.7Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,12,6,2025-02-13T02:48:00Z,370000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,36.0,2.0,2.0,0.0,,,,,,,
38,PT08M04.00S,2025-02-13T02:48:02.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,31.488173455978973,58.57843137254902,1610612742,12,6,2025-02-13T02:48:13Z,380000,False,-43.0,243.0,1,left,MISS K. Thompson 24' running pullup 3PT,[202691],1610612742.0,DAL,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,24.73,Missed,,,,,,,,,,,,,,,
39,PT08M02.00S,2025-02-13T02:48:04.8Z,1,REGULAR,rebound,offensive,[],1641765,,,1610612742,12,6,2025-02-13T02:48:04Z,390000,False,,,0,,O. Prosper REBOUND (Off:1 Def:1),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Center,,,,,,,,,,38.0,2.0,1.0,1.0,,,,,,,
40,PT08M00.00S,2025-02-13T02:48:06.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631108,25.969119579500656,17.15686274509804,1610612742,15,6,2025-02-13T02:48:15Z,400000,False,164.0,192.0,1,left,M. Christie 25' 3PT  (3 PTS) (O. Prosper 2 AST),"[1631108, 1641765]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,25.23,Made,3.0,O. Prosper,1641765.0,2.0,,,,,,,,,,,
42,PT07M59.00S,2025-02-13T02:48:11.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,15,6,2025-02-13T02:48:15Z,420000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M42.00S,2025-02-13T02:52:00.6Z,1,REGULAR,3pt,Jump Shot,[],1627741,88.78120893561103,94.36274509803921,1610612744,15,9,2025-02-13T02:58:21Z,430000,False,222.0,53.0,1,right,B. Hield 3PT pullup (3 PTS) (J. Butler III 1 AST),"[1627741, 202710]",1610612744.0,GSW,pullup,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,,22.8,Made,3.0,J. Butler III,202710.0,1.0,,,,,,,,,,,
45,PT07M20.00S,2025-02-13T02:52:23.7Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612742,15,9,2025-02-13T02:55:54Z,450000,False,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 201939]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,1.0,Curry,201939.0,,,,,,,,,,,,,,,,,
46,PT07M20.00S,2025-02-13T02:52:23.7Z,1,REGULAR,steal,,[],201939,,,1610612744,15,9,2025-02-13T02:52:25Z,460000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M18.00S,2025-02-13T02:52:26.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202710,91.27792378449409,48.529411764705884,1610612744,15,9,2025-02-13T02:55:42Z,465000,False,-7.0,29.0,1,right,MISS J. Butler III running DUNK - blocked,"[202710, 202691]",1610612744.0,GSW,running,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,,3.04,Missed,,,,,,,,,Thompson,202691.0,,,,,
52,PT07M18.00S,2025-02-13T02:52:26.0Z,1,REGULAR,block,,[],202691,,,1610612744,15,9,2025-02-13T02:55:42Z,467500,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M17.00S,2025-02-13T02:52:27.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,15,9,2025-02-13T03:17:09Z,468750,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,51.0,,,,,,,,,,
49,PT07M17.00S,2025-02-13T02:52:53.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,15,9,2025-02-13T02:55:45Z,490000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M03.00S,2025-02-13T02:56:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630556,15.062417871222076,39.950980392156865,1610612742,17,9,2025-02-13T02:56:58Z,510000,False,50.0,89.0,1,left,K. Edwards 10' floating Jump Shot (2 PTS) (O. Prosper 3 AST),"[1630556, 1641765]",1610612742.0,DAL,floating,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,10.23,Made,2.0,O. Prosper,1641765.0,3.0,,,,,,,,,,,
56,PT06M42.00S,2025-02-13T02:56:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,93.11760840998686,49.01960784313725,1610612744,17,11,2025-02-13T02:56:54Z,530000,False,-5.0,12.0,1,right,D. Green driving Layup (2 PTS) (J. Butler III 2 AST),"[203110, 202710]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,1.31,Made,2.0,J. Butler III,202710.0,2.0,,,,,,,,,,,
58,PT06M28.00S,2025-02-13T02:57:03.9Z,1,REGULAR,2pt,Jump Shot,[],202681,14.273981603153747,69.11764705882352,1610612742,17,11,2025-02-13T02:57:10Z,550000,False,-96.0,82.0,1,left,MISS K. Irving 12' pullup Shot,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,12.58,Missed,,,,,,,,,,,,,,,
59,PT06M25.00S,2025-02-13T02:57:06.9Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,17,11,2025-02-13T02:57:10Z,560000,False,,,0,,Q. Post REBOUND (Off:1 Def:2),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Mid-Range,8-16 Left,,,,,,,,,,58.0,3.0,2.0,1.0,,,,,,,
60,PT06M14.00S,2025-02-13T02:57:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,84.62549277266754,38.90548406862745,1610612744,17,11,2025-02-13T02:57:25Z,570000,False,-55.0,92.0,1,right,MISS B. Hield 10' step back Shot,[1627741],1610612744.0,GSW,step back,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Left,,,,10.74,Missed,,,,,,,,,,,,,,,
61,PT06M11.00S,2025-02-13T02:57:20.7Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612742,17,11,2025-02-13T02:57:25Z,580000,False,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,
62,PT06M06.00S,2025-02-13T02:57:25.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,14.586070959264127,3.699448529411765,1610612742,17,11,2025-02-13T03:16:59Z,590000,False,232.0,85.0,1,left,MISS K. Thompson 24' running 3PT,[202691],1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,24.65,Missed,,,,,,,,,,,,,,,
63,PT06M02.00S,2025-02-13T02:57:29.9Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,17,11,2025-02-13T02:57:35Z,600000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,
64,PT05M54.00S,2025-02-13T02:57:42.0Z,1,REGULAR,foul,personal,['2freethrow'],1641765,,,1610612744,17,11,2025-02-13T02:57:51Z,610000,False,,,0,,O. Prosper shooting personal FOUL (1 PF) (Green 2 FT),"[1641765, 203110]",1610612742.0,DAL,shooting,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Green,203110.0
66,PT05M54.00S,2025-02-13T02:58:12.9Z,1,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,17,12,2025-02-13T02:58:13Z,630000,False,,,0,,D. Green Free Throw 1 of 2 (3 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
67,PT05M54.00S,2025-02-13T02:58:13.5Z,1,REGULAR,substitution,out,[],1630556,,,1610612744,17,12,2025-02-13T02:58:28Z,640000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M54.00S,2025-02-13T02:58:13.5Z,1,REGULAR,substitution,out,[],202691,,,1610612744,17,12,2025-02-13T02:58:28Z,650000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M54.00S,2025-02-13T02:58:13.5Z,1,REGULAR,substitution,out,[],202710,,,1610612744,17,12,2025-02-13T02:58:28Z,660000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M54.00S,2025-02-13T02:58:13.5Z,1,REGULAR,substitution,out,[],1642366,,,1610612744,17,12,2025-02-13T02:58:28Z,670000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M54.00S,2025-02-13T02:58:13.5Z,1,REGULAR,substitution,in,[],203915,,,1610612744,17,12,2025-02-13T02:58:28Z,680000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M54.00S,2025-02-13T02:58:13.5Z,1,REGULAR,substitution,in,[],1630230,,,1610612744,17,12,2025-02-13T02:58:28Z,690000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M54.00S,2025-02-13T02:58:13.5Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,17,12,2025-02-13T02:58:28Z,700000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M54.00S,2025-02-13T02:58:13.5Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,17,12,2025-02-13T02:58:28Z,710000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M54.00S,2025-02-13T02:58:31.9Z,1,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,17,13,2025-02-13T02:58:31Z,720000,False,,,0,,D. Green Free Throw 2 of 2 (4 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
76,PT05M45.00S,2025-02-13T02:58:48.5Z,1,REGULAR,foul,personal,[],1627780,,,1610612742,17,13,2025-02-13T02:59:38Z,730000,False,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 202681]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Irving,202681.0
78,PT05M45.00S,2025-02-13T02:58:56.8Z,1,REGULAR,substitution,out,[],203110,,,1610612742,17,13,2025-02-13T02:59:06Z,750000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M45.00S,2025-02-13T02:58:56.8Z,1,REGULAR,substitution,in,[],1630541,,,1610612742,17,13,2025-02-13T02:59:06Z,760000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M31.00S,2025-02-13T02:59:20.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641765,7.30946123521682,53.431372549019606,1610612742,19,13,2025-02-13T03:03:12Z,770000,False,-17.0,16.0,1,left,O. Prosper driving bank Hook (4 PTS),[1641765],1610612742.0,DAL,driving bank,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,2.36,Made,4.0,,,,,,,,,,,,,,
81,PT05M23.00S,2025-02-13T02:59:29.0Z,1,REGULAR,3pt,Jump Shot,[],201939,70.64717477003943,26.225490196078432,1610612744,19,16,2025-02-13T02:59:33Z,780000,False,-119.0,223.0,1,right,S. Curry 25' 3PT step back (5 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,25.31,Made,5.0,,,,,,,,,,,,,,
82,PT04M57.00S,2025-02-13T02:59:53.8Z,1,REGULAR,3pt,Jump Shot,[],202681,11.383048620236531,4.411764705882353,1610612742,22,16,2025-02-13T02:59:57Z,790000,False,228.0,55.0,1,left,K. Irving 3PT  (7 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,,23.43,Made,7.0,,,,,,,,,,,,,,
83,PT04M52.00S,2025-02-13T02:59:59.2Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,22,16,2025-02-13T03:00:19Z,800000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1641765]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,1.0,Prosper,1641765.0,,,,,,,,,,,,,,,,,
84,PT04M52.00S,2025-02-13T02:59:59.2Z,1,REGULAR,steal,,[],1641765,,,1610612742,22,16,2025-02-13T03:00:01Z,810000,False,,,0,,O. Prosper STEAL (1 STL),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
85,PT04M50.00S,2025-02-13T03:00:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,6.258212877792378,48.03921568627451,1610612742,24,16,2025-02-13T03:04:21Z,820000,False,10.0,6.0,1,left,K. Irving driving Layup (9 PTS) (O. Prosper 4 AST),"[202681, 1641765]",1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,1.17,Made,9.0,O. Prosper,1641765.0,4.0,,,,,,,,,,,
