actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
431,PT00M58.40S,2025-03-09T21:15:11.9Z,3,REGULAR,substitution,in,[],1630314,,,1610612756,84,93,2025-03-09T21:16:40Z,4280000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT00M57.20S,2025-03-09T21:16:55.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628960,7.703679369250986,52.94117647058824,1610612756,84,95,2025-03-09T21:17:00Z,4290000,False,-15.0,20.0,1,left,G. Allen cutting Layup (14 PTS) (R. O'Neale 1 AST),"[1628960, 1626220]",1610612756.0,PHX,cutting,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,2.47,Made,,,,,,,14.0,R. O'Neale,1626220.0,1.0,,
434,PT00M44.00S,2025-03-09T21:17:11.4Z,3,REGULAR,3pt,Jump Shot,[],1628997,67.09921156373193,50.0,1610612742,84,95,2025-03-09T21:17:16Z,4310000,False,0.0,257.0,1,right,MISS C. Martin 25' 3PT,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,25.68,Missed,,,,,,,,,,,,
435,PT00M40.90S,2025-03-09T21:17:14.5Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,84,95,2025-03-09T21:17:16Z,4320000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,,,,,,434.0,2.0,2.0,0.0,,,,,,,,
436,PT00M33.90S,2025-03-09T21:17:21.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201142,9.543363994743759,43.872549019607845,1610612756,84,97,2025-03-09T21:20:49Z,4330000,False,31.0,37.0,1,left,K. Durant driving Layup (19 PTS),[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.82,Made,,,,,,,19.0,,,,,
437,PT00M15.50S,2025-03-09T21:17:42.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,92.72339027595268,46.568627450980394,1610612742,86,97,2025-03-09T21:17:46Z,4340000,False,-17.0,16.0,1,right,B. Williams driving reverse Layup (13 PTS),[1630314],1610612742.0,DAL,driving reverse,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,,,,,,,2.34,Made,,,,,,,13.0,,,,,
438,PT00M00.10S,2025-03-09T21:18:03.2Z,3,REGULAR,3pt,Jump Shot,[],1626220,28.465834428383708,18.38235294117647,1610612756,86,97,2025-03-09T21:19:01Z,4350000,False,158.0,215.0,1,left,MISS R. O'Neale 26' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,,26.7,Missed,,,,,,,,,,,,
440,PT00M00.10S,2025-03-09T21:18:03.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,86,97,2025-03-09T21:19:01Z,4355000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,438.0,,,,,,,,,,,
439,PT00M00.00S,2025-03-09T21:18:12.0Z,3,REGULAR,period,end,[],0,,,1610612756,86,97,2025-03-09T21:19:01Z,4360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT12M00.00S,2025-03-09T21:19:49.8Z,4,REGULAR,substitution,out,['startperiod'],1630230,,,1610612756,86,97,2025-03-09T21:22:04Z,4370000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT12M00.00S,2025-03-09T21:19:49.8Z,4,REGULAR,substitution,out,['startperiod'],1630314,,,1610612756,86,97,2025-03-09T21:22:04Z,4380000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2025-03-09T21:19:49.8Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612756,86,97,2025-03-09T21:22:04Z,4390000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2025-03-09T21:19:49.8Z,4,REGULAR,substitution,in,['startperiod'],202691,,,1610612756,86,97,2025-03-09T21:22:04Z,4400000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2025-03-09T21:19:49.8Z,4,REGULAR,substitution,in,['startperiod'],203915,,,1610612756,86,97,2025-03-09T21:22:04Z,4410000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2025-03-09T21:19:49.8Z,4,REGULAR,substitution,in,['startperiod'],1626164,,,1610612756,86,97,2025-03-09T21:22:04Z,4420000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2025-03-09T21:21:57.1Z,4,REGULAR,period,start,[],0,,,1610612756,86,97,2025-03-09T21:22:05Z,4430000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT11M44.00S,2025-03-09T21:22:11.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.652431011826544,50.98039215686274,1610612756,86,99,2025-03-09T21:22:16Z,4440000,False,-5.0,10.0,1,left,M. Plumlee alley-oop DUNK (10 PTS) (G. Allen 3 AST),"[203486, 1628960]",1610612756.0,PHX,alley-oop,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,1.11,Made,,,,,,,10.0,G. Allen,1628960.0,3.0,,
450,PT11M31.00S,2025-03-09T21:22:25.0Z,4,REGULAR,2pt,Jump Shot,[],203957,77.4802890932983,70.09803921568627,1610612742,88,99,2025-03-09T21:22:30Z,4460000,False,100.0,159.0,1,right,D. Exum 18' step back Jump Shot (4 PTS),[203957],1610612742.0,DAL,step back,,,Exum,D. Exum,,,,,Mid-Range,16-24 Right Center,,,,,,,18.83,Made,,,,,,,4.0,,,,,
451,PT11M19.00S,2025-03-09T21:22:37.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,17.16491458607096,52.69607843137255,1610612756,88,99,2025-03-09T21:22:44Z,4470000,False,-13.0,109.0,1,left,MISS D. Booker 10' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.97,Missed,,,,,,,,,,,,
452,PT11M16.00S,2025-03-09T21:22:40.8Z,4,REGULAR,rebound,offensive,[],1626220,,,1610612756,88,99,2025-03-09T21:22:40Z,4480000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,451.0,3.0,2.0,1.0,,,,,,,,
453,PT11M12.00S,2025-03-09T21:22:43.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203486,5.863994743758213,48.77450980392157,1610612756,88,101,2025-03-09T21:22:48Z,4490000,False,6.0,3.0,1,left,M. Plumlee alley-oop DUNK (12 PTS) (T. Jones 2 AST),"[203486, 1626145]",1610612756.0,PHX,alley-oop,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,0.66,Made,,,,,,,12.0,T. Jones,1626145.0,2.0,,
455,PT10M54.00S,2025-03-09T21:23:01.3Z,4,REGULAR,3pt,Jump Shot,[],1631108,92.72339027595268,95.34313725490196,1610612742,88,101,2025-03-09T21:23:23Z,4510000,False,227.0,16.0,1,right,MISS M. Christie pullup 3PT,[1631108],1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,,,,,22.73,Missed,,,,,,,,,,,,
456,PT10M51.00S,2025-03-09T21:23:04.3Z,4,REGULAR,rebound,defensive,[],203486,,,1610612756,88,101,2025-03-09T21:23:06Z,4520000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:4),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,,,,,,,455.0,5.0,4.0,1.0,,,,,,,,
457,PT10M44.00S,2025-03-09T21:23:12.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,17.559132720105126,57.59803921568627,1610612756,88,101,2025-03-09T21:23:46Z,4530000,False,-38.0,113.0,1,left,MISS D. Booker 11' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.88,Missed,,,,,,,,,,,,
458,PT10M41.00S,2025-03-09T21:23:15.3Z,4,REGULAR,rebound,defensive,[],203957,,,1610612742,88,101,2025-03-09T21:23:17Z,4540000,False,,,0,,D. Exum REBOUND (Off:1 Def:1),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,457.0,2.0,1.0,1.0,,,,,,,,
459,PT10M30.00S,2025-03-09T21:23:26.6Z,4,REGULAR,3pt,Jump Shot,[],203957,78.79434954007884,90.93137254901961,1610612742,91,101,2025-03-09T21:23:30Z,4550000,False,205.0,147.0,1,right,D. Exum 25' 3PT  (7 PTS) (K. Thompson 4 AST),"[203957, 202691]",1610612742.0,DAL,,,,Exum,D. Exum,,,,,Above the Break 3,24+ Right Center,,,,,,,25.19,Made,,,,,,,7.0,K. Thompson,202691.0,4.0,,
461,PT10M07.00S,2025-03-09T21:23:48.9Z,4,REGULAR,3pt,Jump Shot,[],1626220,15.062417871222076,94.11764705882352,1610612756,91,104,2025-03-09T21:23:54Z,4570000,False,-221.0,89.0,1,left,R. O'Neale 3PT  (3 PTS) (G. Allen 4 AST),"[1626220, 1628960]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,,23.79,Made,,,,,,,3.0,G. Allen,1628960.0,4.0,,
463,PT09M54.00S,2025-03-09T21:24:02.4Z,4,REGULAR,2pt,Jump Shot,[],1628997,79.23784494086728,14.483762254901961,1610612742,91,104,2025-03-09T21:24:11Z,4590000,False,-178.0,143.0,1,right,MISS C. Martin 22' Jump Shot,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left Center,,,,,,,22.78,Missed,,,,,,,,,,,,
464,PT09M49.00S,2025-03-09T21:24:07.4Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612756,91,104,2025-03-09T21:24:11Z,4600000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:3),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Left Center,,,,,,,,,463.0,4.0,3.0,1.0,,,,,,,,
467,PT09M44.00S,2025-03-09T21:24:16.3Z,4,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612756,91,104,2025-03-09T21:24:33Z,4630000,False,,,0,,C. Martin shooting personal FOUL (2 PF) (Plumlee 2 FT),"[1628997, 203486]",1610612742.0,DAL,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1629178.0,2.0,0.0,Plumlee,203486.0,,,,,,,,,,,,,,,
469,PT09M44.00S,2025-03-09T21:24:40.1Z,4,REGULAR,freethrow,1 of 2,[],203486,,,1610612756,91,105,2025-03-09T21:24:40Z,4650000,False,,,0,,M. Plumlee Free Throw 1 of 2 (13 PTS),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,Made,,,,,,,13.0,,,,,
470,PT09M44.00S,2025-03-09T21:24:40.9Z,4,REGULAR,substitution,out,[],1628997,,,1610612756,91,105,2025-03-09T21:24:45Z,4660000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT09M44.00S,2025-03-09T21:24:40.9Z,4,REGULAR,substitution,in,[],1630230,,,1610612756,91,105,2025-03-09T21:24:45Z,4670000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT09M44.00S,2025-03-09T21:25:03.7Z,4,REGULAR,freethrow,2 of 2,[],203486,,,1610612756,91,105,2025-03-09T21:25:03Z,4680000,False,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
473,PT09M41.00S,2025-03-09T21:25:05.8Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,91,105,2025-03-09T21:25:05Z,4690000,False,,,0,,N. Marshall REBOUND (Off:0 Def:5),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,472.0,5.0,5.0,0.0,,,,,,,,
474,PT09M34.00S,2025-03-09T21:25:13.3Z,4,REGULAR,3pt,Jump Shot,[],203957,73.9323258869908,85.04901960784314,1610612742,94,105,2025-03-09T21:25:45Z,4700000,False,175.0,193.0,1,right,D. Exum 26' 3PT pullup (10 PTS),[203957],1610612742.0,DAL,pullup,,,Exum,D. Exum,,,,,Above the Break 3,24+ Right Center,,,,,,,26.03,Made,,,,,,,10.0,,,,,
475,PT09M20.00S,2025-03-09T21:25:27.2Z,4,REGULAR,3pt,Jump Shot,[],1628960,29.6484888304862,23.284313725490197,1610612756,94,105,2025-03-09T21:25:31Z,4710000,False,134.0,226.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,26.27,Missed,,,,,,,,,,,,
476,PT09M16.00S,2025-03-09T21:25:31.2Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,94,105,2025-03-09T21:25:31Z,4720000,False,,,0,,N. Marshall REBOUND (Off:0 Def:6),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,475.0,6.0,6.0,0.0,,,,,,,,
477,PT09M09.00S,2025-03-09T21:25:37.6Z,4,REGULAR,3pt,Jump Shot,[],202691,73.40670170827858,15.441176470588236,1610612742,97,105,2025-03-09T21:26:44Z,4730000,False,-173.0,197.0,1,right,K. Thompson 26' 3PT pullup (17 PTS),[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,26.24,Made,,,,,,,17.0,,,,,
478,PT09M00.00S,2025-03-09T21:25:50.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,97,105,2025-03-09T21:25:50Z,4740000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT09M00.00S,2025-03-09T21:25:51.3Z,4,REGULAR,substitution,out,[],203486,,,1610612756,97,105,2025-03-09T21:28:59Z,4750000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT09M00.00S,2025-03-09T21:25:51.3Z,4,REGULAR,substitution,in,[],201142,,,1610612756,97,105,2025-03-09T21:28:59Z,4760000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT08M51.00S,2025-03-09T21:29:32.1Z,4,REGULAR,3pt,Jump Shot,[],1628960,8.935611038107753,96.1014093137255,1610612756,97,108,2025-03-09T21:29:40Z,4770000,False,-231.0,31.0,1,left,G. Allen 3PT  (17 PTS) (R. O'Neale 2 AST),"[1628960, 1626220]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,,,,,23.26,Made,,,,,,,17.0,R. O'Neale,1626220.0,2.0,,
483,PT08M29.00S,2025-03-09T21:29:53.9Z,4,REGULAR,2pt,Jump Shot,[],203957,78.0059132720105,49.26470588235294,1610612742,97,108,2025-03-09T21:30:13Z,4790000,False,-4.0,154.0,1,right,MISS D. Exum 15' step back Shot,[203957],1610612742.0,DAL,step back,,,Exum,D. Exum,,,,,Mid-Range,8-16 Center,,,,,,,15.42,Missed,,,,,,,,,,,,
484,PT08M26.00S,2025-03-09T21:29:56.9Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612756,97,108,2025-03-09T21:30:00Z,4800000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:4),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Center,,,,,,,,,483.0,5.0,4.0,1.0,,,,,,,,
485,PT08M20.00S,2025-03-09T21:30:03.5Z,4,REGULAR,3pt,Jump Shot,[],1626164,23.603810775295663,87.74509803921569,1610612756,97,108,2025-03-09T21:30:07Z,4810000,False,-189.0,169.0,1,left,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,25.36,Missed,,,,,,,,,,,,
486,PT08M16.00S,2025-03-09T21:30:07.5Z,4,REGULAR,rebound,defensive,[],202691,,,1610612742,97,108,2025-03-09T21:30:07Z,4820000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,485.0,2.0,2.0,0.0,,,,,,,,
487,PT08M08.00S,2025-03-09T21:30:14.8Z,4,REGULAR,3pt,Jump Shot,[],1631108,74.72076215505913,84.80392156862744,1610612742,100,108,2025-03-09T21:30:24Z,4830000,False,174.0,185.0,1,right,M. Christie 25' 3PT  (12 PTS) (D. Exum 2 AST),"[1631108, 203957]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,,,,25.4,Made,,,,,,,12.0,D. Exum,203957.0,2.0,,
489,PT07M58.00S,2025-03-09T21:30:24.6Z,4,REGULAR,3pt,Jump Shot,[],1626164,4.5499342969776615,95.83333333333334,1610612756,100,108,2025-03-09T21:30:30Z,4850000,False,-229.0,-10.0,1,left,MISS D. Booker 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,,,,,,,22.94,Missed,,,,,,,,,,,,
490,PT07M55.00S,2025-03-09T21:30:27.6Z,4,REGULAR,rebound,defensive,[],202691,,,1610612742,100,108,2025-03-09T21:30:30Z,4860000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,489.0,3.0,3.0,0.0,,,,,,,,
491,PT07M46.00S,2025-03-09T21:30:36.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,91.93495400788436,50.73529411764706,1610612742,100,108,2025-03-09T21:30:40Z,4870000,False,4.0,23.0,1,right,MISS N. Marshall cutting Layup - blocked,"[1630230, 1628960]",1610612742.0,DAL,cutting,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,2.36,Missed,,,,,,,,,,,Allen,1628960.0
492,PT07M46.00S,2025-03-09T21:30:36.5Z,4,REGULAR,block,,[],1628960,,,1610612742,100,108,2025-03-09T21:30:38Z,4880000,False,,,0,,G. Allen BLOCK (2 BLK),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
493,PT07M44.00S,2025-03-09T21:30:38.5Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612756,100,108,2025-03-09T21:30:40Z,4890000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:5),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,491.0,6.0,5.0,1.0,,,,,,,,
494,PT07M41.00S,2025-03-09T21:30:41.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626164,7.046649145860711,49.01960784313725,1610612756,100,110,2025-03-09T21:30:47Z,4900000,False,5.0,14.0,1,left,D. Booker running DUNK (17 PTS) (R. O'Neale 3 AST),"[1626164, 1626220]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,1.45,Made,,,,,,,17.0,R. O'Neale,1626220.0,3.0,,
496,PT07M21.00S,2025-03-09T21:31:01.6Z,4,REGULAR,3pt,Jump Shot,[],202691,73.14388961892247,13.23529411764706,1610612742,100,110,2025-03-09T21:31:48Z,4920000,False,-184.0,200.0,1,right,MISS K. Thompson 27' pullup 3PT,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,27.16,Missed,,,,,,,,,,,,
497,PT07M18.00S,2025-03-09T21:31:04.6Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612756,100,110,2025-03-09T21:31:05Z,4930000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:6),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,496.0,7.0,6.0,1.0,,,,,,,,
498,PT07M07.00S,2025-03-09T21:31:16.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626164,12.828515111695138,42.15686274509804,1610612756,100,110,2025-03-09T21:31:23Z,4940000,False,39.0,68.0,1,left,MISS D. Booker 7' driving bank Hook,[1626164],1610612756.0,PHX,driving bank,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.86,Missed,,,,,,,,,,,,
499,PT07M04.00S,2025-03-09T21:31:19.1Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612742,100,110,2025-03-09T21:31:23Z,4950000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,498.0,1.0,1.0,0.0,,,,,,,,
500,PT07M00.00S,2025-03-09T21:31:22.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203957,92.9862023653088,48.03921568627451,1610612742,102,110,2025-03-09T21:31:31Z,4960000,False,-10.0,13.0,1,right,D. Exum running Layup (12 PTS) (N. Marshall 9 AST),"[203957, 1630230]",1610612742.0,DAL,running,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,,,,,1.66,Made,,,,,,,12.0,N. Marshall,1630230.0,9.0,,
502,PT06M35.00S,2025-03-09T21:31:48.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,6.652431011826544,62.254901960784316,1610612756,102,110,2025-03-09T21:32:41Z,4980000,False,-61.0,10.0,1,left,MISS K. Durant 6' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.21,Missed,,,,,,,,,,,,
503,PT06M29.00S,2025-03-09T21:31:54.8Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612742,102,110,2025-03-09T21:52:16Z,4990000,False,,,0,,M. Christie REBOUND (Off:0 Def:2),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,502.0,2.0,2.0,0.0,,,,,,,,
504,PT06M22.00S,2025-03-09T21:32:00.4Z,4,REGULAR,3pt,Jump Shot,[],203915,91.93495400788436,95.34313725490196,1610612742,102,110,2025-03-09T21:32:04Z,5000000,False,227.0,23.0,1,right,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,,,,,,,22.79,Missed,,,,,,,,,,,,
505,PT06M21.00S,2025-03-09T21:32:01.4Z,4,REGULAR,rebound,defensive,[],1626145,,,1610612756,102,110,2025-03-09T21:32:08Z,5010000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,,,,,,504.0,2.0,2.0,0.0,,,,,,,,
506,PT06M05.00S,2025-03-09T21:32:18.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,14.273981603153747,50.245098039215684,1610612756,102,112,2025-03-09T21:32:24Z,5020000,False,-1.0,82.0,1,left,D. Booker 8' driving floating Jump Shot (19 PTS),[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.17,Made,,,,,,,19.0,,,,,
507,PT06M05.00S,2025-03-09T21:32:21.5Z,4,REGULAR,foul,personal,['1freethrow'],203957,,,1610612756,102,112,2025-03-09T21:32:54Z,5030000,False,,,0,,D. Exum shooting personal FOUL (3 PF) (Booker 1 FT),"[203957, 1626164]",1610612742.0,DAL,shooting,,,Exum,D. Exum,,,,,In The Paint (Non-RA),8-16 Center,1627962.0,3.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
509,PT06M05.00S,2025-03-09T21:32:27.7Z,4,REGULAR,substitution,out,[],203957,,,1610612756,102,112,2025-03-09T21:32:53Z,5050000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT06M05.00S,2025-03-09T21:32:27.7Z,4,REGULAR,substitution,out,[],1628960,,,1610612756,102,112,2025-03-09T21:32:53Z,5060000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT06M05.00S,2025-03-09T21:32:27.7Z,4,REGULAR,substitution,in,[],1630556,,,1610612756,102,112,2025-03-09T21:32:53Z,5070000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT06M05.00S,2025-03-09T21:32:27.7Z,4,REGULAR,substitution,in,[],203078,,,1610612756,102,112,2025-03-09T21:32:53Z,5080000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT06M05.00S,2025-03-09T21:33:02.4Z,4,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,102,113,2025-03-09T21:33:02Z,5090000,False,,,0,,D. Booker Free Throw 1 of 1 (20 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,Made,,,,,,,20.0,,,,,
