actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
511,PT00M00.40S,2025-03-16T18:47:03.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,86,98,2025-03-16T18:47:11Z,5100000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,510.0,,,,,,,,,,,,
512,PT00M00.00S,2025-03-16T18:47:08.6Z,3,REGULAR,period,end,[],0,,,1610612742,86,98,2025-03-16T18:47:08Z,5110000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2025-03-16T18:48:48.7Z,4,REGULAR,substitution,out,['startperiod'],1631108,,,1610612742,86,98,2025-03-16T18:49:35Z,5120000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,,,,,,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-03-16T18:48:48.7Z,4,REGULAR,substitution,out,['startperiod'],1630230,,,1610612742,86,98,2025-03-16T18:49:35Z,5130000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-03-16T18:48:48.7Z,4,REGULAR,substitution,in,['startperiod'],1630556,,,1610612742,86,98,2025-03-16T18:49:35Z,5140000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2025-03-16T18:48:48.7Z,4,REGULAR,substitution,in,['startperiod'],202691,,,1610612742,86,98,2025-03-16T18:49:35Z,5150000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2025-03-16T18:49:45.7Z,4,REGULAR,period,start,[],0,,,1610612742,86,98,2025-03-16T18:49:45Z,5160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT11M42.00S,2025-03-16T18:50:03.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,11.514454664914586,50.49019607843137,1610612742,88,98,2025-03-16T18:50:21Z,5170000,False,-2.0,56.0,1,left,S. Dinwiddie driving floating Jump Shot (8 PTS) (B. Williams 2 AST),"[203915, 1630314]",1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,Made,8.0,5.58,,,,,B. Williams,1630314.0,2.0,,,,,,
520,PT11M42.00S,2025-03-16T18:50:05.9Z,4,REGULAR,foul,personal,['1freethrow'],1641720,,,1610612742,88,98,2025-03-16T18:50:15Z,5190000,False,,,0,,J. Hood-Schifino shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[1641720, 203915]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202056.0,1.0,0.0,Hood-Schifino,J. Hood-Schifino,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
522,PT11M42.00S,2025-03-16T18:50:23.6Z,4,REGULAR,freethrow,1 of 1,[],203915,,,1610612742,89,98,2025-03-16T18:50:23Z,5210000,False,,,0,,S. Dinwiddie Free Throw 1 of 1 (9 PTS),[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,Made,9.0,,,,,,,,,,,,,,
523,PT11M20.00S,2025-03-16T18:50:47.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,90.62089356110381,60.049019607843135,1610612755,89,100,2025-03-16T18:50:52Z,5220000,False,50.0,36.0,1,right,O. Brissett 6' driving Layup (11 PTS),[1629052],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Brissett,O. Brissett,,,Made,11.0,6.16,,,,,,,,,,,,,
524,PT11M03.00S,2025-03-16T18:51:04.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.835085413929041,46.32352941176471,1610612742,89,100,2025-03-16T18:51:13Z,5230000,False,18.0,21.0,1,left,MISS P. Washington driving Layup,[1629023],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,Missed,,2.8,,,,,,,,,,,,,
525,PT10M59.00S,2025-03-16T18:51:08.2Z,4,REGULAR,rebound,offensive,[],1630314,,,1610612742,89,100,2025-03-16T18:51:08Z,5240000,False,,,0,,B. Williams REBOUND (Off:1 Def:0),[1630314],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Williams,B. Williams,,,,,,524.0,1.0,0.0,1.0,,,,,,,,,
526,PT10M50.00S,2025-03-16T18:51:17.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630556,6.915243101182654,51.470588235294116,1610612742,91,100,2025-03-16T18:51:20Z,5250000,False,-7.0,13.0,1,left,K. Edwards driving reverse Layup (2 PTS) (S. Dinwiddie 5 AST),"[1630556, 203915]",1610612742.0,DAL,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Edwards,K. Edwards,,,Made,2.0,1.45,,,,,S. Dinwiddie,203915.0,5.0,,,,,,
528,PT10M50.00S,2025-03-16T18:51:22.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,91,100,2025-03-16T18:51:22Z,5270000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M28.00S,2025-03-16T18:54:39.7Z,4,REGULAR,2pt,Jump Shot,[],1641720,76.69185282522996,47.05882352941176,1610612755,91,102,2025-03-16T18:54:45Z,5280000,False,-15.0,167.0,1,right,J. Hood-Schifino 16' pullup Jump Shot (14 PTS) (C. Okeke 1 AST),"[1641720, 1629643]",1610612755.0,PHI,pullup,,,,,,Mid-Range,16-24 Center,,,,Hood-Schifino,J. Hood-Schifino,,,Made,14.0,16.72,,,,,C. Okeke,1629643.0,1.0,,,,,,
531,PT10M09.00S,2025-03-16T18:54:59.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,8.886333771353483,52.94117647058824,1610612742,91,102,2025-03-16T18:55:05Z,5300000,False,-15.0,31.0,1,left,MISS S. Dinwiddie turnaround Shot,[203915],1610612742.0,DAL,turnaround,,,,,,Restricted Area,0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,Missed,,3.43,,,,,,,,,,,,,
532,PT10M06.00S,2025-03-16T18:55:02.9Z,4,REGULAR,rebound,offensive,[],1630314,,,1610612742,91,102,2025-03-16T18:55:05Z,5310000,False,,,0,,B. Williams REBOUND (Off:2 Def:0),[1630314],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Williams,B. Williams,,,,,,531.0,2.0,0.0,2.0,,,,,,,,,
533,PT09M58.00S,2025-03-16T18:55:09.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630556,19.92444152431012,92.40196078431373,1610612742,94,102,2025-03-16T18:55:14Z,5320000,False,-212.0,135.0,1,left,K. Edwards 25' 3PT  (5 PTS) (S. Dinwiddie 6 AST),"[1630556, 203915]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Edwards,K. Edwards,,,Made,5.0,25.12,,,,,S. Dinwiddie,203915.0,6.0,,,,,,
535,PT09M44.00S,2025-03-16T18:55:24.3Z,4,REGULAR,3pt,Jump Shot,[],1641720,65.39093298291722,50.73529411764706,1610612755,94,105,2025-03-16T18:55:29Z,5340000,False,4.0,273.0,1,right,J. Hood-Schifino 27' 3PT  (17 PTS) (J. Dowtin Jr. 2 AST),"[1641720, 1630288]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Hood-Schifino,J. Hood-Schifino,,,Made,17.0,27.28,,,,,J. Dowtin Jr.,1630288.0,2.0,,,,,,
537,PT09M18.00S,2025-03-16T18:55:50.7Z,4,REGULAR,2pt,Jump Shot,[],1629023,9.329829172141919,68.65042892156863,1610612742,96,105,2025-03-16T18:56:15Z,5360000,False,-93.0,35.0,1,left,P. Washington 9' turnaround Jump Shot (27 PTS),[1629023],1610612742.0,DAL,turnaround,,,,,,Mid-Range,8-16 Left,,,,Washington,P. Washington,,,Made,27.0,9.97,,,,,,,,,,,,,
538,PT08M57.00S,2025-03-16T18:56:12.1Z,4,REGULAR,3pt,Jump Shot,[],1641720,69.20170827858082,66.91176470588235,1610612755,96,105,2025-03-16T18:56:39Z,5370000,False,85.0,237.0,1,right,MISS J. Hood-Schifino 25' pullup 3PT,[1641720],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Hood-Schifino,J. Hood-Schifino,,,Missed,,25.16,,,,,,,,,,,,,
539,PT08M55.00S,2025-03-16T18:56:14.1Z,4,REGULAR,rebound,defensive,[],203915,,,1610612742,96,105,2025-03-16T19:16:31Z,5380000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Dinwiddie,S. Dinwiddie,,,,,,538.0,2.0,2.0,0.0,,,,,,,,,
540,PT08M49.00S,2025-03-16T18:56:22.4Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203915,16.68856767411301,55.84022671568627,1610612742,98,105,2025-03-16T19:16:24Z,5390000,False,-29.0,104.0,1,left,S. Dinwiddie 10' driving floating Jump Shot (11 PTS),[203915],1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Dinwiddie,S. Dinwiddie,,,Made,11.0,10.84,,,,,,,,,,,,,
541,PT08M49.00S,2025-03-16T18:56:24.0Z,4,REGULAR,foul,personal,['1freethrow'],1629643,,,1610612742,98,105,2025-03-16T18:56:37Z,5400000,False,,,0,,C. Okeke shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[1629643, 203915]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,2530.0,1.0,0.0,Okeke,C. Okeke,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
543,PT08M49.00S,2025-03-16T18:56:32.0Z,4,REGULAR,substitution,out,[],1629023,,,1610612742,98,105,2025-03-16T18:56:44Z,5420000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,
544,PT08M49.00S,2025-03-16T18:56:32.0Z,4,REGULAR,substitution,in,[],1630230,,,1610612742,98,105,2025-03-16T18:56:44Z,5430000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
545,PT08M49.00S,2025-03-16T18:56:49.3Z,4,REGULAR,substitution,out,[],1630314,,,1610612742,98,105,2025-03-16T18:56:54Z,5440000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,
546,PT08M49.00S,2025-03-16T18:56:49.3Z,4,REGULAR,substitution,in,[],1631108,,,1610612742,98,105,2025-03-16T18:56:54Z,5450000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,,,,,,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,
547,PT08M49.00S,2025-03-16T18:57:13.0Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],203915,,,1610612742,98,105,2025-03-16T18:57:20Z,5460000,False,,,0,,MISS S. Dinwiddie Free Throw 1 of 1,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,Missed,,,,,,,,,,,,,,,
548,PT08M47.00S,2025-03-16T18:57:15.0Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612755,98,105,2025-03-16T18:57:20Z,5470000,False,,,0,,O. Brissett REBOUND (Off:2 Def:2),[1629052],1610612755.0,PHI,,,,,,,,,,,,Brissett,O. Brissett,,,,,,547.0,4.0,2.0,2.0,,,,,,,,,
549,PT08M34.00S,2025-03-16T18:57:26.9Z,4,REGULAR,3pt,Jump Shot,[],1629643,68.9388961892247,68.62745098039215,1610612755,98,108,2025-03-16T18:57:45Z,5480000,False,93.0,239.0,1,right,C. Okeke 25' 3PT pullup (5 PTS) (J. Hood-Schifino 1 AST),"[1629643, 1641720]",1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Okeke,C. Okeke,,,Made,5.0,25.7,,,,,J. Hood-Schifino,1641720.0,1.0,,,,,,
551,PT08M15.00S,2025-03-16T18:57:47.1Z,4,REGULAR,foul,personal,[],1642024,,,1610612742,98,108,2025-03-16T18:58:01Z,5500000,False,,,0,,A. Reese personal FOUL (3 PF),"[1642024, 203915]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,1155.0,3.0,0.0,Reese,A. Reese,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
553,PT08M15.00S,2025-03-16T18:57:53.6Z,4,REGULAR,substitution,out,[],1641720,,,1610612742,98,108,2025-03-16T18:58:01Z,5520000,False,,,0,,SUB out: J. Hood-Schifino,[1641720],1610612755.0,PHI,,,,,,,,,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,,,,,,,,
554,PT08M15.00S,2025-03-16T18:57:53.6Z,4,REGULAR,substitution,out,[],1642024,,,1610612742,98,108,2025-03-16T18:58:01Z,5530000,False,,,0,,SUB out: A. Reese,[1642024],1610612755.0,PHI,,,,,,,,,,,,Reese,A. Reese,,,,,,,,,,,,,,,,,,
555,PT08M15.00S,2025-03-16T18:57:53.6Z,4,REGULAR,substitution,in,[],1627824,,,1610612742,98,108,2025-03-16T18:58:01Z,5540000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,,,,,,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,
556,PT08M15.00S,2025-03-16T18:57:53.6Z,4,REGULAR,substitution,in,[],1641741,,,1610612742,98,108,2025-03-16T18:58:01Z,5550000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,
557,PT08M05.00S,2025-03-16T18:58:20.1Z,4,REGULAR,turnover,lost ball,[],203915,,,1610612742,98,108,2025-03-16T18:58:28Z,5560000,False,,,0,,S. Dinwiddie lost ball TURNOVER (1 TO),"[203915, 1630288]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,1.0,Dowtin Jr.,1630288.0,
558,PT08M05.00S,2025-03-16T18:58:20.1Z,4,REGULAR,steal,,[],1630288,,,1610612755,98,108,2025-03-16T18:58:21Z,5570000,False,,,0,,J. Dowtin Jr. STEAL (1 STL),[1630288],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,
559,PT08M03.00S,2025-03-16T18:58:22.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630288,94.30026281208936,49.01960784313725,1610612755,98,110,2025-03-16T18:58:28Z,5580000,False,-5.0,1.0,1,right,J. Dowtin Jr. running DUNK (12 PTS),[1630288],1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,Made,12.0,0.5,,,,,,,,,,,,,
561,PT07M54.00S,2025-03-16T18:58:31.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,6.652431011826544,48.28431372549019,1610612742,100,110,2025-03-16T18:59:07Z,5600000,False,9.0,10.0,1,left,N. Marshall driving floating Jump Shot (17 PTS) (S. Dinwiddie 7 AST),"[1630230, 203915]",1610612742.0,DAL,driving floating,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,Made,17.0,1.32,,,,,S. Dinwiddie,203915.0,7.0,,,,,,
563,PT07M49.00S,2025-03-16T18:58:39.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630288,88.5676741130092,43.65425857843137,1610612755,100,110,2025-03-16T18:59:33Z,5620000,False,-32.0,55.0,1,right,MISS J. Dowtin Jr. 6' driving floating Shot,[1630288],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,Missed,,6.35,,,,,,,,,,,,,
564,PT07M47.00S,2025-03-16T18:58:41.9Z,4,REGULAR,rebound,defensive,[],1630556,,,1610612742,100,110,2025-03-16T18:59:33Z,5630000,False,,,0,,K. Edwards REBOUND (Off:0 Def:7),[1630556],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edwards,K. Edwards,,,,,,563.0,7.0,7.0,0.0,,,,,,,,,
565,PT07M43.00S,2025-03-16T18:58:42.2Z,4,REGULAR,turnover,bad pass,[],1630556,,,1610612742,100,110,2025-03-16T18:58:46Z,5640000,False,,,0,,K. Edwards bad pass TURNOVER (1 TO),"[1630556, 1629643]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Center,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,
566,PT07M43.00S,2025-03-16T18:58:42.2Z,4,REGULAR,steal,,[],1629643,,,1610612755,100,110,2025-03-16T18:58:44Z,5650000,False,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Center,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,
567,PT07M40.00S,2025-03-16T18:58:44.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630288,92.32917214191852,52.450980392156865,1610612755,100,110,2025-03-16T18:58:57Z,5660000,False,12.0,20.0,1,right,MISS J. Dowtin Jr. Layup - blocked,"[1630288, 1630556]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,Missed,,2.31,,,,,,,,Edwards,1630556.0,,,,
568,PT07M40.00S,2025-03-16T18:58:44.8Z,4,REGULAR,block,,[],1630556,,,1610612755,100,110,2025-03-16T18:58:47Z,5670000,False,,,0,,K. Edwards BLOCK (1 BLK),[1630556],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
569,PT07M37.00S,2025-03-16T18:58:47.8Z,4,REGULAR,rebound,offensive,[],1629052,,,1610612755,100,110,2025-03-16T18:58:57Z,5680000,False,,,0,,O. Brissett REBOUND (Off:3 Def:2),[1629052],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Brissett,O. Brissett,,,,,,567.0,5.0,2.0,3.0,,,,,,,,,
570,PT07M35.00S,2025-03-16T18:58:49.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629052,94.40999984741211,50.0,1610612755,100,112,2025-03-16T18:58:49Z,5690000,False,0.0,0.0,1,right,O. Brissett putback Layup (13 PTS),[1629052],1610612755.0,PHI,putback,,,,,,Mid-Range,8-16 Left,,,,Brissett,O. Brissett,,,Made,13.0,0.0,,,,,,,,,,,,,
571,PT07M30.00S,2025-03-16T18:58:57.0Z,4,REGULAR,foul,personal,[],1641741,,,1610612742,100,112,2025-03-16T18:59:00Z,5700000,False,,,0,,R. Council IV personal FOUL (1 PF),"[1641741, 1630556]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,202056.0,1.0,0.0,Council IV,R. Council IV,Edwards,1630556.0,,,,,,,,,,,,,,,,
573,PT07M23.00S,2025-03-16T18:59:26.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203915,8.886333771353483,43.627450980392155,1610612742,100,112,2025-03-16T19:00:40Z,5720000,False,32.0,31.0,1,left,MISS S. Dinwiddie driving Hook,[203915],1610612742.0,DAL,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,Missed,,4.45,,,,,,,,,,,,,
574,PT07M23.00S,2025-03-16T18:59:26.0Z,4,REGULAR,rebound,defensive,[],1630288,,,1610612755,100,112,2025-03-16T18:59:29Z,5730000,False,,,0,,J. Dowtin Jr. REBOUND (Off:1 Def:2),[1630288],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,573.0,3.0,2.0,1.0,,,,,,,,,
575,PT07M09.00S,2025-03-16T18:59:39.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630288,82.21090670170827,50.0,1610612755,100,114,2025-03-16T19:00:58Z,5740000,False,0.0,115.0,1,right,J. Dowtin Jr. 11' step back Jump Shot (14 PTS),[1630288],1610612755.0,PHI,step back,,,,,,In The Paint (Non-RA),8-16 Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,Made,14.0,11.47,,,,,,,,,,,,,
576,PT07M08.00S,2025-03-16T18:59:48.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,100,114,2025-03-16T18:59:48Z,5750000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M08.00S,2025-03-16T19:00:33.4Z,4,REGULAR,substitution,out,[],1630556,,,1610612742,100,114,2025-03-16T19:02:36Z,5760000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
578,PT07M08.00S,2025-03-16T19:00:33.4Z,4,REGULAR,substitution,out,[],203915,,,1610612742,100,114,2025-03-16T19:02:36Z,5770000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
579,PT07M08.00S,2025-03-16T19:00:33.4Z,4,REGULAR,substitution,in,[],1629023,,,1610612742,100,114,2025-03-16T19:02:36Z,5780000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,
580,PT07M08.00S,2025-03-16T19:00:33.4Z,4,REGULAR,substitution,in,[],1630314,,,1610612742,100,114,2025-03-16T19:02:36Z,5790000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,
581,PT06M54.00S,2025-03-16T19:03:04.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,7.835085413929041,49.754901960784316,1610612742,100,114,2025-03-16T19:03:25Z,5800000,False,1.0,21.0,1,left,MISS P. Washington driving Hook,[1629023],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,Missed,,2.11,,,,,,,,,,,,,
582,PT06M51.00S,2025-03-16T19:03:07.8Z,4,REGULAR,rebound,offensive,[],1629023,,,1610612742,100,114,2025-03-16T19:03:13Z,5810000,False,,,0,,P. Washington REBOUND (Off:3 Def:8),[1629023],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,,,,581.0,11.0,8.0,3.0,,,,,,,,,
583,PT06M48.00S,2025-03-16T19:03:10.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202691,25.312089356110377,83.82352941176471,1610612742,103,114,2025-03-16T19:03:15Z,5820000,False,-169.0,185.0,1,left,K. Thompson 25' 3PT  (14 PTS) (N. Marshall 6 AST),"[202691, 1630230]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Thompson,K. Thompson,,,Made,14.0,25.09,,,,,N. Marshall,1630230.0,6.0,,,,,,
585,PT06M22.00S,2025-03-16T19:03:36.0Z,4,REGULAR,2pt,Jump Shot,[],1630288,76.69185282522996,47.30392156862745,1610612755,103,114,2025-03-16T19:03:40Z,5840000,False,-13.0,167.0,1,right,MISS J. Dowtin Jr. 16' pullup Shot,[1630288],1610612755.0,PHI,pullup,,,,,,Mid-Range,16-24 Center,,,,Dowtin Jr.,J. Dowtin Jr.,,,Missed,,16.71,,,,,,,,,,,,,
586,PT06M20.00S,2025-03-16T19:03:38.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,103,114,2025-03-16T19:03:40Z,5850000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,585.0,,,,,,,,,,,,
588,PT06M20.00S,2025-03-16T19:03:40.9Z,4,REGULAR,substitution,out,[],1630314,,,1610612742,103,114,2025-03-16T19:03:44Z,5870000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,
589,PT06M20.00S,2025-03-16T19:03:40.9Z,4,REGULAR,substitution,in,[],203915,,,1610612742,103,114,2025-03-16T19:03:44Z,5880000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
590,PT06M03.00S,2025-03-16T19:04:08.2Z,4,REGULAR,2pt,Jump Shot,[],202691,19.66162943495401,74.50980392156863,1610612742,105,114,2025-03-16T19:04:31Z,5890000,False,-123.0,132.0,1,left,K. Thompson 18' step back Jump Shot (16 PTS),[202691],1610612742.0,DAL,step back,,,,,,Mid-Range,16-24 Left Center,,,,Thompson,K. Thompson,,,Made,16.0,18.03,,,,,,,,,,,,,
591,PT05M40.00S,2025-03-16T19:04:30.2Z,4,REGULAR,3pt,Jump Shot,[],1641741,67.23061760840999,57.84313725490197,1610612755,105,117,2025-03-16T19:04:34Z,5900000,False,39.0,256.0,1,right,R. Council IV 25' 3PT  (11 PTS) (J. Dowtin Jr. 3 AST),"[1641741, 1630288]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Council IV,R. Council IV,,,Made,11.0,25.85,,,,,J. Dowtin Jr.,1630288.0,3.0,,,,,,
593,PT05M21.00S,2025-03-16T19:04:50.8Z,4,REGULAR,2pt,Jump Shot,[],202691,24.129434954007884,30.88235294117647,1610612742,107,117,2025-03-16T19:05:08Z,5920000,False,96.0,174.0,1,left,K. Thompson 19' step back Jump Shot (18 PTS) (M. Christie 3 AST),"[202691, 1631108]",1610612742.0,DAL,step back,,,,,,Mid-Range,16-24 Right Center,,,,Thompson,K. Thompson,,,Made,18.0,19.88,,,,,M. Christie,1631108.0,3.0,,,,,,
595,PT05M02.00S,2025-03-16T19:05:10.3Z,4,REGULAR,foul,personal,['2freethrow'],1631108,,,1610612755,107,117,2025-03-16T19:05:15Z,5940000,False,,,0,,M. Christie shooting personal FOUL (2 PF) (Council IV 2 FT),"[1631108, 1641741]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1155.0,2.0,0.0,Christie,M. Christie,Council IV,1641741.0,,,,,,,,,,,,,,,,
