actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
55,PT06M56.00S,2025-02-22T01:48:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,94.69448094612353,34.80392156862745,1610612740,14,14,2025-02-22T01:48:36Z,550000,False,-76.0,-3.0,1,right,MISS K. Olynyk 7' turnaround fadeaway Shot,[203482],1610612740.0,NOP,turnaround fadeaway,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
56,PT06M54.00S,2025-02-22T01:48:34.7Z,1,REGULAR,rebound,defensive,[],203957,,,1610612742,14,14,2025-02-22T01:48:36Z,560000,False,,,0,,D. Exum REBOUND (Off:0 Def:1),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,
57,PT06M51.00S,2025-02-22T01:48:38.7Z,1,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612742,14,14,2025-02-22T01:48:44Z,570000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Irving 2 FT),"[1629627, 202681]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,,,,,,,,,,1.0,0.0,Irving,202681.0
59,PT06M51.00S,2025-02-22T01:48:47.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,14,14,2025-02-22T01:48:47Z,590000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M51.00S,2025-02-22T01:50:34.9Z,1,REGULAR,substitution,out,[],1630556,,,1610612742,14,14,2025-02-22T01:51:47Z,600000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M51.00S,2025-02-22T01:50:34.9Z,1,REGULAR,substitution,out,[],203957,,,1610612742,14,14,2025-02-22T01:51:47Z,610000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M51.00S,2025-02-22T01:50:34.9Z,1,REGULAR,substitution,out,[],1629627,,,1610612742,14,14,2025-02-22T01:51:47Z,620000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M51.00S,2025-02-22T01:50:34.9Z,1,REGULAR,substitution,out,[],203482,,,1610612742,14,14,2025-02-22T01:51:47Z,630000,False,,,0,,SUB out: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M51.00S,2025-02-22T01:50:34.9Z,1,REGULAR,substitution,in,[],1641765,,,1610612742,14,14,2025-02-22T01:51:47Z,640000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M51.00S,2025-02-22T01:50:34.9Z,1,REGULAR,substitution,in,[],203915,,,1610612742,14,14,2025-02-22T01:51:47Z,650000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M51.00S,2025-02-22T01:50:34.9Z,1,REGULAR,substitution,in,[],1641722,,,1610612742,14,14,2025-02-22T01:51:47Z,660000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M51.00S,2025-02-22T01:50:34.9Z,1,REGULAR,substitution,in,[],1628971,,,1610612742,14,14,2025-02-22T01:51:47Z,670000,False,,,0,,SUB in: B. Brown,[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M51.00S,2025-02-22T01:51:58.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202681,,,1610612742,15,14,2025-02-22T01:51:58Z,680000,False,,,0,,K. Irving Free Throw 1 of 2 (4 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
69,PT06M51.00S,2025-02-22T01:52:19.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202681,,,1610612742,16,14,2025-02-22T01:52:19Z,690000,False,,,0,,K. Irving Free Throw 2 of 2 (5 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
70,PT06M40.00S,2025-02-22T01:52:40.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,94.03745072273325,47.549019607843135,1610612740,16,16,2025-02-22T01:52:46Z,700000,False,-12.0,4.0,1,right,Y. Missi cutting DUNK (2 PTS) (T. Murphy III 1 AST),"[1642274, 1630530]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1.28,Made,2.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,,,,,
72,PT06M16.00S,2025-02-22T01:53:04.4Z,1,REGULAR,2pt,Jump Shot,[],202691,19.44809461235217,77.22886029411765,1610612742,16,16,2025-02-22T01:53:43Z,720000,False,-136.0,130.0,1,left,MISS K. Thompson 18' step back Shot,[202691],1610612742.0,DAL,step back,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,18.84,Missed,,,,,,,,,,,,,,,,,,
73,PT06M13.00S,2025-02-22T01:53:07.4Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,16,16,2025-02-22T01:53:08Z,730000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Left Center,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,
74,PT06M04.00S,2025-02-22T01:53:16.4Z,1,REGULAR,2pt,Jump Shot,[],1630530,79.05716162943496,63.970588235294116,1610612740,16,16,2025-02-22T01:54:14Z,740000,False,70.0,144.0,1,right,MISS T. Murphy III 16' step back Shot,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,16.04,Missed,,,,,,,,,,,,,,,,,,
75,PT06M00.00S,2025-02-22T01:53:20.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,16,16,2025-02-22T01:53:26Z,750000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,
76,PT05M43.00S,2025-02-22T01:53:37.4Z,1,REGULAR,3pt,Jump Shot,[],202691,6.783837056504599,95.09803921568627,1610612742,19,16,2025-02-22T01:53:41Z,760000,False,-225.0,11.0,1,left,K. Thompson 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[202691, 203915]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,22.58,Made,3.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
78,PT05M33.00S,2025-02-22T01:53:51.0Z,1,REGULAR,foul,personal,[],202681,,,1610612740,19,16,2025-02-22T01:54:05Z,780000,False,,,0,,K. Irving personal FOUL (1 PF),"[202681, 203468]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,201246.0,,,,,,,,,,1.0,0.0,McCollum,203468.0
80,PT05M33.00S,2025-02-22T01:53:57.3Z,1,REGULAR,substitution,out,[],1629023,,,1610612740,19,16,2025-02-22T01:54:11Z,800000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M33.00S,2025-02-22T01:53:57.3Z,1,REGULAR,substitution,out,[],202691,,,1610612740,19,16,2025-02-22T01:54:11Z,810000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M33.00S,2025-02-22T01:53:57.3Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,19,16,2025-02-22T01:54:11Z,820000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M33.00S,2025-02-22T01:53:57.3Z,1,REGULAR,substitution,in,[],1631108,,,1610612740,19,16,2025-02-22T01:54:11Z,830000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M31.00S,2025-02-22T01:54:17.1Z,1,REGULAR,3pt,Jump Shot,[],203468,64.60249671484888,46.568627450980394,1610612740,19,16,2025-02-22T01:54:25Z,840000,False,-17.0,280.0,1,right,MISS C. McCollum 28' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,28.07,Missed,,,,,,,,,,,,,,,,,,
85,PT05M28.00S,2025-02-22T01:54:20.0Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,19,16,2025-02-22T01:54:20Z,850000,False,,,0,,Y. Missi REBOUND (Off:2 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Center,,,,,,,,84.0,5.0,3.0,2.0,,,,,,,,,
87,PT05M22.00S,2025-02-22T01:54:37.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641722,94.56307490144546,79.65686274509804,1610612740,19,16,2025-02-22T01:54:44Z,870000,False,148.0,-1.0,1,right,MISS J. Hawkins 14' Jump Shot,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Mid-Range,8-16 Right,14.83,Missed,,,,,,,,,,,,,,,,,,
