actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
15,PT10M44.00S,2025-01-25T22:42:13.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,75.64060446780552,86.51960784313727,1610612742,5,0,2025-01-25T22:42:22Z,150000,False,183.0,176.0,1,right,MISS K. Irving 25' running pullup 3PT,[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2025-01-25T22:42:16.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,5,0,2025-01-25T22:42:22Z,160000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M35.00S,2025-01-25T22:42:33.2Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612738,5,0,2025-01-25T22:42:38Z,190000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[1629655, 204001]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,1.0,0.0,Porziņģis,204001.0,,,,,,,,
21,PT10M35.00S,2025-01-25T22:42:50.0Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,5,1,2025-01-25T22:42:50Z,210000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (1 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
22,PT10M35.00S,2025-01-25T22:43:05.6Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,5,2,2025-01-25T22:43:05Z,220000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (2 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
24,PT10M22.00S,2025-01-25T22:43:23.4Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612742,5,2,2025-01-25T22:43:30Z,240000,False,,,0,,D. White shooting personal FOUL (1 PF) (Washington 2 FT),"[1628401, 1629023]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,1.0,0.0,Washington,1629023.0,,,,,,,,
26,PT10M22.00S,2025-01-25T22:43:50.9Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612742,5,2,2025-01-25T22:43:50Z,260000,False,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT10M22.00S,2025-01-25T22:43:50.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,5,2,2025-01-25T22:43:50Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,
28,PT10M22.00S,2025-01-25T22:44:14.4Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612742,6,2,2025-01-25T22:44:14Z,280000,False,,,0,,P. Washington Free Throw 2 of 2 (1 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
29,PT10M04.00S,2025-01-25T22:44:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.492115637319317,57.107843137254896,1610612738,6,4,2025-01-25T22:44:50Z,290000,False,-36.0,27.0,1,left,J. Holiday driving reverse Layup (2 PTS),[201950],1610612738.0,BOS,driving reverse,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,,,,,2.0,,,,,,,,,,,,,
31,PT09M54.00S,2025-01-25T22:44:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,92.32917214191852,52.94117647058824,1610612742,8,4,2025-01-25T22:44:56Z,310000,False,15.0,20.0,1,right,S. Dinwiddie driving finger roll Layup (5 PTS),[203915],1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,5.0,,,,,,,,,,,,,
32,PT09M42.00S,2025-01-25T22:44:59.9Z,1,REGULAR,3pt,Jump Shot,[],201950,14.14257555847569,2.696078431372549,1610612738,8,4,2025-01-25T22:45:04Z,320000,False,237.0,80.0,1,left,MISS J. Holiday 24' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,24.98,Missed,,,,,,,,,,,,,,,,,,
33,PT09M40.00S,2025-01-25T22:45:01.9Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,8,4,2025-01-25T22:45:04Z,330000,False,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Right Corner 3,24+ Right,,,32.0,3.0,3.0,0.0,,,,,,,,,,,,,,
34,PT09M33.00S,2025-01-25T22:45:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,91.40932982917214,49.26470588235294,1610612742,8,4,2025-01-25T22:45:15Z,340000,False,-4.0,28.0,1,right,MISS P. Washington driving finger roll Layup,[1629023],1610612742.0,DAL,driving finger roll,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,,,,,,,
36,PT09M33.00S,2025-01-25T22:45:09.1Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,8,4,2025-01-25T22:48:47Z,360000,False,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,34.0,4.0,3.0,1.0,,,,,,,,,,,,,,
37,PT09M29.00S,2025-01-25T22:45:13.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,92.85479632063075,48.529411764705884,1610612742,10,4,2025-01-25T22:45:18Z,370000,False,-7.0,15.0,1,right,D. Gafford putback Layup (2 PTS),[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,2.0,,,,,,,,,,,,,
38,PT09M21.00S,2025-01-25T22:45:21.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,31.882391590013142,32.59803921568628,1610612738,10,4,2025-01-25T22:48:38Z,380000,False,87.0,247.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
39,PT09M18.00S,2025-01-25T22:45:24.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,10,4,2025-01-25T22:45:27Z,390000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT09M11.00S,2025-01-25T22:45:32.6Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612742,10,4,2025-01-25T22:45:41Z,400000,False,,,0,,D. White shooting personal FOUL (2 PF) (Washington 2 FT),"[1628401, 1629023]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,1627534.0,2.0,0.0,Washington,1629023.0,,,,,,,,
42,PT09M11.00S,2025-01-25T22:45:59.1Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612742,10,4,2025-01-25T22:45:59Z,420000,False,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT09M11.00S,2025-01-25T22:45:59.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,10,4,2025-01-25T22:45:59Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,
44,PT09M11.00S,2025-01-25T22:46:21.3Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612742,11,4,2025-01-25T22:46:21Z,440000,False,,,0,,P. Washington Free Throw 2 of 2 (2 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
45,PT08M51.00S,2025-01-25T22:46:42.4Z,1,REGULAR,3pt,Jump Shot,[],201950,30.436925098554536,69.36274509803921,1610612738,11,4,2025-01-25T22:46:56Z,450000,False,-97.0,234.0,1,left,MISS J. Holiday 25' step back 3PT - blocked,"[201950, 1629655]",1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,Gafford,1629655.0,,,,,,
48,PT08M51.00S,2025-01-25T22:46:42.4Z,1,REGULAR,block,,[],1629655,,,1610612738,11,4,2025-01-25T22:46:56Z,452500,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
47,PT08M51.00S,2025-01-25T22:46:42.4Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,11,4,2025-01-25T22:47:14Z,455000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT08M41.00S,2025-01-25T22:46:54.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629023,91.5407358738502,50.245098039215684,1610612742,11,4,2025-01-25T22:50:05Z,460000,False,1.0,27.0,1,right,MISS P. Washington running finger roll Layup,[1629023],1610612742.0,DAL,running finger roll,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
49,PT08M41.00S,2025-01-25T22:46:54.7Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612742,11,4,2025-01-25T22:53:05Z,470000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,
51,PT08M33.00S,2025-01-25T22:47:17.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202681,78.53153745072274,34.31372549019608,1610612742,13,4,2025-01-25T22:47:24Z,490000,False,-78.0,149.0,1,right,K. Irving 16' pullup Jump Shot (4 PTS) (D. Gafford 1 AST),"[202681, 1629655]",1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,16.86,Made,,,,,4.0,,,,,,,,D. Gafford,1629655.0,1.0,,,
53,PT08M14.00S,2025-01-25T22:47:36.8Z,1,REGULAR,2pt,Jump Shot,[],1628369,12.040078843626807,21.813725490196077,1610612738,13,6,2025-01-25T22:51:54Z,510000,False,141.0,61.0,1,left,J. Tatum 15' turnaround fadeaway Jump Shot (2 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,15.34,Made,,,,,2.0,,,,,,,,,,,,,
55,PT08M01.00S,2025-01-25T22:47:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,92.19776609724047,53.67647058823529,1610612742,15,6,2025-01-25T22:47:56Z,530000,False,18.0,21.0,1,right,P. Washington driving Layup (4 PTS) (S. Dinwiddie 1 AST),"[1629023, 203915]",1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.78,Made,,,,,4.0,,,,,,,,S. Dinwiddie,203915.0,1.0,,,
57,PT08M01.00S,2025-01-25T22:47:56.1Z,1,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612742,15,6,2025-01-25T22:48:07Z,550000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Washington 1 FT),"[1627759, 1629023]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,1.0,0.0,Washington,1629023.0,,,,,,,,
59,PT08M01.00S,2025-01-25T22:48:02.9Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,15,6,2025-01-25T22:48:38Z,570000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT08M01.00S,2025-01-25T22:48:02.9Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,15,6,2025-01-25T22:48:38Z,580000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT08M01.00S,2025-01-25T22:48:32.5Z,1,REGULAR,freethrow,1 of 1,[],1629023,,,1610612742,16,6,2025-01-25T22:48:32Z,590000,False,,,0,,P. Washington Free Throw 1 of 1 (5 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
62,PT07M48.00S,2025-01-25T22:48:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,11.514454664914586,40.931372549019606,1610612738,16,8,2025-01-25T22:48:56Z,600000,False,45.0,56.0,1,left,J. Tatum 7' driving finger roll Layup (4 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,,,,,4.0,,,,,,,,,,,,,
63,PT07M36.00S,2025-01-25T22:48:58.6Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612742,16,8,2025-01-25T22:49:06Z,610000,False,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1628369]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0
64,PT07M36.00S,2025-01-25T22:48:58.6Z,1,REGULAR,steal,,[],1628369,,,1610612738,16,8,2025-01-25T22:49:00Z,620000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
65,PT07M33.00S,2025-01-25T22:49:02.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,7.178055190538765,50.49019607843137,1610612738,16,8,2025-01-25T22:49:11Z,630000,False,-2.0,15.0,1,left,MISS J. Tatum running Layup - blocked,"[1628369, 1628467]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,Kleber,1628467.0,,,,,,
66,PT07M33.00S,2025-01-25T22:49:02.2Z,1,REGULAR,block,,[],1628467,,,1610612738,16,8,2025-01-25T22:49:04Z,640000,False,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT07M30.00S,2025-01-25T22:49:05.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,16,8,2025-01-25T22:49:11Z,650000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,65.0,,,,,,,,,,,,,,,,,
69,PT07M12.00S,2025-01-25T22:49:33.8Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612742,16,8,2025-01-25T22:49:37Z,670000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 201950]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Holiday,201950.0
70,PT07M12.00S,2025-01-25T22:49:33.8Z,1,REGULAR,steal,,[],201950,,,1610612738,16,8,2025-01-25T22:49:35Z,680000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
71,PT07M03.00S,2025-01-25T22:49:42.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,21.50131406044678,75.0,1610612738,16,10,2025-01-25T22:49:47Z,690000,False,-125.0,150.0,1,left,J. Brown 19' pullup Jump Shot (2 PTS) (J. Holiday 1 AST),"[1627759, 201950]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,19.49,Made,,,,,2.0,,,,,,,,J. Holiday,201950.0,1.0,,,
73,PT06M41.00S,2025-01-25T22:50:04.9Z,1,REGULAR,3pt,Jump Shot,[],202691,79.89487516425756,92.67003676470588,1610612742,19,10,2025-01-25T22:53:27Z,710000,False,213.0,136.0,1,right,K. Thompson 25' 3PT pullup (3 PTS) (M. Kleber 1 AST),"[202691, 1628467]",1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.33,Made,,,,,3.0,,,,,,,,M. Kleber,1628467.0,1.0,,,
75,PT06M28.00S,2025-01-25T22:50:19.3Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612738,19,10,2025-01-25T22:51:55Z,730000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Brown 2 FT),"[202681, 1627759]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,,,,
77,PT06M28.00S,2025-01-25T22:50:53.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,19,10,2025-01-25T22:50:53Z,750000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M28.00S,2025-01-25T22:53:29.6Z,1,REGULAR,substitution,out,[],203915,,,1610612738,19,10,2025-01-25T22:53:45Z,760000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M28.00S,2025-01-25T22:53:29.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,19,10,2025-01-25T22:53:45Z,770000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M28.00S,2025-01-25T22:53:29.6Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,19,10,2025-01-25T22:53:45Z,780000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M28.00S,2025-01-25T22:53:29.6Z,1,REGULAR,substitution,in,[],1629656,,,1610612738,19,10,2025-01-25T22:53:45Z,790000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M28.00S,2025-01-25T22:53:29.6Z,1,REGULAR,substitution,in,[],201143,,,1610612738,19,10,2025-01-25T22:53:45Z,800000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M28.00S,2025-01-25T22:53:29.6Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,19,10,2025-01-25T22:53:45Z,810000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M28.00S,2025-01-25T22:54:13.7Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,19,11,2025-01-25T22:54:53Z,820000,False,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
86,PT06M28.00S,2025-01-25T22:54:13.7Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,19,11,2025-01-25T22:54:53Z,830000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
87,PT06M26.00S,2025-01-25T22:54:15.7Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,19,11,2025-01-25T22:54:53Z,840000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT06M12.00S,2025-01-25T22:54:50.4Z,1,REGULAR,3pt,Jump Shot,[],1628467,76.03482260183968,88.97058823529412,1610612742,19,11,2025-01-25T22:54:56Z,850000,False,195.0,173.0,1,right,MISS M. Kleber 26' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
89,PT06M09.00S,2025-01-25T22:54:53.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,19,11,2025-01-25T22:54:53Z,860000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
90,PT06M03.00S,2025-01-25T22:54:59.8Z,1,REGULAR,3pt,Jump Shot,[],204001,19.267411300919843,92.15686274509804,1610612738,19,14,2025-01-25T22:55:13Z,870000,False,-211.0,129.0,1,left,K. Porziņģis 24' 3PT  (5 PTS) (J. Brown 1 AST),"[204001, 1627759]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,24.69,Made,,,,,5.0,,,,,,,,J. Brown,1627759.0,1.0,,,
