actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
29,PT09M27.00S,2025-02-14T01:43:37.6Z,1,REGULAR,block,,[],203937,,,1610612742,4,2,2025-02-14T01:43:39Z,290000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M27.00S,2025-02-14T01:43:37.6Z,1,REGULAR,rebound,offensive,[],1631108,,,1610612742,4,2,2025-02-14T01:43:59Z,300000,False,,,0,,M. Christie REBOUND (Off:1 Def:0),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,
31,PT09M23.00S,2025-02-14T01:43:41.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203915,72.01051248357425,14.973958333333334,1610612742,4,2,2025-02-14T01:45:07Z,310000,False,-175.0,211.0,1,right,MISS S. Dinwiddie 27' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,27.39,Missed,,,,,,,,,,,,,,,
32,PT09M20.00S,2025-02-14T01:43:44.1Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,4,2,2025-02-14T01:44:02Z,320000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,
33,PT09M14.00S,2025-02-14T01:43:51.6Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,4,2,2025-02-14T01:44:02Z,330000,False,,,0,,T. Herro bad pass out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,1628172.0,,,,
34,PT09M00.00S,2025-02-14T01:44:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641765,92.59198423127464,51.9607843137255,1610612742,6,2,2025-02-14T01:44:18Z,340000,False,10.0,17.0,1,right,O. Prosper driving Layup (2 PTS) (M. Christie 1 AST),"[1641765, 1631108]",1610612742.0,DAL,driving,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,1.97,Made,,,,,,,2.0,M. Christie,1631108.0,1.0,,,,,
36,PT08M46.00S,2025-02-14T01:44:26.3Z,1,REGULAR,3pt,Jump Shot,[],1630558,29.6484888304862,28.676470588235293,1610612748,6,5,2025-02-14T01:44:30Z,360000,False,107.0,226.0,1,left,D. Mitchell 25' 3PT  (3 PTS) (J. Jaquez Jr. 1 AST),"[1630558, 1631170]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,25.01,Made,,,,,,,3.0,J. Jaquez Jr.,1631170.0,1.0,,,,,
38,PT08M26.00S,2025-02-14T01:44:46.3Z,1,REGULAR,turnover,lost ball,[],1631108,,,1610612742,6,5,2025-02-14T01:44:57Z,380000,False,,,0,,M. Christie lost ball TURNOVER (1 TO),"[1631108, 1629639]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Right,1.0,Herro,1629639.0,,,,,,,,,,,,,,,,,
39,PT08M26.00S,2025-02-14T01:44:46.3Z,1,REGULAR,steal,,[],1629639,,,1610612748,6,5,2025-02-14T01:48:28Z,390000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
40,PT08M20.00S,2025-02-14T01:44:52.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,31.488173455978973,30.392156862745097,1610612748,6,5,2025-02-14T01:46:59Z,400000,False,98.0,243.0,1,left,MISS T. Herro 26' running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,26.25,Missed,,,,,,,,,,,,,,,
41,PT08M16.00S,2025-02-14T01:44:55.9Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,6,5,2025-02-14T01:44:55Z,410000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,
42,PT08M06.00S,2025-02-14T01:45:06.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641765,93.64323258869908,51.225490196078425,1610612742,8,5,2025-02-14T01:45:11Z,420000,False,6.0,7.0,1,right,O. Prosper cutting Layup (4 PTS) (D. Exum 1 AST),"[1641765, 203957]",1610612742.0,DAL,cutting,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,0.95,Made,,,,,,,4.0,D. Exum,203957.0,1.0,,,,,
44,PT07M49.00S,2025-02-14T01:45:23.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,23.73521681997372,12.254901960784313,1610612748,8,5,2025-02-14T01:45:29Z,440000,False,189.0,171.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,25.44,Missed,,,,,,,,,,,,,,,
45,PT07M46.00S,2025-02-14T01:45:26.1Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612742,8,5,2025-02-14T01:45:29Z,450000,False,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT07M39.00S,2025-02-14T01:45:32.6Z,1,REGULAR,3pt,Jump Shot,[],203915,67.62483574244416,77.94117647058823,1610612742,8,5,2025-02-14T01:45:36Z,460000,False,140.0,252.0,1,right,MISS S. Dinwiddie 28' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,28.8,Missed,,,,,,,,,,,,,,,
47,PT07M36.00S,2025-02-14T01:45:35.6Z,1,REGULAR,rebound,defensive,[],203937,,,1610612748,8,5,2025-02-14T01:45:36Z,470000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,
48,PT07M25.00S,2025-02-14T01:45:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,7.703679369250986,49.26470588235294,1610612748,8,7,2025-02-14T01:45:52Z,480000,False,4.0,20.0,1,left,J. Jaquez Jr. driving Layup (2 PTS),[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,2.02,Made,,,,,,,2.0,,,,,,,,
49,PT07M15.00S,2025-02-14T01:45:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,94.1688567674113,50.98039215686274,1610612742,10,7,2025-02-14T01:46:02Z,490000,False,5.0,2.0,1,right,M. Christie driving finger roll Layup (4 PTS),[1631108],1610612742.0,DAL,driving finger roll,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,0.54,Made,,,,,,,4.0,,,,,,,,
50,PT07M06.00S,2025-02-14T01:46:09.3Z,1,REGULAR,foul,personal,['2freethrow'],203957,,,1610612748,10,7,2025-02-14T01:46:21Z,500000,False,,,0,,D. Exum shooting personal FOUL (1 PF) (Anderson 2 FT),"[203957, 203937]",1610612742.0,DAL,shooting,,,Exum,D. Exum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Anderson,203937.0
52,PT07M06.00S,2025-02-14T01:46:38.8Z,1,REGULAR,freethrow,1 of 2,[],203937,,,1610612748,10,8,2025-02-14T01:47:06Z,520000,False,,,0,,K. Anderson Free Throw 1 of 2 (1 PTS),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
53,PT07M06.00S,2025-02-14T01:46:42.5Z,1,REGULAR,substitution,out,[],203957,,,1610612748,10,8,2025-02-14T01:46:47Z,530000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M06.00S,2025-02-14T01:46:42.5Z,1,REGULAR,substitution,in,[],1630230,,,1610612748,10,8,2025-02-14T01:46:47Z,540000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M06.00S,2025-02-14T01:46:38.8Z,1,REGULAR,freethrow,2 of 2,[],203937,,,1610612748,10,8,2025-02-14T01:47:06Z,550000,False,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
56,PT07M04.00S,2025-02-14T01:46:40.8Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,10,8,2025-02-14T01:47:06Z,560000,False,,,0,,M. Christie REBOUND (Off:1 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,55.0,2.0,1.0,1.0,,,,,,,,,,,
57,PT06M56.00S,2025-02-14T01:47:11.2Z,1,REGULAR,3pt,Jump Shot,[],1631108,67.49342969776609,50.49019607843137,1610612742,10,8,2025-02-14T01:47:16Z,570000,False,2.0,253.0,1,right,MISS M. Christie 25' pullup 3PT,[1631108],1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,,25.31,Missed,,,,,,,,,,,,,,,
58,PT06M53.00S,2025-02-14T01:47:14.2Z,1,REGULAR,rebound,defensive,[],203937,,,1610612748,10,8,2025-02-14T01:47:16Z,580000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,,,
59,PT06M43.00S,2025-02-14T01:47:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,6.521024967148489,48.77450980392157,1610612748,10,10,2025-02-14T01:47:29Z,590000,False,6.0,9.0,1,left,J. Jaquez Jr. driving Layup (4 PTS),[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,1.07,Made,,,,,,,4.0,,,,,,,,
60,PT06M23.00S,2025-02-14T01:47:47.1Z,1,REGULAR,turnover,out-of-bounds,[],203915,,,1610612742,10,10,2025-02-14T01:47:51Z,600000,False,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612742.0,DAL,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,203593.0,,,,
61,PT06M23.00S,2025-02-14T01:47:51.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,10,10,2025-02-14T01:47:51Z,610000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M23.00S,2025-02-14T01:48:16.6Z,1,REGULAR,substitution,out,[],203915,,,1610612748,10,10,2025-02-14T01:50:58Z,620000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M23.00S,2025-02-14T01:48:16.6Z,1,REGULAR,substitution,in,[],1630702,,,1610612748,10,10,2025-02-14T01:50:58Z,630000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M09.00S,2025-02-14T01:51:17.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,16.770696452036795,39.705882352941174,1610612748,10,12,2025-02-14T01:51:47Z,640000,False,51.0,105.0,1,left,T. Herro 11' driving floating Jump Shot (2 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,11.7,Made,,,,,,,2.0,,,,,,,,
70,PT05M55.00S,2025-02-14T01:51:44.8Z,1,REGULAR,substitution,out,[],1642276,,,1610612742,10,12,2025-02-14T01:51:47Z,690000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M55.00S,2025-02-14T01:51:44.8Z,1,REGULAR,substitution,in,[],1631107,,,1610612742,10,12,2025-02-14T01:51:47Z,700000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M47.00S,2025-02-14T01:52:01.7Z,1,REGULAR,3pt,Jump Shot,[],1631108,67.23061760840999,67.15686274509804,1610612742,13,12,2025-02-14T01:53:01Z,710000,False,86.0,256.0,1,right,M. Christie 26' 3PT  (7 PTS) (N. Marshall 1 AST),"[1631108, 1630230]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,26.95,Made,,,,,,,7.0,N. Marshall,1630230.0,1.0,,,,,
74,PT05M25.00S,2025-02-14T01:52:25.8Z,1,REGULAR,foul,personal,['2freethrow'],1630702,,,1610612748,13,12,2025-02-14T01:52:39Z,730000,False,,,0,,J. Hardy shooting personal FOUL (1 PF) (Anderson 2 FT),"[1630702, 203937]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Anderson,203937.0
76,PT05M25.00S,2025-02-14T01:52:54.5Z,1,REGULAR,freethrow,1 of 2,[],203937,,,1610612748,13,13,2025-02-14T01:53:18Z,750000,False,,,0,,K. Anderson Free Throw 1 of 2 (2 PTS),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
77,PT05M25.00S,2025-02-14T01:52:57.9Z,1,REGULAR,substitution,out,[],1641765,,,1610612748,13,13,2025-02-14T01:53:04Z,760000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2025-02-14T01:52:57.9Z,1,REGULAR,substitution,in,[],1630314,,,1610612748,13,13,2025-02-14T01:53:04Z,770000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M25.00S,2025-02-14T01:52:54.5Z,1,REGULAR,freethrow,2 of 2,[],203937,,,1610612748,13,13,2025-02-14T01:53:18Z,780000,False,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
80,PT05M22.00S,2025-02-14T01:52:57.5Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612742,13,13,2025-02-14T01:53:18Z,790000,False,,,0,,K. Edwards REBOUND (Off:0 Def:2),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,
81,PT04M59.00S,2025-02-14T01:53:39.2Z,1,REGULAR,3pt,Jump Shot,[],1631108,69.85873850197109,28.676470588235293,1610612742,13,13,2025-02-14T01:53:43Z,800000,False,-107.0,231.0,1,right,MISS M. Christie 25' pullup 3PT,[1631108],1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,25.42,Missed,,,,,,,,,,,,,,,
82,PT04M56.00S,2025-02-14T01:53:42.0Z,1,REGULAR,rebound,defensive,[],203937,,,1610612748,13,13,2025-02-14T01:53:42Z,810000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,81.0,3.0,3.0,0.0,,,,,,,,,,,
83,PT04M49.00S,2025-02-14T01:53:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,5.338370565045992,44.6078431372549,1610612748,13,13,2025-02-14T01:54:07Z,820000,False,27.0,-2.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,2.71,Missed,,,,,,,,,,,,,,,
84,PT04M47.00S,2025-02-14T01:53:51.6Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,13,13,2025-02-14T01:54:07Z,830000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,
