actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
45,PT06M52.00S,2023-12-07T03:22:32.7Z,1,REGULAR,substitution,out,[],201935,,,1610612743,8,19,2023-12-07T03:22:35Z,450000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT06M52.00S,2023-12-07T03:22:32.7Z,1,REGULAR,substitution,in,[],201566,,,1610612743,8,19,2023-12-07T03:22:35Z,460000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT06M43.00S,2023-12-07T03:22:52.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.145203679369246,49.01960784313726,1610612743,8,21,2023-12-07T03:24:06Z,470000,False,5.0,15.0,1,left,A. Gordon alley-oop DUNK (6 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,6.0,N. Jokic,203999.0,3.0,,,,,,,,,
49,PT06M26.00S,2023-12-07T03:23:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,91.11366622864652,51.96078431372549,1610612746,8,21,2023-12-07T03:23:14Z,490000,False,10.0,31.0,1,right,MISS I. Zubac reverse Layup,[1627826],1610612746.0,LAC,reverse,,,Zubac,I. Zubac,,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,
50,PT06M20.00S,2023-12-07T03:23:14.6Z,1,REGULAR,rebound,offensive,[],201566,,,1610612746,8,21,2023-12-07T03:23:14Z,500000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,Restricted Area,0-8 Center,,,49.0,1.0,0.0,1.0,,,,,,,,,,,,,
51,PT06M20.00S,2023-12-07T03:23:13.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201566,94.40999984741211,50.0,1610612746,10,21,2023-12-07T03:23:16Z,510000,False,0.0,0.0,1,right,R. Westbrook tip Layup (2 PTS),[201566],1610612746.0,LAC,tip,,,Westbrook,R. Westbrook,,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,
52,PT06M07.00S,2023-12-07T03:23:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,16.606438896189218,52.450980392156865,1610612743,10,21,2023-12-07T03:23:34Z,520000,False,-12.0,104.0,1,left,MISS N. Jokic 10' floating Shot,[203999],1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Center,10.43,Missed,,,,,,,,,,,,,,,,,
53,PT06M06.00S,2023-12-07T03:23:28.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,10,21,2023-12-07T03:23:34Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,52.0,,,,,,,,,,,,,,,,
54,PT06M06.00S,2023-12-07T03:23:38.2Z,1,REGULAR,foul,personal,[],1627826,,,1610612743,10,21,2023-12-07T03:23:44Z,540000,False,,,0,,I. Zubac loose ball personal FOUL (1 PF),"[1627826, 203999]",1610612746.0,LAC,loose ball,,,Zubac,I. Zubac,,,,,1204.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Jokic,203999.0,,
56,PT06M06.00S,2023-12-07T03:23:44.0Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,10,21,2023-12-07T03:23:49Z,560000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M06.00S,2023-12-07T03:23:44.0Z,1,REGULAR,substitution,in,[],202704,,,1610612743,10,21,2023-12-07T03:23:49Z,570000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M01.00S,2023-12-07T03:23:57.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629008,21.20565045992116,52.450980392156865,1610612743,10,23,2023-12-07T03:24:02Z,580000,False,-12.0,147.0,1,left,M. Porter Jr. 14' fadeaway Jump Shot (5 PTS) (R. Jackson 1 AST),"[1629008, 202704]",1610612743.0,DEN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,,Mid-Range,8-16 Center,14.73,Made,,,,,5.0,R. Jackson,202704.0,1.0,,,,,,,,,
60,PT05M43.00S,2023-12-07T03:24:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,85.5946123521682,52.450980392156865,1610612746,12,23,2023-12-07T03:26:29Z,600000,False,12.0,83.0,1,right,K. Leonard 8' driving floating Jump Shot (4 PTS) (R. Westbrook 1 AST),"[202695, 201566]",1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,,In The Paint (Non-RA),8-16 Center,8.38,Made,,,,,4.0,R. Westbrook,201566.0,1.0,,,,,,,,,
62,PT05M25.00S,2023-12-07T03:24:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.933639947437584,50.0,1610612743,12,25,2023-12-07T03:24:40Z,620000,False,0.0,22.0,1,left,N. Jokic cutting finger roll Layup (8 PTS) (K. Caldwell-Pope 2 AST),"[203999, 203484]",1610612743.0,DEN,cutting finger roll,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,8.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,
64,PT05M11.00S,2023-12-07T03:24:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,91.11366622864652,56.127450980392155,1610612746,12,25,2023-12-07T03:24:51Z,640000,False,31.0,31.0,1,right,MISS I. Zubac Layup - blocked,"[1627826, 1629008]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,In The Paint (Non-RA),0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,Porter Jr.,1629008.0
65,PT05M11.00S,2023-12-07T03:24:46.4Z,1,REGULAR,block,,[],1629008,,,1610612746,12,25,2023-12-07T03:24:49Z,650000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
66,PT05M08.00S,2023-12-07T03:24:49.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,12,25,2023-12-07T03:24:51Z,660000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,
67,PT05M04.00S,2023-12-07T03:24:53.1Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,12,25,2023-12-07T03:24:56Z,670000,False,,,0,,N. Jokic lost ball TURNOVER (1 TO),"[203999, 1627826]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Zubac,1627826.0,,,,,,
68,PT05M04.00S,2023-12-07T03:24:53.1Z,1,REGULAR,steal,,[],1627826,,,1610612746,12,25,2023-12-07T03:24:55Z,680000,False,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
69,PT04M54.00S,2023-12-07T03:25:03.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,69.03745072273324,29.166666666666657,1610612746,15,25,2023-12-07T03:25:07Z,690000,False,-104.0,239.0,1,right,P. George 26' 3PT  (3 PTS) (K. Leonard 2 AST),"[202331, 202695]",1610612746.0,LAC,,,,George,P. George,,,,,,Above the Break 3,24+ Left Center,26.03,Made,,,,,3.0,K. Leonard,202695.0,2.0,,,,,,,,,
71,PT04M40.00S,2023-12-07T03:25:20.6Z,1,REGULAR,foul,personal,[],201566,,,1610612743,15,25,2023-12-07T03:25:25Z,710000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1629008]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,2882.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Porter Jr.,1629008.0,,
73,PT04M40.00S,2023-12-07T03:25:25.7Z,1,REGULAR,substitution,out,[],1629611,,,1610612743,15,25,2023-12-07T03:25:33Z,730000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M40.00S,2023-12-07T03:25:25.7Z,1,REGULAR,substitution,out,[],1627826,,,1610612743,15,25,2023-12-07T03:25:33Z,740000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M40.00S,2023-12-07T03:25:25.7Z,1,REGULAR,substitution,in,[],1628464,,,1610612743,15,25,2023-12-07T03:25:33Z,750000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M40.00S,2023-12-07T03:25:25.7Z,1,REGULAR,substitution,in,[],1626181,,,1610612743,15,25,2023-12-07T03:25:33Z,760000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M29.00S,2023-12-07T03:25:51.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,13.32128777923785,57.59803921568628,1610612743,15,25,2023-12-07T03:25:55Z,770000,False,-38.0,73.0,1,left,MISS N. Jokic 8' driving Hook,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Center,8.2,Missed,,,,,,,,,,,,,,,,,
78,PT04M27.00S,2023-12-07T03:25:53.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,15,25,2023-12-07T03:25:55Z,780000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,In The Paint (Non-RA),8-16 Center,,,77.0,2.0,1.0,1.0,,,,,,,,,,,,,
79,PT04M23.00S,2023-12-07T03:25:58.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",201566,83.09789750328515,43.627450980392155,1610612746,17,25,2023-12-07T03:26:05Z,790000,False,-32.0,106.0,1,right,R. Westbrook 11' running pullup Jump Shot (4 PTS),[201566],1610612746.0,LAC,running pullup,,,Westbrook,R. Westbrook,,,,,,In The Paint (Non-RA),8-16 Center,11.11,Made,,,,,4.0,,,,,,,,,,,,
80,PT04M11.00S,2023-12-07T03:26:10.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,34.21484888304862,28.431372549019613,1610612743,17,28,2023-12-07T03:26:13Z,800000,False,108.0,269.0,1,left,M. Porter Jr. 28' 3PT  (8 PTS) (N. Jokic 4 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Above the Break 3,24+ Right Center,28.99,Made,,,,,8.0,N. Jokic,203999.0,4.0,,,,,,,,,
82,PT03M53.00S,2023-12-07T03:26:27.3Z,1,REGULAR,3pt,Jump Shot,[],201566,95.18725361366623,5.392156862745097,1610612746,17,28,2023-12-07T03:26:30Z,820000,False,-223.0,-7.0,1,right,MISS R. Westbrook 3PT,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,Left Corner 3,24+ Left,22.31,Missed,,,,,,,,,,,,,,,,,
83,PT03M51.00S,2023-12-07T03:26:29.6Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,17,28,2023-12-07T03:26:29Z,830000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Left Corner 3,24+ Left,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,
84,PT03M44.00S,2023-12-07T03:26:37.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,32.637976346911955,30.14705882352942,1610612743,17,31,2023-12-07T03:32:47Z,840000,False,99.0,254.0,1,left,M. Porter Jr. 27' 3PT pullup (11 PTS) (K. Caldwell-Pope 3 AST),"[1629008, 203484]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,,Above the Break 3,24+ Right Center,27.3,Made,,,,,11.0,K. Caldwell-Pope,203484.0,3.0,,,,,,,,,
86,PT03M44.00S,2023-12-07T03:26:42.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,17,31,2023-12-07T03:26:42Z,860000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M44.00S,2023-12-07T03:29:33.3Z,1,REGULAR,substitution,out,[],203932,,,1610612746,17,31,2023-12-07T03:29:43Z,870000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
