actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
256,PT07M00.00S,2023-10-30T01:52:40.4Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,33,21,2023-10-30T01:52:43Z,2560000,False,,,0,,Z. Collins REBOUND (Off:0 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Center,,,,,,255.0,,,,,,,4.0,4.0,0.0,,,,,
257,PT06M55.00S,2023-10-30T01:52:45.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,34.477660972404735,42.15686274509803,1610612759,33,21,2023-10-30T01:52:52Z,2570000,False,39.0,272.0,1,left,MISS D. Vassell 27' running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,27.44,Missed,,,,,,,,,,,,,,,
258,PT06M53.00S,2023-10-30T01:52:47.3Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,33,21,2023-10-30T01:52:52Z,2580000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,,257.0,,,,,,,1.0,1.0,0.0,,,,,
259,PT06M45.00S,2023-10-30T01:52:57.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,86.38304862023654,53.67647058823529,1610612746,35,21,2023-10-30T01:53:03Z,2590000,False,18.0,75.0,1,right,K. Leonard 7' driving floating Jump Shot (7 PTS),[202695],1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,7.77,Made,,7.0,,,,,,,,,,,,,
260,PT06M45.00S,2023-10-30T01:53:00.1Z,2,REGULAR,foul,personal,['1freethrow'],1631110,,,1610612746,35,21,2023-10-30T01:53:05Z,2600000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Leonard 1 FT),"[1631110, 202695]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203054.0,1.0,0.0,Leonard,202695.0
262,PT06M45.00S,2023-10-30T01:53:20.5Z,2,REGULAR,substitution,out,[],1641705,,,1610612746,35,21,2023-10-30T01:54:38Z,2620000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M45.00S,2023-10-30T01:53:20.5Z,2,REGULAR,substitution,in,[],1630200,,,1610612746,35,21,2023-10-30T01:54:38Z,2630000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M45.00S,2023-10-30T01:53:48.9Z,2,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,36,21,2023-10-30T01:53:48Z,2640000,False,,,0,,K. Leonard Free Throw 1 of 1 (8 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,,
265,PT06M31.00S,2023-10-30T01:54:03.3Z,2,REGULAR,2pt,Jump Shot,[],1628380,14.635348226018394,76.9607843137255,1610612759,36,23,2023-10-30T01:54:10Z,2650000,False,-135.0,85.0,1,left,Z. Collins 15' bank Jump Shot (4 PTS),[1628380],1610612759.0,SAS,bank,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,,,,15.94,Made,,4.0,,,,,,,,,,,,,
266,PT06M04.00S,2023-10-30T01:54:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,88.74835742444152,44.607843137254896,1610612746,38,23,2023-10-30T01:55:01Z,2660000,False,-27.0,53.0,1,right,I. Zubac floating Jump Shot (8 PTS) (K. Leonard 2 AST),"[1627826, 202695]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,5.97,Made,,8.0,K. Leonard,202695.0,2.0,,,,,,,,,,
269,PT05M58.00S,2023-10-30T01:54:36.4Z,2,REGULAR,turnover,bad pass,[],1631110,,,1610612759,38,23,2023-10-30T01:54:42Z,2690000,False,,,0,,J. Sochan bad pass TURNOVER (3 TO),"[1631110, 201566]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Left,3.0,Westbrook,201566.0,,,,,,,,,,,,,,,,,
270,PT05M58.00S,2023-10-30T01:54:36.4Z,2,REGULAR,steal,,[],201566,,,1610612746,38,23,2023-10-30T01:54:39Z,2700000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
271,PT05M47.00S,2023-10-30T01:54:47.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201566,88.74835742444152,95.58823529411765,1610612746,41,23,2023-10-30T01:54:52Z,2710000,False,228.0,53.0,1,right,R. Westbrook 3PT  (5 PTS) (K. Leonard 3 AST),"[201566, 202695]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,23.4,Made,,5.0,K. Leonard,202695.0,3.0,,,,,,,,,,
273,PT05M30.00S,2023-10-30T01:55:04.1Z,2,REGULAR,3pt,Jump Shot,[],1629640,23.4395532194481,12.74509803921569,1610612759,41,23,2023-10-30T01:55:08Z,2730000,False,186.0,168.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,25.07,Missed,,,,,,,,,,,,,,,
274,PT05M28.00S,2023-10-30T01:55:06.1Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,41,23,2023-10-30T01:55:08Z,2740000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,273.0,,,,,,,2.0,2.0,0.0,,,,,
275,PT05M22.00S,2023-10-30T01:55:13.1Z,2,REGULAR,turnover,lost ball,[],201566,,,1610612746,41,23,2023-10-30T01:55:19Z,2750000,False,,,0,,R. Westbrook lost ball TURNOVER (1 TO),"[201566, 1631110]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,1.0,Sochan,1631110.0,,,,,,,,,,,,,,,,,
276,PT05M22.00S,2023-10-30T01:55:13.1Z,2,REGULAR,steal,,[],1631110,,,1610612759,41,23,2023-10-30T01:55:16Z,2760000,False,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
277,PT05M19.00S,2023-10-30T01:55:20.4Z,2,REGULAR,foul,personal,[],202695,,,1610612759,41,23,2023-10-30T01:55:42Z,2770000,False,,,0,,K. Leonard personal FOUL (1 PF),"[202695, 1630170]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Vassell,1630170.0
279,PT05M19.00S,2023-10-30T01:55:26.6Z,2,REGULAR,substitution,out,[],1631110,,,1610612759,41,23,2023-10-30T01:55:31Z,2790000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M19.00S,2023-10-30T01:55:26.6Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,41,23,2023-10-30T01:55:31Z,2800000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M19.00S,2023-10-30T01:55:26.6Z,2,REGULAR,substitution,in,[],1629646,,,1610612759,41,23,2023-10-30T01:55:31Z,2810000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M19.00S,2023-10-30T01:55:26.6Z,2,REGULAR,substitution,in,[],1626224,,,1610612759,41,23,2023-10-30T01:55:31Z,2820000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M10.00S,2023-10-30T01:55:54.1Z,2,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,41,23,2023-10-30T01:56:02Z,2830000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (2 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,,,,,,,2534.0,,,,
284,PT04M52.00S,2023-10-30T01:56:25.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202331,68.38042049934297,31.617647058823522,1610612746,44,23,2023-10-30T01:56:32Z,2840000,False,-92.0,245.0,1,right,P. George 26' 3PT pullup (12 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,26.14,Made,,12.0,,,,,,,,,,,,,
285,PT04M41.00S,2023-10-30T01:56:35.6Z,2,REGULAR,3pt,Jump Shot,[],1630170,32.37516425755584,29.90196078431373,1610612759,44,26,2023-10-30T01:56:41Z,2850000,False,100.0,252.0,1,left,D. Vassell 27' 3PT  (7 PTS) (C. Bassey 1 AST),"[1630170, 1629646]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,27.11,Made,,7.0,C. Bassey,1629646.0,1.0,,,,,,,,,,
287,PT04M27.00S,2023-10-30T01:56:49.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,87.30289093298292,49.01960784313726,1610612746,46,26,2023-10-30T01:56:54Z,2870000,False,-5.0,67.0,1,right,K. Leonard 6' fadeaway Jump Shot (10 PTS),[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,6.71,Made,,10.0,,,,,,,,,,,,,
288,PT04M16.00S,2023-10-30T01:57:02.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,7.802233902759525,45.09803921568627,1610612759,46,28,2023-10-30T01:57:08Z,2880000,False,25.0,21.0,1,left,D. Vassell driving Layup (9 PTS) (C. Osman 1 AST),"[1630170, 1626224]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,3.21,Made,,9.0,C. Osman,1626224.0,1.0,,,,,,,,,,
289,PT04M16.00S,2023-10-30T01:57:05.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627826,,,1610612759,46,28,2023-10-30T01:57:08Z,2890000,False,,,0,,I. Zubac shooting personal FOUL (3 PF) (Vassell 1 FT),"[1627826, 1630170]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2534.0,3.0,0.0,Vassell,1630170.0
291,PT04M16.00S,2023-10-30T01:57:09.5Z,2,REGULAR,substitution,out,[],201566,,,1610612759,46,28,2023-10-30T01:58:02Z,2910000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M16.00S,2023-10-30T01:57:09.5Z,2,REGULAR,substitution,in,[],1630538,,,1610612759,46,28,2023-10-30T01:58:02Z,2920000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M16.00S,2023-10-30T01:57:41.6Z,2,REGULAR,freethrow,1 of 1,[],1630170,,,1610612759,46,29,2023-10-30T01:57:41Z,2930000,False,,,0,,D. Vassell Free Throw 1 of 1 (10 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,Made,,10.0,,,,,,,,,,,,,
294,PT03M59.00S,2023-10-30T01:58:01.1Z,2,REGULAR,3pt,Jump Shot,[],202331,74.81931668856767,13.970588235294116,1610612746,46,29,2023-10-30T01:58:50Z,2940000,False,-180.0,184.0,1,right,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,25.76,Missed,,,,,,,,,,,,,,,
295,PT03M57.00S,2023-10-30T01:58:03.1Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,46,29,2023-10-30T01:58:04Z,2950000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,294.0,,,,,,,1.0,1.0,0.0,,,,,
296,PT03M52.00S,2023-10-30T01:58:07.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626224,12.795663600525614,46.32352941176471,1610612759,46,31,2023-10-30T01:59:07Z,2960000,False,18.0,68.0,1,left,C. Osman 7' running finger roll Layup (8 PTS),[1626224],1610612759.0,SAS,running finger roll,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,,,,7.03,Made,,8.0,,,,,,,,,,,,,
299,PT03M34.00S,2023-10-30T01:58:29.5Z,2,REGULAR,substitution,out,[],1627826,,,1610612746,46,31,2023-10-30T01:58:39Z,2980000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M34.00S,2023-10-30T01:58:29.5Z,2,REGULAR,substitution,in,[],203486,,,1610612746,46,31,2023-10-30T01:58:39Z,2990000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M31.00S,2023-10-30T01:58:57.5Z,2,REGULAR,violation,kicked ball,[],1629646,,,1610612746,46,31,2023-10-30T01:59:02Z,3000000,False,,,0,,C. Bassey kicked ball VIOLATION,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,203054.0,,,,
302,PT03M21.00S,2023-10-30T01:59:22.6Z,2,REGULAR,3pt,Jump Shot,[],202695,65.22667542706964,81.12745098039215,1610612746,49,31,2023-10-30T01:59:27Z,3010000,False,156.0,274.0,1,right,K. Leonard 31' 3PT  (13 PTS) (R. Covington 1 AST),"[202695, 203496]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,31.54,Made,,13.0,R. Covington,203496.0,1.0,,,,,,,,,,
304,PT03M03.00S,2023-10-30T01:59:44.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202331,,,1610612759,49,31,2023-10-30T01:59:49Z,3030000,False,,,0,,P. George personal FOUL (1 PF) (Osman 2 FT),"[202331, 1626224]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Osman,1626224.0
306,PT03M03.00S,2023-10-30T02:00:17.6Z,2,REGULAR,freethrow,1 of 2,[],1626224,,,1610612759,49,32,2023-10-30T02:00:17Z,3050000,False,,,0,,C. Osman Free Throw 1 of 2 (9 PTS),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,Made,,9.0,,,,,,,,,,,,,
307,PT03M03.00S,2023-10-30T02:00:43.3Z,2,REGULAR,freethrow,2 of 2,[],1626224,,,1610612759,49,33,2023-10-30T02:00:43Z,3060000,False,,,0,,C. Osman Free Throw 2 of 2 (10 PTS),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,Made,,10.0,,,,,,,,,,,,,
308,PT02M48.00S,2023-10-30T02:01:01.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,85.85742444152432,63.72549019607843,1610612746,51,33,2023-10-30T02:01:41Z,3070000,False,69.0,80.0,1,right,B. Hyland 10' floating Jump Shot (5 PTS) (K. Leonard 4 AST),"[1630538, 202695]",1610612746.0,LAC,floating,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Right,,,,10.57,Made,,5.0,K. Leonard,202695.0,4.0,,,,,,,,,,
310,PT02M31.00S,2023-10-30T02:01:17.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,7.408015768725363,62.745098039215684,1610612759,51,33,2023-10-30T02:01:22Z,3090000,False,-64.0,17.0,1,left,MISS D. Vassell 6' floating Shot,[1630170],1610612759.0,SAS,floating,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,6.6,Missed,,,,,,,,,,,,,,,
311,PT02M28.00S,2023-10-30T02:01:21.1Z,2,REGULAR,rebound,offensive,[],1629646,,,1610612759,51,33,2023-10-30T02:01:21Z,3100000,False,,,0,,C. Bassey REBOUND (Off:1 Def:1),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,310.0,,,,,,,2.0,1.0,1.0,,,,,
312,PT02M28.00S,2023-10-30T02:01:21.1Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629646,5.590000152587891,50.0,1610612759,51,35,2023-10-30T02:01:31Z,3110000,False,0.0,0.0,1,left,C. Bassey tip DUNK (4 PTS),[1629646],1610612759.0,SAS,tip,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,4.0,,,,,,,,,,,,,
313,PT02M09.00S,2023-10-30T02:01:40.6Z,2,REGULAR,2pt,Jump Shot,[],202331,91.90210249671485,26.225490196078425,1610612746,51,35,2023-10-30T02:01:44Z,3120000,False,-119.0,24.0,1,right,MISS P. George 12' turnaround fadeaway Shot,[202331],1610612746.0,LAC,turnaround fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Left,,,,12.12,Missed,,,,,,,,,,,,,,,
314,PT02M06.00S,2023-10-30T02:01:43.6Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,51,35,2023-10-30T02:01:44Z,3130000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,,,,,,313.0,,,,,,,1.0,1.0,0.0,,,,,
315,PT02M03.00S,2023-10-30T02:01:46.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630170,9.641918528252305,55.3921568627451,1610612759,51,37,2023-10-30T02:01:56Z,3140000,False,-27.0,38.0,1,left,D. Vassell running finger roll Layup (12 PTS),[1630170],1610612759.0,SAS,running finger roll,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,4.67,Made,,12.0,,,,,,,,,,,,,
316,PT02M02.00S,2023-10-30T02:01:52.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,51,37,2023-10-30T02:01:52Z,3150000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M02.00S,2023-10-30T02:04:27.5Z,2,REGULAR,substitution,out,[],1630538,,,1610612746,51,37,2023-10-30T02:04:42Z,3160000,False,,,0,,SUB out: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M02.00S,2023-10-30T02:04:27.5Z,2,REGULAR,substitution,out,[],203496,,,1610612746,51,37,2023-10-30T02:04:42Z,3170000,False,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M02.00S,2023-10-30T02:04:27.5Z,2,REGULAR,substitution,in,[],201566,,,1610612746,51,37,2023-10-30T02:04:42Z,3180000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M02.00S,2023-10-30T02:04:27.5Z,2,REGULAR,substitution,in,[],1626181,,,1610612746,51,37,2023-10-30T02:04:42Z,3190000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M40.00S,2023-10-30T02:05:08.6Z,2,REGULAR,3pt,Jump Shot,[],202331,91.37647831800263,4.166666666666657,1610612746,51,37,2023-10-30T02:05:13Z,3200000,False,-229.0,29.0,1,right,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,23.1,Missed,,,,,,,,,,,,,,,
322,PT01M37.00S,2023-10-30T02:05:11.6Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612759,51,37,2023-10-30T02:05:13Z,3210000,False,,,0,,C. Bassey REBOUND (Off:1 Def:2),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Left Corner 3,24+ Left,,,,,,321.0,,,,,,,3.0,2.0,1.0,,,,,
323,PT01M33.00S,2023-10-30T02:05:19.3Z,2,REGULAR,foul,offensive,[],1630200,,,1610612759,51,37,2023-10-30T02:05:49Z,3220000,False,,,0,,T. Jones offensive FOUL (2 PF),"[1630200, 202331]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,203054.0,2.0,0.0,George,202331.0
325,PT01M33.00S,2023-10-30T02:05:19.3Z,2,REGULAR,turnover,offensive foul,[],1630200,,,1610612759,51,37,2023-10-30T02:05:19Z,3240000,False,,,0,,T. Jones offensive foul TURNOVER (3 TO),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,3.0,,,,,,,,,,,,,,,203054.0,,,,
326,PT01M16.00S,2023-10-30T02:05:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,91.77069645203679,54.90196078431372,1610612746,53,37,2023-10-30T02:05:53Z,3250000,False,25.0,25.0,1,right,R. Westbrook Layup (7 PTS),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,3.49,Made,,7.0,,,,,,,,,,,,,
327,PT01M03.00S,2023-10-30T02:05:59.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,9.904730617608408,55.14705882352941,1610612759,53,37,2023-10-30T02:06:25Z,3260000,False,-26.0,41.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.81,Missed,,,,,,,,,,,,,,,
328,PT01M01.00S,2023-10-30T02:06:01.8Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,53,37,2023-10-30T02:06:03Z,3270000,False,,,0,,P. George REBOUND (Off:1 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,327.0,,,,,,,4.0,3.0,1.0,,,,,
329,PT00M48.10S,2023-10-30T02:06:18.2Z,2,REGULAR,foul,personal,[],1629646,,,1610612746,53,37,2023-10-30T02:06:25Z,3280000,False,,,0,,C. Bassey personal FOUL (2 PF),"[1629646, 202331]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,203054.0,2.0,0.0,George,202331.0
331,PT00M37.40S,2023-10-30T02:06:47.4Z,2,REGULAR,3pt,Jump Shot,[],202695,81.52102496714849,95.58823529411765,1610612746,53,37,2023-10-30T02:06:51Z,3300000,False,228.0,121.0,1,right,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,25.81,Missed,,,,,,,,,,,,,,,
332,PT00M35.50S,2023-10-30T02:06:49.3Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612759,53,37,2023-10-30T02:06:51Z,3310000,False,,,0,,C. Bassey REBOUND (Off:1 Def:3),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Right Center,,,,,,331.0,,,,,,,4.0,3.0,1.0,,,,,
333,PT00M26.10S,2023-10-30T02:06:58.7Z,2,REGULAR,3pt,Jump Shot,[],1626224,25.936268068331145,15.931372549019613,1610612759,53,37,2023-10-30T02:07:03Z,3320000,False,170.0,191.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,25.61,Missed,,,,,,,,,,,,,,,
334,PT00M24.80S,2023-10-30T02:07:02.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,53,37,2023-10-30T02:07:02Z,3330000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,333.0,,,,,,,,,,,,,,
336,PT00M22.10S,2023-10-30T02:07:21.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630170,8.327858081471746,25.735294117647058,1610612759,53,37,2023-10-30T02:07:25Z,3350000,False,121.0,26.0,1,left,MISS D. Vassell 12' Jump Shot,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,12.4,Missed,,,,,,,,,,,,,,,
337,PT00M20.20S,2023-10-30T02:07:22.9Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,53,37,2023-10-30T02:07:23Z,3360000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,,,336.0,,,,,,,2.0,2.0,0.0,,,,,
338,PT00M00.50S,2023-10-30T02:07:43.5Z,2,REGULAR,3pt,Jump Shot,[],201566,94.26741130091985,3.67647058823529,1610612746,56,37,2023-10-30T02:08:04Z,3370000,False,-232.0,1.0,1,right,R. Westbrook 3PT pullup (10 PTS),[201566],1610612746.0,LAC,pullup,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,,23.16,Made,,10.0,,,,,,,,,,,,,
339,PT00M00.00S,2023-10-30T02:07:50.7Z,2,REGULAR,period,end,[],0,,,1610612759,56,37,2023-10-30T02:07:50Z,3380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2023-10-30T02:23:01.0Z,3,REGULAR,substitution,out,['startperiod'],203486,,,1610612759,56,37,2023-10-30T02:23:29Z,3390000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
