actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
28,PT09M34.00S,2024-04-13T02:44:01.8Z,1,REGULAR,rebound,offensive,[],202331,,,1610612746,8,4,2024-04-13T02:44:09Z,280000,False,,,0,,P. George REBOUND (Off:1 Def:0),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,27.0,,,,,1.0,0.0,1.0,,,,,,
29,PT09M32.00S,2024-04-13T02:44:03.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202331,15.818002628120894,97.30392156862744,1610612746,11,4,2024-04-13T02:44:12Z,290000,False,-237.0,96.0,1,left,P. George 25' 3PT  (6 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,25.53,Made,6.0,,,,,,,,,,,,,,,,,
33,PT09M04.00S,2024-04-13T02:44:39.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612762,11,4,2024-04-13T02:44:50Z,330000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,1662.0,,,,,,,,,,,,
34,PT08M49.00S,2024-04-13T02:45:00.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,12.532851511169525,49.754901960784316,1610612746,11,4,2024-04-13T02:45:04Z,340000,False,1.0,65.0,1,left,MISS I. Zubac 6' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
35,PT08M47.00S,2024-04-13T02:45:02.4Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612762,11,4,2024-04-13T02:45:04Z,350000,False,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,34.0,,,,,1.0,1.0,0.0,,,,,,
36,PT08M36.00S,2024-04-13T02:45:12.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,90.45663600525624,41.91176470588235,1610612762,11,4,2024-04-13T02:45:17Z,360000,False,-40.0,37.0,1,right,MISS O. Yurtseven floating Shot,[1630209],1610612762.0,UTA,floating,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,,,,,,,,,,,,,,,,,
37,PT08M34.00S,2024-04-13T02:45:14.1Z,1,REGULAR,rebound,defensive,[],200782,,,1610612746,11,4,2024-04-13T02:45:14Z,370000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,36.0,,,,,1.0,1.0,0.0,,,,,,
38,PT08M26.00S,2024-04-13T02:45:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,8.327858081471746,51.71568627450981,1610612746,13,4,2024-04-13T02:45:28Z,380000,False,-9.0,26.0,1,left,J. Harden driving Layup (2 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.72,Made,2.0,,,,,,,,,,,,,,,,,
39,PT08M26.00S,2024-04-13T02:45:28.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,13,4,2024-04-13T02:45:28Z,390000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M06.00S,2024-04-13T02:48:41.6Z,1,REGULAR,turnover,lost ball,[],1629677,,,1610612762,13,4,2024-04-13T02:48:49Z,400000,False,,,0,,L. Samanic lost ball TURNOVER (2 TO),"[1629677, 202331]",1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Mid-Range,16-24 Left,,,,,,,,,2.0,,,,,,George,202331.0,,,,
41,PT08M06.00S,2024-04-13T02:48:41.6Z,1,REGULAR,steal,,[],202331,,,1610612746,13,4,2024-04-13T02:48:43Z,410000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
42,PT08M02.00S,2024-04-13T02:48:46.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202331,28.301576872536145,20.833333333333343,1610612746,13,4,2024-04-13T02:48:56Z,420000,False,146.0,214.0,1,left,MISS P. George 25' running pullup 3PT,[202331],1610612746.0,LAC,running pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
43,PT08M01.00S,2024-04-13T02:48:47.2Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,13,4,2024-04-13T02:49:34Z,430000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,42.0,,,,,1.0,0.0,1.0,,,,,,
44,PT08M01.00S,2024-04-13T02:48:52.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629611,5.590000152587891,50.0,1610612746,15,4,2024-04-13T02:49:40Z,440000,False,0.0,0.0,1,left,T. Mann tip DUNK (5 PTS),[1629611],1610612746.0,LAC,tip,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,,,,,,,,,,,,,,,,,
45,PT07M37.00S,2024-04-13T02:49:09.4Z,1,REGULAR,3pt,Jump Shot,[],1641707,93.2161629434954,4.166666666666657,1610612762,15,4,2024-04-13T02:49:18Z,450000,False,-229.0,11.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
46,PT07M36.00S,2024-04-13T02:49:10.4Z,1,REGULAR,rebound,offensive,[],1629677,,,1610612762,15,4,2024-04-13T02:49:18Z,460000,False,,,0,,L. Samanic REBOUND (Off:1 Def:1),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Left Corner 3,24+ Left,,,,,,,45.0,,,,,2.0,1.0,1.0,,,,,,
47,PT07M36.00S,2024-04-13T02:49:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629677,94.40999984741211,50.0,1610612762,15,6,2024-04-13T02:49:16Z,470000,False,0.0,0.0,1,right,L. Samanic putback Layup (4 PTS),[1629677],1610612762.0,UTA,putback,,,Samanic,L. Samanic,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
48,PT07M36.00S,2024-04-13T02:49:17.5Z,1,REGULAR,foul,personal,['1freethrow'],1629611,,,1610612762,15,6,2024-04-13T02:49:25Z,480000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Samanic 1 FT),"[1629611, 1629677]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,1662.0,,1.0,0.0,,,,,,Samanic,1629677.0,,
50,PT07M36.00S,2024-04-13T02:49:28.5Z,1,REGULAR,substitution,out,[],1641707,,,1610612762,15,6,2024-04-13T02:49:38Z,500000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M36.00S,2024-04-13T02:49:28.5Z,1,REGULAR,substitution,out,[],1630209,,,1610612762,15,6,2024-04-13T02:49:38Z,510000,False,,,0,,SUB out: O. Yurtseven,[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M36.00S,2024-04-13T02:49:28.5Z,1,REGULAR,substitution,out,[],1630548,,,1610612762,15,6,2024-04-13T02:49:38Z,520000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M36.00S,2024-04-13T02:49:28.5Z,1,REGULAR,substitution,out,[],1641718,,,1610612762,15,6,2024-04-13T02:49:38Z,530000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M36.00S,2024-04-13T02:49:28.5Z,1,REGULAR,substitution,in,[],1629659,,,1610612762,15,6,2024-04-13T02:49:38Z,540000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M36.00S,2024-04-13T02:49:28.5Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,15,6,2024-04-13T02:49:38Z,550000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M36.00S,2024-04-13T02:49:28.5Z,1,REGULAR,substitution,in,[],1629647,,,1610612762,15,6,2024-04-13T02:49:38Z,560000,False,,,0,,SUB in: D. Bazley,[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M36.00S,2024-04-13T02:49:28.5Z,1,REGULAR,substitution,in,[],1631254,,,1610612762,15,6,2024-04-13T02:49:38Z,570000,False,,,0,,SUB in: K. Lofton Jr.,[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M36.00S,2024-04-13T02:49:46.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629677,,,1610612762,15,7,2024-04-13T02:49:46Z,580000,False,,,0,,L. Samanic Free Throw 1 of 1 (5 PTS),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
59,PT07M21.00S,2024-04-13T02:50:03.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,7.276609724047319,49.26470588235294,1610612746,17,7,2024-04-13T02:50:08Z,590000,False,4.0,16.0,1,left,I. Zubac alley-oop DUNK (4 PTS) (J. Harden 4 AST),"[1627826, 201935]",1610612746.0,LAC,alley-oop,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.63,Made,4.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
61,PT07M07.00S,2024-04-13T02:50:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631254,91.90210249671485,38.725490196078425,1610612762,17,9,2024-04-13T02:50:21Z,610000,False,-56.0,24.0,1,right,K. Lofton Jr. 6' driving floating Jump Shot (2 PTS) (T. Horton-Tucker 1 AST),"[1631254, 1629659]",1610612762.0,UTA,driving floating,,,Lofton Jr.,K. Lofton Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.11,Made,2.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,,,,
63,PT06M58.00S,2024-04-13T02:50:26.6Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,17,9,2024-04-13T02:50:31Z,630000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1629677]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,Samanic,1629677.0,,,,
64,PT06M58.00S,2024-04-13T02:50:26.6Z,1,REGULAR,steal,,[],1629677,,,1610612762,17,9,2024-04-13T02:50:28Z,640000,False,,,0,,L. Samanic STEAL (1 STL),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
65,PT06M54.00S,2024-04-13T02:50:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629677,92.0335085413929,54.16666666666667,1610612762,17,9,2024-04-13T02:50:39Z,650000,False,21.0,22.0,1,right,MISS L. Samanic running Layup - blocked,"[1629677, 202331]",1610612762.0,UTA,running,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,George,202331.0
66,PT06M54.00S,2024-04-13T02:50:31.9Z,1,REGULAR,block,,[],202331,,,1610612762,17,9,2024-04-13T02:50:33Z,660000,False,,,0,,P. George BLOCK (1 BLK),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT06M54.00S,2024-04-13T02:50:31.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,17,9,2024-04-13T02:50:39Z,670000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,65.0,,,,,,,,,,,,,
69,PT06M54.00S,2024-04-13T02:50:37.3Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,17,9,2024-04-13T02:50:44Z,690000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M54.00S,2024-04-13T02:50:37.3Z,1,REGULAR,substitution,in,[],201566,,,1610612746,17,9,2024-04-13T02:50:44Z,700000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M36.00S,2024-04-13T02:51:13.4Z,1,REGULAR,foul,personal,['2freethrow'],1629647,,,1610612746,17,9,2024-04-13T02:51:23Z,710000,False,,,0,,D. Bazley shooting personal FOUL (1 PF) (George 2 FT),"[1629647, 202331]",1610612762.0,UTA,shooting,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1662.0,,1.0,0.0,,,,,,George,202331.0,,
73,PT06M36.00S,2024-04-13T02:51:44.7Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,18,9,2024-04-13T02:51:44Z,730000,False,,,0,,P. George Free Throw 1 of 2 (7 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
74,PT06M36.00S,2024-04-13T02:52:03.0Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,19,9,2024-04-13T02:52:03Z,740000,False,,,0,,P. George Free Throw 2 of 2 (8 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
75,PT06M20.00S,2024-04-13T02:52:19.9Z,1,REGULAR,3pt,Jump Shot,[],1629647,92.0335085413929,2.4509803921568647,1610612762,19,12,2024-04-13T02:52:27Z,750000,False,-238.0,22.0,1,right,D. Bazley 3PT  (3 PTS) (K. Lofton Jr. 1 AST),"[1629647, 1631254]",1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,Left Corner 3,24+ Left,23.88,Made,3.0,K. Lofton Jr.,1631254.0,1.0,,,,,,,,,,,,,,
77,PT05M53.00S,2024-04-13T02:52:47.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,13.978318002628114,50.98039215686275,1610612746,19,12,2024-04-13T02:52:54Z,770000,False,-5.0,79.0,1,left,MISS R. Westbrook 7' fadeaway Shot,[201566],1610612746.0,LAC,fadeaway,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,7.91,Missed,,,,,,,,,,,,,,,,,,
78,PT05M50.00S,2024-04-13T02:52:50.1Z,1,REGULAR,rebound,offensive,[],200782,,,1610612746,19,12,2024-04-13T02:52:54Z,780000,False,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,77.0,,,,,2.0,1.0,1.0,,,,,,
79,PT05M45.00S,2024-04-13T02:52:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,6.225361366622863,50.0,1610612746,21,12,2024-04-13T02:52:59Z,790000,False,0.0,6.0,1,left,I. Zubac Layup (6 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.6,Made,6.0,P. George,202331.0,1.0,,,,,,,,,,,,,,
82,PT05M30.00S,2024-04-13T02:53:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,90.06241787122208,53.18627450980392,1610612762,21,14,2024-04-13T02:53:15Z,820000,False,16.0,41.0,1,right,T. Horton-Tucker driving floating Jump Shot (2 PTS),[1629659],1610612762.0,UTA,driving floating,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,4.39,Made,2.0,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2024-04-13T02:53:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,8.722076215505908,42.15686274509803,1610612746,23,14,2024-04-13T02:53:33Z,830000,False,39.0,29.0,1,left,P. George driving Layup (10 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,4.91,Made,10.0,,,,,,,,,,,,,,,,,
84,PT04M59.00S,2024-04-13T02:53:41.3Z,1,REGULAR,3pt,Jump Shot,[],1631254,87.9599211563732,96.07843137254902,1610612762,23,14,2024-04-13T02:53:45Z,840000,False,230.0,61.0,1,right,MISS K. Lofton Jr. 3PT,[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Right Corner 3,24+ Right,23.83,Missed,,,,,,,,,,,,,,,,,,
85,PT04M57.00S,2024-04-13T02:53:43.3Z,1,REGULAR,rebound,defensive,[],200782,,,1610612746,23,14,2024-04-13T02:53:45Z,850000,False,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,,,,,84.0,,,,,3.0,2.0,1.0,,,,,,
86,PT04M50.00S,2024-04-13T02:53:50.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,8.984888304862025,59.55882352941176,1610612746,25,14,2024-04-13T02:53:59Z,860000,False,-48.0,32.0,1,left,I. Zubac turnaround Hook (8 PTS) (J. Harden 5 AST),"[1627826, 201935]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,8.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,
88,PT04M29.00S,2024-04-13T02:54:11.1Z,1,REGULAR,3pt,Jump Shot,[],1631254,79.02431011826545,7.35294117647058,1610612762,25,14,2024-04-13T02:54:16Z,880000,False,-213.0,145.0,1,right,MISS K. Lofton Jr. 25' 3PT,[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
