actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
172,PT10M57.00S,2024-04-13T03:10:24.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,84.4119579500657,42.892156862745104,1610612762,40,29,2024-04-13T03:10:29Z,1710000,False,-36.0,94.0,1,right,MISS T. Horton-Tucker 10' turnaround fadeaway Shot,[1629659],1610612762.0,UTA,turnaround fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,10.05,Missed,,,,,,,,,,,,,,,,,,
173,PT10M52.00S,2024-04-13T03:10:29.9Z,2,REGULAR,rebound,offensive,[],1631254,,,1610612762,40,29,2024-04-13T03:10:29Z,1720000,False,,,0,,K. Lofton Jr. REBOUND (Off:2 Def:2),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,172.0,,,,,4.0,2.0,2.0,,,,,,
174,PT10M52.00S,2024-04-13T03:10:29.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631254,94.40999984741211,50.0,1610612762,40,31,2024-04-13T03:10:29Z,1730000,False,0.0,0.0,1,right,K. Lofton Jr. tip Layup (11 PTS),[1631254],1610612762.0,UTA,tip,,,Lofton Jr.,K. Lofton Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,,
175,PT10M40.00S,2024-04-13T03:10:41.3Z,2,REGULAR,2pt,Jump Shot,[],201566,21.862680683311424,64.95098039215686,1610612746,40,31,2024-04-13T03:10:46Z,1740000,False,-75.0,153.0,1,left,MISS R. Westbrook 17' pullup Shot,[201566],1610612746.0,LAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,17.03,Missed,,,,,,,,,,,,,,,,,,
176,PT10M37.00S,2024-04-13T03:10:44.3Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612762,40,31,2024-04-13T03:10:46Z,1750000,False,,,0,,D. Bazley REBOUND (Off:1 Def:1),[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,Mid-Range,16-24 Left Center,,,,,,,175.0,,,,,2.0,1.0,1.0,,,,,,
177,PT10M24.00S,2024-04-13T03:10:57.8Z,2,REGULAR,3pt,Jump Shot,[],1630548,93.08475689881735,96.81372549019608,1610612762,40,34,2024-04-13T03:11:07Z,1760000,False,234.0,13.0,1,right,J. Juzang 3PT  (3 PTS) (K. Lofton Jr. 2 AST),"[1630548, 1631254]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Right Corner 3,24+ Right,23.44,Made,3.0,K. Lofton Jr.,1631254.0,2.0,,,,,,,,,,,,,,
179,PT10M02.00S,2024-04-13T03:11:20.1Z,2,REGULAR,3pt,Jump Shot,[],1630538,30.535479632063073,76.47058823529412,1610612746,43,34,2024-04-13T03:11:25Z,1780000,False,-132.0,235.0,1,left,B. Hyland 26' 3PT step back (3 PTS),[1630538],1610612746.0,LAC,step back,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,26.93,Made,3.0,,,,,,,,,,,,,,,,,
180,PT09M54.00S,2024-04-13T03:11:29.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,94.00459921156373,49.754901960784316,1610612762,43,36,2024-04-13T03:11:36Z,1790000,False,-1.0,4.0,1,right,D. Bazley driving DUNK (7 PTS) (K. Lofton Jr. 3 AST),"[1629647, 1631254]",1610612762.0,UTA,driving,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,0.41,Made,7.0,K. Lofton Jr.,1631254.0,3.0,,,,,,,,,,,,,,
182,PT09M54.00S,2024-04-13T03:11:36.2Z,2,REGULAR,foul,personal,['1freethrow'],1630538,,,1610612762,43,36,2024-04-13T03:11:43Z,1810000,False,,,0,,B. Hyland shooting personal FOUL (1 PF) (Bazley 1 FT),"[1630538, 1629647]",1610612746.0,LAC,shooting,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,,,,1662.0,,1.0,0.0,,,,,,Bazley,1629647.0,,
184,PT09M54.00S,2024-04-13T03:11:44.0Z,2,REGULAR,substitution,out,[],201566,,,1610612762,43,36,2024-04-13T03:12:52Z,1830000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M54.00S,2024-04-13T03:11:44.0Z,2,REGULAR,substitution,in,[],1628464,,,1610612762,43,36,2024-04-13T03:12:52Z,1840000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M54.00S,2024-04-13T03:11:59.3Z,2,REGULAR,freethrow,1 of 1,[],1629647,,,1610612762,43,37,2024-04-13T03:11:59Z,1850000,False,,,0,,D. Bazley Free Throw 1 of 1 (8 PTS),[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
187,PT09M39.00S,2024-04-13T03:12:15.6Z,2,REGULAR,turnover,out-of-bounds,[],203486,,,1610612746,43,37,2024-04-13T03:12:21Z,1860000,False,,,0,,M. Plumlee bad pass out-of-bounds TURNOVER (1 TO),[203486],1610612746.0,LAC,bad pass,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1662.0,1.0,,,,,,,,,,,
188,PT09M27.00S,2024-04-13T03:12:35.4Z,2,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612762,43,37,2024-04-13T03:12:57Z,1870000,False,,,0,,A. Coffey shooting personal FOUL (1 PF) (Lofton Jr. 2 FT),"[1629599, 1631254]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1629178.0,,1.0,0.0,,,,,,Lofton Jr.,1631254.0,,
190,PT09M27.00S,2024-04-13T03:12:59.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631254,,,1610612762,43,38,2024-04-13T03:12:59Z,1890000,False,,,0,,K. Lofton Jr. Free Throw 1 of 2 (12 PTS),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
191,PT09M27.00S,2024-04-13T03:13:15.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631254,,,1610612762,43,39,2024-04-13T03:13:15Z,1900000,False,,,0,,K. Lofton Jr. Free Throw 2 of 2 (13 PTS),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
192,PT09M14.00S,2024-04-13T03:13:29.7Z,2,REGULAR,3pt,Jump Shot,[],1630538,32.769382391590014,30.637254901960787,1610612746,43,39,2024-04-13T03:13:41Z,1910000,False,97.0,256.0,1,left,MISS B. Hyland 27' step back bank 3PT,[1630538],1610612746.0,LAC,step back bank,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,27.32,Missed,,,,,,,,,,,,,,,,,,
193,PT09M11.00S,2024-04-13T03:13:32.7Z,2,REGULAR,rebound,defensive,[],1630554,,,1610612762,43,39,2024-04-13T03:13:41Z,1920000,False,,,0,,J. Preston REBOUND (Off:0 Def:2),[1630554],1610612762.0,UTA,,,,Preston,J. Preston,,,,,Above the Break 3,24+ Right Center,,,,,,,192.0,,,,,2.0,2.0,0.0,,,,,,
194,PT08M55.00S,2024-04-13T03:13:48.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630554,90.8508541392904,47.30392156862745,1610612762,43,39,2024-04-13T03:13:54Z,1930000,False,-13.0,34.0,1,right,MISS J. Preston driving floating Shot - blocked,"[1630554, 1629599]",1610612762.0,UTA,driving floating,,,Preston,J. Preston,,,,,Restricted Area,0-8 Center,3.61,Missed,,,,,,,,,,,,,,,,,Coffey,1629599.0
195,PT08M55.00S,2024-04-13T03:13:48.7Z,2,REGULAR,block,,[],1629599,,,1610612762,43,39,2024-04-13T03:13:50Z,1940000,False,,,0,,A. Coffey BLOCK (1 BLK),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
196,PT08M52.00S,2024-04-13T03:13:51.7Z,2,REGULAR,rebound,offensive,[],1629647,,,1610612762,43,39,2024-04-13T03:13:54Z,1950000,False,,,0,,D. Bazley REBOUND (Off:2 Def:1),[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,194.0,,,,,3.0,1.0,2.0,,,,,,
197,PT08M50.00S,2024-04-13T03:13:54.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630548,74.03088042049934,14.950980392156865,1610612762,43,39,2024-04-13T03:14:01Z,1960000,False,-175.0,192.0,1,right,MISS J. Juzang 25' 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
198,PT08M48.00S,2024-04-13T03:13:56.3Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,43,39,2024-04-13T03:14:01Z,1970000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,197.0,,,,,1.0,1.0,0.0,,,,,,
199,PT08M44.00S,2024-04-13T03:14:00.2Z,2,REGULAR,2pt,Jump Shot,[],1626181,20.811432325886997,64.4607843137255,1610612746,43,39,2024-04-13T03:14:09Z,1980000,False,-72.0,143.0,1,left,MISS N. Powell 16' step back Shot,[1626181],1610612746.0,LAC,step back,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left Center,16.03,Missed,,,,,,,,,,,,,,,,,,
200,PT08M39.00S,2024-04-13T03:14:05.2Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612762,43,39,2024-04-13T03:14:09Z,1990000,False,,,0,,D. Bazley REBOUND (Off:2 Def:2),[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,Mid-Range,16-24 Left Center,,,,,,,199.0,,,,,4.0,2.0,2.0,,,,,,
201,PT08M36.00S,2024-04-13T03:14:08.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631254,93.74178712220763,49.01960784313726,1610612762,43,41,2024-04-13T03:14:42Z,2000000,False,-5.0,6.0,1,right,K. Lofton Jr. running DUNK (15 PTS) (D. Bazley 1 AST),"[1631254, 1629647]",1610612762.0,UTA,running,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,0.8,Made,15.0,D. Bazley,1629647.0,1.0,,,,,,,,,,,,,,
203,PT08M36.00S,2024-04-13T03:14:14.9Z,2,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612762,43,41,2024-04-13T03:14:21Z,2020000,False,,,0,,D. Theis shooting personal FOUL (1 PF) (Lofton Jr. 1 FT),"[1628464, 1631254]",1610612746.0,LAC,shooting,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,,203593.0,,1.0,0.0,,,,,,Lofton Jr.,1631254.0,,
205,PT08M36.00S,2024-04-13T03:14:22.5Z,2,REGULAR,substitution,out,[],1629659,,,1610612762,43,41,2024-04-13T03:14:42Z,2040000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M36.00S,2024-04-13T03:14:22.5Z,2,REGULAR,substitution,in,[],1641718,,,1610612762,43,41,2024-04-13T03:14:42Z,2050000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M36.00S,2024-04-13T03:14:37.9Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1631254,,,1610612762,43,42,2024-04-13T03:14:37Z,2060000,False,,,0,,K. Lofton Jr. Free Throw 1 of 1 (16 PTS),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
209,PT08M19.00S,2024-04-13T03:15:47.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,10.430354796320628,45.09803921568627,1610612746,45,42,2024-04-13T03:15:53Z,2080000,False,25.0,46.0,1,left,N. Powell driving floating Jump Shot (4 PTS),[1626181],1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,4.0,,,,,,,,,,,,,,,,,
210,PT08M02.00S,2024-04-13T03:16:05.0Z,2,REGULAR,2pt,Jump Shot,[],1631254,76.92181340341656,51.96078431372549,1610612762,45,44,2024-04-13T03:16:11Z,2090000,False,10.0,164.0,1,right,K. Lofton Jr. 16' Jump Shot (18 PTS),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Mid-Range,16-24 Center,16.47,Made,18.0,,,,,,,,,,,,,,,,,
211,PT07M48.00S,2024-04-13T03:16:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,10.693166885676746,51.71568627450981,1610612746,47,44,2024-04-13T03:16:41Z,2100000,False,-9.0,48.0,1,left,B. Hyland driving Layup (5 PTS),[1630538],1610612746.0,LAC,driving,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,5.0,,,,,,,,,,,,,,,,,
212,PT07M42.00S,2024-04-13T03:16:25.8Z,2,REGULAR,3pt,Jump Shot,[],1631254,68.38042049934297,74.75490196078431,1610612762,47,44,2024-04-13T03:16:31Z,2110000,False,124.0,245.0,1,right,MISS K. Lofton Jr. 27' 3PT,[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Right Center,27.42,Missed,,,,,,,,,,,,,,,,,,
213,PT07M38.00S,2024-04-13T03:16:28.8Z,2,REGULAR,rebound,offensive,[],1630554,,,1610612762,47,44,2024-04-13T03:16:28Z,2120000,False,,,0,,J. Preston REBOUND (Off:1 Def:2),[1630554],1610612762.0,UTA,,,,Preston,J. Preston,,,,,Above the Break 3,24+ Right Center,,,,,,,212.0,,,,,3.0,2.0,1.0,,,,,,
214,PT07M35.00S,2024-04-13T03:16:31.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,70.48291721419186,76.22549019607843,1610612762,47,44,2024-04-13T03:16:35Z,2130000,False,131.0,225.0,1,right,MISS K. George 26' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
215,PT07M33.00S,2024-04-13T03:16:33.7Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612746,47,44,2024-04-13T03:16:35Z,2140000,False,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,,,,,214.0,,,,,1.0,1.0,0.0,,,,,,
216,PT07M26.00S,2024-04-13T03:16:40.7Z,2,REGULAR,3pt,Jump Shot,[],1629599,32.11235216819975,68.13725490196079,1610612746,47,44,2024-04-13T03:16:50Z,2150000,False,-91.0,249.0,1,left,MISS A. Coffey 26' pullup 3PT,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,,
217,PT07M24.00S,2024-04-13T03:16:42.7Z,2,REGULAR,rebound,defensive,[],1631254,,,1610612762,47,44,2024-04-13T03:16:50Z,2160000,False,,,0,,K. Lofton Jr. REBOUND (Off:2 Def:3),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,216.0,,,,,5.0,3.0,2.0,,,,,,
218,PT07M10.00S,2024-04-13T03:16:56.7Z,2,REGULAR,2pt,Jump Shot,[],1631254,76.92181340341656,51.22549019607843,1610612762,47,46,2024-04-13T03:18:22Z,2170000,False,6.0,164.0,1,right,K. Lofton Jr. 16' Jump Shot (20 PTS) (J. Juzang 1 AST),"[1631254, 1630548]",1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Mid-Range,16-24 Center,16.45,Made,20.0,J. Juzang,1630548.0,1.0,,,,,,,,,,,,,,
220,PT07M09.00S,2024-04-13T03:17:04.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,47,46,2024-04-13T03:17:04Z,2190000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M09.00S,2024-04-13T03:19:51.1Z,2,REGULAR,substitution,out,[],203486,,,1610612746,47,46,2024-04-13T03:20:09Z,2200000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M09.00S,2024-04-13T03:19:51.1Z,2,REGULAR,substitution,out,[],1630554,,,1610612746,47,46,2024-04-13T03:20:09Z,2210000,False,,,0,,SUB out: J. Preston,[1630554],1610612762.0,UTA,,,,Preston,J. Preston,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M09.00S,2024-04-13T03:19:51.1Z,2,REGULAR,substitution,out,[],1629647,,,1610612746,47,46,2024-04-13T03:20:09Z,2220000,False,,,0,,SUB out: D. Bazley,[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M09.00S,2024-04-13T03:19:51.1Z,2,REGULAR,substitution,in,[],200782,,,1610612746,47,46,2024-04-13T03:20:09Z,2230000,False,,,0,,SUB in: P. Tucker,[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M09.00S,2024-04-13T03:19:51.1Z,2,REGULAR,substitution,in,[],1641707,,,1610612746,47,46,2024-04-13T03:20:09Z,2240000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M09.00S,2024-04-13T03:19:51.1Z,2,REGULAR,substitution,in,[],1629677,,,1610612746,47,46,2024-04-13T03:20:09Z,2250000,False,,,0,,SUB in: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M57.00S,2024-04-13T03:20:18.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,10.036136662286467,46.568627450980394,1610612746,47,46,2024-04-13T03:20:29Z,2260000,False,17.0,42.0,1,left,MISS N. Powell driving Layup,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,,,,,,,,
229,PT06M57.00S,2024-04-13T03:20:18.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,47,46,2024-04-13T03:20:29Z,2280000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,227.0,,,,,,,,,,,,,
230,PT06M57.00S,2024-04-13T03:20:23.6Z,2,REGULAR,foul,personal,[],1630548,,,1610612746,47,46,2024-04-13T03:20:45Z,2290000,False,,,0,,J. Juzang loose ball personal FOUL (1 PF),"[1630548, 1628464]",1610612762.0,UTA,loose ball,,,Juzang,J. Juzang,,,,,Restricted Area,0-8 Center,,,,,,,,203593.0,,1.0,0.0,,,,,,Theis,1628464.0,,
232,PT06M52.00S,2024-04-13T03:20:47.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],200782,9.510512483574246,5.637254901960787,1610612746,47,46,2024-04-13T03:20:53Z,2310000,False,222.0,37.0,1,left,MISS P. Tucker 3PT,[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,22.48,Missed,,,,,,,,,,,,,,,,,,
233,PT06M47.00S,2024-04-13T03:20:52.0Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,47,46,2024-04-13T03:20:53Z,2320000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,,,,232.0,,,,,1.0,1.0,0.0,,,,,,
234,PT06M41.00S,2024-04-13T03:20:57.2Z,2,REGULAR,3pt,Jump Shot,[],1641718,66.01511169513799,36.274509803921575,1610612762,47,46,2024-04-13T03:21:02Z,2330000,False,-69.0,267.0,1,right,MISS K. George 27' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,27.57,Missed,,,,,,,,,,,,,,,,,,
235,PT06M38.00S,2024-04-13T03:21:00.2Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612746,47,46,2024-04-13T03:21:02Z,2340000,False,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Center,,,,,,,234.0,,,,,2.0,2.0,0.0,,,,,,
236,PT06M28.00S,2024-04-13T03:21:10.5Z,2,REGULAR,3pt,Jump Shot,[],1628464,33.42641261498029,62.254901960784316,1610612746,47,46,2024-04-13T03:21:16Z,2350000,False,-61.0,262.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
237,PT06M23.00S,2024-04-13T03:21:15.5Z,2,REGULAR,rebound,defensive,[],1641707,,,1610612762,47,46,2024-04-13T03:21:16Z,2360000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Center,,,,,,,236.0,,,,,1.0,1.0,0.0,,,,,,
238,PT06M18.00S,2024-04-13T03:21:20.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641707,83.49211563731932,53.431372549019606,1610612762,47,48,2024-04-13T03:21:28Z,2370000,False,17.0,103.0,1,right,T. Hendricks 10' pullup Jump Shot (2 PTS),[1641707],1610612762.0,UTA,pullup,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),8-16 Center,10.41,Made,2.0,,,,,,,,,,,,,,,,,
239,PT06M03.00S,2024-04-13T03:21:38.2Z,2,REGULAR,foul,personal,['2freethrow'],1641707,,,1610612746,47,48,2024-04-13T03:21:43Z,2380000,False,,,0,,T. Hendricks shooting personal FOUL (1 PF) (Hyland 2 FT),"[1641707, 1630538]",1610612762.0,UTA,shooting,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629178.0,,1.0,0.0,,,,,,Hyland,1630538.0,,
241,PT06M03.00S,2024-04-13T03:21:58.2Z,2,REGULAR,freethrow,1 of 2,[],1630538,,,1610612746,47,48,2024-04-13T03:21:58Z,2400000,False,,,0,,MISS B. Hyland Free Throw 1 of 2,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
242,PT06M03.00S,2024-04-13T03:21:58.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,47,48,2024-04-13T03:21:58Z,2410000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,
243,PT06M03.00S,2024-04-13T03:22:13.2Z,2,REGULAR,freethrow,2 of 2,[],1630538,,,1610612746,48,48,2024-04-13T03:22:13Z,2420000,False,,,0,,B. Hyland Free Throw 2 of 2 (6 PTS),[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
244,PT05M40.00S,2024-04-13T03:22:39.2Z,2,REGULAR,3pt,Jump Shot,[],1631254,59.70762155059133,27.941176470588232,1610612762,48,48,2024-04-13T03:23:05Z,2430000,False,-110.0,326.0,1,right,MISS K. Lofton Jr. 34' 3PT,[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Left Center,34.43,Missed,,,,,,,,,,,,,,,,,,
245,PT05M39.00S,2024-04-13T03:22:40.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,48,48,2024-04-13T03:23:05Z,2440000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,244.0,,,,,,,,,,,,,
246,PT05M39.00S,2024-04-13T03:22:44.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612762,48,48,2024-04-13T03:22:53Z,2450000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,203593.0,,,,,,,,,,,,
247,PT05M24.00S,2024-04-13T03:23:10.9Z,2,REGULAR,turnover,traveling,[],1628464,,,1610612746,48,48,2024-04-13T03:23:17Z,2460000,False,,,0,,D. Theis traveling TURNOVER (1 TO),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Mid-Range,16-24 Left,,,,,,,,1629178.0,1.0,,,,,,,,,,,
248,PT05M14.00S,2024-04-13T03:23:34.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630548,69.82588699080158,24.019607843137265,1610612762,48,51,2024-04-13T03:23:40Z,2470000,False,-130.0,231.0,1,right,J. Juzang 26' 3PT  (6 PTS) (K. Lofton Jr. 4 AST),"[1630548, 1631254]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Left Center,26.51,Made,6.0,K. Lofton Jr.,1631254.0,4.0,,,,,,,,,,,,,,
250,PT04M58.00S,2024-04-13T03:23:51.1Z,2,REGULAR,turnover,bad pass,[],1630538,,,1610612746,48,51,2024-04-13T03:23:57Z,2490000,False,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 1630548]",1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,Juzang,1630548.0,,,,
251,PT04M58.00S,2024-04-13T03:23:51.1Z,2,REGULAR,steal,,[],1630548,,,1610612762,48,51,2024-04-13T03:23:52Z,2500000,False,,,0,,J. Juzang STEAL (1 STL),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
