actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
443,PT02M25.00S,2024-03-26T04:14:24.8Z,3,REGULAR,steal,,[],1641767,,,1610612754,84,89,2024-03-26T04:14:27Z,4350000,False,,,0,,B. Sheppard STEAL (2 STL),[1641767],1610612754.0,IND,,,,,,,Mid-Range,16-24 Right,,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,
444,PT02M21.00S,2024-03-26T04:14:29.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641767,7.145203679369246,47.79411764705882,1610612754,84,91,2024-03-26T04:14:34Z,4360000,False,11.0,15.0,1,left,B. Sheppard running Layup (4 PTS),[1641767],1610612754.0,IND,running,,,,,,Restricted Area,0-8 Center,,1.84,Made,4.0,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,
445,PT02M03.00S,2024-03-26T04:14:46.4Z,3,REGULAR,2pt,Jump Shot,[],202695,83.62352168199737,71.56862745098039,1610612746,84,91,2024-03-26T04:16:41Z,4370000,False,108.0,101.0,1,right,MISS K. Leonard 14' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,,,,Mid-Range,8-16 Right,,14.8,Missed,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
446,PT01M59.00S,2024-03-26T04:14:50.4Z,3,REGULAR,rebound,offensive,[],201566,,,1610612746,84,91,2024-03-26T04:14:53Z,4380000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:2),[201566],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,,,Westbrook,R. Westbrook,,,,445.0,4.0,2.0,2.0,,,,,,,,,
447,PT01M59.00S,2024-03-26T04:14:51.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201566,94.40999984741211,50.0,1610612746,84,91,2024-03-26T04:14:55Z,4390000,False,0.0,0.0,1,right,MISS R. Westbrook tip Layup,[201566],1610612746.0,LAC,tip,,,,,,Restricted Area,0-8 Center,,0.0,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
448,PT01M58.00S,2024-03-26T04:14:52.1Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,84,91,2024-03-26T04:14:55Z,4400000,False,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,Smith,J. Smith,,,,447.0,3.0,3.0,0.0,,,,,,,,,
449,PT01M43.00S,2024-03-26T04:15:06.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,10.430354796320628,45.58823529411765,1610612754,84,91,2024-03-26T04:16:01Z,4410000,False,22.0,46.0,1,left,MISS P. Siakam turnaround Hook,[1627783],1610612754.0,IND,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,5.06,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
450,PT01M42.00S,2024-03-26T04:15:09.8Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612754,84,91,2024-03-26T04:15:09Z,4420000,False,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Smith,J. Smith,,,,449.0,4.0,3.0,1.0,,,,,,,,,
451,PT01M42.00S,2024-03-26T04:15:09.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630188,5.590000152587891,50.0,1610612754,84,91,2024-03-26T04:15:13Z,4430000,False,0.0,0.0,1,left,MISS J. Smith tip Layup,[1630188],1610612754.0,IND,tip,,,,,,Restricted Area,0-8 Center,,0.0,Missed,,Smith,J. Smith,,,,,,,,,,,,,,,,
452,PT01M42.00S,2024-03-26T04:15:09.8Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612754,84,91,2024-03-26T04:15:13Z,4440000,False,,,0,,P. Siakam REBOUND (Off:2 Def:2),[1627783],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,Siakam,P. Siakam,,,,451.0,4.0,2.0,2.0,,,,,,,,,
472,PT01M42.00S,2024-03-26T04:15:13.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,7.145203679369246,50.0,1610612754,84,91,2024-03-26T04:19:16Z,4455000,False,0.0,15.0,1,left,MISS P. Siakam putback Layup,[1627783],1610612754.0,IND,putback,,,,,,Restricted Area,0-8 Center,,1.47,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,
473,PT01M42.00S,2024-03-26T04:15:13.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,84,91,2024-03-26T04:21:02Z,4462500,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,472.0,,,,,,,,,,,,
455,PT01M42.00S,2024-03-26T04:15:17.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629599,,,1610612754,84,91,2024-03-26T04:20:28Z,4470000,False,,,0,,A. Coffey loose ball personal FOUL (2 PF) (Smith 2 FT),"[1629599, 1630188]",1610612746.0,LAC,loose ball,,,,,,Restricted Area,0-8 Center,1148.0,,,,Coffey,A. Coffey,,,,,,,,2.0,0.0,Smith,1630188.0,,,,,
457,PT01M42.00S,2024-03-26T04:15:41.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630188,,,1610612754,84,92,2024-03-26T04:20:32Z,4490000,False,,,0,,J. Smith Free Throw 1 of 2 (2 PTS),[1630188],1610612754.0,IND,,,,,,,,,,,Made,2.0,Smith,J. Smith,,,,,,,,,,,,,,,,
458,PT01M42.00S,2024-03-26T04:15:41.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630188,,,1610612754,84,93,2024-03-26T04:20:32Z,4500000,False,,,0,,J. Smith Free Throw 2 of 2 (3 PTS),[1630188],1610612754.0,IND,,,,,,,,,,,Made,3.0,Smith,J. Smith,,,,,,,,,,,,,,,,
459,PT01M30.00S,2024-03-26T04:16:11.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,91.63929040735874,57.1078431372549,1610612746,86,93,2024-03-26T04:16:16Z,4510000,False,36.0,26.0,1,right,N. Powell driving floating bank Jump Shot (14 PTS) (R. Westbrook 6 AST),"[1626181, 201566]",1610612746.0,LAC,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,4.41,Made,14.0,Powell,N. Powell,R. Westbrook,201566.0,6.0,,,,,,,,,,,,,
461,PT01M07.00S,2024-03-26T04:16:33.6Z,3,REGULAR,2pt,Jump Shot,[],1627783,23.570959264126145,41.91176470588235,1610612754,86,95,2024-03-26T04:16:38Z,4530000,False,40.0,169.0,1,left,P. Siakam 17' pullup Jump Shot (18 PTS),[1627783],1610612754.0,IND,pullup,,,,,,Mid-Range,16-24 Center,,17.39,Made,18.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,
462,PT00M49.10S,2024-03-26T04:16:53.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612746,86,95,2024-03-26T04:17:03Z,4540000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1630188, 201566]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,201246.0,,,,Smith,J. Smith,,,,,,,,1.0,0.0,Westbrook,201566.0,,,,,
464,PT00M49.10S,2024-03-26T04:17:19.1Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612746,87,95,2024-03-26T04:17:38Z,4560000,False,,,0,,R. Westbrook Free Throw 1 of 2 (14 PTS),[201566],1610612746.0,LAC,,,,,,,,,,,Made,14.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
465,PT00M49.10S,2024-03-26T04:17:19.1Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612746,87,95,2024-03-26T04:17:38Z,4570000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612746.0,LAC,,,,,,,,,,,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
466,PT00M47.30S,2024-03-26T04:17:20.9Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612754,87,95,2024-03-26T04:17:38Z,4580000,False,,,0,,O. Toppin REBOUND (Off:2 Def:2),[1630167],1610612754.0,IND,,,,,,,,,,,,,Toppin,O. Toppin,,,,465.0,4.0,2.0,2.0,,,,,,,,,
467,PT00M34.30S,2024-03-26T04:17:49.8Z,3,REGULAR,2pt,Jump Shot,[],1627783,21.73127463863338,60.294117647058826,1610612754,87,97,2024-03-26T04:17:54Z,4590000,False,-51.0,152.0,1,left,P. Siakam 16' Jump Shot (20 PTS) (T. McConnell 3 AST),"[1627783, 204456]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Left Center,,16.03,Made,20.0,Siakam,P. Siakam,T. McConnell,204456.0,3.0,,,,,,,,,,,,,
469,PT00M26.00S,2024-03-26T04:18:02.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,80.33837056504599,53.92156862745098,1610612746,89,97,2024-03-26T04:22:24Z,4610000,False,20.0,132.0,1,right,K. Leonard 13' pullup Jump Shot (24 PTS) (R. Westbrook 7 AST),"[202695, 201566]",1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,13.37,Made,24.0,Leonard,K. Leonard,R. Westbrook,201566.0,7.0,,,,,,,,,,,,,
471,PT00M02.40S,2024-03-26T04:18:31.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,11.087385019710908,42.15686274509803,1610612754,89,97,2024-03-26T04:23:14Z,4630000,False,39.0,52.0,1,left,MISS T. McConnell 6' driving floating Shot,[204456],1610612754.0,IND,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,6.49,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,
474,PT00M02.40S,2024-03-26T04:18:31.7Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,89,97,2024-03-26T04:18:39Z,4640000,False,,,0,,K. Leonard REBOUND (Off:2 Def:1),[202695],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,Leonard,K. Leonard,,,,471.0,3.0,1.0,2.0,,,,,,,,,
475,PT00M00.00S,2024-03-26T04:18:37.8Z,3,REGULAR,period,end,[],0,,,1610612746,89,97,2024-03-26T04:18:37Z,4650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2024-03-26T04:21:02.5Z,4,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,89,97,2024-03-26T04:21:22Z,4660000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,,,,,,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
477,PT12M00.00S,2024-03-26T04:21:02.5Z,4,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,89,97,2024-03-26T04:21:22Z,4670000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,
478,PT12M00.00S,2024-03-26T04:21:02.5Z,4,REGULAR,substitution,out,['startperiod'],1630167,,,1610612746,89,97,2024-03-26T04:21:22Z,4680000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,
479,PT12M00.00S,2024-03-26T04:21:02.5Z,4,REGULAR,substitution,in,['startperiod'],1627826,,,1610612746,89,97,2024-03-26T04:21:22Z,4690000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,
480,PT12M00.00S,2024-03-26T04:21:02.5Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612746,89,97,2024-03-26T04:21:22Z,4700000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,
481,PT12M00.00S,2024-03-26T04:21:02.5Z,4,REGULAR,substitution,in,['startperiod'],1641716,,,1610612746,89,97,2024-03-26T04:21:22Z,4710000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,
482,PT12M00.00S,2024-03-26T04:21:20.6Z,4,REGULAR,period,start,[],0,,,1610612746,89,97,2024-03-26T04:21:22Z,4720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT11M46.00S,2024-03-26T04:21:33.6Z,4,REGULAR,3pt,Jump Shot,[],200782,95.71287779237845,1.470588235294116,1610612746,89,97,2024-03-26T04:21:39Z,4730000,False,-243.0,-12.0,1,right,MISS P. Tucker 24' 3PT,[200782],1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,,24.29,Missed,,Tucker,P. Tucker,,,,,,,,,,,,,,,,
484,PT11M45.00S,2024-03-26T04:21:34.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,89,97,2024-03-26T04:21:39Z,4740000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,483.0,,,,,,,,,,,,
485,PT11M31.00S,2024-03-26T04:22:00.2Z,4,REGULAR,2pt,Jump Shot,[],1627783,21.20565045992116,64.70588235294117,1610612754,89,99,2024-03-26T04:48:52Z,4750000,False,-74.0,147.0,1,left,P. Siakam 16' step back Jump Shot (22 PTS) (T. McConnell 4 AST),"[1627783, 204456]",1610612754.0,IND,step back,,,,,,Mid-Range,16-24 Left Center,,16.42,Made,22.0,Siakam,P. Siakam,T. McConnell,204456.0,4.0,,,,,,,,,,,,,
486,PT11M13.00S,2024-03-26T04:22:18.7Z,4,REGULAR,2pt,Jump Shot,[],1626181,76.13337713534823,52.69607843137255,1610612746,89,99,2024-03-26T04:22:23Z,4760000,False,13.0,172.0,1,right,MISS N. Powell 17' step back Shot,[1626181],1610612746.0,LAC,step back,,,,,,Mid-Range,16-24 Center,,17.23,Missed,,Powell,N. Powell,,,,,,,,,,,,,,,,
487,PT11M10.00S,2024-03-26T04:22:21.7Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,89,99,2024-03-26T04:22:23Z,4770000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,,,,Mid-Range,16-24 Center,,,,,McConnell,T. McConnell,,,,486.0,1.0,1.0,0.0,,,,,,,,,
488,PT11M03.00S,2024-03-26T04:22:29.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627783,7.670827858081481,52.450980392156865,1610612754,89,101,2024-03-26T04:30:51Z,4780000,False,-12.0,20.0,1,left,P. Siakam driving DUNK (24 PTS) (J. Walker 3 AST),"[1627783, 1641716]",1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,,2.31,Made,24.0,Siakam,P. Siakam,J. Walker,1641716.0,3.0,,,,,,,,,,,,,
490,PT10M48.00S,2024-03-26T04:22:58.1Z,4,REGULAR,3pt,Jump Shot,[],201566,74.81931668856767,12.74509803921569,1610612746,89,101,2024-03-26T04:23:02Z,4800000,False,-186.0,184.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,26.2,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
491,PT10M45.00S,2024-03-26T04:23:01.1Z,4,REGULAR,rebound,defensive,[],1641716,,,1610612754,89,101,2024-03-26T04:23:02Z,4810000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,,,Walker,J. Walker,,,,490.0,2.0,2.0,0.0,,,,,,,,,
492,PT10M32.00S,2024-03-26T04:23:14.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,8.722076215505908,50.245098039215684,1610612754,89,103,2024-03-26T04:23:21Z,4820000,False,-1.0,29.0,1,left,J. Smith driving finger roll Layup (5 PTS) (J. Walker 4 AST),"[1630188, 1641716]",1610612754.0,IND,driving finger roll,,,,,,Restricted Area,0-8 Center,,2.95,Made,5.0,Smith,J. Smith,J. Walker,1641716.0,4.0,,,,,,,,,,,,,
494,PT10M32.00S,2024-03-26T04:23:19.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,89,103,2024-03-26T04:23:19Z,4840000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT10M32.00S,2024-03-26T04:25:48.7Z,4,REGULAR,substitution,out,[],201566,,,1610612746,89,103,2024-03-26T04:26:01Z,4850000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,
497,PT10M32.00S,2024-03-26T04:25:48.7Z,4,REGULAR,substitution,in,[],202331,,,1610612746,89,103,2024-03-26T04:26:01Z,4860000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,
498,PT10M19.00S,2024-03-26T04:26:19.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201935,92.16491458607096,42.64705882352941,1610612746,89,103,2024-03-26T04:26:27Z,4870000,False,-37.0,21.0,1,right,MISS J. Harden driving Layup - blocked,"[201935, 1630188]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,4.24,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,Smith,1630188.0
499,PT10M19.00S,2024-03-26T04:26:19.1Z,4,REGULAR,block,,[],1630188,,,1610612746,89,103,2024-03-26T04:26:21Z,4880000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,
500,PT10M16.00S,2024-03-26T04:26:22.1Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,89,103,2024-03-26T04:26:27Z,4890000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,McConnell,T. McConnell,,,,498.0,2.0,2.0,0.0,,,,,,,,,
501,PT10M14.00S,2024-03-26T04:26:25.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630188,7.933639947437584,48.0392156862745,1610612754,89,105,2024-03-26T04:32:00Z,4900000,False,10.0,22.0,1,left,J. Smith running Layup (7 PTS) (P. Siakam 1 AST),"[1630188, 1627783]",1610612754.0,IND,running,,,,,,Restricted Area,0-8 Center,,2.42,Made,7.0,Smith,J. Smith,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,
503,PT10M00.00S,2024-03-26T04:26:38.0Z,4,REGULAR,2pt,Jump Shot,[],202331,80.99540078843627,76.22549019607843,1610612746,89,105,2024-03-26T04:26:43Z,4920000,False,131.0,126.0,1,right,MISS P. George 18' pullup Shot,[202331],1610612746.0,LAC,pullup,,,,,,Mid-Range,16-24 Right Center,,18.19,Missed,,George,P. George,,,,,,,,,,,,,,,,
504,PT09M56.00S,2024-03-26T04:26:42.0Z,4,REGULAR,rebound,defensive,[],1641767,,,1610612754,89,105,2024-03-26T04:26:43Z,4930000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:3),[1641767],1610612754.0,IND,,,,,,,Mid-Range,16-24 Right Center,,,,,Sheppard,B. Sheppard,,,,503.0,3.0,3.0,0.0,,,,,,,,,
505,PT09M52.00S,2024-03-26T04:26:46.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],204456,30.535479632063073,78.92156862745098,1610612754,89,105,2024-03-26T04:32:42Z,4940000,False,-145.0,235.0,1,left,MISS T. McConnell 27' running pullup 3PT,[204456],1610612754.0,IND,running pullup,,,,,,Above the Break 3,24+ Left Center,,27.55,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,
506,PT09M49.00S,2024-03-26T04:26:49.2Z,4,REGULAR,rebound,defensive,[],200782,,,1610612746,89,105,2024-03-26T04:26:53Z,4950000,False,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,,Tucker,P. Tucker,,,,505.0,2.0,2.0,0.0,,,,,,,,,
507,PT09M36.00S,2024-03-26T04:27:03.6Z,4,REGULAR,foul,personal,['3freethrow'],1641767,,,1610612746,89,105,2024-03-26T04:27:11Z,4960000,False,,,0,,B. Sheppard shooting personal FOUL (3 PF) (Harden 3 FT),"[1641767, 201935]",1610612754.0,IND,shooting,,,,,,Above the Break 3,24+ Left Center,202037.0,,,,Sheppard,B. Sheppard,,,,,,,,3.0,0.0,Harden,201935.0,,,,,
509,PT09M36.00S,2024-03-26T04:27:32.0Z,4,REGULAR,freethrow,1 of 3,[],201935,,,1610612746,90,105,2024-03-26T04:27:32Z,4980000,False,,,0,,J. Harden Free Throw 1 of 3 (7 PTS),[201935],1610612746.0,LAC,,,,,,,,,,,Made,7.0,Harden,J. Harden,,,,,,,,,,,,,,,,
510,PT09M36.00S,2024-03-26T04:27:48.6Z,4,REGULAR,freethrow,2 of 3,[],201935,,,1610612746,91,105,2024-03-26T04:27:48Z,4990000,False,,,0,,J. Harden Free Throw 2 of 3 (8 PTS),[201935],1610612746.0,LAC,,,,,,,,,,,Made,8.0,Harden,J. Harden,,,,,,,,,,,,,,,,
511,PT09M36.00S,2024-03-26T04:27:57.5Z,4,REGULAR,freethrow,3 of 3,[],201935,,,1610612746,92,105,2024-03-26T04:27:57Z,5000000,False,,,0,,J. Harden Free Throw 3 of 3 (9 PTS),[201935],1610612746.0,LAC,,,,,,,,,,,Made,9.0,Harden,J. Harden,,,,,,,,,,,,,,,,
512,PT09M23.00S,2024-03-26T04:28:14.1Z,4,REGULAR,foul,personal,['2freethrow'],201935,,,1610612754,92,105,2024-03-26T04:28:19Z,5010000,False,,,0,,J. Harden shooting personal FOUL (3 PF) (Siakam 2 FT),"[201935, 1627783]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202037.0,,,,Harden,J. Harden,,,,,,,,3.0,0.0,Siakam,1627783.0,,,,,
514,PT09M23.00S,2024-03-26T04:28:46.1Z,4,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,92,106,2024-03-26T04:28:46Z,5030000,False,,,0,,P. Siakam Free Throw 1 of 2 (25 PTS),[1627783],1610612754.0,IND,,,,,,,,,,,Made,25.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,
515,PT09M23.00S,2024-03-26T04:28:49.0Z,4,REGULAR,substitution,out,[],200782,,,1610612754,92,106,2024-03-26T04:28:52Z,5040000,False,,,0,,SUB out: P. Tucker,[200782],1610612746.0,LAC,,,,,,,,,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,
516,PT09M23.00S,2024-03-26T04:28:49.0Z,4,REGULAR,substitution,in,[],202695,,,1610612754,92,106,2024-03-26T04:28:52Z,5050000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,,,,,,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,
517,PT09M23.00S,2024-03-26T04:29:04.8Z,4,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,92,107,2024-03-26T04:29:04Z,5060000,False,,,0,,P. Siakam Free Throw 2 of 2 (26 PTS),[1627783],1610612754.0,IND,,,,,,,,,,,Made,26.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,
518,PT09M08.00S,2024-03-26T04:29:22.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202331,94.26741130091985,46.81372549019608,1610612746,94,107,2024-03-26T04:29:25Z,5070000,False,-16.0,1.0,1,right,P. George driving Layup (17 PTS) (J. Harden 5 AST),"[202331, 201935]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,,1.6,Made,17.0,George,P. George,J. Harden,201935.0,5.0,,,,,,,,,,,,,
519,PT08M55.00S,2024-03-26T04:29:35.5Z,4,REGULAR,3pt,Jump Shot,[],204456,35.00328515111694,51.71568627450981,1610612754,94,110,2024-03-26T04:29:40Z,5080000,False,-9.0,277.0,1,left,T. McConnell 27' 3PT  (13 PTS) (J. Walker 5 AST),"[204456, 1641716]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,27.66,Made,13.0,McConnell,T. McConnell,J. Walker,1641716.0,5.0,,,,,,,,,,,,,
521,PT08M42.00S,2024-03-26T04:29:49.9Z,4,REGULAR,foul,personal,['2freethrow'],204456,,,1610612746,94,110,2024-03-26T04:29:56Z,5100000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Zubac 2 FT),"[204456, 1627826]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,202037.0,,,,McConnell,T. McConnell,,,,,,,,1.0,0.0,Zubac,1627826.0,,,,,
524,PT08M42.00S,2024-03-26T04:30:12.5Z,4,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,94,110,2024-03-26T04:30:12Z,5120000,False,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,,,,,,,,Missed,,Zubac,I. Zubac,,,,,,,,,,,,,,,,
525,PT08M42.00S,2024-03-26T04:30:12.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,94,110,2024-03-26T04:30:12Z,5130000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,524.0,,,,,,,,,,,,
526,PT08M42.00S,2024-03-26T04:30:28.9Z,4,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,95,110,2024-03-26T04:30:28Z,5140000,False,,,0,,I. Zubac Free Throw 2 of 2 (9 PTS),[1627826],1610612746.0,LAC,,,,,,,,,,,Made,9.0,Zubac,I. Zubac,,,,,,,,,,,,,,,,
527,PT08M35.00S,2024-03-26T04:30:38.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.802233902759525,47.30392156862745,1610612754,95,112,2024-03-26T04:30:41Z,5150000,False,13.0,21.0,1,left,T. McConnell driving Layup (15 PTS),[204456],1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,,2.48,Made,15.0,McConnell,T. McConnell,,,,,,,,,,,,,,,,
528,PT08M13.00S,2024-03-26T04:30:59.2Z,4,REGULAR,3pt,Jump Shot,[],1626181,66.67214191852825,59.80392156862745,1610612746,95,112,2024-03-26T04:31:03Z,5160000,False,49.0,261.0,1,right,MISS N. Powell 26' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Center,,26.54,Missed,,Powell,N. Powell,,,,,,,,,,,,,,,,
529,PT08M10.00S,2024-03-26T04:31:02.2Z,4,REGULAR,rebound,defensive,[],1641767,,,1610612754,95,112,2024-03-26T04:31:03Z,5170000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:4),[1641767],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,,Sheppard,B. Sheppard,,,,528.0,4.0,4.0,0.0,,,,,,,,,
