actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M50.00S,2024-02-13T03:42:13.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202331,29.48423127463863,22.549019607843135,1610612746,0,2,2024-02-13T03:42:33Z,180000,False,137.0,225.0,1,left,MISS P. George 26' running 3PT,[202331],1610612746.0,LAC,,running,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.33,Missed,,,,,,,,,,,,,,,,,
19,PT10M49.00S,2024-02-13T03:42:14.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,0,2,2024-02-13T03:42:19Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,18.0,,,,,,,
21,PT10M37.00S,2024-02-13T03:42:37.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630183,90.8508541392904,50.245098039215684,1610612750,0,4,2024-02-13T03:42:45Z,210000,False,1.0,34.0,1,right,J. McDaniels driving Hook (2 PTS) (A. Edwards 1 AST),"[1630183, 1630162]",1610612750.0,MIN,,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.35,Made,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,
23,PT10M19.00S,2024-02-13T03:42:57.5Z,1,REGULAR,foul,personal,['2freethrow'],201144,,,1610612746,0,4,2024-02-13T03:43:02Z,230000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Harden 2 FT),"[201144, 201935]",1610612750.0,MIN,202026.0,shooting,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,0.0,Harden,201935.0,,,,,,,,,
25,PT10M19.00S,2024-02-13T03:43:23.2Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,1,4,2024-02-13T03:43:23Z,250000,False,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612746.0,LAC,,,,,Harden,J. Harden,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
26,PT10M19.00S,2024-02-13T03:43:45.8Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,2,4,2024-02-13T03:43:45Z,260000,False,,,0,,J. Harden Free Throw 2 of 2 (2 PTS),[201935],1610612746.0,LAC,,,,,Harden,J. Harden,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
28,PT10M06.00S,2024-02-13T03:44:00.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.11366622864652,48.774509803921575,1610612750,2,6,2024-02-13T03:44:09Z,280000,False,-6.0,31.0,1,right,R. Gobert alley-oop DUNK (2 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612750.0,MIN,,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.16,Made,2.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,
30,PT09M49.00S,2024-02-13T03:44:16.5Z,1,REGULAR,3pt,Jump Shot,[],201935,28.301576872536145,17.892156862745097,1610612746,5,6,2024-02-13T03:44:31Z,300000,False,161.0,214.0,1,left,J. Harden 26' 3PT  (5 PTS) (K. Leonard 1 AST),"[201935, 202695]",1610612746.0,LAC,,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.71,Made,5.0,K. Leonard,202695.0,1.0,,,,,,,,,,,,,
32,PT09M29.00S,2024-02-13T03:44:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,83.31143232588698,64.68290441176471,1610612750,5,6,2024-02-13T03:44:54Z,320000,False,73.0,104.0,1,right,MISS R. Gobert 12' floating Shot,[203497],1610612750.0,MIN,,floating,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Right,12.76,Missed,,,,,,,,,,,,,,,,,
33,PT09M27.00S,2024-02-13T03:44:39.6Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,5,6,2024-02-13T03:44:41Z,330000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,,George,P. George,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,
34,PT09M19.00S,2024-02-13T03:44:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,15.686596583442835,35.5392156862745,1610612746,5,6,2024-02-13T03:44:51Z,340000,False,72.0,95.0,1,left,MISS J. Harden 11' pullup Shot,[201935],1610612746.0,LAC,,pullup,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,11.94,Missed,,,,,,,,,,,,,,,,,
35,PT09M17.00S,2024-02-13T03:44:49.4Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,5,6,2024-02-13T03:47:40Z,350000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,
36,PT09M05.00S,2024-02-13T03:45:01.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,82.83508541392904,50.0,1610612750,5,8,2024-02-13T03:47:03Z,360000,False,0.0,109.0,1,right,K. Towns 10' driving Hook (4 PTS) (M. Conley 3 AST),"[1626157, 201144]",1610612750.0,MIN,,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,10.89,Made,4.0,M. Conley,201144.0,3.0,,,,,,,,,,,,,
38,PT08M36.00S,2024-02-13T03:45:29.7Z,1,REGULAR,2pt,Jump Shot,[],1629611,21.813403416557165,41.07306985294118,1610612746,5,8,2024-02-13T03:45:35Z,380000,False,45.0,153.0,1,left,MISS T. Mann 15' pullup Shot,[1629611],1610612746.0,LAC,,pullup,,,Mann,T. Mann,,,,,Mid-Range,8-16 Center,15.89,Missed,,,,,,,,,,,,,,,,,
39,PT08M34.00S,2024-02-13T03:45:31.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,5,8,2024-02-13T03:45:35Z,390000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,38.0,2.0,1.0,1.0,,,,
40,PT08M17.00S,2024-02-13T03:45:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,90.8508541392904,42.892156862745104,1610612750,5,8,2024-02-13T03:47:37Z,400000,False,-36.0,34.0,1,right,MISS M. Conley driving floating bank Shot,[201144],1610612750.0,MIN,,driving floating bank,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,4.88,Missed,,,,,,,,,,,,,,,,,
41,PT08M14.00S,2024-02-13T03:45:51.4Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,5,8,2024-02-13T03:47:37Z,410000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,40.0,2.0,2.0,0.0,,,,
42,PT08M06.00S,2024-02-13T03:45:59.7Z,1,REGULAR,2pt,Jump Shot,[],202695,21.73127463863338,28.186274509803923,1610612746,5,8,2024-02-13T03:46:04Z,420000,False,109.0,152.0,1,left,MISS K. Leonard 18' pullup Shot,[202695],1610612746.0,LAC,,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,18.69,Missed,,,,,,,,,,,,,,,,,
43,PT08M04.00S,2024-02-13T03:46:01.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,5,8,2024-02-13T03:46:04Z,430000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,
44,PT07M52.00S,2024-02-13T03:46:14.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,69.82588699080158,18.627450980392155,1610612750,5,8,2024-02-13T03:46:18Z,440000,False,-157.0,231.0,1,right,MISS A. Edwards 27' step back 3PT,[1630162],1610612750.0,MIN,,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,27.93,Missed,,,,,,,,,,,,,,,,,
45,PT07M49.00S,2024-02-13T03:46:17.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,5,8,2024-02-13T03:46:18Z,450000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,44.0,2.0,2.0,0.0,,,,
46,PT07M36.00S,2024-02-13T03:46:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,9.904730617608408,59.068627450980394,1610612746,5,8,2024-02-13T03:48:52Z,460000,False,-45.0,41.0,1,left,MISS J. Harden 6' driving floating Shot,[201935],1610612746.0,LAC,,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,
47,PT07M34.00S,2024-02-13T03:46:31.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,5,8,2024-02-13T03:46:33Z,470000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,
48,PT07M24.00S,2024-02-13T03:46:42.2Z,1,REGULAR,turnover,lost ball,[],1630183,,,1610612750,5,8,2024-02-13T03:46:45Z,480000,False,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1630183, 202331]",1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1.0,,,,,George,202331.0,,
49,PT07M24.00S,2024-02-13T03:46:42.2Z,1,REGULAR,steal,,[],202331,,,1610612746,5,8,2024-02-13T03:46:44Z,490000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,,George,P. George,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,
50,PT07M07.00S,2024-02-13T03:47:01.1Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612746,5,8,2024-02-13T03:47:07Z,500000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (George 2 FT),"[1626157, 202331]",1610612750.0,MIN,1830.0,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,1.0,0.0,George,202331.0,,,,,,,,,
52,PT07M07.00S,2024-02-13T03:47:31.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202331,,,1610612746,6,8,2024-02-13T03:47:31Z,520000,False,,,0,,P. George Free Throw 1 of 2 (1 PTS),[202331],1610612746.0,LAC,,,,,George,P. George,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
53,PT07M07.00S,2024-02-13T03:47:52.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202331,,,1610612746,7,8,2024-02-13T03:47:52Z,530000,False,,,0,,P. George Free Throw 2 of 2 (2 PTS),[202331],1610612746.0,LAC,,,,,George,P. George,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
54,PT06M57.00S,2024-02-13T03:48:06.9Z,1,REGULAR,foul,personal,[],202331,,,1610612750,7,8,2024-02-13T03:50:57Z,540000,False,,,0,,P. George personal FOUL (1 PF),"[202331, 1626157]",1610612746.0,LAC,202026.0,,,,George,P. George,,,,,Mid-Range,16-24 Left,,,,,,,1.0,0.0,Towns,1626157.0,,,,,,,,,
56,PT06M57.00S,2024-02-13T03:48:16.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,7,8,2024-02-13T03:48:16Z,560000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M57.00S,2024-02-13T03:50:59.0Z,1,REGULAR,substitution,out,[],201935,,,1610612750,7,8,2024-02-13T03:51:03Z,570000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M57.00S,2024-02-13T03:50:59.0Z,1,REGULAR,substitution,in,[],201566,,,1610612750,7,8,2024-02-13T03:51:03Z,580000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M41.00S,2024-02-13T03:51:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,82.9664914586071,58.57843137254902,1610612750,7,10,2024-02-13T03:51:29Z,590000,False,43.0,108.0,1,right,J. McDaniels 11' fadeaway Jump Shot (4 PTS) (K. Towns 1 AST),"[1630183, 1626157]",1610612750.0,MIN,,fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,11.58,Made,4.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,
61,PT06M21.00S,2024-02-13T03:51:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,19.973718791064385,52.31694240196079,1610612746,9,10,2024-02-13T03:51:50Z,610000,False,-12.0,135.0,1,left,K. Leonard 13' Jump Shot (2 PTS) (P. George 1 AST),"[202695, 202331]",1610612746.0,LAC,,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,13.58,Made,2.0,P. George,202331.0,1.0,,,,,,,,,,,,,
63,PT06M06.00S,2024-02-13T03:52:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,89.93101182654402,56.127450980392155,1610612750,9,12,2024-02-13T03:52:06Z,630000,False,31.0,42.0,1,right,K. Towns driving floating Jump Shot (6 PTS) (M. Conley 4 AST),"[1626157, 201144]",1610612750.0,MIN,,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,6.0,M. Conley,201144.0,4.0,,,,,,,,,,,,,
65,PT05M42.00S,2024-02-13T03:52:23.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202695,11.350197109067011,50.73529411764706,1610612746,9,12,2024-02-13T03:52:29Z,650000,False,-4.0,54.0,1,left,MISS K. Leonard Hook,[202695],1610612746.0,LAC,,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,
66,PT05M39.00S,2024-02-13T03:52:26.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,9,12,2024-02-13T03:52:29Z,660000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,65.0,3.0,2.0,1.0,,,,
67,PT05M27.00S,2024-02-13T03:52:38.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203497,91.50788436268068,45.833333333333336,1610612750,9,12,2024-02-13T03:52:43Z,670000,False,-21.0,27.0,1,right,MISS R. Gobert Hook,[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,
68,PT05M25.00S,2024-02-13T03:52:40.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,9,12,2024-02-13T03:52:43Z,680000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,67.0,3.0,3.0,0.0,,,,
69,PT05M15.00S,2024-02-13T03:52:51.2Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,9,12,2024-02-13T03:52:54Z,690000,False,,,0,,I. Zubac lost ball TURNOVER (2 TO),"[1627826, 1630162]",1610612746.0,LAC,,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,,,,,Edwards,1630162.0,,
70,PT05M15.00S,2024-02-13T03:52:51.2Z,1,REGULAR,steal,,[],1630162,,,1610612750,9,12,2024-02-13T03:52:53Z,700000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
71,PT05M07.00S,2024-02-13T03:52:59.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,66.40932982917215,39.21568627450981,1610612750,9,12,2024-02-13T03:53:03Z,710000,False,-54.0,263.0,1,right,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,
72,PT05M04.00S,2024-02-13T03:53:02.2Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,9,12,2024-02-13T03:53:03Z,720000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,71.0,3.0,3.0,0.0,,,,
73,PT04M54.00S,2024-02-13T03:53:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,13.978318002628114,55.63725490196079,1610612746,9,12,2024-02-13T03:53:16Z,730000,False,-28.0,79.0,1,left,MISS K. Leonard 8' turnaround Shot,[202695],1610612746.0,LAC,,turnaround,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,8.38,Missed,,,,,,,,,,,,,,,,,
74,PT04M52.00S,2024-02-13T03:53:14.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,9,12,2024-02-13T03:53:16Z,740000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,
75,PT04M39.00S,2024-02-13T03:53:29.8Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612750,9,12,2024-02-13T03:53:37Z,750000,False,,,0,,I. Zubac shooting personal FOUL (2 PF) (Gobert 2 FT),"[1627826, 203497]",1610612746.0,LAC,1830.0,shooting,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,0.0,Gobert,203497.0,,,,,,,,,
77,PT04M39.00S,2024-02-13T03:54:05.7Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,9,13,2024-02-13T03:54:05Z,770000,False,,,0,,R. Gobert Free Throw 1 of 2 (3 PTS),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
78,PT04M39.00S,2024-02-13T03:54:06.4Z,1,REGULAR,substitution,out,[],1629611,,,1610612750,9,13,2024-02-13T03:54:24Z,780000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M39.00S,2024-02-13T03:54:06.4Z,1,REGULAR,substitution,out,[],1627826,,,1610612750,9,13,2024-02-13T03:54:24Z,790000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M39.00S,2024-02-13T03:54:06.4Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,9,13,2024-02-13T03:54:24Z,800000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M39.00S,2024-02-13T03:54:06.4Z,1,REGULAR,substitution,out,[],201144,,,1610612750,9,13,2024-02-13T03:54:24Z,810000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M39.00S,2024-02-13T03:54:06.4Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,9,13,2024-02-13T03:54:24Z,820000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M39.00S,2024-02-13T03:54:06.4Z,1,REGULAR,substitution,in,[],1626181,,,1610612750,9,13,2024-02-13T03:54:24Z,830000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M39.00S,2024-02-13T03:54:06.4Z,1,REGULAR,substitution,in,[],203486,,,1610612750,9,13,2024-02-13T03:54:24Z,840000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M39.00S,2024-02-13T03:54:06.4Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,9,13,2024-02-13T03:54:24Z,850000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M39.00S,2024-02-13T03:54:06.4Z,1,REGULAR,substitution,in,[],203937,,,1610612750,9,13,2024-02-13T03:54:24Z,860000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M39.00S,2024-02-13T03:54:06.4Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,9,13,2024-02-13T03:54:24Z,870000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M39.00S,2024-02-13T03:54:39.7Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,9,14,2024-02-13T03:54:39Z,880000,False,,,0,,R. Gobert Free Throw 2 of 2 (4 PTS),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
89,PT04M28.00S,2024-02-13T03:54:57.8Z,1,REGULAR,turnover,bad pass,[],203486,,,1610612746,9,14,2024-02-13T03:55:01Z,890000,False,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 203937]",1610612746.0,LAC,,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,,,Anderson,203937.0,,
