actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
31,PT09M39.00S,2024-03-18T01:43:37.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,5,4,2024-03-18T01:43:39Z,300000,False,,,0,,C. Capela REBOUND (Off:3 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,,,,,,30.0,3.0,0.0,3.0,,,,,,,,,,,
32,PT09M38.00S,2024-03-18T01:43:38.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,7.013797634691201,50.0,1610612737,5,6,2024-03-18T01:43:44Z,310000,False,0.0,13.0,1,left,C. Capela putback DUNK (6 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.34,Made,6.0,,,,,,,,,,,,,,,,,
34,PT09M13.00S,2024-03-18T01:44:03.1Z,1,REGULAR,3pt,Jump Shot,[],202331,70.74572930354796,22.058823529411768,1610612746,5,6,2024-03-18T01:44:07Z,330000,False,-140.0,222.0,1,right,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
35,PT09M11.00S,2024-03-18T01:44:05.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,5,6,2024-03-18T01:44:05Z,340000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,
36,PT09M09.00S,2024-03-18T01:44:10.0Z,1,REGULAR,foul,personal,[],201935,,,1610612737,5,6,2024-03-18T01:44:41Z,350000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 203991]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,201639.0,1.0,0.0,Capela,203991.0,,,,,,
38,PT09M03.00S,2024-03-18T01:44:38.8Z,1,REGULAR,3pt,Jump Shot,[],203992,26.593298291721425,85.7843137254902,1610612737,5,6,2024-03-18T01:44:53Z,370000,False,-179.0,197.0,1,left,MISS B. Bogdanovic 26' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.65,Missed,,,,,,,,,,,,,,,,,,
39,PT08M59.00S,2024-03-18T01:44:42.8Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,5,6,2024-03-18T01:44:44Z,380000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,
40,PT08M45.00S,2024-03-18T01:44:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,86.25164257555848,46.81372549019608,1610612746,5,6,2024-03-18T01:45:01Z,390000,False,-16.0,77.0,1,right,MISS J. Harden 7' driving floating Shot - blocked,"[201935, 1630249]",1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,,Krejci,1630249.0,,,,,,,,,,,,,,,
41,PT08M45.00S,2024-03-18T01:44:56.1Z,1,REGULAR,block,,[],1630249,,,1610612746,5,6,2024-03-18T01:44:58Z,400000,False,,,0,,V. Krejci BLOCK (1 BLK),[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M43.00S,2024-03-18T01:44:58.1Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,5,6,2024-03-18T01:45:01Z,410000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,40.0,3.0,3.0,0.0,,,,,,,,,,,
43,PT08M40.00S,2024-03-18T01:45:01.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630552,6.225361366622863,48.529411764705884,1610612737,5,8,2024-03-18T01:45:12Z,420000,False,7.0,6.0,1,left,J. Johnson running alley-oop DUNK (2 PTS) (D. Murray 2 AST),"[1630552, 1627749]",1610612737.0,ATL,running alley-oop,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.95,Made,2.0,,,,,,,,,,,,D. Murray,1627749.0,2.0,,,
45,PT08M15.00S,2024-03-18T01:45:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,93.2161629434954,42.892156862745104,1610612746,5,8,2024-03-18T01:45:55Z,440000,False,-36.0,11.0,1,right,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,,
46,PT08M13.00S,2024-03-18T01:45:28.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,5,8,2024-03-18T01:45:30Z,450000,False,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,45.0,4.0,1.0,3.0,,,,,,,,,,,
47,PT08M05.00S,2024-03-18T01:45:35.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630249,14.635348226018394,43.13725490196079,1610612737,5,8,2024-03-18T01:46:11Z,460000,False,34.0,85.0,1,left,MISS V. Krejci 9' driving floating Shot,[1630249],1610612737.0,ATL,driving floating,,,Krejci,V. Krejci,,,,,In The Paint (Non-RA),8-16 Center,9.18,Missed,,,,,,,,,,,,,,,,,,
48,PT08M03.00S,2024-03-18T01:45:37.9Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,5,8,2024-03-18T01:46:11Z,470000,False,,,0,,C. Capela REBOUND (Off:4 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,47.0,5.0,1.0,4.0,,,,,,,,,,,
49,PT08M01.00S,2024-03-18T01:45:40.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,10.036136662286467,95.34313725490196,1610612737,5,11,2024-03-18T01:45:45Z,480000,False,-227.0,42.0,1,left,J. Johnson 3PT  (5 PTS) (C. Capela 1 AST),"[1630552, 203991]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,23.05,Made,5.0,,,,,,,,,,,,C. Capela,203991.0,1.0,,,
51,PT07M46.00S,2024-03-18T01:45:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,93.2161629434954,52.94117647058824,1610612746,7,11,2024-03-18T01:45:58Z,500000,False,15.0,11.0,1,right,K. Leonard Layup (7 PTS) (J. Harden 1 AST),"[202695, 201935]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.85,Made,7.0,,,,,,,,,,,,J. Harden,201935.0,1.0,,,
53,PT07M31.00S,2024-03-18T01:46:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,12.532851511169525,50.98039215686275,1610612737,7,11,2024-03-18T01:46:52Z,520000,False,-5.0,65.0,1,left,MISS J. Johnson 6' driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,,,,,,,,,,,,,,,,,,
54,PT07M30.00S,2024-03-18T01:46:10.6Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,7,11,2024-03-18T01:46:52Z,530000,False,,,0,,C. Capela REBOUND (Off:5 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,53.0,6.0,1.0,5.0,,,,,,,,,,,
55,PT07M28.00S,2024-03-18T01:46:12.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,7.013797634691201,49.50980392156863,1610612737,7,11,2024-03-18T01:46:17Z,540000,False,2.0,13.0,1,left,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,,
56,PT07M28.00S,2024-03-18T01:46:12.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,7,11,2024-03-18T01:46:17Z,550000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,
57,PT07M13.00S,2024-03-18T01:46:27.5Z,1,REGULAR,3pt,Jump Shot,[],202695,67.32917214191853,32.35294117647058,1610612746,7,11,2024-03-18T01:46:32Z,560000,False,-88.0,255.0,1,right,MISS K. Leonard 26' step back 3PT,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,26.94,Missed,,,,,,,,,,,,,,,,,,
58,PT07M11.00S,2024-03-18T01:46:29.5Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,7,11,2024-03-18T01:46:32Z,570000,False,,,0,,I. Zubac REBOUND (Off:2 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,57.0,2.0,0.0,2.0,,,,,,,,,,,
59,PT07M04.00S,2024-03-18T01:46:38.3Z,1,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612746,7,11,2024-03-18T01:46:53Z,580000,False,,,0,,V. Krejci shooting personal FOUL (2 PF) (Zubac 2 FT),"[1630249, 1627826]",1610612737.0,ATL,shooting,,,Krejci,V. Krejci,,,,,Restricted Area,0-8 Center,,,,,,,,,,201639.0,2.0,0.0,Zubac,1627826.0,,,,,,
61,PT07M04.00S,2024-03-18T01:47:04.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,8,11,2024-03-18T01:47:04Z,600000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
62,PT07M04.00S,2024-03-18T01:47:21.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,9,11,2024-03-18T01:47:21Z,610000,False,,,0,,I. Zubac Free Throw 2 of 2 (2 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
63,PT06M53.00S,2024-03-18T01:47:34.1Z,1,REGULAR,turnover,bad pass,[],203991,,,1610612737,9,11,2024-03-18T01:47:37Z,620000,False,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 1629611]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Mann,1629611.0
64,PT06M53.00S,2024-03-18T01:47:34.1Z,1,REGULAR,steal,,[],1629611,,,1610612746,9,11,2024-03-18T01:47:36Z,630000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
65,PT06M36.00S,2024-03-18T01:47:51.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202695,88.87976346911958,96.56862745098039,1610612746,12,11,2024-03-18T01:47:55Z,640000,False,233.0,52.0,1,right,K. Leonard 3PT  (10 PTS) (J. Harden 2 AST),"[202695, 201935]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,23.85,Made,10.0,,,,,,,,,,,,J. Harden,201935.0,2.0,,,
67,PT06M19.00S,2024-03-18T01:48:08.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,15.292378449408673,61.27450980392157,1610612737,12,13,2024-03-18T01:48:26Z,660000,False,-56.0,91.0,1,left,D. Murray 10' fadeaway Jump Shot (2 PTS),[1627749],1610612737.0,ATL,fadeaway,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Left,10.72,Made,2.0,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2024-03-18T01:48:24.7Z,1,REGULAR,2pt,Jump Shot,[],202331,76.92181340341656,35.294117647058826,1610612746,12,13,2024-03-18T01:48:27Z,670000,False,-74.0,164.0,1,right,MISS P. George 18' step back Shot,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Mid-Range,16-24 Left Center,18.01,Missed,,,,,,,,,,,,,,,,,,
69,PT06M01.00S,2024-03-18T01:48:26.7Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,12,13,2024-03-18T01:48:27Z,680000,False,,,0,,J. Johnson REBOUND (Off:0 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,68.0,4.0,4.0,0.0,,,,,,,,,,,
70,PT05M56.00S,2024-03-18T01:48:31.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,29.48423127463863,82.59803921568627,1610612737,12,16,2024-03-18T01:48:59Z,690000,False,-163.0,225.0,1,left,D. Murray 27' 3PT running pullup (5 PTS) (J. Johnson 1 AST),"[1627749, 1630552]",1610612737.0,ATL,running pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,27.76,Made,5.0,,,,,,,,,,,,J. Johnson,1630552.0,1.0,,,
72,PT05M56.00S,2024-03-18T01:48:39.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,12,16,2024-03-18T01:48:39Z,710000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M56.00S,2024-03-18T01:51:37.8Z,1,REGULAR,substitution,out,[],203992,,,1610612746,12,16,2024-03-18T01:52:00Z,720000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M56.00S,2024-03-18T01:51:37.8Z,1,REGULAR,substitution,out,[],1630552,,,1610612746,12,16,2024-03-18T01:52:00Z,730000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M56.00S,2024-03-18T01:51:37.8Z,1,REGULAR,substitution,out,[],203991,,,1610612746,12,16,2024-03-18T01:52:00Z,740000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M56.00S,2024-03-18T01:51:37.8Z,1,REGULAR,substitution,in,[],1628981,,,1610612746,12,16,2024-03-18T01:52:00Z,750000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M56.00S,2024-03-18T01:51:37.8Z,1,REGULAR,substitution,in,[],1629631,,,1610612746,12,16,2024-03-18T01:52:00Z,760000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M56.00S,2024-03-18T01:51:37.8Z,1,REGULAR,substitution,in,[],1629726,,,1610612746,12,16,2024-03-18T01:52:00Z,770000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M39.00S,2024-03-18T01:52:13.6Z,1,REGULAR,3pt,Jump Shot,[],202331,78.23587385019711,6.862745098039213,1610612746,15,16,2024-03-18T01:52:20Z,780000,False,-216.0,152.0,1,right,P. George 26' 3PT  (3 PTS) (J. Harden 3 AST),"[202331, 201935]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.39,Made,3.0,,,,,,,,,,,,J. Harden,201935.0,3.0,,,
81,PT05M18.00S,2024-03-18T01:52:34.1Z,1,REGULAR,turnover,bad pass,[],1628981,,,1610612737,15,16,2024-03-18T01:52:37Z,800000,False,,,0,,B. Fernando bad pass TURNOVER (1 TO),"[1628981, 202331]",1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,George,202331.0
82,PT05M18.00S,2024-03-18T01:52:34.1Z,1,REGULAR,steal,,[],202331,,,1610612746,15,16,2024-03-18T01:52:36Z,810000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT05M13.00S,2024-03-18T01:52:41.4Z,1,REGULAR,foul,offensive,[],201935,,,1610612746,15,16,2024-03-18T01:52:50Z,820000,False,,,0,,J. Harden offensive FOUL (2 PF),"[201935, 1629726]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,203591.0,2.0,0.0,Mathews,1629726.0,,,,,,
