actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
19,PT10M25.00S,2023-11-28T03:42:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.42772667542707,50.73529411764706,1610612746,5,4,2023-11-28T03:42:40Z,190000,False,4.0,19.0,1,right,T. Mann cutting Layup (2 PTS) (J. Harden 1 AST),"[1629611, 201935]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,1.91,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,
21,PT10M14.00S,2023-11-28T03:42:41.6Z,1,REGULAR,turnover,offensive goaltending,[],201599,,,1610612743,5,4,2023-11-28T03:42:53Z,210000,False,,,0,,D. Jordan offensive goaltending TURNOVER (1 TO),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,202058.0,,,,,,,,,,,1.0,,,,,,,,
22,PT09M56.00S,2023-11-28T03:43:17.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,86.38304862023654,47.549019607843135,1610612746,7,4,2023-11-28T03:43:22Z,220000,False,-12.0,75.0,1,right,P. George 7' fadeaway Jump Shot (2 PTS),[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.65,Made,2.0,,,,,,,,,,,,
23,PT09M41.00S,2023-11-28T03:43:32.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,35.134691195795014,57.84313725490196,1610612743,7,4,2023-11-28T03:44:25Z,230000,False,-39.0,278.0,1,left,MISS M. Porter Jr. 28' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,28.06,Missed,,,,,,,,,,,,,
24,PT09M41.00S,2023-11-28T03:43:32.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,7,4,2023-11-28T03:43:37Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,23.0,,,,,
26,PT09M29.00S,2023-11-28T03:43:55.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,86.12023653088042,46.07843137254902,1610612746,7,4,2023-11-28T03:44:36Z,260000,False,-20.0,78.0,1,right,MISS I. Zubac 8' Hook - blocked,"[1627826, 201599]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.04,Missed,,,,,,,,,,,,Jordan,201599.0
27,PT09M29.00S,2023-11-28T03:43:55.9Z,1,REGULAR,block,,[],201599,,,1610612746,7,4,2023-11-28T03:43:58Z,270000,False,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M29.00S,2023-11-28T03:43:55.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,7,4,2023-11-28T06:31:05Z,280000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,26.0,,,,,
28,PT09M29.00S,2023-11-28T03:44:28.0Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612743,7,4,2023-11-28T06:31:37Z,290000,False,,,0,,Jump Ball D. Jordan vs. I. Zubac: Tip to K. Caldwell-Pope,"[203484, 201599, 1627826]",1610612743.0,DEN,heldball,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Jordan,201599.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
32,PT09M19.00S,2023-11-28T03:44:33.7Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612743,7,4,2023-11-28T03:44:40Z,320000,False,,,0,,P. George shooting personal FOUL (1 PF) (Jordan 2 FT),"[202331, 201599]",1610612746.0,LAC,shooting,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,1627529.0,1.0,0.0,Jordan,201599.0,,,,,,,,,,,,,,,
34,PT09M19.00S,2023-11-28T03:45:07.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201599,,,1610612743,7,4,2023-11-28T03:45:07Z,340000,False,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
35,PT09M19.00S,2023-11-28T03:45:07.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,7,4,2023-11-28T03:45:07Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,
36,PT09M19.00S,2023-11-28T03:45:07.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201599,,,1610612743,7,4,2023-11-28T03:45:36Z,360000,False,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
37,PT09M17.00S,2023-11-28T03:45:09.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,4,2023-11-28T03:45:36Z,370000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,
38,PT09M05.00S,2023-11-28T03:45:43.8Z,1,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612746,7,4,2023-11-28T03:45:54Z,380000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Zubac 2 FT),"[1629008, 1627826]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1627529.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,
40,PT09M05.00S,2023-11-28T03:46:06.4Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,8,4,2023-11-28T03:47:01Z,400000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
42,PT09M05.00S,2023-11-28T03:46:06.4Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,8,4,2023-11-28T03:47:01Z,420000,False,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
46,PT09M05.00S,2023-11-28T03:46:06.4Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,8,4,2023-11-28T03:47:01Z,425000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,42.0,1.0,1.0,0.0,,
43,PT08M51.00S,2023-11-28T03:46:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,10.561760840998687,50.98039215686275,1610612743,8,4,2023-11-28T03:51:57Z,430000,False,-5.0,47.0,1,left,MISS R. Jackson driving floating Shot,[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.71,Missed,,,,,,,,,,,,,
44,PT08M51.00S,2023-11-28T03:46:54.0Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,8,4,2023-11-28T03:53:56Z,440000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,
45,PT08M51.00S,2023-11-28T03:46:59.0Z,1,REGULAR,foul,personal,[],202704,,,1610612746,8,4,2023-11-28T03:47:02Z,450000,False,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 1629611]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,1627529.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,,,,,,
48,PT08M39.00S,2023-11-28T03:47:32.3Z,1,REGULAR,2pt,Jump Shot,[],202695,81.12680683311433,74.50980392156863,1610612746,10,4,2023-11-28T03:47:37Z,470000,False,123.0,125.0,1,right,K. Leonard 17' pullup Jump Shot (2 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,,,,,,17.49,Made,2.0,,,,,,,,,,,,
49,PT08M24.00S,2023-11-28T03:47:46.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,9.379106438896187,49.50980392156863,1610612743,10,6,2023-11-28T03:47:51Z,480000,False,2.0,36.0,1,left,D. Jordan alley-oop DUNK (2 PTS) (R. Jackson 2 AST),"[201599, 202704]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,3.58,Made,2.0,R. Jackson,202704.0,2.0,,,,,,,,,
51,PT08M05.00S,2023-11-28T03:48:05.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,90.8508541392904,50.0,1610612746,10,6,2023-11-28T03:54:24Z,500000,False,0.0,34.0,1,right,MISS I. Zubac Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,3.35,Missed,,,,,,,,,,,,,
52,PT08M01.00S,2023-11-28T03:48:09.8Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,10,6,2023-11-28T03:48:10Z,510000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,51.0,2.0,1.0,1.0,,
53,PT08M01.00S,2023-11-28T03:48:09.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,10,6,2023-11-28T03:48:12Z,520000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
54,PT08M01.00S,2023-11-28T03:48:09.8Z,1,REGULAR,rebound,offensive,[],202331,,,1610612746,10,6,2023-11-28T03:48:12Z,530000,False,,,0,,P. George REBOUND (Off:1 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,53.0,2.0,1.0,1.0,,
55,PT07M59.00S,2023-11-28T03:48:11.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202331,94.40999984741211,50.0,1610612746,10,6,2023-11-28T03:48:15Z,540000,False,0.0,0.0,1,right,MISS P. George tip Layup,[202331],1610612746.0,LAC,tip,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
56,PT07M59.00S,2023-11-28T03:48:11.3Z,1,REGULAR,rebound,offensive,[],202331,,,1610612746,10,6,2023-11-28T03:48:15Z,550000,False,,,0,,P. George REBOUND (Off:2 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,55.0,3.0,1.0,2.0,,
57,PT07M57.00S,2023-11-28T03:48:13.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202331,94.40999984741211,50.0,1610612746,10,6,2023-11-28T03:49:20Z,560000,False,0.0,0.0,1,right,MISS P. George putback Layup,[202331],1610612746.0,LAC,putback,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
58,PT07M56.00S,2023-11-28T03:48:14.6Z,1,REGULAR,rebound,offensive,[],202331,,,1610612746,10,6,2023-11-28T03:59:34Z,570000,False,,,0,,P. George REBOUND (Off:3 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,57.0,4.0,1.0,3.0,,
59,PT07M56.00S,2023-11-28T03:48:14.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202331,94.40999984741211,50.0,1610612746,10,6,2023-11-28T03:59:48Z,580000,False,0.0,0.0,1,right,MISS P. George tip Layup,[202331],1610612746.0,LAC,tip,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
60,PT07M55.00S,2023-11-28T03:48:15.9Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,10,6,2023-11-28T03:49:03Z,590000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,59.0,2.0,1.0,1.0,,
61,PT07M49.00S,2023-11-28T03:48:22.8Z,1,REGULAR,foul,personal,['2freethrow'],201599,,,1610612746,10,6,2023-11-28T03:48:30Z,600000,False,,,0,,D. Jordan shooting personal FOUL (1 PF) (Mann 2 FT),"[201599, 1629611]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,202058.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,,,,,,
63,PT07M49.00S,2023-11-28T03:48:54.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629611,,,1610612746,10,6,2023-11-28T03:48:54Z,620000,False,,,0,,MISS T. Mann Free Throw 1 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
64,PT07M49.00S,2023-11-28T03:48:54.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,10,6,2023-11-28T03:48:54Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,
65,PT07M49.00S,2023-11-28T03:49:10.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629611,,,1610612746,11,6,2023-11-28T03:49:10Z,640000,False,,,0,,T. Mann Free Throw 2 of 2 (3 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
66,PT07M36.00S,2023-11-28T03:49:23.0Z,1,REGULAR,3pt,Jump Shot,[],202704,25.673455978975028,86.02941176470588,1610612743,11,6,2023-11-28T03:59:12Z,650000,False,-180.0,189.0,1,left,MISS R. Jackson 26' pullup 3PT,[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,26.09,Missed,,,,,,,,,,,,,
67,PT07M33.00S,2023-11-28T03:49:25.2Z,1,REGULAR,rebound,offensive,[],201599,,,1610612743,11,6,2023-11-28T03:49:25Z,660000,False,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,66.0,2.0,1.0,1.0,,
68,PT07M32.00S,2023-11-28T03:49:26.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201599,7.276609724047319,50.0,1610612743,11,8,2023-11-28T03:49:39Z,670000,False,0.0,16.0,1,left,D. Jordan putback DUNK (4 PTS),[201599],1610612743.0,DEN,putback,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,1.59,Made,4.0,,,,,,,,,,,,
69,PT07M16.00S,2023-11-28T03:49:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.90210249671485,47.05882352941176,1610612746,11,8,2023-11-28T04:02:21Z,680000,False,-15.0,24.0,1,right,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,2.78,Missed,,,,,,,,,,,,,
70,PT07M14.00S,2023-11-28T03:49:47.9Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,11,8,2023-11-28T04:02:21Z,690000,False,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,69.0,3.0,1.0,2.0,,
71,PT07M13.00S,2023-11-28T03:49:51.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,13,8,2023-11-28T04:02:29Z,700000,False,0.0,0.0,1,right,I. Zubac tip DUNK (3 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,3.0,,,,,,,,,,,,
72,PT06M48.00S,2023-11-28T03:50:10.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,15.818002628120894,51.470588235294116,1610612743,13,10,2023-11-28T03:50:14Z,710000,False,-7.0,96.0,1,left,M. Porter Jr. 9' floating Jump Shot (2 PTS) (K. Caldwell-Pope 1 AST),"[1629008, 203484]",1610612743.0,DEN,floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.65,Made,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,
74,PT06M32.00S,2023-11-28T03:50:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,80.55190538764784,55.12408088235294,1610612746,13,10,2023-11-28T03:50:31Z,730000,False,26.0,130.0,1,right,MISS K. Leonard 13' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.28,Missed,,,,,,,,,,,,,
75,PT06M30.00S,2023-11-28T03:50:28.8Z,1,REGULAR,rebound,defensive,[],202704,,,1610612743,13,10,2023-11-28T03:50:31Z,740000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,
76,PT06M25.00S,2023-11-28T03:50:34.0Z,1,REGULAR,3pt,Jump Shot,[],1629008,29.227578843626816,79.63388480392157,1610612743,13,13,2023-11-28T04:04:01Z,750000,False,-148.0,222.0,1,left,M. Porter Jr. 26' 3PT pullup (5 PTS) (R. Jackson 3 AST),"[1629008, 202704]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,26.71,Made,5.0,R. Jackson,202704.0,3.0,,,,,,,,,
78,PT06M24.00S,2023-11-28T03:50:40.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,13,13,2023-11-28T03:50:40Z,770000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M09.00S,2023-11-28T03:53:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,85.15111695137976,56.59466911764706,1610612746,15,13,2023-11-28T03:54:00Z,780000,False,33.0,87.0,1,right,K. Leonard 9' fadeaway Jump Shot (4 PTS),[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.31,Made,4.0,,,,,,,,,,,,
80,PT05M55.00S,2023-11-28T03:54:08.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,8.065045992115643,51.22549019607843,1610612743,15,15,2023-11-28T03:54:12Z,790000,False,-6.0,23.0,1,left,D. Jordan alley-oop DUNK (6 PTS) (R. Jackson 4 AST),"[201599, 202704]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,2.41,Made,6.0,R. Jackson,202704.0,4.0,,,,,,,,,
82,PT05M43.00S,2023-11-28T03:54:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,93.87319316688567,47.549019607843135,1610612746,17,15,2023-11-28T03:54:24Z,810000,False,-12.0,5.0,1,right,I. Zubac Layup (5 PTS) (P. George 2 AST),"[1627826, 202331]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,1.33,Made,5.0,P. George,202331.0,2.0,,,,,,,,,
84,PT05M30.00S,2023-11-28T03:54:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,6.701708278580824,49.4064031862745,1610612743,17,15,2023-11-28T03:54:39Z,830000,False,3.0,10.0,1,left,MISS K. Caldwell-Pope driving Layup,[203484],1610612743.0,DEN,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,1.09,Missed,,,,,,,,,,,,,
85,PT05M28.00S,2023-11-28T03:54:35.8Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,17,15,2023-11-28T03:54:35Z,840000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,84.0,1.0,0.0,1.0,,
86,PT05M19.00S,2023-11-28T03:54:47.4Z,1,REGULAR,foul,offensive,[],201599,,,1610612743,17,15,2023-11-28T03:54:55Z,850000,False,,,0,,D. Jordan offensive FOUL (2 PF),"[201599, 202695]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Center,202058.0,2.0,0.0,Leonard,202695.0,,,,,,,,,,,,,,,
88,PT05M19.00S,2023-11-28T03:54:47.4Z,1,REGULAR,turnover,offensive foul,[],201599,,,1610612743,17,15,2023-11-28T03:54:47Z,870000,False,,,0,,D. Jordan offensive foul TURNOVER (2 TO),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Center,202058.0,,,,,,,,,,,2.0,,,,,,,,
