actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
271,PT04M14.00S,2023-12-12T04:28:50.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,59,55,2023-12-12T04:29:30Z,2670000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,
273,PT04M02.00S,2023-12-12T04:29:48.3Z,2,REGULAR,turnover,bad pass,[],1631101,,,1610612757,59,55,2023-12-12T04:29:53Z,2690000,False,,,0,,S. Sharpe bad pass TURNOVER (2 TO),"[1631101, 202695]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,Leonard,202695.0,,,,
274,PT04M02.00S,2023-12-12T04:29:48.3Z,2,REGULAR,steal,,[],202695,,,1610612746,59,55,2023-12-12T04:29:50Z,2700000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
275,PT03M50.00S,2023-12-12T04:29:59.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,81.38961892247043,51.96078431372549,1610612746,61,55,2023-12-12T04:30:03Z,2710000,False,10.0,122.0,1,right,J. Harden 12' pullup Jump Shot (6 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,12.28,Made,6.0,,,,,,,,,,,,,,,,,
276,PT03M36.00S,2023-12-12T04:30:14.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,12.00722733245729,57.84313725490196,1610612757,61,57,2023-12-12T04:30:18Z,2720000,False,-39.0,60.0,1,left,S. Henderson 7' driving floating Jump Shot (12 PTS),[1630703],1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,12.0,,,,,,,,,,,,,,,,,
277,PT03M19.00S,2023-12-12T04:30:31.3Z,2,REGULAR,3pt,Jump Shot,[],201935,66.93495400788436,62.99019607843137,1610612746,64,57,2023-12-12T04:30:37Z,2730000,False,65.0,258.0,1,right,J. Harden 26' 3PT pullup (9 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.64,Made,9.0,,,,,,,,,,,,,,,,,
278,PT03M05.00S,2023-12-12T04:30:44.5Z,2,REGULAR,2pt,Jump Shot,[],1630703,21.0742444152431,34.803921568627445,1610612757,64,59,2023-12-12T04:30:48Z,2740000,False,76.0,146.0,1,left,S. Henderson 16' fadeaway Jump Shot (14 PTS),[1630703],1610612757.0,POR,fadeaway,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,16.42,Made,14.0,,,,,,,,,,,,,,,,,
279,PT02M52.00S,2023-12-12T04:31:03.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,64,59,2023-12-12T04:31:03Z,2750000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M52.00S,2023-12-12T04:33:43.4Z,2,REGULAR,substitution,out,[],1631133,,,1610612746,64,59,2023-12-12T04:34:02Z,2760000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M52.00S,2023-12-12T04:33:43.4Z,2,REGULAR,substitution,in,[],1629014,,,1610612746,64,59,2023-12-12T04:34:02Z,2770000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M37.00S,2023-12-12T04:34:16.0Z,2,REGULAR,3pt,Jump Shot,[],201935,68.51182654402103,23.774509803921575,1610612746,64,59,2023-12-12T04:34:20Z,2780000,False,-131.0,243.0,1,right,MISS J. Harden 27' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,27.65,Missed,,,,,,,,,,,,,,,,,,
283,PT02M34.00S,2023-12-12T04:34:19.0Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612757,64,59,2023-12-12T04:34:20Z,2790000,False,,,0,,M. Brown REBOUND (Off:0 Def:2),[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Left Center,,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,
284,PT02M17.00S,2023-12-12T04:34:35.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,20.154402102496718,50.0,1610612757,64,59,2023-12-12T04:34:39Z,2800000,False,0.0,137.0,1,left,MISS S. Henderson 13' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,13.7,Missed,,,,,,,,,,,,,,,,,,
285,PT02M15.00S,2023-12-12T04:34:37.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,64,59,2023-12-12T04:34:39Z,2810000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,284.0,3.0,2.0,1.0,,,,,,,,,,,,,
286,PT02M09.00S,2023-12-12T04:34:44.3Z,2,REGULAR,3pt,Jump Shot,[],1626181,77.31603153745073,90.19607843137254,1610612746,64,59,2023-12-12T04:34:54Z,2820000,False,201.0,161.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.73,Missed,,,,,,,,,,,,,,,,,,
287,PT02M04.00S,2023-12-12T04:34:49.3Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612757,64,59,2023-12-12T04:34:49Z,2830000,False,,,0,,M. Brown REBOUND (Off:0 Def:3),[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Right Center,,,,286.0,3.0,3.0,0.0,,,,,,,,,,,,,
288,PT01M58.00S,2023-12-12T04:34:58.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612757,64,59,2023-12-12T04:35:04Z,2840000,False,,,0,,N. Powell personal FOUL (3 PF) (Simons 2 FT),"[1626181, 1629014]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1627962.0,,,,3.0,0.0,Simons,1629014.0
290,PT01M58.00S,2023-12-12T04:35:22.5Z,2,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,64,60,2023-12-12T04:35:22Z,2860000,False,,,0,,A. Simons Free Throw 1 of 2 (15 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
291,PT01M58.00S,2023-12-12T04:35:23.4Z,2,REGULAR,substitution,out,[],1626181,,,1610612757,64,60,2023-12-12T04:35:27Z,2870000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M58.00S,2023-12-12T04:35:23.4Z,2,REGULAR,substitution,in,[],202331,,,1610612757,64,60,2023-12-12T04:35:27Z,2880000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M58.00S,2023-12-12T04:35:41.3Z,2,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,64,61,2023-12-12T04:35:41Z,2890000,False,,,0,,A. Simons Free Throw 2 of 2 (16 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
294,PT01M35.00S,2023-12-12T04:36:04.6Z,2,REGULAR,2pt,Jump Shot,[],202695,89.6681997371879,77.94117647058823,1610612746,64,61,2023-12-12T04:36:09Z,2900000,False,140.0,45.0,1,right,MISS K. Leonard 14' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,14.66,Missed,,,,,,,,,,,,,,,,,,
295,PT01M32.00S,2023-12-12T04:36:07.6Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612757,64,61,2023-12-12T04:36:09Z,2910000,False,,,0,,M. Brown REBOUND (Off:0 Def:4),[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,Mid-Range,8-16 Right,,,,294.0,4.0,4.0,0.0,,,,,,,,,,,,,
296,PT01M26.00S,2023-12-12T04:36:14.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,25.147831800262807,84.06862745098039,1610612757,64,61,2023-12-12T04:36:27Z,2920000,False,-170.0,184.0,1,left,MISS A. Simons 25' running pullup 3PT,[1629014],1610612757.0,POR,running pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
297,PT01M24.00S,2023-12-12T04:36:16.0Z,2,REGULAR,rebound,offensive,[],1629650,,,1610612757,64,61,2023-12-12T04:36:27Z,2930000,False,,,0,,M. Brown REBOUND (Off:1 Def:4),[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Left Center,,,,296.0,5.0,4.0,1.0,,,,,,,,,,,,,
298,PT01M23.00S,2023-12-12T04:36:17.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629650,7.145203679369246,49.50980392156863,1610612757,64,63,2023-12-12T04:36:30Z,2940000,False,2.0,15.0,1,left,M. Brown putback Layup (4 PTS),[1629650],1610612757.0,POR,putback,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,1.49,Made,4.0,,,,,,,,,,,,,,,,,
299,PT01M08.00S,2023-12-12T04:36:35.8Z,2,REGULAR,foul,offensive,['inpenalty'],201935,,,1610612746,64,63,2023-12-12T04:36:44Z,2950000,False,,,0,,J. Harden offensive FOUL (1 PF),"[201935, 1630703]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1627962.0,,,,1.0,0.0,Henderson,1630703.0
301,PT01M08.00S,2023-12-12T04:36:35.8Z,2,REGULAR,turnover,offensive foul,[],201935,,,1610612746,64,63,2023-12-12T04:36:35Z,2970000,False,,,0,,J. Harden offensive foul TURNOVER (1 TO),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1627962.0,1.0,,,,,,
302,PT00M49.40S,2023-12-12T04:37:11.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631101,15.029566360052556,60.294117647058826,1610612757,64,63,2023-12-12T04:37:14Z,2980000,False,-51.0,89.0,1,left,MISS S. Sharpe 10' driving floating Shot,[1631101],1610612757.0,POR,driving floating,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,10.27,Missed,,,,,,,,,,,,,,,,,,
303,PT00M47.10S,2023-12-12T04:37:13.6Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,64,63,2023-12-12T04:37:13Z,2990000,False,,,0,,K. Leonard REBOUND (Off:0 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,302.0,3.0,3.0,0.0,,,,,,,,,,,,,
304,PT00M40.40S,2023-12-12T04:37:20.4Z,2,REGULAR,3pt,Jump Shot,[],202331,69.95729303547964,76.9607843137255,1610612746,64,63,2023-12-12T04:37:29Z,3000000,False,135.0,230.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
305,PT00M37.50S,2023-12-12T04:37:23.3Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612757,64,63,2023-12-12T04:37:29Z,3010000,False,,,0,,M. Brown REBOUND (Off:1 Def:5),[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Right Center,,,,304.0,6.0,5.0,1.0,,,,,,,,,,,,,
306,PT00M31.80S,2023-12-12T04:37:28.9Z,2,REGULAR,2pt,Jump Shot,[],1629014,20.41721419185282,67.64705882352942,1610612757,64,63,2023-12-12T04:37:40Z,3020000,False,-88.0,139.0,1,left,MISS A. Simons 16' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,16.5,Missed,,,,,,,,,,,,,,,,,,
307,PT00M29.40S,2023-12-12T04:37:31.3Z,2,REGULAR,rebound,offensive,[],1629650,,,1610612757,64,63,2023-12-12T04:37:40Z,3030000,False,,,0,,M. Brown REBOUND (Off:2 Def:5),[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,Mid-Range,16-24 Left Center,,,,306.0,7.0,5.0,2.0,,,,,,,,,,,,,
308,PT00M28.90S,2023-12-12T04:37:33.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629650,9.379106438896187,54.90196078431372,1610612757,64,65,2023-12-12T04:38:51Z,3040000,False,-25.0,36.0,1,left,M. Brown putback Layup (6 PTS),[1629650],1610612757.0,POR,putback,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,4.33,Made,6.0,,,,,,,,,,,,,,,,,
309,PT00M07.20S,2023-12-12T04:37:57.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,93.61038107752957,50.0,1610612746,66,65,2023-12-12T04:38:01Z,3050000,False,0.0,8.0,1,right,P. George driving floating Jump Shot (9 PTS),[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,Restricted Area,0-8 Center,0.76,Made,9.0,,,,,,,,,,,,,,,,,
310,PT00M00.00S,2023-12-12T04:38:09.4Z,2,REGULAR,period,end,[],0,,,1610612757,66,65,2023-12-12T04:38:09Z,3060000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2023-12-12T04:52:48.8Z,3,REGULAR,substitution,out,['startperiod'],1630703,,,1610612757,66,65,2023-12-12T04:53:25Z,3070000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2023-12-12T04:52:48.8Z,3,REGULAR,substitution,out,['startperiod'],1629650,,,1610612757,66,65,2023-12-12T04:53:25Z,3080000,False,,,0,,SUB out: M. Brown,[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2023-12-12T04:52:48.8Z,3,REGULAR,substitution,in,['startperiod'],1629680,,,1610612757,66,65,2023-12-12T04:53:25Z,3090000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2023-12-12T04:52:48.8Z,3,REGULAR,substitution,in,['startperiod'],1641871,,,1610612757,66,65,2023-12-12T04:53:25Z,3100000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2023-12-12T04:53:20.3Z,3,REGULAR,period,start,[],0,,,1610612757,66,65,2023-12-12T04:53:25Z,3110000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT11M42.00S,2023-12-12T04:53:38.3Z,3,REGULAR,3pt,Jump Shot,[],1631101,73.37385019710908,16.42156862745098,1610612757,66,68,2023-12-12T04:53:43Z,3120000,False,-168.0,198.0,1,right,S. Sharpe 25' 3PT  (19 PTS) (T. Camara 3 AST),"[1631101, 1641739]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,25.95,Made,19.0,,,,,T. Camara,1641739.0,3.0,,,,,,,,,,
319,PT11M14.00S,2023-12-12T04:54:08.7Z,3,REGULAR,3pt,Jump Shot,[],202695,32.637976346911955,30.14705882352942,1610612746,66,68,2023-12-12T04:54:56Z,3140000,False,99.0,254.0,1,left,MISS K. Leonard 27' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,27.3,Missed,,,,,,,,,,,,,,,,,,
320,PT11M11.00S,2023-12-12T04:54:11.7Z,3,REGULAR,rebound,defensive,[],1641739,,,1610612757,66,68,2023-12-12T04:54:56Z,3150000,False,,,0,,T. Camara REBOUND (Off:0 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,319.0,3.0,3.0,0.0,,,,,,,,,,,,,
321,PT10M57.00S,2023-12-12T04:54:22.6Z,3,REGULAR,3pt,Jump Shot,[],1629680,83.36070959264126,96.07843137254902,1610612757,66,71,2023-12-12T04:54:28Z,3160000,False,230.0,104.0,1,right,M. Thybulle 25' 3PT step back (5 PTS) (D. Reath 1 AST),"[1629680, 1641871]",1610612757.0,POR,step back,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,25.27,Made,5.0,,,,,D. Reath,1641871.0,1.0,,,,,,,,,,
323,PT10M45.00S,2023-12-12T04:54:37.9Z,3,REGULAR,foul,personal,[],1641739,,,1610612746,66,71,2023-12-12T04:54:45Z,3180000,False,,,0,,T. Camara personal FOUL (1 PF),"[1641739, 202695]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1628951.0,,,,1.0,0.0,Leonard,202695.0
325,PT10M29.00S,2023-12-12T04:55:10.7Z,3,REGULAR,3pt,Jump Shot,[],202695,10.298948751642584,5.14705882352942,1610612746,66,71,2023-12-12T04:55:15Z,3200000,False,224.0,44.0,1,left,MISS K. Leonard 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,22.86,Missed,,,,,,,,,,,,,,,,,,
326,PT10M27.00S,2023-12-12T04:55:14.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,66,71,2023-12-12T04:55:14Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,,325.0,,,,,,,,,,,,,,,,
328,PT10M22.00S,2023-12-12T04:55:40.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201935,9.510512483574246,5.392156862745097,1610612746,69,71,2023-12-12T04:55:44Z,3230000,False,223.0,37.0,1,left,J. Harden 3PT  (12 PTS) (K. Leonard 4 AST),"[201935, 202695]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,22.6,Made,12.0,,,,,K. Leonard,202695.0,4.0,,,,,,,,,,
330,PT10M14.00S,2023-12-12T04:55:54.9Z,3,REGULAR,foul,offensive,[],1641871,,,1610612757,69,71,2023-12-12T04:56:04Z,3250000,False,,,0,,D. Reath offensive FOUL (2 PF),"[1641871, 201935]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,1627962.0,,,,2.0,0.0,Harden,201935.0
332,PT10M14.00S,2023-12-12T04:55:54.9Z,3,REGULAR,turnover,offensive foul,[],1641871,,,1610612757,69,71,2023-12-12T04:55:54Z,3270000,False,,,0,,D. Reath offensive foul TURNOVER (1 TO),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,1627962.0,1.0,,,,,,
333,PT09M56.00S,2023-12-12T04:56:22.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201935,17.263469119579497,5.882352941176478,1610612746,72,71,2023-12-12T04:56:26Z,3280000,False,221.0,110.0,1,left,J. Harden 24' 3PT  (15 PTS) (P. George 5 AST),"[201935, 202331]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,24.64,Made,15.0,,,,,P. George,202331.0,5.0,,,,,,,,,,
335,PT09M41.00S,2023-12-12T04:56:38.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641871,91.37647831800263,51.71568627450981,1610612757,72,71,2023-12-12T04:56:42Z,3300000,False,9.0,29.0,1,right,MISS D. Reath turnaround Hook,[1641871],1610612757.0,POR,turnaround,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
336,PT09M39.00S,2023-12-12T04:56:40.0Z,3,REGULAR,rebound,defensive,[],201935,,,1610612746,72,71,2023-12-12T04:56:42Z,3310000,False,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,335.0,4.0,4.0,0.0,,,,,,,,,,,,,
337,PT09M35.00S,2023-12-12T04:56:44.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629611,16.080814717476997,94.8529411764706,1610612746,72,71,2023-12-12T04:56:51Z,3320000,False,-224.0,99.0,1,left,MISS T. Mann 24' running 3PT,[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
338,PT09M31.00S,2023-12-12T04:56:48.1Z,3,REGULAR,rebound,defensive,[],1641871,,,1610612757,72,71,2023-12-12T04:56:51Z,3330000,False,,,0,,D. Reath REBOUND (Off:1 Def:1),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Left Center,,,,337.0,2.0,1.0,1.0,,,,,,,,,,,,,
339,PT09M26.00S,2023-12-12T04:56:53.7Z,3,REGULAR,3pt,Jump Shot,[],1629014,71.40275952693824,22.549019607843135,1610612757,72,74,2023-12-12T04:57:03Z,3340000,False,-137.0,216.0,1,right,A. Simons 25' 3PT  (19 PTS) (S. Sharpe 2 AST),"[1629014, 1631101]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.62,Made,19.0,,,,,S. Sharpe,1631101.0,2.0,,,,,,,,,,
341,PT09M12.00S,2023-12-12T04:57:06.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,13.84691195795007,41.42156862745098,1610612746,74,74,2023-12-12T04:57:09Z,3360000,False,43.0,78.0,1,left,K. Leonard 8' fadeaway Jump Shot (11 PTS) (J. Harden 6 AST),"[202695, 201935]",1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,8.88,Made,11.0,,,,,J. Harden,201935.0,6.0,,,,,,,,,,
343,PT09M00.00S,2023-12-12T04:57:18.1Z,3,REGULAR,3pt,Jump Shot,[],1641871,65.48948751642575,58.088235294117645,1610612757,74,77,2023-12-12T04:57:21Z,3380000,False,40.0,272.0,1,right,D. Reath 27' 3PT  (7 PTS) (T. Camara 4 AST),"[1641871, 1641739]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,27.49,Made,7.0,,,,,T. Camara,1641739.0,4.0,,,,,,,,,,
346,PT08M35.00S,2023-12-12T04:57:43.7Z,3,REGULAR,3pt,Jump Shot,[],202331,10.036136662286467,3.67647058823529,1610612746,77,77,2023-12-12T04:57:48Z,3410000,False,232.0,42.0,1,left,P. George 3PT  (12 PTS) (K. Leonard 5 AST),"[202331, 202695]",1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,23.53,Made,12.0,,,,,K. Leonard,202695.0,5.0,,,,,,,,,,
348,PT08M25.00S,2023-12-12T04:57:54.0Z,3,REGULAR,3pt,Jump Shot,[],1629680,77.973061760841,10.784313725490193,1610612757,77,80,2023-12-12T04:57:59Z,3430000,False,-196.0,155.0,1,right,M. Thybulle 24' 3PT  (8 PTS) (S. Sharpe 3 AST),"[1629680, 1631101]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,24.97,Made,8.0,,,,,S. Sharpe,1631101.0,3.0,,,,,,,,,,
350,PT08M13.00S,2023-12-12T04:58:06.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201935,6.8823915900131425,53.18627450980392,1610612746,79,80,2023-12-12T04:58:10Z,3450000,False,-16.0,12.0,1,left,J. Harden driving DUNK (17 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.0,Made,17.0,,,,,,,,,,,,,,,,,
351,PT07M46.00S,2023-12-12T04:58:32.2Z,3,REGULAR,3pt,Jump Shot,[],1629680,87.56570302233902,93.87254901960785,1610612757,79,80,2023-12-12T04:58:37Z,3460000,False,219.0,64.0,1,right,MISS M. Thybulle 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,22.87,Missed,,,,,,,,,,,,,,,,,,
352,PT07M44.00S,2023-12-12T04:58:34.2Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,79,80,2023-12-12T04:58:37Z,3470000,False,,,0,,K. Leonard REBOUND (Off:0 Def:4),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,351.0,4.0,4.0,0.0,,,,,,,,,,,,,
353,PT07M37.00S,2023-12-12T04:58:41.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,11.744415243101187,48.0392156862745,1610612746,79,80,2023-12-12T04:58:46Z,3480000,False,10.0,58.0,1,left,MISS I. Zubac driving Hook,[1627826],1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,5.87,Missed,,,,,,,,,,,,,,,,,,
354,PT07M35.00S,2023-12-12T04:58:43.8Z,3,REGULAR,rebound,offensive,[],1629611,,,1610612746,79,80,2023-12-12T04:58:43Z,3490000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,353.0,2.0,1.0,1.0,,,,,,,,,,,,,
355,PT07M33.00S,2023-12-12T04:58:46.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627826,6.093955321944804,51.22549019607843,1610612746,81,80,2023-12-12T04:58:52Z,3500000,False,-6.0,5.0,1,left,I. Zubac cutting DUNK (16 PTS) (T. Mann 4 AST),"[1627826, 1629611]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.78,Made,16.0,,,,,T. Mann,1629611.0,4.0,,,,,,,,,,
