actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
428,PT03M43.00S,2023-03-11T02:43:54.8Z,3,REGULAR,turnover,lost ball,[],201937,,,1610612739,67,81,2023-03-11T02:44:04Z,4200000,False,,,0,,R. Rubio lost ball TURNOVER (2 TO),"[201937, 203506]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Right Center,2.0,Oladipo,203506.0,,,,,,,,,,,,,,,,,
429,PT03M43.00S,2023-03-11T02:43:54.8Z,3,REGULAR,steal,,[],203506,,,1610612748,67,81,2023-03-11T02:43:56Z,4210000,False,,,0,,V. Oladipo STEAL (2 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
430,PT03M34.00S,2023-03-11T02:44:03.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,90.75229960578186,3.1862745098039214,1610612748,70,81,2023-03-11T02:44:14Z,4220000,False,-234.0,34.0,1,right,M. Strus 3PT  (3 PTS) (J. Butler 3 AST),"[1629622, 202710]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,,23.66,Made,3.0,,J. Butler,202710.0,3.0,,,,,,,,,,
432,PT03M12.00S,2023-03-11T02:44:24.6Z,3,REGULAR,3pt,Jump Shot,[],1628378,24.392247043363994,12.009803921568627,1610612739,70,84,2023-03-11T02:44:28Z,4240000,False,190.0,177.0,1,left,D. Mitchell 25' 3PT  (33 PTS) (R. Rubio 3 AST),"[1628378, 201937]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,25.95,Made,33.0,,R. Rubio,201937.0,3.0,,,,,,,,,,
434,PT03M00.00S,2023-03-11T02:44:37.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203469,93.38042049934296,45.34313725490196,1610612748,70,84,2023-03-11T02:44:42Z,4260000,False,-23.0,10.0,1,right,MISS C. Zeller driving Layup - blocked,"[203469, 1628386]",1610612748.0,MIA,driving,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,2.52,Missed,,,,,,,,,,,,,,Allen,1628386.0
435,PT03M00.00S,2023-03-11T02:44:37.4Z,3,REGULAR,block,,[],1628386,,,1610612748,70,84,2023-03-11T02:44:40Z,4270000,False,,,0,,J. Allen BLOCK (4 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
436,PT02M56.00S,2023-03-11T02:44:41.4Z,3,REGULAR,rebound,offensive,[],203469,,,1610612748,70,84,2023-03-11T02:44:42Z,4280000,False,,,0,,C. Zeller REBOUND (Off:4 Def:1),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,434.0,,,,,5.0,1.0,4.0,,
437,PT02M51.00S,2023-03-11T02:44:45.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,68.80749014454665,78.92156862745098,1610612748,73,84,2023-03-11T02:45:02Z,4290000,False,145.0,241.0,1,right,M. Strus 28' 3PT  (6 PTS) (C. Martin 1 AST),"[1629622, 1628997]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,28.08,Made,6.0,,C. Martin,1628997.0,1.0,,,,,,,,,,
439,PT02M38.00S,2023-03-11T02:45:00.0Z,3,REGULAR,3pt,Jump Shot,[],201937,24.392247043363994,90.44117647058823,1610612739,73,84,2023-03-11T02:45:12Z,4310000,False,-202.0,177.0,1,left,MISS R. Rubio 26' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Left Center,,,,26.86,Missed,,,,,,,,,,,,,,,
440,PT02M38.00S,2023-03-11T02:45:00.0Z,3,REGULAR,rebound,defensive,[],203469,,,1610612748,73,84,2023-03-11T02:45:12Z,4320000,False,,,0,,C. Zeller REBOUND (Off:4 Def:2),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,439.0,,,,,6.0,2.0,4.0,,
441,PT02M27.00S,2023-03-11T02:45:20.3Z,3,REGULAR,foul,personal,[],201937,,,1610612748,73,84,2023-03-11T02:45:40Z,4330000,False,,,0,,R. Rubio personal FOUL (3 PF),"[201937, 203469]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Mid-Range,16-24 Right,,,,,,,202026.0,,,,,3.0,0.0,Zeller,203469.0,,,,,
444,PT02M27.00S,2023-03-11T02:45:37.8Z,3,REGULAR,substitution,out,[],1630171,,,1610612748,73,84,2023-03-11T02:46:04Z,4345000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M27.00S,2023-03-11T02:45:37.8Z,3,REGULAR,substitution,in,[],1627747,,,1610612748,73,84,2023-03-11T02:46:04Z,4347500,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M11.00S,2023-03-11T02:45:55.3Z,3,REGULAR,2pt,Jump Shot,[],202710,94.56307490144546,70.09803921568627,1610612748,75,84,2023-03-11T02:46:12Z,4350000,False,100.0,-1.0,1,right,J. Butler 10' turnaround fadeaway Jump Shot (16 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,10.05,Made,16.0,,,,,,,,,,,,,,
446,PT01M49.00S,2023-03-11T02:46:16.9Z,3,REGULAR,3pt,Jump Shot,[],1627747,22.28975032851511,7.107843137254902,1610612739,75,87,2023-03-11T02:46:20Z,4360000,False,214.0,157.0,1,left,C. LeVert 26' 3PT  (13 PTS) (R. Rubio 4 AST),"[1627747, 201937]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,26.58,Made,13.0,,R. Rubio,201937.0,4.0,,,,,,,,,,
448,PT01M27.00S,2023-03-11T02:46:38.4Z,3,REGULAR,2pt,Jump Shot,[],203506,78.40013140604468,72.05882352941177,1610612748,77,87,2023-03-11T02:46:53Z,4380000,False,110.0,151.0,1,right,V. Oladipo 18' pullup Jump Shot (8 PTS) (C. Martin 2 AST),"[203506, 1628997]",1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,Mid-Range,16-24 Right Center,,,,18.66,Made,8.0,,C. Martin,1628997.0,2.0,,,,,,,,,,
450,PT01M23.00S,2023-03-11T02:46:50.8Z,3,REGULAR,foul,personal,[],1629622,,,1610612739,77,87,2023-03-11T02:47:14Z,4400000,False,,,0,,M. Strus personal FOUL (2 PF),"[1629622, 201937]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,,,,,2.0,0.0,Rubio,201937.0,,,,,
452,PT01M13.00S,2023-03-11T02:47:17.0Z,3,REGULAR,2pt,Jump Shot,[],1628378,6.438896189224705,33.83118872549019,1610612739,77,87,2023-03-11T02:48:25Z,4420000,False,81.0,8.0,1,left,MISS D. Mitchell 8' floating Shot - blocked,"[1628378, 203469]",1610612739.0,CLE,floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,0-8 Center,,,,8.12,Missed,,,,,,,,,,,,,,Zeller,203469.0
570,PT01M13.00S,2023-03-11T02:47:17.0Z,3,REGULAR,block,,[],203469,,,1610612739,77,87,2023-03-11T03:12:13Z,4425000,False,,,0,,C. Zeller BLOCK (1 BLK),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Mid-Range,0-8 Center,,,,,,,,,,,,,,,,,,,,
453,PT01M13.00S,2023-03-11T02:47:17.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,77,87,2023-03-11T02:47:23Z,4430000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,,,452.0,,,,,,,,,
455,PT00M57.70S,2023-03-11T02:47:45.6Z,3,REGULAR,3pt,Jump Shot,[],202710,94.1688567674113,97.05882352941177,1610612748,80,87,2023-03-11T02:47:50Z,4450000,False,235.0,2.0,1,right,J. Butler 3PT  (19 PTS) (M. Strus 2 AST),"[202710, 1629622]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,23.53,Made,19.0,,M. Strus,1629622.0,2.0,,,,,,,,,,
457,PT00M41.80S,2023-03-11T02:48:04.7Z,3,REGULAR,2pt,Jump Shot,[],201937,16.90210249671485,70.09803921568627,1610612739,80,89,2023-03-11T02:48:17Z,4470000,False,-100.0,106.0,1,left,R. Rubio 14' fadeaway Jump Shot (5 PTS),[201937],1610612739.0,CLE,fadeaway,,,Rubio,R. Rubio,,,,,Mid-Range,8-16 Left,,,,14.64,Made,5.0,,,,,,,,,,,,,,
458,PT00M32.70S,2023-03-11T02:48:18.2Z,3,REGULAR,2pt,Jump Shot,[],202710,87.33574244415243,79.41176470588235,1610612748,82,89,2023-03-11T02:48:23Z,4480000,False,147.0,67.0,1,right,J. Butler 16' pullup Jump Shot (21 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right,,,,16.14,Made,21.0,,,,,,,,,,,,,,
459,PT00M17.10S,2023-03-11T02:48:36.5Z,3,REGULAR,3pt,Jump Shot,[],201937,32.53942181340342,58.333333333333336,1610612739,82,89,2023-03-11T02:49:37Z,4490000,False,-42.0,253.0,1,left,MISS R. Rubio 25' pullup 3PT - blocked,"[201937, 1629622]",1610612739.0,CLE,pullup,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Center,,,,25.68,Missed,,,,,,,,,,,,,,Strus,1629622.0
460,PT00M17.10S,2023-03-11T02:48:36.5Z,3,REGULAR,block,,[],1629622,,,1610612739,82,89,2023-03-11T02:48:40Z,4500000,False,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
461,PT00M12.10S,2023-03-11T02:48:41.5Z,3,REGULAR,rebound,defensive,[],203506,,,1610612748,82,89,2023-03-11T02:48:55Z,4510000,False,,,0,,V. Oladipo REBOUND (Off:0 Def:3),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,459.0,,,,,3.0,3.0,0.0,,
462,PT00M00.10S,2023-03-11T02:48:53.5Z,3,REGULAR,3pt,Jump Shot,[],203506,67.49342969776609,55.392156862745104,1610612748,82,89,2023-03-11T02:49:00Z,4520000,False,27.0,253.0,1,right,MISS V. Oladipo 25' step back 3PT,[203506],1610612748.0,MIA,step back,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Center,,,,25.45,Missed,,,,,,,,,,,,,,,
463,PT00M00.10S,2023-03-11T02:48:53.5Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,82,89,2023-03-11T02:49:00Z,4530000,False,,,0,,J. Allen REBOUND (Off:3 Def:9),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,462.0,,,,,12.0,9.0,3.0,,
464,PT00M00.00S,2023-03-11T02:49:01.8Z,3,REGULAR,period,end,[],0,,,1610612739,82,89,2023-03-11T02:49:01Z,4540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2023-03-11T02:49:58.3Z,4,REGULAR,substitution,out,['startperiod'],202710,,,1610612739,82,89,2023-03-11T02:51:31Z,4550000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2023-03-11T02:49:58.3Z,4,REGULAR,substitution,out,['startperiod'],203469,,,1610612739,82,89,2023-03-11T02:51:31Z,4560000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2023-03-11T02:49:58.3Z,4,REGULAR,substitution,out,['startperiod'],1628386,,,1610612739,82,89,2023-03-11T02:51:31Z,4570000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2023-03-11T02:49:58.3Z,4,REGULAR,substitution,out,['startperiod'],1628378,,,1610612739,82,89,2023-03-11T02:51:31Z,4580000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2023-03-11T02:49:58.3Z,4,REGULAR,substitution,in,['startperiod'],1628389,,,1610612739,82,89,2023-03-11T02:51:31Z,4590000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2023-03-11T02:49:58.3Z,4,REGULAR,substitution,in,['startperiod'],1629639,,,1610612739,82,89,2023-03-11T02:51:31Z,4600000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2023-03-11T02:49:58.3Z,4,REGULAR,substitution,in,['startperiod'],1630596,,,1610612739,82,89,2023-03-11T02:51:31Z,4610000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2023-03-11T02:49:58.3Z,4,REGULAR,substitution,in,['startperiod'],1630171,,,1610612739,82,89,2023-03-11T02:51:31Z,4620000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2023-03-11T02:51:38.8Z,4,REGULAR,period,start,[],0,,,1610612739,82,89,2023-03-11T02:51:38Z,4630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT11M41.00S,2023-03-11T02:51:56.3Z,4,REGULAR,3pt,Jump Shot,[],1627747,29.6484888304862,80.3921568627451,1610612739,82,89,2023-03-11T02:52:39Z,4640000,False,-152.0,226.0,1,left,MISS C. LeVert 27' pullup 3PT,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,27.25,Missed,,,,,,,,,,,,,,,
475,PT11M39.00S,2023-03-11T02:51:58.3Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,82,89,2023-03-11T02:52:02Z,4650000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,474.0,,,,,2.0,2.0,0.0,,
476,PT11M25.00S,2023-03-11T02:52:13.2Z,4,REGULAR,3pt,Jump Shot,[],1629622,80.02628120893561,95.61121323529412,1610612748,85,89,2023-03-11T02:52:30Z,4660000,False,228.0,135.0,1,right,M. Strus 26' 3PT  (9 PTS) (B. Adebayo 3 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,26.52,Made,9.0,,B. Adebayo,1628389.0,3.0,,,,,,,,,,
478,PT11M08.00S,2023-03-11T02:52:30.4Z,4,REGULAR,3pt,Jump Shot,[],1630205,5.387647831800263,97.08180147058823,1610612739,85,89,2023-03-11T02:53:00Z,4680000,False,-235.0,-2.0,1,left,MISS L. Stevens 3PT,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Left Corner 3,24+ Left,,,,23.54,Missed,,,,,,,,,,,,,,,
479,PT11M05.00S,2023-03-11T02:52:33.4Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,85,89,2023-03-11T02:52:34Z,4690000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,,,,,,,,,478.0,,,,,1.0,1.0,0.0,,
480,PT10M59.00S,2023-03-11T02:52:38.8Z,4,REGULAR,3pt,Jump Shot,[],1628997,77.4802890932983,87.00980392156863,1610612748,85,89,2023-03-11T02:53:18Z,4700000,False,185.0,159.0,1,right,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,24.41,Missed,,,,,,,,,,,,,,,
481,PT10M56.00S,2023-03-11T02:52:41.8Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,85,89,2023-03-11T02:52:49Z,4710000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,480.0,,,,,3.0,3.0,0.0,,
482,PT10M38.00S,2023-03-11T02:53:03.8Z,4,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612739,85,89,2023-03-11T02:53:19Z,4720000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Stevens 2 FT),"[1628997, 1630205]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,1.0,0.0,Stevens,1630205.0,,,,,
484,PT10M38.00S,2023-03-11T02:53:33.1Z,4,REGULAR,freethrow,1 of 2,[],1630205,,,1610612739,85,90,2023-03-11T02:53:56Z,4740000,False,,,0,,L. Stevens Free Throw 1 of 2 (6 PTS),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
485,PT10M38.00S,2023-03-11T02:53:33.1Z,4,REGULAR,freethrow,2 of 2,[],1630205,,,1610612739,85,90,2023-03-11T02:53:56Z,4750000,False,,,0,,MISS L. Stevens Free Throw 2 of 2,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
486,PT10M35.00S,2023-03-11T02:53:36.1Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,85,90,2023-03-11T02:54:10Z,4760000,False,,,0,,T. Herro REBOUND (Off:0 Def:8),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,485.0,,,,,8.0,8.0,0.0,,
488,PT10M20.00S,2023-03-11T02:54:29.2Z,4,REGULAR,3pt,Jump Shot,[],1629622,76.47831800262811,92.67003676470588,1610612748,85,90,2023-03-11T02:54:47Z,4780000,False,213.0,169.0,1,right,MISS M. Strus 27' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,27.2,Missed,,,,,,,,,,,,,,,
489,PT10M17.00S,2023-03-11T02:54:32.2Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,85,90,2023-03-11T02:54:33Z,4790000,False,,,0,,E. Mobley REBOUND (Off:0 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,488.0,,,,,4.0,4.0,0.0,,
490,PT10M12.00S,2023-03-11T02:54:40.7Z,4,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612739,85,90,2023-03-11T02:55:02Z,4800000,False,,,0,,M. Strus shooting personal FOUL (3 PF) (Mobley 2 FT),"[1629622, 1630596]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,,,,,3.0,0.0,Mobley,1630596.0,,,,,
492,PT10M12.00S,2023-03-11T02:55:03.2Z,4,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,85,90,2023-03-11T02:55:03Z,4820000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
493,PT10M12.00S,2023-03-11T02:55:03.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,85,90,2023-03-11T02:55:03Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,,,,,
494,PT10M12.00S,2023-03-11T02:55:17.9Z,4,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,85,91,2023-03-11T02:55:17Z,4840000,False,,,0,,E. Mobley Free Throw 2 of 2 (10 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
495,PT10M03.00S,2023-03-11T02:55:28.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,93.51182654402102,51.470588235294116,1610612748,87,91,2023-03-11T02:55:35Z,4850000,False,7.0,8.0,1,right,B. Adebayo driving finger roll Layup (15 PTS),[1628389],1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,1.13,Made,15.0,,,,,,,,,,,,,,
496,PT09M53.00S,2023-03-11T02:55:38.7Z,4,REGULAR,turnover,bad pass,[],201937,,,1610612739,87,91,2023-03-11T02:55:44Z,4860000,False,,,0,,R. Rubio bad pass TURNOVER (3 TO),"[201937, 1628389]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Mid-Range,16-24 Right Center,3.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,
497,PT09M53.00S,2023-03-11T02:55:38.7Z,4,REGULAR,steal,,[],1628389,,,1610612748,87,91,2023-03-11T02:55:40Z,4870000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
498,PT09M50.00S,2023-03-11T02:55:43.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203506,89.70105124835742,59.068627450980394,1610612748,87,91,2023-03-11T03:00:34Z,4880000,False,45.0,44.0,1,right,MISS V. Oladipo 6' running Layup - blocked,"[203506, 1627747]",1610612748.0,MIA,running,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,,,,6.34,Missed,,,,,,,,,,,,,,LeVert,1627747.0
499,PT09M50.00S,2023-03-11T02:55:43.2Z,4,REGULAR,block,,[],1627747,,,1610612748,87,91,2023-03-11T02:55:49Z,4890000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
505,PT09M50.00S,2023-03-11T02:55:43.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,87,91,2023-03-11T02:56:22Z,4895000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,498.0,,,,,,,,,
500,PT09M50.00S,2023-03-11T02:56:10.4Z,4,REGULAR,substitution,out,[],1630205,,,1610612748,87,91,2023-03-11T02:56:13Z,4900000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT09M50.00S,2023-03-11T02:56:10.4Z,4,REGULAR,substitution,in,[],1628378,,,1610612748,87,91,2023-03-11T02:56:13Z,4910000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT09M50.00S,2023-03-11T02:56:22.0Z,4,REGULAR,jumpball,recovered,[],1629622,,,1610612748,87,91,2023-03-11T02:58:56Z,4920000,False,,,0,,Jump Ball V. Oladipo vs. C. LeVert: Tip to M. Strus,"[1629622, 203506, 1627747]",1610612748.0,MIA,heldball,M. Strus,1629622.0,Strus,M. Strus,Oladipo,203506.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,,,,,,
506,PT09M36.00S,2023-03-11T02:56:30.7Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629639,84.83902759526939,79.16666666666666,1610612748,87,91,2023-03-11T02:56:36Z,4950000,False,146.0,90.0,1,right,MISS T. Herro 17' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right,,,,17.13,Missed,,,,,,,,,,,,,,,
507,PT09M34.00S,2023-03-11T02:56:32.7Z,4,REGULAR,rebound,defensive,[],201937,,,1610612739,87,91,2023-03-11T02:56:36Z,4960000,False,,,0,,R. Rubio REBOUND (Off:0 Def:3),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Mid-Range,16-24 Right,,,,,,,,,,,506.0,,,,,3.0,3.0,0.0,,
508,PT09M29.00S,2023-03-11T02:56:37.3Z,4,REGULAR,3pt,Jump Shot,[],201937,23.99802890932983,10.294117647058822,1610612739,87,91,2023-03-11T02:56:54Z,4970000,False,199.0,173.0,1,left,MISS R. Rubio 26' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Above the Break 3,24+ Right Center,,,,26.34,Missed,,,,,,,,,,,,,,,
509,PT09M26.00S,2023-03-11T02:56:40.3Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,87,91,2023-03-11T02:56:54Z,4980000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,508.0,,,,,3.0,3.0,0.0,,
510,PT09M11.00S,2023-03-11T02:56:56.0Z,4,REGULAR,3pt,Jump Shot,[],1629639,88.25558475689881,96.32352941176471,1610612748,90,91,2023-03-11T02:58:07Z,4990000,False,232.0,58.0,1,right,T. Herro 3PT  (19 PTS) (V. Oladipo 2 AST),"[1629639, 203506]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,23.87,Made,19.0,,V. Oladipo,203506.0,2.0,,,,,,,,,,
512,PT08M51.00S,2023-03-11T02:57:16.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630171,6.915243101182654,54.166666666666664,1610612739,90,91,2023-03-11T02:57:20Z,5010000,False,-21.0,13.0,1,left,MISS I. Okoro cutting DUNK,[1630171],1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,2.43,Missed,,,,,,,,,,,,,,,
