actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
171,PT12M00.00S,2022-11-24T01:12:11.9Z,2,REGULAR,substitution,out,['startperiod'],200768,,,1610612748,28,26,2022-11-24T01:14:24Z,1660000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-11-24T01:12:11.9Z,2,REGULAR,substitution,out,['startperiod'],1631098,,,1610612748,28,26,2022-11-24T01:14:24Z,1670000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-11-24T01:12:11.9Z,2,REGULAR,substitution,in,['startperiod'],1629639,,,1610612748,28,26,2022-11-24T01:14:24Z,1680000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-11-24T01:12:11.9Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612748,28,26,2022-11-24T01:14:24Z,1690000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-11-24T01:14:24.9Z,2,REGULAR,period,start,[],0,,,1610612748,28,26,2022-11-24T01:14:24Z,1700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M45.00S,2022-11-24T01:14:38.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629216,93.24901445466492,53.431372549019606,1610612748,30,26,2022-11-24T01:59:36Z,1710000,False,17.0,11.0,1,right,G. Vincent driving DUNK (2 PTS) (D. Dedmon 1 AST),"[1629216, 203473]",1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,2.04,Made,2.0,,,,D. Dedmon,203473.0,1.0,,,,,,,,,,,
177,PT11M32.00S,2022-11-24T01:14:51.9Z,2,REGULAR,3pt,Jump Shot,[],1628398,7.5722733245729295,1.715686274509804,1610612764,30,26,2022-11-24T01:14:58Z,1720000,False,241.0,19.0,1,left,MISS K. Kuzma 24' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,24.21,Missed,,,,,,,,,,,,,,,,,,
178,PT11M29.00S,2022-11-24T01:14:54.9Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,30,26,2022-11-24T01:15:28Z,1730000,False,,,0,,D. Gafford REBOUND (Off:2 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Right Corner 3,24+ Right,,,,,,,,,,177.0,2.0,0.0,2.0,,,,,,,
179,PT11M29.00S,2022-11-24T01:15:02.1Z,2,REGULAR,foul,personal,[],1629639,,,1610612764,30,26,2022-11-24T01:15:25Z,1740000,False,,,0,,T. Herro personal FOUL (3 PF),"[1629639, 1629655]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1198.0,3.0,0.0,Gafford,1629655.0,,
181,PT11M29.00S,2022-11-24T01:15:08.4Z,2,REGULAR,substitution,out,[],1629639,,,1610612764,30,26,2022-11-24T01:15:12Z,1760000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M29.00S,2022-11-24T01:15:08.4Z,2,REGULAR,substitution,in,[],1631288,,,1610612764,30,26,2022-11-24T01:15:12Z,1770000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M13.00S,2022-11-24T01:15:37.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,9.280551905387648,54.166666666666664,1610612764,30,26,2022-11-24T02:01:31Z,1780000,False,-21.0,35.0,1,left,MISS D. Gafford driving finger roll Layup,[1629655],1610612764.0,WAS,driving finger roll,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,,,,,,,,,,,
184,PT11M10.00S,2022-11-24T01:15:39.9Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,30,26,2022-11-24T01:15:39Z,1790000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,183.0,2.0,2.0,0.0,,,,,,,
185,PT11M04.00S,2022-11-24T01:15:54.4Z,2,REGULAR,foul,personal,[],1630692,,,1610612748,30,26,2022-11-24T01:16:04Z,1800000,False,,,0,,J. Goodwin personal FOUL (1 PF),"[1630692, 203473]",1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,202049.0,1.0,0.0,Dedmon,203473.0,,
187,PT10M57.00S,2022-11-24T01:16:21.5Z,2,REGULAR,3pt,Jump Shot,[],1629216,70.64717477003943,22.794117647058822,1610612748,30,26,2022-11-24T01:16:27Z,1820000,False,-136.0,223.0,1,right,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
188,PT10M53.00S,2022-11-24T01:16:25.5Z,2,REGULAR,rebound,defensive,[],203115,,,1610612764,30,26,2022-11-24T01:16:27Z,1830000,False,,,0,,W. Barton REBOUND (Off:0 Def:3),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,187.0,3.0,3.0,0.0,,,,,,,
189,PT10M47.00S,2022-11-24T01:16:30.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,6.521024967148489,49.26470588235294,1610612764,30,28,2022-11-24T01:16:36Z,1840000,False,4.0,9.0,1,left,D. Gafford DUNK (4 PTS) (W. Barton 2 AST),"[1629655, 203115]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.95,Made,4.0,,,,W. Barton,203115.0,2.0,,,,,,,,,,,
191,PT10M34.00S,2022-11-24T01:16:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,93.77463863337714,54.166666666666664,1610612748,30,28,2022-11-24T01:16:48Z,1860000,False,21.0,6.0,1,right,MISS C. Martin driving Layup,[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,,
192,PT10M32.00S,2022-11-24T01:16:45.9Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,30,28,2022-11-24T01:16:48Z,1870000,False,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,191.0,3.0,1.0,2.0,,,,,,,
193,PT10M27.00S,2022-11-24T01:16:51.6Z,2,REGULAR,3pt,Jump Shot,[],203115,33.327858081471746,45.34313725490196,1610612764,30,28,2022-11-24T01:16:58Z,1880000,False,23.0,261.0,1,left,MISS W. Barton 26' pullup 3PT,[203115],1610612764.0,WAS,pullup,,,Barton,W. Barton,,,,,Above the Break 3,24+ Center,26.18,Missed,,,,,,,,,,,,,,,,,,
194,PT10M24.00S,2022-11-24T01:16:54.6Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,30,28,2022-11-24T01:16:58Z,1890000,False,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Center,,,,,,,,,,193.0,2.0,2.0,0.0,,,,,,,
195,PT10M19.00S,2022-11-24T01:16:59.8Z,2,REGULAR,3pt,Jump Shot,[],1629312,92.06636005256242,97.05882352941177,1610612748,30,28,2022-11-24T01:17:10Z,1900000,False,235.0,22.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,23.63,Missed,,,,,,,,,,,,,,,,,,
196,PT10M11.00S,2022-11-24T01:17:07.8Z,2,REGULAR,rebound,offensive,[],1631288,,,1610612748,30,28,2022-11-24T01:17:10Z,1910000,False,,,0,,J. Cain REBOUND (Off:1 Def:0),[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,Right Corner 3,24+ Right,,,,,,,,,,195.0,1.0,0.0,1.0,,,,,,,
197,PT10M11.00S,2022-11-24T01:17:06.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631288,94.40999984741211,50.0,1610612748,32,28,2022-11-24T01:17:06Z,1920000,False,0.0,0.0,1,right,J. Cain tip Layup (2 PTS),[1631288],1610612748.0,MIA,tip,,,Cain,J. Cain,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
198,PT10M00.00S,2022-11-24T01:17:19.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,9.543363994743759,50.49019607843137,1610612764,32,28,2022-11-24T01:17:29Z,1930000,False,-2.0,37.0,1,left,MISS D. Gafford Jump Shot - blocked,"[1629655, 203473]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,Dedmon,203473.0
239,PT10M00.00S,2022-11-24T01:17:19.7Z,2,REGULAR,block,,[],203473,,,1610612764,32,28,2022-11-24T01:22:17Z,1935000,False,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
199,PT10M00.00S,2022-11-24T01:17:19.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,32,28,2022-11-24T01:17:29Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,198.0,,,,,,,,,,
201,PT10M00.00S,2022-11-24T01:17:31.5Z,2,REGULAR,substitution,out,[],203473,,,1610612764,32,28,2022-11-24T01:17:35Z,1960000,False,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M00.00S,2022-11-24T01:17:31.5Z,2,REGULAR,substitution,in,[],1628389,,,1610612764,32,28,2022-11-24T01:17:35Z,1970000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M56.00S,2022-11-24T01:17:53.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,8.754927726675426,2.2058823529411766,1610612764,32,28,2022-11-24T01:17:59Z,1980000,False,239.0,30.0,1,left,MISS K. Kuzma 24' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,24.09,Missed,,,,,,,,,,,,,,,,,,
204,PT09M51.00S,2022-11-24T01:17:58.8Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,32,28,2022-11-24T01:17:59Z,1990000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,,,,,,,203.0,3.0,3.0,0.0,,,,,,,
205,PT09M39.00S,2022-11-24T01:18:10.7Z,2,REGULAR,3pt,Jump Shot,[],1628997,71.96123521681997,15.686274509803921,1610612748,32,28,2022-11-24T01:18:15Z,2000000,False,-172.0,211.0,1,right,MISS C. Martin 27' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,27.2,Missed,,,,,,,,,,,,,,,,,,
206,PT09M35.00S,2022-11-24T01:18:14.7Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,32,28,2022-11-24T01:18:15Z,2010000,False,,,0,,D. Gafford REBOUND (Off:2 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,205.0,4.0,2.0,2.0,,,,,,,
207,PT09M19.00S,2022-11-24T01:18:31.0Z,2,REGULAR,3pt,Jump Shot,[],1630557,16.245072273324574,4.901960784313726,1610612764,32,28,2022-11-24T01:18:35Z,2020000,False,225.0,100.0,1,left,MISS C. Kispert 24' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,24.68,Missed,,,,,,,,,,,,,,,,,,
208,PT09M16.00S,2022-11-24T01:18:34.0Z,2,REGULAR,rebound,defensive,[],1631288,,,1610612748,32,28,2022-11-24T01:18:35Z,2030000,False,,,0,,J. Cain REBOUND (Off:1 Def:1),[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,207.0,2.0,1.0,1.0,,,,,,,
209,PT09M00.00S,2022-11-24T01:18:49.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629312,90.09526938239159,37.00980392156863,1610612748,32,28,2022-11-24T01:19:03Z,2040000,False,-65.0,41.0,1,right,MISS H. Highsmith 7' Jump Shot,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,7.66,Missed,,,,,,,,,,,,,,,,,,
213,PT09M00.00S,2022-11-24T01:18:49.7Z,2,REGULAR,rebound,defensive,[],203115,,,1610612764,32,28,2022-11-24T01:19:03Z,2045000,False,,,0,,W. Barton REBOUND (Off:0 Def:4),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,209.0,4.0,4.0,0.0,,,,,,,
212,PT08M49.00S,2022-11-24T01:19:00.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203115,9.149145860709593,53.67647058823529,1610612764,32,30,2022-11-24T02:00:24Z,2070000,False,-18.0,34.0,1,left,W. Barton driving Layup (4 PTS),[203115],1610612764.0,WAS,driving,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,3.82,Made,4.0,,,,,,,,,,,,,,,,,
215,PT08M41.00S,2022-11-24T01:19:15.7Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,32,30,2022-11-24T01:19:24Z,2090000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M41.00S,2022-11-24T01:19:15.7Z,2,REGULAR,substitution,in,[],200768,,,1610612748,32,30,2022-11-24T01:19:24Z,2100000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M38.00S,2022-11-24T01:19:38.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,91.40932982917214,50.98039215686274,1610612748,34,30,2022-11-24T01:20:00Z,2110000,False,5.0,28.0,1,right,B. Adebayo driving Layup (2 PTS) (K. Lowry 3 AST),"[1628389, 200768]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.87,Made,2.0,,,,K. Lowry,200768.0,3.0,,,,,,,,,,,
218,PT08M38.00S,2022-11-24T01:19:41.4Z,2,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612748,34,30,2022-11-24T01:19:47Z,2120000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Adebayo 1 FT),"[1629655, 1628389]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1198.0,2.0,0.0,Adebayo,1628389.0,,
221,PT08M38.00S,2022-11-24T01:19:56.7Z,2,REGULAR,substitution,out,[],1630692,,,1610612748,34,30,2022-11-24T01:21:14Z,2140000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M38.00S,2022-11-24T01:19:56.7Z,2,REGULAR,substitution,out,[],1629655,,,1610612748,34,30,2022-11-24T01:21:14Z,2150000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M38.00S,2022-11-24T01:19:56.7Z,2,REGULAR,substitution,in,[],204001,,,1610612748,34,30,2022-11-24T01:21:14Z,2160000,False,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M38.00S,2022-11-24T01:19:56.7Z,2,REGULAR,substitution,in,[],1630166,,,1610612748,34,30,2022-11-24T01:21:14Z,2170000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M38.00S,2022-11-24T01:20:19.5Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,35,30,2022-11-24T01:20:19Z,2180000,False,,,0,,B. Adebayo Free Throw 1 of 1 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
226,PT08M24.00S,2022-11-24T01:20:38.9Z,2,REGULAR,turnover,traveling,[],1630166,,,1610612764,35,30,2022-11-24T01:20:46Z,2190000,False,,,0,,D. Avdija traveling TURNOVER (1 TO),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Right Center,,,,1.0,,,,,,,,,,2005.0,,,,,,
227,PT08M24.00S,2022-11-24T01:20:47.1Z,2,REGULAR,substitution,out,[],1628398,,,1610612748,35,30,2022-11-24T01:20:50Z,2200000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M24.00S,2022-11-24T01:20:47.1Z,2,REGULAR,substitution,in,[],1630264,,,1610612748,35,30,2022-11-24T01:20:50Z,2210000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M06.00S,2022-11-24T01:21:12.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629312,83.52496714848883,41.66666666666667,1610612748,35,30,2022-11-24T01:21:18Z,2220000,False,-42.0,102.0,1,right,MISS H. Highsmith 11' floating Shot,[1629312],1610612748.0,MIA,floating,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,11.06,Missed,,,,,,,,,,,,,,,,,,
230,PT08M04.00S,2022-11-24T01:21:14.1Z,2,REGULAR,rebound,defensive,[],203115,,,1610612764,35,30,2022-11-24T01:21:18Z,2230000,False,,,0,,W. Barton REBOUND (Off:0 Def:5),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,229.0,5.0,5.0,0.0,,,,,,,
231,PT07M53.00S,2022-11-24T01:21:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204001,6.915243101182654,52.94117647058824,1610612764,35,32,2022-11-24T01:21:30Z,2240000,False,-15.0,13.0,1,left,K. Porzingis driving Layup (6 PTS) (W. Barton 3 AST),"[204001, 203115]",1610612764.0,WAS,driving,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,1.93,Made,6.0,,,,W. Barton,203115.0,3.0,,,,,,,,,,,
233,PT07M36.00S,2022-11-24T01:21:41.5Z,2,REGULAR,3pt,Jump Shot,[],1631288,92.85479632063075,3.431372549019608,1610612748,35,32,2022-11-24T01:21:46Z,2260000,False,-233.0,15.0,1,right,MISS J. Cain 3PT,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
234,PT07M34.00S,2022-11-24T01:21:43.5Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,35,32,2022-11-24T01:21:46Z,2270000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Left Corner 3,24+ Left,,,,,,,,,,233.0,5.0,5.0,0.0,,,,,,,
235,PT07M30.00S,2022-11-24T01:21:48.5Z,2,REGULAR,turnover,lost ball,[],203115,,,1610612764,35,32,2022-11-24T01:21:54Z,2280000,False,,,0,,W. Barton lost ball TURNOVER (2 TO),"[203115, 1631288]",1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,8-16 Right,,,,2.0,Cain,1631288.0,,,,,,,,,,,,,,
236,PT07M30.00S,2022-11-24T01:21:48.5Z,2,REGULAR,steal,,[],1631288,,,1610612748,35,32,2022-11-24T01:21:50Z,2290000,False,,,0,,J. Cain STEAL (1 STL),[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
237,PT07M27.00S,2022-11-24T01:22:00.8Z,2,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612748,35,32,2022-11-24T01:22:11Z,2300000,False,,,0,,A. Gill shooting personal FOUL (1 PF) (Cain 2 FT),"[1630264, 1631288]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2005.0,1.0,0.0,Cain,1631288.0,,
240,PT07M27.00S,2022-11-24T01:22:21.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631288,,,1610612748,36,32,2022-11-24T01:22:21Z,2320000,False,,,0,,J. Cain Free Throw 1 of 2 (3 PTS),[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
241,PT07M27.00S,2022-11-24T01:22:36.5Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631288,,,1610612748,37,32,2022-11-24T01:22:36Z,2330000,False,,,0,,J. Cain Free Throw 2 of 2 (4 PTS),[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
243,PT07M10.00S,2022-11-24T01:22:55.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.652431011826544,48.77450980392157,1610612764,37,34,2022-11-24T01:23:00Z,2340000,False,6.0,10.0,1,left,D. Avdija cutting Layup (7 PTS) (K. Porzingis 1 AST),"[1630166, 204001]",1610612764.0,WAS,cutting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.17,Made,7.0,,,,K. Porzingis,204001.0,1.0,,,,,,,,,,,
245,PT06M55.00S,2022-11-24T01:23:09.6Z,2,REGULAR,3pt,Jump Shot,[],1628997,90.88370565045992,3.1862745098039214,1610612748,40,34,2022-11-24T01:23:15Z,2360000,False,-234.0,33.0,1,right,C. Martin 3PT  (9 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,23.64,Made,9.0,,,,,,,,,,,,,,,,,
246,PT06M37.00S,2022-11-24T01:23:30.0Z,2,REGULAR,turnover,out-of-bounds,[],204001,,,1610612764,40,34,2022-11-24T01:23:39Z,2370000,False,,,0,,K. Porzingis bad pass out-of-bounds TURNOVER (2 TO),[204001],1610612764.0,WAS,bad pass,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,,,,2.0,,,,,,,,,,2005.0,,,,,,
247,PT06M37.00S,2022-11-24T01:23:35.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,40,34,2022-11-24T01:23:35Z,2380000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M20.00S,2022-11-24T01:26:40.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],200768,70.38436268068331,79.41176470588235,1610612748,43,34,2022-11-24T01:26:48Z,2390000,False,147.0,226.0,1,right,K. Lowry 26' 3PT  (17 PTS) (J. Cain 1 AST),"[200768, 1631288]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,26.96,Made,17.0,,,,J. Cain,1631288.0,1.0,,,,,,,,,,,
250,PT06M09.00S,2022-11-24T01:26:51.4Z,2,REGULAR,3pt,Jump Shot,[],1630166,27.151773981603156,17.647058823529413,1610612764,43,37,2022-11-24T01:26:55Z,2410000,False,162.0,203.0,1,left,D. Avdija 25' 3PT pullup (10 PTS),[1630166],1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.94,Made,10.0,,,,,,,,,,,,,,,,,
251,PT05M54.00S,2022-11-24T01:27:11.3Z,2,REGULAR,turnover,traveling,[],1628389,,,1610612748,43,37,2022-11-24T01:27:17Z,2420000,False,,,0,,B. Adebayo traveling TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,,,,,,,,,,202049.0,,,,,,
252,PT05M43.00S,2022-11-24T01:27:33.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",204001,16.507884362680684,50.49019607843137,1610612764,43,37,2022-11-24T01:27:41Z,2430000,False,-2.0,103.0,1,left,MISS K. Porzingis 10' turnaround Hook,[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,10.27,Missed,,,,,,,,,,,,,,,,,,
253,PT05M40.00S,2022-11-24T01:27:36.3Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,43,37,2022-11-24T01:27:41Z,2440000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:4),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,252.0,4.0,4.0,0.0,,,,,,,
254,PT05M38.00S,2022-11-24T01:27:43.1Z,2,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612748,43,37,2022-11-24T01:27:51Z,2450000,False,,,0,,D. Avdija shooting personal FOUL (2 PF) (Lowry 2 FT),"[1630166, 200768]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1198.0,2.0,0.0,Lowry,200768.0,,
256,PT05M38.00S,2022-11-24T01:28:13.0Z,2,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,44,37,2022-11-24T01:28:13Z,2470000,False,,,0,,K. Lowry Free Throw 1 of 2 (18 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
