actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
262,PT05M29.00S,2022-10-20T00:31:48.2Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,48,42,2022-10-20T00:32:02Z,2600000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,261.0,3.0,3.0,0.0,,,,,,,,,,,,
263,PT05M22.00S,2022-10-20T00:31:58.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612741,48,42,2022-10-20T00:32:10Z,2610000,,,0,,M. Strus shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629622, 201942]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,DeRozan,201942.0
265,PT05M22.00S,2022-10-20T00:32:23.8Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,48,43,2022-10-20T00:32:48Z,2630000,,,0,,D. DeRozan Free Throw 1 of 2 (7 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
266,PT05M22.00S,2022-10-20T00:32:23.8Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,48,43,2022-10-20T00:32:48Z,2640000,,,0,,MISS D. DeRozan Free Throw 2 of 2,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
267,PT05M19.00S,2022-10-20T00:32:26.8Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,48,43,2022-10-20T00:32:48Z,2650000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,266.0,1.0,1.0,0.0,,,,,,,,,,,,
268,PT05M04.00S,2022-10-20T00:33:00.5Z,2,REGULAR,2pt,Jump Shot,[],1628389,92.32917214191852,22.30392156862745,1610612748,48,43,2022-10-20T00:33:19Z,2660000,-138.0,20.0,1,right,MISS B. Adebayo 13' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,13.99,Missed,,,,,,,,,,,,,,,,,,
269,PT04M59.00S,2022-10-20T00:33:05.5Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,48,43,2022-10-20T00:33:11Z,2670000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,268.0,4.0,4.0,0.0,,,,,,,,,,,,
270,PT04M56.00S,2022-10-20T00:33:08.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,27.020367936925098,17.647058823529413,1610612741,48,43,2022-10-20T00:33:17Z,2680000,162.0,201.0,1,left,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,,
271,PT04M56.00S,2022-10-20T00:33:08.4Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,48,43,2022-10-20T00:33:17Z,2690000,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,270.0,5.0,5.0,0.0,,,,,,,,,,,,
272,PT04M45.00S,2022-10-20T00:33:19.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.11760840998686,53.67647058823529,1610612748,50,43,2022-10-20T00:33:38Z,2700000,18.0,12.0,1,right,T. Herro driving reverse Layup (13 PTS),[1629639],1610612748.0,MIA,driving reverse,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,,13.0,,,,,,,,
274,PT04M31.00S,2022-10-20T00:33:32.6Z,2,REGULAR,2pt,Jump Shot,[],201942,20.71287779237845,33.57843137254902,1610612741,50,45,2022-10-20T00:33:42Z,2720000,82.0,142.0,1,left,D. DeRozan 16' pullup Jump Shot (9 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,16.42,Made,,,,,,,,,,9.0,,,,,,,,
275,PT04M19.00S,2022-10-20T00:33:45.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,82.34231274638634,35.78431372549019,1610612748,50,45,2022-10-20T00:33:58Z,2730000,-71.0,113.0,1,right,MISS T. Herro 13' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,13.39,Missed,,,,,,,,,,,,,,,,,,
276,PT04M14.00S,2022-10-20T00:33:50.1Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,50,45,2022-10-20T00:33:58Z,2740000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Left,,,,,275.0,1.0,1.0,0.0,,,,,,,,,,,,
277,PT04M10.00S,2022-10-20T00:33:53.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,17.69053876478318,55.88235294117647,1610612741,50,45,2022-10-20T00:34:05Z,2750000,-29.0,114.0,1,left,MISS N. Vucevic 11' turnaround Shot,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,11.75,Missed,,,,,,,,,,,,,,,,,,
278,PT04M06.00S,2022-10-20T00:33:57.9Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,50,45,2022-10-20T00:34:05Z,2760000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,277.0,4.0,4.0,0.0,,,,,,,,,,,,
280,PT03M55.00S,2022-10-20T00:34:13.2Z,2,REGULAR,substitution,out,[],1629622,,,1610612748,50,45,2022-10-20T00:34:24Z,2780000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M55.00S,2022-10-20T00:34:13.2Z,2,REGULAR,substitution,out,[],1629750,,,1610612748,50,45,2022-10-20T00:34:24Z,2790000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M55.00S,2022-10-20T00:34:13.2Z,2,REGULAR,substitution,out,[],1630172,,,1610612748,50,45,2022-10-20T00:34:24Z,2800000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M55.00S,2022-10-20T00:34:13.2Z,2,REGULAR,substitution,in,[],202710,,,1610612748,50,45,2022-10-20T00:34:24Z,2810000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M55.00S,2022-10-20T00:34:13.2Z,2,REGULAR,substitution,in,[],1627936,,,1610612748,50,45,2022-10-20T00:34:24Z,2820000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M55.00S,2022-10-20T00:34:13.2Z,2,REGULAR,substitution,in,[],1629632,,,1610612748,50,45,2022-10-20T00:34:24Z,2830000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M50.00S,2022-10-20T00:34:39.5Z,2,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612748,50,45,2022-10-20T00:34:49Z,2840000,,,0,,C. White shooting personal FOUL (2 PF) (Herro 2 FT),"[1629632, 1629639]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Herro,1629639.0
288,PT03M50.00S,2022-10-20T00:35:03.9Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,50,45,2022-10-20T00:35:03Z,2860000,,,0,,MISS T. Herro Free Throw 1 of 2,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
289,PT03M50.00S,2022-10-20T00:35:03.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,50,45,2022-10-20T00:35:03Z,2870000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,
290,PT03M50.00S,2022-10-20T00:35:18.8Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,51,45,2022-10-20T00:35:18Z,2880000,,,0,,T. Herro Free Throw 2 of 2 (14 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,,,,,,14.0,,,,,,,,
291,PT03M37.00S,2022-10-20T00:35:32.4Z,2,REGULAR,3pt,Jump Shot,[],1627936,13.485545335085414,4.166666666666666,1610612741,51,45,2022-10-20T00:35:38Z,2890000,229.0,74.0,1,left,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,24.09,Missed,,,,,,,,,,,,,,,,,,
292,PT03M33.00S,2022-10-20T00:35:36.4Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,51,45,2022-10-20T00:35:38Z,2900000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,,,,,291.0,2.0,2.0,0.0,,,,,,,,,,,,
293,PT03M27.00S,2022-10-20T00:35:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.46057818659659,45.34313725490196,1610612748,51,45,2022-10-20T00:36:36Z,2910000,-23.0,18.0,1,right,MISS B. Adebayo Layup - blocked,"[1628389, 202696]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.97,Missed,Vucevic,202696.0,,,,,,,,,,,,,,,,
294,PT03M27.00S,2022-10-20T00:35:44.0Z,2,REGULAR,block,,[],202696,,,1610612748,51,45,2022-10-20T00:35:47Z,2920000,,,0,,N. Vucevic BLOCK (2 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
295,PT03M26.00S,2022-10-20T00:35:45.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,51,45,2022-10-20T00:36:36Z,2930000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,293.0,,,,,,,,,,,,,,,
296,PT03M26.00S,2022-10-20T00:35:51.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612741,51,45,2022-10-20T00:36:22Z,2940000,,,0,,B. Adebayo loose ball personal FOUL (2 PF) (Vucevic 2 FT),"[1628389, 202696]",1610612748.0,MIA,loose ball,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627519.0,2.0,0.0,Vucevic,202696.0
298,PT03M26.00S,2022-10-20T00:36:31.3Z,2,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,51,46,2022-10-20T00:36:31Z,2960000,,,0,,N. Vucevic Free Throw 1 of 2 (5 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
299,PT03M26.00S,2022-10-20T00:36:54.2Z,2,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,51,47,2022-10-20T00:36:54Z,2970000,,,0,,N. Vucevic Free Throw 2 of 2 (6 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
314,PT03M10.00S,2022-10-20T00:36:53.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,81.42247043363994,50.73529411764706,1610612748,51,47,2022-10-20T00:43:33Z,2975000,4.0,122.0,1,right,MISS C. Martin 12' pullup Shot - blocked,"[1628997, 201942]",1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,12.22,Missed,DeRozan,201942.0,,,,,,,,,,,,,,,,
315,PT03M10.00S,2022-10-20T00:36:53.9Z,2,REGULAR,block,,[],201942,,,1610612748,51,47,2022-10-20T00:39:32Z,2977500,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
316,PT03M08.00S,2022-10-20T00:36:55.9Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,51,47,2022-10-20T00:43:33Z,2978750,,,0,,J. Butler REBOUND (Off:1 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,314.0,6.0,5.0,1.0,,,,,,,,,,,,
300,PT03M05.00S,2022-10-20T00:37:16.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202710,87.46714848883047,56.127450980392155,1610612748,53,47,2022-10-20T00:39:32Z,2980000,31.0,65.0,1,right,J. Butler 7' turnaround fadeaway Jump Shot (13 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,7.21,Made,,,,,,,,,,13.0,,,,,,,,
302,PT02M50.00S,2022-10-20T00:37:31.5Z,2,REGULAR,3pt,Jump Shot,[],1629632,29.517082785808146,71.07843137254902,1610612741,53,50,2022-10-20T00:37:49Z,3000000,-105.0,225.0,1,left,C. White 24' 3PT  (6 PTS) (A. Caruso 2 AST),"[1629632, 1627936]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,24.85,Made,,,,,,,,,,6.0,A. Caruso,1627936.0,2.0,,,,,
304,PT02M36.00S,2022-10-20T00:37:46.7Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612748,53,50,2022-10-20T00:37:53Z,3020000,,,0,,J. Butler bad pass TURNOVER (2 TO),"[202710, 1629632]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,2.0,White,1629632.0,,,,,,,,,
305,PT02M36.00S,2022-10-20T00:37:46.7Z,2,REGULAR,steal,,[],1629632,,,1610612741,53,50,2022-10-20T00:37:48Z,3030000,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
306,PT02M31.00S,2022-10-20T00:37:51.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629632,6.258212877792378,46.32352941176471,1610612741,53,50,2022-10-20T00:38:10Z,3040000,18.0,6.0,1,left,MISS C. White running Layup,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
307,PT02M29.00S,2022-10-20T00:37:53.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,53,50,2022-10-20T00:38:10Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,306.0,,,,,,,,,,,,,,,
309,PT02M22.00S,2022-10-20T00:38:16.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627936,29.38567674113009,76.47058823529412,1610612741,53,53,2022-10-20T00:38:22Z,3070000,-132.0,224.0,1,left,A. Caruso 25' 3PT  (6 PTS) (D. DeRozan 3 AST),"[1627936, 201942]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.99,Made,,,,,,,,,,6.0,D. DeRozan,201942.0,3.0,,,,,
311,PT01M57.00S,2022-10-20T00:38:43.9Z,2,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612748,53,53,2022-10-20T00:38:53Z,3090000,,,0,,C. White shooting personal FOUL (3 PF) (Butler 2 FT),"[1629632, 202710]",1610612741.0,CHI,shooting,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627519.0,3.0,0.0,Butler,202710.0
313,PT01M57.00S,2022-10-20T00:39:15.5Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,54,53,2022-10-20T00:39:15Z,3110000,,,0,,J. Butler Free Throw 1 of 2 (14 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,14.0,,,,,,,,
317,PT01M57.00S,2022-10-20T00:39:32.6Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,55,53,2022-10-20T00:39:32Z,3120000,,,0,,J. Butler Free Throw 2 of 2 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,15.0,,,,,,,,
318,PT01M36.00S,2022-10-20T00:39:56.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,15.588042049934298,41.66666666666667,1610612741,55,53,2022-10-20T00:40:06Z,3130000,42.0,94.0,1,left,MISS A. Dosunmu 10' pullup Shot,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,10.28,Missed,,,,,,,,,,,,,,,,,,
319,PT01M32.00S,2022-10-20T00:40:00.1Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,55,53,2022-10-20T00:40:06Z,3140000,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,318.0,6.0,6.0,0.0,,,,,,,,,,,,
320,PT01M21.00S,2022-10-20T00:40:10.8Z,2,REGULAR,3pt,Jump Shot,[],1628997,91.67214191852825,96.56862745098039,1610612748,55,53,2022-10-20T00:40:18Z,3150000,233.0,26.0,1,right,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,,
321,PT01M18.00S,2022-10-20T00:40:13.8Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,55,53,2022-10-20T00:40:18Z,3160000,,,0,,D. DeRozan REBOUND (Off:0 Def:5),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,,,,,320.0,5.0,5.0,0.0,,,,,,,,,,,,
322,PT01M10.00S,2022-10-20T00:40:22.7Z,2,REGULAR,3pt,Jump Shot,[],1630245,20.45006570302234,7.8431372549019605,1610612741,55,56,2022-10-20T00:40:29Z,3170000,211.0,140.0,1,left,A. Dosunmu 25' 3PT  (10 PTS) (D. DeRozan 4 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,25.29,Made,,,,,,,,,,10.0,D. DeRozan,201942.0,4.0,,,,,
324,PT00M59.60S,2022-10-20T00:40:33.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.64323258869908,51.9607843137255,1610612748,57,56,2022-10-20T00:40:40Z,3190000,10.0,7.0,1,right,T. Herro driving Layup (16 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,,,,16.0,,,,,,,,
325,PT00M48.90S,2022-10-20T00:40:46.2Z,2,REGULAR,3pt,Jump Shot,[],1629632,6.258212877792378,96.56862745098039,1610612741,57,56,2022-10-20T00:40:53Z,3200000,-233.0,6.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
326,PT00M45.60S,2022-10-20T00:40:49.5Z,2,REGULAR,rebound,offensive,[],1627936,,,1610612741,57,56,2022-10-20T00:40:49Z,3210000,,,0,,A. Caruso REBOUND (Off:1 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,,,,,325.0,3.0,2.0,1.0,,,,,,,,,,,,
327,PT00M44.70S,2022-10-20T00:40:51.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,32.276609724047304,33.57843137254902,1610612741,57,59,2022-10-20T00:40:56Z,3220000,82.0,251.0,1,left,A. Dosunmu 26' 3PT  (13 PTS) (A. Caruso 3 AST),"[1630245, 1627936]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,26.4,Made,,,,,,,,,,13.0,A. Caruso,1627936.0,3.0,,,,,
329,PT00M32.80S,2022-10-20T00:41:05.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,82.60512483574244,57.84313725490197,1610612748,57,59,2022-10-20T00:41:15Z,3240000,39.0,111.0,1,right,MISS B. Adebayo 11' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.77,Missed,,,,,,,,,,,,,,,,,,
330,PT00M28.50S,2022-10-20T00:41:09.7Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,57,59,2022-10-20T00:41:15Z,3250000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,329.0,2.0,1.0,1.0,,,,,,,,,,,,
332,PT00M28.50S,2022-10-20T00:41:15.8Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,57,59,2022-10-20T00:41:22Z,3270000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M28.50S,2022-10-20T00:41:15.8Z,2,REGULAR,substitution,in,[],1629312,,,1610612748,57,59,2022-10-20T00:41:22Z,3280000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M28.50S,2022-10-20T00:41:27.8Z,2,REGULAR,substitution,out,[],1629632,,,1610612748,57,59,2022-10-20T00:41:31Z,3290000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M28.50S,2022-10-20T00:41:27.8Z,2,REGULAR,substitution,in,[],201609,,,1610612748,57,59,2022-10-20T00:41:31Z,3300000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M16.50S,2022-10-20T00:41:49.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,93.51182654402102,58.08823529411765,1610612748,59,59,2022-10-20T00:41:54Z,3310000,40.0,8.0,1,right,J. Butler driving Layup (17 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,4.13,Made,,,,,,,,,,17.0,,,,,,,,
339,PT00M00.60S,2022-10-20T00:42:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,8.623521681997373,49.26470588235294,1610612741,59,59,2022-10-20T00:42:58Z,3340000,4.0,29.0,1,left,MISS N. Vucevic alley-oop Layup,[202696],1610612741.0,CHI,alley-oop,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
340,PT00M00.10S,2022-10-20T00:42:38.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,59,59,2022-10-20T00:42:58Z,3350000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,339.0,,,,,,,,,,,,,,,
341,PT00M00.00S,2022-10-20T00:42:47.9Z,2,REGULAR,period,end,[],0,,,1610612741,59,59,2022-10-20T00:42:47Z,3360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-10-20T00:57:03.4Z,3,REGULAR,substitution,out,['startperiod'],1629312,,,1610612741,59,59,2022-10-20T00:57:57Z,3370000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-10-20T00:57:03.4Z,3,REGULAR,substitution,out,['startperiod'],201609,,,1610612741,59,59,2022-10-20T00:57:57Z,3380000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-10-20T00:57:03.4Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612741,59,59,2022-10-20T00:57:57Z,3390000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-10-20T00:57:03.4Z,3,REGULAR,substitution,in,['startperiod'],1630172,,,1610612741,59,59,2022-10-20T00:57:57Z,3400000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-10-20T00:58:19.5Z,3,REGULAR,period,start,[],0,,,1610612741,59,59,2022-10-20T00:58:19Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-10-20T00:58:26.1Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,59,59,2022-10-20T00:59:47Z,3420000,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,101284.0,,,,
348,PT12M00.00S,2022-10-20T00:58:28.1Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,59,59,2022-10-20T00:59:55Z,3430000,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,101284.0,,,,
350,PT11M41.00S,2022-10-20T00:58:37.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,88.25558475689881,50.245098039215684,1610612741,59,61,2022-10-20T00:59:02Z,3440000,1.0,58.0,1,right,D. DeRozan Jump Shot (11 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,5.79,Made,,,,,,,,,,11.0,,,,,,,,
