actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
436,PT02M46.00S,2022-10-22T01:20:31.2Z,3,REGULAR,turnover,offensive foul,[],203943,,,1610612738,73,79,2022-10-22T01:20:31Z,4260000,,,0,,N. Vonleh offensive foul TURNOVER (2 TO),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,1162.0,,,,,2.0,,,,,,,,,,,,,,
437,PT02M46.00S,2022-10-22T01:20:38.2Z,3,REGULAR,substitution,out,[],200768,,,1610612748,73,79,2022-10-22T01:20:48Z,4270000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M46.00S,2022-10-22T01:20:38.2Z,3,REGULAR,substitution,out,[],203935,,,1610612748,73,79,2022-10-22T01:20:48Z,4280000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M46.00S,2022-10-22T01:20:38.2Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,73,79,2022-10-22T01:20:48Z,4290000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M46.00S,2022-10-22T01:20:38.2Z,3,REGULAR,substitution,in,[],1630573,,,1610612748,73,79,2022-10-22T01:20:48Z,4300000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M29.00S,2022-10-22T01:21:12.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629216,76.82325886990802,52.94117647058824,1610612748,75,79,2022-10-22T01:21:26Z,4310000,15.0,165.0,1,right,G. Vincent 16' step back Jump Shot (5 PTS),[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Center,,,,,,,,,16.61,Made,5.0,,,,,,,,,
442,PT02M16.00S,2022-10-22T01:21:25.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,12.959921156373195,45.83333333333333,1610612738,75,79,2022-10-22T01:21:32Z,4320000,21.0,69.0,1,left,MISS M. Brogdon 7' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.24,Missed,,,,,,,,,,
443,PT02M16.00S,2022-10-22T01:21:25.1Z,3,REGULAR,rebound,offensive,[],1627763,,,1610612738,75,79,2022-10-22T01:21:32Z,4330000,,,0,,M. Brogdon REBOUND (Off:2 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,442.0,3.0,1.0,2.0,,,,,
444,PT02M13.00S,2022-10-22T01:21:29.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627763,6.915243101182654,52.94117647058824,1610612738,75,81,2022-10-22T01:21:40Z,4340000,-15.0,13.0,1,left,M. Brogdon putback Layup (5 PTS),[1627763],1610612738.0,BOS,putback,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,1.93,Made,5.0,,,,,,,,,
445,PT01M55.00S,2022-10-22T01:21:52.0Z,3,REGULAR,turnover,traveling,[],1629622,,,1610612748,75,81,2022-10-22T01:21:58Z,4350000,,,0,,M. Strus traveling TURNOVER (1 TO),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Center,1162.0,,,,,1.0,,,,,,,,,,,,,,
446,PT01M55.00S,2022-10-22T01:21:55.2Z,3,REGULAR,substitution,out,[],203473,,,1610612738,75,81,2022-10-22T01:21:58Z,4360000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT01M55.00S,2022-10-22T01:21:55.2Z,3,REGULAR,substitution,in,[],1629312,,,1610612738,75,81,2022-10-22T01:21:58Z,4370000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT01M40.00S,2022-10-22T01:22:22.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,32.276609724047304,64.2156862745098,1610612738,75,81,2022-10-22T01:33:28Z,4380000,-71.0,251.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,26.08,Missed,,,,,,,,,,
449,PT01M38.00S,2022-10-22T01:22:24.7Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,75,81,2022-10-22T01:22:34Z,4390000,,,0,,T. Herro REBOUND (Off:0 Def:6),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,448.0,6.0,6.0,0.0,,,,,
450,PT01M29.00S,2022-10-22T01:22:32.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,92.85479632063075,47.549019607843135,1610612748,75,81,2022-10-22T01:22:41Z,4400000,-12.0,15.0,1,right,MISS G. Vincent driving finger roll Layup,[1629216],1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,1.92,Missed,,,,,,,,,,
451,PT01M29.00S,2022-10-22T01:22:32.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,75,81,2022-10-22T01:22:41Z,4410000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,450.0,3.0,2.0,1.0,,,,,
453,PT01M22.00S,2022-10-22T01:22:47.9Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,75,81,2022-10-22T01:23:01Z,4430000,,,0,,M. Strus shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1629622, 1627763]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,201245.0,1.0,0.0,Brogdon,1627763.0,,,,,,,,,,,,,,,
455,PT01M22.00S,2022-10-22T01:23:07.2Z,3,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,75,82,2022-10-22T01:23:07Z,4450000,,,0,,M. Brogdon Free Throw 1 of 2 (6 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,Made,6.0,,,,,,,,,
456,PT01M22.00S,2022-10-22T01:23:20.6Z,3,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,75,83,2022-10-22T01:23:20Z,4460000,,,0,,M. Brogdon Free Throw 2 of 2 (7 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,Made,7.0,,,,,,,,,
457,PT01M05.00S,2022-10-22T01:23:38.1Z,3,REGULAR,turnover,bad pass,[],1629639,,,1610612748,75,83,2022-10-22T01:23:43Z,4470000,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1630573]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,,,,,,1.0,Hauser,1630573.0,,,,,,,,,,,,
458,PT01M05.00S,2022-10-22T01:23:38.1Z,3,REGULAR,steal,,[],1630573,,,1610612738,75,83,2022-10-22T01:23:40Z,4480000,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
459,PT00M55.10S,2022-10-22T01:24:20.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,6.915243101182654,97.05882352941177,1610612738,75,86,2022-10-22T01:25:59Z,4490000,-235.0,13.0,1,left,G. Williams 3PT  (5 PTS) (M. Brogdon 3 AST),"[1629684, 1627763]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,23.56,Made,5.0,,,,,M. Brogdon,1627763.0,3.0,,
463,PT00M46.90S,2022-10-22T01:24:22.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,89.04402102496715,54.41176470588235,1610612748,77,86,2022-10-22T01:24:28Z,4530000,22.0,50.0,1,right,J. Butler driving Layup (10 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.51,Made,10.0,,,,,,,,,
464,PT00M29.20S,2022-10-22T01:24:40.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,10.200394218134035,48.03921568627451,1610612738,77,86,2022-10-22T01:24:53Z,4540000,10.0,43.0,1,left,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.45,Missed,,,,,,,,,,
465,PT00M29.20S,2022-10-22T01:24:40.9Z,3,REGULAR,rebound,offensive,[],1627763,,,1610612738,77,86,2022-10-22T01:24:53Z,4550000,,,0,,M. Brogdon REBOUND (Off:3 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,464.0,4.0,1.0,3.0,,,,,
466,PT00M22.60S,2022-10-22T01:24:47.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,6.915243101182654,98.0392156862745,1610612738,77,89,2022-10-22T01:24:56Z,4560000,-240.0,13.0,1,left,G. Williams 24' 3PT  (8 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,24.05,Made,8.0,,,,,J. Tatum,1628369.0,3.0,,
468,PT00M07.80S,2022-10-22T01:25:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,90.22667542706965,48.77450980392157,1610612748,77,89,2022-10-22T01:25:14Z,4580000,-6.0,39.0,1,right,MISS T. Herro driving Layup - blocked,"[1629639, 1628369]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,3.99,Missed,,,,,,,,,Tatum,1628369.0
469,PT00M07.80S,2022-10-22T01:25:08.4Z,3,REGULAR,block,,[],1628369,,,1610612748,77,89,2022-10-22T01:25:11Z,4590000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
470,PT00M07.80S,2022-10-22T01:25:08.4Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,77,89,2022-10-22T01:25:14Z,4600000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,468.0,4.0,4.0,0.0,,,,,
471,PT00M01.30S,2022-10-22T01:25:15.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,16.770696452036795,97.05882352941177,1610612738,77,89,2022-10-22T01:26:23Z,4610000,-235.0,105.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.77,Missed,,,,,,,,,,
472,PT00M01.30S,2022-10-22T01:25:15.0Z,3,REGULAR,rebound,defensive,[],1629312,,,1610612748,77,89,2022-10-22T01:25:47Z,4620000,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,471.0,2.0,2.0,0.0,,,,,
473,PT00M00.00S,2022-10-22T01:25:21.6Z,3,REGULAR,period,end,[],0,,,1610612748,77,89,2022-10-22T01:25:21Z,4630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2022-10-22T01:26:06.2Z,4,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,77,89,2022-10-22T01:28:51Z,4640000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-10-22T01:26:06.2Z,4,REGULAR,substitution,out,['startperiod'],1629312,,,1610612748,77,89,2022-10-22T01:28:51Z,4650000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2022-10-22T01:26:06.2Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612748,77,89,2022-10-22T01:28:51Z,4660000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2022-10-22T01:26:06.2Z,4,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,77,89,2022-10-22T01:28:51Z,4670000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2022-10-22T01:26:06.2Z,4,REGULAR,substitution,in,['startperiod'],1628997,,,1610612748,77,89,2022-10-22T01:28:51Z,4680000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2022-10-22T01:26:06.2Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612748,77,89,2022-10-22T01:28:51Z,4690000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2022-10-22T01:29:03.3Z,4,REGULAR,period,start,[],0,,,1610612748,77,89,2022-10-22T01:29:03Z,4700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT11M43.00S,2022-10-22T01:29:22.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",202710,93.24901445466492,58.08823529411765,1610612748,79,89,2022-10-22T01:29:43Z,4710000,40.0,11.0,1,right,J. Butler driving Layup (12 PTS) (G. Vincent 2 AST),"[202710, 1629216]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,4.19,Made,12.0,,,,,G. Vincent,1629216.0,2.0,,
483,PT11M43.00S,2022-10-22T01:29:32.6Z,4,REGULAR,violation,defensive goaltending,[],203943,,,1610612748,79,89,2022-10-22T01:29:43Z,4730000,,,0,,N. Vonleh defensive goaltending VIOLATION,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,201245.0,,,,,,,,,,,,,,,,,,,
484,PT11M21.00S,2022-10-22T01:29:56.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,11.777266754270697,57.84313725490197,1610612738,79,89,2022-10-22T01:30:04Z,4740000,-39.0,58.0,1,left,MISS J. Brown 7' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.02,Missed,,,,,,,,,,
485,PT11M19.00S,2022-10-22T01:29:58.4Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,79,89,2022-10-22T01:30:04Z,4750000,,,0,,C. Martin REBOUND (Off:2 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,484.0,6.0,4.0,2.0,,,,,
486,PT11M08.00S,2022-10-22T01:30:12.6Z,4,REGULAR,foul,personal,['2freethrow'],203943,,,1610612748,79,89,2022-10-22T01:30:17Z,4760000,,,0,,N. Vonleh shooting personal FOUL (4 PF) (Adebayo 2 FT),"[203943, 1628389]",1610612738.0,BOS,shooting,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,1162.0,4.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
488,PT11M08.00S,2022-10-22T01:30:39.9Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,79,89,2022-10-22T01:30:40Z,4780000,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
489,PT11M08.00S,2022-10-22T01:30:39.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,79,89,2022-10-22T01:30:40Z,4790000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,
490,PT11M08.00S,2022-10-22T01:30:41.0Z,4,REGULAR,substitution,out,[],203943,,,1610612748,79,89,2022-10-22T01:30:44Z,4800000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT11M08.00S,2022-10-22T01:30:41.0Z,4,REGULAR,substitution,in,[],201143,,,1610612748,79,89,2022-10-22T01:30:44Z,4810000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT11M08.00S,2022-10-22T01:31:02.7Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,80,89,2022-10-22T01:31:02Z,4820000,,,0,,B. Adebayo Free Throw 2 of 2 (17 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,Made,17.0,,,,,,,,,
493,PT10M46.00S,2022-10-22T01:31:28.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.046649145860711,54.166666666666664,1610612738,80,91,2022-10-22T01:31:37Z,4830000,-21.0,14.0,1,left,J. Brown driving reverse Layup (24 PTS),[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,2.49,Made,24.0,,,,,,,,,
494,PT10M27.00S,2022-10-22T01:31:48.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,94.1688567674113,54.41176470588235,1610612748,80,91,2022-10-22T01:31:54Z,4840000,22.0,2.0,1,right,MISS C. Martin driving Layup,[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,2.22,Missed,,,,,,,,,,
495,PT10M24.00S,2022-10-22T01:31:51.8Z,4,REGULAR,rebound,offensive,[],202710,,,1610612748,80,91,2022-10-22T01:31:51Z,4850000,,,0,,J. Butler REBOUND (Off:3 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,494.0,7.0,4.0,3.0,,,,,
496,PT10M24.00S,2022-10-22T01:31:51.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,94.40999984741211,50.0,1610612748,80,91,2022-10-22T01:32:10Z,4860000,0.0,0.0,1,right,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,0.0,Missed,,,,,,,,,,
497,PT10M23.00S,2022-10-22T01:31:52.8Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,80,91,2022-10-22T01:32:10Z,4870000,,,0,,C. Martin REBOUND (Off:3 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,496.0,7.0,4.0,3.0,,,,,
498,PT10M20.00S,2022-10-22T01:31:55.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,71.82982917214193,77.94117647058823,1610612748,80,91,2022-10-22T01:32:03Z,4880000,140.0,212.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.41,Missed,,,,,,,,,,
499,PT10M17.00S,2022-10-22T01:31:58.6Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,80,91,2022-10-22T01:32:03Z,4890000,,,0,,G. Williams REBOUND (Off:0 Def:5),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,498.0,5.0,5.0,0.0,,,,,
500,PT10M14.00S,2022-10-22T01:32:44.3Z,4,REGULAR,jumpball,recovered,[],1629216,,,1610612738,80,91,2022-10-22T01:32:44Z,4900000,,,0,,Jump Ball B. Adebayo vs. G. Williams: Tip to G. Vincent,"[1629216, 1628389, 1629684]",1610612748.0,MIA,heldball,G. Vincent,1629216.0,Vincent,G. Vincent,Adebayo,1628389.0,Williams,1629684.0,,,,,,,,,,,,,,,,,,,,,,
503,PT10M14.00S,2022-10-22T01:32:44.3Z,4,REGULAR,turnover,lost ball,[],1629684,,,1610612738,80,91,2022-10-22T01:32:44Z,4930000,,,0,,G. Williams lost ball TURNOVER (1 TO),"[1629684, 1628389]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,1.0,Adebayo,1628389.0,,,,,,,,,,,,
504,PT10M14.00S,2022-10-22T01:32:44.3Z,4,REGULAR,steal,,[],1628389,,,1610612748,80,91,2022-10-22T01:32:44Z,4940000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT10M06.00S,2022-10-22T01:32:51.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,89.83245729303549,46.32352941176471,1610612748,80,91,2022-10-22T01:32:57Z,4950000,-18.0,43.0,1,right,MISS B. Adebayo turnaround Shot,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.69,Missed,,,,,,,,,,
506,PT10M03.00S,2022-10-22T01:32:54.7Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612738,80,91,2022-10-22T01:32:57Z,4960000,,,0,,M. Brogdon REBOUND (Off:3 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,505.0,5.0,2.0,3.0,,,,,
507,PT09M51.00S,2022-10-22T01:33:06.0Z,4,REGULAR,3pt,Jump Shot,[],1627763,32.802233902759525,69.85294117647058,1610612738,80,91,2022-10-22T01:40:03Z,4970000,-99.0,256.0,1,left,MISS M. Brogdon 27' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,27.44,Missed,,,,,,,,,,
508,PT09M48.00S,2022-10-22T01:33:09.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,80,91,2022-10-22T01:33:18Z,4980000,,,0,,B. Adebayo REBOUND (Off:3 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,507.0,5.0,2.0,3.0,,,,,
509,PT09M40.00S,2022-10-22T01:33:17.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,93.77463863337714,46.81372549019608,1610612748,82,91,2022-10-22T01:33:25Z,4990000,-16.0,6.0,1,right,G. Vincent driving finger roll Layup (7 PTS),[1629216],1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,1.7,Made,7.0,,,,,,,,,
510,PT09M20.00S,2022-10-22T01:33:37.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.046649145860711,53.18627450980392,1610612738,82,91,2022-10-22T01:33:43Z,5000000,-16.0,14.0,1,left,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,2.1,Missed,,,,,,,,,,
511,PT09M17.00S,2022-10-22T01:33:40.3Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,82,91,2022-10-22T01:33:43Z,5010000,,,0,,G. Williams REBOUND (Off:1 Def:5),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,510.0,6.0,5.0,1.0,,,,,
512,PT09M17.00S,2022-10-22T01:33:41.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629684,5.590000152587891,50.0,1610612738,82,93,2022-10-22T01:33:46Z,5020000,0.0,0.0,1,left,G. Williams tip Layup (10 PTS),[1629684],1610612738.0,BOS,tip,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,0.0,Made,10.0,,,,,,,,,
513,PT09M04.00S,2022-10-22T01:33:53.5Z,4,REGULAR,2pt,Jump Shot,[],1629216,76.82325886990802,48.28431372549019,1610612748,84,93,2022-10-22T01:33:58Z,5030000,-9.0,165.0,1,right,G. Vincent 16' pullup Jump Shot (9 PTS) (B. Adebayo 3 AST),"[1629216, 1628389]",1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Center,,,,,,,,,16.56,Made,9.0,,,,,B. Adebayo,1628389.0,3.0,,
515,PT08M49.00S,2022-10-22T01:34:08.6Z,4,REGULAR,2pt,Jump Shot,[],1627763,21.50131406044678,67.40196078431373,1610612738,84,93,2022-10-22T01:34:12Z,5050000,-87.0,150.0,1,left,MISS M. Brogdon 17' step back Shot,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,17.31,Missed,,,,,,,,,,
516,PT08M47.00S,2022-10-22T01:34:10.6Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,84,93,2022-10-22T01:34:12Z,5060000,,,0,,B. Adebayo REBOUND (Off:3 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,515.0,6.0,3.0,3.0,,,,,
517,PT08M43.00S,2022-10-22T01:34:14.8Z,4,REGULAR,turnover,bad pass,[],1629216,,,1610612748,84,93,2022-10-22T01:34:19Z,5070000,,,0,,G. Vincent bad pass TURNOVER (2 TO),"[1629216, 1627759]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,2.0,Brown,1627759.0,,,,,,,,,,,,
518,PT08M43.00S,2022-10-22T01:34:14.8Z,4,REGULAR,steal,,[],1627759,,,1610612738,84,93,2022-10-22T01:34:16Z,5080000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
