actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
524,PT07M51.00S,2022-11-03T01:28:43.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203084,4.5499342969776615,46.81372549019608,1610612758,83,90,2022-11-03T01:28:52Z,5190000,16.0,-10.0,1,left,H. Barnes cutting Layup (12 PTS) (D. Sabonis 6 AST),"[203084, 1627734]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,12.0,D. Sabonis,1627734.0,6.0,,,,,,,,,,
526,PT07M41.00S,2022-11-03T01:28:53.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.64323258869908,47.05882352941176,1610612748,85,90,2022-11-03T01:28:58Z,5210000,-15.0,7.0,1,right,B. Adebayo cutting DUNK (14 PTS) (K. Lowry 5 AST),"[1628389, 200768]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,14.0,K. Lowry,200768.0,5.0,,,,,,,,,,
528,PT07M27.00S,2022-11-03T01:29:07.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,7.178055190538765,44.6078431372549,1610612758,85,92,2022-11-03T01:29:12Z,5230000,27.0,15.0,1,left,K. Huerter cutting Layup (19 PTS) (D. Sabonis 7 AST),"[1628989, 1627734]",1610612758.0,SAC,cutting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,3.09,Made,,,,,19.0,D. Sabonis,1627734.0,7.0,,,,,,,,,,
530,PT07M19.00S,2022-11-03T01:29:20.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203521,,,1610612748,85,92,2022-11-03T01:29:28Z,5250000,,,0,,M. Dellavedova personal FOUL (4 PF) (Adebayo 2 FT),"[203521, 1628389]",1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1193.0,,,,4.0,0.0,Adebayo,1628389.0,,
532,PT07M19.00S,2022-11-03T01:29:51.8Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,86,92,2022-11-03T01:29:51Z,5270000,,,0,,B. Adebayo Free Throw 1 of 2 (15 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
533,PT07M19.00S,2022-11-03T01:30:11.6Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,87,92,2022-11-03T01:30:11Z,5280000,,,0,,B. Adebayo Free Throw 2 of 2 (16 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
534,PT07M01.00S,2022-11-03T01:30:30.6Z,4,REGULAR,3pt,Jump Shot,[],203084,5.863994743758213,96.81372549019608,1610612758,87,92,2022-11-03T01:30:38Z,5290000,-234.0,3.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
535,PT06M58.00S,2022-11-03T01:30:33.6Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,87,92,2022-11-03T01:30:38Z,5300000,,,0,,T. Herro REBOUND (Off:1 Def:8),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,534.0,9.0,8.0,1.0,,,,,,,,,,,,,,
536,PT06M47.00S,2022-11-03T01:30:44.0Z,4,REGULAR,3pt,Jump Shot,[],1629622,92.9862023653088,2.696078431372549,1610612748,87,92,2022-11-03T01:30:49Z,5310000,-237.0,13.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.69,Missed,,,,,,,,,,,,,,,,,,
537,PT06M45.00S,2022-11-03T01:30:46.0Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,87,92,2022-11-03T01:30:49Z,5320000,,,0,,H. Barnes REBOUND (Off:2 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,536.0,5.0,3.0,2.0,,,,,,,,,,,,,,
538,PT06M30.00S,2022-11-03T01:31:01.3Z,4,REGULAR,3pt,Jump Shot,[],1628989,11.383048620236531,96.32352941176471,1610612758,87,92,2022-11-03T01:31:30Z,5330000,-232.0,55.0,1,left,MISS K. Huerter step back 3PT,[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
539,PT06M28.00S,2022-11-03T01:31:03.3Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,87,92,2022-11-03T01:31:06Z,5340000,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,,,538.0,4.0,4.0,0.0,,,,,,,,,,,,,,
540,PT06M24.00S,2022-11-03T01:31:10.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612748,87,92,2022-11-03T01:31:26Z,5350000,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Lowry 2 FT),"[1627734, 200768]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2715.0,,,,1.0,0.0,Lowry,200768.0,,
542,PT06M24.00S,2022-11-03T01:31:46.3Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],200768,,,1610612748,88,92,2022-11-03T01:31:46Z,5370000,,,0,,K. Lowry Free Throw 1 of 2 (20 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
543,PT06M24.00S,2022-11-03T01:31:47.1Z,4,REGULAR,substitution,out,[],203521,,,1610612748,88,92,2022-11-03T01:31:53Z,5380000,,,0,,SUB out: M. Dellavedova,[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M24.00S,2022-11-03T01:31:47.1Z,4,REGULAR,substitution,out,[],1628989,,,1610612748,88,92,2022-11-03T01:31:53Z,5390000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M24.00S,2022-11-03T01:31:47.1Z,4,REGULAR,substitution,in,[],1630558,,,1610612748,88,92,2022-11-03T01:31:53Z,5400000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M24.00S,2022-11-03T01:31:47.1Z,4,REGULAR,substitution,in,[],1628370,,,1610612748,88,92,2022-11-03T01:31:53Z,5410000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M24.00S,2022-11-03T01:31:46.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],200768,,,1610612748,88,92,2022-11-03T01:32:17Z,5420000,,,0,,MISS K. Lowry Free Throw 2 of 2,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
548,PT06M22.00S,2022-11-03T01:31:48.3Z,4,REGULAR,rebound,defensive,[],1629056,,,1610612758,88,92,2022-11-03T01:32:17Z,5430000,,,0,,T. Davis REBOUND (Off:0 Def:3),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,547.0,3.0,3.0,0.0,,,,,,,,,,,,,,
549,PT06M11.00S,2022-11-03T01:32:28.8Z,4,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612758,88,92,2022-11-03T01:32:36Z,5440000,,,0,,G. Vincent shooting personal FOUL (3 PF) (Davis 2 FT),"[1629216, 1629056]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1193.0,,,,3.0,0.0,Davis,1629056.0,,
551,PT06M11.00S,2022-11-03T01:33:01.8Z,4,REGULAR,freethrow,1 of 2,[],1629056,,,1610612758,88,93,2022-11-03T01:33:01Z,5460000,,,0,,T. Davis Free Throw 1 of 2 (3 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
552,PT06M11.00S,2022-11-03T01:33:18.4Z,4,REGULAR,freethrow,2 of 2,[],1629056,,,1610612758,88,94,2022-11-03T01:33:18Z,5470000,,,0,,T. Davis Free Throw 2 of 2 (4 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
553,PT06M01.00S,2022-11-03T01:33:33.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],200768,92.85479632063075,50.245098039215684,1610612748,88,94,2022-11-03T01:33:38Z,5480000,1.0,15.0,1,right,MISS K. Lowry driving finger roll Layup,[200768],1610612748.0,MIA,driving finger roll,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
554,PT06M00.00S,2022-11-03T01:33:34.3Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,88,94,2022-11-03T01:33:34Z,5490000,,,0,,B. Adebayo REBOUND (Off:1 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,553.0,10.0,9.0,1.0,,,,,,,,,,,,,,
555,PT05M52.00S,2022-11-03T01:33:42.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,93.51182654402102,3.431372549019608,1610612748,88,94,2022-11-03T01:33:50Z,5500000,-233.0,8.0,1,right,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
556,PT05M45.00S,2022-11-03T01:33:49.7Z,4,REGULAR,rebound,offensive,[],1629639,,,1610612748,88,94,2022-11-03T01:33:50Z,5510000,,,0,,T. Herro REBOUND (Off:2 Def:8),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,555.0,10.0,8.0,2.0,,,,,,,,,,,,,,
557,PT05M45.00S,2022-11-03T01:33:48.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629639,94.40999984741211,50.0,1610612748,90,94,2022-11-03T01:33:48Z,5520000,0.0,0.0,1,right,T. Herro tip Layup (17 PTS),[1629639],1610612748.0,MIA,tip,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,17.0,,,,,,,,,,,,,
558,PT05M24.00S,2022-11-03T01:34:09.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,9.149145860709593,60.29411764705882,1610612758,90,94,2022-11-03T01:34:18Z,5530000,-51.0,34.0,1,left,MISS H. Barnes 6' driving floating Shot,[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,,,,,,,,,,,,,,,,,
559,PT05M21.00S,2022-11-03T01:34:12.5Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612748,90,94,2022-11-03T01:34:18Z,5540000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,558.0,1.0,1.0,0.0,,,,,,,,,,,,,,
560,PT05M17.00S,2022-11-03T01:34:16.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],200768,69.59592641261499,25.735294117647058,1610612748,90,94,2022-11-03T01:34:25Z,5550000,-121.0,233.0,1,right,MISS K. Lowry 26' running pullup 3PT,[200768],1610612748.0,MIA,running pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
561,PT05M17.00S,2022-11-03T01:34:16.7Z,4,REGULAR,rebound,offensive,[],200768,,,1610612748,90,94,2022-11-03T01:34:25Z,5560000,,,0,,K. Lowry REBOUND (Off:1 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,560.0,5.0,4.0,1.0,,,,,,,,,,,,,,
562,PT05M10.00S,2022-11-03T01:34:23.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,92.59198423127464,56.86274509803921,1610612748,90,94,2022-11-03T01:35:04Z,5570000,34.0,17.0,1,right,MISS B. Adebayo Layup,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,,,
563,PT05M10.00S,2022-11-03T01:34:23.0Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,90,94,2022-11-03T01:34:31Z,5580000,,,0,,B. Adebayo REBOUND (Off:2 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,562.0,11.0,9.0,2.0,,,,,,,,,,,,,,
564,PT05M10.00S,2022-11-03T01:34:27.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,94.40999984741211,50.0,1610612748,92,94,2022-11-03T01:34:27Z,5590000,0.0,0.0,1,right,B. Adebayo tip Layup (18 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,18.0,,,,,,,,,,,,,
565,PT05M10.00S,2022-11-03T01:34:34.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,92,94,2022-11-03T01:34:34Z,5600000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT05M10.00S,2022-11-03T01:36:03.8Z,4,REGULAR,substitution,out,[],1629056,,,1610612758,92,94,2022-11-03T01:37:11Z,5610000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M10.00S,2022-11-03T01:36:03.8Z,4,REGULAR,substitution,in,[],1628989,,,1610612758,92,94,2022-11-03T01:37:11Z,5620000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT04M55.00S,2022-11-03T01:37:36.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,6.915243101182654,46.32352941176471,1610612758,92,96,2022-11-03T01:37:41Z,5630000,18.0,13.0,1,left,M. Monk cutting Layup (19 PTS) (D. Sabonis 8 AST),"[1628370, 1627734]",1610612758.0,SAC,cutting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,19.0,D. Sabonis,1627734.0,8.0,,,,,,,,,,
570,PT04M39.00S,2022-11-03T01:37:52.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,82.07950065703022,45.588235294117645,1610612748,94,96,2022-11-03T01:37:58Z,5650000,-22.0,116.0,1,right,T. Herro 11' pullup Jump Shot (19 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,11.81,Made,,,,,19.0,,,,,,,,,,,,,
571,PT04M19.00S,2022-11-03T01:38:12.6Z,4,REGULAR,3pt,Jump Shot,[],1630558,7.046649145860711,3.6764705882352944,1610612758,94,96,2022-11-03T01:38:19Z,5660000,232.0,14.0,1,left,MISS D. Mitchell 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
572,PT04M17.00S,2022-11-03T01:38:14.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,94,96,2022-11-03T01:38:19Z,5670000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Right Corner 3,24+ Right,,,571.0,,,,,,,,,,,,,,,,,
574,PT04M03.00S,2022-11-03T01:38:41.1Z,4,REGULAR,2pt,Jump Shot,[],1629639,82.86793692509855,74.50980392156863,1610612748,96,96,2022-11-03T01:38:46Z,5690000,123.0,109.0,1,right,T. Herro 16' pullup Jump Shot (21 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,16.36,Made,,,,,21.0,,,,,,,,,,,,,
575,PT03M47.00S,2022-11-03T01:38:59.7Z,4,REGULAR,foul,personal,[],1628389,,,1610612758,96,96,2022-11-03T01:39:32Z,5700000,,,0,,B. Adebayo personal FOUL (5 PF),"[1628389, 1628370]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1626300.0,,,,5.0,0.0,Monk,1628370.0,,
578,PT03M35.00S,2022-11-03T01:40:01.4Z,4,REGULAR,2pt,Jump Shot,[],1627734,13.091327201051248,24.019607843137255,1610612758,96,96,2022-11-03T01:40:07Z,5730000,130.0,71.0,1,left,MISS D. Sabonis 14' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,14.78,Missed,,,,,,,,,,,,,,,,,,
579,PT03M32.00S,2022-11-03T01:40:04.4Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,96,96,2022-11-03T01:40:07Z,5740000,,,0,,T. Herro REBOUND (Off:2 Def:9),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,578.0,11.0,9.0,2.0,,,,,,,,,,,,,,
580,PT03M23.00S,2022-11-03T01:40:12.9Z,4,REGULAR,3pt,Jump Shot,[],1629639,70.38436268068331,19.11764705882353,1610612748,96,96,2022-11-03T01:40:18Z,5750000,-154.0,226.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,27.36,Missed,,,,,,,,,,,,,,,,,,
581,PT03M21.00S,2022-11-03T01:40:14.9Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,96,96,2022-11-03T01:40:18Z,5760000,,,0,,H. Barnes REBOUND (Off:2 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,580.0,6.0,4.0,2.0,,,,,,,,,,,,,,
582,PT03M12.00S,2022-11-03T01:40:25.1Z,4,REGULAR,3pt,Jump Shot,[],1628989,29.38567674113009,77.20588235294117,1610612758,96,99,2022-11-03T01:40:31Z,5770000,-136.0,224.0,1,left,K. Huerter 26' 3PT  (22 PTS) (M. Monk 7 AST),"[1628989, 1628370]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,,22.0,M. Monk,1628370.0,7.0,,,,,,,,,,
584,PT03M09.00S,2022-11-03T01:40:31.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,96,99,2022-11-03T01:40:31Z,5790000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M09.00S,2022-11-03T01:41:57.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,96,99,2022-11-03T01:42:06Z,5800000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M00.00S,2022-11-03T01:43:21.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,94.03745072273325,52.94117647058824,1610612748,98,99,2022-11-03T01:43:26Z,5810000,15.0,4.0,1,right,B. Adebayo cutting Layup (20 PTS) (K. Lowry 6 AST),"[1628389, 200768]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.51,Made,,,,,20.0,K. Lowry,200768.0,6.0,,,,,,,,,,
588,PT02M41.00S,2022-11-03T01:43:39.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203084,9.149145860709593,45.588235294117645,1610612758,98,99,2022-11-03T01:43:45Z,5830000,22.0,34.0,1,left,MISS H. Barnes driving Layup - blocked,"[203084, 1629639]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,,,,,,Herro,1629639.0
589,PT02M41.00S,2022-11-03T01:43:39.7Z,4,REGULAR,block,,[],1629639,,,1610612758,98,99,2022-11-03T01:43:42Z,5840000,,,0,,T. Herro BLOCK (3 BLK),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
590,PT02M37.00S,2022-11-03T01:43:43.7Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,98,99,2022-11-03T01:43:45Z,5850000,,,0,,T. Herro REBOUND (Off:2 Def:10),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,588.0,12.0,10.0,2.0,,,,,,,,,,,,,,
591,PT02M20.00S,2022-11-03T01:44:00.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,93.77463863337714,46.568627450980394,1610612748,100,99,2022-11-03T01:44:05Z,5860000,-17.0,6.0,1,right,G. Vincent cutting Layup (10 PTS) (B. Adebayo 5 AST),"[1629216, 1628389]",1610612748.0,MIA,cutting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,10.0,B. Adebayo,1628389.0,5.0,,,,,,,,,,
593,PT01M57.00S,2022-11-03T01:44:23.3Z,4,REGULAR,turnover,lost ball,[],1628370,,,1610612758,100,99,2022-11-03T01:44:27Z,5880000,,,0,,M. Monk lost ball TURNOVER (3 TO),"[1628370, 1629216]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,3.0,Vincent,1629216.0,,,,,,
594,PT01M57.00S,2022-11-03T01:44:23.3Z,4,REGULAR,steal,,[],1629216,,,1610612748,100,99,2022-11-03T01:44:25Z,5890000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
595,PT01M43.00S,2022-11-03T01:44:37.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,71.82982917214193,79.90196078431373,1610612748,103,99,2022-11-03T01:44:42Z,5900000,150.0,212.0,1,right,M. Strus 25' 3PT  (10 PTS) (K. Lowry 7 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.97,Made,,,,,10.0,K. Lowry,200768.0,7.0,,,,,,,,,,
597,PT01M43.00S,2022-11-03T01:44:43.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,103,99,2022-11-03T01:44:43Z,5920000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT01M31.00S,2022-11-03T01:46:28.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,5.206964520367937,53.431372549019606,1610612758,103,101,2022-11-03T01:46:34Z,5930000,-17.0,-4.0,1,left,D. Mitchell driving Layup (7 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,7.0,,,,,,,,,,,,,
600,PT01M07.00S,2022-11-03T01:46:53.4Z,4,REGULAR,3pt,Jump Shot,[],1629622,68.15045992115637,56.61764705882353,1610612748,103,101,2022-11-03T01:46:59Z,5940000,33.0,247.0,1,right,MISS M. Strus 24' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,,
601,PT01M03.00S,2022-11-03T01:46:57.4Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,103,101,2022-11-03T01:46:59Z,5950000,,,0,,H. Barnes REBOUND (Off:2 Def:5),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,600.0,7.0,5.0,2.0,,,,,,,,,,,,,,
602,PT00M57.00S,2022-11-03T01:47:04.5Z,4,REGULAR,2pt,Jump Shot,[],1628370,7.440867279894875,77.20588235294117,1610612758,103,101,2022-11-03T01:48:11Z,5960000,-136.0,17.0,1,left,MISS M. Monk 13' pullup Shot - blocked,"[1628370, 1629622]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,8-16 Left,13.71,Missed,,,,,,,,,,,,,,,,,Strus,1629622.0
603,PT00M57.00S,2022-11-03T01:47:04.5Z,4,REGULAR,block,,[],1629622,,,1610612758,103,101,2022-11-03T01:47:07Z,5970000,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
604,PT00M56.30S,2022-11-03T01:47:05.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,103,101,2022-11-03T01:48:11Z,5980000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,8-16 Left,,,602.0,,,,,,,,,,,,,,,,,
606,PT00M53.40S,2022-11-03T01:47:28.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612758,103,101,2022-11-03T01:47:35Z,6000000,,,0,,G. Vincent personal FOUL (4 PF) (Sabonis 2 FT),"[1629216, 1627734]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2715.0,,,,4.0,0.0,Sabonis,1627734.0,,
608,PT00M53.40S,2022-11-03T01:48:00.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612758,103,102,2022-11-03T01:48:00Z,6020000,,,0,,D. Sabonis Free Throw 1 of 2 (19 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
609,PT00M53.40S,2022-11-03T01:48:00.7Z,4,REGULAR,substitution,out,[],1628370,,,1610612758,103,102,2022-11-03T01:48:04Z,6030000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M53.40S,2022-11-03T01:48:00.7Z,4,REGULAR,substitution,in,[],203521,,,1610612758,103,102,2022-11-03T01:48:04Z,6040000,,,0,,SUB in: M. Dellavedova,[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
