actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
27,PT08M50.00S,2023-02-14T00:46:33.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,10.068988173455978,59.31372549019608,1610612748,8,9,2023-02-14T00:46:39Z,270000,False,-47.0,42.0,1,left,MISS B. Adebayo 6' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
28,PT08M45.00S,2023-02-14T00:46:38.1Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,8,9,2023-02-14T00:46:39Z,280000,False,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,27.0,1.0,0.0,1.0,,,,,,,,,,
29,PT08M45.00S,2023-02-14T00:46:38.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,5.590000152587891,50.0,1610612748,8,9,2023-02-14T00:46:46Z,290000,False,0.0,0.0,1,left,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
30,PT08M45.00S,2023-02-14T00:46:38.4Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,8,9,2023-02-14T00:46:46Z,300000,False,,,0,,J. Butler REBOUND (Off:2 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,29.0,2.0,0.0,2.0,,,,,,,,,,
31,PT08M41.00S,2023-02-14T00:46:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,5.590000152587891,50.0,1610612748,10,9,2023-02-14T00:46:42Z,310000,False,0.0,0.0,1,left,J. Butler putback Layup (2 PTS),[202710],1610612748.0,MIA,putback,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
32,PT08M29.00S,2023-02-14T00:46:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628427,90.88370565045992,46.07843137254902,1610612743,10,11,2023-02-14T00:46:58Z,320000,False,-20.0,33.0,1,right,V. Cancar Layup (4 PTS) (N. Jokic 2 AST),"[1628427, 203999]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Restricted Area,0-8 Center,3.86,Made,4.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,
34,PT08M18.00S,2023-02-14T00:47:04.9Z,1,REGULAR,3pt,Jump Shot,[],1629216,27.414586070959263,82.35294117647058,1610612748,10,11,2023-02-14T00:47:10Z,340000,False,-162.0,205.0,1,left,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
35,PT08M15.00S,2023-02-14T00:47:07.9Z,1,REGULAR,rebound,defensive,[],1628427,,,1610612743,10,11,2023-02-14T00:47:10Z,350000,False,,,0,,V. Cancar REBOUND (Off:0 Def:1),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Left Center,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,
36,PT07M57.00S,2023-02-14T00:47:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.40932982917214,46.32352941176471,1610612743,10,13,2023-02-14T00:47:30Z,360000,False,-18.0,28.0,1,right,N. Jokic driving finger roll Layup (4 PTS) (V. Cancar 1 AST),"[203999, 1628427]",1610612743.0,DEN,driving finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.38,Made,4.0,V. Cancar,1628427.0,1.0,,,,,,,,,,,,,,
38,PT07M49.00S,2023-02-14T00:47:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,11.514454664914586,52.69607843137255,1610612748,10,13,2023-02-14T00:49:36Z,380000,False,-13.0,56.0,1,left,MISS J. Butler turnaround Shot - blocked,"[202710, 203484]",1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.73,Missed,,,,,,,,,,,Caldwell-Pope,203484.0,,,,,,
39,PT07M49.00S,2023-02-14T00:47:33.9Z,1,REGULAR,block,,[],203484,,,1610612748,10,13,2023-02-14T00:47:35Z,390000,False,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT07M47.00S,2023-02-14T00:47:35.9Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,10,13,2023-02-14T00:47:40Z,400000,False,,,0,,J. Butler REBOUND (Off:3 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,38.0,3.0,0.0,3.0,,,,,,,,,,
41,PT07M33.00S,2023-02-14T00:47:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,6.389618922470433,45.34313725490196,1610612748,12,13,2023-02-14T00:47:55Z,410000,False,23.0,8.0,1,left,J. Butler Layup (4 PTS) (G. Vincent 2 AST),"[202710, 1629216]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.45,Made,4.0,G. Vincent,1629216.0,2.0,,,,,,,,,,,,,,
43,PT07M16.00S,2023-02-14T00:48:07.2Z,1,REGULAR,3pt,Jump Shot,[],1628971,93.64323258869908,3.9215686274509802,1610612743,12,13,2023-02-14T00:48:14Z,430000,False,-230.0,7.0,1,right,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
44,PT07M11.00S,2023-02-14T00:48:12.2Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,12,13,2023-02-14T00:48:14Z,440000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,43.0,2.0,1.0,1.0,,,,,,,,,,
45,PT07M10.00S,2023-02-14T00:48:14.2Z,1,REGULAR,turnover,lost ball,[],1629008,,,1610612743,12,13,2023-02-14T00:48:20Z,450000,False,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 1628389]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,Adebayo,1628389.0,,,,
46,PT07M10.00S,2023-02-14T00:48:14.2Z,1,REGULAR,steal,,[],1628389,,,1610612748,12,13,2023-02-14T00:48:16Z,460000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT06M57.00S,2023-02-14T00:48:26.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,10.5946123521682,37.254901960784316,1610612748,14,13,2023-02-14T00:48:37Z,470000,False,64.0,47.0,1,left,J. Butler 7' driving bank Jump Shot (6 PTS),[202710],1610612748.0,MIA,driving bank,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,6.0,,,,,,,,,,,,,,,,,
48,PT06M43.00S,2023-02-14T00:48:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629008,71.56701708278581,79.90196078431373,1610612743,14,13,2023-02-14T00:48:48Z,480000,False,150.0,215.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
49,PT06M36.00S,2023-02-14T00:48:47.0Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,14,13,2023-02-14T00:48:48Z,490000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,
50,PT06M36.00S,2023-02-14T00:49:05.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,14,13,2023-02-14T00:49:05Z,500000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M36.00S,2023-02-14T00:51:11.3Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,14,13,2023-02-14T00:51:47Z,510000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M36.00S,2023-02-14T00:51:11.3Z,1,REGULAR,substitution,in,[],1631115,,,1610612748,14,13,2023-02-14T00:51:47Z,520000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M33.00S,2023-02-14T00:52:03.1Z,1,REGULAR,jumpball,recovered,[],202710,,,1610612748,14,13,2023-02-14T00:52:03Z,530000,False,,,0,,Jump Ball M. Strus vs. K. Caldwell-Pope: Tip to J. Butler,"[202710, 1629622, 203484]",1610612748.0,MIA,heldball,J. Butler,202710.0,Butler,J. Butler,Strus,1629622.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,,,,,,,
56,PT06M15.00S,2023-02-14T00:52:21.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628997,5.863994743758213,48.77450980392157,1610612748,16,13,2023-02-14T00:52:26Z,560000,False,6.0,3.0,1,left,C. Martin cutting DUNK (2 PTS) (J. Butler 3 AST),"[1628997, 202710]",1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,0.66,Made,2.0,J. Butler,202710.0,3.0,,,,,,,,,,,,,,
58,PT06M00.00S,2023-02-14T00:52:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,93.24901445466492,54.166666666666664,1610612743,16,13,2023-02-14T00:52:41Z,580000,False,21.0,11.0,1,right,MISS K. Caldwell-Pope cutting Layup,[203484],1610612743.0,DEN,cutting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,2.35,Missed,,,,,,,,,,,,,,,,,,
59,PT05M59.00S,2023-02-14T00:52:37.3Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612748,16,13,2023-02-14T00:52:41Z,590000,False,,,0,,O. Robinson REBOUND (Off:0 Def:1),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,
60,PT05M53.00S,2023-02-14T00:52:44.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628997,9.674770039421814,50.0,1610612748,18,13,2023-02-14T00:53:23Z,600000,False,0.0,38.0,1,left,C. Martin driving floating Jump Shot (4 PTS),[1628997],1610612748.0,MIA,driving floating,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,3.84,Made,4.0,,,,,,,,,,,,,,,,,
61,PT05M32.00S,2023-02-14T00:53:04.4Z,1,REGULAR,turnover,lost ball,[],1628427,,,1610612743,18,13,2023-02-14T00:53:08Z,610000,False,,,0,,V. Cancar lost ball TURNOVER (2 TO),"[1628427, 202710]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,,,Butler,202710.0,,,,
62,PT05M32.00S,2023-02-14T00:53:04.4Z,1,REGULAR,steal,,[],202710,,,1610612748,18,13,2023-02-14T00:53:06Z,620000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT05M28.00S,2023-02-14T00:53:08.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631115,5.206964520367937,46.81372549019608,1610612748,20,13,2023-02-14T00:55:42Z,630000,False,16.0,-4.0,1,left,O. Robinson running Layup (2 PTS) (J. Butler 4 AST),"[1631115, 202710]",1610612748.0,MIA,running,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,1.63,Made,2.0,J. Butler,202710.0,4.0,,,,,,,,,,,,,,
65,PT05M28.00S,2023-02-14T00:53:16.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,20,13,2023-02-14T00:53:16Z,650000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M28.00S,2023-02-14T00:55:32.6Z,1,REGULAR,substitution,out,[],1629216,,,1610612743,20,13,2023-02-14T00:55:52Z,660000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M28.00S,2023-02-14T00:55:32.6Z,1,REGULAR,substitution,out,[],1628997,,,1610612743,20,13,2023-02-14T00:55:52Z,670000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M28.00S,2023-02-14T00:55:32.6Z,1,REGULAR,substitution,out,[],203484,,,1610612743,20,13,2023-02-14T00:55:52Z,680000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M28.00S,2023-02-14T00:55:32.6Z,1,REGULAR,substitution,out,[],1628427,,,1610612743,20,13,2023-02-14T00:55:52Z,690000,False,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M28.00S,2023-02-14T00:55:32.6Z,1,REGULAR,substitution,in,[],1629312,,,1610612743,20,13,2023-02-14T00:55:52Z,700000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M28.00S,2023-02-14T00:55:32.6Z,1,REGULAR,substitution,in,[],1631123,,,1610612743,20,13,2023-02-14T00:55:52Z,710000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612748.0,MIA,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M28.00S,2023-02-14T00:55:32.6Z,1,REGULAR,substitution,in,[],1631128,,,1610612743,20,13,2023-02-14T00:55:52Z,720000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M28.00S,2023-02-14T00:55:32.6Z,1,REGULAR,substitution,in,[],201145,,,1610612743,20,13,2023-02-14T00:55:52Z,730000,False,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M07.00S,2023-02-14T00:56:25.5Z,1,REGULAR,3pt,Jump Shot,[],1629008,65.78515111695138,35.53921568627451,1610612743,20,13,2023-02-14T00:57:26Z,740000,False,-72.0,269.0,1,right,MISS M. Porter Jr. 27' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,27.86,Missed,,,,,,,,,,,,,,,,,,
75,PT05M02.00S,2023-02-14T00:56:30.5Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,20,13,2023-02-14T00:56:31Z,750000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,
76,PT04M47.00S,2023-02-14T00:56:45.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,33.85348226018397,57.59803921568627,1610612748,20,13,2023-02-14T00:56:53Z,760000,False,-38.0,266.0,1,left,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,26.84,Missed,,,,,,,,,,,,,,,,,,
77,PT04M46.00S,2023-02-14T00:56:46.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,20,13,2023-02-14T00:56:53Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,76.0,,,,,,,,,,,,,
78,PT04M46.00S,2023-02-14T00:56:54.3Z,1,REGULAR,foul,personal,[],203999,,,1610612748,20,13,2023-02-14T00:57:27Z,780000,False,,,0,,N. Jokic loose ball personal FOUL (1 PF),"[203999, 1631115]",1610612743.0,DEN,loose ball,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628954.0,,,,,,1.0,0.0,Robinson,1631115.0
80,PT04M34.00S,2023-02-14T00:57:21.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,31.35676741130092,67.40196078431373,1610612748,20,13,2023-02-14T00:58:51Z,800000,False,-87.0,242.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
81,PT04M30.00S,2023-02-14T00:57:25.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,13,2023-02-14T00:57:28Z,810000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,
82,PT04M24.00S,2023-02-14T00:57:31.0Z,1,REGULAR,3pt,Jump Shot,[],1629008,69.20170827858082,25.735294117647058,1610612743,20,16,2023-02-14T00:59:20Z,820000,False,-121.0,237.0,1,right,M. Porter Jr. 26' 3PT  (6 PTS) (C. Braun 1 AST),"[1629008, 1631128]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.62,Made,6.0,C. Braun,1631128.0,1.0,,,,,,,,,,,,,,
84,PT04M00.00S,2023-02-14T00:57:56.3Z,1,REGULAR,3pt,Jump Shot,[],1629622,6.57030223390276,2.7190563725490198,1610612748,23,16,2023-02-14T00:58:05Z,840000,False,236.0,9.0,1,left,M. Strus 3PT  (6 PTS) (H. Highsmith 1 AST),"[1629622, 1629312]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,23.66,Made,6.0,H. Highsmith,1629312.0,1.0,,,,,,,,,,,,,,
