shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
10:37,16,PT10M37.00S,2022-12-09T00:43:23.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,76.21550591327201,49.28002450980392,1610612748,2,3,2022-12-09T00:44:41Z,160000,False,-4.0,171.0,1,right,MISS T. Herro 17' pullup Shot,[1629639],14,1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,17.11,Missed,,,,,,,,,,,,,,,,,,
10:33,17,PT10M33.00S,2022-12-09T00:43:27.4Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,2,3,2022-12-09T00:43:53Z,170000,False,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Center,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
10:30,18,PT10M30.00S,2022-12-09T00:43:35.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629639,85.0197109067017,49.18811274509804,1610612748,4,3,2022-12-09T00:45:20Z,180000,False,-4.0,88.0,1,right,T. Herro 8' floating Jump Shot (2 PTS) (J. Butler 2 AST),"[1629639, 202710]",14,1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,8.84,Made,,,,,2.0,J. Butler,202710.0,2.0,,,,,,,,,,
10:09,20,PT10M09.00S,2022-12-09T00:43:52.1Z,1,REGULAR,3pt,Jump Shot,[],202704,4.467805519053877,97.81709558823529,1610612746,4,3,2022-12-09T00:44:12Z,200000,False,-239.0,-11.0,1,left,MISS R. Jackson 3PT,[202704],1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,23.93,Missed,,,,,,,,,,,,,,,,,,
10:09,21,PT10M09.00S,2022-12-09T00:43:52.1Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,4,3,2022-12-09T00:44:12Z,210000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
09:54,22,PT09M54.00S,2022-12-09T00:44:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,85.75886990801577,44.11764705882353,1610612748,4,3,2022-12-09T00:44:15Z,220000,False,-29.0,81.0,1,right,MISS J. Butler 8' turnaround fadeaway Shot,[202710],22,1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,8.65,Missed,,,,,,,,,,,,,,,,,,
09:53,23,PT09M53.00S,2022-12-09T00:44:07.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,4,3,2022-12-09T00:44:15Z,230000,False,,,0,,TEAM offensive REBOUND,[],,1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,22.0,,,,,,,,,,,,,,,,,
09:45,25,PT09M45.00S,2022-12-09T00:44:31.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629639,82.86793692509855,45.83333333333333,1610612748,4,3,2022-12-09T00:46:18Z,250000,False,-21.0,109.0,1,right,MISS T. Herro 11' pullup Shot - blocked,"[1629639, 201587]",14,1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,11.05,Missed,,,,,,,,,,,,Batum,201587.0,,,,,
09:45,26,PT09M45.00S,2022-12-09T00:44:31.8Z,1,REGULAR,block,,[],201587,,,1610612748,4,3,2022-12-09T00:44:48Z,260000,False,,,0,,N. Batum BLOCK (1 BLK),[201587],33,1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
09:36,27,PT09M36.00S,2022-12-09T00:44:40.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,3,2022-12-09T00:44:48Z,270000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
09:32,28,PT09M32.00S,2022-12-09T00:44:44.7Z,1,REGULAR,3pt,Jump Shot,[],202704,30.436925098554536,29.65686274509804,1610612746,4,6,2022-12-09T00:45:01Z,280000,False,102.0,234.0,1,left,R. Jackson 25' 3PT  (3 PTS) (N. Batum 1 AST),"[202704, 201587]",1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,25.48,Made,,,,,3.0,N. Batum,201587.0,1.0,,,,,,,,,,
09:15,30,PT09M15.00S,2022-12-09T00:45:01.2Z,1,REGULAR,2pt,Jump Shot,[],202710,93.16688567674113,31.295955882352942,1610612748,4,6,2022-12-09T00:45:23Z,300000,False,-94.0,12.0,1,right,MISS J. Butler 9' Jump Shot,[202710],22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,9.42,Missed,,,,,,,,,,,,,,,,,,
09:11,31,PT09M11.00S,2022-12-09T00:45:05.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,6,2022-12-09T00:45:18Z,310000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
08:54,32,PT08M54.00S,2022-12-09T00:45:22.9Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,4,6,2022-12-09T00:45:28Z,320000,False,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 202710]",1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Butler,202710.0,,,,,,,
08:54,33,PT08M54.00S,2022-12-09T00:45:22.9Z,1,REGULAR,steal,,[],202710,,,1610612748,4,6,2022-12-09T00:45:25Z,330000,False,,,0,,J. Butler STEAL (1 STL),[202710],22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
08:54,34,PT08M54.00S,2022-12-09T00:45:27.1Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612748,4,6,2022-12-09T00:45:38Z,340000,False,,,0,,P. George shooting personal FOUL (1 PF) (Butler 2 FT),"[202331, 202710]",13,1610612746.0,LAC,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Butler,202710.0
08:54,36,PT08M54.00S,2022-12-09T00:45:54.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202710,,,1610612748,5,6,2022-12-09T00:45:54Z,360000,False,,,0,,J. Butler Free Throw 1 of 2 (1 PTS),[202710],22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
08:54,37,PT08M54.00S,2022-12-09T00:46:10.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202710,,,1610612748,6,6,2022-12-09T00:46:10Z,370000,False,,,0,,J. Butler Free Throw 2 of 2 (2 PTS),[202710],22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
08:34,39,PT08M34.00S,2022-12-09T00:46:32.4Z,1,REGULAR,3pt,Jump Shot,[],202694,9.724047306176084,96.59160539215686,1610612746,6,9,2022-12-09T00:46:44Z,390000,False,-233.0,39.0,1,left,M. Morris Sr. 3PT  (3 PTS) (P. George 1 AST),"[202694, 202331]",8,1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,23.62,Made,,,,,3.0,P. George,202331.0,1.0,,,,,,,,,,
08:19,41,PT08M19.00S,2022-12-09T00:46:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.69250985545335,56.34957107843137,1610612748,8,9,2022-12-09T00:47:08Z,410000,False,32.0,7.0,1,right,J. Butler cutting Layup (4 PTS) (B. Adebayo 1 AST),"[202710, 1628389]",22,1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,4.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,
08:00,43,PT08M00.00S,2022-12-09T00:47:07.5Z,1,REGULAR,2pt,Jump Shot,[],202694,13.87976346911958,78.92156862745098,1610612746,8,9,2022-12-09T00:47:18Z,430000,False,-145.0,78.0,1,left,MISS M. Morris Sr. 16' bank Shot,[202694],8,1610612746.0,LAC,bank,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left,16.43,Missed,,,,,,,,,,,,,,,,,,
07:55,44,PT07M55.00S,2022-12-09T00:47:12.5Z,1,REGULAR,rebound,offensive,[],202331,,,1610612746,8,9,2022-12-09T00:47:18Z,440000,False,,,0,,P. George REBOUND (Off:1 Def:1),[202331],13,1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
07:51,45,PT07M51.00S,2022-12-09T00:47:16.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201587,11.251642575558476,2.696078431372549,1610612746,8,9,2022-12-09T00:47:24Z,450000,False,237.0,53.0,1,left,MISS N. Batum 24' 3PT,[201587],33,1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,24.24,Missed,,,,,,,,,,,,,,,,,,
07:51,46,PT07M51.00S,2022-12-09T00:47:16.2Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,8,9,2022-12-09T00:47:24Z,460000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
07:39,47,PT07M39.00S,2022-12-09T00:47:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,94.1688567674113,50.49019607843137,1610612748,10,9,2022-12-09T00:47:32Z,470000,False,2.0,2.0,1,right,J. Butler driving Layup (6 PTS),[202710],22,1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.34,Made,,,,,6.0,,,,,,,,,,,,,
07:26,48,PT07M26.00S,2022-12-09T00:47:41.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,7.35873850197109,51.807598039215684,1610612746,10,11,2022-12-09T00:48:03Z,480000,False,-9.0,17.0,1,left,I. Zubac cutting DUNK (2 PTS) (P. George 2 AST),"[1627826, 202331]",40,1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,2.0,P. George,202331.0,2.0,,,,,,,,,,
07:04,50,PT07M04.00S,2022-12-09T00:48:02.4Z,1,REGULAR,3pt,Jump Shot,[],1630696,69.13600525624179,25.75827205882353,1610612748,10,11,2022-12-09T00:48:24Z,500000,False,-121.0,238.0,1,right,MISS D. Smith 26' 3PT,[1630696],9,1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Left Center,26.67,Missed,,,,,,,,,,,,,,,,,,
07:01,51,PT07M01.00S,2022-12-09T00:48:05.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,11,2022-12-09T00:48:24Z,510000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,50.0,3.0,3.0,0.0,,,,,,,,,,,,,,
06:49,52,PT06M49.00S,2022-12-09T00:48:17.8Z,1,REGULAR,2pt,Jump Shot,[],202331,19.97371879106439,27.228860294117645,1610612746,10,11,2022-12-09T00:48:35Z,520000,False,114.0,135.0,1,left,MISS P. George 17' pullup Shot,[202331],13,1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,17.69,Missed,,,,,,,,,,,,,,,,,,
06:45,53,PT06M45.00S,2022-12-09T00:48:21.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,10,11,2022-12-09T00:48:35Z,530000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,,
06:39,54,PT06M39.00S,2022-12-09T00:48:27.4Z,1,REGULAR,3pt,Jump Shot,[],1628997,70.77858081471747,19.852941176470587,1610612748,10,11,2022-12-09T00:48:44Z,540000,False,-151.0,222.0,1,right,MISS C. Martin 26' 3PT,[1628997],16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
06:35,55,PT06M35.00S,2022-12-09T00:48:31.4Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,10,11,2022-12-09T00:48:44Z,550000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],8,1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
06:34,56,PT06M34.00S,2022-12-09T00:48:36.4Z,1,REGULAR,foul,personal,[],1628997,,,1610612746,10,11,2022-12-09T00:49:44Z,560000,False,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 1627826]",16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Zubac,1627826.0
06:34,58,PT06M34.00S,2022-12-09T00:49:00.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,11,2022-12-09T00:49:00Z,580000,False,,,0,,MIA Timeout,[],,1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:20,59,PT06M20.00S,2022-12-09T00:51:56.3Z,1,REGULAR,turnover,bad pass,[],201587,,,1610612746,10,11,2022-12-09T00:52:01Z,590000,False,,,0,,N. Batum bad pass TURNOVER (1 TO),"[201587, 1630696]",33,1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Smith,1630696.0,,,,,,,
06:20,60,PT06M20.00S,2022-12-09T00:51:56.3Z,1,REGULAR,steal,,[],1630696,,,1610612748,10,11,2022-12-09T00:51:58Z,600000,False,,,0,,D. Smith STEAL (1 STL),[1630696],9,1610612748.0,MIA,,,,Smith,D. Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
06:08,61,PT06M08.00S,2022-12-09T00:52:08.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,91.40932982917214,45.83333333333333,1610612748,10,11,2022-12-09T00:52:13Z,610000,False,-21.0,28.0,1,right,MISS T. Herro driving Layup - blocked,"[1629639, 1627826]",14,1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,Zubac,1627826.0,,,,,
06:08,62,PT06M08.00S,2022-12-09T00:52:08.1Z,1,REGULAR,block,,[],1627826,,,1610612748,10,11,2022-12-09T00:52:10Z,620000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
06:04,63,PT06M04.00S,2022-12-09T00:52:12.1Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,10,11,2022-12-09T00:52:13Z,630000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:1),[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,61.0,3.0,1.0,2.0,,,,,,,,,,,,,,
05:55,64,PT05M55.00S,2022-12-09T00:52:20.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629639,92.37844940867281,96.1014093137255,1610612748,10,11,2022-12-09T00:52:39Z,640000,False,231.0,19.0,1,right,MISS T. Herro 3PT,[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,23.13,Missed,,,,,,,,,,,,,,,,,,
05:53,65,PT05M53.00S,2022-12-09T00:52:22.5Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,10,11,2022-12-09T00:52:39Z,650000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],8,1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Right Corner 3,24+ Right,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,
05:47,66,PT05M47.00S,2022-12-09T00:52:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1630696,,,1610612746,10,11,2022-12-09T00:52:45Z,660000,False,,,0,,D. Smith shooting personal FOUL (1 PF) (Zubac 2 FT),"[1630696, 1627826]",9,1610612748.0,MIA,shooting,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Zubac,1627826.0
05:47,68,PT05M47.00S,2022-12-09T00:52:56.0Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,10,12,2022-12-09T00:52:56Z,680000,False,,,0,,I. Zubac Free Throw 1 of 2 (3 PTS),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
05:47,69,PT05M47.00S,2022-12-09T00:52:57.5Z,1,REGULAR,substitution,out,[],1629639,,,1610612746,10,12,2022-12-09T00:53:13Z,690000,False,,,0,,SUB out: T. Herro,[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
05:47,70,PT05M47.00S,2022-12-09T00:52:57.5Z,1,REGULAR,substitution,out,[],201587,,,1610612746,10,12,2022-12-09T00:53:13Z,700000,False,,,0,,SUB out: N. Batum,[201587],33,1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
05:47,71,PT05M47.00S,2022-12-09T00:52:57.5Z,1,REGULAR,substitution,out,[],202704,,,1610612746,10,12,2022-12-09T00:53:13Z,710000,False,,,0,,SUB out: R. Jackson,[202704],1,1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
05:47,72,PT05M47.00S,2022-12-09T00:52:57.5Z,1,REGULAR,substitution,in,[],1629622,,,1610612746,10,12,2022-12-09T00:53:13Z,720000,False,,,0,,SUB in: M. Strus,[1629622],31,1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
05:47,73,PT05M47.00S,2022-12-09T00:52:57.5Z,1,REGULAR,substitution,in,[],202322,,,1610612746,10,12,2022-12-09T00:53:13Z,730000,False,,,0,,SUB in: J. Wall,[202322],11,1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
05:47,74,PT05M47.00S,2022-12-09T00:52:57.5Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,10,12,2022-12-09T00:53:13Z,740000,False,,,0,,SUB in: L. Kennard,[1628379],5,1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
05:47,75,PT05M47.00S,2022-12-09T00:53:29.5Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,10,13,2022-12-09T00:53:29Z,750000,False,,,0,,I. Zubac Free Throw 2 of 2 (4 PTS),[1627826],40,1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
05:38,76,PT05M38.00S,2022-12-09T00:53:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.97043363994744,54.90196078431373,1610612748,12,13,2022-12-09T00:53:49Z,760000,False,25.0,89.0,1,right,B. Adebayo 9' floating Jump Shot (2 PTS) (D. Smith 1 AST),"[1628389, 1630696]",13,1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,9.21,Made,,,,,2.0,D. Smith,1630696.0,1.0,,,,,,,,,,
05:18,79,PT05M18.00S,2022-12-09T00:54:05.9Z,1,REGULAR,2pt,Jump Shot,[],202331,8.492115637319317,20.588235294117645,1610612746,12,15,2022-12-09T00:54:35Z,790000,False,147.0,27.0,1,left,P. George 14' step back Jump Shot (5 PTS),[202331],13,1610612746.0,LAC,step back,,,George,P. George,,,,,Mid-Range,8-16 Right,14.96,Made,,,,,5.0,,,,,,,,,,,,,
04:55,80,PT04M55.00S,2022-12-09T00:54:23.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202710,92.46057818659659,49.01960784313725,1610612748,14,15,2022-12-09T00:54:28Z,800000,False,-5.0,18.0,1,right,J. Butler driving DUNK (8 PTS),[202710],22,1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,8.0,,,,,,,,,,,,,
04:35,81,PT04M35.00S,2022-12-09T00:54:41.9Z,1,REGULAR,3pt,Jump Shot,[],202322,32.802233902759525,66.42156862745098,1610612746,14,18,2022-12-09T00:54:47Z,810000,False,-82.0,256.0,1,left,J. Wall 26' 3PT  (3 PTS) (L. Kennard 1 AST),"[202322, 1628379]",11,1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,26.87,Made,,,,,3.0,L. Kennard,1628379.0,1.0,,,,,,,,,,
