actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
504,PT11M15.00S,2023-01-22T22:24:24.3Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,71,72,2023-01-22T22:24:24Z,4940000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,503.0,9.0,6.0,3.0,,,,,,,,,,
505,PT11M13.00S,2023-01-22T22:24:26.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,8.623521681997373,95.34313725490196,1610612748,71,72,2023-01-22T22:24:34Z,4950000,False,-227.0,29.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,22.85,Missed,,,,,,,,,,,,,,,
506,PT11M12.00S,2023-01-22T22:24:27.5Z,4,REGULAR,rebound,offensive,[],1629622,,,1610612748,71,72,2023-01-22T22:27:12Z,4960000,False,,,0,,M. Strus REBOUND (Off:2 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,,,,,505.0,4.0,2.0,2.0,,,,,,,,,,
508,PT11M00.00S,2023-01-22T22:24:54.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628389,7.046649145860711,50.245098039215684,1610612748,73,72,2023-01-22T22:25:00Z,4980000,False,-1.0,14.0,1,left,B. Adebayo cutting DUNK (16 PTS) (V. Oladipo 4 AST),"[1628389, 203506]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,1.38,Made,16.0,,,,,V. Oladipo,203506.0,4.0,,,,,,,
510,PT10M39.00S,2023-01-22T22:25:15.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.85479632063075,53.431372549019606,1610612740,73,74,2023-01-22T22:25:24Z,5000000,False,17.0,15.0,1,right,H. Jones cutting finger roll Layup (7 PTS) (J. Valanciunas 1 AST),"[1630529, 202685]",1610612740.0,NOP,cutting finger roll,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,2.26,Made,7.0,,,,,J. Valanciunas,202685.0,1.0,,,,,,,
512,PT10M20.00S,2023-01-22T22:25:33.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,12.434296977660972,50.245098039215684,1610612748,73,74,2023-01-22T22:25:38Z,5020000,False,-1.0,64.0,1,left,MISS V. Oladipo 6' driving floating Shot,[203506],1610612748.0,MIA,driving floating,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,,,,6.44,Missed,,,,,,,,,,,,,,,
513,PT10M18.00S,2023-01-22T22:25:35.3Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,73,74,2023-01-22T22:25:38Z,5030000,False,,,0,,H. Jones REBOUND (Off:0 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,512.0,3.0,3.0,0.0,,,,,,,,,,
514,PT10M03.00S,2023-01-22T22:25:55.6Z,4,REGULAR,foul,personal,[],1629622,,,1610612740,73,74,2023-01-22T22:26:13Z,5040000,False,,,0,,M. Strus personal FOUL (2 PF),"[1629622, 1630631]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Alvarado,1630631.0
516,PT09M54.00S,2023-01-22T22:26:23.0Z,4,REGULAR,turnover,lost ball,[],1629637,,,1610612740,73,74,2023-01-22T22:26:31Z,5060000,False,,,0,,J. Hayes lost ball TURNOVER (2 TO),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Mid-Range,16-24 Right Center,2.0,,,,,,,,,,,,,,,,,,,
518,PT09M54.00S,2023-01-22T22:26:33.7Z,4,REGULAR,foul,personal,[],1629637,,,1610612748,73,74,2023-01-22T22:26:45Z,5080000,False,,,0,,J. Hayes loose ball personal FOUL (1 PF),"[1629637, 203506]",1610612740.0,NOP,loose ball,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Oladipo,203506.0
520,PT09M46.00S,2023-01-22T22:26:54.6Z,4,REGULAR,foul,personal,[],202685,,,1610612748,73,74,2023-01-22T22:27:04Z,5100000,False,,,0,,J. Valanciunas personal FOUL (3 PF),"[202685, 1628389]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1662.0,3.0,0.0,Adebayo,1628389.0
523,PT09M34.00S,2023-01-22T22:27:41.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,8.229303547963205,96.07843137254902,1610612748,76,74,2023-01-22T22:27:46Z,5130000,False,-230.0,25.0,1,left,G. Vincent 3PT  (5 PTS) (V. Oladipo 5 AST),"[1629216, 203506]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,,,,23.17,Made,5.0,,,,,V. Oladipo,203506.0,5.0,,,,,,,
525,PT09M08.00S,2023-01-22T22:28:06.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,91.67214191852825,48.77450980392157,1610612740,76,74,2023-01-22T22:31:16Z,5150000,False,-6.0,26.0,1,right,MISS C. McCollum driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,2.65,Missed,,,,,,,,,,,,,,,
526,PT09M04.00S,2023-01-22T22:28:10.5Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,76,74,2023-01-22T22:31:16Z,5160000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:13),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,525.0,16.0,13.0,3.0,,,,,,,,,,
529,PT09M03.00S,2023-01-22T22:28:12.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,76,74,2023-01-22T22:28:15Z,5190000,False,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
530,PT09M03.00S,2023-01-22T22:28:12.1Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612748,76,74,2023-01-22T22:34:58Z,5200000,False,,,0,,G. Vincent REBOUND (Off:1 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,529.0,3.0,2.0,1.0,,,,,,,,,,
531,PT08M54.00S,2023-01-22T22:28:20.5Z,4,REGULAR,3pt,Jump Shot,[],1629216,24.78646517739816,87.25490196078431,1610612748,76,74,2023-01-22T22:34:25Z,5210000,False,-186.0,180.0,1,left,MISS G. Vincent 25' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,25.94,Missed,,,,,,,,,,,,,,,
532,PT08M51.00S,2023-01-22T22:28:24.2Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,76,74,2023-01-22T22:28:24Z,5220000,False,,,0,,H. Jones REBOUND (Off:0 Def:4),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,531.0,4.0,4.0,0.0,,,,,,,,,,
533,PT08M45.00S,2023-01-22T22:28:33.1Z,4,REGULAR,turnover,out-of-bounds,[],1629637,,,1610612740,76,74,2023-01-22T22:28:39Z,5230000,False,,,0,,J. Hayes bad pass out-of-bounds TURNOVER (3 TO),[1629637],1610612740.0,NOP,bad pass,,,Hayes,J. Hayes,,,,,Mid-Range,16-24 Right,3.0,,,,,,,,,,,,,,,2002.0,,,,
534,PT08M45.00S,2023-01-22T22:28:42.6Z,4,REGULAR,substitution,out,[],202685,,,1610612748,76,74,2023-01-22T22:28:45Z,5240000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M45.00S,2023-01-22T22:28:42.6Z,4,REGULAR,substitution,in,[],1626204,,,1610612748,76,74,2023-01-22T22:28:45Z,5250000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M34.00S,2023-01-22T22:28:53.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,28.991458607095925,21.813725490196077,1610612748,76,74,2023-01-22T22:29:02Z,5260000,False,141.0,220.0,1,left,MISS C. Martin 26' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,26.13,Missed,,,,,,,,,,,,,,,
537,PT08M32.00S,2023-01-22T22:28:55.9Z,4,REGULAR,rebound,offensive,[],1629622,,,1610612748,76,74,2023-01-22T22:33:12Z,5270000,False,,,0,,M. Strus REBOUND (Off:3 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,536.0,5.0,2.0,3.0,,,,,,,,,,
538,PT08M31.00S,2023-01-22T22:29:01.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629622,5.590000152587891,50.0,1610612748,76,74,2023-01-22T22:33:34Z,5280000,False,0.0,0.0,1,left,MISS M. Strus tip Layup,[1629622],1610612748.0,MIA,tip,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
539,PT08M31.00S,2023-01-22T22:29:01.2Z,4,REGULAR,rebound,offensive,[],1629622,,,1610612748,76,74,2023-01-22T22:33:34Z,5290000,False,,,0,,M. Strus REBOUND (Off:4 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,538.0,6.0,2.0,4.0,,,,,,,,,,
540,PT08M27.00S,2023-01-22T22:29:06.6Z,4,REGULAR,foul,personal,[],203468,,,1610612748,76,74,2023-01-22T22:29:46Z,5300000,False,,,0,,C. McCollum personal FOUL (2 PF),"[203468, 1628997]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Martin,1628997.0
542,PT08M27.00S,2023-01-22T22:29:25.2Z,4,REGULAR,substitution,out,[],1629637,,,1610612748,76,74,2023-01-22T22:29:36Z,5320000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M27.00S,2023-01-22T22:29:25.2Z,4,REGULAR,substitution,in,[],1630530,,,1610612748,76,74,2023-01-22T22:29:36Z,5330000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M16.00S,2023-01-22T22:29:55.0Z,4,REGULAR,turnover,bad pass,[],1629216,,,1610612748,76,74,2023-01-22T22:30:00Z,5340000,False,,,0,,G. Vincent bad pass TURNOVER (3 TO),"[1629216, 1626204]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,3.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
545,PT08M16.00S,2023-01-22T22:29:55.0Z,4,REGULAR,steal,,[],1626204,,,1610612740,76,74,2023-01-22T22:29:57Z,5350000,False,,,0,,L. Nance Jr. STEAL (2 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
546,PT08M00.00S,2023-01-22T22:30:10.2Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626204,92.19776609724047,59.55882352941176,1610612740,76,76,2023-01-22T22:30:15Z,5360000,False,48.0,21.0,1,right,L. Nance Jr. bank Hook (8 PTS) (J. Alvarado 1 AST),"[1626204, 1630631]",1610612740.0,NOP,bank,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.21,Made,8.0,,,,,J. Alvarado,1630631.0,1.0,,,,,,,
548,PT07M50.00S,2023-01-22T22:30:21.6Z,4,REGULAR,turnover,lost ball,[],1628389,,,1610612748,76,76,2023-01-22T22:30:27Z,5380000,False,,,0,,B. Adebayo lost ball TURNOVER (2 TO),"[1628389, 1626204]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,2.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
549,PT07M50.00S,2023-01-22T22:30:21.6Z,4,REGULAR,steal,,[],1626204,,,1610612740,76,76,2023-01-22T22:39:06Z,5390000,False,,,0,,L. Nance Jr. STEAL (3 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
550,PT07M47.00S,2023-01-22T22:30:28.8Z,4,REGULAR,foul,personal,['2freethrow'],203506,,,1610612740,76,76,2023-01-22T22:30:39Z,5400000,False,,,0,,V. Oladipo shooting personal FOUL (1 PF) (Jones 2 FT),"[203506, 1630529]",1610612748.0,MIA,shooting,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Jones,1630529.0
552,PT07M47.00S,2023-01-22T22:31:02.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630529,,,1610612740,76,77,2023-01-22T22:31:02Z,5420000,False,,,0,,H. Jones Free Throw 1 of 2 (8 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
553,PT07M47.00S,2023-01-22T22:31:17.8Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630529,,,1610612740,76,78,2023-01-22T22:31:17Z,5430000,False,,,0,,H. Jones Free Throw 2 of 2 (9 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
554,PT07M29.00S,2023-01-22T22:31:38.1Z,4,REGULAR,3pt,Jump Shot,[],1629622,24.392247043363994,87.5,1610612748,76,78,2023-01-22T22:31:43Z,5440000,False,-188.0,177.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,25.77,Missed,,,,,,,,,,,,,,,
555,PT07M26.00S,2023-01-22T22:31:41.1Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612740,76,78,2023-01-22T22:31:43Z,5450000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:5),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,554.0,6.0,5.0,1.0,,,,,,,,,,
556,PT07M03.00S,2023-01-22T22:32:03.6Z,4,REGULAR,2pt,Hook,[],1626204,92.85479632063075,67.40196078431373,1610612740,76,78,2023-01-22T22:32:10Z,5460000,False,87.0,15.0,1,right,MISS L. Nance Jr. 8' driving Hook,[1626204],1610612740.0,NOP,driving,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Right,,,,8.82,Missed,,,,,,,,,,,,,,,
557,PT07M02.00S,2023-01-22T22:32:05.4Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,76,78,2023-01-22T22:32:05Z,5470000,False,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,,,,,556.0,4.0,3.0,1.0,,,,,,,,,,
558,PT06M58.00S,2023-01-22T22:32:16.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203506,6.258212877792378,45.588235294117645,1610612748,78,78,2023-01-22T22:39:34Z,5480000,False,22.0,6.0,1,left,V. Oladipo running finger roll Layup (8 PTS),[203506],1610612748.0,MIA,running finger roll,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,,,,2.3,Made,8.0,,,,,,,,,,,,,,
559,PT06M58.00S,2023-01-22T22:32:21.1Z,4,REGULAR,foul,personal,['1freethrow'],1630631,,,1610612748,78,78,2023-01-22T22:32:33Z,5490000,False,,,0,,J. Alvarado shooting personal FOUL (4 PF) (Oladipo 1 FT),"[1630631, 203506]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1662.0,4.0,0.0,Oladipo,203506.0
561,PT06M58.00S,2023-01-22T22:32:36.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,78,78,2023-01-22T22:33:12Z,5510000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M58.00S,2023-01-22T22:34:52.2Z,4,REGULAR,substitution,out,[],1629622,,,1610612748,78,78,2023-01-22T22:35:11Z,5520000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M58.00S,2023-01-22T22:34:52.2Z,4,REGULAR,substitution,out,[],1630529,,,1610612748,78,78,2023-01-22T22:35:11Z,5530000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M58.00S,2023-01-22T22:34:52.2Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,78,78,2023-01-22T22:35:11Z,5540000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M58.00S,2023-01-22T22:34:52.2Z,4,REGULAR,substitution,in,[],1630700,,,1610612748,78,78,2023-01-22T22:35:11Z,5550000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M58.00S,2023-01-22T22:35:47.6Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],203506,,,1610612748,78,78,2023-01-22T22:35:54Z,5560000,False,,,0,,MISS V. Oladipo Free Throw 1 of 1,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
567,PT06M55.00S,2023-01-22T22:35:50.6Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,78,78,2023-01-22T22:35:54Z,5570000,False,,,0,,D. Daniels REBOUND (Off:1 Def:4),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,566.0,5.0,4.0,1.0,,,,,,,,,,
568,PT06M43.00S,2023-01-22T22:36:00.9Z,4,REGULAR,turnover,bad pass,[],1630631,,,1610612740,78,78,2023-01-22T22:36:05Z,5580000,False,,,0,,J. Alvarado bad pass TURNOVER (2 TO),"[1630631, 1628389]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,2.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,
569,PT06M43.00S,2023-01-22T22:36:00.9Z,4,REGULAR,steal,,[],1628389,,,1610612748,78,78,2023-01-22T22:36:02Z,5590000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
570,PT06M37.00S,2023-01-22T22:36:06.6Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629639,27.020367936925098,79.90196078431373,1610612748,81,78,2023-01-22T22:41:34Z,5600000,False,-150.0,201.0,1,left,T. Herro 25' 3PT running (23 PTS) (B. Adebayo 2 AST),"[1629639, 1628389]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,25.09,Made,23.0,,,,,B. Adebayo,1628389.0,2.0,,,,,,,
573,PT06M25.00S,2023-01-22T22:36:22.2Z,4,REGULAR,substitution,out,[],1628997,,,1610612740,81,78,2023-01-22T22:36:31Z,5630000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M25.00S,2023-01-22T22:36:22.2Z,4,REGULAR,substitution,in,[],202710,,,1610612740,81,78,2023-01-22T22:36:31Z,5640000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M25.00S,2023-01-22T22:36:36.2Z,4,REGULAR,substitution,out,[],1630631,,,1610612740,81,78,2023-01-22T22:36:40Z,5650000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M25.00S,2023-01-22T22:36:36.2Z,4,REGULAR,substitution,in,[],1630529,,,1610612740,81,78,2023-01-22T22:36:40Z,5660000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M21.00S,2023-01-22T22:36:50.2Z,4,REGULAR,2pt,Jump Shot,[],203468,94.69448094612353,89.2156862745098,1610612740,81,78,2023-01-22T22:36:58Z,5670000,False,196.0,-3.0,1,right,MISS C. McCollum 19' Jump Shot,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right,,,,19.61,Missed,,,,,,,,,,,,,,,
578,PT06M19.00S,2023-01-22T22:36:52.2Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,81,78,2023-01-22T22:36:58Z,5680000,False,,,0,,J. Butler REBOUND (Off:0 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right,,,,,,,577.0,4.0,4.0,0.0,,,,,,,,,,
579,PT06M06.00S,2023-01-22T22:37:05.2Z,4,REGULAR,turnover,bad pass,[],1629639,,,1610612748,81,78,2023-01-22T22:37:09Z,5690000,False,,,0,,T. Herro bad pass TURNOVER (4 TO),"[1629639, 1626204]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,4.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
580,PT06M06.00S,2023-01-22T22:37:05.2Z,4,REGULAR,steal,,[],1626204,,,1610612740,81,78,2023-01-22T22:37:07Z,5700000,False,,,0,,L. Nance Jr. STEAL (4 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
581,PT06M04.00S,2023-01-22T22:37:11.3Z,4,REGULAR,foul,personal,['2freethrow'],203506,,,1610612740,81,78,2023-01-22T22:37:19Z,5710000,False,,,0,,V. Oladipo shooting personal FOUL (2 PF) (Daniels 2 FT),"[203506, 1630700]",1610612748.0,MIA,shooting,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Daniels,1630700.0
583,PT06M04.00S,2023-01-22T22:37:38.5Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630700,,,1610612740,81,79,2023-01-22T22:37:38Z,5730000,False,,,0,,D. Daniels Free Throw 1 of 2 (6 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
584,PT06M04.00S,2023-01-22T22:37:53.7Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630700,,,1610612740,81,80,2023-01-22T22:37:53Z,5740000,False,,,0,,D. Daniels Free Throw 2 of 2 (7 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
585,PT05M49.00S,2023-01-22T22:38:10.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,9.411957950065702,54.41176470588235,1610612748,81,80,2023-01-22T22:38:15Z,5750000,False,-22.0,36.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,4.22,Missed,,,,,,,,,,,,,,,
586,PT05M47.00S,2023-01-22T22:38:12.5Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612740,81,80,2023-01-22T22:38:15Z,5760000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:6),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,585.0,7.0,6.0,1.0,,,,,,,,,,
587,PT05M35.00S,2023-01-22T22:38:29.0Z,4,REGULAR,foul,personal,[],1629216,,,1610612740,81,80,2023-01-22T22:38:42Z,5770000,False,,,0,,G. Vincent personal FOUL (2 PF),"[1629216, 1630700]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Daniels,1630700.0
589,PT05M35.00S,2023-01-22T22:38:40.2Z,4,REGULAR,substitution,out,[],1629216,,,1610612740,81,80,2023-01-22T22:38:44Z,5790000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M35.00S,2023-01-22T22:38:40.2Z,4,REGULAR,substitution,in,[],200768,,,1610612740,81,80,2023-01-22T22:38:44Z,5800000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT05M26.00S,2023-01-22T22:39:03.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,92.59198423127464,60.29411764705882,1610612740,81,82,2023-01-22T22:39:11Z,5810000,False,51.0,17.0,1,right,L. Nance Jr. Hook (10 PTS) (H. Jones 3 AST),"[1626204, 1630529]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.43,Made,10.0,,,,,H. Jones,1630529.0,3.0,,,,,,,
