actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
28,PT09M24.00S,2023-01-13T00:46:16.5Z,1,REGULAR,2pt,Jump Shot,[],1628389,82.9993429697766,69.36274509803921,1610612748,6,6,2023-01-13T00:46:23Z,280000,False,97.0,107.0,1,right,MISS B. Adebayo 14' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,14.45,,,,,,,,
29,PT09M19.00S,2023-01-13T00:46:21.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,6,6,2023-01-13T00:46:23Z,290000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,
31,PT09M03.00S,2023-01-13T00:46:57.8Z,1,REGULAR,2pt,Jump Shot,[],1626171,13.272010512483574,30.56066176470588,1610612749,6,6,2023-01-13T00:47:18Z,310000,False,97.0,72.0,1,left,MISS B. Portis 12' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,12.11,,,,,,,,
32,PT09M00.00S,2023-01-13T00:47:00.8Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,6,6,2023-01-13T00:47:03Z,320000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,
33,PT08M53.00S,2023-01-13T00:47:08.2Z,1,REGULAR,3pt,Jump Shot,[],1629622,68.15045992115637,37.99019607843137,1610612748,6,6,2023-01-13T00:47:14Z,330000,False,-60.0,247.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,25.41,,,,,,,,
34,PT08M49.00S,2023-01-13T00:47:11.8Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,6,6,2023-01-13T00:47:11Z,340000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,33.0,2.0,1.0,1.0,,,,,,,,,
35,PT08M43.00S,2023-01-13T00:47:18.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202710,92.46057818659659,45.09803921568628,1610612748,8,6,2023-01-13T00:50:38Z,350000,False,-25.0,18.0,1,right,J. Butler driving bank Hook (2 PTS),[202710],1610612748.0,MIA,driving bank,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,3.06,,,,,,,,
36,PT08M16.00S,2023-01-13T00:47:45.2Z,1,REGULAR,3pt,Jump Shot,[],201572,7.046649145860711,97.05882352941177,1610612749,8,6,2023-01-13T00:47:48Z,360000,False,-235.0,14.0,1,left,MISS B. Lopez 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.57,,,,,,,,
37,PT08M13.00S,2023-01-13T00:47:48.2Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,8,6,2023-01-13T00:47:48Z,370000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,
38,PT08M03.00S,2023-01-13T00:47:57.5Z,1,REGULAR,3pt,Jump Shot,[],1629312,67.49342969776609,41.42156862745098,1610612748,8,6,2023-01-13T00:48:03Z,380000,False,-43.0,253.0,1,right,MISS H. Highsmith 25' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,25.67,,,,,,,,
39,PT08M03.00S,2023-01-13T00:47:57.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,8,6,2023-01-13T00:48:03Z,390000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,38.0,,,,,,,,,,,,
41,PT07M52.00S,2023-01-13T00:48:21.7Z,1,REGULAR,turnover,lost ball,[],1626171,,,1610612749,8,6,2023-01-13T00:48:27Z,410000,False,,,0,,B. Portis lost ball TURNOVER (1 TO),"[1626171, 1628389]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Adebayo,1628389.0,,
42,PT07M52.00S,2023-01-13T00:48:21.7Z,1,REGULAR,steal,,[],1628389,,,1610612748,8,6,2023-01-13T00:48:25Z,420000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
43,PT07M36.00S,2023-01-13T00:48:37.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629312,96.66557161629436,96.81372549019608,1610612748,8,6,2023-01-13T00:48:41Z,430000,False,234.0,-21.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.51,,,,,,,,
44,PT07M33.00S,2023-01-13T00:48:40.7Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,8,6,2023-01-13T00:48:41Z,440000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,
45,PT07M24.00S,2023-01-13T00:48:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,16.63929040735874,46.07843137254902,1610612749,8,6,2023-01-13T00:48:55Z,450000,False,20.0,104.0,1,left,MISS B. Portis 10' floating Shot,[1626171],1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,10.57,,,,,,,,
46,PT07M20.00S,2023-01-13T00:48:53.4Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,8,6,2023-01-13T00:48:53Z,460000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,
47,PT07M10.00S,2023-01-13T00:49:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,83.39356110381078,45.34313725490196,1610612748,8,6,2023-01-13T00:49:10Z,470000,False,-23.0,104.0,1,right,MISS J. Butler 10' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,10.62,,,,,,,,
48,PT07M07.00S,2023-01-13T00:49:06.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,8,6,2023-01-13T00:49:10Z,480000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,
49,PT07M03.00S,2023-01-13T00:49:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626171,12.040078843626807,47.30392156862745,1610612749,8,6,2023-01-13T00:49:18Z,490000,False,13.0,61.0,1,left,MISS B. Portis 6' running Layup,[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.22,,,,,,,,
50,PT07M00.00S,2023-01-13T00:49:13.3Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,8,6,2023-01-13T00:49:18Z,500000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,
51,PT06M56.00S,2023-01-13T00:49:17.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,74.45795006570303,81.86274509803921,1610612748,8,6,2023-01-13T00:53:02Z,510000,False,159.0,188.0,1,right,MISS M. Strus 24' running 3PT,[1629622],1610612748.0,MIA,running,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,24.61,,,,,,,,
52,PT06M52.00S,2023-01-13T00:49:21.4Z,1,REGULAR,rebound,offensive,[],1629216,,,1610612748,8,6,2023-01-13T00:53:02Z,520000,False,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,,,,,51.0,1.0,0.0,1.0,,,,,,,,,
53,PT06M45.00S,2023-01-13T00:49:30.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",202710,90.53876478318003,63.748468137254896,1610612748,10,6,2023-01-13T00:50:03Z,530000,False,69.0,36.0,1,right,J. Butler 7' Jump Shot (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,,,,,7.77,,,,,,,,
54,PT06M45.00S,2023-01-13T00:49:39.2Z,1,REGULAR,violation,defensive goaltending,[],201572,,,1610612748,10,6,2023-01-13T00:49:46Z,540000,False,,,0,,B. Lopez defensive goaltending VIOLATION,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,2530.0,,,,,,,,,,,,,,,,,,,
55,PT06M45.00S,2023-01-13T00:49:48.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,10,6,2023-01-13T00:49:48Z,550000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M45.00S,2023-01-13T00:52:03.1Z,1,REGULAR,substitution,out,[],1628389,,,1610612749,10,6,2023-01-13T00:52:34Z,560000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M45.00S,2023-01-13T00:52:03.1Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,10,6,2023-01-13T00:52:34Z,570000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M45.00S,2023-01-13T00:52:03.1Z,1,REGULAR,substitution,out,[],201950,,,1610612749,10,6,2023-01-13T00:52:34Z,580000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M45.00S,2023-01-13T00:52:03.1Z,1,REGULAR,substitution,in,[],1631115,,,1610612749,10,6,2023-01-13T00:52:34Z,590000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2023-01-13T00:52:03.1Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,10,6,2023-01-13T00:52:34Z,600000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M45.00S,2023-01-13T00:52:03.1Z,1,REGULAR,substitution,in,[],1630572,,,1610612749,10,6,2023-01-13T00:52:34Z,610000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M31.00S,2023-01-13T00:53:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626192,11.777266754270697,45.588235294117645,1610612749,10,8,2023-01-13T00:53:14Z,620000,False,22.0,58.0,1,left,P. Connaughton 6' driving bank Jump Shot (6 PTS),[1626192],1610612749.0,MIL,driving bank,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,6.0,,,,,6.23,,,,,,,,
63,PT06M06.00S,2023-01-13T00:53:30.6Z,1,REGULAR,turnover,bad pass,[],1629312,,,1610612748,10,8,2023-01-13T00:53:36Z,630000,False,,,0,,H. Highsmith bad pass TURNOVER (1 TO),"[1629312, 1628975]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Carter,1628975.0,,
64,PT06M06.00S,2023-01-13T00:53:30.6Z,1,REGULAR,steal,,[],1628975,,,1610612749,10,8,2023-01-13T00:53:32Z,640000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M02.00S,2023-01-13T00:53:35.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628975,28.597240473061763,21.323529411764707,1610612749,10,8,2023-01-13T00:53:42Z,650000,False,143.0,216.0,1,left,MISS J. Carter 25' running pullup 3PT,[1628975],1610612749.0,MIL,running pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.95,,,,,,,,
66,PT05M58.00S,2023-01-13T00:53:39.7Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612748,10,8,2023-01-13T00:53:39Z,660000,False,,,0,,O. Robinson REBOUND (Off:0 Def:1),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,
67,PT05M49.00S,2023-01-13T00:53:48.2Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,10,8,2023-01-13T00:54:09Z,670000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 201572]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Lopez,201572.0,,
68,PT05M49.00S,2023-01-13T00:53:48.2Z,1,REGULAR,steal,,[],201572,,,1610612749,10,8,2023-01-13T00:54:09Z,680000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT05M32.00S,2023-01-13T00:54:08.7Z,1,REGULAR,substitution,out,[],1629216,,,1610612749,10,8,2023-01-13T00:54:24Z,700000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M32.00S,2023-01-13T00:54:08.7Z,1,REGULAR,substitution,out,[],1629622,,,1610612749,10,8,2023-01-13T00:54:24Z,710000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M32.00S,2023-01-13T00:54:08.7Z,1,REGULAR,substitution,out,[],1630699,,,1610612749,10,8,2023-01-13T00:54:24Z,720000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M32.00S,2023-01-13T00:54:08.7Z,1,REGULAR,substitution,in,[],203506,,,1610612749,10,8,2023-01-13T00:54:24Z,730000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M32.00S,2023-01-13T00:54:08.7Z,1,REGULAR,substitution,in,[],1631288,,,1610612749,10,8,2023-01-13T00:54:24Z,740000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M32.00S,2023-01-13T00:54:08.7Z,1,REGULAR,substitution,in,[],201950,,,1610612749,10,8,2023-01-13T00:54:24Z,750000,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M27.00S,2023-01-13T00:54:33.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,16.90210249671485,5.88235294117647,1610612749,10,8,2023-01-13T00:54:48Z,760000,False,221.0,106.0,1,left,MISS P. Connaughton 24' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,24.49,,,,,,,,
77,PT05M25.00S,2023-01-13T00:54:35.3Z,1,REGULAR,rebound,offensive,[],1630572,,,1610612749,10,8,2023-01-13T00:54:48Z,770000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:0),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,,,,,76.0,1.0,0.0,1.0,,,,,,,,,
78,PT05M17.00S,2023-01-13T00:54:43.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628975,7.440867279894875,98.52941176470588,1610612749,10,11,2023-01-13T00:54:54Z,780000,False,-243.0,17.0,1,left,J. Carter 24' 3PT step back (3 PTS),[1628975],1610612749.0,MIL,step back,,,Carter,J. Carter,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,,24.32,,,,,,,,
79,PT04M56.00S,2023-01-13T00:55:04.5Z,1,REGULAR,2pt,Jump Shot,[],1631115,72.48685939553219,64.4607843137255,1610612748,10,11,2023-01-13T00:55:12Z,790000,False,72.0,206.0,1,right,MISS O. Robinson 21' Jump Shot,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,21.84,,,,,,,,
80,PT04M49.00S,2023-01-13T00:55:11.6Z,1,REGULAR,rebound,offensive,[],1629312,,,1610612748,10,11,2023-01-13T00:55:11Z,800000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Right Center,,,,,,,,79.0,3.0,2.0,1.0,,,,,,,,,
