actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
416,PT04M48.00S,2022-10-25T01:08:03.7Z,3,REGULAR,2pt,Jump Shot,[],1627783,23.078186596583443,45.09803921568628,1610612761,61,58,2022-10-25T01:17:14Z,4080000,25.0,164.0,1,left,MISS P. Siakam 16' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,16.62,Missed,,,,,,,,,,,,,,,
417,PT04M46.00S,2022-10-25T01:08:06.2Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,61,58,2022-10-25T01:08:06Z,4090000,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Center,,,,,,,,416.0,6.0,4.0,2.0,,,,,,,,,
418,PT04M42.00S,2022-10-25T01:08:10.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202710,91.67214191852825,54.166666666666664,1610612748,63,58,2022-10-25T01:08:24Z,4100000,21.0,26.0,1,right,J. Butler running Layup (16 PTS),[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,3.31,Made,16.0,,,,,,,,,,,,,,
419,PT04M20.00S,2022-10-25T01:08:30.5Z,3,REGULAR,3pt,Jump Shot,[],1629018,30.831143232588698,73.77450980392157,1610612761,63,58,2022-10-25T01:18:00Z,4110000,-119.0,237.0,1,left,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,26.54,Missed,,,,,,,,,,,,,,,
420,PT04M18.00S,2022-10-25T01:08:32.5Z,3,REGULAR,rebound,offensive,[],1629018,,,1610612761,63,58,2022-10-25T01:08:37Z,4120000,,,0,,G. Trent Jr. REBOUND (Off:1 Def:0),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,419.0,1.0,0.0,1.0,,,,,,,,,
421,PT04M15.00S,2022-10-25T01:08:36.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629018,27.54599211563732,62.00980392156863,1610612761,63,58,2022-10-25T01:08:46Z,4130000,-60.0,206.0,1,left,MISS G. Trent Jr. 21' Jump Shot,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,,,,21.49,Missed,,,,,,,,,,,,,,,
422,PT04M12.00S,2022-10-25T01:08:39.0Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,63,58,2022-10-25T01:08:46Z,4140000,,,0,,M. Strus REBOUND (Off:1 Def:4),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Center,,,,,,,,421.0,5.0,4.0,1.0,,,,,,,,,
423,PT04M09.00S,2022-10-25T01:08:42.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,94.30026281208936,41.911764705882355,1610612748,63,58,2022-10-25T01:08:56Z,4150000,-40.0,1.0,1,right,MISS B. Adebayo alley-oop Layup,[1628389],1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,4.04,Missed,,,,,,,,,,,,,,,
424,PT04M05.00S,2022-10-25T01:08:46.2Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,63,58,2022-10-25T01:08:56Z,4160000,,,0,,P. Achiuwa REBOUND (Off:3 Def:11),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,423.0,14.0,11.0,3.0,,,,,,,,,
425,PT04M04.00S,2022-10-25T01:08:49.0Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612761,63,58,2022-10-25T01:09:07Z,4170000,,,0,,M. Strus shooting personal FOUL (2 PF) (Siakam 2 FT),"[1629622, 1627783]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628951.0,,,,,2.0,0.0,Siakam,1627783.0,,,,,
427,PT04M04.00S,2022-10-25T01:09:37.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,63,59,2022-10-25T01:09:37Z,4190000,,,0,,P. Siakam Free Throw 1 of 2 (11 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
428,PT04M04.00S,2022-10-25T01:09:38.3Z,3,REGULAR,substitution,out,[],1628389,,,1610612761,63,59,2022-10-25T01:09:54Z,4200000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M04.00S,2022-10-25T01:09:38.3Z,3,REGULAR,substitution,out,[],1629622,,,1610612761,63,59,2022-10-25T01:09:54Z,4210000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M04.00S,2022-10-25T01:09:38.3Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,63,59,2022-10-25T01:09:54Z,4220000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M04.00S,2022-10-25T01:09:38.3Z,3,REGULAR,substitution,in,[],203473,,,1610612761,63,59,2022-10-25T01:09:54Z,4230000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M04.00S,2022-10-25T01:09:38.3Z,3,REGULAR,substitution,in,[],1629216,,,1610612761,63,59,2022-10-25T01:09:54Z,4240000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M04.00S,2022-10-25T01:09:38.3Z,3,REGULAR,substitution,in,[],1630201,,,1610612761,63,59,2022-10-25T01:09:54Z,4250000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M04.00S,2022-10-25T01:10:11.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,63,60,2022-10-25T01:10:11Z,4260000,,,0,,P. Siakam Free Throw 2 of 2 (12 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
435,PT03M45.00S,2022-10-25T01:10:37.4Z,3,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612748,63,60,2022-10-25T01:10:46Z,4270000,,,0,,C. Boucher shooting personal FOUL (5 PF) (Butler 2 FT),"[1628449, 202710]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,,,,,5.0,0.0,Butler,202710.0,,,,,
437,PT03M45.00S,2022-10-25T01:11:04.5Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,64,60,2022-10-25T01:11:04Z,4290000,,,0,,J. Butler Free Throw 1 of 2 (17 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
438,PT03M45.00S,2022-10-25T01:11:09.7Z,3,REGULAR,substitution,out,[],1628449,,,1610612748,64,60,2022-10-25T01:11:16Z,4300000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M45.00S,2022-10-25T01:11:09.7Z,3,REGULAR,substitution,in,[],1631132,,,1610612748,64,60,2022-10-25T01:11:16Z,4310000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M45.00S,2022-10-25T01:11:26.9Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,65,60,2022-10-25T01:11:26Z,4320000,,,0,,J. Butler Free Throw 2 of 2 (18 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
441,PT03M32.00S,2022-10-25T01:11:41.7Z,3,REGULAR,3pt,Jump Shot,[],1627832,31.765358081471746,63.748468137254896,1610612761,65,63,2022-10-25T01:19:44Z,4330000,-69.0,246.0,1,left,F. VanVleet 25' 3PT pullup (21 PTS) (C. Koloko 1 AST),"[1627832, 1631132]",1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,25.55,Made,21.0,,,,,,,,,,C. Koloko,1631132.0,1.0,,
443,PT03M04.00S,2022-10-25T01:12:08.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203473,86.67871222076215,50.49019607843137,1610612748,65,63,2022-10-25T01:12:15Z,4350000,2.0,73.0,1,right,MISS D. Dedmon 7' turnaround Hook,[203473],1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,,7.27,Missed,,,,,,,,,,,,,,,
444,PT03M04.00S,2022-10-25T01:12:08.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,65,63,2022-10-25T01:12:15Z,4360000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,443.0,,,,,,,,,,,,
446,PT03M04.00S,2022-10-25T01:12:17.3Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,65,63,2022-10-25T01:12:20Z,4380000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M04.00S,2022-10-25T01:12:17.3Z,3,REGULAR,substitution,in,[],1629018,,,1610612761,65,63,2022-10-25T01:12:20Z,4390000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M49.00S,2022-10-25T01:12:39.5Z,3,REGULAR,3pt,Jump Shot,[],1630173,21.895532194480946,92.8921568627451,1610612761,65,63,2022-10-25T01:12:45Z,4400000,-214.0,153.0,1,left,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,26.36,Missed,,,,,,,,,,,,,,,
449,PT02M47.00S,2022-10-25T01:12:41.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,65,63,2022-10-25T01:12:45Z,4410000,,,0,,J. Butler REBOUND (Off:2 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,,448.0,7.0,5.0,2.0,,,,,,,,,
450,PT02M47.00S,2022-10-25T01:12:44.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612748,65,63,2022-10-25T01:12:55Z,4420000,,,0,,F. VanVleet personal FOUL (1 PF) (Butler 2 FT),"[1627832, 202710]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,1146.0,,,,,1.0,0.0,Butler,202710.0,,,,,
452,PT02M47.00S,2022-10-25T01:13:01.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,65,63,2022-10-25T01:13:01Z,4440000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M47.00S,2022-10-25T01:15:52.9Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,66,63,2022-10-25T01:15:52Z,4450000,,,0,,J. Butler Free Throw 1 of 2 (19 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
454,PT02M47.00S,2022-10-25T01:16:11.5Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,67,63,2022-10-25T01:16:11Z,4460000,,,0,,J. Butler Free Throw 2 of 2 (20 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
455,PT02M29.00S,2022-10-25T01:16:38.8Z,3,REGULAR,3pt,Jump Shot,[],1630201,23.340998685939553,9.803921568627452,1610612761,67,66,2022-10-25T01:16:47Z,4470000,201.0,167.0,1,left,M. Flynn 26' 3PT step back (3 PTS) (C. Koloko 2 AST),"[1630201, 1631132]",1610612761.0,TOR,step back,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Right Center,,,,26.13,Made,3.0,,,,,,,,,,C. Koloko,1631132.0,2.0,,
457,PT02M19.00S,2022-10-25T01:16:50.8Z,3,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,67,66,2022-10-25T01:17:09Z,4490000,,,0,,G. Vincent bad pass out-of-bounds TURNOVER (2 TO),[1629216],1610612748.0,MIA,bad pass,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right,2.0,,,,,,1628951.0,,,,,,,,,,,,,
458,PT02M19.00S,2022-10-25T01:16:54.9Z,3,REGULAR,substitution,out,[],1629639,,,1610612761,67,66,2022-10-25T01:16:58Z,4500000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M19.00S,2022-10-25T01:16:54.9Z,3,REGULAR,substitution,in,[],1629130,,,1610612761,67,66,2022-10-25T01:16:58Z,4510000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M01.00S,2022-10-25T01:17:20.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629018,10.068988173455978,47.30392156862745,1610612761,67,66,2022-10-25T01:17:24Z,4520000,13.0,42.0,1,left,MISS G. Trent Jr. driving Layup,[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,4.42,Missed,,,,,,,,,,,,,,,
461,PT01M58.00S,2022-10-25T01:17:23.2Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,67,66,2022-10-25T01:17:24Z,4530000,,,0,,J. Butler REBOUND (Off:2 Def:6),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,460.0,8.0,6.0,2.0,,,,,,,,,
462,PT01M52.00S,2022-10-25T01:17:31.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631132,,,1610612748,67,66,2022-10-25T01:18:33Z,4540000,,,0,,C. Koloko shooting personal FOUL (4 PF) (Butler 2 FT),"[1631132, 202710]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,,,,,4.0,1.0,Butler,202710.0,,,,,
464,PT01M52.00S,2022-10-25T01:17:57.7Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,68,66,2022-10-25T01:17:57Z,4560000,,,0,,J. Butler Free Throw 1 of 2 (21 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
465,PT01M52.00S,2022-10-25T01:17:58.8Z,3,REGULAR,substitution,out,[],1627832,,,1610612748,68,66,2022-10-25T01:18:12Z,4570000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M52.00S,2022-10-25T01:17:58.8Z,3,REGULAR,substitution,in,[],1627783,,,1610612748,68,66,2022-10-25T01:18:12Z,4580000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M52.00S,2022-10-25T01:18:25.4Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,69,66,2022-10-25T01:18:25Z,4590000,,,0,,J. Butler Free Throw 2 of 2 (22 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
468,PT01M37.00S,2022-10-25T01:18:43.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,12.434296977660972,36.51960784313725,1610612761,69,66,2022-10-25T01:19:02Z,4600000,67.0,64.0,1,left,MISS C. Koloko 9' driving Layup - blocked,"[1631132, 1629216]",1610612761.0,TOR,driving,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Right,,,,9.32,Missed,,,,,,,,,,,,,,Vincent,1629216.0
469,PT01M37.00S,2022-10-25T01:18:43.7Z,3,REGULAR,block,,[],1629216,,,1610612761,69,66,2022-10-25T01:18:47Z,4610000,,,0,,G. Vincent BLOCK (1 BLK),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
470,PT01M32.00S,2022-10-25T01:18:48.7Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,69,66,2022-10-25T01:19:02Z,4620000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,468.0,1.0,1.0,0.0,,,,,,,,,
471,PT01M29.00S,2022-10-25T01:18:53.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612748,69,66,2022-10-25T01:19:18Z,4630000,,,0,,P. Achiuwa personal FOUL (2 PF) (Butler 2 FT),"[1630173, 202710]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,,,2.0,0.0,Butler,202710.0,,,,,
473,PT01M29.00S,2022-10-25T01:19:24.0Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,70,66,2022-10-25T01:19:24Z,4650000,,,0,,J. Butler Free Throw 1 of 2 (23 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,
474,PT01M29.00S,2022-10-25T01:19:43.0Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,71,66,2022-10-25T01:19:43Z,4660000,,,0,,J. Butler Free Throw 2 of 2 (24 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
475,PT01M14.00S,2022-10-25T01:19:59.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,11.645860709592641,35.294117647058826,1610612761,71,68,2022-10-25T01:20:17Z,4670000,74.0,57.0,1,left,P. Siakam 9' pullup bank Jump Shot (14 PTS) (G. Trent Jr. 2 AST),"[1627783, 1629018]",1610612761.0,TOR,pullup bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,,,,9.3,Made,14.0,,,,,,,,,,G. Trent Jr.,1629018.0,2.0,,
477,PT00M57.30S,2022-10-25T01:20:17.3Z,3,REGULAR,3pt,Jump Shot,[],1629130,82.07950065703022,95.83333333333334,1610612748,74,68,2022-10-25T01:25:54Z,4690000,229.0,116.0,1,right,D. Robinson 25' 3PT pullup (7 PTS) (J. Butler 4 AST),"[1629130, 202710]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,25.69,Made,7.0,,,,,,,,,,J. Butler,202710.0,4.0,,
479,PT00M44.20S,2022-10-25T01:20:34.5Z,3,REGULAR,3pt,Jump Shot,[],1629018,13.87976346911958,3.9215686274509802,1610612761,74,71,2022-10-25T01:20:47Z,4710000,230.0,78.0,1,left,G. Trent Jr. 24' 3PT  (12 PTS) (P. Siakam 2 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,24.32,Made,12.0,,,,,,,,,,P. Siakam,1627783.0,2.0,,
481,PT00M34.10S,2022-10-25T01:20:46.6Z,3,REGULAR,3pt,Jump Shot,[],200768,71.30420499342969,13.970588235294118,1610612748,74,71,2022-10-25T01:26:42Z,4730000,-180.0,217.0,1,right,MISS K. Lowry 28' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,28.22,Missed,,,,,,,,,,,,,,,
482,PT00M29.70S,2022-10-25T01:20:51.0Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,74,71,2022-10-25T01:21:02Z,4740000,,,0,,P. Siakam REBOUND (Off:0 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,481.0,8.0,8.0,0.0,,,,,,,,,
483,PT00M07.50S,2022-10-25T01:21:13.1Z,3,REGULAR,2pt,Jump Shot,[],1630201,23.99802890932983,70.58823529411765,1610612761,74,71,2022-10-25T01:27:22Z,4750000,-103.0,173.0,1,left,MISS M. Flynn 20' driving floating Shot,[1630201],1610612761.0,TOR,driving floating,,,Flynn,M. Flynn,,,,,Mid-Range,16-24 Left Center,,,,20.14,Missed,,,,,,,,,,,,,,,
484,PT00M07.10S,2022-10-25T01:21:13.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,74,71,2022-10-25T01:27:22Z,4760000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,483.0,,,,,,,,,,,,
485,PT00M07.10S,2022-10-25T01:21:26.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631132,,,1610612748,74,71,2022-10-25T01:22:45Z,4770000,,,0,,C. Koloko loose ball personal FOUL (5 PF) (Lowry 2 FT),"[1631132, 200768]",1610612761.0,TOR,loose ball,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,,,,,5.0,1.0,Lowry,200768.0,,,,,
487,PT00M07.10S,2022-10-25T01:21:56.9Z,3,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,75,71,2022-10-25T01:24:04Z,4790000,,,0,,K. Lowry Free Throw 1 of 2 (6 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
492,PT00M07.10S,2022-10-25T01:21:56.9Z,3,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,76,71,2022-10-25T01:24:04Z,4795000,,,0,,K. Lowry Free Throw 2 of 2 (7 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
488,PT00M07.10S,2022-10-25T01:21:57.7Z,3,REGULAR,substitution,out,[],202710,,,1610612761,76,71,2022-10-25T01:24:04Z,4800000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M07.10S,2022-10-25T01:21:57.7Z,3,REGULAR,substitution,out,[],1631132,,,1610612761,76,71,2022-10-25T01:24:04Z,4810000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M07.10S,2022-10-25T01:21:57.7Z,3,REGULAR,substitution,in,[],1629312,,,1610612761,76,71,2022-10-25T01:24:04Z,4820000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M07.10S,2022-10-25T01:21:57.7Z,3,REGULAR,substitution,in,[],1627832,,,1610612761,76,71,2022-10-25T01:24:04Z,4830000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M00.80S,2022-10-25T01:22:42.2Z,3,REGULAR,2pt,Jump Shot,[],1627832,25.837713534822605,37.5,1610612761,76,71,2022-10-25T01:22:59Z,4835000,62.0,190.0,1,left,MISS F. VanVleet 20' fadeaway Shot,[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,,,,20.04,Missed,,,,,,,,,,,,,,,
494,PT00M00.80S,2022-10-25T01:22:42.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,76,71,2022-10-25T01:22:59Z,4837500,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,493.0,,,,,,,,,,,,
495,PT00M00.00S,2022-10-25T01:23:00.3Z,3,REGULAR,period,end,[],0,,,1610612761,76,71,2022-10-25T01:23:00Z,4870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2022-10-25T01:24:55.0Z,4,REGULAR,substitution,out,['startperiod'],200768,,,1610612761,76,71,2022-10-25T01:25:22Z,4880000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2022-10-25T01:24:55.0Z,4,REGULAR,substitution,out,['startperiod'],203473,,,1610612761,76,71,2022-10-25T01:25:22Z,4890000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2022-10-25T01:24:55.0Z,4,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,76,71,2022-10-25T01:25:22Z,4900000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2022-10-25T01:24:55.0Z,4,REGULAR,substitution,in,['startperiod'],1628389,,,1610612761,76,71,2022-10-25T01:25:22Z,4910000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2022-10-25T01:24:55.0Z,4,REGULAR,substitution,in,['startperiod'],1629639,,,1610612761,76,71,2022-10-25T01:25:22Z,4920000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-10-25T01:24:55.0Z,4,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,76,71,2022-10-25T01:25:22Z,4930000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
