actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
533,PT11M38.00S,2022-03-13T02:59:39.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630170,5.590000152587891,50.0,1610612759,82,97,2022-03-13T03:03:09Z,5240000,0.0,0.0,1,left,MISS D. Vassell tip Layup,[1630170],1610612759.0,SAS,tip,,,Vassell,D. Vassell,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
534,PT11M38.00S,2022-03-13T02:59:39.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,82,97,2022-03-13T03:03:09Z,5250000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,533.0,,,,,,,,,,,,,,,,,,
535,PT11M20.00S,2022-03-13T03:00:02.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,92.72339027595268,51.470588235294116,1610612754,82,99,2022-03-13T03:00:06Z,5260000,7.0,16.0,1,right,J. Smith DUNK (4 PTS) (G. Bitadze 2 AST),"[1630188, 1629048]",1610612754.0,IND,,,,Smith,J. Smith,,,,,1.75,Made,,,,,4.0,G. Bitadze,1629048.0,2.0,,,,,,,,,,,
537,PT11M05.00S,2022-03-13T03:00:18.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,7.046649145860711,53.18627450980392,1610612759,82,99,2022-03-13T03:00:20Z,5280000,-16.0,14.0,1,left,MISS Z. Collins Layup - blocked,"[1628380, 1629048]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,Bitadze,1629048.0
538,PT11M05.00S,2022-03-13T03:00:18.3Z,4,REGULAR,block,,[],1629048,,,1610612759,82,99,2022-03-13T03:00:22Z,5290000,,,0,,G. Bitadze BLOCK (4 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT11M05.00S,2022-03-13T03:00:18.3Z,4,REGULAR,rebound,defensive,[],1630613,,,1610612754,82,99,2022-03-13T03:03:39Z,5300000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:2),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,537.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
540,PT10M58.00S,2022-03-13T03:00:31.1Z,4,REGULAR,foul,offensive,[],1630188,,,1610612754,82,99,2022-03-13T03:00:47Z,5310000,,,0,,J. Smith offensive FOUL (1 PF),"[1630188, 1628380]",1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Collins,1628380.0,,,
542,PT10M58.00S,2022-03-13T03:00:31.1Z,4,REGULAR,turnover,offensive foul,[],1630188,,,1610612754,82,99,2022-03-13T03:00:31Z,5330000,,,0,,J. Smith offensive foul TURNOVER (1 TO),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,1.0,,,202037.0,,,,,,,
543,PT10M45.00S,2022-03-13T03:00:50.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628380,31.09395532194481,29.65686274509804,1610612759,85,99,2022-03-13T03:00:52Z,5340000,102.0,240.0,1,left,Z. Collins 26' 3PT  (9 PTS) (T. Jones 10 AST),"[1628380, 1630200]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,26.05,Made,,,,,9.0,T. Jones,1630200.0,10.0,,,,,,,,,,,
545,PT10M30.00S,2022-03-13T03:01:05.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630188,85.89027595269383,42.15686274509804,1610612754,85,99,2022-03-13T03:01:09Z,5360000,-39.0,80.0,1,right,MISS J. Smith 8' Hook,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,8.92,Missed,,,,,,,,,,,,,,,,,,,
546,PT10M24.00S,2022-03-13T03:01:10.7Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,85,99,2022-03-13T03:01:10Z,5370000,,,0,,T. Jones REBOUND (Off:2 Def:6),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,545.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
547,PT10M23.00S,2022-03-13T03:01:12.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,7.966491458607096,38.48039215686275,1610612759,85,99,2022-03-13T03:01:17Z,5380000,58.0,22.0,1,left,MISS T. Jones 6' Layup - blocked,"[1630200, 1630188]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,6.18,Missed,,,,,,,,,,,,,,,,,,Smith,1630188.0
573,PT10M23.00S,2022-03-13T03:01:12.2Z,4,REGULAR,block,,[],1630188,,,1610612759,85,99,2022-03-13T03:07:08Z,5385000,,,0,,J. Smith BLOCK (3 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT10M17.00S,2022-03-13T03:01:18.2Z,4,REGULAR,rebound,offensive,[],1630563,,,1610612759,85,99,2022-03-13T03:07:08Z,5390000,,,0,,J. Primo REBOUND (Off:2 Def:5),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,547.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
549,PT10M14.00S,2022-03-13T03:01:20.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,27.283180026281208,16.666666666666664,1610612759,88,99,2022-03-13T03:01:23Z,5400000,167.0,204.0,1,left,L. Walker IV 26' 3PT  (20 PTS) (T. Jones 11 AST),"[1629022, 1630200]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,26.34,Made,,,,,20.0,T. Jones,1630200.0,11.0,,,,,,,,,,,
551,PT10M07.00S,2022-03-13T03:01:32.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,88,99,2022-03-13T03:01:32Z,5420000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT10M07.00S,2022-03-13T03:04:00.3Z,4,REGULAR,substitution,out,[],1630170,,,1610612754,88,99,2022-03-13T03:04:21Z,5430000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT10M07.00S,2022-03-13T03:04:00.3Z,4,REGULAR,substitution,out,[],1629048,,,1610612754,88,99,2022-03-13T03:04:21Z,5440000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT10M07.00S,2022-03-13T03:04:00.3Z,4,REGULAR,substitution,in,[],1626196,,,1610612754,88,99,2022-03-13T03:04:21Z,5450000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT10M07.00S,2022-03-13T03:04:00.3Z,4,REGULAR,substitution,in,[],1630543,,,1610612754,88,99,2022-03-13T03:04:21Z,5460000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT10M04.00S,2022-03-13T03:04:30.7Z,4,REGULAR,foul,offensive,[],1630543,,,1610612754,88,99,2022-03-13T03:08:12Z,5470000,,,0,,I. Jackson offensive FOUL (2 PF),"[1630543, 1630200]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,2714.0,2.0,1.0,Jones,1630200.0,,,
558,PT10M04.00S,2022-03-13T03:04:30.7Z,4,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,88,99,2022-03-13T03:04:30Z,5490000,,,0,,I. Jackson offensive foul TURNOVER (1 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,1.0,,,2714.0,,,,,,,
559,PT09M51.00S,2022-03-13T03:04:53.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,25.837713534822605,86.51960784313727,1610612759,88,99,2022-03-13T03:04:56Z,5500000,-183.0,190.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,,
560,PT09M47.00S,2022-03-13T03:04:58.4Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,88,99,2022-03-13T03:04:58Z,5510000,,,0,,J. Smith REBOUND (Off:1 Def:7),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,559.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
561,PT09M34.00S,2022-03-13T03:05:11.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,82.21090670170827,39.21568627450981,1610612754,88,101,2022-03-13T03:05:24Z,5520000,-54.0,115.0,1,right,B. Hield 12' pullup Jump Shot (10 PTS),[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,12.67,Made,,,,,10.0,,,,,,,,,,,,,,
562,PT09M06.00S,2022-03-13T03:05:38.5Z,4,REGULAR,3pt,Jump Shot,[],1626196,30.699737187910642,74.50980392156863,1610612759,91,101,2022-03-13T03:05:43Z,5530000,-123.0,236.0,1,left,J. Richardson 26' 3PT  (14 PTS) (T. Jones 12 AST),"[1626196, 1630200]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,26.6,Made,,,,,14.0,T. Jones,1630200.0,12.0,,,,,,,,,,,
564,PT08M48.00S,2022-03-13T03:05:57.0Z,4,REGULAR,2pt,Jump Shot,[],1630169,78.79434954007884,68.62745098039215,1610612754,91,101,2022-03-13T03:06:05Z,5550000,93.0,147.0,1,right,MISS T. Haliburton 17' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,17.38,Missed,,,,,,,,,,,,,,,,,,,
565,PT08M45.00S,2022-03-13T03:06:00.9Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,91,101,2022-03-13T03:06:00Z,5560000,,,0,,Z. Collins REBOUND (Off:2 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,564.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
566,PT08M40.00S,2022-03-13T03:06:05.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626196,7.178055190538765,47.05882352941176,1610612759,91,101,2022-03-13T03:06:17Z,5570000,15.0,15.0,1,left,MISS J. Richardson driving finger roll Layup,[1626196],1610612759.0,SAS,driving finger roll,,,Richardson,J. Richardson,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,,
567,PT08M34.00S,2022-03-13T03:06:11.3Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,91,101,2022-03-13T03:06:11Z,5580000,,,0,,J. Smith REBOUND (Off:1 Def:8),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,566.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
568,PT08M27.00S,2022-03-13T03:06:18.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,83.13074901445466,41.911764705882355,1610612754,91,103,2022-03-13T03:06:43Z,5590000,-40.0,106.0,1,right,B. Hield 11' driving floating Jump Shot (12 PTS),[1627741],1610612754.0,IND,driving floating,,,Hield,B. Hield,,,,,11.35,Made,,,,,12.0,,,,,,,,,,,,,,
569,PT08M11.00S,2022-03-13T03:06:33.6Z,4,REGULAR,2pt,Jump Shot,[],1630563,22.683968462549277,50.73529411764706,1610612759,93,103,2022-03-13T03:07:01Z,5600000,-4.0,161.0,1,left,J. Primo 16' pullup Jump Shot (2 PTS) (Z. Collins 2 AST),"[1630563, 1628380]",1610612759.0,SAS,pullup,,,Primo,J. Primo,,,,,16.07,Made,,,,,2.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,
571,PT07M57.00S,2022-03-13T03:06:47.7Z,4,REGULAR,3pt,Jump Shot,[],1630169,73.14388961892247,83.82352941176471,1610612754,93,106,2022-03-13T03:10:48Z,5620000,169.0,200.0,1,right,T. Haliburton 26' 3PT pullup (15 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,26.18,Made,,,,,15.0,,,,,,,,,,,,,,
572,PT07M43.00S,2022-03-13T03:07:04.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,11.251642575558476,61.51960784313726,1610612759,95,106,2022-03-13T03:07:11Z,5630000,-58.0,53.0,1,left,T. Jones 7' Layup (9 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,7.85,Made,,,,,9.0,,,,,,,,,,,,,,
574,PT07M43.00S,2022-03-13T03:07:12.7Z,4,REGULAR,foul,personal,['1freethrow'],1630613,,,1610612759,95,106,2022-03-13T03:07:33Z,5640000,,,0,,D. Washington Jr. shooting personal FOUL (4 PF) (Jones 1 FT),"[1630613, 1630200]",1610612754.0,IND,shooting,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,2005.0,4.0,0.0,Jones,1630200.0,,,
576,PT07M43.00S,2022-03-13T03:07:21.5Z,4,REGULAR,substitution,out,[],1629022,,,1610612759,95,106,2022-03-13T03:07:46Z,5660000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M43.00S,2022-03-13T03:07:21.5Z,4,REGULAR,substitution,out,[],1628380,,,1610612759,95,106,2022-03-13T03:07:46Z,5670000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M43.00S,2022-03-13T03:07:21.5Z,4,REGULAR,substitution,out,[],1630613,,,1610612759,95,106,2022-03-13T03:07:46Z,5680000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M43.00S,2022-03-13T03:07:21.5Z,4,REGULAR,substitution,in,[],1630170,,,1610612759,95,106,2022-03-13T03:07:46Z,5690000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M43.00S,2022-03-13T03:07:21.5Z,4,REGULAR,substitution,in,[],1629111,,,1610612759,95,106,2022-03-13T03:07:46Z,5700000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M43.00S,2022-03-13T03:07:21.5Z,4,REGULAR,substitution,in,[],1630537,,,1610612759,95,106,2022-03-13T03:07:46Z,5710000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M43.00S,2022-03-13T03:07:45.0Z,4,REGULAR,freethrow,1 of 1,[],1630200,,,1610612759,95,106,2022-03-13T03:07:49Z,5720000,,,0,,MISS T. Jones Free Throw 1 of 1,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
583,PT07M39.00S,2022-03-13T03:07:49.0Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,95,106,2022-03-13T03:07:49Z,5730000,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,582.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
584,PT07M24.00S,2022-03-13T03:08:02.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,88.38699080157687,49.754901960784316,1610612754,95,108,2022-03-13T03:08:07Z,5740000,-1.0,57.0,1,right,I. Jackson Layup (15 PTS) (T. Haliburton 9 AST),"[1630543, 1630169]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,5.67,Made,,,,,15.0,T. Haliburton,1630169.0,9.0,,,,,,,,,,,
586,PT07M07.00S,2022-03-13T03:08:19.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,10.200394218134035,52.94117647058824,1610612759,95,108,2022-03-13T03:08:24Z,5760000,-15.0,43.0,1,left,MISS J. Richardson driving Layup,[1626196],1610612759.0,SAS,driving,,,Richardson,J. Richardson,,,,,4.58,Missed,,,,,,,,,,,,,,,,,,,
587,PT07M07.00S,2022-03-13T03:08:19.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,95,108,2022-03-13T03:08:24Z,5770000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,,,,
588,PT07M07.00S,2022-03-13T03:08:24.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,95,108,2022-03-13T03:08:24Z,5780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M55.00S,2022-03-13T03:08:43.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,83.52496714848883,43.627450980392155,1610612754,95,108,2022-03-13T03:08:51Z,5790000,-32.0,102.0,1,right,MISS T. Haliburton 10' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,10.73,Missed,,,,,,,,,,,,,,,,,,,
590,PT06M53.00S,2022-03-13T03:08:45.0Z,4,REGULAR,rebound,defensive,[],1626196,,,1610612759,95,108,2022-03-13T03:08:51Z,5800000,,,0,,J. Richardson REBOUND (Off:3 Def:4),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,589.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
591,PT06M46.00S,2022-03-13T03:08:52.8Z,4,REGULAR,3pt,Jump Shot,[],1630563,11.777266754270697,3.6764705882352944,1610612759,95,108,2022-03-13T03:08:57Z,5810000,232.0,58.0,1,left,MISS J. Primo 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,,
592,PT06M43.00S,2022-03-13T03:08:55.8Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,95,108,2022-03-13T03:08:57Z,5820000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,591.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
593,PT06M40.00S,2022-03-13T03:08:58.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,73.66951379763469,14.215686274509803,1610612754,95,108,2022-03-13T03:09:29Z,5830000,-179.0,195.0,1,right,MISS B. Hield 26' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
594,PT06M37.00S,2022-03-13T03:09:01.4Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612754,95,108,2022-03-13T03:09:29Z,5840000,,,0,,J. Smith REBOUND (Off:2 Def:8),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,593.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
595,PT06M37.00S,2022-03-13T03:09:03.6Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630188,94.40999984741211,50.0,1610612754,95,110,2022-03-13T03:09:42Z,5850000,0.0,0.0,1,right,J. Smith tip DUNK (6 PTS),[1630188],1610612754.0,IND,tip,,,Smith,J. Smith,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,,,
596,PT06M37.00S,2022-03-13T03:09:06.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,95,110,2022-03-13T03:09:06Z,5860000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M27.00S,2022-03-13T03:12:13.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,95,110,2022-03-13T03:12:13Z,5870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M25.00S,2022-03-13T03:12:26.9Z,4,REGULAR,2pt,Jump Shot,[],1626196,13.748357424441524,27.205882352941174,1610612759,95,110,2022-03-13T03:12:49Z,5880000,114.0,77.0,1,left,MISS J. Richardson 13' Jump Shot,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,13.74,Missed,,,,,,,,,,,,,,,,,,,
599,PT06M22.00S,2022-03-13T03:12:29.9Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,95,110,2022-03-13T03:14:21Z,5890000,,,0,,I. Jackson REBOUND (Off:1 Def:3),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,598.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
600,PT06M02.00S,2022-03-13T03:12:49.4Z,4,REGULAR,3pt,Jump Shot,[],1627741,66.04796320630749,51.9607843137255,1610612754,95,113,2022-03-13T03:13:08Z,5900000,10.0,267.0,1,right,B. Hield 26' 3PT  (15 PTS) (T. Haliburton 10 AST),"[1627741, 1630169]",1610612754.0,IND,,,,Hield,B. Hield,,,,,26.68,Made,,,,,15.0,T. Haliburton,1630169.0,10.0,,,,,,,,,,,
602,PT05M44.00S,2022-03-13T03:13:07.9Z,4,REGULAR,turnover,bad pass,[],1630563,,,1610612759,95,113,2022-03-13T03:13:12Z,5920000,,,0,,J. Primo bad pass TURNOVER (2 TO),"[1630563, 1630169]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,2.0,Haliburton,1630169.0,,,,,,,,
603,PT05M44.00S,2022-03-13T03:13:07.9Z,4,REGULAR,steal,,[],1630169,,,1610612754,95,113,2022-03-13T03:13:10Z,5930000,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT05M40.00S,2022-03-13T03:13:12.1Z,4,REGULAR,turnover,bad pass,[],1630169,,,1610612754,95,113,2022-03-13T03:13:19Z,5940000,,,0,,T. Haliburton bad pass TURNOVER (4 TO),"[1630169, 1626196]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,4.0,Richardson,1626196.0,,,,,,,,
605,PT05M40.00S,2022-03-13T03:13:12.1Z,4,REGULAR,steal,,[],1626196,,,1610612759,95,113,2022-03-13T03:13:14Z,5950000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT05M34.00S,2022-03-13T03:13:17.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629111,5.995400788436268,49.01960784313725,1610612759,97,113,2022-03-13T03:13:25Z,5960000,5.0,4.0,1,left,J. Landale driving DUNK (24 PTS) (J. Richardson 2 AST),"[1629111, 1626196]",1610612759.0,SAS,driving,,,Landale,J. Landale,,,,,0.63,Made,,,,,24.0,J. Richardson,1626196.0,2.0,,,,,,,,,,,
608,PT05M25.00S,2022-03-13T03:13:30.6Z,4,REGULAR,foul,offensive,[],1630543,,,1610612754,97,113,2022-03-13T03:15:31Z,5980000,,,0,,I. Jackson offensive FOUL (3 PF),"[1630543, 1626196]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,202037.0,3.0,1.0,Richardson,1626196.0,,,
610,PT05M25.00S,2022-03-13T03:13:30.6Z,4,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,97,113,2022-03-13T03:13:30Z,6000000,,,0,,I. Jackson offensive foul TURNOVER (2 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,2.0,,,202037.0,,,,,,,
611,PT05M25.00S,2022-03-13T03:13:38.0Z,4,REGULAR,substitution,out,[],1630563,,,1610612759,97,113,2022-03-13T03:13:40Z,6010000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M25.00S,2022-03-13T03:13:38.0Z,4,REGULAR,substitution,in,[],1629022,,,1610612759,97,113,2022-03-13T03:13:40Z,6020000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M09.00S,2022-03-13T03:14:07.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630170,14.273981603153747,47.05882352941176,1610612759,99,113,2022-03-13T03:14:15Z,6030000,15.0,82.0,1,left,D. Vassell 8' turnaround Jump Shot (14 PTS),[1630170],1610612759.0,SAS,turnaround,,,Vassell,D. Vassell,,,,,8.3,Made,,,,,14.0,,,,,,,,,,,,,,
614,PT04M52.00S,2022-03-13T03:14:24.4Z,4,REGULAR,3pt,Jump Shot,[],1630188,70.38436268068331,21.323529411764707,1610612754,99,113,2022-03-13T03:14:32Z,6040000,-143.0,226.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,26.76,Missed,,,,,,,,,,,,,,,,,,,
615,PT04M48.00S,2022-03-13T03:14:28.4Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,99,113,2022-03-13T03:14:32Z,6050000,,,0,,T. Jones REBOUND (Off:2 Def:7),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,614.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
616,PT04M34.00S,2022-03-13T03:14:42.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,6.783837056504599,47.549019607843135,1610612759,101,113,2022-03-13T03:15:02Z,6060000,12.0,11.0,1,left,D. Vassell driving finger roll Layup (16 PTS) (J. Richardson 3 AST),"[1630170, 1626196]",1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,1.67,Made,,,,,16.0,J. Richardson,1626196.0,3.0,,,,,,,,,,,
618,PT04M17.00S,2022-03-13T03:14:59.0Z,4,REGULAR,3pt,Jump Shot,[],1627741,64.99671484888306,55.392156862745104,1610612754,101,113,2022-03-13T03:15:10Z,6080000,27.0,277.0,1,right,MISS B. Hield 27' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,27.78,Missed,,,,,,,,,,,,,,,,,,,
619,PT04M17.00S,2022-03-13T03:14:59.0Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612759,101,113,2022-03-13T03:15:10Z,6090000,,,0,,J. Landale REBOUND (Off:3 Def:3),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,618.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
620,PT04M04.00S,2022-03-13T03:15:12.0Z,4,REGULAR,2pt,Jump Shot,[],1630170,26.231931668856767,49.754901960784316,1610612759,101,113,2022-03-13T03:15:33Z,6100000,1.0,194.0,1,left,MISS D. Vassell 19' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,19.41,Missed,,,,,,,,,,,,,,,,,,,
