actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
16,PT10M26.00S,2022-04-10T00:42:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,13.61695137976347,44.85294117647059,1610612744,2,2,2022-04-10T00:42:27Z,160000,26.0,75.0,1,left,D. Green 7' turnaround Jump Shot (2 PTS),[203110],1610612744.0,GSW,turnaround,,,Green,D. Green,,,,,7.98,Made,,,,,2.0,,,,,,,,,,,,,,
17,PT10M13.00S,2022-04-10T00:42:34.7Z,1,REGULAR,3pt,Jump Shot,[],1630563,93.51182654402102,1.715686274509804,1610612759,5,2,2022-04-10T00:42:40Z,170000,-241.0,8.0,1,right,J. Primo 24' 3PT  (3 PTS) (T. Jones 1 AST),"[1630563, 1630200]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,24.15,Made,,,,,3.0,,T. Jones,1630200.0,1.0,,,,,,,,,,
19,PT09M59.00S,2022-04-10T00:42:48.9Z,1,REGULAR,3pt,Jump Shot,[],203952,31.09395532194481,64.2156862745098,1610612744,5,2,2022-04-10T00:42:54Z,190000,-71.0,240.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
20,PT09M57.00S,2022-04-10T00:42:50.9Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,5,2,2022-04-10T00:42:54Z,200000,,,0,,Z. Collins REBOUND (Off:0 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,19.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
21,PT09M49.00S,2022-04-10T00:43:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.24901445466492,52.69607843137255,1610612759,7,2,2022-04-10T00:43:06Z,210000,13.0,11.0,1,right,K. Bates-Diop driving reverse Layup (2 PTS) (T. Jones 2 AST),"[1628966, 1630200]",1610612759.0,SAS,driving reverse,,,Bates-Diop,K. Bates-Diop,,,,,1.74,Made,,,,,2.0,,T. Jones,1630200.0,2.0,,,,,,,,,,
23,PT09M37.00S,2022-04-10T00:43:11.3Z,1,REGULAR,2pt,Jump Shot,[],1629673,22.026938239159,46.07843137254902,1610612744,7,2,2022-04-10T00:43:20Z,230000,20.0,155.0,1,left,MISS J. Poole 15' floating Shot,[1629673],1610612744.0,GSW,floating,,,Poole,J. Poole,,,,,15.58,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M35.00S,2022-04-10T00:43:13.6Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612744,7,2,2022-04-10T00:43:13Z,240000,,,0,,J. Poole REBOUND (Off:1 Def:0),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
25,PT09M25.00S,2022-04-10T00:43:22.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203110,32.013797634691194,43.627450980392155,1610612744,7,2,2022-04-10T00:43:30Z,250000,32.0,248.0,1,left,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M19.00S,2022-04-10T00:43:28.9Z,1,REGULAR,rebound,offensive,[],1627814,,,1610612744,7,2,2022-04-10T00:43:30Z,260000,,,0,,D. Lee REBOUND (Off:1 Def:0),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
27,PT09M19.00S,2022-04-10T00:43:29.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627814,5.590000152587891,50.0,1610612744,7,4,2022-04-10T00:43:29Z,270000,0.0,0.0,1,left,D. Lee putback Layup (2 PTS),[1627814],1610612744.0,GSW,putback,,,Lee,D. Lee,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
28,PT09M08.00S,2022-04-10T00:43:40.5Z,1,REGULAR,3pt,Jump Shot,[],1626196,68.28186596583443,70.58823529411765,1610612759,10,4,2022-04-10T00:43:46Z,280000,103.0,246.0,1,right,J. Richardson 26' 3PT step back (3 PTS) (T. Jones 3 AST),"[1626196, 1630200]",1610612759.0,SAS,step back,,,Richardson,J. Richardson,,,,,26.64,Made,,,,,3.0,,T. Jones,1630200.0,3.0,,,,,,,,,,
30,PT08M52.00S,2022-04-10T00:43:57.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,9.017739816031538,44.11764705882353,1610612744,10,4,2022-04-10T00:44:06Z,300000,29.0,32.0,1,left,MISS D. Green driving floating bank Shot,[203110],1610612744.0,GSW,driving floating bank,,,Green,D. Green,,,,,4.37,Missed,,,,,,,,,,,,,,,,,,,
31,PT08M47.00S,2022-04-10T00:44:00.8Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,10,4,2022-04-10T00:44:00Z,310000,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
32,PT08M47.00S,2022-04-10T00:44:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,5.590000152587891,50.0,1610612744,10,6,2022-04-10T00:44:00Z,320000,0.0,0.0,1,left,K. Looney putback Layup (2 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
33,PT08M37.00S,2022-04-10T00:44:10.7Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,10,6,2022-04-10T00:44:17Z,330000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1626172]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,1.0,Looney,1626172.0,,,,,,,
34,PT08M37.00S,2022-04-10T00:44:10.7Z,1,REGULAR,steal,,[],1626172,,,1610612744,10,6,2022-04-10T00:44:13Z,340000,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M29.00S,2022-04-10T00:44:22.2Z,1,REGULAR,foul,personal,[],1630200,,,1610612744,10,6,2022-04-10T00:44:38Z,350000,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 203110]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,1155.0,,,,,,,1.0,0.0,Green,203110.0,,,
37,PT08M19.00S,2022-04-10T00:44:53.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626172,5.469776609724048,58.57843137254902,1610612744,10,8,2022-04-10T00:44:58Z,370000,-43.0,-1.0,1,left,K. Looney Hook (4 PTS) (J. Poole 1 AST),"[1626172, 1629673]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,4.29,Made,,,,,4.0,,J. Poole,1629673.0,1.0,,,,,,,,,,
39,PT08M01.00S,2022-04-10T00:45:11.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,91.80354796320631,39.21568627450981,1610612759,10,8,2022-04-10T00:46:06Z,390000,-54.0,25.0,1,right,MISS Z. Collins turnaround bank Hook,[1628380],1610612759.0,SAS,turnaround bank,,,Collins,Z. Collins,,,,,5.92,Missed,,,,,,,,,,,,,,,,,,,
40,PT07M59.00S,2022-04-10T00:45:13.8Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,10,8,2022-04-10T00:45:24Z,400000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
41,PT07M57.00S,2022-04-10T00:45:17.8Z,1,REGULAR,foul,personal,['2freethrow'],1628966,,,1610612744,10,8,2022-04-10T00:45:26Z,410000,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1628966, 203952]",1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Wiggins,203952.0,,,
43,PT07M57.00S,2022-04-10T00:45:51.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203952,,,1610612744,10,8,2022-04-10T00:46:19Z,430000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M57.00S,2022-04-10T00:45:51.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,10,8,2022-04-10T00:46:19Z,440000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,
45,PT07M57.00S,2022-04-10T00:45:51.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203952,,,1610612744,10,9,2022-04-10T00:46:19Z,450000,,,0,,A. Wiggins Free Throw 2 of 2 (1 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
46,PT07M43.00S,2022-04-10T00:46:25.4Z,1,REGULAR,turnover,out-of-bounds,[],1630563,,,1610612759,10,9,2022-04-10T00:46:35Z,460000,,,0,,J. Primo bad pass out-of-bounds TURNOVER (1 TO),[1630563],1610612759.0,SAS,bad pass,,,Primo,J. Primo,,,,,,,,,,,,1627529.0,,,,1.0,,,,,,,,,
47,PT07M33.00S,2022-04-10T00:46:43.8Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612744,10,9,2022-04-10T00:46:52Z,470000,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 1628966]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,1.0,Bates-Diop,1628966.0,,,,,,,
48,PT07M33.00S,2022-04-10T00:46:43.8Z,1,REGULAR,steal,,[],1628966,,,1610612759,10,9,2022-04-10T00:46:45Z,480000,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M26.00S,2022-04-10T00:46:53.9Z,1,REGULAR,turnover,out-of-bounds,[],1630563,,,1610612759,10,9,2022-04-10T00:47:02Z,490000,,,0,,J. Primo bad pass out-of-bounds TURNOVER (2 TO),[1630563],1610612759.0,SAS,bad pass,,,Primo,J. Primo,,,,,,,,,,,,1155.0,,,,2.0,,,,,,,,,
50,PT07M11.00S,2022-04-10T00:47:13.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,5.469776609724048,52.94117647058824,1610612744,10,9,2022-04-10T00:47:28Z,500000,-15.0,-1.0,1,left,MISS K. Looney driving Layup - blocked,"[1626172, 1628380]",1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,1.47,Missed,,,,,,,,,,,,,,,,,Collins,1628380.0,
51,PT07M11.00S,2022-04-10T00:47:13.6Z,1,REGULAR,block,,[],1628380,,,1610612744,10,9,2022-04-10T00:47:18Z,510000,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M06.00S,2022-04-10T00:47:18.6Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,10,9,2022-04-10T00:47:28Z,520000,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,50.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
53,PT07M06.00S,2022-04-10T00:47:22.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626172,5.590000152587891,50.0,1610612744,10,9,2022-04-10T00:49:00Z,530000,0.0,0.0,1,left,MISS K. Looney DUNK - blocked,"[1626172, 1628380]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,0.0,Missed,,,,,,,,,,,,,,,,,Collins,1628380.0,
54,PT07M06.00S,2022-04-10T00:47:22.9Z,1,REGULAR,block,,[],1628380,,,1610612744,10,9,2022-04-10T00:47:24Z,540000,,,0,,Z. Collins BLOCK (2 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M03.00S,2022-04-10T00:47:25.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,10,9,2022-04-10T00:49:00Z,550000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,
56,PT07M00.00S,2022-04-10T00:47:29.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,10,9,2022-04-10T00:47:29Z,560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M56.00S,2022-04-10T00:47:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,86.15308804204993,46.568627450980394,1610612759,10,9,2022-04-10T00:47:40Z,570000,-17.0,78.0,1,right,MISS J. Richardson 7' fadeaway Shot,[1626196],1610612759.0,SAS,fadeaway,,,Richardson,J. Richardson,,,,,7.96,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M53.00S,2022-04-10T00:47:35.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,10,9,2022-04-10T00:47:40Z,580000,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,57.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
59,PT06M47.00S,2022-04-10T00:47:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,10.068988173455978,50.245098039215684,1610612744,10,9,2022-04-10T00:47:47Z,590000,-1.0,42.0,1,left,MISS D. Lee driving floating Shot,[1627814],1610612744.0,GSW,driving floating,,,Lee,D. Lee,,,,,4.21,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M44.00S,2022-04-10T00:47:45.2Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,10,9,2022-04-10T00:47:47Z,600000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
61,PT06M38.00S,2022-04-10T00:47:50.3Z,1,REGULAR,3pt,Jump Shot,[],1628966,67.62483574244416,56.61764705882353,1610612759,10,9,2022-04-10T00:47:59Z,610000,33.0,252.0,1,right,MISS K. Bates-Diop 25' 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M36.00S,2022-04-10T00:47:52.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,10,9,2022-04-10T00:47:59Z,620000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,
63,PT06M36.00S,2022-04-10T00:47:59.2Z,1,REGULAR,foul,personal,[],1628380,,,1610612744,10,9,2022-04-10T00:48:12Z,630000,,,0,,Z. Collins loose ball personal FOUL (1 PF),"[1628380, 203110]",1610612759.0,SAS,loose ball,,,Collins,Z. Collins,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Green,203110.0,,,
65,PT06M36.00S,2022-04-10T00:48:06.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,10,9,2022-04-10T00:48:06Z,650000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M36.00S,2022-04-10T00:50:49.5Z,1,REGULAR,substitution,out,[],1626196,,,1610612744,10,9,2022-04-10T00:51:06Z,660000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M36.00S,2022-04-10T00:50:49.5Z,1,REGULAR,substitution,out,[],1630563,,,1610612744,10,9,2022-04-10T00:51:06Z,670000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2022-04-10T00:50:49.5Z,1,REGULAR,substitution,out,[],203952,,,1610612744,10,9,2022-04-10T00:51:06Z,680000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M36.00S,2022-04-10T00:50:49.5Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,10,9,2022-04-10T00:51:06Z,690000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M36.00S,2022-04-10T00:50:49.5Z,1,REGULAR,substitution,in,[],1629022,,,1610612744,10,9,2022-04-10T00:51:06Z,700000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M36.00S,2022-04-10T00:50:49.5Z,1,REGULAR,substitution,in,[],1629641,,,1610612744,10,9,2022-04-10T00:51:06Z,710000,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M36.00S,2022-04-10T00:50:49.5Z,1,REGULAR,substitution,in,[],203490,,,1610612744,10,9,2022-04-10T00:51:06Z,720000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M36.00S,2022-04-10T00:50:49.5Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,10,9,2022-04-10T00:51:06Z,730000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M22.00S,2022-04-10T00:51:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,5.863994743758213,52.450980392156865,1610612744,10,11,2022-04-10T00:51:23Z,740000,-12.0,3.0,1,left,D. Green Layup (4 PTS) (J. Poole 2 AST),"[203110, 1629673]",1610612744.0,GSW,,,,Green,D. Green,,,,,1.26,Made,,,,,4.0,,J. Poole,1629673.0,2.0,,,,,,,,,,
76,PT06M12.00S,2022-04-10T00:51:26.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,92.06636005256242,50.0,1610612759,12,11,2022-04-10T00:51:31Z,760000,0.0,22.0,1,right,K. Bates-Diop cutting Layup (4 PTS) (Z. Collins 1 AST),"[1628966, 1628380]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,2.21,Made,,,,,4.0,,Z. Collins,1628380.0,1.0,,,,,,,,,,
78,PT05M58.00S,2022-04-10T00:51:40.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,6.521024967148489,48.529411764705884,1610612744,12,13,2022-04-10T00:52:50Z,780000,7.0,9.0,1,left,G. Payton II reverse DUNK (2 PTS) (D. Green 1 AST),"[1627780, 203110]",1610612744.0,GSW,reverse,,,Payton II,G. Payton II,,,,,1.15,Made,,,,,2.0,,D. Green,203110.0,1.0,,,,,,,,,,
80,PT05M44.00S,2022-04-10T00:51:54.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,91.5407358738502,45.588235294117645,1610612759,12,13,2022-04-10T00:52:00Z,800000,-22.0,27.0,1,right,MISS R. Langford driving floating bank Shot,[1629641],1610612759.0,SAS,driving floating bank,,,Langford,R. Langford,,,,,3.49,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M41.00S,2022-04-10T00:51:57.7Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,12,13,2022-04-10T00:52:00Z,810000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT05M37.00S,2022-04-10T00:52:00.6Z,1,REGULAR,turnover,bad pass,[],203490,,,1610612744,12,13,2022-04-10T00:52:07Z,820000,,,0,,O. Porter Jr. bad pass TURNOVER (1 TO),"[203490, 1630200]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,1.0,Jones,1630200.0,,,,,,,
83,PT05M37.00S,2022-04-10T00:52:00.6Z,1,REGULAR,steal,,[],1630200,,,1610612759,12,13,2022-04-10T00:52:03Z,830000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M18.00S,2022-04-10T00:52:19.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628966,81.2910643889619,51.470588235294116,1610612759,12,13,2022-04-10T00:52:25Z,840000,7.0,123.0,1,right,MISS K. Bates-Diop 12' driving floating Shot,[1628966],1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,12.36,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M15.00S,2022-04-10T00:52:22.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,12,13,2022-04-10T00:52:25Z,850000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,84.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
86,PT05M07.00S,2022-04-10T00:52:31.3Z,1,REGULAR,3pt,Jump Shot,[],1627780,5.601182654402102,96.07843137254902,1610612744,12,13,2022-04-10T00:52:36Z,860000,-230.0,0.0,1,left,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M04.00S,2022-04-10T00:52:34.3Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,12,13,2022-04-10T00:52:36Z,870000,,,0,,Z. Collins REBOUND (Off:0 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,86.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
88,PT04M53.00S,2022-04-10T00:52:46.9Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612759,12,13,2022-04-10T00:53:04Z,880000,,,0,,D. Green shooting personal FOUL (1 PF) (Walker IV 2 FT),"[203110, 1629022]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,1627529.0,,,,,,,1.0,0.0,Walker IV,1629022.0,,,
