actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
181,PT10M04.00S,2022-04-10T01:10:43.0Z,2,REGULAR,3pt,Jump Shot,[],1630563,67.62483574244416,69.11764705882352,1610612759,25,25,2022-04-10T01:10:47Z,1800000,96.0,252.0,1,right,MISS J. Primo 26' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,,
182,PT10M00.00S,2022-04-10T01:10:47.0Z,2,REGULAR,rebound,defensive,[],2738,,,1610612744,25,25,2022-04-10T01:10:47Z,1810000,,,0,,A. Iguodala REBOUND (Off:0 Def:2),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
183,PT09M54.00S,2022-04-10T01:10:52.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,6.783837056504599,46.81372549019608,1610612744,25,27,2022-04-10T01:10:59Z,1820000,16.0,11.0,1,left,J. Kuminga Layup (2 PTS) (N. Bjelica 2 AST),"[1630228, 202357]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,1.95,Made,,,,,2.0,,N. Bjelica,202357.0,2.0,,,,,,,,,,
185,PT09M34.00S,2022-04-10T01:11:12.7Z,2,REGULAR,3pt,Jump Shot,[],1626196,69.46452036793693,80.3921568627451,1610612759,25,27,2022-04-10T01:11:20Z,1840000,152.0,235.0,1,right,MISS J. Richardson 27' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,,
186,PT09M31.00S,2022-04-10T01:11:15.7Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612759,25,27,2022-04-10T01:11:20Z,1850000,,,0,,J. Landale REBOUND (Off:1 Def:2),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,185.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
187,PT09M31.00S,2022-04-10T01:11:17.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,94.40999984741211,50.0,1610612759,25,27,2022-04-10T01:11:17Z,1860000,0.0,0.0,1,right,MISS J. Landale tip Layup,[1629111],1610612759.0,SAS,tip,,,Landale,J. Landale,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
188,PT09M31.00S,2022-04-10T01:11:19.4Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612759,25,27,2022-04-10T01:11:19Z,1870000,,,0,,J. Landale REBOUND (Off:2 Def:2),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,187.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
189,PT09M31.00S,2022-04-10T01:11:21.6Z,2,REGULAR,foul,personal,['2freethrow'],202357,,,1610612759,25,27,2022-04-10T01:11:26Z,1880000,,,0,,N. Bjelica shooting personal FOUL (1 PF) (Landale 2 FT),"[202357, 1629111]",1610612744.0,GSW,shooting,,,Bjelica,N. Bjelica,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Landale,1629111.0,,,
191,PT09M31.00S,2022-04-10T01:11:42.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629111,,,1610612759,25,27,2022-04-10T01:11:42Z,1900000,,,0,,MISS J. Landale Free Throw 1 of 2,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,Missed,,,,,,,,,,,,,,,,,,,
192,PT09M31.00S,2022-04-10T01:11:42.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,25,27,2022-04-10T01:11:42Z,1910000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,
193,PT09M31.00S,2022-04-10T01:11:43.3Z,2,REGULAR,substitution,out,[],1629022,,,1610612759,25,27,2022-04-10T01:11:52Z,1920000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M31.00S,2022-04-10T01:11:43.3Z,2,REGULAR,substitution,out,[],1630563,,,1610612759,25,27,2022-04-10T01:11:52Z,1930000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M31.00S,2022-04-10T01:11:43.3Z,2,REGULAR,substitution,in,[],1630580,,,1610612759,25,27,2022-04-10T01:11:52Z,1940000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M31.00S,2022-04-10T01:11:43.3Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,25,27,2022-04-10T01:11:52Z,1950000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M31.00S,2022-04-10T01:12:03.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629111,,,1610612759,26,27,2022-04-10T01:12:03Z,1960000,,,0,,J. Landale Free Throw 2 of 2 (1 PTS),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
198,PT09M19.00S,2022-04-10T01:12:20.5Z,2,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612744,26,27,2022-04-10T01:12:46Z,1970000,,,0,,J. Landale shooting personal FOUL (1 PF) (Bjelica 2 FT),"[1629111, 202357]",1610612759.0,SAS,shooting,,,Landale,J. Landale,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Bjelica,202357.0,,,
200,PT09M19.00S,2022-04-10T01:12:47.6Z,2,REGULAR,freethrow,1 of 2,[],202357,,,1610612744,26,28,2022-04-10T01:12:47Z,1990000,,,0,,N. Bjelica Free Throw 1 of 2 (8 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
201,PT09M19.00S,2022-04-10T01:13:05.9Z,2,REGULAR,freethrow,2 of 2,[],202357,,,1610612744,26,29,2022-04-10T01:13:05Z,2000000,,,0,,N. Bjelica Free Throw 2 of 2 (9 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
202,PT08M58.00S,2022-04-10T01:13:28.7Z,2,REGULAR,3pt,Jump Shot,[],1630200,70.38436268068331,76.7156862745098,1610612759,26,29,2022-04-10T01:13:33Z,2010000,134.0,226.0,1,right,MISS T. Jones 26' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
203,PT08M54.00S,2022-04-10T01:13:31.6Z,2,REGULAR,rebound,defensive,[],2738,,,1610612744,26,29,2022-04-10T01:13:31Z,2020000,,,0,,A. Iguodala REBOUND (Off:0 Def:3),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,202.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
204,PT08M51.00S,2022-04-10T01:13:35.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2738,7.5722733245729295,47.549019607843135,1610612744,26,31,2022-04-10T01:14:57Z,2030000,12.0,19.0,1,left,A. Iguodala running Layup (2 PTS),[2738],1610612744.0,GSW,running,,,Iguodala,A. Iguodala,,,,,2.24,Made,,,,,2.0,,,,,,,,,,,,,,
205,PT08M36.00S,2022-04-10T01:13:50.3Z,2,REGULAR,3pt,Jump Shot,[],1629111,64.33968462549278,50.98039215686274,1610612759,29,31,2022-04-10T01:13:56Z,2040000,5.0,283.0,1,right,J. Landale 28' 3PT  (4 PTS) (J. Wieskamp 1 AST),"[1629111, 1630580]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,28.27,Made,,,,,4.0,,J. Wieskamp,1630580.0,1.0,,,,,,,,,,
207,PT08M17.00S,2022-04-10T01:14:13.9Z,2,REGULAR,foul,personal,['2freethrow'],1629719,,,1610612744,29,31,2022-04-10T01:14:21Z,2060000,,,0,,D. Cacok shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1629719, 203490]",1610612759.0,SAS,shooting,,,Cacok,D. Cacok,,,,,,,,,,,,1155.0,,,,,,,2.0,0.0,Porter Jr.,203490.0,,,
209,PT08M17.00S,2022-04-10T01:14:46.5Z,2,REGULAR,freethrow,1 of 2,[],203490,,,1610612744,29,32,2022-04-10T01:15:23Z,2080000,,,0,,O. Porter Jr. Free Throw 1 of 2 (4 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
210,PT08M17.00S,2022-04-10T01:14:47.6Z,2,REGULAR,substitution,out,[],1629719,,,1610612744,29,32,2022-04-10T01:15:04Z,2090000,,,0,,SUB out: D. Cacok,[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M17.00S,2022-04-10T01:14:47.6Z,2,REGULAR,substitution,out,[],2738,,,1610612744,29,32,2022-04-10T01:15:04Z,2100000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M17.00S,2022-04-10T01:14:47.6Z,2,REGULAR,substitution,out,[],203952,,,1610612744,29,32,2022-04-10T01:15:04Z,2110000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M17.00S,2022-04-10T01:14:47.6Z,2,REGULAR,substitution,in,[],1628966,,,1610612744,29,32,2022-04-10T01:15:04Z,2120000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M17.00S,2022-04-10T01:14:47.6Z,2,REGULAR,substitution,in,[],1627814,,,1610612744,29,32,2022-04-10T01:15:04Z,2130000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M17.00S,2022-04-10T01:14:47.6Z,2,REGULAR,substitution,in,[],1629673,,,1610612744,29,32,2022-04-10T01:15:04Z,2140000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M17.00S,2022-04-10T01:14:46.5Z,2,REGULAR,freethrow,2 of 2,[],203490,,,1610612744,29,32,2022-04-10T01:15:23Z,2150000,,,0,,MISS O. Porter Jr. Free Throw 2 of 2,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
217,PT08M14.00S,2022-04-10T01:14:49.5Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,29,32,2022-04-10T01:15:23Z,2160000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
218,PT07M56.00S,2022-04-10T01:15:37.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629111,88.51839684625493,51.225490196078425,1610612759,29,32,2022-04-10T01:21:00Z,2170000,6.0,55.0,1,right,MISS J. Landale floating Shot,[1629111],1610612759.0,SAS,floating,,,Landale,J. Landale,,,,,5.57,Missed,,,,,,,,,,,,,,,,,,,
219,PT07M54.00S,2022-04-10T01:15:39.8Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,29,32,2022-04-10T01:15:45Z,2180000,,,0,,D. Lee REBOUND (Off:1 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,218.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
220,PT07M42.00S,2022-04-10T01:15:52.3Z,2,REGULAR,3pt,Jump Shot,[],1630228,7.30946123521682,96.32352941176471,1610612744,29,35,2022-04-10T01:15:59Z,2190000,-232.0,16.0,1,left,J. Kuminga 3PT  (5 PTS) (J. Poole 3 AST),"[1630228, 1629673]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,23.22,Made,,,,,5.0,,J. Poole,1629673.0,3.0,,,,,,,,,,
222,PT07M40.00S,2022-04-10T01:15:59.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,29,35,2022-04-10T01:15:59Z,2210000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M40.00S,2022-04-10T01:18:23.4Z,2,REGULAR,substitution,out,[],1629111,,,1610612759,29,35,2022-04-10T01:18:52Z,2220000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M40.00S,2022-04-10T01:18:23.4Z,2,REGULAR,substitution,out,[],202357,,,1610612759,29,35,2022-04-10T01:18:52Z,2230000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M40.00S,2022-04-10T01:18:23.4Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,29,35,2022-04-10T01:18:52Z,2240000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M40.00S,2022-04-10T01:18:23.4Z,2,REGULAR,substitution,in,[],203110,,,1610612759,29,35,2022-04-10T01:18:52Z,2250000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M23.00S,2022-04-10T01:19:03.8Z,2,REGULAR,3pt,Jump Shot,[],1628380,65.65374507227332,51.71568627450981,1610612759,29,35,2022-04-10T01:19:29Z,2260000,9.0,270.0,1,right,MISS Z. Collins 27' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,,
228,PT07M20.00S,2022-04-10T01:19:06.8Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,29,35,2022-04-10T01:19:29Z,2270000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
229,PT07M10.00S,2022-04-10T01:19:17.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628380,,,1610612744,29,35,2022-04-10T01:19:28Z,2280000,,,0,,Z. Collins shooting personal FOUL (2 PF) (Kuminga 2 FT),"[1628380, 1630228]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,,,,,,,,1155.0,,,,,,,2.0,0.0,Kuminga,1630228.0,,,
231,PT07M10.00S,2022-04-10T01:19:50.2Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,29,36,2022-04-10T01:19:50Z,2300000,,,0,,J. Kuminga Free Throw 1 of 2 (6 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
232,PT07M10.00S,2022-04-10T01:19:59.8Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,29,37,2022-04-10T01:19:59Z,2310000,,,0,,J. Kuminga Free Throw 2 of 2 (7 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
235,PT07M00.00S,2022-04-10T01:20:33.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,29,37,2022-04-10T01:24:20Z,2340000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M00.00S,2022-04-10T01:20:37.5Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612759,29,37,2022-04-10T01:24:42Z,2350000,,,0,,,[],1610612744.0,GSW,overturned,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,,No Foul on D. Green
250,PT07M00.00S,2022-04-10T01:22:27.8Z,2,REGULAR,substitution,out,[],203490,,,1610612759,29,37,2022-04-10T01:25:42Z,2360000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M00.00S,2022-04-10T01:22:27.8Z,2,REGULAR,substitution,in,[],1627780,,,1610612759,29,37,2022-04-10T01:25:42Z,2365000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M49.00S,2022-04-10T01:24:18.2Z,2,REGULAR,turnover,bad pass,[],1628966,,,1610612759,29,37,2022-04-10T01:27:09Z,2370000,,,0,,K. Bates-Diop bad pass TURNOVER (1 TO),"[1628966, 203110]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,1.0,Green,203110.0,,,,,,,
239,PT06M49.00S,2022-04-10T01:24:18.2Z,2,REGULAR,steal,,[],203110,,,1610612744,29,37,2022-04-10T01:27:57Z,2380000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M31.00S,2022-04-10T01:24:34.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,27.414586070959263,16.176470588235293,1610612744,29,37,2022-04-10T01:24:40Z,2390000,169.0,205.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
241,PT06M26.00S,2022-04-10T01:24:39.4Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,29,37,2022-04-10T01:24:40Z,2400000,,,0,,Z. Collins REBOUND (Off:0 Def:5),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,240.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
242,PT06M19.00S,2022-04-10T01:24:45.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,92.9862023653088,57.107843137254896,1610612759,29,37,2022-04-10T01:27:57Z,2410000,36.0,13.0,1,right,MISS J. Richardson driving floating Shot,[1626196],1610612759.0,SAS,driving floating,,,Richardson,J. Richardson,,,,,3.79,Missed,,,,,,,,,,,,,,,,,,,
243,PT06M14.00S,2022-04-10T01:24:50.7Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,29,37,2022-04-10T01:25:04Z,2420000,,,0,,G. Payton II REBOUND (Off:1 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,242.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
244,PT06M07.00S,2022-04-10T01:25:03.3Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,29,37,2022-04-10T01:30:28Z,2430000,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1626196]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,1.0,Richardson,1626196.0,,,,,,,
245,PT06M07.00S,2022-04-10T01:25:03.3Z,2,REGULAR,steal,,[],1626196,,,1610612759,29,37,2022-04-10T01:25:05Z,2440000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M55.00S,2022-04-10T01:25:10.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626196,83.26215505913272,60.78431372549019,1610612759,31,37,2022-04-10T01:29:55Z,2450000,54.0,105.0,1,right,J. Richardson 11' driving floating Jump Shot (5 PTS),[1626196],1610612759.0,SAS,driving floating,,,Richardson,J. Richardson,,,,,11.78,Made,,,,,5.0,,,,,,,,,,,,,,
247,PT05M41.00S,2022-04-10T01:25:25.6Z,2,REGULAR,2pt,Jump Shot,[],1629673,11.514454664914586,27.450980392156865,1610612744,31,37,2022-04-10T01:30:37Z,2460000,113.0,56.0,1,left,MISS J. Poole 12' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,12.57,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M40.00S,2022-04-10T01:25:26.6Z,2,REGULAR,rebound,offensive,[],1630228,,,1610612744,31,37,2022-04-10T01:30:37Z,2470000,,,0,,J. Kuminga REBOUND (Off:1 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,247.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
249,PT05M39.00S,2022-04-10T01:25:29.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630228,5.590000152587891,50.0,1610612744,31,39,2022-04-10T01:30:50Z,2480000,0.0,0.0,1,left,J. Kuminga tip Layup (9 PTS),[1630228],1610612744.0,GSW,tip,,,Kuminga,J. Kuminga,,,,,0.0,Made,,,,,9.0,,,,,,,,,,,,,,
252,PT05M15.00S,2022-04-10T01:25:49.7Z,2,REGULAR,2pt,Jump Shot,[],1630200,84.83902759526939,75.0,1610612759,31,39,2022-04-10T01:26:00Z,2490000,125.0,90.0,1,right,MISS T. Jones 15' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,15.4,Missed,,,,,,,,,,,,,,,,,,,
253,PT05M11.00S,2022-04-10T01:25:53.5Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,31,39,2022-04-10T01:25:53Z,2500000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,252.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
254,PT04M54.00S,2022-04-10T01:26:09.8Z,2,REGULAR,2pt,Jump Shot,[],1630228,10.463206307490145,21.568627450980394,1610612744,31,41,2022-04-10T01:31:58Z,2510000,142.0,46.0,1,left,J. Kuminga 14' pullup Jump Shot (11 PTS) (D. Green 2 AST),"[1630228, 203110]",1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,14.94,Made,,,,,11.0,,D. Green,203110.0,2.0,,,,,,,,,,
256,PT04M40.00S,2022-04-10T01:26:24.3Z,2,REGULAR,3pt,Jump Shot,[],1626196,68.28186596583443,24.509803921568626,1610612759,34,41,2022-04-10T01:26:29Z,2530000,-127.0,246.0,1,right,J. Richardson 27' 3PT  (8 PTS) (Z. Collins 2 AST),"[1626196, 1628380]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,27.68,Made,,,,,8.0,,Z. Collins,1628380.0,2.0,,,,,,,,,,
258,PT04M22.00S,2022-04-10T01:26:42.2Z,2,REGULAR,3pt,Jump Shot,[],1629673,31.882391590013142,60.29411764705882,1610612744,34,41,2022-04-10T01:26:47Z,2550000,-51.0,247.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
259,PT04M20.00S,2022-04-10T01:26:44.2Z,2,REGULAR,rebound,defensive,[],1630580,,,1610612759,34,41,2022-04-10T01:26:47Z,2560000,,,0,,J. Wieskamp REBOUND (Off:0 Def:1),[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,258.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
260,PT04M07.00S,2022-04-10T01:26:57.4Z,2,REGULAR,turnover,lost ball,[],1628966,,,1610612759,34,41,2022-04-10T01:27:03Z,2570000,,,0,,K. Bates-Diop lost ball TURNOVER (2 TO),"[1628966, 1630228]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,2.0,Kuminga,1630228.0,,,,,,,
261,PT04M07.00S,2022-04-10T01:26:57.4Z,2,REGULAR,steal,,[],1630228,,,1610612744,34,41,2022-04-10T01:27:00Z,2580000,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M05.00S,2022-04-10T01:27:02.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627780,7.440867279894875,47.549019607843135,1610612744,34,43,2022-04-10T01:33:09Z,2590000,12.0,17.0,1,left,G. Payton II running Layup (4 PTS) (J. Kuminga 1 AST),"[1627780, 1630228]",1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,2.13,Made,,,,,4.0,,J. Kuminga,1630228.0,1.0,,,,,,,,,,
264,PT03M58.00S,2022-04-10T01:27:09.4Z,2,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612759,34,43,2022-04-10T01:27:19Z,2610000,,,0,,G. Payton II shooting personal FOUL (2 PF) (Wieskamp 2 FT),"[1627780, 1630580]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,,,,,,,,1155.0,,,,,,,2.0,0.0,Wieskamp,1630580.0,,,
266,PT03M58.00S,2022-04-10T01:27:34.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630580,,,1610612759,34,43,2022-04-10T01:27:34Z,2630000,,,0,,MISS J. Wieskamp Free Throw 1 of 2,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,Missed,,,,,,,,,,,,,,,,,,,
267,PT03M58.00S,2022-04-10T01:27:34.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,34,43,2022-04-10T01:27:34Z,2640000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,
268,PT03M58.00S,2022-04-10T01:27:34.9Z,2,REGULAR,substitution,out,[],1626196,,,1610612759,34,43,2022-04-10T01:27:48Z,2650000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M58.00S,2022-04-10T01:27:34.9Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,34,43,2022-04-10T01:27:48Z,2660000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M58.00S,2022-04-10T01:27:34.9Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,34,43,2022-04-10T01:27:48Z,2670000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M58.00S,2022-04-10T01:27:34.9Z,2,REGULAR,substitution,in,[],1630563,,,1610612759,34,43,2022-04-10T01:27:48Z,2680000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
