actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
262,PT06M02.00S,2022-03-19T01:22:27.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203468,,,1610612740,23,50,2022-03-19T01:22:27Z,2570000,,,0,,C. McCollum Free Throw 2 of 2 (11 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
263,PT05M47.00S,2022-03-19T01:22:42.6Z,2,REGULAR,3pt,Jump Shot,[],1630563,21.76412614980289,87.25490196078431,1610612759,23,50,2022-03-19T01:22:47Z,2580000,-186.0,152.0,1,left,MISS J. Primo 24' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,
264,PT05M43.00S,2022-03-19T01:22:46.6Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,23,50,2022-03-19T01:22:47Z,2590000,,,0,,H. Jones REBOUND (Off:0 Def:5),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,263.0,5.0,5.0,0.0,,,,,,,,,
265,PT05M30.00S,2022-03-19T01:23:03.0Z,2,REGULAR,foul,offensive,[],202685,,,1610612740,23,50,2022-03-19T01:23:13Z,2600000,,,0,,J. Valanciunas offensive FOUL (3 PF),"[202685, 1627751]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,201246.0,,,,,,,,,,3.0,0.0,Poeltl,1627751.0
267,PT05M30.00S,2022-03-19T01:23:03.0Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612740,23,50,2022-03-19T01:23:03Z,2620000,,,0,,J. Valanciunas offensive foul TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,201246.0,,,,,,,1.0,,,,,,
268,PT05M30.00S,2022-03-19T01:23:12.3Z,2,REGULAR,substitution,out,[],202685,,,1610612759,23,50,2022-03-19T01:23:14Z,2630000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M30.00S,2022-03-19T01:23:12.3Z,2,REGULAR,substitution,in,[],1626195,,,1610612759,23,50,2022-03-19T01:23:14Z,2640000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M15.00S,2022-03-19T01:23:33.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,33.196452036793694,53.92156862745098,1610612759,26,50,2022-03-19T01:23:38Z,2650000,-20.0,260.0,1,left,D. Vassell 26' 3PT  (12 PTS) (T. Jones 1 AST),"[1630170, 1630200]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,26.02,Made,12.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
272,PT05M05.00S,2022-03-19T01:23:44.0Z,2,REGULAR,3pt,Jump Shot,[],1629637,72.48685939553219,76.9607843137255,1610612740,26,53,2022-03-19T01:23:49Z,2670000,135.0,206.0,1,right,J. Hayes 24' 3PT  (15 PTS) (C. McCollum 2 AST),"[1629637, 203468]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,24.63,Made,15.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,
274,PT04M50.00S,2022-03-19T01:23:58.6Z,2,REGULAR,3pt,Jump Shot,[],1630200,31.61957950065703,27.696078431372552,1610612759,26,53,2022-03-19T01:24:04Z,2690000,112.0,245.0,1,left,MISS T. Jones 26' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,
275,PT04M47.00S,2022-03-19T01:24:01.6Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,26,53,2022-03-19T01:24:04Z,2700000,,,0,,W. Hernangomez REBOUND (Off:2 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,274.0,3.0,1.0,2.0,,,,,,,,,
276,PT04M38.00S,2022-03-19T01:24:10.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.51182654402102,60.29411764705882,1610612740,26,53,2022-03-19T01:24:15Z,2710000,51.0,8.0,1,right,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,5.22,Missed,,,,,,,,,,,,,,,,,,
277,PT04M36.00S,2022-03-19T01:24:12.6Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,26,53,2022-03-19T01:24:15Z,2720000,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,276.0,4.0,2.0,2.0,,,,,,,,,
278,PT04M33.00S,2022-03-19T01:24:15.4Z,2,REGULAR,turnover,lost ball,[],1629640,,,1610612759,26,53,2022-03-19T01:24:19Z,2730000,,,0,,K. Johnson lost ball TURNOVER (2 TO),"[1629640, 1629637]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,2.0,Hayes,1629637.0,,,,
279,PT04M33.00S,2022-03-19T01:24:15.4Z,2,REGULAR,steal,,[],1629637,,,1610612740,26,53,2022-03-19T01:24:17Z,2740000,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M19.00S,2022-03-19T01:24:32.4Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612740,26,53,2022-03-19T01:24:45Z,2750000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Hernangomez 2 FT),"[1627751, 1626195]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,201246.0,,,,,,,,,,1.0,0.0,Hernangomez,1626195.0
282,PT04M19.00S,2022-03-19T01:25:04.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626195,,,1610612740,26,54,2022-03-19T01:25:30Z,2770000,,,0,,W. Hernangomez Free Throw 1 of 2 (1 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
283,PT04M19.00S,2022-03-19T01:25:05.1Z,2,REGULAR,substitution,out,[],1629640,,,1610612740,26,54,2022-03-19T01:25:16Z,2780000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M19.00S,2022-03-19T01:25:05.1Z,2,REGULAR,substitution,out,[],1630200,,,1610612740,26,54,2022-03-19T01:25:16Z,2790000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M19.00S,2022-03-19T01:25:05.1Z,2,REGULAR,substitution,out,[],1630529,,,1610612740,26,54,2022-03-19T01:25:16Z,2800000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M19.00S,2022-03-19T01:25:05.1Z,2,REGULAR,substitution,in,[],1627749,,,1610612740,26,54,2022-03-19T01:25:16Z,2810000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M19.00S,2022-03-19T01:25:05.1Z,2,REGULAR,substitution,in,[],1629111,,,1610612740,26,54,2022-03-19T01:25:16Z,2820000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M19.00S,2022-03-19T01:25:05.1Z,2,REGULAR,substitution,in,[],1630230,,,1610612740,26,54,2022-03-19T01:25:16Z,2830000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M19.00S,2022-03-19T01:25:04.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626195,,,1610612740,26,54,2022-03-19T01:25:30Z,2840000,,,0,,MISS W. Hernangomez Free Throw 2 of 2,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Missed,,,,,,,,,,,,,,,,,,
290,PT04M16.00S,2022-03-19T01:25:07.1Z,2,REGULAR,rebound,defensive,[],1630563,,,1610612759,26,54,2022-03-19T01:25:30Z,2850000,,,0,,J. Primo REBOUND (Off:0 Def:2),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,289.0,2.0,2.0,0.0,,,,,,,,,
291,PT04M02.00S,2022-03-19T01:25:43.6Z,2,REGULAR,2pt,Jump Shot,[],1627749,19.136005256241788,24.019607843137255,1610612759,26,54,2022-03-19T01:25:47Z,2860000,130.0,127.0,1,left,MISS D. Murray 18' Jump Shot,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,18.19,Missed,,,,,,,,,,,,,,,,,,
292,PT03M59.00S,2022-03-19T01:25:46.6Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,26,54,2022-03-19T01:25:47Z,2870000,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,291.0,1.0,1.0,0.0,,,,,,,,,
293,PT03M58.00S,2022-03-19T01:25:57.1Z,2,REGULAR,violation,kicked ball,[],1630563,,,1610612740,26,54,2022-03-19T01:26:07Z,2880000,,,0,,J. Primo kicked ball VIOLATION,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,1363.0,,,,,,,,,,,,,
294,PT03M49.00S,2022-03-19T01:26:13.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626195,93.38042049934296,49.50980392156863,1610612740,26,56,2022-03-19T01:26:17Z,2890000,-2.0,10.0,1,right,W. Hernangomez DUNK (3 PTS) (N. Marshall 1 AST),"[1626195, 1630230]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,1.0,Made,3.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,,,
296,PT03M36.00S,2022-03-19T01:26:25.3Z,2,REGULAR,2pt,Jump Shot,[],1630170,5.469776609724048,73.0392156862745,1610612759,26,56,2022-03-19T01:26:29Z,2910000,-115.0,-1.0,1,left,MISS D. Vassell 11' fadeaway Shot,[1630170],1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,11.52,Missed,,,,,,,,,,,,,,,,,,
297,PT03M34.00S,2022-03-19T01:26:27.3Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,26,56,2022-03-19T01:26:29Z,2920000,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,296.0,2.0,2.0,0.0,,,,,,,,,
298,PT03M28.00S,2022-03-19T01:26:33.9Z,2,REGULAR,2pt,Jump Shot,[],203468,84.44480946123521,20.098039215686274,1610612740,26,58,2022-03-19T01:26:38Z,2930000,-150.0,94.0,1,right,C. McCollum 17' Jump Shot (13 PTS) (W. Hernangomez 2 AST),"[203468, 1626195]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,17.64,Made,13.0,W. Hernangomez,1626195.0,2.0,,,,,,,,,,,,,,
300,PT03M19.00S,2022-03-19T01:26:44.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,10.200394218134035,49.754901960784316,1610612759,28,58,2022-03-19T01:26:49Z,2950000,1.0,43.0,1,left,D. Murray driving Layup (8 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,4.34,Made,8.0,,,,,,,,,,,,,,,,,
301,PT03M19.00S,2022-03-19T01:26:46.9Z,2,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612759,28,58,2022-03-19T01:29:53Z,2960000,,,0,,J. Hayes shooting personal FOUL (2 PF) (Murray 1 FT),"[1629637, 1627749]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,1363.0,,,,,,,,,,2.0,0.0,Murray,1627749.0
303,PT03M19.00S,2022-03-19T01:27:05.0Z,2,REGULAR,substitution,out,[],1630170,,,1610612759,28,58,2022-03-19T01:27:15Z,2980000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M19.00S,2022-03-19T01:27:05.0Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,28,58,2022-03-19T01:27:15Z,2990000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M19.00S,2022-03-19T01:27:11.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,28,58,2022-03-19T01:27:15Z,3000000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M19.00S,2022-03-19T01:30:18.5Z,2,REGULAR,freethrow,1 of 1,[],1627749,,,1610612759,28,58,2022-03-19T01:30:20Z,3010000,,,0,,MISS D. Murray Free Throw 1 of 1,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Missed,,,,,,,,,,,,,,,,,,
307,PT03M16.00S,2022-03-19T01:30:21.5Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,28,58,2022-03-19T01:30:20Z,3020000,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,306.0,2.0,1.0,1.0,,,,,,,,,
308,PT02M58.00S,2022-03-19T01:30:38.1Z,2,REGULAR,3pt,Jump Shot,[],1630230,74.85216819973719,12.254901960784313,1610612740,28,58,2022-03-19T01:30:42Z,3030000,-189.0,184.0,1,right,MISS N. Marshall 26' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,
309,PT02M55.00S,2022-03-19T01:30:41.1Z,2,REGULAR,rebound,defensive,[],1630563,,,1610612759,28,58,2022-03-19T01:30:42Z,3040000,,,0,,J. Primo REBOUND (Off:0 Def:3),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,308.0,3.0,3.0,0.0,,,,,,,,,
310,PT02M48.00S,2022-03-19T01:30:47.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,4.681340341655716,94.85294117647058,1610612759,28,58,2022-03-19T01:30:52Z,3050000,-224.0,-8.0,1,left,MISS D. Murray 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,22.45,Missed,,,,,,,,,,,,,,,,,,
311,PT02M46.00S,2022-03-19T01:30:49.8Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612759,28,58,2022-03-19T01:30:49Z,3060000,,,0,,J. Landale REBOUND (Off:2 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,310.0,3.0,1.0,2.0,,,,,,,,,
312,PT02M41.00S,2022-03-19T01:30:57.4Z,2,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612759,28,58,2022-03-19T01:31:06Z,3070000,,,0,,D. Graham shooting personal FOUL (1 PF) (Jones 2 FT),"[1628984, 1630200]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,,,,,,,201246.0,,,,,,,,,,1.0,0.0,Jones,1630200.0
314,PT02M41.00S,2022-03-19T01:31:18.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630200,,,1610612759,29,58,2022-03-19T01:31:18Z,3090000,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
315,PT02M41.00S,2022-03-19T01:31:32.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630200,,,1610612759,30,58,2022-03-19T01:31:32Z,3100000,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
316,PT02M32.00S,2022-03-19T01:31:43.0Z,2,REGULAR,turnover,bad pass,[],1626195,,,1610612740,30,58,2022-03-19T01:31:49Z,3110000,,,0,,W. Hernangomez bad pass TURNOVER (1 TO),"[1626195, 1627749]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0,,,,
317,PT02M32.00S,2022-03-19T01:31:43.0Z,2,REGULAR,steal,,[],1627749,,,1610612759,30,58,2022-03-19T01:31:45Z,3120000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M27.00S,2022-03-19T01:31:48.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630200,7.966491458607096,96.07843137254902,1610612759,30,58,2022-03-19T01:31:54Z,3130000,-230.0,22.0,1,left,MISS T. Jones 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,
319,PT02M26.00S,2022-03-19T01:31:53.3Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,30,58,2022-03-19T01:31:53Z,3140000,,,0,,J. Poeltl REBOUND (Off:3 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,318.0,5.0,2.0,3.0,,,,,,,,,
320,PT02M26.00S,2022-03-19T01:31:53.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,32,58,2022-03-19T01:31:53Z,3150000,0.0,0.0,1,left,J. Poeltl putback Layup (2 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
321,PT02M26.00S,2022-03-19T01:31:54.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626195,,,1610612759,32,58,2022-03-19T01:32:12Z,3160000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Poeltl 1 FT),"[1626195, 1627751]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,1662.0,,,,,,,,,,1.0,0.0,Poeltl,1627751.0
323,PT02M26.00S,2022-03-19T01:32:23.5Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1627751,,,1610612759,33,58,2022-03-19T01:32:23Z,3180000,,,0,,J. Poeltl Free Throw 1 of 1 (3 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
324,PT02M05.00S,2022-03-19T01:32:47.1Z,2,REGULAR,3pt,Jump Shot,[],203468,68.9388961892247,65.44117647058823,1610612740,33,58,2022-03-19T01:32:53Z,3190000,77.0,239.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,
325,PT01M59.00S,2022-03-19T01:32:52.3Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,33,58,2022-03-19T01:32:52Z,3200000,,,0,,W. Hernangomez REBOUND (Off:3 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,324.0,4.0,1.0,3.0,,,,,,,,,
326,PT01M59.00S,2022-03-19T01:32:52.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,94.40999984741211,50.0,1610612740,33,60,2022-03-19T01:32:52Z,3210000,0.0,0.0,1,right,W. Hernangomez putback Layup (5 PTS),[1626195],1610612740.0,NOP,putback,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,
328,PT01M46.00S,2022-03-19T01:33:29.6Z,2,REGULAR,substitution,out,[],1630563,,,1610612759,33,60,2022-03-19T01:33:32Z,3230000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M46.00S,2022-03-19T01:33:29.6Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,33,60,2022-03-19T01:33:32Z,3240000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M43.00S,2022-03-19T01:33:53.5Z,2,REGULAR,jumpball,recovered,[],1627749,,,1610612759,33,60,2022-03-19T01:33:53Z,3250000,,,0,,Jump Ball J. Poeltl vs. W. Hernangomez: Tip to D. Murray,"[1627749, 1627751, 1626195]",1610612759.0,SAS,heldball,D. Murray,1627749.0,Murray,D. Murray,Poeltl,1627751.0,Hernangomez,1626195.0,,,,,,,,,,,,,,,,,,,,
333,PT01M36.00S,2022-03-19T01:33:59.6Z,2,REGULAR,3pt,Jump Shot,[],1629111,24.917871222076215,17.647058823529413,1610612759,33,60,2022-03-19T01:34:06Z,3280000,162.0,182.0,1,left,MISS J. Landale 24' 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,24.33,Missed,,,,,,,,,,,,,,,,,,
334,PT01M32.00S,2022-03-19T01:34:03.6Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,33,60,2022-03-19T01:34:06Z,3290000,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,333.0,3.0,3.0,0.0,,,,,,,,,
335,PT01M18.00S,2022-03-19T01:34:17.1Z,2,REGULAR,3pt,Jump Shot,[],1628984,75.50919842312747,86.02941176470588,1610612740,33,60,2022-03-19T01:37:56Z,3300000,180.0,178.0,1,right,MISS D. Graham 25' step back 3PT,[1628984],1610612740.0,NOP,step back,,,Graham,D. Graham,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,
336,PT01M16.00S,2022-03-19T01:34:19.1Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,33,60,2022-03-19T01:34:22Z,3310000,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,335.0,5.0,5.0,0.0,,,,,,,,,
337,PT01M08.00S,2022-03-19T01:34:28.3Z,2,REGULAR,2pt,Jump Shot,[],1627749,16.90210249671485,28.186274509803923,1610612759,33,60,2022-03-19T01:34:32Z,3320000,109.0,106.0,1,left,MISS D. Murray 15' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,15.24,Missed,,,,,,,,,,,,,,,,,,
338,PT01M05.00S,2022-03-19T01:34:31.3Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,33,60,2022-03-19T01:34:32Z,3330000,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,337.0,3.0,2.0,1.0,,,,,,,,,
339,PT00M59.20S,2022-03-19T01:34:38.7Z,2,REGULAR,2pt,Jump Shot,[],203468,85.89027595269383,20.098039215686274,1610612740,33,62,2022-03-19T01:34:44Z,3340000,-150.0,80.0,1,right,C. McCollum 16' step back Jump Shot (15 PTS),[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,16.96,Made,15.0,,,,,,,,,,,,,,,,,
340,PT00M35.20S,2022-03-19T01:35:05.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,14.273981603153747,50.73529411764706,1610612759,33,62,2022-03-19T01:35:10Z,3350000,-4.0,82.0,1,left,MISS T. Jones 8' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,8.18,Missed,,,,,,,,,,,,,,,,,,
341,PT00M32.70S,2022-03-19T01:35:08.3Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,33,62,2022-03-19T01:35:08Z,3360000,,,0,,W. Hernangomez REBOUND (Off:3 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,340.0,5.0,2.0,3.0,,,,,,,,,
342,PT00M26.10S,2022-03-19T01:35:15.0Z,2,REGULAR,3pt,Jump Shot,[],203468,66.17936925098554,48.77450980392157,1610612740,33,62,2022-03-19T01:35:19Z,3370000,-6.0,265.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
343,PT00M23.70S,2022-03-19T01:35:17.3Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,33,62,2022-03-19T01:35:17Z,3380000,,,0,,D. Murray REBOUND (Off:0 Def:6),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,342.0,6.0,6.0,0.0,,,,,,,,,
344,PT00M06.50S,2022-03-19T01:35:34.5Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612759,33,62,2022-03-19T01:35:40Z,3390000,,,0,,D. Murray lost ball TURNOVER (2 TO),"[1627749, 1628984]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,2.0,Graham,1628984.0,,,,
345,PT00M06.50S,2022-03-19T01:35:34.5Z,2,REGULAR,steal,,[],1628984,,,1610612740,33,62,2022-03-19T01:35:36Z,3400000,,,0,,D. Graham STEAL (2 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M02.70S,2022-03-19T01:35:39.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630230,93.24901445466492,50.98039215686274,1610612740,33,64,2022-03-19T01:35:46Z,3410000,5.0,11.0,1,right,N. Marshall cutting DUNK (4 PTS) (C. McCollum 3 AST),"[1630230, 203468]",1610612740.0,NOP,cutting,,,Marshall,N. Marshall,,,,,1.2,Made,4.0,C. McCollum,203468.0,3.0,,,,,,,,,,,,,,
348,PT00M00.00S,2022-03-19T01:35:45.9Z,2,REGULAR,3pt,Jump Shot,[],1630170,31.882391590013142,29.65686274509804,1610612759,33,64,2022-03-19T01:35:51Z,3430000,102.0,247.0,1,left,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,
349,PT00M00.00S,2022-03-19T01:35:47.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,33,64,2022-03-19T01:35:47Z,3440000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,348.0,,,,,,,,,,,,
350,PT00M00.00S,2022-03-19T01:35:48.9Z,2,REGULAR,period,end,[],0,,,1610612759,33,64,2022-03-19T01:35:48Z,3450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
