actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT05M13.00S,2022-03-19T00:52:04.0Z,1,REGULAR,substitution,in,[],1630631,,,1610612759,7,20,2022-03-19T00:52:07Z,860000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M01.00S,2022-03-19T00:52:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.389618922470433,49.50980392156863,1610612759,7,20,2022-03-19T00:52:29Z,870000,2.0,8.0,1,left,MISS K. Johnson Layup,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,
89,PT04M58.00S,2022-03-19T00:52:26.8Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,7,20,2022-03-19T00:52:29Z,880000,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,
90,PT04M46.00S,2022-03-19T00:52:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626195,92.85479632063075,37.00980392156863,1610612740,7,20,2022-03-19T00:52:45Z,890000,-65.0,15.0,1,right,MISS W. Hernangomez 6' turnaround Shot - blocked,"[1626195, 1628380]",1610612740.0,NOP,turnaround,,,Hernangomez,W. Hernangomez,,,,,6.66,Missed,,,,,,,,,,Collins,1628380.0,,,,,,,
91,PT04M46.00S,2022-03-19T00:52:38.9Z,1,REGULAR,block,,[],1628380,,,1610612740,7,20,2022-03-19T00:52:42Z,900000,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M46.00S,2022-03-19T00:52:38.9Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,7,20,2022-03-19T00:52:45Z,910000,,,0,,J. Hayes REBOUND (Off:2 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,90.0,2.0,0.0,2.0,,,,,,,,,
93,PT04M46.00S,2022-03-19T00:52:45.4Z,1,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612740,7,20,2022-03-19T00:53:07Z,920000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Hayes 2 FT),"[1629640, 1629637]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,,,,,,,1363.0,,,,,,,,,,1.0,0.0,Hayes,1629637.0
95,PT04M46.00S,2022-03-19T00:53:08.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629637,,,1610612740,7,21,2022-03-19T00:53:08Z,940000,,,0,,J. Hayes Free Throw 1 of 2 (5 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
96,PT04M46.00S,2022-03-19T00:53:10.0Z,1,REGULAR,substitution,out,[],1629640,,,1610612740,7,21,2022-03-19T00:53:16Z,950000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M46.00S,2022-03-19T00:53:10.0Z,1,REGULAR,substitution,out,[],1630170,,,1610612740,7,21,2022-03-19T00:53:16Z,960000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M46.00S,2022-03-19T00:53:10.0Z,1,REGULAR,substitution,in,[],1630563,,,1610612740,7,21,2022-03-19T00:53:16Z,970000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M46.00S,2022-03-19T00:53:10.0Z,1,REGULAR,substitution,in,[],1629111,,,1610612740,7,21,2022-03-19T00:53:16Z,980000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M46.00S,2022-03-19T00:53:28.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629637,,,1610612740,7,22,2022-03-19T00:53:28Z,990000,,,0,,J. Hayes Free Throw 2 of 2 (6 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
101,PT04M27.00S,2022-03-19T00:53:48.6Z,1,REGULAR,3pt,Jump Shot,[],1629111,4.812746386333772,94.85294117647058,1610612759,7,22,2022-03-19T00:53:54Z,1000000,-224.0,-7.0,1,left,MISS J. Landale 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,
102,PT04M24.00S,2022-03-19T00:53:51.6Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,7,22,2022-03-19T00:53:54Z,1010000,,,0,,J. Hayes REBOUND (Off:2 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,101.0,3.0,1.0,2.0,,,,,,,,,
103,PT04M24.00S,2022-03-19T00:53:53.6Z,1,REGULAR,foul,personal,[],1629022,,,1610612740,7,22,2022-03-19T00:54:04Z,1020000,,,0,,L. Walker IV personal FOUL (1 PF),"[1629022, 1629637]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,201246.0,,,,,,,,,,1.0,0.0,Hayes,1629637.0
105,PT04M24.00S,2022-03-19T00:53:59.9Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,7,22,2022-03-19T00:54:03Z,1040000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M24.00S,2022-03-19T00:53:59.9Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,7,22,2022-03-19T00:54:03Z,1050000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M15.00S,2022-03-19T00:54:18.9Z,1,REGULAR,3pt,Jump Shot,[],203468,69.72733245729303,70.58823529411765,1610612740,7,22,2022-03-19T00:54:24Z,1060000,103.0,232.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,
108,PT04M11.00S,2022-03-19T00:54:22.9Z,1,REGULAR,rebound,defensive,[],1630563,,,1610612759,7,22,2022-03-19T00:54:24Z,1070000,,,0,,J. Primo REBOUND (Off:0 Def:1),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,
110,PT04M07.00S,2022-03-19T00:54:27.3Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,7,22,2022-03-19T00:54:35Z,1090000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1630631]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0,,,,
111,PT04M07.00S,2022-03-19T00:54:27.3Z,1,REGULAR,steal,,[],1630631,,,1610612740,7,22,2022-03-19T00:54:32Z,1100000,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M00.00S,2022-03-19T00:54:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,92.06636005256242,50.98039215686274,1610612740,7,24,2022-03-19T00:54:42Z,1110000,5.0,22.0,1,right,N. Marshall running Layup (2 PTS) (J. Alvarado 1 AST),"[1630230, 1630631]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,2.26,Made,2.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,,
114,PT03M50.00S,2022-03-19T00:54:43.8Z,1,REGULAR,turnover,bad pass,[],1630563,,,1610612759,7,24,2022-03-19T00:54:51Z,1130000,,,0,,J. Primo bad pass TURNOVER (1 TO),"[1630563, 203468]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,1.0,McCollum,203468.0,,,,
115,PT03M50.00S,2022-03-19T00:54:43.8Z,1,REGULAR,steal,,[],203468,,,1610612740,7,24,2022-03-19T00:54:46Z,1140000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M46.00S,2022-03-19T00:54:48.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203468,86.41590013140605,49.50980392156863,1610612740,7,24,2022-03-19T01:39:12Z,1150000,-2.0,75.0,1,right,MISS C. McCollum 7' floating Shot,[203468],1610612740.0,NOP,floating,,,McCollum,C. McCollum,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,
117,PT03M43.00S,2022-03-19T00:54:50.8Z,1,REGULAR,rebound,offensive,[],1630631,,,1610612740,7,24,2022-03-19T00:54:50Z,1160000,,,0,,J. Alvarado REBOUND (Off:1 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,116.0,1.0,0.0,1.0,,,,,,,,,
118,PT03M36.00S,2022-03-19T00:54:57.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629637,94.82588699080158,4.411764705882353,1610612740,7,27,2022-03-19T00:55:05Z,1170000,-228.0,-4.0,1,right,J. Hayes 3PT  (9 PTS) (J. Alvarado 2 AST),"[1629637, 1630631]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,22.79,Made,9.0,J. Alvarado,1630631.0,2.0,,,,,,,,,,,,,,
120,PT03M34.00S,2022-03-19T00:55:03.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,7,27,2022-03-19T00:55:03Z,1190000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M34.00S,2022-03-19T00:58:08.2Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612759,7,27,2022-03-19T00:58:08Z,1200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M17.00S,2022-03-19T00:59:03.0Z,1,REGULAR,turnover,lost ball,[],1628380,,,1610612759,7,27,2022-03-19T00:59:24Z,1210000,,,0,,Z. Collins lost ball TURNOVER (1 TO),"[1628380, 1630230]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,1.0,Marshall,1630230.0,,,,
123,PT03M17.00S,2022-03-19T00:59:03.0Z,1,REGULAR,steal,,[],1630230,,,1610612740,7,27,2022-03-19T00:59:06Z,1220000,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M11.00S,2022-03-19T00:59:09.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,66.5735873850197,45.34313725490196,1610612740,7,27,2022-03-19T00:59:27Z,1230000,-23.0,262.0,1,right,MISS N. Marshall 26' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,
125,PT03M07.00S,2022-03-19T00:59:12.4Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,7,27,2022-03-19T00:59:12Z,1240000,,,0,,W. Hernangomez REBOUND (Off:1 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,124.0,1.0,0.0,1.0,,,,,,,,,
126,PT03M04.00S,2022-03-19T00:59:16.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203468,84.31340341655716,94.6078431372549,1610612740,7,30,2022-03-19T00:59:31Z,1250000,223.0,95.0,1,right,C. McCollum 24' 3PT  (5 PTS) (W. Hernangomez 1 AST),"[203468, 1626195]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,24.24,Made,5.0,W. Hernangomez,1626195.0,1.0,,,,,,,,,,,,,,
128,PT02M48.00S,2022-03-19T00:59:31.8Z,1,REGULAR,3pt,Jump Shot,[],1628380,32.933639947437584,52.450980392156865,1610612759,7,30,2022-03-19T00:59:38Z,1270000,-12.0,257.0,1,left,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,
129,PT02M46.00S,2022-03-19T00:59:33.8Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,7,30,2022-03-19T00:59:38Z,1280000,,,0,,J. Hayes REBOUND (Off:2 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,128.0,4.0,2.0,2.0,,,,,,,,,
130,PT02M33.00S,2022-03-19T00:59:47.8Z,1,REGULAR,3pt,Jump Shot,[],1630631,76.82325886990802,11.029411764705882,1610612740,7,30,2022-03-19T00:59:54Z,1290000,-195.0,165.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,
131,PT02M31.00S,2022-03-19T00:59:49.8Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612759,7,30,2022-03-19T00:59:54Z,1300000,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,
132,PT02M29.00S,2022-03-19T00:59:56.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,7,30,2022-03-19T00:59:56Z,1310000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M29.00S,2022-03-19T01:00:54.5Z,1,REGULAR,substitution,out,[],1629022,,,1610612759,7,30,2022-03-19T01:00:57Z,1320000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M29.00S,2022-03-19T01:00:54.5Z,1,REGULAR,substitution,in,[],1627749,,,1610612759,7,30,2022-03-19T01:00:57Z,1330000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M29.00S,2022-03-19T01:01:23.2Z,1,REGULAR,substitution,out,[],203468,,,1610612759,7,30,2022-03-19T01:01:29Z,1340000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M29.00S,2022-03-19T01:01:23.2Z,1,REGULAR,substitution,in,[],1627820,,,1610612759,7,30,2022-03-19T01:01:29Z,1350000,,,0,,SUB in: T. Wallace,[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M21.00S,2022-03-19T01:01:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.521024967148489,49.26470588235294,1610612759,7,30,2022-03-19T01:01:49Z,1360000,4.0,9.0,1,left,MISS T. Jones driving Layup - blocked,"[1630200, 1626195]",1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,0.95,Missed,,,,,,,,,,Hernangomez,1626195.0,,,,,,,
138,PT02M21.00S,2022-03-19T01:01:42.6Z,1,REGULAR,block,,[],1626195,,,1610612759,7,30,2022-03-19T01:01:45Z,1370000,,,0,,W. Hernangomez BLOCK (1 BLK),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M21.00S,2022-03-19T01:01:42.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,7,30,2022-03-19T01:01:49Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,
140,PT02M21.00S,2022-03-19T01:01:47.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,7,30,2022-03-19T01:01:47Z,1390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M15.00S,2022-03-19T01:02:07.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,7,30,2022-03-19T01:02:07Z,1400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M09.00S,2022-03-19T01:02:25.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628380,26.49474375821288,41.17647058823529,1610612759,7,30,2022-03-19T01:02:31Z,1410000,44.0,197.0,1,left,MISS Z. Collins 20' Jump Shot,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,20.15,Missed,,,,,,,,,,,,,,,,,,
143,PT02M06.00S,2022-03-19T01:02:28.8Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,7,30,2022-03-19T01:02:31Z,1420000,,,0,,J. Hayes REBOUND (Off:2 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,142.0,5.0,3.0,2.0,,,,,,,,,
144,PT01M49.00S,2022-03-19T01:02:45.1Z,1,REGULAR,2pt,Jump Shot,[],1629637,81.94809461235218,69.11764705882352,1610612740,7,30,2022-03-19T01:02:49Z,1430000,96.0,117.0,1,right,MISS J. Hayes 15' Jump Shot,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,15.12,Missed,,,,,,,,,,,,,,,,,,
145,PT01M47.00S,2022-03-19T01:02:47.1Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,7,30,2022-03-19T01:02:49Z,1440000,,,0,,W. Hernangomez REBOUND (Off:2 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,144.0,2.0,0.0,2.0,,,,,,,,,
146,PT01M43.00S,2022-03-19T01:02:51.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629637,74.32654402102497,80.88235294117648,1610612740,7,33,2022-03-19T01:02:58Z,1450000,154.0,189.0,1,right,J. Hayes 24' 3PT  (12 PTS) (T. Wallace 1 AST),"[1629637, 1627820]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,24.39,Made,12.0,T. Wallace,1627820.0,1.0,,,,,,,,,,,,,,
148,PT01M24.00S,2022-03-19T01:03:12.9Z,1,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,7,33,2022-03-19T01:03:19Z,1470000,,,0,,Z. Collins bad pass out-of-bounds TURNOVER (2 TO),[1628380],1610612759.0,SAS,bad pass,,,Collins,Z. Collins,,,,,,,,,,,1363.0,,,,,,,2.0,,,,,,
149,PT01M24.00S,2022-03-19T01:03:16.5Z,1,REGULAR,substitution,out,[],1628380,,,1610612740,7,33,2022-03-19T01:03:21Z,1480000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M24.00S,2022-03-19T01:03:16.5Z,1,REGULAR,substitution,in,[],1629640,,,1610612740,7,33,2022-03-19T01:03:21Z,1490000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M06.00S,2022-03-19T01:03:45.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,94.03745072273325,50.49019607843137,1610612740,7,33,2022-03-19T01:03:52Z,1500000,2.0,4.0,1,right,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,0.43,Missed,,,,,,,,,,,,,,,,,,
152,PT01M04.00S,2022-03-19T01:03:47.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,7,33,2022-03-19T01:03:52Z,1510000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,,
153,PT00M59.70S,2022-03-19T01:03:52.1Z,1,REGULAR,3pt,Jump Shot,[],1629640,21.369908015768726,8.088235294117647,1610612759,7,33,2022-03-19T01:03:57Z,1520000,210.0,148.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
154,PT00M59.70S,2022-03-19T01:03:52.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,7,33,2022-03-19T01:03:57Z,1530000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,
155,PT00M59.70S,2022-03-19T01:03:58.1Z,1,REGULAR,foul,personal,[],1629111,,,1610612740,7,33,2022-03-19T01:04:30Z,1540000,,,0,,J. Landale loose ball personal FOUL (1 PF),"[1629111, 1629637]",1610612759.0,SAS,loose ball,,,Landale,J. Landale,,,,,,,,,,,1363.0,,,,,,,,,,1.0,0.0,Hayes,1629637.0
157,PT00M44.40S,2022-03-19T01:04:21.9Z,1,REGULAR,2pt,Layup,[],1626195,92.19776609724047,65.93137254901961,1610612740,7,33,2022-03-19T01:04:26Z,1560000,80.0,21.0,1,right,MISS W. Hernangomez 8' Layup,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,8.24,Missed,,,,,,,,,,,,,,,,,,
158,PT00M42.20S,2022-03-19T01:04:24.1Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,7,33,2022-03-19T01:04:26Z,1570000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,157.0,3.0,3.0,0.0,,,,,,,,,
159,PT00M32.70S,2022-03-19T01:04:33.5Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,7,33,2022-03-19T01:04:39Z,1580000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1630631]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0,,,,
160,PT00M32.70S,2022-03-19T01:04:33.5Z,1,REGULAR,steal,,[],1630631,,,1610612740,7,33,2022-03-19T01:04:35Z,1590000,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M28.00S,2022-03-19T01:04:39.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630230,93.51182654402102,48.77450980392157,1610612740,7,33,2022-03-19T01:04:55Z,1600000,-6.0,8.0,1,right,MISS N. Marshall driving Layup - blocked,"[1630230, 1630563]",1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,1.05,Missed,,,,,,,,,,Primo,1630563.0,,,,,,,
162,PT00M28.00S,2022-03-19T01:04:39.2Z,1,REGULAR,block,,[],1630563,,,1610612740,7,33,2022-03-19T01:04:41Z,1610000,,,0,,J. Primo BLOCK (1 BLK),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M28.00S,2022-03-19T01:04:39.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,7,33,2022-03-19T01:04:43Z,1620000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,,
164,PT00M28.00S,2022-03-19T01:04:43.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,7,33,2022-03-19T01:04:43Z,1630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M21.50S,2022-03-19T01:05:02.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630631,88.51839684625493,44.6078431372549,1610612740,7,35,2022-03-19T01:05:08Z,1640000,-27.0,55.0,1,right,J. Alvarado 6' floating Jump Shot (2 PTS),[1630631],1610612740.0,NOP,floating,,,Alvarado,J. Alvarado,,,,,6.16,Made,2.0,,,,,,,,,,,,,,,,,
166,PT00M03.60S,2022-03-19T01:05:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,6.521024967148489,49.754901960784316,1610612759,9,35,2022-03-19T01:05:30Z,1650000,1.0,9.0,1,left,J. Primo driving finger roll Layup (2 PTS),[1630563],1610612759.0,SAS,driving finger roll,,,Primo,J. Primo,,,,,0.89,Made,2.0,,,,,,,,,,,,,,,,,
167,PT00M03.60S,2022-03-19T01:05:28.4Z,1,REGULAR,foul,personal,['1freethrow'],1630631,,,1610612759,9,35,2022-03-19T01:05:36Z,1660000,,,0,,J. Alvarado shooting personal FOUL (1 PF) (Primo 1 FT),"[1630631, 1630563]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,,,,,,,1363.0,,,,,,,,,,1.0,0.0,Primo,1630563.0
169,PT00M03.60S,2022-03-19T01:05:52.8Z,1,REGULAR,freethrow,1 of 1,[],1630563,,,1610612759,10,35,2022-03-19T01:05:52Z,1680000,,,0,,J. Primo Free Throw 1 of 1 (3 PTS),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
170,PT00M01.20S,2022-03-19T01:06:03.7Z,1,REGULAR,turnover,bad pass,[],1629637,,,1610612740,10,35,2022-03-19T01:06:08Z,1690000,,,0,,J. Hayes bad pass TURNOVER (1 TO),"[1629637, 1629640]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,1.0,Johnson,1629640.0,,,,
171,PT00M01.20S,2022-03-19T01:06:03.7Z,1,REGULAR,steal,,[],1629640,,,1610612759,10,35,2022-03-19T01:06:05Z,1700000,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2022-03-19T01:06:07.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,40.55519053876478,85.7843137254902,1610612759,10,35,2022-03-19T01:06:14Z,1710000,-179.0,329.0,1,left,MISS K. Johnson 37' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,37.42,Missed,,,,,,,,,,,,,,,,,,
173,PT00M00.00S,2022-03-19T01:06:07.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,10,35,2022-03-19T01:06:14Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,
