actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
42,PT08M26.00S,2021-11-13T01:47:59.4Z,1,REGULAR,2pt,Jump Shot,[],1629029,21.632720105124836,66.91176470588235,1610612742,9,6,2021-11-13T01:48:04Z,420000,-85.0,151.0,1,left,MISS L. Doncic 17' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,Missed,,17.29,,,,,,,,,,,,
43,PT08M23.00S,2021-11-13T01:48:02.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,9,6,2021-11-13T01:48:04Z,430000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,
44,PT08M17.00S,2021-11-13T01:48:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.24901445466492,51.470588235294116,1610612759,11,6,2021-11-13T01:48:16Z,440000,7.0,11.0,1,right,D. Murray driving Layup (2 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,,,,,,Made,2.0,1.33,,,,,,,,,,,,
45,PT08M01.00S,2021-11-13T01:48:24.2Z,1,REGULAR,3pt,Jump Shot,[],203501,27.808804204993432,19.362745098039216,1610612742,11,6,2021-11-13T01:48:33Z,450000,153.0,209.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Missed,,25.91,,,,,,,,,,,,
46,PT08M00.00S,2021-11-13T01:48:30.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,11,6,2021-11-13T01:48:30Z,460000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,
47,PT08M00.00S,2021-11-13T01:48:31.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,11,6,2021-11-13T01:48:31Z,470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M57.00S,2021-11-13T01:48:43.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",204001,10.988830486202366,49.754901960784316,1610612742,11,8,2021-11-13T01:48:54Z,480000,1.0,51.0,1,left,K. Porzingis turnaround Jump Shot (4 PTS) (L. Doncic 2 AST),"[204001, 1629029]",1610612742.0,DAL,turnaround,,,Porzingis,K. Porzingis,,,,,,,,,,Made,4.0,5.08,,,,,L. Doncic,1629029.0,2.0,,,,,
50,PT07M39.00S,2021-11-13T01:49:02.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,93.11760840998686,51.71568627450981,1610612759,11,8,2021-11-13T01:49:16Z,500000,9.0,12.0,1,right,MISS D. Eubanks Hook - blocked,"[1629234, 1627827]",1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,Missed,,1.49,,,,,,,,,Finney-Smith,1627827.0,,
52,PT07M39.00S,2021-11-13T01:49:02.2Z,1,REGULAR,block,,[],1627827,,,1610612759,11,8,2021-11-13T01:49:16Z,505000,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M36.00S,2021-11-13T01:49:05.2Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,11,8,2021-11-13T01:49:16Z,510000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,
53,PT07M32.00S,2021-11-13T01:49:11.6Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612742,11,8,2021-11-13T01:49:29Z,520000,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Hardaway Jr. 2 FT),"[1629234, 203501]",1610612759.0,SAS,shooting,,,Eubanks,D. Eubanks,,,,,1179.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,,,
55,PT07M32.00S,2021-11-13T01:49:50.3Z,1,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,11,9,2021-11-13T01:50:17Z,540000,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (3 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
56,PT07M32.00S,2021-11-13T01:49:51.4Z,1,REGULAR,substitution,out,[],1629234,,,1610612742,11,9,2021-11-13T01:49:56Z,550000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M32.00S,2021-11-13T01:49:51.4Z,1,REGULAR,substitution,in,[],201152,,,1610612742,11,9,2021-11-13T01:49:56Z,560000,,,0,,SUB in: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M32.00S,2021-11-13T01:49:50.3Z,1,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,11,9,2021-11-13T01:50:17Z,570000,,,0,,MISS T. Hardaway Jr. Free Throw 2 of 2,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,
59,PT07M29.00S,2021-11-13T01:49:53.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,11,9,2021-11-13T01:50:17Z,580000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,58.0,3.0,3.0,0.0,,,,,,,,
60,PT07M15.00S,2021-11-13T01:50:30.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,68.41327201051249,73.52941176470588,1610612759,14,9,2021-11-13T01:50:35Z,590000,118.0,244.0,1,right,D. White 27' 3PT  (3 PTS) (T. Young 1 AST),"[1628401, 201152]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Made,3.0,27.12,,,,,T. Young,201152.0,1.0,,,,,
62,PT06M56.00S,2021-11-13T01:50:48.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,28.07161629434954,78.43137254901961,1610612742,14,9,2021-11-13T01:51:58Z,610000,-142.0,211.0,1,left,MISS L. Doncic 25' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,,,Missed,,25.48,,,,,,,,,,,,
63,PT06M53.00S,2021-11-13T01:50:51.8Z,1,REGULAR,rebound,offensive,[],204001,,,1610612742,14,9,2021-11-13T01:50:56Z,620000,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,
64,PT06M50.00S,2021-11-13T01:50:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,5.995400788436268,54.65686274509803,1610612742,14,11,2021-11-13T01:51:03Z,630000,-23.0,4.0,1,left,K. Porzingis Layup (6 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Made,6.0,2.36,,,,,,,,,,,,
65,PT06M42.00S,2021-11-13T01:51:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.51182654402102,53.18627450980392,1610612759,16,11,2021-11-13T01:51:10Z,640000,16.0,8.0,1,right,D. Murray driving Layup (4 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,,,,,,Made,4.0,1.8,,,,,,,,,,,,
66,PT06M26.00S,2021-11-13T01:51:22.2Z,1,REGULAR,foul,personal,[],203926,,,1610612742,16,11,2021-11-13T01:51:35Z,650000,,,0,,D. McDermott personal FOUL (1 PF),"[203926, 204001]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,1179.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
68,PT06M26.00S,2021-11-13T01:51:33.6Z,1,REGULAR,substitution,out,[],204001,,,1610612742,16,11,2021-11-13T01:51:40Z,670000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2021-11-13T01:51:33.6Z,1,REGULAR,substitution,out,[],203501,,,1610612742,16,11,2021-11-13T01:51:40Z,680000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M26.00S,2021-11-13T01:51:33.6Z,1,REGULAR,substitution,in,[],203493,,,1610612742,16,11,2021-11-13T01:51:40Z,690000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M26.00S,2021-11-13T01:51:33.6Z,1,REGULAR,substitution,in,[],1628973,,,1610612742,16,11,2021-11-13T01:51:40Z,700000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M13.00S,2021-11-13T01:51:59.4Z,1,REGULAR,3pt,Jump Shot,[],203493,6.1268068331143235,96.81372549019608,1610612742,16,11,2021-11-13T01:52:05Z,710000,-234.0,5.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,23.42,,,,,,,,,,,,
73,PT06M11.00S,2021-11-13T01:52:01.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,16,11,2021-11-13T01:52:05Z,720000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,
74,PT06M08.00S,2021-11-13T01:52:05.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,71.17279894875165,77.94117647058823,1610612759,16,11,2021-11-13T01:52:10Z,730000,140.0,218.0,1,right,MISS D. White 25' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Missed,,25.93,,,,,,,,,,,,
75,PT06M05.00S,2021-11-13T01:52:08.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,16,11,2021-11-13T01:52:10Z,740000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,
76,PT05M57.00S,2021-11-13T01:52:16.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629029,6.652431011826544,50.98039215686274,1610612742,16,13,2021-11-13T01:52:23Z,750000,-5.0,10.0,1,left,L. Doncic driving DUNK (4 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,,,,,Made,4.0,1.11,,,,,,,,,,,,
77,PT05M43.00S,2021-11-13T01:52:30.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203926,93.24901445466492,51.9607843137255,1610612759,16,13,2021-11-13T01:52:38Z,760000,10.0,11.0,1,right,MISS D. McDermott driving Layup - blocked,"[203926, 203939]",1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,,,,,,Missed,,1.47,,,,,,,,,Powell,203939.0,,
78,PT05M43.00S,2021-11-13T01:52:30.0Z,1,REGULAR,block,,[],203939,,,1610612759,16,13,2021-11-13T01:52:32Z,770000,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M39.00S,2021-11-13T01:52:34.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,16,13,2021-11-13T01:52:38Z,780000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,77.0,3.0,3.0,0.0,,,,,,,,
80,PT05M17.00S,2021-11-13T01:52:55.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,26.757555847568987,84.06862745098039,1610612742,16,16,2021-11-13T01:53:03Z,790000,-170.0,199.0,1,left,L. Doncic 26' 3PT pullup (7 PTS) (D. Finney-Smith 2 AST),"[1629029, 1627827]",1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,,,Made,7.0,26.19,,,,,D. Finney-Smith,1627827.0,2.0,,,,,
82,PT05M07.00S,2021-11-13T01:53:08.9Z,1,REGULAR,foul,personal,[],203493,,,1610612759,16,16,2021-11-13T01:53:17Z,810000,,,0,,R. Bullock personal FOUL (1 PF),"[203493, 1628401]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,1628172.0,1.0,0.0,White,1628401.0,,,,,,,,,,,,,,,
84,PT05M07.00S,2021-11-13T01:53:15.5Z,1,REGULAR,substitution,out,[],1628401,,,1610612759,16,16,2021-11-13T01:53:21Z,830000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M07.00S,2021-11-13T01:53:15.5Z,1,REGULAR,substitution,out,[],203926,,,1610612759,16,16,2021-11-13T01:53:21Z,840000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M07.00S,2021-11-13T01:53:15.5Z,1,REGULAR,substitution,out,[],203939,,,1610612759,16,16,2021-11-13T01:53:21Z,850000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M07.00S,2021-11-13T01:53:15.5Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,16,16,2021-11-13T01:53:21Z,860000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M07.00S,2021-11-13T01:53:15.5Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,16,16,2021-11-13T01:53:21Z,870000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M07.00S,2021-11-13T01:53:15.5Z,1,REGULAR,substitution,in,[],1626161,,,1610612759,16,16,2021-11-13T01:53:21Z,880000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M56.00S,2021-11-13T01:53:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,82.47371879106439,53.18627450980392,1610612759,16,16,2021-11-13T01:53:53Z,890000,16.0,112.0,1,right,MISS D. Murray 11' driving floating Shot,[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,,,,,,Missed,,11.33,,,,,,,,,,,,
