actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
19,PT10M41.00S,2022-01-13T01:41:43.7Z,1,REGULAR,3pt,Jump Shot,[],1626174,31.488173455978973,62.745098039215684,1610612745,5,8,2022-01-13T01:41:49Z,190000,-64.0,243.0,1,left,C. Wood 25' 3PT  (5 PTS) (J. Green 1 AST),"[1626174, 1630224]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,25.17,Made,5.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,,
21,PT10M20.00S,2022-01-13T01:42:07.4Z,1,REGULAR,turnover,out-of-bounds,[],1629022,,,1610612759,5,8,2022-01-13T01:42:15Z,210000,,,0,,L. Walker IV lost ball out-of-bounds TURNOVER (1 TO),[1629022],1610612759.0,SAS,lost ball,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,204059.0,1.0,,,,,,,
22,PT10M13.00S,2022-01-13T01:42:21.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,26.363337713534822,11.27450980392157,1610612745,5,8,2022-01-13T01:42:26Z,220000,194.0,195.0,1,left,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,27.5,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M08.00S,2022-01-13T01:42:26.1Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,5,8,2022-01-13T01:42:26Z,230000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,22.0,2.0,1.0,1.0,,,,,,,,,
24,PT10M01.00S,2022-01-13T01:42:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,94.30026281208936,43.627450980392155,1610612759,7,8,2022-01-13T01:42:37Z,240000,-32.0,1.0,1,right,K. Bates-Diop Layup (2 PTS) (D. Murray 2 AST),"[1628966, 1627749]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,3.19,Made,2.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,,
26,PT09M46.00S,2022-01-13T01:42:47.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630256,6.521024967148489,64.4607843137255,1610612745,7,10,2022-01-13T01:42:53Z,260000,-72.0,9.0,1,left,J. Tate 7' turnaround bank Jump Shot (2 PTS),[1630256],1610612745.0,HOU,turnaround bank,,,Tate,J. Tate,,,,,7.28,Made,2.0,,,,,,,,,,,,,,,,,,
27,PT09M34.00S,2022-01-13T01:43:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,94.43166885676742,44.6078431372549,1610612759,9,10,2022-01-13T01:43:07Z,270000,-27.0,0.0,1,right,D. Murray driving finger roll Layup (2 PTS),[1627749],1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,2.7,Made,2.0,,,,,,,,,,,,,,,,,,
28,PT09M20.00S,2022-01-13T01:43:16.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,9,10,2022-01-13T01:43:16Z,280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M16.00S,2022-01-13T01:43:29.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,21.895532194480946,90.68627450980392,1610612745,9,10,2022-01-13T01:43:34Z,290000,-203.0,153.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M13.00S,2022-01-13T01:43:32.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,9,10,2022-01-13T01:43:31Z,300000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,
31,PT09M07.00S,2022-01-13T01:43:38.3Z,1,REGULAR,2pt,Jump Shot,[],1629022,77.61169513797634,66.17647058823529,1610612759,9,10,2022-01-13T01:44:47Z,310000,81.0,158.0,1,right,MISS L. Walker IV 17' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,17.75,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M04.00S,2022-01-13T01:43:41.3Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,9,10,2022-01-13T01:43:42Z,320000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,
33,PT09M01.00S,2022-01-13T01:43:44.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,6.389618922470433,52.450980392156865,1610612745,9,12,2022-01-13T01:43:54Z,330000,-12.0,8.0,1,left,J. Green running finger roll Layup (2 PTS),[1630224],1610612745.0,HOU,running finger roll,,,Green,J. Green,,,,,1.45,Made,2.0,,,,,,,,,,,,,,,,,,
34,PT08M43.00S,2022-01-13T01:44:02.2Z,1,REGULAR,3pt,Jump Shot,[],1628966,92.46057818659659,3.431372549019608,1610612759,12,12,2022-01-13T01:44:06Z,340000,-233.0,18.0,1,right,K. Bates-Diop 3PT  (5 PTS) (J. Poeltl 1 AST),"[1628966, 1627751]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,23.35,Made,5.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,,
36,PT08M27.00S,2022-01-13T01:44:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,6.1268068331143235,49.754901960784316,1610612745,12,14,2022-01-13T01:44:32Z,360000,1.0,5.0,1,left,K. Porter Jr. driving finger roll Layup (2 PTS),[1629645],1610612745.0,HOU,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,0.52,Made,2.0,,,,,,,,,,,,,,,,,,
37,PT08M27.00S,2022-01-13T01:44:30.6Z,1,REGULAR,foul,personal,['1freethrow'],1627749,,,1610612745,12,14,2022-01-13T01:44:45Z,370000,,,0,,D. Murray shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1627749, 1629645]",1610612759.0,SAS,shooting,,,Murray,D. Murray,,,,,,,,,,,,,,,,,2005.0,,1.0,0.0,Porter Jr.,1629645.0,,,
39,PT08M27.00S,2022-01-13T01:44:48.7Z,1,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,12,14,2022-01-13T01:44:51Z,390000,,,0,,MISS K. Porter Jr. Free Throw 1 of 1,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M24.00S,2022-01-13T01:44:51.7Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,12,14,2022-01-13T01:44:51Z,400000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,39.0,3.0,2.0,1.0,,,,,,,,,
41,PT08M16.00S,2022-01-13T01:44:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,94.03745072273325,45.83333333333333,1610612759,12,14,2022-01-13T01:45:07Z,410000,-21.0,4.0,1,right,MISS D. Murray driving finger roll Layup,[1627749],1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M14.00S,2022-01-13T01:45:00.3Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,12,14,2022-01-13T01:45:07Z,420000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,
43,PT08M09.00S,2022-01-13T01:45:06.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,6.258212877792378,49.50980392156863,1610612745,12,16,2022-01-13T01:45:11Z,430000,2.0,6.0,1,left,C. Wood cutting DUNK (7 PTS) (J. Green 2 AST),"[1626174, 1630224]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,0.68,Made,7.0,J. Green,1630224.0,2.0,,,,,,,,,,,,,,,
45,PT08M09.00S,2022-01-13T01:45:13.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,12,16,2022-01-13T01:45:13Z,450000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M53.00S,2022-01-13T01:48:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,88.91261498028909,44.36274509803921,1610612759,12,16,2022-01-13T01:48:21Z,460000,-28.0,52.0,1,right,MISS J. Poeltl floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,5.89,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M51.00S,2022-01-13T01:48:19.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,12,16,2022-01-13T01:48:21Z,470000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,
48,PT07M32.00S,2022-01-13T01:48:43.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,12,16,2022-01-13T01:48:43Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M30.00S,2022-01-13T01:48:54.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,24.129434954007884,11.029411764705882,1610612745,12,16,2022-01-13T01:48:59Z,490000,195.0,174.0,1,left,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M27.00S,2022-01-13T01:48:57.4Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,12,16,2022-01-13T01:48:59Z,500000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,49.0,4.0,3.0,1.0,,,,,,,,,
51,PT07M11.00S,2022-01-13T01:49:13.0Z,1,REGULAR,3pt,Jump Shot,[],1627749,76.03482260183968,12.009803921568627,1610612759,15,16,2022-01-13T01:49:17Z,510000,-190.0,173.0,1,right,D. Murray 25' 3PT  (5 PTS) (J. Poeltl 2 AST),"[1627749, 1627751]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,25.68,Made,5.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,,,,,
53,PT06M54.00S,2022-01-13T01:49:30.3Z,1,REGULAR,3pt,Jump Shot,[],201569,28.86005256241787,18.137254901960784,1610612745,15,19,2022-01-13T01:49:35Z,530000,159.0,219.0,1,left,E. Gordon 27' 3PT  (6 PTS) (J. Tate 2 AST),"[201569, 1630256]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,27.06,Made,6.0,J. Tate,1630256.0,2.0,,,,,,,,,,,,,,,
55,PT06M40.00S,2022-01-13T01:49:44.4Z,1,REGULAR,3pt,Jump Shot,[],1630563,70.77858081471747,75.0,1610612759,15,19,2022-01-13T01:49:48Z,550000,125.0,222.0,1,right,MISS J. Primo 25' pullup 3PT,[1630563],1610612759.0,SAS,pullup,,,Primo,J. Primo,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M39.00S,2022-01-13T01:49:45.4Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,15,19,2022-01-13T01:49:48Z,560000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,
57,PT06M32.00S,2022-01-13T01:49:52.8Z,1,REGULAR,turnover,lost ball,[],1630256,,,1610612745,15,19,2022-01-13T01:50:02Z,570000,,,0,,J. Tate lost ball TURNOVER (1 TO),"[1630256, 1627751]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,1.0,,,,,Poeltl,1627751.0,
58,PT06M32.00S,2022-01-13T01:49:52.8Z,1,REGULAR,steal,,[],1627751,,,1610612759,15,19,2022-01-13T01:49:55Z,580000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M25.00S,2022-01-13T01:49:59.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,75.90341655716163,10.53921568627451,1610612759,15,19,2022-01-13T01:50:06Z,590000,-197.0,174.0,1,right,MISS D. Murray 26' pullup 3PT,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M21.00S,2022-01-13T01:50:03.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,15,19,2022-01-13T01:50:03Z,600000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,
61,PT06M20.00S,2022-01-13T01:50:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.966491458607096,48.529411764705884,1610612745,15,21,2022-01-13T01:50:22Z,610000,7.0,22.0,1,left,J. Green driving finger roll Layup (4 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,2.36,Made,4.0,,,,,,,,,,,,,,,,,,
62,PT06M20.00S,2022-01-13T01:50:09.3Z,1,REGULAR,foul,personal,['1freethrow'],1629022,,,1610612745,15,21,2022-01-13T01:50:34Z,620000,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Green 1 FT),"[1629022, 1630224]",1610612759.0,SAS,shooting,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,1628171.0,,1.0,0.0,Green,1630224.0,,,
64,PT06M20.00S,2022-01-13T01:50:19.9Z,1,REGULAR,substitution,out,[],1628966,,,1610612745,15,21,2022-01-13T01:51:01Z,640000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M20.00S,2022-01-13T01:50:19.9Z,1,REGULAR,substitution,out,[],1630563,,,1610612745,15,21,2022-01-13T01:51:01Z,650000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M20.00S,2022-01-13T01:50:19.9Z,1,REGULAR,substitution,out,[],1629022,,,1610612745,15,21,2022-01-13T01:51:01Z,660000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M20.00S,2022-01-13T01:50:19.9Z,1,REGULAR,substitution,in,[],1629640,,,1610612745,15,21,2022-01-13T01:51:01Z,670000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M20.00S,2022-01-13T01:50:19.9Z,1,REGULAR,substitution,in,[],1630170,,,1610612745,15,21,2022-01-13T01:51:01Z,680000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M20.00S,2022-01-13T01:50:19.9Z,1,REGULAR,substitution,in,[],1627854,,,1610612745,15,21,2022-01-13T01:51:01Z,690000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M20.00S,2022-01-13T01:50:44.1Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,15,22,2022-01-13T01:50:44Z,700000,,,0,,J. Green Free Throw 1 of 1 (5 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
71,PT06M08.00S,2022-01-13T01:50:56.7Z,1,REGULAR,3pt,Jump Shot,[],1627854,68.41327201051249,44.6078431372549,1610612759,15,22,2022-01-13T01:51:01Z,710000,-27.0,244.0,1,right,MISS B. Forbes 24' 3PT,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M04.00S,2022-01-13T01:51:00.7Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,15,22,2022-01-13T01:51:01Z,720000,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,,
73,PT05M58.00S,2022-01-13T01:51:06.9Z,1,REGULAR,3pt,Jump Shot,[],201569,32.40801576872536,66.66666666666666,1610612745,15,25,2022-01-13T01:51:11Z,730000,-83.0,252.0,1,left,E. Gordon 26' 3PT  (9 PTS) (J. Tate 3 AST),"[201569, 1630256]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,26.55,Made,9.0,J. Tate,1630256.0,3.0,,,,,,,,,,,,,,,
75,PT05M41.00S,2022-01-13T01:51:23.5Z,1,REGULAR,3pt,Jump Shot,[],1629640,79.84559789750328,90.44117647058823,1610612759,15,25,2022-01-13T01:51:27Z,750000,202.0,137.0,1,right,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,24.42,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M39.00S,2022-01-13T01:51:25.5Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,15,25,2022-01-13T01:51:27Z,760000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,75.0,2.0,2.0,0.0,,,,,,,,,
77,PT05M32.00S,2022-01-13T01:51:34.9Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612745,15,25,2022-01-13T01:51:44Z,770000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Wood 2 FT),"[1627751, 1626174]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,204059.0,,1.0,0.0,Wood,1626174.0,,,
79,PT05M32.00S,2022-01-13T01:52:13.1Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,15,26,2022-01-13T01:52:13Z,790000,,,0,,C. Wood Free Throw 1 of 2 (8 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
80,PT05M32.00S,2022-01-13T01:52:14.1Z,1,REGULAR,substitution,out,[],1627751,,,1610612745,15,26,2022-01-13T01:52:27Z,800000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M32.00S,2022-01-13T01:52:14.1Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,15,26,2022-01-13T01:52:27Z,810000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M32.00S,2022-01-13T01:52:14.1Z,1,REGULAR,substitution,out,[],201569,,,1610612745,15,26,2022-01-13T01:52:27Z,820000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M32.00S,2022-01-13T01:52:14.1Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,15,26,2022-01-13T01:52:27Z,830000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M32.00S,2022-01-13T01:52:14.1Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,15,26,2022-01-13T01:52:27Z,840000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M32.00S,2022-01-13T01:52:14.1Z,1,REGULAR,substitution,in,[],1629726,,,1610612745,15,26,2022-01-13T01:52:27Z,850000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M32.00S,2022-01-13T01:52:34.9Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,15,27,2022-01-13T01:52:34Z,860000,,,0,,C. Wood Free Throw 2 of 2 (9 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
87,PT05M23.00S,2022-01-13T01:52:43.7Z,1,REGULAR,3pt,Jump Shot,[],1629111,71.56701708278581,18.38235294117647,1610612759,15,27,2022-01-13T01:52:55Z,870000,-158.0,215.0,1,right,MISS J. Landale 26' 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
88,PT05M22.00S,2022-01-13T01:52:44.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,15,27,2022-01-13T01:52:55Z,880000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,
89,PT05M22.00S,2022-01-13T01:52:49.3Z,1,REGULAR,foul,personal,[],1630231,,,1610612759,15,27,2022-01-13T01:53:05Z,890000,,,0,,K. Martin Jr. loose ball personal FOUL (1 PF),"[1630231, 1629640]",1610612745.0,HOU,loose ball,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,204059.0,,1.0,0.0,Johnson,1629640.0,,,
91,PT05M22.00S,2022-01-13T01:53:01.1Z,1,REGULAR,substitution,out,[],1630224,,,1610612759,15,27,2022-01-13T01:53:07Z,910000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
