actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
31,PT08M52.00S,2022-01-18T01:45:06.1Z,1,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,8,10,2022-01-18T01:45:06Z,310000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,
32,PT08M52.00S,2022-01-18T01:45:06.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,8,10,2022-01-18T01:45:06Z,320000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,
33,PT08M52.00S,2022-01-18T01:45:27.3Z,1,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,9,10,2022-01-18T01:45:27Z,330000,,,0,,J. Poeltl Free Throw 2 of 2 (1 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
34,PT08M40.00S,2022-01-18T01:45:39.9Z,1,REGULAR,3pt,Jump Shot,[],203109,70.90998685939553,73.77450980392157,1610612756,9,10,2022-01-18T01:45:48Z,340000,119.0,221.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,
35,PT08M37.00S,2022-01-18T01:45:42.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,9,10,2022-01-18T01:45:48Z,350000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,
36,PT08M29.00S,2022-01-18T01:45:51.1Z,1,REGULAR,3pt,Jump Shot,[],203926,30.831143232588698,25.0,1610612759,12,10,2022-01-18T01:45:55Z,360000,125.0,237.0,1,left,D. McDermott 26' 3PT  (3 PTS) (K. Johnson 1 AST),"[203926, 1629640]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,26.82,Made,3.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
38,PT08M18.00S,2022-01-18T01:46:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201580,94.43166885676742,51.71568627450981,1610612756,12,12,2022-01-18T01:46:07Z,380000,9.0,0.0,1,right,J. McGee alley-oop Layup (2 PTS) (C. Paul 4 AST),"[201580, 101108]",1610612756.0,PHX,alley-oop,,,McGee,J. McGee,,,,,0.86,Made,2.0,C. Paul,101108.0,4.0,,,,,,,,,,,,,,
40,PT08M07.00S,2022-01-18T01:46:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,4.944152431011826,54.166666666666664,1610612759,12,12,2022-01-18T01:46:44Z,400000,-21.0,-6.0,1,left,MISS D. Murray turnaround fadeaway bank Shot,[1627749],1610612759.0,SAS,turnaround fadeaway bank,,,Murray,D. Murray,,,,,2.16,Missed,,,,,,,,,,,,,,,,,,
41,PT08M07.00S,2022-01-18T01:46:12.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,12,12,2022-01-18T01:46:21Z,410000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,
42,PT08M07.00S,2022-01-18T01:46:23.4Z,1,REGULAR,violation,kicked ball,[],101108,,,1610612759,12,12,2022-01-18T01:46:28Z,420000,,,0,,C. Paul kicked ball VIOLATION,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,200833.0,,,,,,,,,,,,,
43,PT08M01.00S,2022-01-18T01:46:50.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,14.536793692509855,3.431372549019608,1610612759,15,12,2022-01-18T01:46:54Z,430000,233.0,84.0,1,left,K. Johnson 24' 3PT  (5 PTS) (D. Murray 1 AST),"[1629640, 1627749]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,24.75,Made,5.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
45,PT07M52.00S,2022-01-18T01:46:58.4Z,1,REGULAR,2pt,Jump Shot,[],201580,78.9257555847569,64.95098039215686,1610612756,15,12,2022-01-18T01:47:04Z,450000,75.0,146.0,1,right,MISS J. McGee 16' Jump Shot,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,16.37,Missed,,,,,,,,,,,,,,,,,,
46,PT07M49.00S,2022-01-18T01:47:01.4Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,15,12,2022-01-18T01:47:04Z,460000,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,
47,PT07M44.00S,2022-01-18T01:47:07.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,21.369908015768726,8.57843137254902,1610612759,15,12,2022-01-18T01:47:14Z,470000,207.0,148.0,1,left,MISS D. White 25' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,
48,PT07M40.00S,2022-01-18T01:47:10.6Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,15,12,2022-01-18T01:47:10Z,480000,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,47.0,1.0,0.0,1.0,,,,,
49,PT07M36.00S,2022-01-18T01:47:14.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203926,4.812746386333772,96.32352941176471,1610612759,18,12,2022-01-18T01:47:19Z,490000,-232.0,-7.0,1,left,D. McDermott 3PT  (6 PTS) (J. Poeltl 1 AST),"[203926, 1627751]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,23.17,Made,6.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,
52,PT07M19.00S,2022-01-18T01:47:40.7Z,1,REGULAR,foul,personal,[],1628401,,,1610612756,18,12,2022-01-18T01:47:49Z,520000,,,0,,D. White personal FOUL (1 PF),"[1628401, 1626164]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,202056.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
54,PT07M14.00S,2022-01-18T01:48:02.8Z,1,REGULAR,3pt,Jump Shot,[],1626164,76.2976346911958,83.82352941176471,1610612756,18,15,2022-01-18T01:48:08Z,540000,169.0,170.0,1,right,D. Booker 24' 3PT pullup (13 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,24.0,Made,13.0,,,,,,,,,,,,,,,,,
55,PT07M00.00S,2022-01-18T01:48:24.6Z,1,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612759,18,15,2022-01-18T01:48:39Z,550000,,,0,,D. Murray bad pass out-of-bounds TURNOVER (1 TO),[1627749],1610612759.0,SAS,bad pass,,,Murray,D. Murray,,,,,,,,,,,202056.0,,,,,,,,,1.0,,,,
56,PT06M53.00S,2022-01-18T01:48:31.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,75.3777923784494,84.55882352941177,1610612756,18,15,2022-01-18T01:48:43Z,560000,173.0,179.0,1,right,MISS D. Booker 24' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,
57,PT06M51.00S,2022-01-18T01:48:33.7Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,18,15,2022-01-18T01:48:33Z,570000,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,56.0,2.0,1.0,1.0,,,,,
58,PT06M43.00S,2022-01-18T01:48:41.6Z,1,REGULAR,3pt,Jump Shot,[],203926,19.398817345597898,92.40196078431373,1610612759,18,15,2022-01-18T01:48:48Z,580000,-212.0,130.0,1,left,MISS D. McDermott 24' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,
59,PT06M38.00S,2022-01-18T01:48:46.6Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,18,15,2022-01-18T01:48:48Z,590000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,58.0,2.0,2.0,0.0,,,,,
60,PT06M31.00S,2022-01-18T01:48:56.9Z,1,REGULAR,foul,personal,[],1628401,,,1610612756,18,15,2022-01-18T01:49:11Z,600000,,,0,,D. White personal FOUL (2 PF),"[1628401, 1626164]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,201246.0,2.0,0.0,Booker,1626164.0,,,,,,,,,
62,PT06M31.00S,2022-01-18T01:49:06.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,18,15,2022-01-18T01:49:06Z,620000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M31.00S,2022-01-18T01:51:17.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612756,18,15,2022-01-18T01:51:44Z,630000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2022-01-18T01:51:17.2Z,1,REGULAR,substitution,in,[],1630170,,,1610612756,18,15,2022-01-18T01:51:44Z,640000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M25.00S,2022-01-18T01:52:03.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,87.33574244415243,4.901960784313726,1610612756,18,15,2022-01-18T01:52:14Z,650000,-225.0,67.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,
66,PT06M21.00S,2022-01-18T01:52:07.5Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,18,15,2022-01-18T01:52:14Z,660000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,
67,PT06M15.00S,2022-01-18T01:52:14.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,5.469776609724048,54.65686274509803,1610612759,20,15,2022-01-18T01:53:07Z,670000,-23.0,-1.0,1,left,D. Murray pullup bank Jump Shot (4 PTS),[1627749],1610612759.0,SAS,pullup bank,,,Murray,D. Murray,,,,,2.33,Made,4.0,,,,,,,,,,,,,,,,,
68,PT06M02.00S,2022-01-18T01:52:25.7Z,1,REGULAR,2pt,Jump Shot,[],101108,92.85479632063075,72.30392156862744,1610612756,20,17,2022-01-18T01:52:32Z,680000,112.0,15.0,1,right,C. Paul 11' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,11.25,Made,2.0,,,,,,,,,,,,,,,,,
69,PT05M47.00S,2022-01-18T01:52:40.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,16.113666228646515,37.254901960784316,1610612759,22,17,2022-01-18T01:52:46Z,690000,64.0,99.0,1,left,J. Poeltl 11' floating Jump Shot (3 PTS) (D. Murray 2 AST),"[1627751, 1627749]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,11.77,Made,3.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,
71,PT05M37.00S,2022-01-18T01:52:52.6Z,1,REGULAR,2pt,Hook,[],201580,95.74572930354796,66.42156862745098,1610612756,22,17,2022-01-18T01:52:58Z,710000,82.0,-13.0,1,right,MISS J. McGee 8' driving Hook,[201580],1610612756.0,PHX,driving,,,McGee,J. McGee,,,,,8.3,Missed,,,,,,,,,,,,,,,,,,
72,PT05M34.00S,2022-01-18T01:52:55.6Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,22,17,2022-01-18T01:52:58Z,720000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,
73,PT05M27.00S,2022-01-18T01:53:04.5Z,1,REGULAR,2pt,Jump Shot,[],1627749,11.645860709592641,25.98039215686275,1610612759,24,17,2022-01-18T01:53:12Z,730000,120.0,57.0,1,left,D. Murray 13' turnaround bank Jump Shot (6 PTS),[1627749],1610612759.0,SAS,turnaround bank,,,Murray,D. Murray,,,,,13.29,Made,6.0,,,,,,,,,,,,,,,,,
74,PT05M27.00S,2022-01-18T01:53:07.4Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612759,24,17,2022-01-18T01:53:39Z,740000,,,0,,D. Booker shooting personal FOUL (2 PF) (Murray 1 FT),"[1626164, 1627749]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,201246.0,2.0,0.0,Murray,1627749.0,,,,,,,,,
76,PT05M27.00S,2022-01-18T01:53:14.5Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,24,17,2022-01-18T01:53:28Z,760000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M27.00S,2022-01-18T01:53:14.5Z,1,REGULAR,substitution,out,[],203926,,,1610612759,24,17,2022-01-18T01:53:28Z,770000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M27.00S,2022-01-18T01:53:14.5Z,1,REGULAR,substitution,out,[],201580,,,1610612759,24,17,2022-01-18T01:53:28Z,780000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M27.00S,2022-01-18T01:53:14.5Z,1,REGULAR,substitution,in,[],1628966,,,1610612759,24,17,2022-01-18T01:53:28Z,790000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M27.00S,2022-01-18T01:53:14.5Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,24,17,2022-01-18T01:53:28Z,800000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M27.00S,2022-01-18T01:53:14.5Z,1,REGULAR,substitution,in,[],202687,,,1610612759,24,17,2022-01-18T01:53:28Z,810000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M27.00S,2022-01-18T01:53:41.8Z,1,REGULAR,freethrow,1 of 1,[],1627749,,,1610612759,25,17,2022-01-18T01:53:41Z,820000,,,0,,D. Murray Free Throw 1 of 1 (7 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
83,PT05M18.00S,2022-01-18T01:53:52.2Z,1,REGULAR,3pt,Jump Shot,[],1626164,66.83639947437582,58.08823529411765,1610612756,25,20,2022-01-18T01:53:58Z,830000,40.0,259.0,1,right,D. Booker 26' 3PT pullup (16 PTS) (C. Paul 5 AST),"[1626164, 101108]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,26.23,Made,16.0,C. Paul,101108.0,5.0,,,,,,,,,,,,,,
85,PT04M59.00S,2022-01-18T01:54:09.9Z,1,REGULAR,3pt,Jump Shot,[],1630170,17.69053876478318,3.9215686274509802,1610612759,28,20,2022-01-18T01:54:16Z,850000,230.0,114.0,1,left,D. Vassell 25' 3PT  (3 PTS) (D. Murray 3 AST),"[1630170, 1627749]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,25.7,Made,3.0,D. Murray,1627749.0,3.0,,,,,,,,,,,,,,
87,PT04M42.00S,2022-01-18T01:54:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,88.38699080157687,41.42156862745098,1610612756,28,20,2022-01-18T01:54:36Z,870000,-43.0,57.0,1,right,MISS J. Crowder 7' driving floating Shot,[203109],1610612756.0,PHX,driving floating,,,Crowder,J. Crowder,,,,,7.11,Missed,,,,,,,,,,,,,,,,,,
88,PT04M41.00S,2022-01-18T01:54:28.8Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,28,20,2022-01-18T01:54:28Z,880000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,87.0,3.0,3.0,0.0,,,,,
89,PT04M35.00S,2022-01-18T01:54:34.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,19.004599211563733,92.15686274509804,1610612759,28,20,2022-01-18T01:54:40Z,890000,-211.0,126.0,1,left,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,
90,PT04M35.00S,2022-01-18T01:54:34.1Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,28,20,2022-01-18T01:54:40Z,900000,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,
91,PT04M20.00S,2022-01-18T01:54:53.0Z,1,REGULAR,foul,personal,[],1629022,,,1610612756,28,20,2022-01-18T01:55:00Z,910000,,,0,,L. Walker IV personal FOUL (1 PF),"[1629022, 202687]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,202056.0,1.0,0.0,Biyombo,202687.0,,,,,,,,,
93,PT04M20.00S,2022-01-18T01:54:57.5Z,1,REGULAR,substitution,out,[],101108,,,1610612756,28,20,2022-01-18T01:55:13Z,930000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M20.00S,2022-01-18T01:54:57.5Z,1,REGULAR,substitution,out,[],203109,,,1610612756,28,20,2022-01-18T01:55:13Z,940000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
