actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
19,PT10M29.00S,2022-01-15T01:43:18.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629636,25.18068331143233,85.04901960784314,1610612739,0,4,2022-01-15T01:43:25Z,190000,-175.0,184.0,1,left,D. Garland 25' 3PT  (3 PTS) (L. Stevens 1 AST),"[1629636, 1630205]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,25.42,Made,,,,,,,,,,3.0,,L. Stevens,1630205.0,1.0,,,,,
21,PT10M14.00S,2022-01-15T01:43:34.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,83.52496714848883,46.07843137254902,1610612759,0,4,2022-01-15T01:43:39Z,210000,-20.0,102.0,1,right,MISS K. Johnson 10' step back Shot,[1629640],1610612759.0,SAS,step back,,,Johnson,K. Johnson,,,,,10.43,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M12.00S,2022-01-15T01:43:36.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,4,2022-01-15T01:43:39Z,220000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
23,PT09M59.00S,2022-01-15T01:43:48.9Z,1,REGULAR,2pt,Jump Shot,[],1630596,24.392247043363994,54.65686274509803,1610612739,0,6,2022-01-15T01:43:55Z,230000,-23.0,177.0,1,left,E. Mobley 17' pullup Jump Shot (2 PTS) (J. Allen 1 AST),"[1630596, 1628386]",1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,17.83,Made,,,,,,,,,,2.0,,J. Allen,1628386.0,1.0,,,,,
25,PT09M45.00S,2022-01-15T01:44:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,94.30026281208936,49.754901960784316,1610612759,2,6,2022-01-15T01:44:08Z,250000,-1.0,1.0,1,right,D. Murray driving finger roll Layup (2 PTS),[1627749],1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,0.16,Made,,,,,,,,,,2.0,,,,,,,,,
26,PT09M34.00S,2022-01-15T01:44:14.5Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,2,6,2022-01-15T01:44:23Z,260000,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 203926]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,1.0,,,,McDermott,203926.0,,,
27,PT09M34.00S,2022-01-15T01:44:14.5Z,1,REGULAR,steal,,[],203926,,,1610612759,2,6,2022-01-15T01:44:16Z,270000,,,0,,D. McDermott STEAL (1 STL),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M30.00S,2022-01-15T01:44:19.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203926,92.32917214191852,53.431372549019606,1610612759,2,6,2022-01-15T01:47:06Z,280000,17.0,20.0,1,right,MISS D. McDermott running Layup - blocked,"[203926, 1630596]",1610612759.0,SAS,running,,,McDermott,D. McDermott,,,,,2.61,Missed,,,,,,,,,,,,,,,,,Mobley,1630596.0,
29,PT09M30.00S,2022-01-15T01:44:19.5Z,1,REGULAR,block,,[],1630596,,,1610612759,2,6,2022-01-15T01:44:22Z,290000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M30.00S,2022-01-15T01:44:19.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,2,6,2022-01-15T01:44:30Z,300000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,
31,PT09M30.00S,2022-01-15T01:44:24.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,2,6,2022-01-15T01:44:24Z,310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M26.00S,2022-01-15T01:44:34.9Z,1,REGULAR,turnover,bad pass,[],203926,,,1610612759,2,6,2022-01-15T01:44:41Z,320000,,,0,,D. McDermott bad pass TURNOVER (1 TO),"[203926, 1630596]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,1.0,,,,Mobley,1630596.0,,,
33,PT09M26.00S,2022-01-15T01:44:34.9Z,1,REGULAR,steal,,[],1630596,,,1610612739,2,6,2022-01-15T01:44:36Z,330000,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M20.00S,2022-01-15T01:44:40.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630596,15.719448094612352,51.470588235294116,1610612739,2,6,2022-01-15T01:44:51Z,340000,-7.0,95.0,1,left,MISS E. Mobley 9' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,9.56,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M18.00S,2022-01-15T01:44:42.6Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,2,6,2022-01-15T01:44:42Z,350000,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
36,PT09M16.00S,2022-01-15T01:44:45.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630596,13.222733245729303,50.0,1610612739,2,6,2022-01-15T01:44:54Z,360000,0.0,72.0,1,left,MISS E. Mobley 7' Hook,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,7.18,Missed,,,,,,,,,,,,,,,,,,,
37,PT09M14.00S,2022-01-15T01:44:47.3Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,2,6,2022-01-15T01:44:54Z,370000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
38,PT09M08.00S,2022-01-15T01:44:55.8Z,1,REGULAR,foul,personal,[],1630205,,,1610612759,2,6,2022-01-15T01:45:02Z,380000,,,0,,L. Stevens personal FOUL (1 PF),"[1630205, 1627751]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,1628485.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,,
40,PT09M02.00S,2022-01-15T01:45:16.8Z,1,REGULAR,2pt,Jump Shot,[],1627749,78.53153745072274,49.50980392156863,1610612759,4,6,2022-01-15T01:45:22Z,400000,-2.0,149.0,1,right,D. Murray 14' pullup Jump Shot (4 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.93,Made,,,,,,,,,,4.0,,,,,,,,,
41,PT08M47.00S,2022-01-15T01:45:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.995400788436268,51.470588235294116,1610612739,4,8,2022-01-15T01:45:37Z,410000,-7.0,4.0,1,left,D. Garland driving finger roll Layup (5 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,0.84,Made,,,,,,,,,,5.0,,,,,,,,,
42,PT08M40.00S,2022-01-15T01:45:38.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,92.85479632063075,95.09803921568627,1610612759,4,8,2022-01-15T01:45:45Z,420000,225.0,15.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,22.6,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M35.00S,2022-01-15T01:45:43.4Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,4,8,2022-01-15T01:45:45Z,430000,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
44,PT08M35.00S,2022-01-15T01:45:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,94.40999984741211,50.0,1610612759,6,8,2022-01-15T01:45:43Z,440000,0.0,0.0,1,right,K. Johnson tip Layup (2 PTS),[1629640],1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
45,PT08M12.00S,2022-01-15T01:46:07.0Z,1,REGULAR,2pt,Jump Shot,[],1628374,24.129434954007884,50.49019607843137,1610612739,6,10,2022-01-15T01:46:12Z,450000,-2.0,174.0,1,left,L. Markkanen 17' pullup Jump Shot (2 PTS) (D. Garland 1 AST),"[1628374, 1629636]",1610612739.0,CLE,pullup,,,Markkanen,L. Markkanen,,,,,17.43,Made,,,,,,,,,,2.0,,D. Garland,1629636.0,1.0,,,,,
47,PT07M42.00S,2022-01-15T01:47:06.5Z,1,REGULAR,jumpball,recovered,[],203926,,,1610612759,6,10,2022-01-15T01:47:06Z,470000,,,0,,Jump Ball D. Vassell vs. L. Markkanen: Tip to D. McDermott,"[203926, 1630170, 1628374]",1610612759.0,SAS,heldball,D. McDermott,203926.0,McDermott,D. McDermott,Vassell,1630170.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,,,,,,
50,PT07M40.00S,2022-01-15T01:47:08.1Z,1,REGULAR,2pt,Jump Shot,[],203926,91.85282522996057,22.081801470588236,1610612759,6,10,2022-01-15T01:47:14Z,500000,-140.0,24.0,1,right,MISS D. McDermott 14' fadeaway Shot,[203926],1610612759.0,SAS,fadeaway,,,McDermott,D. McDermott,,,,,14.17,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M39.00S,2022-01-15T01:47:09.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,6,10,2022-01-15T01:47:14Z,510000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
52,PT07M30.00S,2022-01-15T01:47:18.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630205,8.09789750328515,49.26470588235294,1610612739,6,12,2022-01-15T01:47:24Z,520000,4.0,24.0,1,left,L. Stevens cutting DUNK (2 PTS) (D. Garland 2 AST),"[1630205, 1629636]",1610612739.0,CLE,cutting,,,Stevens,L. Stevens,,,,,2.39,Made,,,,,,,,,,2.0,,D. Garland,1629636.0,2.0,,,,,
54,PT07M29.00S,2022-01-15T01:47:23.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,6,12,2022-01-15T01:47:23Z,540000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M13.00S,2022-01-15T01:50:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629640,68.41327201051249,64.95098039215686,1610612759,6,12,2022-01-15T01:50:35Z,550000,75.0,244.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M09.00S,2022-01-15T01:50:34.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,6,12,2022-01-15T01:50:35Z,560000,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
57,PT06M53.00S,2022-01-15T01:50:50.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,26.10052562417871,83.33333333333334,1610612739,6,15,2022-01-15T01:50:55Z,570000,-167.0,193.0,1,left,D. Garland 25' 3PT pullup (8 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,25.49,Made,,,,,,,,,,8.0,,,,,,,,,
58,PT06M41.00S,2022-01-15T01:51:01.7Z,1,REGULAR,3pt,Jump Shot,[],1627749,70.38436268068331,74.26470588235294,1610612759,6,15,2022-01-15T01:51:07Z,580000,121.0,226.0,1,right,MISS D. Murray 25' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M38.00S,2022-01-15T01:51:04.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,6,15,2022-01-15T01:51:07Z,590000,,,0,,J. Allen REBOUND (Off:0 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,58.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
60,PT06M29.00S,2022-01-15T01:51:13.6Z,1,REGULAR,3pt,Jump Shot,[],1629636,21.632720105124836,92.8921568627451,1610612739,6,15,2022-01-15T01:51:18Z,600000,-214.0,151.0,1,left,MISS D. Garland 26' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M27.00S,2022-01-15T01:51:15.6Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,6,15,2022-01-15T01:51:18Z,610000,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
62,PT06M19.00S,2022-01-15T01:51:24.2Z,1,REGULAR,3pt,Jump Shot,[],203926,76.03482260183968,12.745098039215685,1610612759,9,15,2022-01-15T01:51:31Z,620000,-186.0,173.0,1,right,D. McDermott 25' 3PT  (3 PTS) (K. Johnson 1 AST),"[203926, 1629640]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,25.41,Made,,,,,,,,,,3.0,,K. Johnson,1629640.0,1.0,,,,,
64,PT06M00.00S,2022-01-15T01:51:42.7Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,9,15,2022-01-15T01:51:48Z,640000,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 1627751]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,2.0,,,,Poeltl,1627751.0,,,
65,PT06M00.00S,2022-01-15T01:51:42.7Z,1,REGULAR,steal,,[],1627751,,,1610612759,9,15,2022-01-15T01:51:45Z,650000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M57.00S,2022-01-15T01:51:47.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630170,92.85479632063075,45.83333333333333,1610612759,9,15,2022-01-15T01:51:57Z,660000,-21.0,15.0,1,right,MISS D. Vassell Layup - blocked,"[1630170, 1629636]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,2.55,Missed,,,,,,,,,,,,,,,,,Garland,1629636.0,
67,PT05M57.00S,2022-01-15T01:51:47.3Z,1,REGULAR,block,,[],1629636,,,1610612759,9,15,2022-01-15T01:51:49Z,670000,,,0,,D. Garland BLOCK (1 BLK),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M57.00S,2022-01-15T01:51:47.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,9,15,2022-01-15T01:51:57Z,680000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,
69,PT05M57.00S,2022-01-15T01:51:51.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,9,15,2022-01-15T01:51:51Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M57.00S,2022-01-15T01:51:52.9Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,9,15,2022-01-15T01:52:16Z,700000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M57.00S,2022-01-15T01:51:52.9Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,9,15,2022-01-15T01:52:16Z,710000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2022-01-15T01:51:52.9Z,1,REGULAR,substitution,out,[],1628374,,,1610612759,9,15,2022-01-15T01:52:16Z,720000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M57.00S,2022-01-15T01:51:52.9Z,1,REGULAR,substitution,out,[],1630596,,,1610612759,9,15,2022-01-15T01:52:16Z,730000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2022-01-15T01:51:52.9Z,1,REGULAR,substitution,out,[],1630205,,,1610612759,9,15,2022-01-15T01:52:16Z,740000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M57.00S,2022-01-15T01:51:52.9Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,9,15,2022-01-15T01:52:16Z,750000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M57.00S,2022-01-15T01:51:52.9Z,1,REGULAR,substitution,in,[],1628966,,,1610612759,9,15,2022-01-15T01:52:16Z,760000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M57.00S,2022-01-15T01:51:52.9Z,1,REGULAR,substitution,in,[],1626224,,,1610612759,9,15,2022-01-15T01:52:16Z,770000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M57.00S,2022-01-15T01:51:52.9Z,1,REGULAR,substitution,in,[],1630171,,,1610612759,9,15,2022-01-15T01:52:16Z,780000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M57.00S,2022-01-15T01:51:52.9Z,1,REGULAR,substitution,in,[],201567,,,1610612759,9,15,2022-01-15T01:52:16Z,790000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M52.00S,2022-01-15T01:52:17.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203926,84.97043363994744,26.47058823529412,1610612759,9,15,2022-01-15T01:52:24Z,800000,-118.0,89.0,1,right,MISS D. McDermott 14' Jump Shot,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,14.74,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M50.00S,2022-01-15T01:52:19.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,9,15,2022-01-15T01:52:19Z,810000,,,0,,J. Allen REBOUND (Off:0 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,80.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
82,PT05M42.00S,2022-01-15T01:52:27.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.258212877792378,49.754901960784316,1610612739,9,17,2022-01-15T01:52:33Z,820000,1.0,6.0,1,left,J. Allen alley-oop DUNK (3 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,0.64,Made,,,,,,,,,,3.0,,D. Garland,1629636.0,3.0,,,,,
84,PT05M24.00S,2022-01-15T01:52:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.11760840998686,50.245098039215684,1610612759,9,17,2022-01-15T01:52:58Z,840000,1.0,12.0,1,right,MISS J. Poeltl Layup,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,1.23,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M21.00S,2022-01-15T01:52:48.9Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,9,17,2022-01-15T01:52:58Z,850000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
86,PT05M18.00S,2022-01-15T01:52:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,5.732588699080158,50.0,1610612739,9,17,2022-01-15T01:53:22Z,860000,0.0,1.0,1,left,MISS I. Okoro running Layup,[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,0.14,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M14.00S,2022-01-15T01:52:55.0Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,9,17,2022-01-15T01:52:55Z,870000,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,86.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
