actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M31.00S,2022-03-04T01:43:18.4Z,1,REGULAR,2pt,Jump Shot,[],1626168,6.389618922470433,30.14705882352941,1610612758,0,2,2022-03-04T01:43:22Z,190000,99.0,8.0,1,left,MISS T. Lyles 9' fadeaway Shot,[1626168],1610612758.0,SAC,fadeaway,,,Lyles,T. Lyles,,,,,9.96,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2022-03-04T01:43:20.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,0,2,2022-03-04T01:43:22Z,200000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,19.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M20.00S,2022-03-04T01:43:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,85.49605781865965,44.6078431372549,1610612759,0,2,2022-03-04T01:45:05Z,210000,-27.0,84.0,1,right,MISS J. Poeltl 8' Jump Shot,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,8.8,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M18.00S,2022-03-04T01:43:31.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,2,2022-03-04T01:43:33Z,220000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,21.0,,3.0,3.0,0.0,,,,,,,,,,,,,,
23,PT10M12.00S,2022-03-04T01:43:37.3Z,1,REGULAR,3pt,Jump Shot,[],203200,27.808804204993432,77.45098039215686,1610612758,0,2,2022-03-04T01:43:43Z,230000,-137.0,209.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M08.00S,2022-03-04T01:43:41.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,0,2,2022-03-04T01:43:43Z,240000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,23.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M04.00S,2022-03-04T01:43:45.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,80.89684625492772,6.372549019607843,1610612759,0,2,2022-03-04T01:43:50Z,250000,-218.0,127.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M01.00S,2022-03-04T01:43:48.1Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,0,2,2022-03-04T01:43:50Z,260000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,25.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M50.00S,2022-03-04T01:43:59.7Z,1,REGULAR,3pt,Jump Shot,[],1628368,31.09395532194481,58.08823529411765,1610612758,0,5,2022-03-04T01:44:06Z,270000,-40.0,240.0,1,left,D. Fox 24' 3PT pullup (3 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,24.32,Made,,,,,,,,,,3.0,,,,,,,,,
28,PT09M39.00S,2022-03-04T01:44:11.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.64323258869908,47.30392156862745,1610612759,2,5,2022-03-04T01:44:15Z,280000,-13.0,7.0,1,right,D. Murray cutting Layup (2 PTS) (J. Poeltl 1 AST),"[1627749, 1627751]",1610612759.0,SAS,cutting,,,Murray,D. Murray,,,,,1.53,Made,,,,,,,,,,2.0,J. Poeltl,1627751.0,1.0,,,,,,
30,PT09M25.00S,2022-03-04T01:44:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.995400788436268,53.92156862745098,1610612758,2,5,2022-03-04T01:44:28Z,300000,-20.0,4.0,1,left,MISS D. Fox driving finger roll Layup,[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,2.0,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M23.00S,2022-03-04T01:44:26.5Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,2,5,2022-03-04T01:44:28Z,310000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,30.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M18.00S,2022-03-04T01:44:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,95.3515111695138,52.450980392156865,1610612759,4,5,2022-03-04T01:44:38Z,320000,12.0,-9.0,1,right,D. Murray cutting Layup (4 PTS) (K. Johnson 1 AST),"[1627749, 1629640]",1610612759.0,SAS,cutting,,,Murray,D. Murray,,,,,1.51,Made,,,,,,,,,,4.0,K. Johnson,1629640.0,1.0,,,,,,
34,PT09M07.00S,2022-03-04T01:44:47.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,4,5,2022-03-04T01:44:47Z,340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M00.00S,2022-03-04T01:45:03.3Z,1,REGULAR,3pt,Jump Shot,[],203200,31.882391590013142,36.51960784313725,1610612758,4,5,2022-03-04T01:47:39Z,350000,67.0,247.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M56.00S,2022-03-04T01:45:07.3Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,4,5,2022-03-04T01:45:08Z,360000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,35.0,,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT08M53.00S,2022-03-04T01:45:09.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203926,76.03482260183968,87.74509803921569,1610612759,4,5,2022-03-04T01:48:10Z,370000,189.0,173.0,1,right,MISS D. McDermott 25' running 3PT,[203926],1610612759.0,SAS,running,,,McDermott,D. McDermott,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M49.00S,2022-03-04T01:45:13.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,4,5,2022-03-04T01:45:17Z,380000,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,37.0,,4.0,4.0,0.0,,,,,,,,,,,,,,
39,PT08M42.00S,2022-03-04T01:45:23.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,4,5,2022-03-04T01:45:23Z,390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M41.00S,2022-03-04T01:45:44.2Z,1,REGULAR,foul,personal,['2freethrow'],203926,,,1610612758,4,5,2022-03-04T01:46:02Z,400000,,,0,,D. McDermott shooting personal FOUL (1 PF) (Lyles 2 FT),"[203926, 1626168]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,,,,203593.0,,,,1.0,0.0,Lyles,1626168.0,,,,,,,,,,
42,PT08M41.00S,2022-03-04T01:46:10.2Z,1,REGULAR,freethrow,1 of 2,[],1626168,,,1610612758,4,6,2022-03-04T01:46:10Z,420000,,,0,,T. Lyles Free Throw 1 of 2 (3 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
43,PT08M41.00S,2022-03-04T01:46:16.9Z,1,REGULAR,substitution,out,[],1630170,,,1610612758,4,6,2022-03-04T01:46:29Z,430000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M41.00S,2022-03-04T01:46:16.9Z,1,REGULAR,substitution,out,[],203926,,,1610612758,4,6,2022-03-04T01:46:29Z,440000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M41.00S,2022-03-04T01:46:16.9Z,1,REGULAR,substitution,in,[],1629022,,,1610612758,4,6,2022-03-04T01:46:29Z,450000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M41.00S,2022-03-04T01:46:16.9Z,1,REGULAR,substitution,in,[],1630563,,,1610612758,4,6,2022-03-04T01:46:29Z,460000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M41.00S,2022-03-04T01:46:34.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,4,6,2022-03-04T01:46:42Z,470000,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,203593.0,,,,,,,,,,,,,,,,,
48,PT08M41.00S,2022-03-04T01:46:46.4Z,1,REGULAR,freethrow,2 of 2,[],1626168,,,1610612758,4,7,2022-03-04T01:46:46Z,480000,,,0,,T. Lyles Free Throw 2 of 2 (4 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
49,PT08M25.00S,2022-03-04T01:47:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,86.28449408672799,41.66666666666667,1610612759,6,7,2022-03-04T01:47:11Z,490000,-42.0,76.0,1,right,D. Murray 8' driving floating Jump Shot (6 PTS),[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,8.7,Made,,,,,,,,,,6.0,,,,,,,,,
50,PT08M11.00S,2022-03-04T01:47:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203200,8.09789750328515,49.01960784313725,1610612758,6,7,2022-03-04T01:47:23Z,500000,5.0,24.0,1,left,MISS J. Holiday Layup,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M07.00S,2022-03-04T01:47:22.5Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,6,7,2022-03-04T01:47:22Z,510000,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,50.0,,5.0,4.0,1.0,,,,,,,,,,,,,,
52,PT08M07.00S,2022-03-04T01:47:22.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,5.590000152587891,50.0,1610612758,6,7,2022-03-04T01:47:22Z,520000,0.0,0.0,1,left,MISS D. Sabonis putback Layup,[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
53,PT08M06.00S,2022-03-04T01:47:23.4Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,6,7,2022-03-04T01:47:23Z,530000,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,52.0,,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT08M02.00S,2022-03-04T01:47:27.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,80.3712220762155,8.57843137254902,1610612759,6,7,2022-03-04T01:50:53Z,540000,-207.0,132.0,1,right,MISS L. Walker IV 24' running 3PT,[1629022],1610612759.0,SAS,running,,,Walker IV,L. Walker IV,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M58.00S,2022-03-04T01:47:31.9Z,1,REGULAR,rebound,defensive,[],203200,,,1610612758,6,7,2022-03-04T01:47:36Z,550000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,54.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M54.00S,2022-03-04T01:47:38.0Z,1,REGULAR,foul,personal,['2freethrow'],1630563,,,1610612758,6,7,2022-03-04T01:47:46Z,560000,,,0,,J. Primo shooting personal FOUL (1 PF) (Fox 2 FT),"[1630563, 1628368]",1610612759.0,SAS,shooting,,,Primo,J. Primo,,,,,,,,2882.0,,,,1.0,0.0,Fox,1628368.0,,,,,,,,,,
58,PT07M54.00S,2022-03-04T01:48:02.0Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,6,8,2022-03-04T01:48:02Z,580000,,,0,,D. Fox Free Throw 1 of 2 (4 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
59,PT07M54.00S,2022-03-04T01:48:15.9Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,6,9,2022-03-04T01:48:15Z,590000,,,0,,D. Fox Free Throw 2 of 2 (5 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
60,PT07M42.00S,2022-03-04T01:48:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.59198423127464,49.01960784313725,1610612759,8,9,2022-03-04T01:48:36Z,600000,-5.0,17.0,1,right,J. Poeltl cutting finger roll Layup (2 PTS) (D. Murray 1 AST),"[1627751, 1627749]",1610612759.0,SAS,cutting finger roll,,,Poeltl,J. Poeltl,,,,,1.78,Made,,,,,,,,,,2.0,D. Murray,1627749.0,1.0,,,,,,
62,PT07M32.00S,2022-03-04T01:48:40.9Z,1,REGULAR,3pt,Jump Shot,[],203084,30.831143232588698,67.15686274509804,1610612758,8,9,2022-03-04T01:48:44Z,620000,-86.0,237.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
63,PT07M29.00S,2022-03-04T01:48:43.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,8,9,2022-03-04T01:48:44Z,630000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,62.0,,3.0,3.0,0.0,,,,,,,,,,,,,,
64,PT07M21.00S,2022-03-04T01:48:51.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,87.86136662286465,50.49019607843137,1610612759,8,9,2022-03-04T01:49:03Z,640000,2.0,62.0,1,right,MISS J. Poeltl 6' cutting Layup,[1627751],1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,6.17,Missed,,,,,,,,,,,,,,,,,,,
65,PT07M19.00S,2022-03-04T01:48:53.2Z,1,REGULAR,rebound,defensive,[],203200,,,1610612758,8,9,2022-03-04T01:49:03Z,650000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,64.0,,2.0,2.0,0.0,,,,,,,,,,,,,,
66,PT07M14.00S,2022-03-04T01:48:58.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,11.777266754270697,2.696078431372549,1610612758,8,12,2022-03-04T01:49:08Z,660000,237.0,58.0,1,left,H. Barnes 24' 3PT  (3 PTS) (D. Fox 1 AST),"[203084, 1628368]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.36,Made,,,,,,,,,,3.0,D. Fox,1628368.0,1.0,,,,,,
68,PT07M13.00S,2022-03-04T01:49:05.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,8,12,2022-03-04T01:49:05Z,680000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M13.00S,2022-03-04T01:51:47.3Z,1,REGULAR,substitution,out,[],203084,,,1610612759,8,12,2022-03-04T01:52:01Z,690000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M13.00S,2022-03-04T01:51:47.3Z,1,REGULAR,substitution,in,[],1630558,,,1610612759,8,12,2022-03-04T01:52:01Z,700000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M01.00S,2022-03-04T01:52:16.9Z,1,REGULAR,foul,personal,[],1626168,,,1610612759,8,12,2022-03-04T01:52:24Z,710000,,,0,,T. Lyles personal FOUL (1 PF),"[1626168, 1630563]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,2882.0,,,,1.0,0.0,Primo,1630563.0,,,,,,,,,,
73,PT06M55.00S,2022-03-04T01:52:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.64323258869908,47.30392156862745,1610612759,8,12,2022-03-04T01:52:42Z,730000,-13.0,7.0,1,right,MISS D. Murray Layup,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,1.53,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M53.00S,2022-03-04T01:52:41.1Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,8,12,2022-03-04T01:52:42Z,740000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,73.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT06M37.00S,2022-03-04T01:52:59.2Z,1,REGULAR,foul,personal,[],1627751,,,1610612758,8,12,2022-03-04T01:53:10Z,750000,,,0,,J. Poeltl personal FOUL (2 PF),"[1627751, 1627734]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,2882.0,,,,2.0,0.0,Sabonis,1627734.0,,,,,,,,,,
77,PT06M37.00S,2022-03-04T01:53:07.9Z,1,REGULAR,substitution,out,[],1627749,,,1610612758,8,12,2022-03-04T01:53:28Z,770000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M37.00S,2022-03-04T01:53:07.9Z,1,REGULAR,substitution,out,[],1627751,,,1610612758,8,12,2022-03-04T01:53:28Z,780000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M37.00S,2022-03-04T01:53:07.9Z,1,REGULAR,substitution,in,[],1630200,,,1610612758,8,12,2022-03-04T01:53:28Z,790000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M37.00S,2022-03-04T01:53:07.9Z,1,REGULAR,substitution,in,[],1628380,,,1610612758,8,12,2022-03-04T01:53:28Z,800000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M37.00S,2022-03-04T01:53:07.9Z,1,REGULAR,substitution,out,[],203200,,,1610612758,8,12,2022-03-04T01:54:00Z,805000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M37.00S,2022-03-04T01:53:07.9Z,1,REGULAR,substitution,in,[],203084,,,1610612758,8,12,2022-03-04T01:54:00Z,807500,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT06M22.00S,2022-03-04T01:53:31.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612758,8,12,2022-03-04T02:12:13Z,818750,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,,,,2882.0,,,,,,,,,,,,,,,,,
186,PT06M22.00S,2022-03-04T01:53:43.4Z,1,REGULAR,instantreplay,request,[],0,,,1610612759,8,12,2022-03-04T02:12:59Z,824375,,,0,,,[],,,overturned,,,,,,,,,,,,2882.0,,,,,,,,,,,,SC - Violation - No FGA,,,,,
83,PT06M11.00S,2022-03-04T01:53:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,94.82588699080158,52.94117647058824,1610612759,8,12,2022-03-04T01:58:41Z,830000,15.0,-4.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,1.52,Missed,,,,,,,,,,,,,,,,,,,
84,PT06M08.00S,2022-03-04T01:53:58.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,12,2022-03-04T01:53:58Z,840000,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,83.0,,6.0,5.0,1.0,,,,,,,,,,,,,,
87,PT06M04.00S,2022-03-04T01:54:02.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627734,6.389618922470433,51.225490196078425,1610612758,8,12,2022-03-04T01:54:20Z,850000,-6.0,8.0,1,left,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,0.97,Missed,,,,,,,,,,,,,,,,,,,
88,PT06M02.00S,2022-03-04T01:54:04.3Z,1,REGULAR,rebound,defensive,[],1630563,,,1610612759,8,12,2022-03-04T01:54:20Z,860000,,,0,,J. Primo REBOUND (Off:0 Def:1),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,87.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
