actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
271,PT03M00.00S,2022-02-04T00:56:53.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612759,39,48,2022-02-04T00:57:02Z,2650000,,,0,,D. Dedmon personal FOUL (3 PF) (White 2 FT),"[203473, 1628401]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,202035.0,,,,,,,,3.0,0.0,White,1628401.0,,,,,
273,PT03M00.00S,2022-02-04T00:57:24.9Z,2,REGULAR,freethrow,1 of 2,[],1628401,,,1610612759,40,48,2022-02-04T00:57:24Z,2670000,,,0,,D. White Free Throw 1 of 2 (13 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
274,PT03M00.00S,2022-02-04T00:57:26.1Z,2,REGULAR,substitution,out,[],1629234,,,1610612759,40,48,2022-02-04T00:57:35Z,2680000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M00.00S,2022-02-04T00:57:26.1Z,2,REGULAR,substitution,out,[],1627823,,,1610612759,40,48,2022-02-04T00:57:35Z,2690000,,,0,,SUB out: J. Hernangomez,[1627823],1610612759.0,SAS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M00.00S,2022-02-04T00:57:26.1Z,2,REGULAR,substitution,out,[],203473,,,1610612759,40,48,2022-02-04T00:57:35Z,2700000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M00.00S,2022-02-04T00:57:26.1Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,40,48,2022-02-04T00:57:35Z,2710000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M00.00S,2022-02-04T00:57:26.1Z,2,REGULAR,substitution,in,[],201152,,,1610612759,40,48,2022-02-04T00:57:35Z,2720000,,,0,,SUB in: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M00.00S,2022-02-04T00:57:26.1Z,2,REGULAR,substitution,in,[],1628389,,,1610612759,40,48,2022-02-04T00:57:35Z,2730000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M00.00S,2022-02-04T00:57:52.3Z,2,REGULAR,freethrow,2 of 2,[],1628401,,,1610612759,41,48,2022-02-04T00:57:52Z,2740000,,,0,,D. White Free Throw 2 of 2 (14 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
281,PT02M45.00S,2022-02-04T00:58:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,14.536793692509855,42.40196078431372,1610612748,41,48,2022-02-04T01:01:59Z,2750000,38.0,84.0,1,left,MISS J. Butler 9' fadeaway Shot,[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,,,,,9.23,Missed,,,,,,,,,,,,,,
282,PT02M39.00S,2022-02-04T00:58:13.9Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,41,48,2022-02-04T00:58:14Z,2760000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,281.0,3.0,2.0,1.0,,,,,,,,,
283,PT02M39.00S,2022-02-04T00:58:13.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,5.590000152587891,50.0,1610612748,41,50,2022-02-04T00:58:13Z,2770000,0.0,0.0,1,left,B. Adebayo putback Layup (8 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,,,,,0.0,Made,8.0,,,,,,,,,,,,,
284,PT02M27.00S,2022-02-04T00:58:24.9Z,2,REGULAR,2pt,Jump Shot,[],1629022,75.90341655716163,56.127450980392155,1610612759,41,50,2022-02-04T00:58:28Z,2780000,31.0,174.0,1,right,MISS L. Walker IV 17' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,,,17.67,Missed,,,,,,,,,,,,,,
285,PT02M25.00S,2022-02-04T00:58:26.9Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,41,50,2022-02-04T00:58:26Z,2790000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,284.0,4.0,3.0,1.0,,,,,,,,,
286,PT02M17.00S,2022-02-04T00:58:39.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,41,50,2022-02-04T00:58:39Z,2800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M10.00S,2022-02-04T00:59:00.3Z,2,REGULAR,foul,personal,[],1628401,,,1610612748,41,50,2022-02-04T00:59:06Z,2810000,,,0,,D. White personal FOUL (2 PF),"[1628401, 200782]",1610612759.0,SAS,,,,White,D. White,,,,,,,,1627541.0,,,,,,,,2.0,0.0,Tucker,200782.0,,,,,
289,PT02M10.00S,2022-02-04T00:59:06.8Z,2,REGULAR,substitution,out,[],1629640,,,1610612748,41,50,2022-02-04T00:59:15Z,2830000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M10.00S,2022-02-04T00:59:06.8Z,2,REGULAR,substitution,in,[],1627823,,,1610612748,41,50,2022-02-04T00:59:15Z,2840000,,,0,,SUB in: J. Hernangomez,[1627823],1610612759.0,SAS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M07.00S,2022-02-04T00:59:28.0Z,2,REGULAR,turnover,bad pass,[],1628389,,,1610612748,41,50,2022-02-04T00:59:33Z,2850000,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1629022]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,1.0,Walker IV,1629022.0,,,,,,,,,,,,,,,,,
292,PT02M07.00S,2022-02-04T00:59:28.0Z,2,REGULAR,steal,,[],1629022,,,1610612759,41,50,2022-02-04T00:59:30Z,2860000,,,0,,L. Walker IV STEAL (2 STL),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M57.00S,2022-02-04T00:59:38.0Z,2,REGULAR,turnover,bad pass,[],1629022,,,1610612759,41,50,2022-02-04T00:59:42Z,2870000,,,0,,L. Walker IV bad pass TURNOVER (2 TO),"[1629022, 1628389]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,2.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,
294,PT01M57.00S,2022-02-04T00:59:38.0Z,2,REGULAR,steal,,[],1628389,,,1610612748,41,50,2022-02-04T00:59:39Z,2880000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M52.00S,2022-02-04T00:59:42.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,6.652431011826544,48.28431372549019,1610612748,41,52,2022-02-04T01:04:23Z,2890000,9.0,10.0,1,left,J. Butler running DUNK (4 PTS) (T. Herro 3 AST),"[202710, 1629639]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,,,,,1.32,Made,4.0,,,,,,,,,T. Herro,1629639.0,3.0,,
297,PT01M40.00S,2022-02-04T00:59:54.5Z,2,REGULAR,3pt,Jump Shot,[],1629022,69.72733245729303,25.245098039215684,1610612759,41,52,2022-02-04T00:59:59Z,2910000,-124.0,232.0,1,right,MISS L. Walker IV 26' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,26.31,Missed,,,,,,,,,,,,,,
298,PT01M37.00S,2022-02-04T00:59:57.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,41,52,2022-02-04T00:59:59Z,2920000,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,297.0,4.0,3.0,1.0,,,,,,,,,
299,PT01M19.00S,2022-02-04T01:00:16.2Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,41,52,2022-02-04T01:00:26Z,2930000,,,0,,K. Lowry bad pass TURNOVER (4 TO),"[200768, 201152]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,4.0,Young,201152.0,,,,,,,,,,,,,,,,,
300,PT01M19.00S,2022-02-04T01:00:16.2Z,2,REGULAR,steal,,[],201152,,,1610612759,41,52,2022-02-04T01:00:18Z,2940000,,,0,,T. Young STEAL (2 STL),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M19.00S,2022-02-04T01:00:19.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612759,41,52,2022-02-04T01:00:33Z,2950000,,,0,,K. Lowry personal FOUL (2 PF) (Young 2 FT),"[200768, 201152]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,1627541.0,,,,,,,,2.0,1.0,Young,201152.0,,,,,
303,PT01M19.00S,2022-02-04T01:00:50.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201152,,,1610612759,41,52,2022-02-04T01:00:50Z,2970000,,,0,,MISS T. Young Free Throw 1 of 2,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,Missed,,,,,,,,,,,,,,
304,PT01M19.00S,2022-02-04T01:00:50.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,41,52,2022-02-04T01:00:50Z,2980000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,303.0,,,,,,,,,,,,
305,PT01M19.00S,2022-02-04T01:01:15.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201152,,,1610612759,42,52,2022-02-04T01:01:15Z,2990000,,,0,,T. Young Free Throw 2 of 2 (3 PTS),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
306,PT01M06.00S,2022-02-04T01:01:30.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.703679369250986,43.872549019607845,1610612748,42,54,2022-02-04T01:01:35Z,3000000,31.0,20.0,1,left,J. Butler Layup (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,3.65,Made,6.0,,,,,,,,,,,,,
307,PT00M54.40S,2022-02-04T01:01:42.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,81.68528252299606,3.1862745098039214,1610612759,45,54,2022-02-04T01:01:46Z,3010000,-234.0,120.0,1,right,D. White 26' 3PT  (17 PTS) (T. Young 1 AST),"[1628401, 201152]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,26.29,Made,17.0,,,,,,,,,T. Young,201152.0,1.0,,
309,PT00M34.70S,2022-02-04T01:02:07.0Z,2,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,45,54,2022-02-04T01:02:15Z,3030000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (5 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,5.0,,,202035.0,,,,,,,,,,,,,,,,
310,PT00M29.80S,2022-02-04T01:02:22.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628401,92.19776609724047,41.17647058823529,1610612759,47,54,2022-02-04T01:02:26Z,3040000,-44.0,21.0,1,right,D. White driving Layup (19 PTS),[1628401],1610612759.0,SAS,driving,,,White,D. White,,,,,,,,,4.88,Made,19.0,,,,,,,,,,,,,
311,PT00M28.70S,2022-02-04T01:02:26.5Z,2,REGULAR,foul,personal,[],201152,,,1610612748,47,54,2022-02-04T01:10:59Z,3050000,,,0,,T. Young take personal FOUL (1 PF),"[201152, 200768]",1610612759.0,SAS,take,,,Young,T. Young,,,,,,,,202035.0,,,,,,,,1.0,0.0,Lowry,200768.0,,,,,
313,PT00M28.70S,2022-02-04T01:02:40.3Z,2,REGULAR,substitution,out,[],200782,,,1610612748,47,54,2022-02-04T01:02:46Z,3070000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M28.70S,2022-02-04T01:02:40.3Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,47,54,2022-02-04T01:02:46Z,3080000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M22.10S,2022-02-04T01:03:20.8Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612748,47,54,2022-02-04T01:03:20Z,3090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M08.40S,2022-02-04T01:03:34.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.14257555847569,42.8921568627451,1610612748,47,54,2022-02-04T01:03:43Z,3100000,36.0,80.0,1,left,MISS B. Adebayo 8' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,,,,,8.79,Missed,,,,,,,,,,,,,,
317,PT00M06.30S,2022-02-04T01:03:37.4Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,47,54,2022-02-04T01:03:37Z,3110000,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,316.0,5.0,3.0,2.0,,,,,,,,,
318,PT00M06.30S,2022-02-04T01:03:39.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,6.258212877792378,49.754901960784316,1610612748,47,56,2022-02-04T01:11:59Z,3120000,1.0,6.0,1,left,J. Butler reverse Layup (8 PTS),[202710],1610612748.0,MIA,reverse,,,Butler,J. Butler,,,,,,,,,0.64,Made,8.0,,,,,,,,,,,,,
319,PT00M06.30S,2022-02-04T01:03:42.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630563,,,1610612748,47,56,2022-02-04T01:03:51Z,3130000,,,0,,J. Primo shooting personal FOUL (1 PF) (Butler 1 FT),"[1630563, 202710]",1610612759.0,SAS,shooting,,,Primo,J. Primo,,,,,,,,1627541.0,,,,,,,,1.0,0.0,Butler,202710.0,,,,,
321,PT00M06.30S,2022-02-04T01:03:56.2Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,47,56,2022-02-04T01:04:35Z,3150000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M06.30S,2022-02-04T01:03:56.2Z,2,REGULAR,substitution,in,[],1629216,,,1610612748,47,56,2022-02-04T01:04:35Z,3160000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M06.30S,2022-02-04T01:04:19.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],202710,,,1610612748,47,57,2022-02-04T01:04:19Z,3170000,,,0,,J. Butler Free Throw 1 of 1 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
324,PT00M02.10S,2022-02-04T01:04:33.5Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612759,47,57,2022-02-04T01:04:39Z,3180000,,,0,,D. White bad pass TURNOVER (4 TO),"[1628401, 1628389]",1610612759.0,SAS,,,,White,D. White,,,,,4.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,
325,PT00M02.10S,2022-02-04T01:04:33.5Z,2,REGULAR,steal,,[],1628389,,,1610612748,47,57,2022-02-04T01:04:35Z,3190000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M00.00S,2022-02-04T01:04:41.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628389,47.7496714848883,13.235294117647058,1610612748,47,57,2022-02-04T01:13:13Z,3200000,184.0,396.0,1,left,MISS B. Adebayo 43' pullup 3PT,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,,,,,43.68,Missed,,,,,,,,,,,,,,
327,PT00M00.00S,2022-02-04T01:04:41.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,47,57,2022-02-04T01:13:13Z,3210000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,326.0,,,,,,,,,,,,
328,PT00M00.00S,2022-02-04T01:04:45.8Z,2,REGULAR,period,end,[],0,,,1610612748,47,57,2022-02-04T01:04:45Z,3220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-02-04T01:19:02.5Z,3,REGULAR,substitution,out,['startperiod'],1629022,,,1610612748,47,57,2022-02-04T01:19:48Z,3230000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-02-04T01:19:02.5Z,3,REGULAR,substitution,out,['startperiod'],1630563,,,1610612748,47,57,2022-02-04T01:19:48Z,3240000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-02-04T01:19:02.5Z,3,REGULAR,substitution,out,['startperiod'],1627823,,,1610612748,47,57,2022-02-04T01:19:48Z,3250000,,,0,,SUB out: J. Hernangomez,[1627823],1610612759.0,SAS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-02-04T01:19:02.5Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,47,57,2022-02-04T01:19:48Z,3260000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-02-04T01:19:02.5Z,3,REGULAR,substitution,out,['startperiod'],1629216,,,1610612748,47,57,2022-02-04T01:19:48Z,3270000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-02-04T01:19:02.5Z,3,REGULAR,substitution,in,['startperiod'],1629640,,,1610612748,47,57,2022-02-04T01:19:48Z,3280000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-02-04T01:19:02.5Z,3,REGULAR,substitution,in,['startperiod'],1630170,,,1610612748,47,57,2022-02-04T01:19:48Z,3290000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-02-04T01:19:02.5Z,3,REGULAR,substitution,in,['startperiod'],1630200,,,1610612748,47,57,2022-02-04T01:19:48Z,3300000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-02-04T01:19:02.5Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612748,47,57,2022-02-04T01:19:48Z,3310000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-02-04T01:19:02.5Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612748,47,57,2022-02-04T01:19:48Z,3320000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-02-04T01:19:49.0Z,3,REGULAR,period,start,[],0,,,1610612759,47,57,2022-02-04T01:19:49Z,3330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M44.00S,2022-02-04T01:20:04.1Z,3,REGULAR,turnover,bad pass,[],1630170,,,1610612759,47,57,2022-02-04T01:20:13Z,3340000,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1628389]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,1.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,
341,PT11M44.00S,2022-02-04T01:20:04.1Z,3,REGULAR,steal,,[],1628389,,,1610612748,47,57,2022-02-04T01:20:06Z,3350000,,,0,,B. Adebayo STEAL (3 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M40.00S,2022-02-04T01:20:08.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628389,93.9060446780552,49.26470588235294,1610612748,47,57,2022-02-04T01:22:23Z,3360000,-4.0,5.0,1,right,MISS B. Adebayo running Layup,[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,,,,,0.61,Missed,,,,,,,,,,,,,,
343,PT11M38.00S,2022-02-04T01:20:10.3Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,47,57,2022-02-04T01:20:10Z,3370000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,342.0,2.0,2.0,0.0,,,,,,,,,
344,PT11M34.00S,2022-02-04T01:20:14.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,29.38567674113009,26.225490196078432,1610612759,47,57,2022-02-04T01:20:23Z,3380000,119.0,224.0,1,left,MISS D. White 25' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,25.33,Missed,,,,,,,,,,,,,,
345,PT11M30.00S,2022-02-04T01:20:18.8Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,47,57,2022-02-04T01:20:23Z,3390000,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,344.0,5.0,4.0,1.0,,,,,,,,,
346,PT11M22.00S,2022-02-04T01:20:25.4Z,3,REGULAR,3pt,Jump Shot,[],1629130,74.58935611038108,86.02941176470588,1610612748,47,57,2022-02-04T01:20:29Z,3400000,180.0,186.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,25.92,Missed,,,,,,,,,,,,,,
347,PT11M20.00S,2022-02-04T01:20:27.4Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612759,47,57,2022-02-04T01:20:29Z,3410000,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,346.0,4.0,4.0,0.0,,,,,,,,,
348,PT11M09.00S,2022-02-04T01:20:39.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,14.273981603153747,49.26470588235294,1610612759,49,57,2022-02-04T01:20:44Z,3420000,4.0,82.0,1,left,T. Jones 8' floating Jump Shot (7 PTS) (K. Johnson 1 AST),"[1630200, 1629640]",1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,,,,,8.18,Made,7.0,,,,,,,,,K. Johnson,1629640.0,1.0,,
349,PT10M45.00S,2022-02-04T01:21:04.9Z,3,REGULAR,foul,personal,[],1630170,,,1610612748,49,57,2022-02-04T01:21:11Z,3430000,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 200768]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,201246.0,,,,,,,,1.0,0.0,Lowry,200768.0,,,,,
351,PT10M35.00S,2022-02-04T01:21:31.4Z,3,REGULAR,3pt,Jump Shot,[],200782,91.01511169513797,97.05882352941177,1610612748,49,60,2022-02-04T01:21:36Z,3450000,235.0,32.0,1,right,P. Tucker 3PT  (3 PTS) (D. Robinson 1 AST),"[200782, 1629130]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,23.75,Made,3.0,,,,,,,,,D. Robinson,1629130.0,1.0,,
353,PT10M15.00S,2022-02-04T01:21:51.8Z,3,REGULAR,2pt,Jump Shot,[],1630170,26.363337713534822,43.872549019607845,1610612759,51,60,2022-02-04T01:21:56Z,3470000,31.0,195.0,1,left,D. Vassell 19' step back Jump Shot (7 PTS) (K. Johnson 2 AST),"[1630170, 1629640]",1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,,,,,19.77,Made,7.0,,,,,,,,,K. Johnson,1629640.0,2.0,,
354,PT09M53.00S,2022-02-04T01:22:13.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,93.64323258869908,48.529411764705884,1610612748,51,60,2022-02-04T01:22:22Z,3480000,-7.0,7.0,1,right,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,,,,,1.04,Missed,,,,,,,,,,,,,,
355,PT09M51.00S,2022-02-04T01:22:15.5Z,3,REGULAR,rebound,defensive,[],201152,,,1610612759,51,60,2022-02-04T01:22:22Z,3490000,,,0,,T. Young REBOUND (Off:4 Def:3),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,354.0,7.0,3.0,4.0,,,,,,,,,
356,PT09M49.00S,2022-02-04T01:22:20.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.915243101182654,47.794117647058826,1610612759,53,60,2022-02-04T01:25:40Z,3500000,11.0,13.0,1,left,T. Jones running Layup (9 PTS) (D. White 2 AST),"[1630200, 1628401]",1610612759.0,SAS,running,,,Jones,T. Jones,,,,,,,,,1.67,Made,9.0,,,,,,,,,D. White,1628401.0,2.0,,
358,PT09M49.00S,2022-02-04T01:22:24.3Z,3,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612759,53,60,2022-02-04T01:22:34Z,3520000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Jones 1 FT),"[1629130, 1630200]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,201246.0,,,,,,,,2.0,0.0,Jones,1630200.0,,,,,
