actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
270,PT04M39.00S,2021-11-11T02:23:56.4Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,57,41,2021-11-11T02:24:15Z,2650000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,269.0,4.0,3.0,1.0,,,,,,,,,
271,PT04M35.00S,2021-11-11T02:24:20.3Z,2,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612758,57,41,2021-11-11T02:24:26Z,2660000,,,0,,D. Vassell shooting personal FOUL (2 PF) (Fox 2 FT),"[1630170, 1628368]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,1201.0,,,,,,,,,,,,2.0,0.0,Fox,1628368.0,,,,,
273,PT04M35.00S,2021-11-11T02:24:40.0Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,57,42,2021-11-11T02:25:11Z,2680000,,,0,,D. Fox Free Throw 1 of 2 (7 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
274,PT04M35.00S,2021-11-11T02:24:40.0Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,57,43,2021-11-11T02:25:11Z,2690000,,,0,,D. Fox Free Throw 2 of 2 (8 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
275,PT04M17.00S,2021-11-11T02:25:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201152,91.40932982917214,40.19607843137255,1610612759,57,43,2021-11-11T02:25:29Z,2700000,-49.0,28.0,1,right,MISS T. Young Layup,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,5.66,Missed,,,,,,,,,,,,,,,,,
276,PT04M11.00S,2021-11-11T02:25:18.8Z,2,REGULAR,rebound,defensive,[],203458,,,1610612758,57,43,2021-11-11T02:25:29Z,2710000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,275.0,1.0,1.0,0.0,,,,,,,,,
277,PT04M08.00S,2021-11-11T02:25:22.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,19.530223390275953,56.372549019607845,1610612758,57,43,2021-11-11T02:25:55Z,2720000,-32.0,131.0,1,left,MISS D. Fox 13' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,,13.49,Missed,,,,,,,,,,,,,,,,,
278,PT04M07.00S,2021-11-11T02:25:23.1Z,2,REGULAR,rebound,offensive,[],203458,,,1610612758,57,43,2021-11-11T02:25:55Z,2730000,,,0,,A. Len REBOUND (Off:1 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,277.0,2.0,1.0,1.0,,,,,,,,,
279,PT04M07.00S,2021-11-11T02:25:28.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203458,5.590000152587891,50.0,1610612758,57,45,2021-11-11T02:25:28Z,2740000,0.0,0.0,1,left,A. Len tip Layup (4 PTS),[203458],1610612758.0,SAC,tip,,,Len,A. Len,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,
280,PT04M07.00S,2021-11-11T02:25:55.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,57,45,2021-11-11T02:25:55Z,2750000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M47.00S,2021-11-11T02:27:35.3Z,2,REGULAR,2pt,Jump Shot,[],1627749,76.03482260183968,46.81372549019608,1610612759,59,45,2021-11-11T02:27:41Z,2760000,-16.0,173.0,1,right,D. Murray 17' pullup Jump Shot (9 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,17.35,Made,9.0,,,,,,,,,,,,,,,,
282,PT03M28.00S,2021-11-11T02:27:54.8Z,2,REGULAR,3pt,Jump Shot,[],1627741,17.0335085413929,94.36274509803921,1610612758,59,45,2021-11-11T02:28:00Z,2770000,-222.0,108.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,24.65,Missed,,,,,,,,,,,,,,,,,
283,PT03M25.00S,2021-11-11T02:27:57.3Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,59,45,2021-11-11T02:27:57Z,2780000,,,0,,K. Johnson REBOUND (Off:2 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,282.0,6.0,4.0,2.0,,,,,,,,,
284,PT03M12.00S,2021-11-11T02:28:10.1Z,2,REGULAR,2pt,Jump Shot,[],1627749,95.22010512483574,70.83333333333334,1610612759,61,45,2021-11-11T02:28:18Z,2790000,104.0,-8.0,1,right,D. Murray 10' fadeaway Jump Shot (11 PTS),[1627749],1610612759.0,SAS,fadeaway,,,Murray,D. Murray,,,,,,,10.45,Made,11.0,,,,,,,,,,,,,,,,
286,PT03M08.00S,2021-11-11T02:28:18.6Z,2,REGULAR,foul,personal,[],1627749,,,1610612758,61,45,2021-11-11T02:28:34Z,2810000,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 1628368]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,202901.0,,,,,,,,,,,,1.0,0.0,Fox,1628368.0,,,,,
288,PT03M08.00S,2021-11-11T02:28:27.6Z,2,REGULAR,substitution,out,[],1630170,,,1610612758,61,45,2021-11-11T02:28:40Z,2830000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M08.00S,2021-11-11T02:28:27.6Z,2,REGULAR,substitution,out,[],1627741,,,1610612758,61,45,2021-11-11T02:28:40Z,2840000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M08.00S,2021-11-11T02:28:27.6Z,2,REGULAR,substitution,in,[],1628401,,,1610612758,61,45,2021-11-11T02:28:40Z,2850000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M08.00S,2021-11-11T02:28:27.6Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,61,45,2021-11-11T02:28:40Z,2860000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M55.00S,2021-11-11T02:28:54.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,5.338370565045992,49.50980392156863,1610612758,61,47,2021-11-11T02:29:05Z,2870000,2.0,-2.0,1,left,A. Len DUNK (6 PTS) (H. Barnes 1 AST),"[203458, 203084]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,0.34,Made,6.0,H. Barnes,203084.0,1.0,,,,,,,,,,,,,
294,PT02M31.00S,2021-11-11T02:29:18.7Z,2,REGULAR,3pt,Jump Shot,[],1629022,81.553876478318,93.38235294117648,1610612759,64,47,2021-11-11T02:29:23Z,2890000,217.0,121.0,1,right,L. Walker IV 24' 3PT  (7 PTS) (T. Young 4 AST),"[1629022, 201152]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,24.83,Made,7.0,T. Young,201152.0,4.0,,,,,,,,,,,,,
296,PT02M20.00S,2021-11-11T02:29:29.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.863994743758213,51.9607843137255,1610612758,64,47,2021-11-11T02:29:45Z,2910000,-10.0,3.0,1,left,MISS D. Fox driving finger roll Layup,[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,,,1.01,Missed,,,,,,,,,,,,,,,,,
297,PT02M19.00S,2021-11-11T02:29:30.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,64,47,2021-11-11T02:29:45Z,2920000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,
298,PT02M19.00S,2021-11-11T02:29:40.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,64,47,2021-11-11T02:29:40Z,2930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M01.00S,2021-11-11T02:30:03.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,94.1688567674113,55.63725490196079,1610612759,64,47,2021-11-11T02:34:22Z,2940000,28.0,2.0,1,right,MISS L. Walker IV driving finger roll Layup,[1629022],1610612759.0,SAS,driving finger roll,,,Walker IV,L. Walker IV,,,,,,,2.83,Missed,,,,,,,,,,,,,,,,,
300,PT01M58.00S,2021-11-11T02:30:06.2Z,2,REGULAR,rebound,offensive,[],201152,,,1610612759,64,47,2021-11-11T02:30:13Z,2950000,,,0,,T. Young REBOUND (Off:2 Def:0),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,299.0,2.0,0.0,2.0,,,,,,,,,
301,PT01M49.00S,2021-11-11T02:30:15.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,94.43166885676742,95.83333333333334,1610612759,67,47,2021-11-11T02:30:24Z,2960000,229.0,0.0,1,right,L. Walker IV 3PT  (10 PTS) (D. Murray 4 AST),"[1629022, 1627749]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,22.92,Made,10.0,D. Murray,1627749.0,4.0,,,,,,,,,,,,,
303,PT01M42.00S,2021-11-11T02:30:29.7Z,2,REGULAR,foul,personal,[],1627749,,,1610612758,67,47,2021-11-11T02:30:38Z,2980000,,,0,,D. Murray personal FOUL (2 PF),"[1627749, 1628368]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,1201.0,,,,,,,,,,,,2.0,0.0,Fox,1628368.0,,,,,
305,PT01M39.00S,2021-11-11T02:30:55.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629640,,,1610612758,67,47,2021-11-11T02:31:13Z,3000000,,,0,,K. Johnson personal FOUL (1 PF) (Barnes 2 FT),"[1629640, 203084]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,202901.0,,,,,,,,,,,,1.0,0.0,Barnes,203084.0,,,,,
307,PT01M39.00S,2021-11-11T02:31:24.3Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,67,48,2021-11-11T02:31:24Z,3020000,,,0,,H. Barnes Free Throw 1 of 2 (8 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
308,PT01M39.00S,2021-11-11T02:31:36.5Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,67,49,2021-11-11T02:31:36Z,3030000,,,0,,H. Barnes Free Throw 2 of 2 (9 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,
309,PT01M29.00S,2021-11-11T02:31:48.0Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612759,67,49,2021-11-11T02:38:22Z,3040000,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 203084]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,1.0,,,,,,,,,,,,,,,Barnes,203084.0,,,
310,PT01M29.00S,2021-11-11T02:31:48.0Z,2,REGULAR,steal,,[],203084,,,1610612758,67,49,2021-11-11T02:40:25Z,3050000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M24.00S,2021-11-11T02:31:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630558,6.389618922470433,47.549019607843135,1610612758,67,49,2021-11-11T02:43:09Z,3060000,12.0,8.0,1,left,MISS D. Mitchell running Layup,[1630558],1610612758.0,SAC,running,,,Mitchell,D. Mitchell,,,,,,,1.45,Missed,,,,,,,,,,,,,,,,,
313,PT01M20.00S,2021-11-11T02:31:57.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,67,49,2021-11-11T02:32:03Z,3080000,,,0,,K. Johnson REBOUND (Off:2 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,311.0,7.0,5.0,2.0,,,,,,,,,
314,PT01M17.00S,2021-11-11T02:32:00.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,93.64323258869908,4.411764705882353,1610612759,70,49,2021-11-11T02:32:10Z,3090000,-228.0,7.0,1,right,D. Murray 3PT  (14 PTS) (K. Johnson 3 AST),"[1627749, 1629640]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,22.8,Made,14.0,K. Johnson,1629640.0,3.0,,,,,,,,,,,,,
316,PT00M56.40S,2021-11-11T02:32:22.1Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612758,70,49,2021-11-11T02:47:48Z,3110000,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 201152]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,2.0,,,,,,,,,,,,,,,Young,201152.0,,,
317,PT00M56.40S,2021-11-11T02:32:22.1Z,2,REGULAR,steal,,[],201152,,,1610612759,70,49,2021-11-11T02:32:25Z,3120000,,,0,,T. Young STEAL (1 STL),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M54.50S,2021-11-11T02:32:29.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612759,70,49,2021-11-11T02:32:51Z,3130000,,,0,,D. Fox personal FOUL (1 PF) (Walker IV 2 FT),"[1628368, 1629022]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,1201.0,,,,,,,,,,,,1.0,0.0,Walker IV,1629022.0,,,,,
320,PT00M54.50S,2021-11-11T02:32:59.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629022,,,1610612759,71,49,2021-11-11T02:33:15Z,3150000,,,0,,L. Walker IV Free Throw 1 of 2 (11 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
321,PT00M54.50S,2021-11-11T02:32:59.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629022,,,1610612759,71,49,2021-11-11T02:33:15Z,3160000,,,0,,MISS L. Walker IV Free Throw 2 of 2,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,Missed,,,,,,,,,,,,,,,,,
322,PT00M47.90S,2021-11-11T02:33:05.9Z,2,REGULAR,rebound,defensive,[],203458,,,1610612758,71,49,2021-11-11T02:33:15Z,3170000,,,0,,A. Len REBOUND (Off:1 Def:2),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,321.0,3.0,2.0,1.0,,,,,,,,,
323,PT00M30.90S,2021-11-11T02:33:31.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,14.273981603153747,63.970588235294116,1610612758,71,51,2021-11-11T02:33:45Z,3180000,-70.0,82.0,1,left,D. Fox 10' turnaround fadeaway Jump Shot (10 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,,,10.75,Made,10.0,,,,,,,,,,,,,,,,
324,PT00M11.40S,2021-11-11T02:33:56.2Z,2,REGULAR,turnover,lost ball,[],1628401,,,1610612759,71,51,2021-11-11T02:34:04Z,3190000,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 1628368]",1610612759.0,SAS,,,,White,D. White,,,,,,1.0,,,,,,,,,,,,,,,Fox,1628368.0,,,
325,PT00M11.40S,2021-11-11T02:33:56.2Z,2,REGULAR,steal,,[],1628368,,,1610612758,71,51,2021-11-11T02:33:59Z,3200000,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M11.40S,2021-11-11T02:34:02.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612758,71,51,2021-11-11T02:36:08Z,3210000,,,0,,D. White clear-path personal FOUL (1 PF) (Fox 2 FT),"[1628401, 1628368]",1610612759.0,SAS,clear-path,,,White,D. White,,,,,1201.0,,,,,,,,,,,,1.0,0.0,Fox,1628368.0,,,,,
328,PT00M11.40S,2021-11-11T02:34:47.9Z,2,REGULAR,instantreplay,request,[],0,,,1610612758,71,51,2021-11-11T02:35:55Z,3230000,,,0,,,[],,,overturned,,,,,,,,,1199.0,,,,,,,,,,,,,,,,,,,,Clear Path - Overturn Call
329,PT00M11.40S,2021-11-11T02:36:13.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628368,,,1610612758,71,52,2021-11-11T02:41:28Z,3240000,,,0,,D. Fox clear-path Free Throw 1 of 2 (11 PTS),[1628368],1610612758.0,SAC,clear-path,,,Fox,D. Fox,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
330,PT00M11.40S,2021-11-11T02:36:13.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628368,,,1610612758,71,53,2021-11-11T02:41:28Z,3250000,,,0,,D. Fox clear-path Free Throw 2 of 2 (12 PTS),[1628368],1610612758.0,SAC,clear-path,,,Fox,D. Fox,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
331,PT00M11.40S,2021-11-11T02:36:25.6Z,2,REGULAR,substitution,out,[],1627749,,,1610612759,71,53,2021-11-11T02:36:45Z,3260000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M11.40S,2021-11-11T02:36:25.6Z,2,REGULAR,substitution,in,[],203926,,,1610612759,71,53,2021-11-11T02:36:45Z,3270000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M11.40S,2021-11-11T02:36:25.6Z,2,REGULAR,substitution,out,[],1630558,,,1610612759,71,53,2021-11-11T02:37:00Z,3280000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M11.40S,2021-11-11T02:36:25.6Z,2,REGULAR,substitution,in,[],1629002,,,1610612759,71,53,2021-11-11T02:37:00Z,3290000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M00.10S,2021-11-11T02:37:07.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612758,71,53,2021-11-11T02:39:37Z,3292500,,,0,,D. White shooting personal FOUL (2 PF) (Fox 2 FT),"[1628401, 1628368]",1610612759.0,SAS,shooting,,,White,D. White,,,,,1199.0,,,,,,,,,,,,2.0,0.0,Fox,1628368.0,,,,,
338,PT00M00.10S,2021-11-11T02:38:26.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628368,,,1610612758,71,53,2021-11-11T02:38:49Z,3295000,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Missed,,,,,,,,,,,,,,,,,
339,PT00M00.10S,2021-11-11T02:38:26.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,71,53,2021-11-11T02:38:49Z,3297500,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,338.0,,,,,,,,,,,,
340,PT00M00.10S,2021-11-11T02:38:26.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628368,,,1610612758,71,54,2021-11-11T02:38:49Z,3298750,,,0,,D. Fox Free Throw 2 of 2 (13 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
337,PT00M00.00S,2021-11-11T02:37:25.2Z,2,REGULAR,instantreplay,request,[],0,,,1610612759,71,54,2021-11-11T02:39:37Z,3320000,,,0,,,[],,,stands,,,,,,,,,1199.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
341,PT00M00.00S,2021-11-11T02:38:58.5Z,2,REGULAR,period,end,[],0,,,1610612759,71,54,2021-11-11T02:39:37Z,3360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-11-11T02:53:39.0Z,3,REGULAR,substitution,out,['startperiod'],1629022,,,1610612759,71,54,2021-11-11T02:54:09Z,3370000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-11-11T02:53:39.0Z,3,REGULAR,substitution,out,['startperiod'],201152,,,1610612759,71,54,2021-11-11T02:54:09Z,3380000,,,0,,SUB out: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-11-11T02:53:39.0Z,3,REGULAR,substitution,out,['startperiod'],1630186,,,1610612759,71,54,2021-11-11T02:54:09Z,3390000,,,0,,SUB out: J. Ramsey,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-11-11T02:53:39.0Z,3,REGULAR,substitution,out,['startperiod'],203458,,,1610612759,71,54,2021-11-11T02:54:09Z,3400000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-11-11T02:53:39.0Z,3,REGULAR,substitution,out,['startperiod'],1629002,,,1610612759,71,54,2021-11-11T02:54:09Z,3410000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-11-11T02:53:39.0Z,3,REGULAR,substitution,in,['startperiod'],1629234,,,1610612759,71,54,2021-11-11T02:54:09Z,3420000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-11-11T02:53:39.0Z,3,REGULAR,substitution,in,['startperiod'],1627749,,,1610612759,71,54,2021-11-11T02:54:09Z,3430000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-11-11T02:53:39.0Z,3,REGULAR,substitution,in,['startperiod'],203090,,,1610612759,71,54,2021-11-11T02:54:09Z,3440000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-11-11T02:53:39.0Z,3,REGULAR,substitution,in,['startperiod'],1626158,,,1610612759,71,54,2021-11-11T02:54:09Z,3450000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-11-11T02:53:39.0Z,3,REGULAR,substitution,in,['startperiod'],1627741,,,1610612759,71,54,2021-11-11T02:54:09Z,3460000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-11-11T02:54:06.9Z,3,REGULAR,period,start,[],0,,,1610612759,71,54,2021-11-11T02:54:10Z,3470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT11M35.00S,2021-11-11T02:54:30.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,7.835085413929041,40.68627450980392,1610612759,73,54,2021-11-11T02:54:36Z,3480000,47.0,21.0,1,left,D. Eubanks turnaround Hook (7 PTS) (D. White 6 AST),"[1629234, 1628401]",1610612759.0,SAS,turnaround,,,Eubanks,D. Eubanks,,,,,,,5.12,Made,7.0,D. White,1628401.0,6.0,,,,,,,,,,,,,
355,PT11M16.00S,2021-11-11T02:54:49.7Z,3,REGULAR,3pt,Jump Shot,[],203090,76.42904073587385,10.784313725490197,1610612758,73,54,2021-11-11T02:54:56Z,3500000,-196.0,169.0,1,right,MISS M. Harkless 25' 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,25.89,Missed,,,,,,,,,,,,,,,,,
356,PT11M10.00S,2021-11-11T02:54:55.7Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,73,54,2021-11-11T02:58:57Z,3510000,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,355.0,2.0,2.0,0.0,,,,,,,,,
357,PT11M01.00S,2021-11-11T02:55:04.5Z,3,REGULAR,3pt,Jump Shot,[],1628401,4.812746386333772,3.431372549019608,1610612759,73,54,2021-11-11T02:55:09Z,3520000,233.0,-7.0,1,left,MISS D. White 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,,
358,PT10M59.00S,2021-11-11T02:55:06.5Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,73,54,2021-11-11T02:55:09Z,3530000,,,0,,R. Holmes REBOUND (Off:1 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,357.0,5.0,4.0,1.0,,,,,,,,,
359,PT10M52.00S,2021-11-11T02:55:13.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203090,94.1688567674113,48.03921568627451,1610612758,73,56,2021-11-11T02:57:38Z,3540000,-10.0,2.0,1,right,M. Harkless driving reverse Layup (2 PTS),[203090],1610612758.0,SAC,driving reverse,,,Harkless,M. Harkless,,,,,,,1.01,Made,2.0,,,,,,,,,,,,,,,,
360,PT10M38.00S,2021-11-11T02:55:27.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,10.85742444152431,46.07843137254902,1610612759,73,56,2021-11-11T02:55:34Z,3550000,20.0,50.0,1,left,MISS K. Johnson floating Shot,[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,,,5.33,Missed,,,,,,,,,,,,,,,,,
361,PT10M36.00S,2021-11-11T02:55:29.7Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,73,56,2021-11-11T02:55:29Z,3560000,,,0,,R. Holmes REBOUND (Off:1 Def:5),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,360.0,6.0,5.0,1.0,,,,,,,,,
