actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
16,PT11M09.00S,2021-11-25T01:41:20.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,2,0,2021-11-25T01:41:20Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M58.00S,2021-11-25T01:41:43.5Z,1,REGULAR,3pt,Jump Shot,[],1628989,30.699737187910642,18.38235294117647,1610612737,2,0,2021-11-25T01:41:50Z,170000,158.0,236.0,1,left,MISS K. Huerter 28' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,28.41,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M54.00S,2021-11-25T01:41:47.5Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,2,0,2021-11-25T01:41:50Z,180000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M44.00S,2021-11-25T01:41:57.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,66.04796320630749,48.77450980392157,1610612759,2,0,2021-11-25T01:42:03Z,190000,-6.0,267.0,1,right,MISS D. White 26' pullup 3PT,[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M41.00S,2021-11-25T01:42:00.1Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,2,0,2021-11-25T01:42:03Z,200000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M34.00S,2021-11-25T01:42:07.7Z,1,REGULAR,2pt,Jump Shot,[],1629027,8.623521681997373,31.127450980392158,1610612737,2,2,2021-11-25T01:42:12Z,210000,94.0,29.0,1,left,T. Young 9' driving floating bank Jump Shot (2 PTS) (K. Huerter 1 AST),"[1629027, 1628989]",1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,9.86,Made,,,,,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,
22,PT10M16.00S,2021-11-25T01:42:25.0Z,1,REGULAR,3pt,Jump Shot,[],1627749,78.79434954007884,6.61764705882353,1610612759,5,2,2021-11-25T01:42:29Z,220000,-217.0,147.0,1,right,D. Murray 26' 3PT pullup (3 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,26.19,Made,,,,,3.0,,,,,,,,,,,,,,
23,PT09M50.00S,2021-11-25T01:42:51.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,17.69053876478318,94.6078431372549,1610612737,5,2,2021-11-25T01:42:57Z,230000,-223.0,114.0,1,left,MISS K. Huerter 25' pullup 3PT,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M45.00S,2021-11-25T01:42:56.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,5,2,2021-11-25T01:42:57Z,240000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
25,PT09M32.00S,2021-11-25T01:43:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,94.03745072273325,39.950980392156865,1610612759,5,2,2021-11-25T01:46:04Z,250000,-50.0,4.0,1,right,MISS K. Bates-Diop reverse Layup - blocked,"[1628966, 203991]",1610612759.0,SAS,reverse,,,Bates-Diop,K. Bates-Diop,,,,,5.03,Missed,,,,,,,,,Capela,203991.0,,,,,,,,,
26,PT09M32.00S,2021-11-25T01:43:09.0Z,1,REGULAR,block,,[],203991,,,1610612759,5,2,2021-11-25T01:43:11Z,260000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M29.00S,2021-11-25T01:43:12.0Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,5,2,2021-11-25T01:43:20Z,270000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
28,PT09M25.00S,2021-11-25T01:43:16.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,9.806176084099869,96.32352941176471,1610612737,5,5,2021-11-25T01:43:25Z,280000,-232.0,40.0,1,left,K. Huerter 3PT pullup (3 PTS) (B. Bogdanovic 1 AST),"[1628989, 203992]",1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,23.5,Made,,,,,3.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,
30,PT09M07.00S,2021-11-25T01:43:34.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,85.3646517739816,50.98039215686274,1610612759,7,5,2021-11-25T01:43:38Z,300000,5.0,85.0,1,right,D. White 8' pullup Jump Shot (2 PTS) (D. Murray 2 AST),"[1628401, 1627749]",1610612759.0,SAS,pullup,,,White,D. White,,,,,8.52,Made,,,,,2.0,D. Murray,1627749.0,2.0,,,,,,,,,,,
32,PT08M54.00S,2021-11-25T01:43:47.5Z,1,REGULAR,2pt,Jump Shot,[],1629027,18.2161629434954,72.54901960784314,1610612737,7,5,2021-11-25T01:43:55Z,320000,-113.0,119.0,1,left,MISS T. Young 16' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,16.37,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2021-11-25T01:43:49.5Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,7,5,2021-11-25T01:43:55Z,330000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
34,PT08M41.00S,2021-11-25T01:44:01.1Z,1,REGULAR,turnover,lost ball,[],1628966,,,1610612759,7,5,2021-11-25T01:44:08Z,340000,,,0,,K. Bates-Diop lost ball TURNOVER (1 TO),"[1628966, 203991]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,1.0,Capela,203991.0,,,,,,
35,PT08M41.00S,2021-11-25T01:44:01.1Z,1,REGULAR,steal,,[],203991,,,1610612737,7,5,2021-11-25T01:44:03Z,350000,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M35.00S,2021-11-25T01:44:06.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628381,5.995400788436268,53.431372549019606,1610612737,7,5,2021-11-25T01:45:57Z,360000,-17.0,4.0,1,left,MISS J. Collins driving finger roll Layup,[1628381],1610612737.0,ATL,driving finger roll,,,Collins,J. Collins,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M33.00S,2021-11-25T01:44:08.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,7,5,2021-11-25T01:49:06Z,370000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
38,PT08M17.00S,2021-11-25T01:44:25.2Z,1,REGULAR,3pt,Jump Shot,[],1627749,66.5735873850197,44.6078431372549,1610612759,7,5,2021-11-25T01:44:30Z,380000,-27.0,262.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M13.00S,2021-11-25T01:44:29.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,7,5,2021-11-25T01:44:30Z,390000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
40,PT08M08.00S,2021-11-25T01:44:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203992,6.915243101182654,51.470588235294116,1610612737,7,5,2021-11-25T01:44:41Z,400000,-7.0,13.0,1,left,MISS B. Bogdanovic driving finger roll Layup - blocked,"[203992, 1628401]",1610612737.0,ATL,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,1.45,Missed,,,,,,,,,White,1628401.0,,,,,,,,,
41,PT08M08.00S,2021-11-25T01:44:33.8Z,1,REGULAR,block,,[],1628401,,,1610612737,7,5,2021-11-25T01:44:36Z,410000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M04.00S,2021-11-25T01:44:37.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,7,5,2021-11-25T01:44:41Z,420000,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
43,PT07M59.00S,2021-11-25T01:44:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.51182654402102,52.20588235294118,1610612759,7,5,2021-11-25T01:51:00Z,430000,11.0,8.0,1,right,MISS D. Murray driving Layup,[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M58.00S,2021-11-25T01:44:43.4Z,1,REGULAR,rebound,offensive,[],1627749,,,1610612759,7,5,2021-11-25T01:51:34Z,440000,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,43.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
45,PT07M58.00S,2021-11-25T01:44:49.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627749,94.40999984741211,50.0,1610612759,9,5,2021-11-25T01:51:40Z,450000,0.0,0.0,1,right,D. Murray tip Layup (5 PTS),[1627749],1610612759.0,SAS,tip,,,Murray,D. Murray,,,,,0.0,Made,,,,,5.0,,,,,,,,,,,,,,
46,PT07M36.00S,2021-11-25T01:45:05.5Z,1,REGULAR,2pt,Jump Shot,[],1629027,25.18068331143233,46.568627450980394,1610612737,9,7,2021-11-25T01:45:08Z,460000,17.0,184.0,1,left,T. Young 18' pullup Jump Shot (4 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,18.5,Made,,,,,4.0,,,,,,,,,,,,,,
47,PT07M24.00S,2021-11-25T01:45:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,82.86793692509855,51.225490196078425,1610612759,11,7,2021-11-25T01:45:25Z,470000,6.0,109.0,1,right,J. Poeltl 10' floating Jump Shot (2 PTS) (D. Murray 3 AST),"[1627751, 1627749]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,10.87,Made,,,,,2.0,D. Murray,1627749.0,3.0,,,,,,,,,,,
49,PT07M12.00S,2021-11-25T01:45:28.6Z,1,REGULAR,2pt,Jump Shot,[],1629027,9.149145860709593,9.068627450980392,1610612737,11,7,2021-11-25T01:45:32Z,490000,205.0,34.0,1,left,MISS T. Young 20' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,20.74,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M10.00S,2021-11-25T01:45:30.6Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,11,7,2021-11-25T01:45:32Z,500000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
51,PT07M05.00S,2021-11-25T01:45:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.51182654402102,52.20588235294118,1610612759,11,7,2021-11-25T01:45:49Z,510000,11.0,8.0,1,right,MISS K. Johnson driving finger roll Layup - blocked,"[1629640, 203991]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,1.39,Missed,,,,,,,,,Capela,203991.0,,,,,,,,,
52,PT07M05.00S,2021-11-25T01:45:35.7Z,1,REGULAR,block,,[],203991,,,1610612759,11,7,2021-11-25T01:45:38Z,520000,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M02.00S,2021-11-25T01:45:38.7Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612759,11,7,2021-11-25T01:45:49Z,530000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,51.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
54,PT07M02.00S,2021-11-25T01:45:43.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628966,94.40999984741211,50.0,1610612759,11,7,2021-11-25T01:46:05Z,540000,0.0,0.0,1,right,MISS K. Bates-Diop putback Layup,[1628966],1610612759.0,SAS,putback,,,Bates-Diop,K. Bates-Diop,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M02.00S,2021-11-25T01:45:43.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,11,7,2021-11-25T01:46:05Z,550000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,
56,PT07M02.00S,2021-11-25T01:45:47.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,11,7,2021-11-25T01:45:47Z,560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M02.00S,2021-11-25T01:45:48.3Z,1,REGULAR,substitution,out,[],1628966,,,1610612759,11,7,2021-11-25T01:45:56Z,570000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M02.00S,2021-11-25T01:45:48.3Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,11,7,2021-11-25T01:45:56Z,580000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M01.00S,2021-11-25T01:46:06.2Z,1,REGULAR,foul,personal,[],203992,,,1610612759,11,7,2021-11-25T01:46:17Z,590000,,,0,,B. Bogdanovic personal FOUL (1 PF),"[203992, 1628401]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,White,1628401.0,
62,PT06M52.00S,2021-11-25T01:46:33.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628401,86.28449408672799,49.50980392156863,1610612759,11,7,2021-11-25T01:46:39Z,610000,-2.0,76.0,1,right,MISS D. White 7' driving floating Shot,[1628401],1610612759.0,SAS,driving floating,,,White,D. White,,,,,7.64,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M49.00S,2021-11-25T01:46:36.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,11,7,2021-11-25T01:46:39Z,620000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
64,PT06M43.00S,2021-11-25T01:46:41.8Z,1,REGULAR,3pt,Jump Shot,[],203992,8.754927726675426,4.6568627450980395,1610612737,11,10,2021-11-25T01:46:53Z,630000,227.0,30.0,1,left,B. Bogdanovic 3PT  (3 PTS) (T. Young 1 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,22.87,Made,,,,,3.0,T. Young,1629027.0,1.0,,,,,,,,,,,
66,PT06M41.00S,2021-11-25T01:46:47.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,11,10,2021-11-25T01:46:47Z,650000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M41.00S,2021-11-25T01:49:17.7Z,1,REGULAR,substitution,out,[],1629027,,,1610612759,11,10,2021-11-25T01:49:20Z,660000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2021-11-25T01:49:17.7Z,1,REGULAR,substitution,in,[],1626153,,,1610612759,11,10,2021-11-25T01:49:20Z,670000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M29.00S,2021-11-25T01:49:55.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,76.03482260183968,86.02941176470588,1610612759,14,10,2021-11-25T01:50:01Z,680000,180.0,173.0,1,right,D. Vassell 24' 3PT  (3 PTS) (D. Murray 4 AST),"[1630170, 1627749]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,24.96,Made,,,,,3.0,D. Murray,1627749.0,4.0,,,,,,,,,,,
71,PT06M15.00S,2021-11-25T01:50:09.4Z,1,REGULAR,2pt,Jump Shot,[],1626153,10.85742444152431,32.59803921568628,1610612737,14,10,2021-11-25T01:50:14Z,700000,87.0,50.0,1,left,MISS D. Wright 10' driving floating Shot,[1626153],1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,10.01,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M14.00S,2021-11-25T01:50:10.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,14,10,2021-11-25T01:50:14Z,710000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,
73,PT06M14.00S,2021-11-25T01:50:15.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,14,10,2021-11-25T01:50:15Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M52.00S,2021-11-25T01:50:41.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,89.56964520367937,45.588235294117645,1610612759,14,10,2021-11-25T01:50:48Z,730000,-22.0,46.0,1,right,MISS J. Poeltl turnaround Hook,[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,5.06,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2021-11-25T01:50:45.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,14,10,2021-11-25T01:50:48Z,740000,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,74.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
76,PT05M41.00S,2021-11-25T01:50:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,5.469776609724048,48.529411764705884,1610612737,14,12,2021-11-25T01:51:03Z,750000,7.0,-1.0,1,left,K. Huerter driving reverse Layup (5 PTS),[1628989],1610612737.0,ATL,driving reverse,,,Huerter,K. Huerter,,,,,0.75,Made,,,,,5.0,,,,,,,,,,,,,,
77,PT05M29.00S,2021-11-25T01:51:04.5Z,1,REGULAR,2pt,Jump Shot,[],1630170,77.87450722733246,49.26470588235294,1610612759,14,12,2021-11-25T01:51:13Z,760000,-4.0,155.0,1,right,MISS D. Vassell 15' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,15.55,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2021-11-25T01:51:08.0Z,1,REGULAR,rebound,offensive,[],1630170,,,1610612759,14,12,2021-11-25T01:51:08Z,770000,,,0,,D. Vassell REBOUND (Off:1 Def:0),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,77.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
79,PT05M24.00S,2021-11-25T01:51:09.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,74.19513797634691,10.784313725490197,1610612759,17,12,2021-11-25T01:51:15Z,780000,-196.0,190.0,1,right,K. Johnson 27' 3PT  (5 PTS) (D. Vassell 1 AST),"[1629640, 1630170]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,27.31,Made,,,,,5.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,
81,PT05M07.00S,2021-11-25T01:51:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,17.821944809461236,63.23529411764706,1610612737,17,14,2021-11-25T01:51:30Z,800000,-66.0,115.0,1,left,B. Bogdanovic 13' turnaround fadeaway Jump Shot (5 PTS),[203992],1610612737.0,ATL,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,13.27,Made,,,,,5.0,,,,,,,,,,,,,,
82,PT04M53.00S,2021-11-25T01:51:40.4Z,1,REGULAR,3pt,Jump Shot,[],1627749,77.87450722733246,7.8431372549019605,1610612759,20,14,2021-11-25T01:51:45Z,810000,-211.0,155.0,1,right,D. Murray 26' 3PT  (8 PTS) (D. White 1 AST),"[1627749, 1628401]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,26.19,Made,,,,,8.0,D. White,1628401.0,1.0,,,,,,,,,,,
84,PT04M41.00S,2021-11-25T01:51:52.2Z,1,REGULAR,2pt,Jump Shot,[],1626153,12.040078843626807,28.921568627450984,1610612737,20,16,2021-11-25T01:51:57Z,830000,105.0,61.0,1,left,D. Wright 12' floating Jump Shot (2 PTS),[1626153],1610612737.0,ATL,floating,,,Wright,D. Wright,,,,,12.16,Made,,,,,2.0,,,,,,,,,,,,,,
85,PT04M26.00S,2021-11-25T01:52:07.1Z,1,REGULAR,3pt,Jump Shot,[],1630170,94.1688567674113,3.6764705882352944,1610612759,20,16,2021-11-25T01:52:13Z,840000,-232.0,2.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M21.00S,2021-11-25T01:52:12.1Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612759,20,16,2021-11-25T01:52:13Z,850000,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,85.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
