actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
273,PT05M09.00S,2021-11-27T02:23:23.3Z,2,REGULAR,3pt,Jump Shot,[],1629640,25.837713534822605,13.23529411764706,1610612759,42,31,2021-11-27T02:23:28Z,2570000,184.0,190.0,1,left,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
274,PT05M06.00S,2021-11-27T02:23:26.3Z,2,REGULAR,rebound,defensive,[],203471,,,1610612738,42,31,2021-11-27T02:23:28Z,2580000,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,273.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
275,PT04M56.00S,2021-11-27T02:23:36.2Z,2,REGULAR,3pt,Jump Shot,[],1630174,94.43166885676742,5.392156862745098,1610612738,42,31,2021-11-27T02:23:44Z,2590000,-223.0,0.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,,
276,PT04M51.00S,2021-11-27T02:23:41.2Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,42,31,2021-11-27T02:23:44Z,2600000,,,0,,E. Kanter REBOUND (Off:1 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,275.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
277,PT04M51.00S,2021-11-27T02:23:42.9Z,2,REGULAR,2pt,Hook,['2ndchance'],202683,91.27792378449409,25.98039215686275,1610612738,42,31,2021-11-27T02:23:49Z,2610000,-120.0,29.0,1,right,MISS E. Kanter 12' Hook,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,12.37,Missed,,,,,,,,,,,,,,,,,,,
278,PT04M51.00S,2021-11-27T02:23:42.9Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612759,42,31,2021-11-27T02:23:49Z,2620000,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,277.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
279,PT04M51.00S,2021-11-27T02:23:48.4Z,2,REGULAR,foul,personal,[],203471,,,1610612759,42,31,2021-11-27T02:24:07Z,2630000,,,0,,D. Schroder personal FOUL (2 PF),"[203471, 1628401]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,1830.0,2.0,0.0,White,1628401.0,,,,,,,,,
281,PT04M37.00S,2021-11-27T02:24:26.9Z,2,REGULAR,turnover,traveling,[],1628401,,,1610612759,42,31,2021-11-27T02:24:33Z,2650000,,,0,,D. White traveling TURNOVER (1 TO),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,1830.0,,,,,,,,,,1.0,,,
282,PT04M37.00S,2021-11-27T02:24:32.7Z,2,REGULAR,substitution,out,[],1627759,,,1610612738,42,31,2021-11-27T02:24:44Z,2660000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M37.00S,2021-11-27T02:24:32.7Z,2,REGULAR,substitution,out,[],202683,,,1610612738,42,31,2021-11-27T02:24:44Z,2670000,,,0,,SUB out: E. Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M37.00S,2021-11-27T02:24:32.7Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,42,31,2021-11-27T02:24:44Z,2680000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M37.00S,2021-11-27T02:24:32.7Z,2,REGULAR,substitution,in,[],201143,,,1610612738,42,31,2021-11-27T02:24:44Z,2690000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M27.00S,2021-11-27T02:24:55.4Z,2,REGULAR,2pt,Layup,['fromturnover'],203471,94.69448094612353,28.921568627450984,1610612738,42,31,2021-11-27T02:25:07Z,2700000,-105.0,-3.0,1,right,MISS D. Schroder 10' driving Layup - blocked,"[203471, 1628401]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,10.54,Missed,,,,,,,,,,,,,,White,1628401.0,,,,
287,PT04M27.00S,2021-11-27T02:24:55.4Z,2,REGULAR,block,,[],1628401,,,1610612738,42,31,2021-11-27T02:25:01Z,2710000,,,0,,D. White BLOCK (2 BLK),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M19.00S,2021-11-27T02:25:03.4Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,42,31,2021-11-27T02:25:07Z,2720000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,286.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
289,PT04M12.00S,2021-11-27T02:25:10.5Z,2,REGULAR,3pt,Jump Shot,[],1628401,31.09395532194481,31.372549019607842,1610612759,42,31,2021-11-27T02:25:17Z,2730000,93.0,240.0,1,left,MISS D. White 25' pullup 3PT,[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
290,PT04M07.00S,2021-11-27T02:25:15.5Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,42,31,2021-11-27T02:25:17Z,2740000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,289.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
291,PT03M58.00S,2021-11-27T02:25:23.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,90.62089356110381,50.245098039215684,1610612738,42,33,2021-11-27T02:25:28Z,2750000,1.0,36.0,1,right,G. Williams Layup (2 PTS) (A. Horford 1 AST),"[1629684, 201143]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,3.57,Made,,,,,2.0,,,,,,A. Horford,201143.0,1.0,,,,,,
293,PT03M46.00S,2021-11-27T02:25:38.7Z,2,REGULAR,foul,personal,[],1630174,,,1610612759,42,33,2021-11-27T02:25:58Z,2770000,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 1628401]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,1627963.0,1.0,0.0,White,1628401.0,,,,,,,,,
295,PT03M46.00S,2021-11-27T02:25:47.1Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,42,33,2021-11-27T02:25:50Z,2790000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M46.00S,2021-11-27T02:25:47.1Z,2,REGULAR,substitution,in,[],1627749,,,1610612759,42,33,2021-11-27T02:25:50Z,2800000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M31.00S,2021-11-27T02:26:19.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,17.0335085413929,34.31372549019608,1610612759,42,33,2021-11-27T02:26:31Z,2810000,78.0,108.0,1,left,MISS D. Murray 13' turnaround Shot,[1627749],1610612759.0,SAS,turnaround,,,Murray,D. Murray,,,,,13.31,Missed,,,,,,,,,,,,,,,,,,,
298,PT03M27.00S,2021-11-27T02:26:23.0Z,2,REGULAR,rebound,defensive,[],203471,,,1610612738,42,33,2021-11-27T02:26:31Z,2820000,,,0,,D. Schroder REBOUND (Off:0 Def:3),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,297.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
299,PT03M20.00S,2021-11-27T02:26:30.2Z,2,REGULAR,2pt,Jump Shot,[],1630174,92.59198423127464,67.8921568627451,1610612738,42,35,2021-11-27T02:26:37Z,2830000,89.0,17.0,1,right,A. Nesmith 9' pullup Jump Shot (5 PTS) (D. Schroder 3 AST),"[1630174, 203471]",1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,9.11,Made,,,,,5.0,,,,,,D. Schroder,203471.0,3.0,,,,,,
300,PT03M19.00S,2021-11-27T02:26:38.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,42,35,2021-11-27T02:26:38Z,2840000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M19.00S,2021-11-27T02:27:46.4Z,2,REGULAR,substitution,out,[],201152,,,1610612759,42,35,2021-11-27T02:28:29Z,2850000,,,0,,SUB out: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M19.00S,2021-11-27T02:27:46.4Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,42,35,2021-11-27T02:28:29Z,2860000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M59.00S,2021-11-27T02:28:30.4Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612759,42,35,2021-11-27T02:29:05Z,2870000,,,0,,G. Williams shooting personal FOUL (1 PF) (Poeltl 2 FT),"[1629684, 1627751]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,203177.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,
306,PT02M59.00S,2021-11-27T02:29:07.0Z,2,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,42,35,2021-11-27T02:29:07Z,2890000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,,
307,PT02M59.00S,2021-11-27T02:29:07.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,42,35,2021-11-27T02:29:07Z,2900000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,
308,PT02M59.00S,2021-11-27T02:29:17.9Z,2,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,43,35,2021-11-27T02:29:17Z,2910000,,,0,,J. Poeltl Free Throw 2 of 2 (3 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
309,PT02M37.00S,2021-11-27T02:29:55.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,43,35,2021-11-27T02:29:55Z,2920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M37.00S,2021-11-27T02:29:56.4Z,2,REGULAR,substitution,out,[],1627854,,,1610612738,43,35,2021-11-27T02:29:59Z,2930000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M37.00S,2021-11-27T02:29:56.4Z,2,REGULAR,substitution,in,[],1630200,,,1610612738,43,35,2021-11-27T02:29:59Z,2940000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M36.00S,2021-11-27T02:30:06.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,92.59198423127464,94.85294117647058,1610612738,43,35,2021-11-27T02:47:08Z,2950000,224.0,17.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.5,Missed,,,,,,,,,,,,,,,,,,,
313,PT02M35.00S,2021-11-27T02:30:07.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,43,35,2021-11-27T02:47:08Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,
314,PT02M35.00S,2021-11-27T02:30:12.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,43,35,2021-11-27T02:30:24Z,2970000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,203177.0,,,,,,,,,,,,,
315,PT02M27.00S,2021-11-27T02:30:26.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,26.62614980289093,85.7843137254902,1610612759,46,35,2021-11-27T02:30:33Z,2980000,-179.0,198.0,1,left,D. White 26' 3PT  (11 PTS) (D. Murray 4 AST),"[1628401, 1627749]",1610612759.0,SAS,,,,White,D. White,,,,,26.67,Made,,,,,11.0,,,,,,D. Murray,1627749.0,4.0,,,,,,
317,PT02M11.00S,2021-11-27T02:30:40.9Z,2,REGULAR,2pt,Jump Shot,[],1628369,92.32917214191852,23.774509803921568,1610612738,46,35,2021-11-27T02:30:49Z,3000000,-131.0,20.0,1,right,MISS J. Tatum 13' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,13.26,Missed,,,,,,,,,,,,,,,,,,,
318,PT02M06.00S,2021-11-27T02:30:45.9Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,46,35,2021-11-27T02:30:49Z,3010000,,,0,,K. Johnson REBOUND (Off:2 Def:7),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,317.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
319,PT02M01.00S,2021-11-27T02:30:51.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,24.129434954007884,9.068627450980392,1610612759,46,35,2021-11-27T02:30:57Z,3020000,205.0,174.0,1,left,MISS D. White 26' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,,
320,PT01M58.00S,2021-11-27T02:30:54.2Z,2,REGULAR,rebound,defensive,[],203471,,,1610612738,46,35,2021-11-27T02:30:57Z,3030000,,,0,,D. Schroder REBOUND (Off:0 Def:4),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,319.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
321,PT01M51.00S,2021-11-27T02:31:04.6Z,2,REGULAR,turnover,out-of-bounds,[],203471,,,1610612738,46,35,2021-11-27T02:31:21Z,3040000,,,0,,D. Schroder bad pass out-of-bounds TURNOVER (1 TO),[203471],1610612738.0,BOS,bad pass,,,Schroder,D. Schroder,,,,,,,,,,,,1627963.0,,,,,,,,,,1.0,,,
322,PT01M42.00S,2021-11-27T02:31:16.8Z,2,REGULAR,turnover,lost ball,[],1630200,,,1610612759,46,35,2021-11-27T02:31:26Z,3050000,,,0,,T. Jones lost ball TURNOVER (2 TO),"[1630200, 1630174]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,2.0,Nesmith,1630174.0,
323,PT01M42.00S,2021-11-27T02:31:16.8Z,2,REGULAR,steal,,[],1630174,,,1610612738,46,35,2021-11-27T02:31:19Z,3060000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M26.00S,2021-11-27T02:31:32.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201143,92.06636005256242,58.82352941176471,1610612738,46,37,2021-11-27T02:31:37Z,3070000,44.0,22.0,1,right,A. Horford alley-oop Layup (4 PTS) (D. Schroder 4 AST),"[201143, 203471]",1610612738.0,BOS,alley-oop,,,Horford,A. Horford,,,,,4.93,Made,,,,,4.0,,,,,,D. Schroder,203471.0,4.0,,,,,,
326,PT01M01.00S,2021-11-27T02:31:57.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629640,9.806176084099869,46.568627450980394,1610612759,48,37,2021-11-27T02:32:09Z,3090000,17.0,40.0,1,left,K. Johnson DUNK (7 PTS) (D. White 2 AST),"[1629640, 1628401]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,4.33,Made,,,,,7.0,,,,,,D. White,1628401.0,2.0,,,,,,
328,PT00M53.50S,2021-11-27T02:32:16.0Z,2,REGULAR,3pt,Jump Shot,[],201143,66.04796320630749,57.59803921568627,1610612738,48,37,2021-11-27T02:32:21Z,3110000,38.0,267.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,,
329,PT00M50.20S,2021-11-27T02:32:19.3Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612759,48,37,2021-11-27T02:32:21Z,3120000,,,0,,D. White REBOUND (Off:1 Def:4),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,328.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
330,PT00M41.30S,2021-11-27T02:32:29.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,9.937582128777924,52.69607843137255,1610612759,50,37,2021-11-27T02:32:36Z,3130000,-13.0,41.0,1,left,K. Johnson driving floating Jump Shot (9 PTS) (D. White 3 AST),"[1629640, 1628401]",1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,4.31,Made,,,,,9.0,,,,,,D. White,1628401.0,3.0,,,,,,
332,PT00M28.60S,2021-11-27T02:32:53.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,50,37,2021-11-27T02:32:53Z,3150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M20.70S,2021-11-27T02:33:19.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.22667542706965,39.21568627450981,1610612738,50,37,2021-11-27T02:34:04Z,3160000,-54.0,39.0,1,right,MISS J. Tatum 6' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.68,Missed,,,,,,,,,,,,,,,,,,,
334,PT00M17.30S,2021-11-27T02:33:22.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,50,37,2021-11-27T02:34:04Z,3170000,,,0,,J. Poeltl REBOUND (Off:2 Def:8),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,333.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
335,PT00M06.40S,2021-11-27T02:33:34.8Z,2,REGULAR,foul,personal,[],1630174,,,1610612759,50,37,2021-11-27T02:33:39Z,3180000,,,0,,A. Nesmith personal FOUL (2 PF),"[1630174, 1628401]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,1830.0,2.0,0.0,White,1628401.0,,,,,,,,,
337,PT00M06.40S,2021-11-27T02:33:42.6Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,50,37,2021-11-27T02:33:59Z,3200000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M06.40S,2021-11-27T02:33:42.6Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,50,37,2021-11-27T02:33:59Z,3210000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M06.40S,2021-11-27T02:33:42.6Z,2,REGULAR,substitution,in,[],1627854,,,1610612759,50,37,2021-11-27T02:33:59Z,3220000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M06.40S,2021-11-27T02:33:42.6Z,2,REGULAR,substitution,in,[],1629022,,,1610612759,50,37,2021-11-27T02:33:59Z,3230000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M00.40S,2021-11-27T02:34:08.5Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",201143,,,1610612759,50,37,2021-11-27T02:47:49Z,3240000,,,0,,A. Horford flagrant-type-1 personal FOUL (2 PF) (Murray 3 FT),"[201143, 1627749]",1610612738.0,BOS,flagrant-type-1,,,Horford,A. Horford,,,,,,,,,,,,1830.0,2.0,0.0,Murray,1627749.0,,,,,,,,,
343,PT00M00.40S,2021-11-27T02:34:29.8Z,2,REGULAR,instantreplay,request,[],0,,,1610612759,50,37,2021-11-27T02:35:36Z,3260000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,Common Foul to Flagrant 1
344,PT00M00.40S,2021-11-27T02:36:00.4Z,2,REGULAR,freethrow,1 of 3,[],1627749,,,1610612759,50,37,2021-11-27T02:48:14Z,3270000,,,0,,MISS D. Murray flagrant Free Throw 1 of 3,[1627749],1610612759.0,SAS,flagrant,,,Murray,D. Murray,,,,,,Missed,,,,,,,,,,,,,,,,,,,
346,PT00M00.40S,2021-11-27T02:36:00.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,50,37,2021-11-27T02:36:14Z,3290000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,,,
347,PT00M00.40S,2021-11-27T02:36:00.4Z,2,REGULAR,freethrow,2 of 3,[],1627749,,,1610612759,51,37,2021-11-27T02:48:14Z,3300000,,,0,,D. Murray flagrant Free Throw 2 of 3 (11 PTS),[1627749],1610612759.0,SAS,flagrant,,,Murray,D. Murray,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
348,PT00M00.40S,2021-11-27T02:36:00.4Z,2,REGULAR,freethrow,3 of 3,[],1627749,,,1610612759,52,37,2021-11-27T02:48:14Z,3310000,,,0,,D. Murray flagrant Free Throw 3 of 3 (12 PTS),[1627749],1610612759.0,SAS,flagrant,,,Murray,D. Murray,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
350,PT00M00.40S,2021-11-27T02:36:30.9Z,2,REGULAR,substitution,in,[],1627751,,,1610612738,52,37,2021-11-27T02:36:51Z,3330000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M00.40S,2021-11-27T02:36:30.9Z,2,REGULAR,substitution,out,[],1629022,,,1610612738,52,37,2021-11-27T02:37:14Z,3340000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M00.00S,2021-11-27T02:37:30.9Z,2,REGULAR,period,end,[],0,,,1610612738,52,37,2021-11-27T02:37:30Z,3350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-11-27T02:51:06.6Z,3,REGULAR,substitution,out,['startperiod'],1627854,,,1610612738,52,37,2021-11-27T02:52:13Z,3360000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-11-27T02:51:06.6Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,52,37,2021-11-27T02:52:13Z,3370000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-11-27T02:51:06.6Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,52,37,2021-11-27T02:52:13Z,3380000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-11-27T02:51:06.6Z,3,REGULAR,substitution,in,['startperiod'],1628966,,,1610612738,52,37,2021-11-27T02:52:13Z,3390000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-11-27T02:51:06.6Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,52,37,2021-11-27T02:52:13Z,3400000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2021-11-27T02:51:06.6Z,3,REGULAR,substitution,in,['startperiod'],203935,,,1610612738,52,37,2021-11-27T02:52:13Z,3410000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2021-11-27T02:52:21.0Z,3,REGULAR,period,start,[],0,,,1610612759,52,37,2021-11-27T02:52:21Z,3420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M49.00S,2021-11-27T02:52:31.6Z,3,REGULAR,3pt,Jump Shot,[],1628401,77.61169513797634,10.049019607843137,1610612759,52,37,2021-11-27T02:52:37Z,3430000,-200.0,158.0,1,right,MISS D. White 25' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
361,PT11M44.00S,2021-11-27T02:52:36.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,52,37,2021-11-27T02:52:37Z,3440000,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,360.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
362,PT11M32.00S,2021-11-27T02:52:47.6Z,3,REGULAR,3pt,Jump Shot,[],1627759,32.802233902759525,41.911764705882355,1610612738,52,37,2021-11-27T02:52:53Z,3450000,40.0,256.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
363,PT11M29.00S,2021-11-27T02:52:50.6Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,52,37,2021-11-27T02:52:53Z,3460000,,,0,,A. Horford REBOUND (Off:2 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,362.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
364,PT11M23.00S,2021-11-27T02:52:57.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,32.802233902759525,51.71568627450981,1610612738,52,40,2021-11-27T02:53:02Z,3470000,-9.0,256.0,1,left,J. Brown 25' 3PT  (12 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.59,Made,,,,,12.0,,,,,,M. Smart,203935.0,2.0,,,,,,
