actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
62,PT07M05.00S,2021-10-21T00:52:46.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,10,17,2021-10-21T00:52:46Z,610000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,
63,PT07M05.00S,2021-10-21T00:52:47.2Z,1,REGULAR,substitution,out,[],1630591,,,1610612759,10,17,2021-10-21T00:53:07Z,620000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M05.00S,2021-10-21T00:52:47.2Z,1,REGULAR,substitution,out,[],1628976,,,1610612759,10,17,2021-10-21T00:53:07Z,630000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M05.00S,2021-10-21T00:52:47.2Z,1,REGULAR,substitution,in,[],1629649,,,1610612759,10,17,2021-10-21T00:53:07Z,640000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M05.00S,2021-10-21T00:52:47.2Z,1,REGULAR,substitution,in,[],1630181,,,1610612759,10,17,2021-10-21T00:53:07Z,650000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M05.00S,2021-10-21T00:53:15.3Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,11,17,2021-10-21T00:53:15Z,660000,,,0,,K. Johnson Free Throw 2 of 2 (4 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
68,PT06M56.00S,2021-10-21T00:53:25.2Z,1,REGULAR,turnover,bad pass,[],1630175,,,1610612753,11,17,2021-10-21T00:53:32Z,670000,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1627749]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0,
69,PT06M56.00S,2021-10-21T00:53:25.2Z,1,REGULAR,steal,,[],1627749,,,1610612759,11,17,2021-10-21T00:53:27Z,680000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M52.00S,2021-10-21T00:53:30.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629640,94.82588699080158,49.50980392156863,1610612759,13,17,2021-10-21T00:53:39Z,690000,-2.0,-4.0,1,right,K. Johnson reverse DUNK (6 PTS) (D. White 1 AST),"[1629640, 1628401]",1610612759.0,SAS,reverse,,,Johnson,K. Johnson,,,,,,,,,,Made,,6.0,0.46,,,,,,D. White,1628401.0,1.0,,,,
72,PT06M51.00S,2021-10-21T00:53:39.8Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612753,13,17,2021-10-21T00:53:39Z,710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M41.00S,2021-10-21T00:53:57.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,13,17,2021-10-21T00:53:57Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M32.00S,2021-10-21T00:54:20.7Z,1,REGULAR,3pt,Jump Shot,[],1629649,31.488173455978973,68.38235294117648,1610612753,13,17,2021-10-21T00:54:26Z,730000,-92.0,243.0,1,left,MISS I. Brazdeikis 26' 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,Missed,,,26.03,,,,,,,,,,,,
75,PT06M29.00S,2021-10-21T00:54:23.7Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,13,17,2021-10-21T00:54:26Z,740000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,74.0,,,,,1.0,1.0,0.0,,,,,,,
76,PT06M26.00S,2021-10-21T00:54:30.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,13,17,2021-10-21T00:54:30Z,750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M16.00S,2021-10-21T00:55:02.5Z,1,REGULAR,2pt,Jump Shot,[],1628401,76.69185282522996,34.31372549019608,1610612759,13,17,2021-10-21T00:55:15Z,760000,-78.0,167.0,1,right,MISS D. White 18' step back Shot,[1628401],1610612759.0,SAS,step back,,,White,D. White,,,,,,,,,,Missed,,,18.41,,,,,,,,,,,,
78,PT06M13.00S,2021-10-21T00:55:05.5Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,13,17,2021-10-21T00:55:15Z,770000,,,0,,C. Anthony REBOUND (Off:1 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,77.0,,,,,3.0,2.0,1.0,,,,,,,
79,PT06M06.00S,2021-10-21T00:55:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203082,6.1268068331143235,43.627450980392155,1610612753,13,17,2021-10-21T01:52:41Z,780000,32.0,5.0,1,left,MISS T. Ross driving Layup,[203082],1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,,,,,,Missed,,,3.23,,,,,,,,,,,,
80,PT06M03.00S,2021-10-21T00:55:15.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,13,17,2021-10-21T01:52:41Z,790000,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,79.0,,,,,3.0,2.0,1.0,,,,,,,
81,PT05M56.00S,2021-10-21T00:55:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,93.77463863337714,46.07843137254902,1610612759,13,17,2021-10-21T00:55:30Z,800000,-20.0,6.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,2.05,,,,,,,,,,,,
82,PT05M53.00S,2021-10-21T00:55:25.4Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,13,17,2021-10-21T00:55:25Z,810000,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,81.0,,,,,4.0,2.0,2.0,,,,,,,
83,PT05M53.00S,2021-10-21T00:55:25.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,94.40999984741211,50.0,1610612759,15,17,2021-10-21T00:55:44Z,820000,0.0,0.0,1,right,J. Poeltl tip Layup (4 PTS),[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,,,,,,Made,,4.0,0.0,,,,,,,,,,,,
84,PT05M32.00S,2021-10-21T00:55:47.4Z,1,REGULAR,turnover,lost ball,[],1630181,,,1610612753,15,17,2021-10-21T00:55:53Z,830000,,,0,,R. Hampton lost ball TURNOVER (1 TO),"[1630181, 1627749]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0,
85,PT05M32.00S,2021-10-21T00:55:47.4Z,1,REGULAR,steal,,[],1627749,,,1610612759,15,17,2021-10-21T00:55:49Z,840000,,,0,,D. Murray STEAL (2 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M27.00S,2021-10-21T00:55:52.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627749,94.56307490144546,51.470588235294116,1610612759,17,17,2021-10-21T00:56:11Z,850000,7.0,-1.0,1,right,D. Murray running finger roll Layup (4 PTS),[1627749],1610612759.0,SAS,running finger roll,,,Murray,D. Murray,,,,,,,,,,Made,,4.0,0.75,,,,,,,,,,,,
87,PT05M27.00S,2021-10-21T00:55:59.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,17,17,2021-10-21T00:55:59Z,860000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M27.00S,2021-10-21T00:58:33.4Z,1,REGULAR,substitution,out,[],1628401,,,1610612753,17,17,2021-10-21T00:58:57Z,870000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
