actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
536,PT05M15.00S,2022-01-16T03:01:43.2Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,91,94,2022-01-16T03:06:03Z,5210000,,,0,,J. Allen REBOUND (Off:5 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,535.0,,,11.0,6.0,5.0,,,,,,,,
537,PT05M08.00S,2022-01-16T03:01:51.0Z,4,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612739,91,94,2022-01-16T03:01:58Z,5220000,,,0,,J. Robinson-Earl shooting personal FOUL (3 PF) (Okoro 2 FT),"[1630526, 1630171]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,1148.0,3.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,
539,PT05M08.00S,2022-01-16T03:02:12.0Z,4,REGULAR,substitution,out,[],1629164,,,1610612739,91,94,2022-01-16T03:02:14Z,5240000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,
540,PT05M08.00S,2022-01-16T03:02:12.0Z,4,REGULAR,substitution,in,[],1629636,,,1610612739,91,94,2022-01-16T03:02:14Z,5250000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
541,PT05M08.00S,2022-01-16T03:02:17.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630171,,,1610612739,91,95,2022-01-16T03:02:39Z,5260000,,,0,,I. Okoro Free Throw 1 of 2 (7 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
542,PT05M08.00S,2022-01-16T03:02:19.3Z,4,REGULAR,substitution,out,[],1630581,,,1610612739,91,95,2022-01-16T03:02:22Z,5270000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
543,PT05M08.00S,2022-01-16T03:02:19.3Z,4,REGULAR,substitution,in,[],1628983,,,1610612739,91,95,2022-01-16T03:02:22Z,5280000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
544,PT05M08.00S,2022-01-16T03:02:17.7Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630171,,,1610612739,91,95,2022-01-16T03:02:39Z,5290000,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Missed,,,,,,,,,,,,,,
545,PT05M06.00S,2022-01-16T03:02:19.7Z,4,REGULAR,rebound,defensive,[],1630526,,,1610612760,91,95,2022-01-16T03:02:39Z,5300000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:8),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,544.0,,,10.0,8.0,2.0,,,,,,,,
546,PT04M50.00S,2022-01-16T03:02:53.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,91.80354796320631,55.14705882352941,1610612760,91,95,2022-01-16T03:02:59Z,5310000,26.0,25.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,,,Missed,,,3.55,,,,,,,,,,,
547,PT04M47.00S,2022-01-16T03:02:56.8Z,4,REGULAR,rebound,offensive,[],1629647,,,1610612760,91,95,2022-01-16T03:09:08Z,5320000,,,0,,D. Bazley REBOUND (Off:1 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,546.0,,,6.0,5.0,1.0,,,,,,,,
548,PT04M42.00S,2022-01-16T03:03:01.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628983,87.99277266754271,50.73529411764706,1610612760,93,95,2022-01-16T03:03:05Z,5330000,4.0,60.0,1,right,S. Gilgeous-Alexander 6' driving floating Jump Shot (21 PTS) (D. Bazley 2 AST),"[1628983, 1629647]",1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,21.0,6.05,,,,,D. Bazley,1629647.0,2.0,,,,
549,PT04M24.00S,2022-01-16T03:03:20.2Z,4,REGULAR,3pt,Jump Shot,[],1629685,7.835085413929041,96.07843137254902,1610612739,93,95,2022-01-16T03:03:24Z,5340000,-230.0,21.0,1,left,MISS D. Windler 3PT,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,Missed,,,23.14,,,,,,,,,,,
550,PT04M20.00S,2022-01-16T03:03:24.2Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,93,95,2022-01-16T03:03:24Z,5350000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,549.0,,,3.0,3.0,0.0,,,,,,,,
551,PT04M10.00S,2022-01-16T03:03:33.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,80.76544021024968,39.705882352941174,1610612760,93,95,2022-01-16T03:09:14Z,5360000,-51.0,128.0,1,right,MISS S. Gilgeous-Alexander 13' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,13.83,,,,,,,,,,,
552,PT04M07.00S,2022-01-16T03:03:36.8Z,4,REGULAR,rebound,defensive,[],1628374,,,1610612739,93,95,2022-01-16T03:03:41Z,5370000,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,551.0,,,4.0,4.0,0.0,,,,,,,,
553,PT04M04.00S,2022-01-16T03:03:42.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,93,95,2022-01-16T03:03:42Z,5380000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT04M04.00S,2022-01-16T03:04:12.6Z,4,REGULAR,substitution,out,[],1629685,,,1610612739,93,95,2022-01-16T03:06:17Z,5390000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,
556,PT04M04.00S,2022-01-16T03:04:12.6Z,4,REGULAR,substitution,in,[],1630596,,,1610612739,93,95,2022-01-16T03:06:17Z,5400000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
564,PT04M04.00S,2022-01-16T03:05:39.0Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612739,93,95,2022-01-16T03:08:03Z,5410000,,,0,,CLE 5-second-violation Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,2005.0,,,,,,,,,,,,,,,,,,,
558,PT03M52.00S,2022-01-16T03:07:05.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630526,78.9257555847569,95.34313725490196,1610612760,93,95,2022-01-16T03:08:03Z,5420000,227.0,146.0,1,right,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,Missed,,,26.94,,,,,,,,,,,
559,PT03M47.00S,2022-01-16T03:07:08.8Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,93,95,2022-01-16T03:07:08Z,5430000,,,0,,D. Garland REBOUND (Off:2 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,558.0,,,5.0,3.0,2.0,,,,,,,,
560,PT03M32.00S,2022-01-16T03:07:31.1Z,4,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612739,93,95,2022-01-16T03:07:37Z,5440000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (4 PF) (Allen 2 FT),"[1628983, 1628386]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1627526.0,4.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
562,PT03M32.00S,2022-01-16T03:07:52.8Z,4,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,93,95,2022-01-16T03:07:52Z,5460000,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Missed,,,,,,,,,,,,,,
563,PT03M32.00S,2022-01-16T03:07:52.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,93,95,2022-01-16T03:07:52Z,5470000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,562.0,,,,,,,,,,,,,
565,PT03M32.00S,2022-01-16T03:08:08.3Z,4,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,93,95,2022-01-16T03:08:08Z,5480000,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Missed,,,,,,,,,,,,,,
566,PT03M29.00S,2022-01-16T03:08:08.9Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,93,95,2022-01-16T03:08:08Z,5490000,,,0,,D. Bazley REBOUND (Off:1 Def:6),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,565.0,,,7.0,6.0,1.0,,,,,,,,
567,PT03M09.00S,2022-01-16T03:08:29.5Z,4,REGULAR,turnover,bad pass,[],1629647,,,1610612760,93,95,2022-01-16T03:08:33Z,5500000,,,0,,D. Bazley bad pass TURNOVER (2 TO),"[1629647, 1628374]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,2.0,,,,Markkanen,1628374.0,,
568,PT03M09.00S,2022-01-16T03:08:29.5Z,4,REGULAR,steal,,[],1628374,,,1610612739,93,95,2022-01-16T03:08:31Z,5510000,,,0,,L. Markkanen STEAL (4 STL),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
569,PT03M04.00S,2022-01-16T03:08:34.5Z,4,REGULAR,turnover,lost ball,[],1628386,,,1610612739,93,95,2022-01-16T03:08:38Z,5520000,,,0,,J. Allen lost ball TURNOVER (2 TO),"[1628386, 1629660]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,2.0,,,,Jerome,1629660.0,,
570,PT03M04.00S,2022-01-16T03:08:34.5Z,4,REGULAR,steal,,[],1629660,,,1610612760,93,95,2022-01-16T03:12:32Z,5530000,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
571,PT02M59.00S,2022-01-16T03:08:40.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,91.80354796320631,54.166666666666664,1610612760,93,95,2022-01-16T03:12:33Z,5540000,21.0,25.0,1,right,MISS L. Dort running Layup - blocked,"[1629652, 1630596]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,,,,,,Missed,,,3.21,,,,,,,,,,Mobley,1630596.0
572,PT02M59.00S,2022-01-16T03:08:40.3Z,4,REGULAR,block,,[],1630596,,,1610612760,93,95,2022-01-16T03:08:43Z,5550000,,,0,,E. Mobley BLOCK (2 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
573,PT02M59.00S,2022-01-16T03:08:40.3Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612760,93,95,2022-01-16T03:08:53Z,5560000,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:8),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,571.0,,,11.0,8.0,3.0,,,,,,,,
574,PT02M59.00S,2022-01-16T03:08:45.2Z,4,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612760,93,95,2022-01-16T03:08:54Z,5570000,,,0,,D. Garland shooting personal FOUL (3 PF) (Robinson-Earl 2 FT),"[1629636, 1630526]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,1627526.0,3.0,0.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,
576,PT02M59.00S,2022-01-16T03:09:07.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630526,,,1610612760,94,95,2022-01-16T03:09:07Z,5590000,,,0,,J. Robinson-Earl Free Throw 1 of 2 (3 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
578,PT02M59.00S,2022-01-16T03:09:09.0Z,4,REGULAR,substitution,out,[],1629660,,,1610612760,94,95,2022-01-16T03:09:15Z,5600000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
579,PT02M59.00S,2022-01-16T03:09:09.0Z,4,REGULAR,substitution,in,[],1630581,,,1610612760,94,95,2022-01-16T03:09:15Z,5610000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
580,PT02M59.00S,2022-01-16T03:09:24.3Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630526,,,1610612760,95,95,2022-01-16T03:09:24Z,5620000,,,0,,J. Robinson-Earl Free Throw 2 of 2 (4 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
581,PT02M37.00S,2022-01-16T03:09:48.9Z,4,REGULAR,3pt,Jump Shot,[],1628374,2.9730617608409986,96.32352941176471,1610612739,95,95,2022-01-16T03:09:53Z,5630000,-232.0,-25.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,Missed,,,23.29,,,,,,,,,,,
582,PT02M34.00S,2022-01-16T03:09:51.9Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,95,95,2022-01-16T03:09:53Z,5640000,,,0,,J. Allen REBOUND (Off:6 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,581.0,,,12.0,6.0,6.0,,,,,,,,
583,PT02M19.00S,2022-01-16T03:10:06.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629636,8.09789750328515,55.14705882352941,1610612739,95,97,2022-01-16T03:10:13Z,5650000,-26.0,24.0,1,left,D. Garland driving finger roll Layup (25 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,,,,,,Made,,25.0,3.49,,,,,,,,,,,
584,PT02M03.00S,2022-01-16T03:10:23.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.32917214191852,41.911764705882355,1610612760,95,97,2022-01-16T03:10:28Z,5660000,-40.0,20.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,,,Missed,,,4.49,,,,,,,,,,,
585,PT02M00.00S,2022-01-16T03:10:26.6Z,4,REGULAR,rebound,defensive,[],1628374,,,1610612739,95,97,2022-01-16T03:10:27Z,5670000,,,0,,L. Markkanen REBOUND (Off:0 Def:5),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,584.0,,,5.0,5.0,0.0,,,,,,,,
586,PT01M55.00S,2022-01-16T03:10:30.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,32.670827858081466,43.627450980392155,1610612739,95,97,2022-01-16T03:14:32Z,5680000,32.0,255.0,1,left,MISS D. Garland 25' running pullup 3PT,[1629636],1610612739.0,CLE,running pullup,,,Garland,D. Garland,,,,,,,,,,Missed,,,25.66,,,,,,,,,,,
587,PT01M52.00S,2022-01-16T03:10:33.9Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,95,97,2022-01-16T03:10:36Z,5690000,,,0,,J. Giddey REBOUND (Off:3 Def:6),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,586.0,,,9.0,6.0,3.0,,,,,,,,
588,PT01M47.00S,2022-01-16T03:10:39.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.80354796320631,46.81372549019608,1610612760,97,97,2022-01-16T03:10:43Z,5700000,-16.0,25.0,1,right,J. Giddey cutting Layup (11 PTS) (D. Bazley 3 AST),"[1630581, 1629647]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,,,,,,Made,,11.0,2.92,,,,,D. Bazley,1629647.0,3.0,,,,
590,PT01M35.00S,2022-01-16T03:10:55.9Z,4,REGULAR,2pt,Jump Shot,[],1629636,21.23850197109067,43.627450980392155,1610612739,97,99,2022-01-16T03:11:01Z,5720000,32.0,147.0,1,left,D. Garland 15' floating Jump Shot (27 PTS),[1629636],1610612739.0,CLE,floating,,,Garland,D. Garland,,,,,,,,,,Made,,27.0,15.05,,,,,,,,,,,
591,PT01M22.00S,2022-01-16T03:11:18.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,87.86136662286465,43.627450980392155,1610612760,97,99,2022-01-16T03:15:28Z,5730000,-32.0,62.0,1,right,MISS S. Gilgeous-Alexander 6' driving Layup - blocked,"[1628983, 1630171]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,6.94,,,,,,,,,,Okoro,1630171.0
592,PT01M22.00S,2022-01-16T03:11:18.4Z,4,REGULAR,block,,[],1630171,,,1610612760,97,99,2022-01-16T03:11:20Z,5740000,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
593,PT01M20.00S,2022-01-16T03:11:20.4Z,4,REGULAR,rebound,offensive,[],1628983,,,1610612760,97,99,2022-01-16T03:11:22Z,5750000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,591.0,,,4.0,3.0,1.0,,,,,,,,
594,PT01M18.00S,2022-01-16T03:11:22.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,76.82325886990802,11.27450980392157,1610612760,97,99,2022-01-16T03:11:43Z,5760000,-194.0,165.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Missed,,,25.46,,,,,,,,,,,
595,PT01M17.00S,2022-01-16T03:11:23.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,97,99,2022-01-16T03:11:43Z,5770000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,594.0,,,,,,,,,,,,,
596,PT01M17.00S,2022-01-16T03:11:37.8Z,4,REGULAR,foul,personal,[],1629647,,,1610612739,97,99,2022-01-16T03:11:59Z,5780000,,,0,,D. Bazley loose ball personal FOUL (3 PF),"[1629647, 1628374]",1610612760.0,OKC,loose ball,,,Bazley,D. Bazley,,,,,1627526.0,3.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,
598,PT01M17.00S,2022-01-16T03:11:48.8Z,4,REGULAR,substitution,out,[],1630526,,,1610612739,97,99,2022-01-16T03:11:51Z,5800000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
599,PT01M17.00S,2022-01-16T03:11:48.8Z,4,REGULAR,substitution,in,[],203488,,,1610612739,97,99,2022-01-16T03:11:51Z,5810000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
600,PT00M59.10S,2022-01-16T03:12:06.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,15.588042049934298,54.65686274509803,1610612739,97,101,2022-01-16T03:12:10Z,5820000,-23.0,94.0,1,left,E. Mobley 9' Hook (18 PTS) (D. Garland 16 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Made,,18.0,9.68,,,,,D. Garland,1629636.0,16.0,,,,
602,PT00M54.20S,2022-01-16T03:12:20.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,89.43823915900131,39.21568627450981,1610612760,97,101,2022-01-16T03:12:40Z,5840000,-54.0,47.0,1,right,MISS S. Gilgeous-Alexander 7' Layup,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,7.14,,,,,,,,,,,
603,PT00M54.20S,2022-01-16T03:12:20.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,97,101,2022-01-16T03:20:43Z,5850000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,602.0,,,,,,,,,,,,,
604,PT00M54.20S,2022-01-16T03:12:27.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612760,97,101,2022-01-16T03:20:48Z,5860000,,,0,,L. Markkanen loose ball personal FOUL (2 PF) (Dort 2 FT),"[1628374, 1629652]",1610612739.0,CLE,loose ball,,,Markkanen,L. Markkanen,,,,,1148.0,2.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
606,PT00M54.20S,2022-01-16T03:12:54.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629652,,,1610612760,98,101,2022-01-16T03:12:54Z,5880000,,,0,,L. Dort Free Throw 1 of 2 (16 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Made,,16.0,,,,,,,,,,,,
607,PT00M54.20S,2022-01-16T03:13:11.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629652,,,1610612760,99,101,2022-01-16T03:13:11Z,5890000,,,0,,L. Dort Free Throw 2 of 2 (17 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Made,,17.0,,,,,,,,,,,,
608,PT00M40.90S,2022-01-16T03:13:28.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,7.440867279894875,51.9607843137255,1610612739,99,103,2022-01-16T03:13:34Z,5900000,-10.0,17.0,1,left,E. Mobley alley-oop DUNK (20 PTS) (D. Garland 17 AST),"[1630596, 1629636]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,,,,,,Made,,20.0,2.0,,,,,D. Garland,1629636.0,17.0,,,,
610,PT00M40.90S,2022-01-16T03:13:34.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,99,103,2022-01-16T03:13:34Z,5920000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M32.50S,2022-01-16T03:15:26.8Z,4,REGULAR,3pt,Jump Shot,[],203488,77.87450722733246,9.068627450980392,1610612760,102,103,2022-01-16T03:15:31Z,5930000,-205.0,155.0,1,right,M. Muscala 25' 3PT  (9 PTS) (J. Giddey 3 AST),"[203488, 1630581]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,Made,,9.0,25.71,,,,,J. Giddey,1630581.0,3.0,,,,
613,PT00M11.40S,2022-01-16T03:15:52.7Z,4,REGULAR,3pt,Jump Shot,[],1628374,22.552562417871222,11.519607843137255,1610612739,102,106,2022-01-16T03:15:57Z,5950000,192.0,159.0,1,left,L. Markkanen 24' 3PT  (12 PTS) (D. Garland 18 AST),"[1628374, 1629636]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,Made,,12.0,24.99,,,,,D. Garland,1629636.0,18.0,,,,
615,PT00M10.40S,2022-01-16T03:15:57.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,102,106,2022-01-16T03:15:57Z,5970000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT00M10.40S,2022-01-16T03:16:47.3Z,4,REGULAR,substitution,out,[],1629647,,,1610612760,102,106,2022-01-16T03:17:15Z,5980000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M10.40S,2022-01-16T03:16:47.3Z,4,REGULAR,substitution,in,[],1629660,,,1610612760,102,106,2022-01-16T03:17:15Z,5990000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M08.50S,2022-01-16T03:17:39.8Z,4,REGULAR,3pt,Jump Shot,[],1628983,69.72733245729303,27.941176470588236,1610612760,102,106,2022-01-16T03:17:44Z,6000000,-110.0,232.0,1,right,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,25.7,,,,,,,,,,,
619,PT00M06.90S,2022-01-16T03:17:41.9Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,102,106,2022-01-16T03:17:42Z,6010000,,,0,,J. Allen REBOUND (Off:6 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,618.0,,,13.0,7.0,6.0,,,,,,,,
620,PT00M06.90S,2022-01-16T03:17:43.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612739,102,106,2022-01-16T03:18:07Z,6020000,,,0,,J. Giddey take personal FOUL (2 PF) (Allen 2 FT),"[1630581, 1628386]",1610612760.0,OKC,take,,,Giddey,J. Giddey,,,,,1148.0,2.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
622,PT00M06.90S,2022-01-16T03:18:10.7Z,4,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,102,107,2022-01-16T03:18:10Z,6040000,,,0,,J. Allen Free Throw 1 of 2 (13 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
623,PT00M06.90S,2022-01-16T03:18:10.7Z,4,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,102,107,2022-01-16T03:18:26Z,6050000,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Missed,,,,,,,,,,,,,,
