actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
531,PT08M21.00S,2021-10-28T02:00:57.5Z,4,REGULAR,rebound,defensive,[],202324,,,1610612760,108,100,2021-10-28T02:01:02Z,5300000,,,0,,D. Favors REBOUND (Off:1 Def:5),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,530.0,6.0,5.0,1.0,,,,,,,,,,,,,
532,PT08M21.00S,2021-10-28T02:01:04.4Z,4,REGULAR,foul,personal,[],2730,,,1610612760,108,100,2021-10-28T02:01:31Z,5310000,,,0,,D. Howard away-from-play personal FOUL (5 PF),"[2730, 1629660]",1610612747.0,LAL,away-from-play,,,Howard,D. Howard,,,,,204058.0,,,,,,,,,,,,,,5.0,0.0,Jerome,1629660.0,,,
534,PT08M21.00S,2021-10-28T02:01:22.0Z,4,REGULAR,substitution,out,[],1629652,,,1610612760,108,100,2021-10-28T02:01:41Z,5330000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M21.00S,2021-10-28T02:01:22.0Z,4,REGULAR,substitution,out,[],202324,,,1610612760,108,100,2021-10-28T02:01:41Z,5340000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M21.00S,2021-10-28T02:01:22.0Z,4,REGULAR,substitution,out,[],2730,,,1610612760,108,100,2021-10-28T02:01:41Z,5350000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M21.00S,2021-10-28T02:01:22.0Z,4,REGULAR,substitution,in,[],1628983,,,1610612760,108,100,2021-10-28T02:01:41Z,5360000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M21.00S,2021-10-28T02:01:22.0Z,4,REGULAR,substitution,in,[],1629676,,,1610612760,108,100,2021-10-28T02:01:41Z,5370000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M21.00S,2021-10-28T02:01:22.0Z,4,REGULAR,substitution,in,[],203145,,,1610612760,108,100,2021-10-28T02:01:41Z,5380000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M21.00S,2021-10-28T02:01:45.7Z,4,REGULAR,substitution,out,[],1628370,,,1610612760,108,100,2021-10-28T02:01:52Z,5390000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M21.00S,2021-10-28T02:01:45.7Z,4,REGULAR,substitution,out,[],202340,,,1610612760,108,100,2021-10-28T02:01:52Z,5400000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M21.00S,2021-10-28T02:01:45.7Z,4,REGULAR,substitution,in,[],1630559,,,1610612760,108,100,2021-10-28T02:01:52Z,5410000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M21.00S,2021-10-28T02:01:45.7Z,4,REGULAR,substitution,in,[],2730,,,1610612760,108,100,2021-10-28T02:01:52Z,5420000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT08M14.00S,2021-10-28T02:01:53.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,93.87319316688567,52.69607843137255,1610612760,108,100,2021-10-28T02:09:58Z,5435000,13.0,5.0,1,right,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,,,1.44,Missed,,,,,,,,,,,,,,,,,
587,PT08M11.00S,2021-10-28T02:01:56.1Z,4,REGULAR,rebound,defensive,[],1630559,,,1610612747,108,100,2021-10-28T02:09:58Z,5442500,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,586.0,1.0,1.0,0.0,,,,,,,,,,,,,
546,PT08M00.00S,2021-10-28T02:02:00.6Z,4,REGULAR,3pt,Jump Shot,[],1630559,27.283180026281208,13.725490196078432,1610612747,108,100,2021-10-28T02:02:07Z,5450000,181.0,204.0,1,left,MISS A. Reaves 27' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,27.3,Missed,,,,,,,,,,,,,,,,,
547,PT08M00.00S,2021-10-28T02:02:00.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,108,100,2021-10-28T02:02:07Z,5460000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,546.0,,,,,,,,,,,,,,,,
548,PT07M58.00S,2021-10-28T02:02:05.8Z,4,REGULAR,foul,personal,[],1629676,,,1610612747,108,100,2021-10-28T02:02:16Z,5470000,,,0,,I. Roby loose ball personal FOUL (2 PF),"[1629676, 2730]",1610612760.0,OKC,loose ball,,,Roby,I. Roby,,,,,204058.0,,,,,,,,,,,,,,2.0,0.0,Howard,2730.0,,,
550,PT07M46.00S,2021-10-28T02:02:33.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],200765,32.14520367936925,74.75490196078431,1610612747,108,100,2021-10-28T02:02:41Z,5490000,-124.0,250.0,1,left,MISS R. Rondo 27' 3PT,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,27.87,Missed,,,,,,,,,,,,,,,,,
551,PT07M43.00S,2021-10-28T02:02:36.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,108,100,2021-10-28T02:02:41Z,5500000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,
552,PT07M43.00S,2021-10-28T02:02:40.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,108,100,2021-10-28T02:02:40Z,5510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M33.00S,2021-10-28T02:02:55.3Z,4,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,108,100,2021-10-28T02:03:03Z,5520000,,,0,,J. Giddey lost ball out-of-bounds TURNOVER (3 TO),[1630581],1610612760.0,OKC,lost ball,,,Giddey,J. Giddey,,,,,204058.0,3.0,,,,,,,,,,,,,,,,,,,
555,PT07M23.00S,2021-10-28T02:03:25.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203145,8.754927726675426,3.6764705882352944,1610612747,108,100,2021-10-28T02:03:30Z,5530000,232.0,30.0,1,left,MISS K. Bazemore 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,23.35,Missed,,,,,,,,,,,,,,,,,
556,PT07M19.00S,2021-10-28T02:03:29.2Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,108,100,2021-10-28T02:03:30Z,5540000,,,0,,K. Williams REBOUND (Off:1 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,555.0,4.0,3.0,1.0,,,,,,,,,,,,,
557,PT07M08.00S,2021-10-28T02:03:39.6Z,4,REGULAR,3pt,Jump Shot,[],1629660,79.97700394218134,91.91176470588235,1610612760,108,100,2021-10-28T02:03:44Z,5550000,210.0,136.0,1,right,MISS T. Jerome 24' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,24.97,Missed,,,,,,,,,,,,,,,,,
558,PT07M06.00S,2021-10-28T02:03:41.6Z,4,REGULAR,rebound,defensive,[],1630559,,,1610612747,108,100,2021-10-28T02:03:44Z,5560000,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,557.0,2.0,2.0,0.0,,,,,,,,,,,,,
559,PT06M55.00S,2021-10-28T02:03:56.2Z,4,REGULAR,foul,personal,[],1630581,,,1610612747,108,100,2021-10-28T02:04:36Z,5570000,,,0,,J. Giddey personal FOUL (1 PF),"[1630581, 203145]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,204058.0,,,,,,,,,,,,,,1.0,0.0,Bazemore,203145.0,,,
561,PT06M55.00S,2021-10-28T02:04:02.8Z,4,REGULAR,substitution,out,[],1630581,,,1610612747,108,100,2021-10-28T02:04:20Z,5590000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M55.00S,2021-10-28T02:04:02.8Z,4,REGULAR,substitution,out,[],1629660,,,1610612747,108,100,2021-10-28T02:04:20Z,5600000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M55.00S,2021-10-28T02:04:02.8Z,4,REGULAR,substitution,out,[],2730,,,1610612747,108,100,2021-10-28T02:04:20Z,5610000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M55.00S,2021-10-28T02:04:02.8Z,4,REGULAR,substitution,in,[],1629647,,,1610612747,108,100,2021-10-28T02:04:20Z,5620000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M55.00S,2021-10-28T02:04:02.8Z,4,REGULAR,substitution,in,[],1629652,,,1610612747,108,100,2021-10-28T02:04:20Z,5630000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M55.00S,2021-10-28T02:04:02.8Z,4,REGULAR,substitution,in,[],2546,,,1610612747,108,100,2021-10-28T02:04:20Z,5640000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M45.00S,2021-10-28T02:04:34.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203145,6.1268068331143235,47.549019607843135,1610612747,108,102,2021-10-28T02:04:39Z,5650000,12.0,5.0,1,left,K. Bazemore Layup (11 PTS) (A. Davis 2 AST),"[203145, 203076]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,1.33,Made,,,,,,,11.0,A. Davis,203076.0,2.0,,,,,,,
569,PT06M24.00S,2021-10-28T02:04:55.4Z,4,REGULAR,3pt,Jump Shot,[],1628983,67.62483574244416,26.47058823529412,1610612760,108,102,2021-10-28T02:05:02Z,5670000,-118.0,252.0,1,right,MISS S. Gilgeous-Alexander 27' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,27.79,Missed,,,,,,,,,,,,,,,,,
570,PT06M22.00S,2021-10-28T02:04:57.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612747,108,102,2021-10-28T02:05:02Z,5680000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,569.0,,,,,,,,,,,,,,,,
571,PT06M22.00S,2021-10-28T02:05:01.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,108,102,2021-10-28T02:05:01Z,5690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT06M10.00S,2021-10-28T02:05:25.6Z,4,REGULAR,2pt,Jump Shot,[],203076,8.886333771353483,82.35294117647058,1610612747,108,102,2021-10-28T02:05:30Z,5700000,-162.0,31.0,1,left,MISS A. Davis 16' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,,,16.47,Missed,,,,,,,,,,,,,,,,,
573,PT06M08.00S,2021-10-28T02:05:27.6Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,108,102,2021-10-28T02:05:30Z,5710000,,,0,,L. Dort REBOUND (Off:1 Def:5),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,572.0,6.0,5.0,1.0,,,,,,,,,,,,,
574,PT06M00.00S,2021-10-28T02:05:35.5Z,4,REGULAR,3pt,Jump Shot,[],1628983,68.15045992115637,23.03921568627451,1610612760,108,102,2021-10-28T02:05:41Z,5720000,-135.0,247.0,1,right,MISS S. Gilgeous-Alexander 28' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,28.13,Missed,,,,,,,,,,,,,,,,,
575,PT05M58.00S,2021-10-28T02:05:37.5Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,108,102,2021-10-28T02:05:41Z,5730000,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,574.0,6.0,4.0,2.0,,,,,,,,,,,,,
576,PT05M58.00S,2021-10-28T02:05:46.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,108,102,2021-10-28T02:05:46Z,5740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT05M50.00S,2021-10-28T02:06:11.5Z,4,REGULAR,3pt,Jump Shot,[],2546,25.04927726675427,83.33333333333334,1610612747,108,102,2021-10-28T02:06:16Z,5750000,-167.0,183.0,1,left,MISS C. Anthony 24' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,24.75,Missed,,,,,,,,,,,,,,,,,
578,PT05M47.00S,2021-10-28T02:06:14.5Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,108,102,2021-10-28T02:06:16Z,5760000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,577.0,5.0,4.0,1.0,,,,,,,,,,,,,
579,PT05M29.00S,2021-10-28T02:06:33.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629676,90.48948751642575,38.23529411764706,1610612760,110,102,2021-10-28T02:06:38Z,5770000,-59.0,37.0,1,right,I. Roby 6' turnaround fadeaway bank Jump Shot (11 PTS) (D. Bazley 1 AST),"[1629676, 1629647]",1610612760.0,OKC,turnaround fadeaway bank,,,Roby,I. Roby,,,,,,,6.94,Made,,,,,,,11.0,D. Bazley,1629647.0,1.0,,,,,,,
581,PT05M17.00S,2021-10-28T02:06:47.6Z,4,REGULAR,foul,personal,[],1629676,,,1610612747,110,102,2021-10-28T02:07:03Z,5790000,,,0,,I. Roby personal FOUL (3 PF),"[1629676, 2546]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,1162.0,,,,,,,,,,,,,,3.0,0.0,Anthony,2546.0,,,
583,PT05M17.00S,2021-10-28T02:06:52.9Z,4,REGULAR,substitution,out,[],200765,,,1610612747,110,102,2021-10-28T02:06:55Z,5810000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT05M17.00S,2021-10-28T02:06:52.9Z,4,REGULAR,substitution,in,[],201566,,,1610612747,110,102,2021-10-28T02:06:55Z,5820000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT05M17.00S,2021-10-28T02:07:02.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,110,102,2021-10-28T02:07:02Z,5830000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M09.00S,2021-10-28T02:10:10.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,19.793035479632064,61.029411764705884,1610612747,110,102,2021-10-28T02:10:16Z,5840000,-55.0,134.0,1,left,MISS A. Davis 14' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,14.45,Missed,,,,,,,,,,,,,,,,,
589,PT05M05.00S,2021-10-28T02:10:14.5Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,110,102,2021-10-28T02:10:16Z,5850000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,588.0,6.0,5.0,1.0,,,,,,,,,,,,,
590,PT04M57.00S,2021-10-28T02:10:22.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.14651773981603,50.73529411764706,1610612760,110,102,2021-10-28T02:10:27Z,5860000,4.0,31.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,3.09,Missed,,,,,,,,,,,,,,,,,
591,PT04M55.00S,2021-10-28T02:10:23.8Z,4,REGULAR,rebound,offensive,[],1628983,,,1610612760,110,102,2021-10-28T02:10:23Z,5870000,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,590.0,7.0,5.0,2.0,,,,,,,,,,,,,
592,PT04M43.00S,2021-10-28T02:10:35.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629676,93.51182654402102,51.71568627450981,1610612760,110,102,2021-10-28T02:10:42Z,5880000,9.0,8.0,1,right,MISS I. Roby reverse Layup,[1629676],1610612760.0,OKC,reverse,,,Roby,I. Roby,,,,,,,1.21,Missed,,,,,,,,,,,,,,,,,
593,PT04M41.00S,2021-10-28T02:10:37.8Z,4,REGULAR,rebound,defensive,[],203145,,,1610612747,110,102,2021-10-28T02:10:42Z,5890000,,,0,,K. Bazemore REBOUND (Off:0 Def:1),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,592.0,1.0,1.0,0.0,,,,,,,,,,,,,
594,PT04M26.00S,2021-10-28T02:10:53.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203076,5.863994743758213,44.6078431372549,1610612747,110,104,2021-10-28T02:10:58Z,5900000,27.0,3.0,1,left,A. Davis Layup (27 PTS) (R. Westbrook 12 AST),"[203076, 201566]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,2.71,Made,,,,,,,27.0,R. Westbrook,201566.0,12.0,,,,,,,
596,PT04M24.00S,2021-10-28T02:10:59.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,110,104,2021-10-28T02:10:59Z,5920000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M24.00S,2021-10-28T02:12:00.9Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,110,104,2021-10-28T02:12:13Z,5930000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT04M24.00S,2021-10-28T02:12:00.9Z,4,REGULAR,substitution,in,[],1630581,,,1610612760,110,104,2021-10-28T02:12:13Z,5940000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M08.00S,2021-10-28T02:12:43.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,93.24901445466492,48.03921568627451,1610612760,112,104,2021-10-28T02:12:47Z,5950000,-10.0,11.0,1,right,I. Roby Layup (13 PTS) (J. Giddey 9 AST),"[1629676, 1630581]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,1.47,Made,,,,,,,13.0,J. Giddey,1630581.0,9.0,,,,,,,
601,PT03M53.00S,2021-10-28T02:12:58.0Z,4,REGULAR,3pt,Jump Shot,[],201566,23.73521681997372,15.931372549019606,1610612747,112,104,2021-10-28T02:13:04Z,5970000,170.0,171.0,1,left,MISS R. Westbrook 24' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,24.11,Missed,,,,,,,,,,,,,,,,,
602,PT03M52.00S,2021-10-28T02:12:59.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,112,104,2021-10-28T02:13:04Z,5980000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,601.0,,,,,,,,,,,,,,,,
603,PT03M52.00S,2021-10-28T02:13:03.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,112,104,2021-10-28T02:13:03Z,5990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT03M52.00S,2021-10-28T02:13:03.7Z,4,REGULAR,substitution,out,[],1630559,,,1610612747,112,104,2021-10-28T02:13:10Z,6000000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT03M52.00S,2021-10-28T02:13:03.7Z,4,REGULAR,substitution,in,[],1628370,,,1610612747,112,104,2021-10-28T02:13:10Z,6010000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT03M46.00S,2021-10-28T02:13:24.8Z,4,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612747,112,104,2021-10-28T02:13:30Z,6020000,,,0,,L. Dort shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1629652, 201566]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,204058.0,,,,,,,,,,,,,,2.0,0.0,Westbrook,201566.0,,,
608,PT03M46.00S,2021-10-28T02:13:51.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201566,,,1610612747,112,105,2021-10-28T02:14:10Z,6040000,,,0,,R. Westbrook Free Throw 1 of 2 (18 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,
609,PT03M46.00S,2021-10-28T02:13:51.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201566,,,1610612747,112,105,2021-10-28T02:14:10Z,6050000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,
610,PT03M42.00S,2021-10-28T02:13:55.6Z,4,REGULAR,rebound,offensive,[],203076,,,1610612747,112,105,2021-10-28T02:14:10Z,6060000,,,0,,A. Davis REBOUND (Off:3 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,609.0,7.0,4.0,3.0,,,,,,,,,,,,,
611,PT03M41.00S,2021-10-28T02:14:09.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,7.966491458607096,51.225490196078425,1610612747,112,105,2021-10-28T02:14:16Z,6070000,-6.0,22.0,1,left,MISS A. Davis putback Layup - blocked,"[203076, 1629647]",1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,,,2.32,Missed,,,,,Bazley,1629647.0,,,,,,,,,,,
612,PT03M41.00S,2021-10-28T02:14:09.4Z,4,REGULAR,block,,[],1629647,,,1610612747,112,105,2021-10-28T02:14:12Z,6080000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M38.00S,2021-10-28T02:14:12.4Z,4,REGULAR,rebound,offensive,[],1628370,,,1610612747,112,105,2021-10-28T02:14:16Z,6090000,,,0,,M. Monk REBOUND (Off:1 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,611.0,2.0,1.0,1.0,,,,,,,,,,,,,
614,PT03M38.00S,2021-10-28T02:14:30.0Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612747,112,105,2021-10-28T02:14:30Z,6100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT03M31.00S,2021-10-28T02:14:43.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],2546,33.459264126149804,57.59803921568627,1610612747,112,105,2021-10-28T02:14:52Z,6110000,-38.0,262.0,1,left,MISS C. Anthony 26' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,26.47,Missed,,,,,,,,,,,,,,,,,
616,PT03M27.00S,2021-10-28T02:14:47.0Z,4,REGULAR,rebound,offensive,[],201566,,,1610612747,112,105,2021-10-28T02:14:52Z,6120000,,,0,,R. Westbrook REBOUND (Off:3 Def:10),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,615.0,13.0,10.0,3.0,,,,,,,,,,,,,
617,PT03M24.00S,2021-10-28T02:14:49.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,6.521024967148489,51.71568627450981,1610612747,112,105,2021-10-28T02:14:56Z,6130000,-9.0,9.0,1,left,MISS R. Westbrook putback Layup,[201566],1610612747.0,LAL,putback,,,Westbrook,R. Westbrook,,,,,,,1.23,Missed,,,,,,,,,,,,,,,,,
618,PT03M24.00S,2021-10-28T02:14:49.3Z,4,REGULAR,rebound,offensive,[],203076,,,1610612747,112,105,2021-10-28T02:14:56Z,6140000,,,0,,A. Davis REBOUND (Off:4 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,617.0,8.0,4.0,4.0,,,,,,,,,,,,,
619,PT03M24.00S,2021-10-28T02:14:52.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,5.590000152587891,50.0,1610612747,112,107,2021-10-28T02:14:52Z,6150000,0.0,0.0,1,left,A. Davis tip Layup (29 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,,,0.0,Made,,,,,,,29.0,,,,,,,,,,
620,PT03M24.00S,2021-10-28T02:14:55.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,112,107,2021-10-28T02:14:55Z,6160000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M24.00S,2021-10-28T02:15:58.3Z,4,REGULAR,substitution,out,[],1629676,,,1610612760,112,107,2021-10-28T02:16:15Z,6170000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M24.00S,2021-10-28T02:15:58.3Z,4,REGULAR,substitution,in,[],202324,,,1610612760,112,107,2021-10-28T02:16:15Z,6180000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
