actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
271,PT02M28.00S,2022-01-03T00:52:56.5Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,34,45,2022-01-03T00:53:00Z,2680000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,270.0,2.0,2.0,0.0,,,,,,,,,
272,PT02M08.00S,2022-01-03T00:53:16.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,91.80354796320631,53.67647058823529,1610612742,34,47,2022-01-03T00:53:23Z,2690000,18.0,25.0,1,right,D. Powell driving reverse Layup (4 PTS) (R. Bullock 2 AST),"[203939, 203493]",1610612742.0,DAL,driving reverse,,,Powell,D. Powell,,,,,,,,,,3.06,Made,4.0,,,,,,,,R. Bullock,203493.0,2.0,,,
274,PT02M05.00S,2022-01-03T00:53:26.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,34,47,2022-01-03T00:53:26Z,2710000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M05.00S,2022-01-03T00:55:32.8Z,2,REGULAR,substitution,out,[],1630177,,,1610612760,34,47,2022-01-03T00:55:54Z,2720000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M05.00S,2022-01-03T00:55:32.8Z,2,REGULAR,substitution,out,[],1629660,,,1610612760,34,47,2022-01-03T00:55:54Z,2730000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M05.00S,2022-01-03T00:55:32.8Z,2,REGULAR,substitution,out,[],203488,,,1610612760,34,47,2022-01-03T00:55:54Z,2740000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M05.00S,2022-01-03T00:55:32.8Z,2,REGULAR,substitution,out,[],1628467,,,1610612760,34,47,2022-01-03T00:55:54Z,2750000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M05.00S,2022-01-03T00:55:32.8Z,2,REGULAR,substitution,in,[],1629676,,,1610612760,34,47,2022-01-03T00:55:54Z,2760000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M05.00S,2022-01-03T00:55:32.8Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,34,47,2022-01-03T00:55:54Z,2770000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M05.00S,2022-01-03T00:55:32.8Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,34,47,2022-01-03T00:55:54Z,2780000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M05.00S,2022-01-03T00:55:32.8Z,2,REGULAR,substitution,in,[],1629029,,,1610612760,34,47,2022-01-03T00:55:54Z,2790000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT01M52.00S,2022-01-03T00:56:26.9Z,2,REGULAR,turnover,bad pass,[],1629676,,,1610612760,34,47,2022-01-03T00:56:30Z,2800000,,,0,,I. Roby bad pass TURNOVER (1 TO),"[1629676, 203939]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,1.0,Powell,203939.0,,,,,,
284,PT01M52.00S,2022-01-03T00:56:26.9Z,2,REGULAR,steal,,[],203939,,,1610612742,34,47,2022-01-03T00:58:23Z,2810000,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M44.00S,2022-01-03T00:56:34.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,92.59198423127464,56.86274509803921,1610612742,34,49,2022-01-03T00:56:38Z,2820000,34.0,17.0,1,right,L. Doncic driving Layup (7 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,,,,,3.83,Made,7.0,,,,,,,,,,,,,
286,PT01M31.00S,2022-01-03T00:56:47.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,9.806176084099869,63.23529411764706,1610612760,36,49,2022-01-03T00:56:51Z,2830000,-66.0,40.0,1,left,J. Giddey 7' floating Jump Shot (9 PTS),[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,,,,,,7.72,Made,9.0,,,,,,,,,,,,,
287,PT01M06.00S,2022-01-03T00:57:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,92.06636005256242,51.470588235294116,1610612742,36,51,2022-01-03T00:57:17Z,2840000,7.0,22.0,1,right,D. Powell cutting Layup (6 PTS) (L. Doncic 4 AST),"[203939, 1629029]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,,,,,,2.33,Made,6.0,,,,,,,,L. Doncic,1629029.0,4.0,,,
289,PT00M58.90S,2022-01-03T00:57:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,4.944152431011826,42.8921568627451,1610612760,38,51,2022-01-03T00:57:24Z,2860000,36.0,-6.0,1,left,K. Williams driving Layup (4 PTS) (J. Giddey 6 AST),"[1629026, 1630581]",1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,,,,,,3.6,Made,4.0,,,,,,,,J. Giddey,1630581.0,6.0,,,
291,PT00M45.20S,2022-01-03T00:57:37.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203493,88.78120893561103,47.549019607843135,1610612742,38,51,2022-01-03T00:58:02Z,2880000,-12.0,53.0,1,right,MISS R. Bullock driving floating Shot,[203493],1610612742.0,DAL,driving floating,,,Bullock,R. Bullock,,,,,,,,,,5.44,Missed,,,,,,,,,,,,,,
292,PT00M43.50S,2022-01-03T00:57:39.6Z,2,REGULAR,rebound,defensive,[],1630306,,,1610612760,38,51,2022-01-03T00:58:02Z,2890000,,,0,,R. Edwards REBOUND (Off:0 Def:3),[1630306],1610612760.0,OKC,,,,Edwards,R. Edwards,,,,,,,,,,,,,291.0,3.0,3.0,0.0,,,,,,,,,
293,PT00M23.10S,2022-01-03T00:58:01.1Z,2,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612760,38,51,2022-01-03T00:58:16Z,2900000,,,0,,L. Doncic shooting personal FOUL (1 PF) (Williams 2 FT),"[1629029, 1629026]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,1628484.0,1.0,0.0,Williams,1629026.0,,,,,,,,,,,,,,,,
295,PT00M23.10S,2022-01-03T00:58:27.4Z,2,REGULAR,freethrow,1 of 2,[],1629026,,,1610612760,39,51,2022-01-03T00:58:27Z,2920000,,,0,,K. Williams Free Throw 1 of 2 (5 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
296,PT00M23.10S,2022-01-03T00:58:27.4Z,2,REGULAR,freethrow,2 of 2,[],1629026,,,1610612760,39,51,2022-01-03T00:58:47Z,2930000,,,0,,MISS K. Williams Free Throw 2 of 2,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,
297,PT00M21.10S,2022-01-03T00:58:29.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,39,51,2022-01-03T00:58:47Z,2940000,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,296.0,5.0,5.0,0.0,,,,,,,,,
298,PT00M02.30S,2022-01-03T00:59:05.0Z,2,REGULAR,3pt,Jump Shot,[],1627827,95.48291721419186,96.07843137254902,1610612742,39,51,2022-01-03T00:59:12Z,2950000,230.0,-10.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,23.06,Missed,,,,,,,,,,,,,,
299,PT00M00.20S,2022-01-03T00:59:10.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,39,51,2022-01-03T00:59:10Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,
300,PT00M00.20S,2022-01-03T00:59:11.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,39,51,2022-01-03T00:59:11Z,2970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M00.10S,2022-01-03T00:59:26.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,91.27792378449409,50.0,1610612742,39,51,2022-01-03T00:59:45Z,2980000,0.0,29.0,1,right,MISS D. Powell alley-oop Layup,[203939],1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,,,,,,2.95,Missed,,,,,,,,,,,,,,
302,PT00M00.10S,2022-01-03T00:59:26.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,39,51,2022-01-03T00:59:45Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,301.0,,,,,,,,,,,,
303,PT00M00.00S,2022-01-03T00:59:50.7Z,2,REGULAR,period,end,[],0,,,1610612742,39,51,2022-01-03T00:59:50Z,3000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2022-01-03T01:13:36.7Z,3,REGULAR,substitution,out,['startperiod'],1630306,,,1610612742,39,51,2022-01-03T01:14:34Z,3010000,,,0,,SUB out: R. Edwards,[1630306],1610612760.0,OKC,,,,Edwards,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2022-01-03T01:13:36.7Z,3,REGULAR,substitution,out,['startperiod'],1629026,,,1610612742,39,51,2022-01-03T01:14:34Z,3020000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-01-03T01:13:36.7Z,3,REGULAR,substitution,out,['startperiod'],203493,,,1610612742,39,51,2022-01-03T01:14:34Z,3030000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-01-03T01:13:36.7Z,3,REGULAR,substitution,in,['startperiod'],1630197,,,1610612742,39,51,2022-01-03T01:14:34Z,3040000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-01-03T01:13:36.7Z,3,REGULAR,substitution,in,['startperiod'],1629660,,,1610612742,39,51,2022-01-03T01:14:34Z,3050000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-01-03T01:13:36.7Z,3,REGULAR,substitution,in,['startperiod'],1628467,,,1610612742,39,51,2022-01-03T01:14:34Z,3060000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-01-03T01:14:39.4Z,3,REGULAR,period,start,[],0,,,1610612760,39,51,2022-01-03T01:14:39Z,3070000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT11M37.00S,2022-01-03T01:15:01.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,88.64980289093299,46.81372549019608,1610612760,41,51,2022-01-03T01:15:45Z,3080000,-16.0,54.0,1,right,T. Jerome floating Jump Shot (9 PTS) (J. Giddey 7 AST),"[1629660, 1630581]",1610612760.0,OKC,floating,,,Jerome,T. Jerome,,,,,,,,,,5.65,Made,9.0,,,,,,,,J. Giddey,1630581.0,7.0,,,
313,PT11M18.00S,2022-01-03T01:15:19.7Z,3,REGULAR,3pt,Jump Shot,[],1627827,5.995400788436268,96.81372549019608,1610612742,41,51,2022-01-03T01:15:30Z,3100000,-234.0,4.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,23.41,Missed,,,,,,,,,,,,,,
314,PT11M16.00S,2022-01-03T01:15:21.7Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,41,51,2022-01-03T01:15:30Z,3110000,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,313.0,3.0,1.0,2.0,,,,,,,,,
315,PT11M12.00S,2022-01-03T01:15:26.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628973,19.793035479632064,57.35294117647059,1610612742,41,51,2022-01-03T01:15:33Z,3120000,-37.0,134.0,1,left,MISS J. Brunson 13' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,13.86,Missed,,,,,,,,,,,,,,
316,PT11M08.00S,2022-01-03T01:15:30.2Z,3,REGULAR,rebound,defensive,[],1630197,,,1610612760,41,51,2022-01-03T01:15:33Z,3130000,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,315.0,2.0,2.0,0.0,,,,,,,,,
317,PT10M45.00S,2022-01-03T01:15:53.0Z,3,REGULAR,3pt,Jump Shot,[],1629660,95.74572930354796,3.6764705882352944,1610612760,44,51,2022-01-03T01:15:57Z,3140000,-232.0,-13.0,1,right,T. Jerome 3PT  (12 PTS) (I. Roby 1 AST),"[1629660, 1629676]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,23.19,Made,12.0,,,,,,,,I. Roby,1629676.0,1.0,,,
319,PT10M25.00S,2022-01-03T01:16:13.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,5.206964520367937,36.029411764705884,1610612742,44,53,2022-01-03T01:16:18Z,3160000,70.0,-4.0,1,left,J. Brunson 7' driving floating Jump Shot (8 PTS) (L. Doncic 5 AST),"[1628973, 1629029]",1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,,,7.0,Made,8.0,,,,,,,,L. Doncic,1629029.0,5.0,,,
321,PT10M10.00S,2022-01-03T01:16:28.3Z,3,REGULAR,3pt,Jump Shot,[],1630197,81.02825229960578,93.87254901960785,1610612760,44,53,2022-01-03T01:16:38Z,3180000,219.0,126.0,1,right,MISS A. Pokusevski 25' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,25.29,Missed,,,,,,,,,,,,,,
322,PT10M09.00S,2022-01-03T01:16:29.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,44,53,2022-01-03T01:16:38Z,3190000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,
323,PT10M09.00S,2022-01-03T01:16:37.8Z,3,REGULAR,foul,personal,[],1629660,,,1610612742,44,53,2022-01-03T01:16:46Z,3200000,,,0,,T. Jerome loose ball personal FOUL (2 PF),"[1629660, 1628973]",1610612760.0,OKC,loose ball,,,Jerome,T. Jerome,,,,,1201.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,,
325,PT09M49.00S,2022-01-03T01:17:07.0Z,3,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612742,44,53,2022-01-03T01:17:17Z,3220000,,,0,,I. Roby shooting personal FOUL (2 PF) (Finney-Smith 2 FT),"[1629676, 1627827]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,1628484.0,2.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,
327,PT09M49.00S,2022-01-03T01:17:31.1Z,3,REGULAR,freethrow,1 of 2,[],1627827,,,1610612742,44,53,2022-01-03T01:17:31Z,3240000,,,0,,MISS D. Finney-Smith Free Throw 1 of 2,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,Missed,,,,,,,,,,,,,,
328,PT09M49.00S,2022-01-03T01:17:31.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,44,53,2022-01-03T01:17:31Z,3250000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,327.0,,,,,,,,,,,,
329,PT09M49.00S,2022-01-03T01:17:44.8Z,3,REGULAR,freethrow,2 of 2,[],1627827,,,1610612742,44,54,2022-01-03T01:17:44Z,3260000,,,0,,D. Finney-Smith Free Throw 2 of 2 (3 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
330,PT09M35.00S,2022-01-03T01:17:59.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629676,92.32917214191852,51.225490196078425,1610612760,46,54,2022-01-03T01:18:03Z,3270000,6.0,20.0,1,right,I. Roby cutting DUNK (5 PTS) (J. Giddey 8 AST),"[1629676, 1630581]",1610612760.0,OKC,cutting,,,Roby,I. Roby,,,,,,,,,,2.05,Made,5.0,,,,,,,,J. Giddey,1630581.0,8.0,,,
332,PT09M21.00S,2022-01-03T01:18:12.4Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,46,54,2022-01-03T01:18:16Z,3290000,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 1630581]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,3.0,Giddey,1630581.0,,,,,,
333,PT09M21.00S,2022-01-03T01:18:12.4Z,3,REGULAR,steal,,[],1630581,,,1610612760,46,54,2022-01-03T01:18:14Z,3300000,,,0,,J. Giddey STEAL (2 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT09M17.00S,2022-01-03T01:18:17.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630197,93.24901445466492,49.50980392156863,1610612760,48,54,2022-01-03T01:19:52Z,3310000,-2.0,11.0,1,right,A. Pokusevski running alley-oop DUNK (4 PTS) (J. Giddey 9 AST),"[1630197, 1630581]",1610612760.0,OKC,running alley-oop,,,Pokusevski,A. Pokusevski,,,,,,,,,,1.13,Made,4.0,,,,,,,,J. Giddey,1630581.0,9.0,,,
336,PT09M01.00S,2022-01-03T01:18:32.6Z,3,REGULAR,turnover,lost ball,[],1628467,,,1610612742,48,54,2022-01-03T01:18:36Z,3330000,,,0,,M. Kleber lost ball TURNOVER (2 TO),"[1628467, 1630581]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,2.0,Giddey,1630581.0,,,,,,
337,PT09M01.00S,2022-01-03T01:18:32.6Z,3,REGULAR,steal,,[],1630581,,,1610612760,48,54,2022-01-03T01:21:38Z,3340000,,,0,,J. Giddey STEAL (3 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT08M56.00S,2022-01-03T01:18:38.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630581,88.91261498028909,58.82352941176471,1610612760,48,54,2022-01-03T01:18:43Z,3350000,44.0,52.0,1,right,MISS J. Giddey 6' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,,,,,,6.8,Missed,,,,,,,,,,,,,,
339,PT08M54.00S,2022-01-03T01:18:40.2Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,48,54,2022-01-03T01:18:40Z,3360000,,,0,,D. Powell REBOUND (Off:2 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,338.0,4.0,2.0,2.0,,,,,,,,,
340,PT08M49.00S,2022-01-03T01:18:44.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627827,4.944152431011826,44.85294117647059,1610612742,48,56,2022-01-03T01:18:52Z,3370000,26.0,-6.0,1,left,D. Finney-Smith running Layup (5 PTS) (J. Brunson 5 AST),"[1627827, 1628973]",1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,2.64,Made,5.0,,,,,,,,J. Brunson,1628973.0,5.0,,,
342,PT08M33.00S,2022-01-03T01:19:00.2Z,3,REGULAR,2pt,Jump Shot,[],1630581,76.2976346911958,68.13725490196079,1610612760,48,56,2022-01-03T01:19:07Z,3390000,91.0,170.0,1,right,MISS J. Giddey 19' Jump Shot,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,19.29,Missed,,,,,,,,,,,,,,
343,PT08M33.00S,2022-01-03T01:19:00.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,48,56,2022-01-03T01:19:07Z,3400000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,
344,PT08M33.00S,2022-01-03T01:19:06.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,48,56,2022-01-03T01:19:06Z,3410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT08M20.00S,2022-01-03T01:19:30.6Z,3,REGULAR,2pt,Jump Shot,[],1629029,4.28712220762155,80.14705882352942,1610612742,48,56,2022-01-03T01:19:35Z,3420000,-151.0,-12.0,1,left,MISS L. Doncic 15' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,15.12,Missed,,,,,,,,,,,,,,
346,PT08M17.00S,2022-01-03T01:19:33.6Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,48,56,2022-01-03T01:19:35Z,3430000,,,0,,J. Giddey REBOUND (Off:0 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,345.0,5.0,5.0,0.0,,,,,,,,,
347,PT08M13.00S,2022-01-03T01:19:38.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629676,91.80354796320631,50.73529411764706,1610612760,50,56,2022-01-03T01:19:44Z,3440000,4.0,25.0,1,right,I. Roby running DUNK (7 PTS) (J. Giddey 10 AST),"[1629676, 1630581]",1610612760.0,OKC,running,,,Roby,I. Roby,,,,,,,,,,2.48,Made,7.0,,,,,,,,J. Giddey,1630581.0,10.0,,,
349,PT07M49.00S,2022-01-03T01:20:02.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627827,5.863994743758213,46.32352941176471,1610612742,50,58,2022-01-03T01:20:07Z,3460000,18.0,3.0,1,left,D. Finney-Smith driving DUNK (7 PTS) (J. Brunson 6 AST),"[1627827, 1628973]",1610612742.0,DAL,driving,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,1.86,Made,7.0,,,,,,,,J. Brunson,1628973.0,6.0,,,
351,PT07M32.00S,2022-01-03T01:20:19.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630581,92.06636005256242,41.17647058823529,1610612760,50,58,2022-01-03T01:23:36Z,3480000,-44.0,22.0,1,right,MISS J. Giddey turnaround Hook,[1630581],1610612760.0,OKC,turnaround,,,Giddey,J. Giddey,,,,,,,,,,4.93,Missed,,,,,,,,,,,,,,
352,PT07M30.00S,2022-01-03T01:20:21.2Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,50,58,2022-01-03T01:20:30Z,3490000,,,0,,D. Powell REBOUND (Off:2 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,351.0,5.0,3.0,2.0,,,,,,,,,
353,PT07M21.00S,2022-01-03T01:20:29.3Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,50,58,2022-01-03T01:20:33Z,3500000,,,0,,L. Doncic bad pass TURNOVER (4 TO),"[1629029, 1630581]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,4.0,Giddey,1630581.0,,,,,,
354,PT07M21.00S,2022-01-03T01:20:29.3Z,3,REGULAR,steal,,[],1630581,,,1610612760,50,58,2022-01-03T01:20:30Z,3510000,,,0,,J. Giddey STEAL (4 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT07M18.00S,2022-01-03T01:20:36.9Z,3,REGULAR,foul,personal,[],1628973,,,1610612760,50,58,2022-01-03T01:21:13Z,3520000,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1630598]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,1628484.0,1.0,0.0,Wiggins,1630598.0,,,,,,,,,,,,,,,,
357,PT07M13.00S,2022-01-03T01:21:09.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629660,79.97700394218134,49.01960784313725,1610612760,50,58,2022-01-03T01:21:16Z,3540000,-5.0,136.0,1,right,MISS T. Jerome 13' floating Shot,[1629660],1610612760.0,OKC,floating,,,Jerome,T. Jerome,,,,,,,,,,13.58,Missed,,,,,,,,,,,,,,
358,PT07M10.00S,2022-01-03T01:21:12.6Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,50,58,2022-01-03T01:21:16Z,3550000,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,357.0,6.0,6.0,0.0,,,,,,,,,
359,PT06M59.00S,2022-01-03T01:21:23.8Z,3,REGULAR,3pt,Jump Shot,[],1627827,3.1044678055190538,96.32352941176471,1610612742,50,61,2022-01-03T01:21:29Z,3560000,-232.0,-23.0,1,left,D. Finney-Smith 3PT  (10 PTS) (L. Doncic 6 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,23.28,Made,10.0,,,,,,,,L. Doncic,1629029.0,6.0,,,
361,PT06M35.00S,2022-01-03T01:21:47.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,92.72339027595268,49.26470588235294,1610612760,52,61,2022-01-03T01:21:53Z,3580000,-4.0,16.0,1,right,I. Roby reverse Layup (9 PTS) (J. Giddey 11 AST),"[1629676, 1630581]",1610612760.0,OKC,reverse,,,Roby,I. Roby,,,,,,,,,,1.63,Made,9.0,,,,,,,,J. Giddey,1630581.0,11.0,,,
