actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
190,PT09M15.00S,2022-02-01T01:43:21.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612757,22,36,2022-02-01T01:43:27Z,1880000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,,
191,PT09M01.00S,2022-02-01T01:43:45.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629647,10.33180026281209,44.85294117647059,1610612760,22,36,2022-02-01T01:43:52Z,1890000,26.0,45.0,1,left,MISS D. Bazley cutting Layup - blocked,"[1629647, 1626181]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,,,,,,5.15,Missed,,,,,,,,,,Powell,1626181.0,,,
192,PT09M01.00S,2022-02-01T01:43:45.7Z,2,REGULAR,block,,[],1626181,,,1610612760,22,36,2022-02-01T01:43:47Z,1900000,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M58.00S,2022-02-01T01:43:48.7Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612757,22,36,2022-02-01T01:43:52Z,1910000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,191.0,2.0,2.0,0.0,,,,,,,,,
194,PT08M50.00S,2022-02-01T01:43:56.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,82.9993429697766,50.0,1610612757,22,38,2022-02-01T01:44:00Z,1920000,0.0,107.0,1,right,C. McCollum 10' floating Jump Shot (11 PTS),[203468],1610612757.0,POR,floating,,,McCollum,C. McCollum,,,,,,,,,,10.73,Made,11.0,,,,,,,,,,,,,
195,PT08M44.00S,2022-02-01T01:44:01.8Z,2,REGULAR,3pt,Jump Shot,[],1629660,25.837713534822605,15.196078431372548,1610612760,22,38,2022-02-01T01:44:06Z,1930000,174.0,190.0,1,left,MISS T. Jerome 25' pullup 3PT,[1629660],1610612760.0,OKC,pullup,,,Jerome,T. Jerome,,,,,,,,,,25.79,Missed,,,,,,,,,,,,,,
196,PT08M41.00S,2022-02-01T01:44:04.8Z,2,REGULAR,rebound,defensive,[],1630535,,,1610612757,22,38,2022-02-01T01:44:06Z,1940000,,,0,,G. Brown III REBOUND (Off:2 Def:2),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,195.0,4.0,2.0,2.0,,,,,,,,,
197,PT08M20.00S,2022-02-01T01:44:26.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,88.51839684625493,55.14705882352941,1610612757,22,40,2022-02-01T01:44:30Z,1950000,26.0,55.0,1,right,C. McCollum 6' driving floating Jump Shot (13 PTS),[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,,,,,,6.11,Made,13.0,,,,,,,,,,,,,
198,PT08M13.00S,2022-02-01T01:44:39.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,22,40,2022-02-01T01:44:39Z,1960000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M13.00S,2022-02-01T01:46:36.4Z,2,REGULAR,substitution,out,[],1630177,,,1610612760,22,40,2022-02-01T01:47:05Z,1970000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M13.00S,2022-02-01T01:46:36.4Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,22,40,2022-02-01T01:47:05Z,1980000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M13.00S,2022-02-01T01:46:36.4Z,2,REGULAR,substitution,out,[],203468,,,1610612760,22,40,2022-02-01T01:47:05Z,1990000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M13.00S,2022-02-01T01:46:36.4Z,2,REGULAR,substitution,out,[],1626181,,,1610612760,22,40,2022-02-01T01:47:05Z,2000000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M13.00S,2022-02-01T01:46:36.4Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,22,40,2022-02-01T01:47:05Z,2010000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M13.00S,2022-02-01T01:46:36.4Z,2,REGULAR,substitution,in,[],1630544,,,1610612760,22,40,2022-02-01T01:47:05Z,2020000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M13.00S,2022-02-01T01:46:36.4Z,2,REGULAR,substitution,in,[],1629014,,,1610612760,22,40,2022-02-01T01:47:05Z,2030000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M13.00S,2022-02-01T01:46:36.4Z,2,REGULAR,substitution,in,[],203463,,,1610612760,22,40,2022-02-01T01:47:05Z,2040000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT07M51.00S,2022-02-01T01:46:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,5.387647831800263,44.385723039215684,1610612760,24,40,2022-02-01T01:56:06Z,2047500,28.0,-2.0,1,left,D. Bazley Layup (7 PTS) (T. Jerome 2 AST),"[1629647, 1629660]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,2.82,Made,7.0,,,,,T. Jerome,1629660.0,2.0,,,,,,
259,PT07M51.00S,2022-02-01T01:47:12.3Z,2,REGULAR,turnover,bad pass,[],1628372,,,1610612757,24,40,2022-02-01T01:53:33Z,2055000,,,0,,D. Smith Jr. bad pass TURNOVER (2 TO),"[1628372, 1630544]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,2.0,,,Mann,1630544.0,
312,PT07M51.00S,2022-02-01T01:47:12.3Z,2,REGULAR,steal,,[],1630544,,,1610612760,24,40,2022-02-01T02:03:12Z,2062500,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M46.00S,2022-02-01T01:47:53.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630544,32.40801576872536,31.127450980392158,1610612760,24,40,2022-02-01T02:04:15Z,2090000,94.0,252.0,1,left,MISS T. Mann 26' pullup 3PT,[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,,,,,,26.92,Missed,,,,,,,,,,,,,,
214,PT07M42.00S,2022-02-01T01:47:57.9Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612757,24,40,2022-02-01T01:48:00Z,2100000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:3),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,213.0,3.0,3.0,0.0,,,,,,,,,
215,PT07M38.00S,2022-02-01T01:48:01.5Z,2,REGULAR,3pt,Jump Shot,[],1629014,68.41327201051249,81.37254901960785,1610612757,24,40,2022-02-01T01:48:21Z,2110000,157.0,244.0,1,right,MISS A. Simons 29' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,29.04,Missed,,,,,,,,,,,,,,
216,PT07M36.00S,2022-02-01T01:48:03.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,24,40,2022-02-01T01:48:21Z,2120000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,215.0,,,,,,,,,,,,
217,PT07M36.00S,2022-02-01T01:48:07.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,24,40,2022-02-01T01:48:07Z,2130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M36.00S,2022-02-01T01:48:07.8Z,2,REGULAR,substitution,out,[],1630535,,,1610612760,24,40,2022-02-01T01:48:15Z,2140000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M36.00S,2022-02-01T01:48:07.8Z,2,REGULAR,substitution,in,[],203994,,,1610612760,24,40,2022-02-01T01:48:15Z,2150000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M27.00S,2022-02-01T01:48:30.6Z,2,REGULAR,3pt,Jump Shot,[],203488,34.247700394218136,42.40196078431372,1610612760,24,40,2022-02-01T01:48:35Z,2160000,38.0,269.0,1,left,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,27.21,Missed,,,,,,,,,,,,,,
221,PT07M23.00S,2022-02-01T01:48:34.6Z,2,REGULAR,rebound,defensive,[],203463,,,1610612757,24,40,2022-02-01T01:48:35Z,2170000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,220.0,1.0,1.0,0.0,,,,,,,,,
222,PT07M09.00S,2022-02-01T01:48:47.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,91.27792378449409,36.27450980392157,1610612757,24,42,2022-02-01T01:53:50Z,2180000,-69.0,29.0,1,right,J. Nurkic 7' Hook (10 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,7.47,Made,10.0,,,,,,,,,,,,,
223,PT06M43.00S,2022-02-01T01:49:14.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,14.799605781865965,59.55882352941176,1610612760,26,42,2022-02-01T01:49:17Z,2190000,-48.0,87.0,1,left,T. Mann 9' pullup Jump Shot (5 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,,,,,,9.89,Made,5.0,,,,,,,,,,,,,
224,PT06M30.00S,2022-02-01T01:49:26.8Z,2,REGULAR,3pt,Jump Shot,[],203463,94.56307490144546,95.09803921568627,1610612757,26,42,2022-02-01T01:49:31Z,2200000,225.0,-1.0,1,right,MISS B. McLemore 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,22.55,Missed,,,,,,,,,,,,,,
225,PT06M27.00S,2022-02-01T01:49:29.8Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,26,42,2022-02-01T01:49:31Z,2210000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,
226,PT06M22.00S,2022-02-01T01:49:39.3Z,2,REGULAR,foul,personal,[],1628372,,,1610612760,26,42,2022-02-01T01:49:47Z,2220000,,,0,,D. Smith Jr. personal FOUL (1 PF),"[1628372, 1629660]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,202035.0,1.0,0.0,Jerome,1629660.0,,,,,,,,,,,,,,,,
228,PT06M22.00S,2022-02-01T01:49:44.0Z,2,REGULAR,substitution,out,[],203488,,,1610612760,26,42,2022-02-01T01:49:50Z,2240000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M22.00S,2022-02-01T01:49:44.0Z,2,REGULAR,substitution,out,[],203503,,,1610612760,26,42,2022-02-01T01:49:50Z,2250000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M22.00S,2022-02-01T01:49:44.0Z,2,REGULAR,substitution,in,[],202324,,,1610612760,26,42,2022-02-01T01:49:50Z,2260000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M22.00S,2022-02-01T01:49:44.0Z,2,REGULAR,substitution,in,[],203496,,,1610612760,26,42,2022-02-01T01:49:50Z,2270000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M12.00S,2022-02-01T01:50:10.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,13.61695137976347,58.08823529411765,1610612760,26,42,2022-02-01T01:50:14Z,2280000,-40.0,75.0,1,left,MISS T. Mann 8' floating Shot,[1630544],1610612760.0,OKC,floating,,,Mann,T. Mann,,,,,,,,,,8.56,Missed,,,,,,,,,,,,,,
233,PT06M09.00S,2022-02-01T01:50:13.5Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612757,26,42,2022-02-01T01:50:14Z,2290000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:4),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,232.0,4.0,4.0,0.0,,,,,,,,,
234,PT05M53.00S,2022-02-01T01:50:29.6Z,2,REGULAR,turnover,lost ball,[],203496,,,1610612757,26,42,2022-02-01T01:50:34Z,2300000,,,0,,R. Covington lost ball TURNOVER (2 TO),"[203496, 1630544]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,2.0,,,Mann,1630544.0,
235,PT05M53.00S,2022-02-01T01:50:29.6Z,2,REGULAR,steal,,[],1630544,,,1610612760,26,42,2022-02-01T01:50:32Z,2310000,,,0,,T. Mann STEAL (2 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M52.00S,2022-02-01T01:50:33.8Z,2,REGULAR,foul,personal,[],1628372,,,1610612760,26,42,2022-02-01T01:50:53Z,2320000,,,0,,D. Smith Jr. personal FOUL (2 PF),"[1628372, 1630544]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,202035.0,2.0,0.0,Mann,1630544.0,,,,,,,,,,,,,,,,
238,PT05M52.00S,2022-02-01T01:50:39.4Z,2,REGULAR,substitution,out,[],1629647,,,1610612760,26,42,2022-02-01T01:50:49Z,2340000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M52.00S,2022-02-01T01:50:39.4Z,2,REGULAR,substitution,out,[],1629660,,,1610612760,26,42,2022-02-01T01:50:49Z,2350000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M52.00S,2022-02-01T01:50:39.4Z,2,REGULAR,substitution,out,[],1628372,,,1610612760,26,42,2022-02-01T01:50:49Z,2360000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M52.00S,2022-02-01T01:50:39.4Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,26,42,2022-02-01T01:50:49Z,2370000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M52.00S,2022-02-01T01:50:39.4Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,26,42,2022-02-01T01:50:49Z,2380000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M52.00S,2022-02-01T01:50:39.4Z,2,REGULAR,substitution,in,[],203468,,,1610612760,26,42,2022-02-01T01:50:49Z,2390000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M43.00S,2022-02-01T01:51:04.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,30.56833114323259,22.058823529411764,1610612760,26,42,2022-02-01T01:51:09Z,2400000,140.0,235.0,1,left,MISS T. Mann 27' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,27.32,Missed,,,,,,,,,,,,,,
245,PT05M39.00S,2022-02-01T01:51:08.5Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,26,42,2022-02-01T01:51:08Z,2410000,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,244.0,1.0,0.0,1.0,,,,,,,,,
246,PT05M35.00S,2022-02-01T01:51:16.4Z,2,REGULAR,turnover,double dribble,[],1630544,,,1610612760,26,42,2022-02-01T01:51:23Z,2420000,,,0,,T. Mann double dribble TURNOVER (1 TO),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,202035.0,,,,,,,,,,,,,,,1.0,,,,,
247,PT05M27.00S,2022-02-01T01:51:40.7Z,2,REGULAR,foul,personal,[],202324,,,1610612757,26,42,2022-02-01T01:51:52Z,2430000,,,0,,D. Favors personal FOUL (2 PF),"[202324, 203994]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,202035.0,2.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,,
249,PT05M17.00S,2022-02-01T01:52:08.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203496,71.30420499342969,12.745098039215685,1610612757,26,42,2022-02-01T01:52:12Z,2450000,-186.0,217.0,1,right,MISS R. Covington 28' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,28.62,Missed,,,,,,,,,,,,,,
250,PT05M13.00S,2022-02-01T01:52:12.3Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,26,42,2022-02-01T01:52:12Z,2460000,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,249.0,3.0,3.0,0.0,,,,,,,,,
251,PT05M09.00S,2022-02-01T01:52:17.1Z,2,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612760,26,42,2022-02-01T01:52:27Z,2470000,,,0,,A. Simons shooting personal FOUL (1 PF) (Dort 2 FT),"[1629014, 1629652]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,201246.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,,
253,PT05M09.00S,2022-02-01T01:52:51.4Z,2,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,27,42,2022-02-01T01:52:51Z,2490000,,,0,,L. Dort Free Throw 1 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
254,PT05M09.00S,2022-02-01T01:52:52.8Z,2,REGULAR,substitution,out,[],203463,,,1610612760,27,42,2022-02-01T01:52:57Z,2500000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M09.00S,2022-02-01T01:52:52.8Z,2,REGULAR,substitution,in,[],1626181,,,1610612760,27,42,2022-02-01T01:52:57Z,2510000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M09.00S,2022-02-01T01:53:13.5Z,2,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,28,42,2022-02-01T01:53:13Z,2520000,,,0,,L. Dort Free Throw 2 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
257,PT04M59.00S,2022-02-01T01:53:25.9Z,2,REGULAR,3pt,Jump Shot,[],1626181,94.30026281208936,95.09803921568627,1610612757,28,42,2022-02-01T01:53:35Z,2530000,225.0,1.0,1,right,MISS N. Powell 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,22.55,Missed,,,,,,,,,,,,,,
258,PT04M55.00S,2022-02-01T01:53:29.0Z,2,REGULAR,rebound,defensive,[],202324,,,1610612760,28,42,2022-02-01T01:53:29Z,2540000,,,0,,D. Favors REBOUND (Off:0 Def:3),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,257.0,3.0,3.0,0.0,,,,,,,,,
260,PT04M45.00S,2022-02-01T01:53:46.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203496,,,1610612760,28,42,2022-02-01T01:54:08Z,2550000,,,0,,R. Covington shooting personal FOUL (3 PF) (Mann 2 FT),"[203496, 1630544]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,1204.0,3.0,0.0,Mann,1630544.0,,,,,,,,,,,,,,,,
262,PT04M45.00S,2022-02-01T01:54:12.3Z,2,REGULAR,freethrow,1 of 2,[],1630544,,,1610612760,29,42,2022-02-01T01:54:12Z,2570000,,,0,,T. Mann Free Throw 1 of 2 (6 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
263,PT04M45.00S,2022-02-01T01:54:21.8Z,2,REGULAR,freethrow,2 of 2,[],1630544,,,1610612760,30,42,2022-02-01T01:54:21Z,2580000,,,0,,T. Mann Free Throw 2 of 2 (7 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
264,PT04M23.00S,2022-02-01T01:54:47.3Z,2,REGULAR,turnover,traveling,[],203994,,,1610612757,30,42,2022-02-01T01:54:52Z,2590000,,,0,,J. Nurkic traveling TURNOVER (2 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,201246.0,,,,,,,,,,,,,,,2.0,,,,,
265,PT04M16.00S,2022-02-01T01:55:08.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,20.45006570302234,5.147058823529411,1610612760,30,42,2022-02-01T01:55:35Z,2600000,224.0,140.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,26.42,Missed,,,,,,,,,,,,,,
266,PT04M10.00S,2022-02-01T01:55:13.8Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,30,42,2022-02-01T01:55:13Z,2610000,,,0,,A. Wiggins REBOUND (Off:2 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,265.0,2.0,0.0,2.0,,,,,,,,,
267,PT04M10.00S,2022-02-01T01:55:13.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630598,5.590000152587891,50.0,1610612760,30,42,2022-02-01T01:59:38Z,2620000,0.0,0.0,1,left,MISS A. Wiggins tip Layup,[1630598],1610612760.0,OKC,tip,,,Wiggins,A. Wiggins,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
268,PT04M09.00S,2022-02-01T01:55:14.8Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,30,42,2022-02-01T01:59:38Z,2630000,,,0,,J. Nurkic REBOUND (Off:2 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,267.0,5.0,3.0,2.0,,,,,,,,,
269,PT04M02.00S,2022-02-01T01:55:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,83.26215505913272,56.86274509803921,1610612757,30,42,2022-02-01T02:00:09Z,2640000,34.0,105.0,1,right,MISS A. Simons 11' floating Shot,[1629014],1610612757.0,POR,floating,,,Simons,A. Simons,,,,,,,,,,11.03,Missed,,,,,,,,,,,,,,
270,PT03M57.00S,2022-02-01T01:55:26.7Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,30,42,2022-02-01T01:58:07Z,2650000,,,0,,J. Nurkic REBOUND (Off:3 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,269.0,6.0,3.0,3.0,,,,,,,,,
271,PT03M57.00S,2022-02-01T01:55:26.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612757,30,42,2022-02-01T01:55:26Z,2660000,0.0,0.0,1,right,MISS J. Nurkic tip Layup,[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
272,PT03M57.00S,2022-02-01T01:55:26.8Z,2,REGULAR,rebound,defensive,[],202324,,,1610612760,30,42,2022-02-01T01:55:26Z,2670000,,,0,,D. Favors REBOUND (Off:0 Def:4),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,271.0,4.0,4.0,0.0,,,,,,,,,
273,PT03M54.00S,2022-02-01T01:55:34.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629014,,,1610612760,30,42,2022-02-01T01:55:42Z,2680000,,,0,,A. Simons personal FOUL (2 PF) (Giddey 2 FT),"[1629014, 1630581]",1610612757.0,POR,,,,Simons,A. Simons,,,,,202035.0,2.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,,
275,PT03M54.00S,2022-02-01T01:55:57.9Z,2,REGULAR,freethrow,1 of 2,[],1630581,,,1610612760,31,42,2022-02-01T01:55:57Z,2700000,,,0,,J. Giddey Free Throw 1 of 2 (3 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
278,PT03M54.00S,2022-02-01T01:56:09.6Z,2,REGULAR,freethrow,2 of 2,[],1630581,,,1610612760,32,42,2022-02-01T01:56:09Z,2710000,,,0,,J. Giddey Free Throw 2 of 2 (4 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
279,PT03M44.00S,2022-02-01T01:56:22.9Z,2,REGULAR,3pt,Jump Shot,[],1626181,91.40932982917214,96.32352941176471,1610612757,32,42,2022-02-01T01:56:27Z,2720000,232.0,28.0,1,right,MISS N. Powell 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,23.33,Missed,,,,,,,,,,,,,,
280,PT03M40.00S,2022-02-01T01:56:26.9Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,32,42,2022-02-01T01:56:27Z,2730000,,,0,,A. Wiggins REBOUND (Off:2 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,279.0,3.0,1.0,2.0,,,,,,,,,
