actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
349,PT07M35.00S,2021-10-25T00:25:47.2Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,59,67,2021-10-25T01:25:22Z,3460000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,347.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
350,PT07M33.00S,2021-10-25T00:26:01.7Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629647,89.83245729303549,53.431372549019606,1610612760,61,67,2021-10-25T01:24:41Z,3470000,17.0,43.0,1,right,D. Bazley running DUNK (8 PTS) (J. Giddey 4 AST),"[1629647, 1630581]",1610612760.0,OKC,running,,,Bazley,D. Bazley,,,,,4.64,Made,,,,,,,,,,8.0,,,,,,J. Giddey,1630581.0,4.0,
351,PT07M06.00S,2021-10-25T00:26:17.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.565703022339028,39.46078431372549,1610612755,61,67,2021-10-25T00:26:24Z,3480000,53.0,66.0,1,left,MISS T. Harris 8' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,8.41,Missed,,,,,,,,,,,,,,,,,,,
352,PT07M03.00S,2021-10-25T00:26:20.1Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,61,67,2021-10-25T00:26:24Z,3490000,,,0,,D. Bazley REBOUND (Off:0 Def:6),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,351.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
354,PT06M50.00S,2021-10-25T00:26:33.4Z,3,REGULAR,2pt,Jump Shot,[],1630581,87.46714848883047,66.66666666666666,1610612760,63,67,2021-10-25T00:26:38Z,3500000,83.0,65.0,1,right,J. Giddey 10' floating Jump Shot (10 PTS),[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,10.58,Made,,,,,,,,,,10.0,,,,,,,,,
355,PT06M31.00S,2021-10-25T00:26:53.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,8.09789750328515,44.11764705882353,1610612755,63,69,2021-10-25T00:26:58Z,3510000,29.0,24.0,1,left,T. Harris alley-oop Layup (10 PTS) (J. Embiid 5 AST),"[202699, 203954]",1610612755.0,PHI,alley-oop,,,Harris,T. Harris,,,,,3.77,Made,,,,,,,,,,10.0,,,,,,J. Embiid,203954.0,5.0,
357,PT06M31.00S,2021-10-25T00:28:28.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612760,63,69,2021-10-25T00:28:28Z,3530000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT06M13.00S,2021-10-25T00:30:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,85.3646517739816,60.78431372549019,1610612760,63,69,2021-10-25T00:30:15Z,3540000,54.0,85.0,1,right,MISS J. Giddey 10' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,10.07,Missed,,,,,,,,,,,,,,,,,,,
359,PT06M10.00S,2021-10-25T00:30:13.6Z,3,REGULAR,rebound,defensive,[],201980,,,1610612755,63,69,2021-10-25T00:30:15Z,3550000,,,0,,D. Green REBOUND (Off:0 Def:4),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,358.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
360,PT06M02.00S,2021-10-25T00:30:20.5Z,3,REGULAR,2pt,Jump Shot,[],1630178,16.376478318002626,66.91176470588235,1610612755,63,71,2021-10-25T00:30:34Z,3560000,-85.0,101.0,1,left,T. Maxey 13' floating Jump Shot (9 PTS),[1630178],1610612755.0,PHI,floating,,,Maxey,T. Maxey,,,,,13.21,Made,,,,,,,,,,9.0,,,,,,,,,
361,PT05M45.00S,2021-10-25T00:30:37.4Z,3,REGULAR,3pt,Jump Shot,[],1629652,68.01905387647832,24.264705882352942,1610612760,63,71,2021-10-25T00:30:42Z,3570000,-129.0,248.0,1,right,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,,
362,PT05M42.00S,2021-10-25T00:30:40.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,63,71,2021-10-25T00:30:42Z,3580000,,,0,,J. Embiid REBOUND (Off:0 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,361.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
363,PT05M30.00S,2021-10-25T00:30:53.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203954,10.85742444152431,48.28431372549019,1610612755,63,73,2021-10-25T00:30:57Z,3590000,9.0,50.0,1,left,J. Embiid Hook (14 PTS) (T. Harris 4 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,5.03,Made,,,,,,,,,,14.0,,,,,,T. Harris,202699.0,4.0,
365,PT05M17.00S,2021-10-25T00:31:05.0Z,3,REGULAR,3pt,Jump Shot,[],1628983,69.85873850197109,79.65686274509804,1610612760,63,73,2021-10-25T00:31:12Z,3610000,148.0,231.0,1,right,MISS S. Gilgeous-Alexander 27' pullup 3PT - blocked,"[1628983, 1630178]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,27.43,Missed,,,,,,,,,,,,,,Maxey,1630178.0,,,,
366,PT05M17.00S,2021-10-25T00:31:05.0Z,3,REGULAR,block,,[],1630178,,,1610612760,63,73,2021-10-25T00:31:09Z,3620000,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT05M15.00S,2021-10-25T00:31:07.0Z,3,REGULAR,rebound,defensive,[],201980,,,1610612755,63,73,2021-10-25T00:31:12Z,3630000,,,0,,D. Green REBOUND (Off:0 Def:5),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,365.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
368,PT05M15.00S,2021-10-25T00:31:18.0Z,3,REGULAR,foul,personal,[],202324,,,1610612755,63,73,2021-10-25T00:31:25Z,3640000,,,0,,D. Favors personal FOUL (2 PF),"[202324, 203954]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,1627962.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,
370,PT05M15.00S,2021-10-25T00:31:24.4Z,3,REGULAR,substitution,out,[],202324,,,1610612755,63,73,2021-10-25T00:31:29Z,3660000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT05M15.00S,2021-10-25T00:31:24.4Z,3,REGULAR,substitution,in,[],203488,,,1610612755,63,73,2021-10-25T00:31:29Z,3670000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT05M09.00S,2021-10-25T00:31:35.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,8.360709592641262,35.049019607843135,1610612755,63,73,2021-10-25T00:31:40Z,3680000,75.0,26.0,1,left,MISS T. Maxey 7' driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,7.92,Missed,,,,,,,,,,,,,,,,,,,
373,PT05M07.00S,2021-10-25T00:31:38.0Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,63,73,2021-10-25T00:31:38Z,3690000,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,372.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
374,PT05M05.00S,2021-10-25T00:31:39.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202699,32.14520367936925,71.81372549019608,1610612755,63,73,2021-10-25T00:31:45Z,3700000,-109.0,250.0,1,left,MISS T. Harris 27' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,,
375,PT05M01.00S,2021-10-25T00:31:43.7Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,63,73,2021-10-25T00:31:45Z,3710000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,374.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
376,PT04M56.00S,2021-10-25T00:31:49.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.06636005256242,40.68627450980392,1610612760,65,73,2021-10-25T00:31:59Z,3720000,-47.0,22.0,1,right,J. Giddey running Layup (12 PTS),[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,5.16,Made,,,,,,,,,,12.0,,,,,,,,,
377,PT04M42.00S,2021-10-25T00:32:02.5Z,3,REGULAR,turnover,lost ball,[],202699,,,1610612755,65,73,2021-10-25T00:32:07Z,3730000,,,0,,T. Harris lost ball TURNOVER (3 TO),"[202699, 1630581]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,3.0,Giddey,1630581.0,,,,,,
378,PT04M42.00S,2021-10-25T00:32:02.5Z,3,REGULAR,steal,,[],1630581,,,1610612760,65,73,2021-10-25T00:32:05Z,3740000,,,0,,J. Giddey STEAL (3 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT04M42.00S,2021-10-25T00:32:11.6Z,3,REGULAR,foul,personal,[],203552,,,1610612760,65,73,2021-10-25T00:32:30Z,3750000,,,0,,S. Curry take personal FOUL (2 PF),"[203552, 1629647]",1610612755.0,PHI,take,,,Curry,S. Curry,,,,,,,,,,,1627963.0,2.0,0.0,Bazley,1629647.0,,,,,,,,,,
381,PT04M42.00S,2021-10-25T00:32:24.8Z,3,REGULAR,instantreplay,request,[],0,,,1610612760,65,73,2021-10-25T00:33:06Z,3770000,,,0,,,[],,,support,,,,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,Common Foul Upheld
382,PT04M32.00S,2021-10-25T00:33:39.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203488,75.64060446780552,90.44117647058823,1610612760,68,73,2021-10-25T00:33:45Z,3780000,202.0,176.0,1,right,M. Muscala 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 5 AST),"[203488, 1628983]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,26.84,Made,,,,,,,,,,3.0,,,,,,S. Gilgeous-Alexander,1628983.0,5.0,
384,PT04M08.00S,2021-10-25T00:34:03.3Z,3,REGULAR,3pt,Jump Shot,[],201980,29.122864651773984,16.176470588235293,1610612755,68,73,2021-10-25T00:34:07Z,3800000,169.0,221.0,1,left,MISS D. Green 27' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,,
385,PT04M05.00S,2021-10-25T00:34:06.3Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,68,73,2021-10-25T00:34:07Z,3810000,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,384.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
386,PT03M55.00S,2021-10-25T00:34:16.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,90.75229960578186,39.21568627450981,1610612760,70,73,2021-10-25T00:34:20Z,3820000,-54.0,34.0,1,right,S. Gilgeous-Alexander 6' driving Layup (19 PTS) (M. Muscala 1 AST),"[1628983, 203488]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.39,Made,,,,,,,,,,19.0,,,,,,M. Muscala,203488.0,1.0,
388,PT03M44.00S,2021-10-25T00:34:28.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,8.360709592641262,42.40196078431372,1610612755,70,75,2021-10-25T00:34:36Z,3840000,38.0,26.0,1,left,T. Maxey driving Layup (11 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,4.61,Made,,,,,,,,,,11.0,,,,,,,,,
389,PT03M44.00S,2021-10-25T00:34:35.2Z,3,REGULAR,foul,personal,['1freethrow'],203488,,,1610612755,70,75,2021-10-25T00:35:20Z,3850000,,,0,,M. Muscala shooting personal FOUL (1 PF) (Maxey 1 FT),"[203488, 1630178]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,,,,1627962.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,
391,PT03M44.00S,2021-10-25T00:34:46.5Z,3,REGULAR,substitution,out,[],1630581,,,1610612755,70,75,2021-10-25T00:35:19Z,3870000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT03M44.00S,2021-10-25T00:34:46.5Z,3,REGULAR,substitution,out,[],1629647,,,1610612755,70,75,2021-10-25T00:35:19Z,3880000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT03M44.00S,2021-10-25T00:34:46.5Z,3,REGULAR,substitution,out,[],202699,,,1610612755,70,75,2021-10-25T00:35:19Z,3890000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT03M44.00S,2021-10-25T00:34:46.5Z,3,REGULAR,substitution,out,[],201980,,,1610612755,70,75,2021-10-25T00:35:19Z,3900000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT03M44.00S,2021-10-25T00:34:46.5Z,3,REGULAR,substitution,in,[],1630177,,,1610612755,70,75,2021-10-25T00:35:19Z,3910000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT03M44.00S,2021-10-25T00:34:46.5Z,3,REGULAR,substitution,in,[],1629026,,,1610612755,70,75,2021-10-25T00:35:19Z,3920000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT03M44.00S,2021-10-25T00:34:46.5Z,3,REGULAR,substitution,in,[],1629680,,,1610612755,70,75,2021-10-25T00:35:19Z,3930000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT03M44.00S,2021-10-25T00:34:46.5Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,70,75,2021-10-25T00:35:19Z,3940000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M44.00S,2021-10-25T00:35:21.5Z,3,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,70,76,2021-10-25T00:35:21Z,3950000,,,0,,T. Maxey Free Throw 1 of 1 (12 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
400,PT03M30.00S,2021-10-25T00:35:34.1Z,3,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,70,76,2021-10-25T00:35:41Z,3960000,,,0,,L. Dort bad pass out-of-bounds TURNOVER (1 TO),[1629652],1610612760.0,OKC,bad pass,,,Dort,L. Dort,,,,,,,,,,,1627962.0,,,,,,1.0,,,,,,,,
401,PT03M29.00S,2021-10-25T00:35:39.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,70,76,2021-10-25T00:35:39Z,3970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT03M17.00S,2021-10-25T00:35:50.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203954,6.521024967148489,76.9607843137255,1610612755,70,76,2021-10-25T00:35:58Z,3980000,-135.0,9.0,1,left,MISS J. Embiid 13' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,13.51,Missed,,,,,,,,,,,,,,,,,,,
403,PT03M13.00S,2021-10-25T00:35:54.2Z,3,REGULAR,rebound,offensive,[],1629680,,,1610612755,70,76,2021-10-25T00:35:58Z,3990000,,,0,,M. Thybulle REBOUND (Off:1 Def:3),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,402.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
404,PT03M09.00S,2021-10-25T00:35:59.5Z,3,REGULAR,foul,personal,[],203488,,,1610612755,70,76,2021-10-25T00:36:07Z,4000000,,,0,,M. Muscala personal FOUL (2 PF),"[203488, 203954]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,1627963.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,
406,PT02M57.00S,2021-10-25T00:36:31.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203552,13.748357424441524,41.911764705882355,1610612755,70,76,2021-10-25T00:36:41Z,4020000,40.0,77.0,1,left,MISS S. Curry 8' driving floating Shot,[203552],1610612755.0,PHI,driving floating,,,Curry,S. Curry,,,,,8.67,Missed,,,,,,,,,,,,,,,,,,,
407,PT02M54.00S,2021-10-25T00:36:34.2Z,3,REGULAR,rebound,offensive,[],203552,,,1610612755,70,76,2021-10-25T00:36:41Z,4030000,,,0,,S. Curry REBOUND (Off:1 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,406.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
408,PT02M51.00S,2021-10-25T00:36:37.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630178,33.327858081471746,71.07843137254902,1610612755,70,76,2021-10-25T00:36:44Z,4040000,-105.0,261.0,1,left,MISS T. Maxey 28' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,28.13,Missed,,,,,,,,,,,,,,,,,,,
409,PT02M48.00S,2021-10-25T00:36:40.3Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,70,76,2021-10-25T00:36:44Z,4050000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,408.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
410,PT02M38.00S,2021-10-25T00:36:50.2Z,3,REGULAR,3pt,Jump Shot,[],1630177,87.20433639947439,3.1862745098039214,1610612760,70,76,2021-10-25T00:36:54Z,4060000,-234.0,68.0,1,right,MISS T. Maledon 24' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,24.37,Missed,,,,,,,,,,,,,,,,,,,
411,PT02M35.00S,2021-10-25T00:36:53.2Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,70,76,2021-10-25T00:36:54Z,4070000,,,0,,J. Embiid REBOUND (Off:1 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,410.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
412,PT02M27.00S,2021-10-25T00:37:01.0Z,3,REGULAR,3pt,Jump Shot,[],203954,27.808804204993432,77.45098039215686,1610612755,70,79,2021-10-25T00:37:05Z,4080000,-137.0,209.0,1,left,J. Embiid 25' 3PT  (17 PTS) (S. Curry 3 AST),"[203954, 203552]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.0,Made,,,,,,,,,,17.0,,,,,,S. Curry,203552.0,3.0,
414,PT02M11.00S,2021-10-25T00:37:17.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,88.12417871222075,54.65686274509803,1610612760,72,79,2021-10-25T00:37:23Z,4100000,23.0,59.0,1,right,S. Gilgeous-Alexander 6' driving DUNK (21 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.35,Made,,,,,,,,,,21.0,,,,,,,,,
415,PT01M41.00S,2021-10-25T00:37:46.1Z,3,REGULAR,3pt,Jump Shot,[],1627777,4.681340341655716,95.58823529411765,1610612755,72,82,2021-10-25T00:37:50Z,4110000,-228.0,-8.0,1,left,G. Niang 3PT  (9 PTS) (J. Embiid 6 AST),"[1627777, 203954]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,22.81,Made,,,,,,,,,,9.0,,,,,,J. Embiid,203954.0,6.0,
420,PT01M40.00S,2021-10-25T00:38:38.3Z,3,REGULAR,turnover,inbound,[],1630177,,,1610612760,72,82,2021-10-25T00:40:57Z,4135000,,,0,,T. Maledon inbound TURNOVER (1 TO),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,1179.0,,,,,,1.0,,,,,,,,
419,PT01M38.00S,2021-10-25T00:39:08.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,72,82,2021-10-25T01:16:32Z,4150000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT01M38.00S,2021-10-25T00:39:10.1Z,3,REGULAR,substitution,out,[],1629652,,,1610612755,72,82,2021-10-25T00:40:39Z,4170000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT01M38.00S,2021-10-25T00:39:10.1Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,72,82,2021-10-25T00:40:39Z,4180000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT01M38.00S,2021-10-25T00:39:10.1Z,3,REGULAR,substitution,in,[],1630544,,,1610612755,72,82,2021-10-25T00:40:39Z,4190000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT01M38.00S,2021-10-25T00:39:10.1Z,3,REGULAR,substitution,in,[],1627788,,,1610612755,72,82,2021-10-25T00:40:39Z,4200000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT01M31.00S,2021-10-25T00:41:06.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203488,,,1610612755,72,82,2021-10-25T00:41:19Z,4210000,,,0,,M. Muscala personal FOUL (3 PF) (Embiid 2 FT),"[203488, 203954]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,1627963.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,
427,PT01M31.00S,2021-10-25T00:41:35.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,72,82,2021-10-25T00:41:35Z,4230000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
428,PT01M31.00S,2021-10-25T00:41:35.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,72,82,2021-10-25T00:41:35Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,427.0,,,,,,,,,,,,,,,,,,
429,PT01M31.00S,2021-10-25T00:41:50.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,72,83,2021-10-25T00:41:50Z,4250000,,,0,,J. Embiid Free Throw 2 of 2 (18 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,18.0,,,,,,,,,
430,PT01M18.00S,2021-10-25T00:42:06.9Z,3,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612760,72,83,2021-10-25T00:42:15Z,4260000,,,0,,M. Thybulle shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1629680, 1628983]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,1627963.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
432,PT01M18.00S,2021-10-25T00:42:36.2Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,72,83,2021-10-25T00:42:36Z,4280000,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Missed,,,,,,,,,,,,,,,,,,,
433,PT01M18.00S,2021-10-25T00:42:36.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,72,83,2021-10-25T00:42:36Z,4290000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,432.0,,,,,,,,,,,,,,,,,,
434,PT01M18.00S,2021-10-25T00:42:38.1Z,3,REGULAR,substitution,out,[],203552,,,1610612760,72,83,2021-10-25T00:42:43Z,4300000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT01M18.00S,2021-10-25T00:42:38.1Z,3,REGULAR,substitution,in,[],1630198,,,1610612760,72,83,2021-10-25T00:42:43Z,4310000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT01M18.00S,2021-10-25T00:42:54.1Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,73,83,2021-10-25T00:42:54Z,4320000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (22 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,22.0,,,,,,,,,
437,PT01M08.00S,2021-10-25T00:43:03.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,7.178055190538765,63.23529411764706,1610612755,73,83,2021-10-25T00:43:07Z,4330000,-66.0,15.0,1,left,MISS G. Niang 6' fadeaway Shot,[1627777],1610612755.0,PHI,fadeaway,,,Niang,G. Niang,,,,,6.79,Missed,,,,,,,,,,,,,,,,,,,
438,PT01M06.00S,2021-10-25T00:43:05.4Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,73,83,2021-10-25T00:43:07Z,4340000,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,437.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
