actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
267,PT03M15.00S,2022-01-01T01:54:23.9Z,2,REGULAR,foul,personal,['2freethrow'],1628778,,,1610612752,44,37,2022-01-01T01:54:45Z,2660000,,,0,,P. Watson shooting personal FOUL (1 PF) (Toppin 2 FT),"[1628778, 1630167]",1610612760.0,OKC,shooting,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Toppin,1630167.0
269,PT03M15.00S,2022-01-01T01:54:50.6Z,2,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,44,38,2022-01-01T01:55:11Z,2680000,,,0,,O. Toppin Free Throw 1 of 2 (4 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
270,PT03M15.00S,2022-01-01T01:54:50.6Z,2,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,44,38,2022-01-01T01:55:11Z,2690000,,,0,,MISS O. Toppin Free Throw 2 of 2,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Missed,,,,,,,,,,,,,,,,,,
271,PT03M13.00S,2022-01-01T01:54:52.6Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,44,38,2022-01-01T01:55:11Z,2700000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,270.0,4.0,4.0,0.0,,,,,,,,,,
272,PT03M04.00S,2022-01-01T01:55:19.9Z,2,REGULAR,2pt,Jump Shot,[],203488,6.521024967148489,79.41176470588235,1610612760,44,38,2022-01-01T01:55:26Z,2710000,-147.0,9.0,1,left,MISS M. Muscala 14' Jump Shot,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,14.74,Missed,,,,,,,,,,,,,,,,,,
273,PT03M01.00S,2022-01-01T01:55:22.9Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,44,38,2022-01-01T01:55:26Z,2720000,,,0,,O. Toppin REBOUND (Off:0 Def:5),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,272.0,5.0,5.0,0.0,,,,,,,,,,
274,PT02M49.00S,2022-01-01T01:55:36.9Z,2,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612752,44,38,2022-01-01T01:55:43Z,2730000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Toppin 2 FT),"[1628983, 1630167]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Toppin,1630167.0
276,PT02M49.00S,2022-01-01T01:55:59.6Z,2,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,44,39,2022-01-01T01:56:22Z,2750000,,,0,,O. Toppin Free Throw 1 of 2 (5 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
277,PT02M49.00S,2022-01-01T01:56:00.2Z,2,REGULAR,substitution,out,[],203488,,,1610612752,44,39,2022-01-01T01:56:04Z,2760000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M49.00S,2022-01-01T01:56:00.2Z,2,REGULAR,substitution,in,[],1629676,,,1610612752,44,39,2022-01-01T01:56:04Z,2770000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M49.00S,2022-01-01T01:55:59.6Z,2,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,44,39,2022-01-01T01:56:22Z,2780000,,,0,,MISS O. Toppin Free Throw 2 of 2,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Missed,,,,,,,,,,,,,,,,,,
280,PT02M47.00S,2022-01-01T01:56:01.6Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,44,39,2022-01-01T01:56:22Z,2790000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,279.0,1.0,1.0,0.0,,,,,,,,,,
281,PT02M31.00S,2022-01-01T01:56:35.8Z,2,REGULAR,3pt,Jump Shot,[],1628778,4.418528252299605,96.32352941176471,1610612760,44,39,2022-01-01T01:56:40Z,2800000,-232.0,-11.0,1,left,MISS P. Watson 3PT,[1628778],1610612760.0,OKC,,,,Watson,P. Watson,,,,,23.19,Missed,,,,,,,,,,,,,,,,,,
282,PT02M28.00S,2022-01-01T01:56:38.8Z,2,REGULAR,rebound,defensive,[],203095,,,1610612752,44,39,2022-01-01T01:56:40Z,2810000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,281.0,1.0,1.0,0.0,,,,,,,,,,
283,PT02M25.00S,2022-01-01T01:56:44.7Z,2,REGULAR,foul,offensive,[],1630167,,,1610612752,44,39,2022-01-01T01:56:50Z,2820000,,,0,,O. Toppin charge offensive FOUL (1 PF),"[1630167, 1629676]",1610612752.0,NYK,charge,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,1629183.0,1.0,1.0,Roby,1629676.0
285,PT02M25.00S,2022-01-01T01:56:44.7Z,2,REGULAR,turnover,offensive foul,[],1630167,,,1610612752,44,39,2022-01-01T01:56:44Z,2840000,,,0,,O. Toppin offensive foul TURNOVER (1 TO),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,1.0,,,,,1629183.0,,,,
286,PT02M10.00S,2022-01-01T01:57:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,4.812746386333772,57.107843137254896,1610612760,44,39,2022-01-01T01:57:21Z,2850000,-36.0,-7.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,3.62,Missed,,,,,,,,,,,,,,,,,,
287,PT02M05.00S,2022-01-01T01:57:19.4Z,2,REGULAR,rebound,offensive,[],1628778,,,1610612760,44,39,2022-01-01T01:57:21Z,2860000,,,0,,P. Watson REBOUND (Off:1 Def:1),[1628778],1610612760.0,OKC,,,,Watson,P. Watson,,,,,,,,,,,286.0,2.0,1.0,1.0,,,,,,,,,,
288,PT02M05.00S,2022-01-01T01:57:18.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628778,5.590000152587891,50.0,1610612760,46,39,2022-01-01T01:57:18Z,2870000,0.0,0.0,1,left,P. Watson tip Layup (2 PTS),[1628778],1610612760.0,OKC,tip,,,Watson,P. Watson,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
289,PT01M48.00S,2022-01-01T01:57:37.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,91.93495400788436,36.27450980392157,1610612752,46,41,2022-01-01T01:57:46Z,2880000,-69.0,23.0,1,right,R. Barrett 7' pullup Jump Shot (10 PTS),[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,7.24,Made,10.0,,,,,,,,,,,,,,,,,
290,PT01M48.00S,2022-01-01T01:57:40.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629676,,,1610612752,46,41,2022-01-01T01:57:57Z,2890000,,,0,,I. Roby shooting personal FOUL (1 PF) (Barrett 1 FT),"[1629676, 1629628]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Barrett,1629628.0
292,PT01M48.00S,2022-01-01T01:57:50.0Z,2,REGULAR,substitution,out,[],1629011,,,1610612752,46,41,2022-01-01T01:57:56Z,2910000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M48.00S,2022-01-01T01:57:50.0Z,2,REGULAR,substitution,in,[],201959,,,1610612752,46,41,2022-01-01T01:57:56Z,2920000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M48.00S,2022-01-01T01:58:09.7Z,2,REGULAR,freethrow,1 of 1,[],1629628,,,1610612752,46,42,2022-01-01T01:58:09Z,2930000,,,0,,R. Barrett Free Throw 1 of 1 (11 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
295,PT01M35.00S,2022-01-01T01:58:25.2Z,2,REGULAR,3pt,Jump Shot,[],1629652,28.07161629434954,77.20588235294117,1610612760,46,42,2022-01-01T01:58:29Z,2940000,-136.0,211.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
296,PT01M31.00S,2022-01-01T01:58:29.2Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,46,42,2022-01-01T01:58:29Z,2950000,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,295.0,2.0,1.0,1.0,,,,,,,,,,
297,PT01M30.00S,2022-01-01T01:58:29.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,32.670827858081466,28.431372549019606,1610612760,49,42,2022-01-01T01:58:33Z,2960000,108.0,255.0,1,left,K. Williams 27' 3PT  (3 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,27.65,Made,3.0,,,,,,,,,,,,,,,,,
298,PT01M06.00S,2022-01-01T01:58:52.2Z,2,REGULAR,3pt,Jump Shot,[],1630540,73.80091984231275,82.35294117647058,1610612752,49,45,2022-01-01T01:59:03Z,2970000,162.0,194.0,1,right,M. McBride 25' 3PT pullup (3 PTS),[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,25.25,Made,3.0,,,,,,,,,,,,,,,,,
299,PT00M56.30S,2022-01-01T01:59:02.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.389618922470433,38.48039215686275,1610612760,51,45,2022-01-01T01:59:07Z,2980000,58.0,8.0,1,left,S. Gilgeous-Alexander driving Layup (16 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,5.81,Made,16.0,,,,,,,,,,,,,,,,,
300,PT00M40.70S,2022-01-01T01:59:24.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,89.56964520367937,34.80392156862745,1610612752,51,47,2022-01-01T02:03:33Z,2990000,-76.0,46.0,1,right,M. McBride 8' pullup Jump Shot (5 PTS),[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,8.86,Made,5.0,,,,,,,,,,,,,,,,,
301,PT00M29.80S,2022-01-01T01:59:37.6Z,2,REGULAR,3pt,Jump Shot,[],1628983,27.808804204993432,22.30392156862745,1610612760,51,47,2022-01-01T01:59:41Z,3000000,138.0,209.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,
302,PT00M27.80S,2022-01-01T01:59:39.6Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,51,47,2022-01-01T01:59:41Z,3010000,,,0,,R. Barrett REBOUND (Off:0 Def:5),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,301.0,5.0,5.0,0.0,,,,,,,,,,
303,PT00M07.00S,2022-01-01T02:00:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.59198423127464,53.92156862745098,1610612752,51,49,2022-01-01T02:00:04Z,3020000,20.0,17.0,1,right,R. Barrett driving Layup (13 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,2.6,Made,13.0,,,,,,,,,,,,,,,,,
304,PT00M00.00S,2022-01-01T02:00:43.2Z,2,REGULAR,period,end,[],0,,,1610612760,51,49,2022-01-01T02:00:43Z,3030000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2022-01-01T02:14:36.8Z,3,REGULAR,substitution,out,['startperiod'],1629026,,,1610612760,51,49,2022-01-01T02:15:14Z,3040000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-01-01T02:14:36.8Z,3,REGULAR,substitution,out,['startperiod'],201959,,,1610612760,51,49,2022-01-01T02:15:14Z,3050000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-01-01T02:14:36.8Z,3,REGULAR,substitution,in,['startperiod'],1630598,,,1610612760,51,49,2022-01-01T02:15:14Z,3060000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-01-01T02:14:36.8Z,3,REGULAR,substitution,in,['startperiod'],1629011,,,1610612760,51,49,2022-01-01T02:15:14Z,3070000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-01-01T02:15:29.8Z,3,REGULAR,period,start,[],0,,,1610612760,51,49,2022-01-01T02:15:29Z,3080000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M42.00S,2022-01-01T02:15:49.0Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612760,51,49,2022-01-01T02:15:57Z,3090000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Wiggins 2 FT),"[203095, 1630598]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Wiggins,1630598.0
312,PT11M42.00S,2022-01-01T02:16:11.7Z,3,REGULAR,freethrow,1 of 2,[],1630598,,,1610612760,51,49,2022-01-01T02:16:11Z,3110000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,
313,PT11M42.00S,2022-01-01T02:16:11.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,51,49,2022-01-01T02:16:11Z,3120000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,,
314,PT11M42.00S,2022-01-01T02:16:24.5Z,3,REGULAR,freethrow,2 of 2,[],1630598,,,1610612760,52,49,2022-01-01T02:16:24Z,3130000,,,0,,A. Wiggins Free Throw 2 of 2 (8 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
315,PT11M28.00S,2022-01-01T02:16:40.8Z,3,REGULAR,3pt,Jump Shot,[],1630540,27.94021024967148,21.813725490196077,1610612752,52,49,2022-01-01T02:16:45Z,3140000,141.0,210.0,1,left,MISS M. McBride 25' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,
316,PT11M23.00S,2022-01-01T02:16:45.8Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,52,49,2022-01-01T02:16:45Z,3150000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,315.0,1.0,1.0,0.0,,,,,,,,,,
317,PT11M08.00S,2022-01-01T02:16:59.2Z,3,REGULAR,3pt,Jump Shot,[],1629676,66.04796320630749,54.41176470588235,1610612760,55,49,2022-01-01T02:17:04Z,3160000,22.0,267.0,1,right,I. Roby 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1629676, 1628983]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,26.75,Made,3.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,,
319,PT10M48.00S,2022-01-01T02:17:19.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,12.434296977660972,59.31372549019608,1610612752,55,51,2022-01-01T02:17:24Z,3180000,-47.0,64.0,1,left,R. Barrett 7' driving floating Jump Shot (15 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,7.95,Made,15.0,,,,,,,,,,,,,,,,,
320,PT10M33.00S,2022-01-01T02:17:34.7Z,3,REGULAR,3pt,Jump Shot,[],1629652,79.188567674113,92.64705882352942,1610612760,55,51,2022-01-01T02:17:41Z,3190000,213.0,143.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
321,PT10M30.00S,2022-01-01T02:17:37.7Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612752,55,51,2022-01-01T02:17:41Z,3200000,,,0,,O. Toppin REBOUND (Off:0 Def:6),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,320.0,6.0,6.0,0.0,,,,,,,,,,
322,PT10M21.00S,2022-01-01T02:17:46.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,5.601182654402102,50.245098039215684,1610612752,55,53,2022-01-01T02:17:51Z,3210000,-1.0,0.0,1,left,M. Robinson cutting DUNK (8 PTS) (R. Barrett 2 AST),"[1629011, 1629628]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,0.12,Made,8.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,,,
324,PT09M56.00S,2022-01-01T02:18:11.7Z,3,REGULAR,3pt,Jump Shot,[],1628983,70.64717477003943,19.852941176470587,1610612760,55,53,2022-01-01T02:18:16Z,3230000,-151.0,223.0,1,right,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,
325,PT09M52.00S,2022-01-01T02:18:15.7Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,55,53,2022-01-01T02:18:16Z,3240000,,,0,,M. Robinson REBOUND (Off:1 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,324.0,5.0,4.0,1.0,,,,,,,,,,
326,PT09M45.00S,2022-01-01T02:18:22.5Z,3,REGULAR,3pt,Jump Shot,[],1629628,30.699737187910642,64.2156862745098,1610612752,55,53,2022-01-01T02:18:40Z,3250000,-71.0,236.0,1,left,MISS R. Barrett 24' pullup 3PT,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,24.66,Missed,,,,,,,,,,,,,,,,,,
327,PT09M42.00S,2022-01-01T02:18:25.5Z,3,REGULAR,rebound,defensive,[],1628778,,,1610612760,55,53,2022-01-01T02:18:26Z,3260000,,,0,,P. Watson REBOUND (Off:1 Def:2),[1628778],1610612760.0,OKC,,,,Watson,P. Watson,,,,,,,,,,,326.0,3.0,2.0,1.0,,,,,,,,,,
328,PT09M32.00S,2022-01-01T02:18:35.8Z,3,REGULAR,3pt,Jump Shot,[],1629676,68.9388961892247,71.56862745098039,1610612760,58,53,2022-01-01T02:18:41Z,3270000,108.0,239.0,1,right,I. Roby 26' 3PT  (6 PTS) (L. Dort 1 AST),"[1629676, 1629652]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,26.26,Made,6.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,
330,PT09M10.00S,2022-01-01T02:19:07.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,58,53,2022-01-01T02:19:07Z,3290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT09M08.00S,2022-01-01T02:19:16.9Z,3,REGULAR,turnover,bad pass,[],203095,,,1610612752,58,53,2022-01-01T02:19:20Z,3300000,,,0,,E. Fournier bad pass TURNOVER (1 TO),"[203095, 1628983]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,,
332,PT09M08.00S,2022-01-01T02:19:16.9Z,3,REGULAR,steal,,[],1628983,,,1610612760,58,53,2022-01-01T02:19:18Z,3310000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
333,PT09M06.00S,2022-01-01T02:19:20.7Z,3,REGULAR,foul,personal,[],1630167,,,1610612760,58,53,2022-01-01T02:19:35Z,3320000,,,0,,O. Toppin take personal FOUL (2 PF),"[1630167, 1628983]",1610612752.0,NYK,take,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,2715.0,2.0,1.0,Gilgeous-Alexander,1628983.0
335,PT08M56.00S,2022-01-01T02:19:52.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,91.14651773981603,62.99019607843137,1610612760,60,53,2022-01-01T02:20:01Z,3340000,65.0,31.0,1,right,S. Gilgeous-Alexander 7' driving bank Jump Shot (18 PTS),[1628983],1610612760.0,OKC,driving bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,7.19,Made,18.0,,,,,,,,,,,,,,,,,
336,PT08M38.00S,2022-01-01T02:20:09.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.075558475689881,48.529411764705884,1610612752,60,55,2022-01-01T02:20:14Z,3350000,7.0,-5.0,1,left,R. Barrett driving Layup (17 PTS) (E. Fournier 3 AST),"[1629628, 203095]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,0.88,Made,17.0,E. Fournier,203095.0,3.0,,,,,,,,,,,,,,
338,PT08M22.00S,2022-01-01T02:20:25.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.38042049934296,54.90196078431373,1610612760,60,55,2022-01-01T02:20:29Z,3370000,25.0,10.0,1,right,MISS S. Gilgeous-Alexander driving Layup - blocked,"[1628983, 1629011]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.64,Missed,,,,,,,,,,,,Robinson,1629011.0,,,,,
339,PT08M22.00S,2022-01-01T02:20:25.0Z,3,REGULAR,block,,[],1629011,,,1610612760,60,55,2022-01-01T02:20:27Z,3380000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
340,PT08M20.00S,2022-01-01T02:20:27.0Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,60,55,2022-01-01T02:20:29Z,3390000,,,0,,R. Barrett REBOUND (Off:0 Def:6),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,338.0,6.0,6.0,0.0,,,,,,,,,,
341,PT08M20.00S,2022-01-01T02:20:30.0Z,3,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,60,55,2022-01-01T02:20:39Z,3400000,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (3 TO),[1629628],1610612752.0,NYK,bad pass,,,Barrett,R. Barrett,,,,,,,,,,,,,,,3.0,,,,,2715.0,,,,
342,PT08M20.00S,2022-01-01T02:20:34.1Z,3,REGULAR,substitution,out,[],1628778,,,1610612760,60,55,2022-01-01T02:20:40Z,3410000,,,0,,SUB out: P. Watson,[1628778],1610612760.0,OKC,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,
343,PT08M20.00S,2022-01-01T02:20:34.1Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,60,55,2022-01-01T02:20:40Z,3420000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
344,PT08M08.00S,2022-01-01T02:20:54.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,93.11760840998686,53.18627450980392,1610612760,60,55,2022-01-01T02:20:57Z,3430000,16.0,12.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,2.0,Missed,,,,,,,,,,,,,,,,,,
345,PT08M07.00S,2022-01-01T02:20:55.4Z,3,REGULAR,rebound,defensive,[],1630540,,,1610612752,60,55,2022-01-01T02:20:57Z,3440000,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,344.0,1.0,1.0,0.0,,,,,,,,,,
346,PT08M01.00S,2022-01-01T02:21:02.1Z,3,REGULAR,3pt,Jump Shot,[],1629628,8.229303547963205,3.9215686274509802,1610612752,60,55,2022-01-01T02:21:05Z,3450000,230.0,25.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,
347,PT07M58.00S,2022-01-01T02:21:05.1Z,3,REGULAR,rebound,offensive,[],1630167,,,1610612752,60,55,2022-01-01T02:21:05Z,3460000,,,0,,O. Toppin REBOUND (Off:1 Def:6),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,346.0,7.0,6.0,1.0,,,,,,,,,,
348,PT07M57.00S,2022-01-01T02:21:06.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,5.863994743758213,52.94117647058824,1610612752,60,55,2022-01-01T02:21:11Z,3470000,-15.0,3.0,1,left,MISS O. Toppin Layup,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,1.49,Missed,,,,,,,,,,,,,,,,,,
349,PT07M52.00S,2022-01-01T02:21:09.9Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,60,55,2022-01-01T02:21:09Z,3480000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,348.0,2.0,2.0,0.0,,,,,,,,,,
350,PT07M44.00S,2022-01-01T02:21:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,88.25558475689881,49.754901960784316,1610612760,60,55,2022-01-01T02:21:23Z,3490000,-1.0,58.0,1,right,MISS K. Williams Layup,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,5.79,Missed,,,,,,,,,,,,,,,,,,
