actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
19,PT10M31.00S,2022-03-01T01:12:10.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627734,90.75229960578186,41.911764705882355,1610612758,2,7,2022-03-01T01:12:14Z,190000,-40.0,34.0,1,right,D. Sabonis running Layup (2 PTS),[1627734],1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,5.31,Made,2.0,,,,,,,,,,,,,,,,,
20,PT10M19.00S,2022-03-01T01:12:23.0Z,1,REGULAR,foul,personal,['2freethrow'],203200,,,1610612760,2,7,2022-03-01T01:12:28Z,200000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Roby 2 FT),"[203200, 1629676]",1610612758.0,SAC,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,1627962.0,1.0,0.0,Roby,1629676.0,,,,,,
22,PT10M19.00S,2022-03-01T01:12:47.6Z,1,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,3,7,2022-03-01T01:12:47Z,220000,,,0,,I. Roby Free Throw 1 of 2 (1 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
23,PT10M19.00S,2022-03-01T01:13:04.4Z,1,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,4,7,2022-03-01T01:13:04Z,230000,,,0,,I. Roby Free Throw 2 of 2 (2 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
24,PT10M05.00S,2022-03-01T01:13:21.9Z,1,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612758,4,7,2022-03-01T01:13:27Z,240000,,,0,,I. Roby shooting personal FOUL (1 PF) (Fox 2 FT),"[1629676, 1628368]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,,,,1627962.0,1.0,0.0,Fox,1628368.0,,,,,,
26,PT10M05.00S,2022-03-01T01:13:42.5Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,4,8,2022-03-01T01:13:42Z,260000,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
27,PT10M05.00S,2022-03-01T01:13:56.6Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,4,9,2022-03-01T01:13:56Z,270000,,,0,,D. Fox Free Throw 2 of 2 (2 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
28,PT10M04.00S,2022-03-01T01:14:01.2Z,1,REGULAR,turnover,out-of-bounds,[],1629676,,,1610612760,4,9,2022-03-01T01:14:09Z,280000,,,0,,I. Roby bad pass out-of-bounds TURNOVER (1 TO),[1629676],1610612760.0,OKC,bad pass,,,Roby,I. Roby,,,,,,,,,,,1.0,,,2714.0,,,,,,,,,,
29,PT09M55.00S,2022-03-01T01:14:19.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626168,94.82588699080158,96.56862745098039,1610612758,4,12,2022-03-01T01:14:23Z,290000,233.0,-4.0,1,right,T. Lyles 3PT  (5 PTS) (D. Fox 1 AST),"[1626168, 1628368]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,23.28,Made,5.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
31,PT09M36.00S,2022-03-01T01:14:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.389618922470433,58.57843137254902,1610612760,6,12,2022-03-01T01:14:41Z,310000,-43.0,8.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (2 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,4.36,Made,2.0,,,,,,,,,,,,,,,,,
32,PT09M28.00S,2022-03-01T01:14:50.5Z,1,REGULAR,foul,personal,[],1629676,,,1610612758,6,12,2022-03-01T01:14:55Z,320000,,,0,,I. Roby personal FOUL (2 PF),"[1629676, 1627734]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,1628951.0,2.0,0.0,Sabonis,1627734.0,,,,,,
34,PT09M11.00S,2022-03-01T01:15:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,93.9060446780552,44.6078431372549,1610612758,6,14,2022-03-01T01:15:24Z,340000,-27.0,5.0,1,right,T. Lyles cutting Layup (7 PTS) (D. Sabonis 2 AST),"[1626168, 1627734]",1610612758.0,SAC,cutting,,,Lyles,T. Lyles,,,,,2.74,Made,7.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,
36,PT09M04.00S,2022-03-01T01:15:31.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,6,14,2022-03-01T01:15:31Z,360000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M46.00S,2022-03-01T01:18:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,9.543363994743759,56.61764705882353,1610612760,8,14,2022-03-01T01:18:43Z,370000,-33.0,37.0,1,left,I. Roby Layup (4 PTS) (S. Gilgeous-Alexander 2 AST),"[1629676, 1628983]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,4.98,Made,4.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,
39,PT08M31.00S,2022-03-01T01:18:56.7Z,1,REGULAR,foul,personal,[],1629676,,,1610612758,8,14,2022-03-01T01:19:06Z,390000,,,0,,I. Roby personal FOUL (3 PF),"[1629676, 1626168]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,1628951.0,3.0,0.0,Lyles,1626168.0,,,,,,
41,PT08M31.00S,2022-03-01T01:19:08.2Z,1,REGULAR,substitution,out,[],1629676,,,1610612758,8,14,2022-03-01T01:19:11Z,410000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2022-03-01T01:19:08.2Z,1,REGULAR,substitution,in,[],1630846,,,1610612758,8,14,2022-03-01T01:19:11Z,420000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M23.00S,2022-03-01T01:19:35.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,8,14,2022-03-01T01:19:35Z,430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M18.00S,2022-03-01T01:19:49.0Z,1,REGULAR,3pt,Jump Shot,[],1628368,76.03482260183968,89.70588235294117,1610612758,8,14,2022-03-01T01:19:57Z,440000,199.0,173.0,1,right,MISS D. Fox 26' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,
45,PT08M11.00S,2022-03-01T01:19:56.0Z,1,REGULAR,rebound,offensive,[],1626168,,,1610612758,8,14,2022-03-01T01:19:57Z,450000,,,0,,T. Lyles REBOUND (Off:1 Def:0),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,44.0,1.0,0.0,1.0,,
46,PT08M00.00S,2022-03-01T01:20:06.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,93.77463863337714,2.696078431372549,1610612758,8,14,2022-03-01T01:20:12Z,460000,-237.0,6.0,1,right,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,
47,PT07M55.00S,2022-03-01T01:20:11.0Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,8,14,2022-03-01T01:20:12Z,470000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,
48,PT07M46.00S,2022-03-01T01:20:19.4Z,1,REGULAR,3pt,Jump Shot,[],1629647,26.363337713534822,12.254901960784313,1610612760,11,14,2022-03-01T01:20:23Z,480000,189.0,195.0,1,left,D. Bazley 27' 3PT  (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1629647, 1628983]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,27.16,Made,3.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,,
50,PT07M36.00S,2022-03-01T01:20:32.7Z,1,REGULAR,foul,personal,[],1630846,,,1610612758,11,14,2022-03-01T01:20:39Z,500000,,,0,,O. Sarr personal FOUL (1 PF),"[1630846, 1627734]",1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,1628951.0,1.0,0.0,Sabonis,1627734.0,,,,,,
52,PT07M30.00S,2022-03-01T01:20:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,93.24901445466492,57.107843137254896,1610612758,11,16,2022-03-01T01:20:58Z,520000,36.0,11.0,1,right,H. Barnes cutting Layup (2 PTS) (D. Fox 2 AST),"[203084, 1628368]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,3.72,Made,2.0,D. Fox,1628368.0,2.0,,,,,,,,,,,,,,
54,PT07M14.00S,2022-03-01T01:21:09.8Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,11,16,2022-03-01T01:21:14Z,540000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 203200]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,1.0,Holiday,203200.0,,,,,,,,,,,
55,PT07M14.00S,2022-03-01T01:21:09.8Z,1,REGULAR,steal,,[],203200,,,1610612758,11,16,2022-03-01T01:21:18Z,550000,,,0,,J. Holiday STEAL (2 STL),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M08.00S,2022-03-01T01:21:17.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612758,11,16,2022-03-01T01:21:25Z,560000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Fox 2 FT),"[1628983, 1628368]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,2714.0,1.0,0.0,Fox,1628368.0,,,,,,
58,PT07M08.00S,2022-03-01T01:21:39.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628368,,,1610612758,11,16,2022-03-01T01:21:39Z,580000,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M08.00S,2022-03-01T01:21:39.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,11,16,2022-03-01T01:21:39Z,590000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,
60,PT07M08.00S,2022-03-01T01:21:57.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628368,,,1610612758,11,17,2022-03-01T01:21:57Z,600000,,,0,,D. Fox Free Throw 2 of 2 (3 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
61,PT06M50.00S,2022-03-01T01:22:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,8.229303547963205,46.32352941176471,1610612760,13,17,2022-03-01T01:22:22Z,610000,18.0,25.0,1,left,D. Bazley driving Layup (5 PTS),[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,3.1,Made,5.0,,,,,,,,,,,,,,,,,
62,PT06M42.00S,2022-03-01T01:22:27.4Z,1,REGULAR,3pt,Jump Shot,[],203200,93.9060446780552,95.58823529411765,1610612758,13,17,2022-03-01T01:22:30Z,620000,228.0,5.0,1,right,MISS J. Holiday 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
63,PT06M40.00S,2022-03-01T01:22:29.4Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,13,17,2022-03-01T01:22:30Z,630000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,62.0,1.0,1.0,0.0,,
64,PT06M35.00S,2022-03-01T01:22:34.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,27.020367936925098,79.16666666666666,1610612760,16,17,2022-03-01T01:22:43Z,640000,-146.0,201.0,1,left,S. Gilgeous-Alexander 24' 3PT step back (5 PTS) (T. Mann 1 AST),"[1628983, 1630544]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,24.87,Made,5.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,,
66,PT06M22.00S,2022-03-01T01:22:46.4Z,1,REGULAR,3pt,Jump Shot,[],203084,68.28186596583443,29.901960784313726,1610612758,16,17,2022-03-01T01:22:51Z,660000,-100.0,246.0,1,right,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
67,PT06M20.00S,2022-03-01T01:22:49.3Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,16,17,2022-03-01T01:22:49Z,670000,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,66.0,2.0,1.0,1.0,,
68,PT06M18.00S,2022-03-01T01:22:50.6Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,16,17,2022-03-01T01:22:53Z,680000,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1628983]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
69,PT06M18.00S,2022-03-01T01:22:50.6Z,1,REGULAR,steal,,[],1628983,,,1610612760,16,17,2022-03-01T01:22:52Z,690000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M13.00S,2022-03-01T01:22:56.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630598,17.821944809461236,92.15686274509804,1610612760,19,17,2022-03-01T01:23:03Z,700000,-211.0,115.0,1,left,A. Wiggins 24' 3PT  (3 PTS) (S. Gilgeous-Alexander 4 AST),"[1630598, 1628983]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,24.01,Made,3.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,,,,
72,PT06M04.00S,2022-03-01T01:23:07.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,19,17,2022-03-01T01:23:07Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M04.00S,2022-03-01T01:23:08.9Z,1,REGULAR,substitution,out,[],203200,,,1610612758,19,17,2022-03-01T01:23:24Z,730000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M04.00S,2022-03-01T01:23:08.9Z,1,REGULAR,substitution,out,[],1626168,,,1610612758,19,17,2022-03-01T01:23:24Z,740000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M04.00S,2022-03-01T01:23:08.9Z,1,REGULAR,substitution,in,[],203087,,,1610612758,19,17,2022-03-01T01:23:24Z,750000,,,0,,SUB in: J. Lamb,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M04.00S,2022-03-01T01:23:08.9Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,19,17,2022-03-01T01:23:24Z,760000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M53.00S,2022-03-01T01:23:46.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630558,93.24901445466492,58.333333333333336,1610612758,19,19,2022-03-01T01:23:56Z,770000,42.0,11.0,1,right,D. Mitchell cutting Layup (2 PTS) (D. Sabonis 3 AST),"[1630558, 1627734]",1610612758.0,SAC,cutting,,,Mitchell,D. Mitchell,,,,,4.31,Made,2.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,,,
79,PT05M53.00S,2022-03-01T01:23:48.8Z,1,REGULAR,violation,defensive goaltending,[],1630598,,,1610612758,19,19,2022-03-01T01:23:56Z,790000,,,0,,A. Wiggins defensive goaltending VIOLATION,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,1627962.0,,,,,,,,,,
80,PT05M40.00S,2022-03-01T01:24:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,17.0335085413929,54.65686274509803,1610612760,21,19,2022-03-01T01:24:10Z,800000,-23.0,108.0,1,left,T. Mann 11' pullup Jump Shot (4 PTS) (S. Gilgeous-Alexander 5 AST),"[1630544, 1628983]",1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,11.01,Made,4.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,,,,,
81,PT05M27.00S,2022-03-01T01:24:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,84.44480946123521,56.372549019607845,1610612758,21,19,2022-03-01T01:24:23Z,810000,32.0,94.0,1,right,MISS J. Lamb 9' floating Shot,[203087],1610612758.0,SAC,floating,,,Lamb,J. Lamb,,,,,9.9,Missed,,,,,,,,,,,,,,,,,,
82,PT05M24.00S,2022-03-01T01:24:21.2Z,1,REGULAR,rebound,defensive,[],1630846,,,1610612760,21,19,2022-03-01T01:24:23Z,820000,,,0,,O. Sarr REBOUND (Off:0 Def:1),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,81.0,1.0,1.0,0.0,,
83,PT05M10.00S,2022-03-01T01:24:37.5Z,1,REGULAR,foul,personal,[],203087,,,1610612760,21,19,2022-03-01T01:24:46Z,830000,,,0,,J. Lamb personal FOUL (1 PF),"[203087, 1630598]",1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,1627962.0,1.0,0.0,Wiggins,1630598.0,,,,,,
85,PT05M10.00S,2022-03-01T01:24:43.9Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,21,19,2022-03-01T01:24:48Z,850000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M10.00S,2022-03-01T01:24:43.9Z,1,REGULAR,substitution,in,[],1630249,,,1610612760,21,19,2022-03-01T01:24:48Z,860000,,,0,,SUB in: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M01.00S,2022-03-01T01:25:09.4Z,1,REGULAR,3pt,Jump Shot,[],1629647,31.61957950065703,26.225490196078432,1610612760,21,19,2022-03-01T01:25:13Z,870000,119.0,245.0,1,left,MISS D. Bazley 27' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,
88,PT04M57.00S,2022-03-01T01:25:13.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,21,19,2022-03-01T01:25:13Z,880000,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,87.0,3.0,2.0,1.0,,
89,PT04M51.00S,2022-03-01T01:25:19.1Z,1,REGULAR,2pt,Jump Shot,[],1630558,79.05716162943496,60.5392156862745,1610612758,21,21,2022-03-01T01:25:22Z,890000,53.0,144.0,1,right,D. Mitchell 15' pullup Jump Shot (4 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,15.37,Made,4.0,,,,,,,,,,,,,,,,,
90,PT04M38.00S,2022-03-01T01:25:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.178055190538765,58.333333333333336,1610612760,23,21,2022-03-01T01:25:35Z,900000,-42.0,15.0,1,left,S. Gilgeous-Alexander driving Layup (7 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,4.43,Made,7.0,,,,,,,,,,,,,,,,,
91,PT04M31.00S,2022-03-01T01:25:38.9Z,1,REGULAR,3pt,Jump Shot,[],203087,68.9388961892247,24.264705882352942,1610612758,23,21,2022-03-01T01:25:43Z,910000,-129.0,239.0,1,right,MISS J. Lamb 27' 3PT,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,
92,PT04M29.00S,2022-03-01T01:25:40.9Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612760,23,21,2022-03-01T01:25:43Z,920000,,,0,,V. Krejci REBOUND (Off:0 Def:1),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,91.0,1.0,1.0,0.0,,
93,PT04M17.00S,2022-03-01T01:25:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630846,10.068988173455978,58.08823529411765,1610612760,23,21,2022-03-01T01:25:59Z,930000,-40.0,42.0,1,left,MISS O. Sarr Layup - blocked,"[1630846, 203087]",1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,5.83,Missed,,,,,,,,,,,,,,,,,Lamb,203087.0
94,PT04M17.00S,2022-03-01T01:25:55.2Z,1,REGULAR,block,,[],203087,,,1610612760,23,21,2022-03-01T01:26:20Z,940000,,,0,,J. Lamb BLOCK (1 BLK),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
