actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
20,PT10M36.00S,2022-03-13T23:17:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,7.835085413929041,42.15686274509804,1610612763,4,5,2022-03-13T23:20:22Z,200000,39.0,21.0,1,left,D. Brooks driving Layup (2 PTS),[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,,,,,,4.45,Made,,,,,,2.0,,,,,,,,
21,PT10M14.00S,2022-03-13T23:18:13.6Z,1,REGULAR,3pt,Jump Shot,[],1629676,71.17279894875165,81.37254901960785,1610612760,4,5,2022-03-13T23:18:17Z,210000,157.0,218.0,1,right,MISS I. Roby 26' 3PT,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,26.9,Missed,,,,,,,,,,,,,,
22,PT10M11.00S,2022-03-13T23:18:16.6Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,4,5,2022-03-13T23:18:17Z,220000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT10M06.00S,2022-03-13T23:18:21.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,9.280551905387648,43.38235294117647,1610612763,4,5,2022-03-13T23:18:32Z,230000,33.0,35.0,1,left,MISS D. Bane running Layup,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,,,,,,4.8,Missed,,,,,,,,,,,,,,
24,PT10M00.00S,2022-03-13T23:18:26.2Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,4,5,2022-03-13T23:18:26Z,240000,,,0,,S. Adams REBOUND (Off:2 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,23.0,2.0,0.0,2.0,,,,,,,,,,
25,PT09M59.00S,2022-03-13T23:18:27.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,6.389618922470433,47.794117647058826,1610612763,4,7,2022-03-13T23:18:34Z,250000,11.0,8.0,1,left,S. Adams putback Layup (2 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,,,,,,1.34,Made,,,,,,2.0,,,,,,,,
26,PT09M51.00S,2022-03-13T23:18:35.8Z,1,REGULAR,3pt,Jump Shot,[],1630544,65.39093298291722,27.450980392156865,1610612760,4,7,2022-03-13T23:18:41Z,260000,-113.0,273.0,1,right,MISS T. Mann 29' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,29.52,Missed,,,,,,,,,,,,,,
27,PT09M49.00S,2022-03-13T23:18:37.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,4,7,2022-03-13T23:18:41Z,270000,,,0,,S. Adams REBOUND (Off:2 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,26.0,3.0,1.0,2.0,,,,,,,,,,
28,PT09M35.00S,2022-03-13T23:18:52.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203500,7.046649145860711,55.88235294117647,1610612763,4,9,2022-03-13T23:18:57Z,280000,-29.0,14.0,1,left,S. Adams DUNK (4 PTS) (D. Brooks 2 AST),"[203500, 1628415]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,3.24,Made,,,,,,4.0,D. Brooks,1628415.0,2.0,,,,,
30,PT09M18.00S,2022-03-13T23:19:11.5Z,1,REGULAR,foul,offensive,[],1629676,,,1610612760,4,9,2022-03-13T23:19:34Z,300000,,,0,,I. Roby offensive FOUL (2 PF),"[1629676, 1629630]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,1628172.0,2.0,0.0,Morant,1629630.0,,,,,,,,,,,,,,,,
32,PT09M18.00S,2022-03-13T23:19:11.5Z,1,REGULAR,turnover,offensive foul,[],1629676,,,1610612760,4,9,2022-03-13T23:19:11Z,320000,,,0,,I. Roby offensive foul TURNOVER (1 TO),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,1628172.0,,,,,,,,,,,1.0,,,,,,,,,
33,PT09M04.00S,2022-03-13T23:19:41.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628991,11.777266754270697,44.6078431372549,1610612763,4,11,2022-03-13T23:20:15Z,330000,27.0,58.0,1,left,J. Jackson Jr. 6' turnaround Hook (5 PTS) (S. Adams 1 AST),"[1628991, 203500]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,6.42,Made,,,,,,5.0,S. Adams,203500.0,1.0,,,,,
35,PT08M55.00S,2022-03-13T23:19:56.9Z,1,REGULAR,foul,technical,['1freethrow'],1628415,,,1610612760,4,11,2022-03-13T23:20:06Z,350000,,,0,,D. Brooks defensive-3-second technical FOUL (1 Tech),[1628415],1610612763.0,MEM,defensive-3-second,,,Brooks,D. Brooks,,,,,202058.0,1.0,1.0,,,,,,,,,,,,,,,,,,
36,PT08M55.00S,2022-03-13T23:20:10.7Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,5,11,2022-03-13T23:20:10Z,360000,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (3 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,
37,PT08M55.00S,2022-03-13T23:20:15.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,5,11,2022-03-13T23:20:15Z,370000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M46.00S,2022-03-13T23:23:20.5Z,1,REGULAR,3pt,Jump Shot,[],1629676,94.1688567674113,96.32352941176471,1610612760,5,11,2022-03-13T23:23:26Z,380000,232.0,2.0,1,right,MISS I. Roby 3PT,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,23.16,Missed,,,,,,,,,,,,,,
39,PT08M41.00S,2022-03-13T23:23:25.5Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,5,11,2022-03-13T23:23:26Z,390000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,
40,PT08M39.00S,2022-03-13T23:23:27.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,28.465834428383708,18.137254901960784,1610612763,5,14,2022-03-13T23:24:26Z,400000,159.0,215.0,1,left,J. Jackson Jr. 26' 3PT running (8 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,26.77,Made,,,,,,8.0,J. Morant,1629630.0,1.0,,,,,
42,PT08M32.00S,2022-03-13T23:23:36.3Z,1,REGULAR,foul,personal,[],1628415,,,1610612760,5,14,2022-03-13T23:23:42Z,420000,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 1630544]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,201638.0,2.0,1.0,Mann,1630544.0,,,,,,,,,,,,,,,,
44,PT08M25.00S,2022-03-13T23:24:04.9Z,1,REGULAR,3pt,Jump Shot,[],1629647,66.96780551905388,40.44117647058824,1610612760,8,14,2022-03-13T23:24:10Z,440000,-48.0,258.0,1,right,D. Bazley 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1629647, 1628983]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,26.24,Made,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,
46,PT08M12.00S,2022-03-13T23:24:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,8.229303547963205,54.65686274509803,1610612763,8,14,2022-03-13T23:25:12Z,460000,-23.0,25.0,1,left,MISS D. Brooks floating Shot,[1628415],1610612763.0,MEM,floating,,,Brooks,D. Brooks,,,,,,,,,,3.41,Missed,,,,,,,,,,,,,,
47,PT08M12.00S,2022-03-13T23:24:18.5Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,8,14,2022-03-13T23:24:24Z,470000,,,0,,S. Adams REBOUND (Off:3 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,46.0,4.0,1.0,3.0,,,,,,,,,,
48,PT08M06.00S,2022-03-13T23:24:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,8.492115637319317,46.81372549019608,1610612763,8,16,2022-03-13T23:30:23Z,480000,16.0,27.0,1,left,D. Bane driving Layup (2 PTS) (S. Adams 2 AST),"[1630217, 203500]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,,,,,,3.16,Made,,,,,,2.0,S. Adams,203500.0,2.0,,,,,
50,PT07M48.00S,2022-03-13T23:24:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,88.51839684625493,49.26470588235294,1610612760,8,16,2022-03-13T23:26:23Z,500000,-4.0,55.0,1,right,MISS S. Gilgeous-Alexander driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,5.55,Missed,,,,,,,,,,,,,,
51,PT07M44.00S,2022-03-13T23:24:46.4Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,8,16,2022-03-13T23:24:49Z,510000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,
52,PT07M41.00S,2022-03-13T23:24:49.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,5.338370565045992,95.58823529411765,1610612763,8,19,2022-03-13T23:24:57Z,520000,-228.0,-2.0,1,left,D. Brooks 3PT  (5 PTS) (D. Bane 1 AST),"[1628415, 1630217]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,22.79,Made,,,,,,5.0,D. Bane,1630217.0,1.0,,,,,
54,PT07M25.00S,2022-03-13T23:25:06.9Z,1,REGULAR,foul,personal,['2freethrow'],1629630,,,1610612760,8,19,2022-03-13T23:25:13Z,540000,,,0,,J. Morant shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629630, 1628983]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,202058.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,
56,PT07M25.00S,2022-03-13T23:25:34.5Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,9,19,2022-03-13T23:25:34Z,560000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (4 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,
57,PT07M25.00S,2022-03-13T23:25:35.3Z,1,REGULAR,substitution,out,[],1629676,,,1610612760,9,19,2022-03-13T23:25:38Z,570000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M25.00S,2022-03-13T23:25:35.3Z,1,REGULAR,substitution,in,[],1630846,,,1610612760,9,19,2022-03-13T23:25:38Z,580000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M25.00S,2022-03-13T23:25:53.8Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,10,19,2022-03-13T23:25:53Z,590000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,,,,,,5.0,,,,,,,,
60,PT07M13.00S,2022-03-13T23:26:10.5Z,1,REGULAR,3pt,Jump Shot,[],1628415,23.340998685939553,89.4607843137255,1610612763,10,19,2022-03-13T23:26:15Z,600000,-197.0,167.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,25.84,Missed,,,,,,,,,,,,,,
61,PT07M09.00S,2022-03-13T23:26:14.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,10,19,2022-03-13T23:26:15Z,610000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,
62,PT07M02.00S,2022-03-13T23:26:20.8Z,1,REGULAR,3pt,Jump Shot,[],1629647,78.26872536136662,89.2156862745098,1610612760,10,19,2022-03-13T23:26:26Z,620000,196.0,152.0,1,right,MISS D. Bazley 24' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,24.8,Missed,,,,,,,,,,,,,,
63,PT06M58.00S,2022-03-13T23:26:24.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,10,19,2022-03-13T23:26:26Z,630000,,,0,,S. Adams REBOUND (Off:3 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,62.0,5.0,2.0,3.0,,,,,,,,,,
65,PT06M45.00S,2022-03-13T23:26:36.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,36.35019710906702,47.30392156862745,1610612763,10,22,2022-03-13T23:26:41Z,650000,13.0,289.0,1,left,D. Bane 28' 3PT pullup (5 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,,,28.95,Made,,,,,,5.0,J. Morant,1629630.0,2.0,,,,,
67,PT06M36.00S,2022-03-13T23:26:46.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629647,92.46057818659659,57.107843137254896,1610612760,12,22,2022-03-13T23:27:51Z,670000,36.0,18.0,1,right,D. Bazley driving bank Hook (5 PTS) (T. Mann 1 AST),"[1629647, 1630544]",1610612760.0,OKC,driving bank,,,Bazley,D. Bazley,,,,,,,,,,4.0,Made,,,,,,5.0,T. Mann,1630544.0,1.0,,,,,
69,PT06M24.00S,2022-03-13T23:26:59.6Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,12,22,2022-03-13T23:27:03Z,690000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1629647]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,1.0,,,,,Bazley,1629647.0,,,
70,PT06M24.00S,2022-03-13T23:26:59.6Z,1,REGULAR,steal,,[],1629647,,,1610612760,12,22,2022-03-13T23:27:01Z,700000,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M19.00S,2022-03-13T23:27:04.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630846,89.30683311432325,55.14705882352941,1610612760,12,22,2022-03-13T23:28:28Z,710000,26.0,48.0,1,right,MISS O. Sarr running alley-oop DUNK,[1630846],1610612760.0,OKC,running alley-oop,,,Sarr,O. Sarr,,,,,,,,,,5.44,Missed,,,,,,,,,,,,,,
72,PT06M16.00S,2022-03-13T23:27:07.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,12,22,2022-03-13T23:27:13Z,720000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,,,
73,PT06M10.00S,2022-03-13T23:27:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,7.703679369250986,50.98039215686274,1610612763,12,24,2022-03-13T23:29:05Z,730000,-5.0,20.0,1,left,S. Adams cutting finger roll Layup (6 PTS) (J. Jackson Jr. 1 AST),"[203500, 1628991]",1610612763.0,MEM,cutting finger roll,,,Adams,S. Adams,,,,,,,,,,2.05,Made,,,,,,6.0,J. Jackson Jr.,1628991.0,1.0,,,,,
75,PT06M10.00S,2022-03-13T23:27:18.7Z,1,REGULAR,foul,personal,['1freethrow'],1629647,,,1610612763,12,24,2022-03-13T23:27:26Z,750000,,,0,,D. Bazley shooting personal FOUL (1 PF) (Adams 1 FT),"[1629647, 203500]",1610612760.0,OKC,shooting,,,Bazley,D. Bazley,,,,,1628172.0,1.0,0.0,Adams,203500.0,,,,,,,,,,,,,,,,
77,PT06M10.00S,2022-03-13T23:27:26.9Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,12,24,2022-03-13T23:27:51Z,770000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M10.00S,2022-03-13T23:27:26.9Z,1,REGULAR,substitution,out,[],1628415,,,1610612763,12,24,2022-03-13T23:27:51Z,780000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M10.00S,2022-03-13T23:27:26.9Z,1,REGULAR,substitution,in,[],203937,,,1610612763,12,24,2022-03-13T23:27:51Z,790000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M10.00S,2022-03-13T23:27:26.9Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,12,24,2022-03-13T23:27:51Z,800000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M10.00S,2022-03-13T23:27:35.1Z,1,REGULAR,substitution,out,[],1630544,,,1610612763,12,24,2022-03-13T23:27:51Z,810000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M10.00S,2022-03-13T23:27:35.1Z,1,REGULAR,substitution,in,[],1630197,,,1610612763,12,24,2022-03-13T23:27:51Z,820000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M10.00S,2022-03-13T23:27:57.5Z,1,REGULAR,freethrow,1 of 1,[],203500,,,1610612763,12,25,2022-03-13T23:27:57Z,830000,,,0,,S. Adams Free Throw 1 of 1 (7 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,Made,,,,,,7.0,,,,,,,,
84,PT05M57.00S,2022-03-13T23:28:12.1Z,1,REGULAR,3pt,Jump Shot,[],1630177,68.54467805519053,26.225490196078432,1610612760,12,25,2022-03-13T23:28:16Z,840000,-119.0,243.0,1,right,MISS T. Maledon 27' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,27.07,Missed,,,,,,,,,,,,,,
85,PT05M54.00S,2022-03-13T23:28:15.1Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,12,25,2022-03-13T23:28:16Z,850000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,
86,PT05M50.00S,2022-03-13T23:28:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,8.623521681997373,46.32352941176471,1610612763,12,27,2022-03-13T23:28:25Z,860000,18.0,29.0,1,left,D. Melton running Layup (2 PTS) (K. Anderson 1 AST),"[1629001, 203937]",1610612763.0,MEM,running,,,Melton,D. Melton,,,,,,,,,,3.4,Made,,,,,,2.0,K. Anderson,203937.0,1.0,,,,,
88,PT05M49.00S,2022-03-13T23:28:24.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,12,27,2022-03-13T23:28:24Z,880000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M36.00S,2022-03-13T23:31:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630177,96.92838370565046,3.1862745098039214,1610612760,12,27,2022-03-13T23:31:38Z,890000,-234.0,-24.0,1,right,MISS T. Maledon 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,23.53,Missed,,,,,,,,,,,,,,
90,PT05M33.00S,2022-03-13T23:31:36.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,12,27,2022-03-13T23:31:38Z,900000,,,0,,S. Adams REBOUND (Off:3 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,89.0,6.0,3.0,3.0,,,,,,,,,,
91,PT05M19.00S,2022-03-13T23:31:51.3Z,1,REGULAR,3pt,Jump Shot,[],203937,6.915243101182654,96.32352941176471,1610612763,12,27,2022-03-13T23:31:56Z,910000,-232.0,13.0,1,left,MISS K. Anderson 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,23.19,Missed,,,,,,,,,,,,,,
92,PT05M16.00S,2022-03-13T23:31:54.4Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,12,27,2022-03-13T23:31:54Z,920000,,,0,,S. Adams REBOUND (Off:4 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,91.0,7.0,3.0,4.0,,,,,,,,,,
93,PT05M14.00S,2022-03-13T23:31:56.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,33.065045992115635,46.568627450980394,1610612763,12,27,2022-03-13T23:32:03Z,930000,17.0,258.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,25.89,Missed,,,,,,,,,,,,,,
