actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
177,PT11M23.00S,2022-03-13T23:47:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.966491458607096,53.92156862745098,1610612763,28,38,2022-03-13T23:48:17Z,1770000,-20.0,22.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,2.98,Missed,,,,,,,,,,,,,,
178,PT11M18.00S,2022-03-13T23:47:24.3Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612760,28,38,2022-03-13T23:47:25Z,1780000,,,0,,V. Krejci REBOUND (Off:0 Def:1),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,
179,PT11M07.00S,2022-03-13T23:47:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,90.62089356110381,56.86274509803921,1610612760,30,38,2022-03-13T23:47:37Z,1790000,34.0,36.0,1,right,A. Pokusevski driving Layup (2 PTS),[1630197],1610612760.0,OKC,driving,,,Pokusevski,A. Pokusevski,,,,,,,,,,4.95,Made,,,,,,2.0,,,,,,,,
180,PT10M55.00S,2022-03-13T23:47:47.0Z,2,REGULAR,turnover,bad pass,[],1626145,,,1610612763,30,38,2022-03-13T23:47:50Z,1800000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 1630322]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,1.0,,,,,Waters III,1630322.0,,,
181,PT10M55.00S,2022-03-13T23:47:47.0Z,2,REGULAR,steal,,[],1630322,,,1610612760,30,38,2022-03-13T23:47:49Z,1810000,,,0,,L. Waters III STEAL (1 STL),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M50.00S,2022-03-13T23:47:52.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630544,89.04402102496715,43.627450980392155,1610612760,30,38,2022-03-14T01:39:20Z,1820000,-32.0,50.0,1,right,MISS T. Mann running finger roll Layup,[1630544],1610612760.0,OKC,running finger roll,,,Mann,T. Mann,,,,,,,,,,5.97,Missed,,,,,,,,,,,,,,
183,PT10M46.00S,2022-03-13T23:47:56.6Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,30,38,2022-03-13T23:48:00Z,1830000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,182.0,1.0,1.0,0.0,,,,,,,,,,
184,PT10M41.00S,2022-03-13T23:48:00.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630533,8.492115637319317,57.84313725490197,1610612763,30,38,2022-03-13T23:51:51Z,1840000,-39.0,27.0,1,left,MISS Z. Williams cutting Layup - blocked,"[1630533, 1630197]",1610612763.0,MEM,cutting,,,Williams,Z. Williams,,,,,,,,,,4.78,Missed,,,,,,,,,,,,Pokusevski,1630197.0,
185,PT10M41.00S,2022-03-13T23:48:00.8Z,2,REGULAR,block,,[],1630197,,,1610612763,30,38,2022-03-13T23:50:50Z,1850000,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M39.00S,2022-03-13T23:48:02.8Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,30,38,2022-03-13T23:48:12Z,1860000,,,0,,D. Bazley REBOUND (Off:2 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,184.0,4.0,2.0,2.0,,,,,,,,,,
187,PT10M39.00S,2022-03-13T23:48:07.6Z,2,REGULAR,foul,personal,[],1626145,,,1610612760,30,38,2022-03-13T23:48:21Z,1870000,,,0,,T. Jones take personal FOUL (1 PF),"[1626145, 1630544]",1610612763.0,MEM,take,,,Jones,T. Jones,,,,,201638.0,1.0,0.0,Mann,1630544.0,,,,,,,,,,,,,,,,
189,PT10M23.00S,2022-03-13T23:48:44.9Z,2,REGULAR,3pt,Jump Shot,[],1630322,76.42904073587385,89.2156862745098,1610612760,33,38,2022-03-13T23:48:51Z,1890000,196.0,169.0,1,right,L. Waters III 25' 3PT  (9 PTS) (V. Krejci 1 AST),"[1630322, 1630249]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,25.89,Made,,,,,,9.0,V. Krejci,1630249.0,1.0,,,,,
191,PT10M13.00S,2022-03-13T23:48:55.6Z,2,REGULAR,foul,personal,['2freethrow'],1630197,,,1610612763,33,38,2022-03-13T23:49:10Z,1910000,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Brooks 2 FT),"[1630197, 1628415]",1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,201638.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,,,,,,,,
193,PT10M13.00S,2022-03-13T23:49:20.9Z,2,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,33,39,2022-03-13T23:49:20Z,1930000,,,0,,D. Brooks Free Throw 1 of 2 (6 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,Made,,,,,,6.0,,,,,,,,
194,PT10M13.00S,2022-03-13T23:49:33.8Z,2,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,33,40,2022-03-13T23:49:33Z,1940000,,,0,,D. Brooks Free Throw 2 of 2 (7 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,Made,,,,,,7.0,,,,,,,,
195,PT09M58.00S,2022-03-13T23:49:51.4Z,2,REGULAR,2pt,Jump Shot,[],1630544,83.919185282523,31.862745098039213,1610612760,33,40,2022-03-13T23:49:58Z,1950000,-91.0,99.0,1,right,MISS T. Mann 13' turnaround fadeaway Shot,[1630544],1610612760.0,OKC,turnaround fadeaway,,,Mann,T. Mann,,,,,,,,,,13.4,Missed,,,,,,,,,,,,,,
196,PT09M54.00S,2022-03-13T23:49:55.4Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,33,40,2022-03-13T23:49:58Z,1960000,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,
253,PT09M51.00S,2022-03-13T23:49:57.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,15.111695137976348,47.08180147058824,1610612763,33,40,2022-03-13T23:59:42Z,1965000,15.0,90.0,1,left,MISS D. Brooks 9' driving floating Shot - blocked,"[1628415, 1630249]",1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,,,,,,9.07,Missed,,,,,,,,,,,,Krejci,1630249.0,
254,PT09M51.00S,2022-03-13T23:49:57.2Z,2,REGULAR,block,,[],1630249,,,1610612763,33,40,2022-03-13T23:58:47Z,1967500,,,0,,V. Krejci BLOCK (1 BLK),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT09M51.00S,2022-03-13T23:49:57.2Z,2,REGULAR,rebound,offensive,[],1628415,,,1610612763,33,40,2022-03-13T23:59:42Z,1968750,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,253.0,1.0,0.0,1.0,,,,,,,,,,
197,PT09M46.00S,2022-03-13T23:50:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,8.229303547963205,52.450980392156865,1610612763,33,40,2022-03-13T23:58:47Z,1970000,-12.0,25.0,1,left,MISS B. Clarke alley-oop Layup,[1629634],1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,,,,,,2.78,Missed,,,,,,,,,,,,,,
198,PT09M44.00S,2022-03-13T23:50:05.1Z,2,REGULAR,rebound,offensive,[],1628991,,,1610612763,33,40,2022-03-13T23:55:48Z,1980000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:0),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,197.0,1.0,0.0,1.0,,,,,,,,,,
199,PT09M43.00S,2022-03-13T23:50:05.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,9.937582128777924,46.81372549019608,1610612763,33,42,2022-03-13T23:50:11Z,1990000,16.0,41.0,1,left,J. Jackson Jr. putback Layup (10 PTS),[1628991],1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,4.39,Made,,,,,,10.0,,,,,,,,
200,PT09M32.00S,2022-03-13T23:50:16.5Z,2,REGULAR,3pt,Jump Shot,[],1630322,66.17936925098554,46.81372549019608,1610612760,33,42,2022-03-13T23:50:20Z,2000000,-16.0,265.0,1,right,MISS L. Waters III 26' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,26.59,Missed,,,,,,,,,,,,,,
201,PT09M29.00S,2022-03-13T23:50:19.5Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,33,42,2022-03-13T23:50:20Z,2010000,,,0,,B. Clarke REBOUND (Off:0 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,200.0,3.0,3.0,0.0,,,,,,,,,,
202,PT09M15.00S,2022-03-13T23:50:33.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,5.469776609724048,50.245098039215684,1610612763,33,44,2022-03-13T23:50:38Z,2020000,-1.0,-1.0,1,left,B. Clarke DUNK (2 PTS) (Z. Williams 1 AST),"[1629634, 1630533]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,0.16,Made,,,,,,2.0,Z. Williams,1630533.0,1.0,,,,,
204,PT08M57.00S,2022-03-13T23:50:52.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630197,90.22667542706965,43.13725490196079,1610612760,33,44,2022-03-13T23:50:55Z,2040000,-34.0,39.0,1,right,MISS A. Pokusevski Hook,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,5.22,Missed,,,,,,,,,,,,,,
205,PT08M55.00S,2022-03-13T23:50:54.0Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,33,44,2022-03-13T23:50:55Z,2050000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,204.0,1.0,1.0,0.0,,,,,,,,,,
206,PT08M51.00S,2022-03-13T23:50:58.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629634,7.046649145860711,49.50980392156863,1610612763,33,46,2022-03-13T23:57:23Z,2060000,2.0,14.0,1,left,B. Clarke cutting Layup (4 PTS) (D. Brooks 3 AST),"[1629634, 1628415]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,,,,,,1.39,Made,,,,,,4.0,D. Brooks,1628415.0,3.0,,,,,
208,PT08M50.00S,2022-03-13T23:51:03.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612760,33,46,2022-03-13T23:51:03Z,2080000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M50.00S,2022-03-13T23:53:17.3Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,33,46,2022-03-13T23:53:37Z,2090000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M50.00S,2022-03-13T23:53:17.3Z,2,REGULAR,substitution,in,[],1630177,,,1610612760,33,46,2022-03-13T23:53:37Z,2100000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M35.00S,2022-03-13T23:54:05.4Z,2,REGULAR,3pt,Jump Shot,[],1630197,94.43166885676742,96.81372549019608,1610612760,33,46,2022-03-13T23:54:10Z,2110000,234.0,0.0,1,right,MISS A. Pokusevski 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,23.41,Missed,,,,,,,,,,,,,,
212,PT08M31.00S,2022-03-13T23:54:09.4Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,33,46,2022-03-13T23:54:10Z,2120000,,,0,,B. Clarke REBOUND (Off:0 Def:4),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,211.0,4.0,4.0,0.0,,,,,,,,,,
213,PT08M23.00S,2022-03-13T23:54:19.1Z,2,REGULAR,violation,kicked ball,[],1629647,,,1610612763,33,46,2022-03-13T23:54:25Z,2130000,,,0,,D. Bazley kicked ball VIOLATION,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,201638.0,,,,,,,,,,,,,,,,,,,,
214,PT08M19.00S,2022-03-13T23:54:37.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,10.5946123521682,49.26470588235294,1610612763,33,46,2022-03-14T01:39:07Z,2140000,4.0,47.0,1,left,MISS J. Jackson Jr. driving Hook,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,4.72,Missed,,,,,,,,,,,,,,
215,PT08M15.00S,2022-03-13T23:54:41.6Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,33,46,2022-03-13T23:54:41Z,2150000,,,0,,D. Bazley REBOUND (Off:2 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,214.0,5.0,3.0,2.0,,,,,,,,,,
216,PT08M10.00S,2022-03-13T23:54:45.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,65.39093298291722,46.07843137254902,1610612760,36,46,2022-03-13T23:59:40Z,2160000,-20.0,273.0,1,right,L. Waters III 27' 3PT running (12 PTS) (V. Krejci 2 AST),"[1630322, 1630249]",1610612760.0,OKC,running,,,Waters III,L. Waters III,,,,,,,,,,27.35,Made,,,,,,12.0,V. Krejci,1630249.0,2.0,,,,,
218,PT07M58.00S,2022-03-13T23:54:57.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,15.456636005256241,47.794117647058826,1610612763,36,46,2022-03-13T23:55:05Z,2180000,11.0,93.0,1,left,MISS T. Jones 9' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,,,,,9.34,Missed,,,,,,,,,,,,,,
219,PT07M55.00S,2022-03-13T23:55:00.5Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612760,36,46,2022-03-13T23:55:05Z,2190000,,,0,,V. Krejci REBOUND (Off:0 Def:2),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,,,,,
220,PT07M40.00S,2022-03-13T23:55:16.5Z,2,REGULAR,turnover,bad pass,[],1629647,,,1610612760,36,46,2022-03-14T00:04:51Z,2200000,,,0,,D. Bazley bad pass TURNOVER (2 TO),"[1629647, 1626145]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,2.0,,,,,Jones,1626145.0,,,
221,PT07M40.00S,2022-03-13T23:55:16.5Z,2,REGULAR,steal,,[],1626145,,,1610612763,36,46,2022-03-14T00:04:51Z,2210000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M34.00S,2022-03-13T23:55:21.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626145,10.726018396846255,50.0,1610612763,36,48,2022-03-14T00:04:13Z,2220000,0.0,48.0,1,left,T. Jones running Jump Shot (4 PTS),[1626145],1610612763.0,MEM,running,,,Jones,T. Jones,,,,,,,,,,4.83,Made,,,,,,4.0,,,,,,,,
223,PT07M18.00S,2022-03-13T23:55:37.6Z,2,REGULAR,turnover,bad pass,[],1630249,,,1610612760,36,48,2022-03-13T23:55:42Z,2230000,,,0,,V. Krejci bad pass TURNOVER (1 TO),"[1630249, 1628415]",1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,1.0,,,,,Brooks,1628415.0,,,
224,PT07M18.00S,2022-03-13T23:55:37.6Z,2,REGULAR,steal,,[],1628415,,,1610612763,36,48,2022-03-13T23:55:40Z,2240000,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M13.00S,2022-03-13T23:55:44.1Z,2,REGULAR,foul,offensive,[],1628991,,,1610612763,36,48,2022-03-13T23:55:54Z,2250000,,,0,,J. Jackson Jr. offensive FOUL (1 PF),"[1628991, 1630197]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,202058.0,1.0,0.0,Pokusevski,1630197.0,,,,,,,,,,,,,,,,
227,PT07M13.00S,2022-03-13T23:55:44.1Z,2,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,36,48,2022-03-13T23:55:44Z,2270000,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,202058.0,,,,,,,,,,,1.0,,,,,,,,,
228,PT07M13.00S,2022-03-13T23:55:53.7Z,2,REGULAR,substitution,out,[],1629647,,,1610612760,36,48,2022-03-13T23:56:06Z,2280000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M13.00S,2022-03-13T23:55:53.7Z,2,REGULAR,substitution,out,[],1630249,,,1610612760,36,48,2022-03-13T23:56:06Z,2290000,,,0,,SUB out: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M13.00S,2022-03-13T23:55:53.7Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,36,48,2022-03-13T23:56:06Z,2300000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M13.00S,2022-03-13T23:55:53.7Z,2,REGULAR,substitution,in,[],1629676,,,1610612760,36,48,2022-03-13T23:56:06Z,2310000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M56.00S,2022-03-13T23:56:31.1Z,2,REGULAR,turnover,bad pass,[],1630197,,,1610612760,36,48,2022-03-13T23:56:34Z,2320000,,,0,,A. Pokusevski bad pass TURNOVER (1 TO),"[1630197, 1626145]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,1.0,,,,,Jones,1626145.0,,,
233,PT06M56.00S,2022-03-13T23:56:31.1Z,2,REGULAR,steal,,[],1626145,,,1610612763,36,48,2022-03-13T23:56:33Z,2330000,,,0,,T. Jones STEAL (2 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M53.00S,2022-03-13T23:56:34.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626145,8.09789750328515,44.36274509803921,1610612763,36,50,2022-03-13T23:56:39Z,2340000,28.0,24.0,1,left,T. Jones running Layup (6 PTS),[1626145],1610612763.0,MEM,running,,,Jones,T. Jones,,,,,,,,,,3.68,Made,,,,,,6.0,,,,,,,,
342,PT06M45.00S,2022-03-13T23:56:39.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628983,90.71944809461235,50.98039215686275,1610612760,36,50,2022-03-14T00:10:30Z,2345000,5.0,35.0,1,right,MISS S. Gilgeous-Alexander running Layup - blocked,"[1628983, 1629634]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,3.5,Missed,,,,,,,,,,,,Clarke,1629634.0,
343,PT06M45.00S,2022-03-13T23:56:39.4Z,2,REGULAR,block,,[],1629634,,,1610612760,36,50,2022-03-14T00:10:19Z,2347500,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT06M45.00S,2022-03-13T23:56:39.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,36,50,2022-03-14T00:10:19Z,2348750,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,
235,PT06M45.00S,2022-03-13T23:56:44.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,36,50,2022-03-13T23:56:44Z,2350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M45.00S,2022-03-13T23:56:46.3Z,2,REGULAR,substitution,out,[],1628991,,,1610612760,36,50,2022-03-13T23:56:58Z,2360000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M45.00S,2022-03-13T23:56:46.3Z,2,REGULAR,substitution,out,[],1629634,,,1610612760,36,50,2022-03-13T23:56:58Z,2370000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M45.00S,2022-03-13T23:56:46.3Z,2,REGULAR,substitution,out,[],1626145,,,1610612760,36,50,2022-03-13T23:56:58Z,2380000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M45.00S,2022-03-13T23:56:46.3Z,2,REGULAR,substitution,in,[],203937,,,1610612760,36,50,2022-03-13T23:56:58Z,2390000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M45.00S,2022-03-13T23:56:46.3Z,2,REGULAR,substitution,in,[],1629630,,,1610612760,36,50,2022-03-13T23:56:58Z,2400000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M45.00S,2022-03-13T23:56:46.3Z,2,REGULAR,substitution,in,[],203500,,,1610612760,36,50,2022-03-13T23:56:58Z,2410000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M38.00S,2022-03-13T23:57:12.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630322,92.32917214191852,94.36274509803921,1610612760,36,50,2022-03-14T01:38:57Z,2420000,222.0,20.0,1,right,MISS L. Waters III pullup 3PT,[1630322],1610612760.0,OKC,pullup,,,Waters III,L. Waters III,,,,,,,,,,22.27,Missed,,,,,,,,,,,,,,
243,PT06M35.00S,2022-03-13T23:57:15.8Z,2,REGULAR,rebound,offensive,[],1630197,,,1610612760,36,50,2022-03-13T23:57:19Z,2430000,,,0,,A. Pokusevski REBOUND (Off:1 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,242.0,2.0,1.0,1.0,,,,,,,,,,
357,PT06M35.00S,2022-03-13T23:57:14.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630197,90.75229960578186,47.794117647058826,1610612760,36,50,2022-03-14T00:15:27Z,2435000,-11.0,34.0,1,right,MISS A. Pokusevski Hook,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,3.61,Missed,,,,,,,,,,,,,,
358,PT06M35.00S,2022-03-13T23:57:14.7Z,2,REGULAR,rebound,offensive,[],1630197,,,1610612760,36,50,2022-03-14T00:14:24Z,2437500,,,0,,A. Pokusevski REBOUND (Off:2 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,357.0,3.0,1.0,2.0,,,,,,,,,,
244,PT06M34.00S,2022-03-13T23:57:16.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630197,90.62089356110381,46.07843137254902,1610612760,36,50,2022-03-14T00:15:38Z,2440000,-20.0,36.0,1,right,MISS A. Pokusevski tip Layup,[1630197],1610612760.0,OKC,tip,,,Pokusevski,A. Pokusevski,,,,,,,,,,4.07,Missed,,,,,,,,,,,,,,
245,PT06M34.00S,2022-03-13T23:57:16.7Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,36,50,2022-03-13T23:57:22Z,2450000,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,244.0,4.0,3.0,1.0,,,,,,,,,,
246,PT06M24.00S,2022-03-13T23:57:25.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203937,9.543363994743759,45.588235294117645,1610612763,36,50,2022-03-13T23:57:31Z,2460000,22.0,37.0,1,left,MISS K. Anderson driving Layup,[203937],1610612763.0,MEM,driving,,,Anderson,K. Anderson,,,,,,,,,,4.33,Missed,,,,,,,,,,,,,,
247,PT06M22.00S,2022-03-13T23:57:27.5Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,36,50,2022-03-13T23:57:31Z,2470000,,,0,,A. Pokusevski REBOUND (Off:2 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,246.0,4.0,2.0,2.0,,,,,,,,,,
248,PT06M20.00S,2022-03-13T23:57:33.4Z,2,REGULAR,foul,offensive,[],1630197,,,1610612760,36,50,2022-03-13T23:57:56Z,2480000,,,0,,A. Pokusevski charge offensive FOUL (2 PF),"[1630197, 1629630]",1610612760.0,OKC,charge,,,Pokusevski,A. Pokusevski,,,,,202058.0,2.0,0.0,Morant,1629630.0,,,,,,,,,,,,,,,,
250,PT06M20.00S,2022-03-13T23:57:33.4Z,2,REGULAR,turnover,offensive foul,[],1630197,,,1610612760,36,50,2022-03-13T23:57:33Z,2500000,,,0,,A. Pokusevski offensive foul TURNOVER (2 TO),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,202058.0,,,,,,,,,,,2.0,,,,,,,,,
251,PT06M20.00S,2022-03-13T23:57:52.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612763,36,50,2022-03-13T23:57:52Z,2510000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
