actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
367,PT09M28.00S,2021-10-27T01:23:44.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,5.469776609724048,54.166666666666664,1610612744,63,55,2021-10-27T01:28:14Z,3440000,-21.0,-1.0,1,left,MISS S. Curry driving reverse Layup,[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
368,PT09M26.00S,2021-10-27T01:23:46.7Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,63,55,2021-10-27T01:23:55Z,3450000,,,0,,J. Giddey REBOUND (Off:1 Def:6),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,367.0,,,7.0,6.0,1.0,,,,,,,,,,,
369,PT09M16.00S,2021-10-27T01:23:56.8Z,3,REGULAR,3pt,Jump Shot,[],1630581,73.40670170827858,82.35294117647058,1610612760,63,55,2021-10-27T01:24:01Z,3460000,162.0,197.0,1,right,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
370,PT09M13.00S,2021-10-27T01:23:59.8Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,63,55,2021-10-27T01:24:01Z,3470000,,,0,,K. Looney REBOUND (Off:1 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,369.0,,,7.0,6.0,1.0,,,,,,,,,,,
371,PT09M06.00S,2021-10-27T01:24:07.3Z,3,REGULAR,3pt,Jump Shot,[],1629673,32.14520367936925,30.637254901960787,1610612744,63,55,2021-10-27T01:24:11Z,3480000,97.0,250.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
372,PT09M02.00S,2021-10-27T01:24:11.3Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,63,55,2021-10-27T01:24:11Z,3490000,,,0,,D. Bazley REBOUND (Off:1 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,371.0,,,5.0,4.0,1.0,,,,,,,,,,,
373,PT08M49.00S,2021-10-27T01:24:23.5Z,3,REGULAR,3pt,Jump Shot,[],1630526,74.32654402102497,85.29411764705883,1610612760,66,55,2021-10-27T01:24:29Z,3500000,176.0,189.0,1,right,J. Robinson-Earl 25' 3PT  (12 PTS) (J. Giddey 2 AST),"[1630526, 1630581]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,25.85,Made,,,,,,,,,,,12.0,J. Giddey,1630581.0,2.0,,,,,
375,PT08M48.00S,2021-10-27T01:24:31.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,66,55,2021-10-27T01:24:31Z,3520000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT08M33.00S,2021-10-27T01:27:34.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,5.863994743758213,50.0,1610612744,66,57,2021-10-27T01:30:18Z,3530000,0.0,3.0,1,left,K. Looney cutting DUNK (5 PTS) (D. Green 4 AST),"[1626172, 203110]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,0.26,Made,,,,,,,,,,,5.0,D. Green,203110.0,4.0,,,,,
378,PT08M06.00S,2021-10-27T01:28:01.9Z,3,REGULAR,3pt,Jump Shot,[],1629652,75.24638633377135,86.76470588235294,1610612760,66,57,2021-10-27T01:28:05Z,3550000,184.0,180.0,1,right,MISS L. Dort 25' 3PT - blocked,"[1629652, 203952]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.74,Missed,Wiggins,203952.0,,,,,,,,,,,,,,,,,
379,PT08M06.00S,2021-10-27T01:28:01.9Z,3,REGULAR,block,,[],203952,,,1610612760,66,57,2021-10-27T01:28:04Z,3560000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT08M03.00S,2021-10-27T01:28:04.9Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,66,57,2021-10-27T01:28:05Z,3570000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,378.0,,,2.0,1.0,1.0,,,,,,,,,,,
381,PT07M54.00S,2021-10-27T01:28:15.3Z,3,REGULAR,turnover,traveling,[],1629673,,,1610612744,66,57,2021-10-27T01:28:25Z,3580000,,,0,,J. Poole traveling TURNOVER (1 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,201245.0,1.0,,,,,,,,,,,,,,
382,PT07M47.00S,2021-10-27T01:28:36.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,69.85873850197109,25.49019607843137,1610612760,69,57,2021-10-27T01:28:43Z,3590000,-123.0,231.0,1,right,S. Gilgeous-Alexander 26' 3PT step back (20 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.13,Made,,,,,,,,,,,20.0,,,,,,,,
383,PT07M35.00S,2021-10-27T01:28:51.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,5.075558475689881,48.77450980392157,1610612744,69,59,2021-10-27T01:28:58Z,3600000,6.0,-5.0,1,left,A. Wiggins driving Layup (13 PTS) (J. Poole 6 AST),"[203952, 1629673]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,0.78,Made,,,,,,,,,,,13.0,J. Poole,1629673.0,6.0,,,,,
385,PT07M35.00S,2021-10-27T01:28:57.6Z,3,REGULAR,foul,personal,['1freethrow'],1630581,,,1610612744,69,59,2021-10-27T01:29:04Z,3620000,,,0,,J. Giddey shooting personal FOUL (2 PF) (Wiggins 1 FT),"[1630581, 203952]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,,,,,,201245.0,,,,,,,,,,,2.0,0.0,Wiggins,203952.0,
387,PT07M35.00S,2021-10-27T01:29:07.2Z,3,REGULAR,substitution,out,[],1630581,,,1610612744,69,59,2021-10-27T01:29:34Z,3640000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M35.00S,2021-10-27T01:29:07.2Z,3,REGULAR,substitution,in,[],1630177,,,1610612744,69,59,2021-10-27T01:29:34Z,3650000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M35.00S,2021-10-27T01:29:30.1Z,3,REGULAR,freethrow,1 of 1,[],203952,,,1610612744,69,59,2021-10-27T01:29:35Z,3660000,,,0,,MISS A. Wiggins Free Throw 1 of 1,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
390,PT07M29.00S,2021-10-27T01:29:36.1Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,69,59,2021-10-27T01:29:35Z,3670000,,,0,,K. Looney REBOUND (Off:2 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,389.0,,,8.0,6.0,2.0,,,,,,,,,,,
391,PT07M29.00S,2021-10-27T01:29:34.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,5.590000152587891,50.0,1610612744,69,59,2021-10-27T01:30:44Z,3680000,0.0,0.0,1,left,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
392,PT07M28.00S,2021-10-27T01:29:35.7Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612760,69,59,2021-10-27T01:30:44Z,3690000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,391.0,,,3.0,1.0,2.0,,,,,,,,,,,
393,PT07M22.00S,2021-10-27T01:29:41.3Z,3,REGULAR,3pt,Jump Shot,[],1629647,73.66951379763469,17.401960784313726,1610612760,69,59,2021-10-27T01:29:46Z,3700000,-163.0,195.0,1,right,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
394,PT07M18.00S,2021-10-27T01:29:45.3Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,69,59,2021-10-27T01:29:46Z,3710000,,,0,,S. Curry REBOUND (Off:1 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,393.0,,,4.0,3.0,1.0,,,,,,,,,,,
395,PT07M12.00S,2021-10-27T01:29:51.0Z,3,REGULAR,turnover,bad pass,[],201939,,,1610612744,69,59,2021-10-27T01:29:54Z,3720000,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1630177]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,2.0,,,,Maledon,1630177.0,,,,,,,,,
396,PT07M12.00S,2021-10-27T01:29:51.0Z,3,REGULAR,steal,,[],1630177,,,1610612760,69,59,2021-10-27T01:29:52Z,3730000,,,0,,T. Maledon STEAL (1 STL),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M00.00S,2021-10-27T01:30:05.3Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612760,69,59,2021-10-27T01:30:15Z,3740000,,,0,,K. Looney shooting personal FOUL (3 PF) (Bazley 2 FT),"[1626172, 1629647]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,1155.0,,,,,,,,,,,3.0,0.0,Bazley,1629647.0,
399,PT07M00.00S,2021-10-27T01:30:28.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629647,,,1610612760,69,59,2021-10-27T01:30:28Z,3760000,,,0,,MISS D. Bazley Free Throw 1 of 2,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
400,PT07M00.00S,2021-10-27T01:30:28.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,69,59,2021-10-27T01:30:28Z,3770000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,
401,PT07M00.00S,2021-10-27T01:30:44.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629647,,,1610612760,70,59,2021-10-27T01:30:44Z,3780000,,,0,,D. Bazley Free Throw 2 of 2 (7 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
402,PT06M48.00S,2021-10-27T01:31:00.3Z,3,REGULAR,foul,personal,[],1628983,,,1610612744,70,59,2021-10-27T01:31:13Z,3790000,,,0,,S. Gilgeous-Alexander personal FOUL (3 PF),"[1628983, 1626172]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,1155.0,,,,,,,,,,,3.0,0.0,Looney,1626172.0,
404,PT06M40.00S,2021-10-27T01:31:29.3Z,3,REGULAR,foul,offensive,[],201939,,,1610612744,70,59,2021-10-27T01:31:39Z,3810000,,,0,,S. Curry offensive FOUL (1 PF),"[201939, 1629652]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,201245.0,,,,,,,,,,,1.0,0.0,Dort,1629652.0,
406,PT06M40.00S,2021-10-27T01:31:29.3Z,3,REGULAR,turnover,offensive foul,[],201939,,,1610612744,70,59,2021-10-27T01:31:29Z,3830000,,,0,,S. Curry offensive foul TURNOVER (3 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,201245.0,3.0,,,,,,,,,,,,,,
407,PT06M29.00S,2021-10-27T01:32:04.7Z,3,REGULAR,substitution,out,[],1629673,,,1610612760,70,59,2021-10-27T01:32:07Z,3840000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M29.00S,2021-10-27T01:32:04.7Z,3,REGULAR,substitution,in,[],1627814,,,1610612760,70,59,2021-10-27T01:32:07Z,3850000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M27.00S,2021-10-27T01:32:25.9Z,3,REGULAR,jumpball,recovered,[],203952,,,1610612760,70,59,2021-10-27T01:32:25Z,3860000,,,0,,Jump Ball K. Looney vs. S. Gilgeous-Alexander: Tip to A. Wiggins,"[203952, 1626172, 1628983]",1610612744.0,GSW,heldball,A. Wiggins,203952.0,Wiggins,A. Wiggins,Looney,1626172.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,,,,,,
412,PT06M27.00S,2021-10-27T01:32:25.9Z,3,REGULAR,turnover,lost ball,[],1628983,,,1610612760,70,59,2021-10-27T01:32:25Z,3890000,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (1 TO),"[1628983, 1626172]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,1.0,,,,Looney,1626172.0,,,,,,,,,
413,PT06M27.00S,2021-10-27T01:32:25.9Z,3,REGULAR,steal,,[],1626172,,,1610612744,70,59,2021-10-27T01:32:25Z,3900000,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M09.00S,2021-10-27T01:32:43.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627814,7.703679369250986,48.529411764705884,1610612744,70,61,2021-10-27T01:32:51Z,3910000,7.0,20.0,1,left,D. Lee floating Jump Shot (9 PTS) (D. Green 5 AST),"[1627814, 203110]",1610612744.0,GSW,floating,,,Lee,D. Lee,,,,,2.12,Made,,,,,,,,,,,9.0,D. Green,203110.0,5.0,,,,,
416,PT05M59.00S,2021-10-27T01:32:53.7Z,3,REGULAR,3pt,Jump Shot,[],1629652,70.51576872536137,79.16666666666666,1610612760,70,61,2021-10-27T01:32:58Z,3930000,146.0,225.0,1,right,MISS L. Dort 26' pullup 3PT,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,,
417,PT05M56.00S,2021-10-27T01:32:56.7Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,70,61,2021-10-27T01:32:58Z,3940000,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,416.0,,,5.0,5.0,0.0,,,,,,,,,,,
418,PT05M48.00S,2021-10-27T01:33:04.7Z,3,REGULAR,3pt,Jump Shot,[],1627814,29.6484888304862,22.794117647058822,1610612744,70,64,2021-10-27T01:33:10Z,3950000,136.0,226.0,1,left,D. Lee 26' 3PT  (12 PTS) (D. Green 6 AST),"[1627814, 203110]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,26.39,Made,,,,,,,,,,,12.0,D. Green,203110.0,6.0,,,,,
420,PT05M46.00S,2021-10-27T01:33:10.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,70,64,2021-10-27T01:33:10Z,3970000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M46.00S,2021-10-27T01:35:35.6Z,3,REGULAR,substitution,out,[],1630526,,,1610612760,70,64,2021-10-27T01:35:47Z,3980000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M46.00S,2021-10-27T01:35:35.6Z,3,REGULAR,substitution,out,[],1626172,,,1610612760,70,64,2021-10-27T01:35:47Z,3990000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M46.00S,2021-10-27T01:35:35.6Z,3,REGULAR,substitution,in,[],203488,,,1610612760,70,64,2021-10-27T01:35:47Z,4000000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M46.00S,2021-10-27T01:35:35.6Z,3,REGULAR,substitution,in,[],1629308,,,1610612760,70,64,2021-10-27T01:35:47Z,4010000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M32.00S,2021-10-27T01:36:14.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,82.34231274638634,37.5,1610612760,72,64,2021-10-27T01:36:18Z,4020000,-62.0,113.0,1,right,S. Gilgeous-Alexander 12' pullup Jump Shot (22 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,12.96,Made,,,,,,,,,,,22.0,,,,,,,,
426,PT05M21.00S,2021-10-27T01:36:25.6Z,3,REGULAR,2pt,Jump Shot,[],203952,12.040078843626807,86.27450980392157,1610612744,72,64,2021-10-27T01:36:29Z,4030000,-181.0,61.0,1,left,MISS A. Wiggins 19' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,19.13,Missed,,,,,,,,,,,,,,,,,,,
427,PT05M19.00S,2021-10-27T01:36:27.6Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,72,64,2021-10-27T01:36:29Z,4040000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,426.0,,,2.0,2.0,0.0,,,,,,,,,,,
428,PT05M04.00S,2021-10-27T01:36:42.4Z,3,REGULAR,2pt,Jump Shot,[],1629647,82.34231274638634,27.941176470588236,1610612760,72,64,2021-10-27T01:40:48Z,4050000,-110.0,113.0,1,right,MISS D. Bazley 15' turnaround Shot,[1629647],1610612760.0,OKC,turnaround,,,Bazley,D. Bazley,,,,,15.83,Missed,,,,,,,,,,,,,,,,,,,
429,PT05M01.00S,2021-10-27T01:36:45.4Z,3,REGULAR,rebound,defensive,[],1627814,,,1610612744,72,64,2021-10-27T01:36:50Z,4060000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,428.0,,,1.0,1.0,0.0,,,,,,,,,,,
431,PT04M56.00S,2021-10-27T01:36:50.1Z,3,REGULAR,3pt,Jump Shot,[],1627814,32.670827858081466,37.00980392156863,1610612744,72,64,2021-10-27T01:36:55Z,4080000,65.0,255.0,1,left,MISS D. Lee 26' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,,
432,PT04M52.00S,2021-10-27T01:36:54.1Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,72,64,2021-10-27T01:36:55Z,4090000,,,0,,M. Muscala REBOUND (Off:0 Def:3),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,431.0,,,3.0,3.0,0.0,,,,,,,,,,,
433,PT04M41.00S,2021-10-27T01:37:09.6Z,3,REGULAR,foul,offensive,[],1629647,,,1610612760,72,64,2021-10-27T01:37:29Z,4100000,,,0,,D. Bazley offensive FOUL (1 PF),"[1629647, 1627814]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,202049.0,,,,,,,,,,,1.0,0.0,Lee,1627814.0,
435,PT04M41.00S,2021-10-27T01:37:09.6Z,3,REGULAR,turnover,offensive foul,[],1629647,,,1610612760,72,64,2021-10-27T01:37:09Z,4120000,,,0,,D. Bazley offensive foul TURNOVER (2 TO),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,202049.0,2.0,,,,,,,,,,,,,,
436,PT04M41.00S,2021-10-27T01:37:15.9Z,3,REGULAR,substitution,out,[],1629647,,,1610612744,72,64,2021-10-27T01:37:22Z,4130000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M41.00S,2021-10-27T01:37:15.9Z,3,REGULAR,substitution,in,[],1630197,,,1610612744,72,64,2021-10-27T01:37:22Z,4140000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M41.00S,2021-10-27T01:37:23.4Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,72,64,2021-10-27T01:37:34Z,4150000,,,0,,TEAM delay-of-game VIOLATION,[],1610612760.0,OKC,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,,,,,
439,PT04M22.00S,2021-10-27T01:37:48.8Z,3,REGULAR,turnover,bad pass,[],201939,,,1610612744,72,64,2021-10-27T01:37:53Z,4160000,,,0,,S. Curry bad pass TURNOVER (4 TO),"[201939, 1630197]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,4.0,,,,Pokusevski,1630197.0,,,,,,,,,
440,PT04M22.00S,2021-10-27T01:37:48.8Z,3,REGULAR,steal,,[],1630197,,,1610612760,72,64,2021-10-27T01:37:50Z,4170000,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M15.00S,2021-10-27T01:37:55.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203488,91.67214191852825,49.50980392156863,1610612760,74,64,2021-10-27T01:38:03Z,4180000,-2.0,26.0,1,right,M. Muscala cutting Layup (5 PTS) (S. Gilgeous-Alexander 4 AST),"[203488, 1628983]",1610612760.0,OKC,cutting,,,Muscala,M. Muscala,,,,,2.59,Made,,,,,,,,,,,5.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,
443,PT04M08.00S,2021-10-27T01:38:08.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612744,74,64,2021-10-27T01:38:26Z,4200000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (4 PF) (Curry 2 FT),"[1628983, 201939]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,1155.0,,,,,,,,,,,4.0,0.0,Curry,201939.0,
445,PT04M08.00S,2021-10-27T01:38:35.3Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,74,65,2021-10-27T01:38:35Z,4220000,,,0,,S. Curry Free Throw 1 of 2 (20 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,,20.0,,,,,,,,
446,PT04M08.00S,2021-10-27T01:38:52.6Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,74,66,2021-10-27T01:38:52Z,4230000,,,0,,S. Curry Free Throw 2 of 2 (21 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,,21.0,,,,,,,,
447,PT03M56.00S,2021-10-27T01:39:06.4Z,3,REGULAR,3pt,Jump Shot,[],203488,73.66951379763469,20.098039215686274,1610612760,74,66,2021-10-27T01:39:11Z,4240000,-150.0,195.0,1,right,MISS M. Muscala 24' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,,
448,PT03M52.00S,2021-10-27T01:39:08.7Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,74,66,2021-10-27T01:39:08Z,4250000,,,0,,S. Curry REBOUND (Off:1 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,447.0,,,5.0,4.0,1.0,,,,,,,,,,,
449,PT03M41.00S,2021-10-27T01:39:20.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,5.469776609724048,52.20588235294118,1610612744,74,68,2021-10-27T01:39:25Z,4260000,-11.0,-1.0,1,left,A. Wiggins driving Layup (15 PTS) (D. Green 7 AST),"[203952, 203110]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,1.11,Made,,,,,,,,,,,15.0,D. Green,203110.0,7.0,,,,,
450,PT03M26.00S,2021-10-27T01:39:34.7Z,3,REGULAR,3pt,Jump Shot,[],1630177,69.59592641261499,32.35294117647059,1610612760,74,68,2021-10-27T01:39:39Z,4270000,-88.0,233.0,1,right,MISS T. Maledon 24' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
451,PT03M23.00S,2021-10-27T01:39:37.7Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,74,68,2021-10-27T01:39:39Z,4280000,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,450.0,,,6.0,6.0,0.0,,,,,,,,,,,
452,PT03M12.00S,2021-10-27T01:39:49.4Z,3,REGULAR,3pt,Jump Shot,[],1627814,27.283180026281208,80.88235294117648,1610612744,74,68,2021-10-27T01:39:53Z,4290000,-154.0,204.0,1,left,MISS D. Lee 25' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
453,PT03M10.00S,2021-10-27T01:39:51.4Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,74,68,2021-10-27T01:39:53Z,4300000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,452.0,,,2.0,2.0,0.0,,,,,,,,,,,
454,PT03M00.00S,2021-10-27T01:40:02.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,81.94809461235218,35.53921568627451,1610612760,74,68,2021-10-27T01:40:07Z,4310000,-72.0,117.0,1,right,MISS L. Dort 13' step back Shot,[1629652],1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,13.77,Missed,,,,,,,,,,,,,,,,,,,
455,PT02M56.00S,2021-10-27T01:40:06.1Z,3,REGULAR,rebound,defensive,[],1627814,,,1610612744,74,68,2021-10-27T01:40:07Z,4320000,,,0,,D. Lee REBOUND (Off:0 Def:2),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,454.0,,,2.0,2.0,0.0,,,,,,,,,,,
