actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
267,PT05M07.00S,2022-04-02T00:52:39.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630296,93.38042049934296,54.41176470588235,1610612765,35,43,2022-04-02T00:52:52Z,2590000,22.0,10.0,1,right,B. Key running Layup (2 PTS) (S. Lee 4 AST),"[1630296, 1630240]",1610612765.0,DET,running,,,Key,B. Key,,,,,2.41,Made,,,,,,,2.0,S. Lee,1630240.0,4.0,,,,,,,,
269,PT04M56.00S,2022-04-02T00:52:54.7Z,2,REGULAR,violation,kicked ball,[],1630691,,,1610612760,35,43,2022-04-02T00:53:01Z,2610000,,,0,,J. Pickett kicked ball VIOLATION,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,202041.0,,,,,,,
270,PT04M49.00S,2022-04-02T00:53:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630846,7.966491458607096,55.392156862745104,1610612760,35,43,2022-04-02T00:53:18Z,2620000,-27.0,22.0,1,left,MISS O. Sarr cutting Layup,[1630846],1610612760.0,OKC,cutting,,,Sarr,O. Sarr,,,,,3.51,Missed,,,,,,,,,,,,,,,,,,
271,PT04M46.00S,2022-04-02T00:53:17.2Z,2,REGULAR,rebound,defensive,[],1630296,,,1610612765,35,43,2022-04-02T00:53:18Z,2630000,,,0,,B. Key REBOUND (Off:0 Def:4),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,270.0,,,4.0,4.0,0.0,,,,,,,,,,,,
272,PT04M43.00S,2022-04-02T00:53:19.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630240,91.40932982917214,58.57843137254902,1610612765,35,43,2022-04-02T01:07:40Z,2640000,43.0,28.0,1,right,MISS S. Lee running Layup - blocked,"[1630240, 1629658]",1610612765.0,DET,running,,,Lee,S. Lee,,,,,5.14,Missed,,Hoard,1629658.0,,,,,,,,,,,,,,,
273,PT04M43.00S,2022-04-02T00:53:19.6Z,2,REGULAR,block,,[],1629658,,,1610612765,35,43,2022-04-02T00:53:21Z,2650000,,,0,,J. Hoard BLOCK (1 BLK),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M40.00S,2022-04-02T00:53:22.6Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,35,43,2022-04-02T00:53:26Z,2660000,,,0,,L. Waters III REBOUND (Off:0 Def:4),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,272.0,,,4.0,4.0,0.0,,,,,,,,,,,,
275,PT04M39.00S,2022-04-02T00:53:24.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,33.327858081471746,64.95098039215686,1610612760,35,43,2022-04-02T01:08:26Z,2670000,-75.0,261.0,1,left,MISS L. Waters III 27' running pullup 3PT,[1630322],1610612760.0,OKC,running pullup,,,Waters III,L. Waters III,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,
276,PT04M32.00S,2022-04-02T00:53:31.3Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,35,43,2022-04-02T00:53:32Z,2680000,,,0,,I. Livers REBOUND (Off:0 Def:6),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,275.0,,,6.0,6.0,0.0,,,,,,,,,,,,
277,PT04M29.00S,2022-04-02T00:53:33.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628402,74.85216819973719,85.5392156862745,1610612765,35,43,2022-04-02T01:08:55Z,2690000,178.0,184.0,1,right,MISS F. Jackson 25' running 3PT,[1628402],1610612765.0,DET,running,,,Jackson,F. Jackson,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,
278,PT04M25.00S,2022-04-02T00:53:38.1Z,2,REGULAR,rebound,offensive,[],1630240,,,1610612765,35,43,2022-04-02T00:53:38Z,2700000,,,0,,S. Lee REBOUND (Off:2 Def:1),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,277.0,,,3.0,1.0,2.0,,,,,,,,,,,,
279,PT04M23.00S,2022-04-02T00:53:40.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630691,70.90998685939553,17.892156862745097,1610612765,35,46,2022-04-02T00:53:47Z,2710000,-161.0,221.0,1,right,J. Pickett 27' 3PT  (7 PTS) (I. Livers 3 AST),"[1630691, 1630587]",1610612765.0,DET,,,,Pickett,J. Pickett,,,,,27.31,Made,,,,,,,7.0,I. Livers,1630587.0,3.0,,,,,,,,
281,PT04M07.00S,2022-04-02T00:53:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629658,8.886333771353483,44.6078431372549,1610612760,35,46,2022-04-02T01:09:31Z,2730000,27.0,31.0,1,left,MISS J. Hoard driving Layup - blocked,"[1629658, 1630691]",1610612760.0,OKC,driving,,,Hoard,J. Hoard,,,,,4.11,Missed,,Pickett,1630691.0,,,,,,,,,,,,,,,
292,PT04M07.00S,2022-04-02T00:53:56.1Z,2,REGULAR,block,,[],1630691,,,1610612760,35,46,2022-04-02T00:55:02Z,2735000,,,0,,J. Pickett BLOCK (3 BLK),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M06.00S,2022-04-02T00:53:57.1Z,2,REGULAR,rebound,offensive,[],1629658,,,1610612760,35,46,2022-04-02T00:54:05Z,2740000,,,0,,J. Hoard REBOUND (Off:2 Def:6),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,281.0,,,8.0,6.0,2.0,,,,,,,,,,,,
283,PT04M06.00S,2022-04-02T00:53:59.9Z,2,REGULAR,foul,personal,['2freethrow'],1628402,,,1610612760,35,46,2022-04-02T00:54:09Z,2750000,,,0,,F. Jackson shooting personal FOUL (3 PF) (Hoard 2 FT),"[1628402, 1629658]",1610612765.0,DET,shooting,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,202041.0,3.0,0.0,Hoard,1629658.0,,,
285,PT04M06.00S,2022-04-02T00:54:17.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629658,,,1610612760,35,46,2022-04-02T00:54:31Z,2770000,,,0,,MISS J. Hoard Free Throw 1 of 2,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,Missed,,,,,,,,,,,,,,,,,,
286,PT04M06.00S,2022-04-02T00:54:17.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,35,46,2022-04-02T00:54:31Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,285.0,,,,,,,,,,,,,,,,,
288,PT04M06.00S,2022-04-02T00:54:17.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629658,,,1610612760,35,46,2022-04-02T00:54:31Z,2790000,,,0,,MISS J. Hoard Free Throw 2 of 2,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,Missed,,,,,,,,,,,,,,,,,,
289,PT04M03.00S,2022-04-02T00:54:20.2Z,2,REGULAR,rebound,defensive,[],1630296,,,1610612765,35,46,2022-04-02T00:54:31Z,2800000,,,0,,B. Key REBOUND (Off:0 Def:5),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,288.0,,,5.0,5.0,0.0,,,,,,,,,,,,
290,PT03M51.00S,2022-04-02T00:54:42.3Z,2,REGULAR,3pt,Jump Shot,[],1630691,69.85873850197109,84.55882352941177,1610612765,35,49,2022-04-02T00:54:47Z,2810000,173.0,231.0,1,right,J. Pickett 28' 3PT  (10 PTS) (S. Lee 5 AST),"[1630691, 1630240]",1610612765.0,DET,,,,Pickett,J. Pickett,,,,,28.83,Made,,,,,,,10.0,S. Lee,1630240.0,5.0,,,,,,,,
293,PT03M31.00S,2022-04-02T00:55:02.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,15.588042049934298,44.85294117647059,1610612760,37,49,2022-04-02T00:55:06Z,2830000,26.0,94.0,1,left,T. Maledon 9' pullup Jump Shot (6 PTS) (J. Hoard 2 AST),"[1630177, 1629658]",1610612760.0,OKC,pullup,,,Maledon,T. Maledon,,,,,9.74,Made,,,,,,,6.0,J. Hoard,1629658.0,2.0,,,,,,,,
295,PT03M14.00S,2022-04-02T00:55:20.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628402,86.28449408672799,47.30392156862745,1610612765,37,51,2022-04-02T01:11:30Z,2850000,-13.0,76.0,1,right,F. Jackson 7' driving floating Jump Shot (9 PTS) (B. Key 1 AST),"[1628402, 1630296]",1610612765.0,DET,driving floating,,,Jackson,F. Jackson,,,,,7.76,Made,,,,,,,9.0,B. Key,1630296.0,1.0,,,,,,,,
297,PT02M56.00S,2022-04-02T00:55:36.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630846,8.754927726675426,44.85294117647059,1610612760,39,51,2022-04-02T00:55:39Z,2870000,26.0,30.0,1,left,O. Sarr alley-oop DUNK (4 PTS) (L. Waters III 2 AST),"[1630846, 1630322]",1610612760.0,OKC,alley-oop,,,Sarr,O. Sarr,,,,,3.94,Made,,,,,,,4.0,L. Waters III,1630322.0,2.0,,,,,,,,
299,PT02M41.00S,2022-04-02T00:55:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,89.17542706964521,43.627450980392155,1610612765,39,51,2022-04-02T00:56:02Z,2890000,-32.0,49.0,1,right,MISS F. Jackson driving Layup - blocked,"[1628402, 1630322]",1610612765.0,DET,driving,,,Jackson,F. Jackson,,,,,5.87,Missed,,Waters III,1630322.0,,,,,,,,,,,,,,,
300,PT02M41.00S,2022-04-02T00:55:51.4Z,2,REGULAR,block,,[],1630322,,,1610612765,39,51,2022-04-02T00:55:53Z,2900000,,,0,,L. Waters III BLOCK (1 BLK),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M40.00S,2022-04-02T00:55:52.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,39,51,2022-04-02T01:22:43Z,2910000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,,
302,PT02M40.00S,2022-04-02T00:56:02.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,39,51,2022-04-02T01:22:43Z,2920000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M40.00S,2022-04-02T00:58:05.4Z,2,REGULAR,substitution,out,[],1630846,,,1610612760,39,51,2022-04-02T01:22:43Z,2930000,,,0,,SUB out: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M40.00S,2022-04-02T00:58:05.4Z,2,REGULAR,substitution,out,[],1628402,,,1610612760,39,51,2022-04-02T01:22:43Z,2940000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M40.00S,2022-04-02T00:58:05.4Z,2,REGULAR,substitution,in,[],1629676,,,1610612760,39,51,2022-04-02T01:22:43Z,2950000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M40.00S,2022-04-02T00:58:05.4Z,2,REGULAR,substitution,in,[],1630165,,,1610612760,39,51,2022-04-02T01:22:43Z,2960000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M40.00S,2022-04-02T00:58:59.0Z,2,REGULAR,jumpball,recovered,[],1629676,,,1610612760,39,51,2022-04-02T01:22:59Z,2970000,,,0,,Jump Ball L. Waters III vs. B. Key: Tip to I. Roby,"[1629676, 1630322, 1630296]",1610612760.0,OKC,heldball,I. Roby,1629676.0,Roby,I. Roby,Waters III,1630322.0,Key,1630296.0,,,,,,,,,,,,,,,,,,,,
313,PT02M28.00S,2022-04-02T00:59:07.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630322,7.966491458607096,39.46078431372549,1610612760,41,51,2022-04-02T01:22:25Z,3020000,53.0,22.0,1,left,L. Waters III turnaround Jump Shot (7 PTS) (I. Roby 1 AST),"[1630322, 1629676]",1610612760.0,OKC,turnaround,,,Waters III,L. Waters III,,,,,5.73,Made,,,,,,,7.0,I. Roby,1629676.0,1.0,,,,,,,,
315,PT02M11.00S,2022-04-02T00:59:24.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,87.99277266754271,54.65686274509803,1610612765,41,53,2022-04-02T01:14:05Z,3040000,23.0,60.0,1,right,K. Hayes 6' driving floating Jump Shot (16 PTS),[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,6.47,Made,,,,,,,16.0,,,,,,,,,,,
316,PT01M57.00S,2022-04-02T00:59:38.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,6.521024967148489,56.127450980392155,1610612760,43,53,2022-04-02T00:59:41Z,3050000,-31.0,9.0,1,left,T. Maledon driving Layup (8 PTS),[1630177],1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,3.18,Made,,,,,,,8.0,,,,,,,,,,,
317,PT01M39.00S,2022-04-02T00:59:56.4Z,2,REGULAR,3pt,Jump Shot,[],1630691,94.82588699080158,3.6764705882352944,1610612765,43,53,2022-04-02T01:00:00Z,3060000,-232.0,-4.0,1,right,MISS J. Pickett 3PT,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
318,PT01M36.00S,2022-04-02T00:59:59.4Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,43,53,2022-04-02T01:00:00Z,3070000,,,0,,J. Hoard REBOUND (Off:2 Def:7),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,317.0,,,9.0,7.0,2.0,,,,,,,,,,,,
319,PT01M33.00S,2022-04-02T01:00:04.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,7.835085413929041,55.14705882352941,1610612760,43,53,2022-04-02T01:00:07Z,3080000,-26.0,21.0,1,left,MISS T. Maledon floating Shot - blocked,"[1630177, 1630587]",1610612760.0,OKC,floating,,,Maledon,T. Maledon,,,,,3.33,Missed,,Livers,1630587.0,,,,,,,,,,,,,,,
320,PT01M33.00S,2022-04-02T01:00:04.3Z,2,REGULAR,block,,[],1630587,,,1610612760,43,53,2022-04-02T01:00:06Z,3090000,,,0,,I. Livers BLOCK (1 BLK),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M33.00S,2022-04-02T01:00:04.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,43,53,2022-04-02T01:00:07Z,3100000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,
322,PT01M33.00S,2022-04-02T01:00:08.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,43,53,2022-04-02T01:00:08Z,3110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M33.00S,2022-04-02T01:00:09.5Z,2,REGULAR,substitution,out,[],1629658,,,1610612760,43,53,2022-04-02T01:00:13Z,3120000,,,0,,SUB out: J. Hoard,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M33.00S,2022-04-02T01:00:09.5Z,2,REGULAR,substitution,in,[],1630846,,,1610612760,43,53,2022-04-02T01:00:13Z,3130000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M27.00S,2022-04-02T01:00:25.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630177,4.155716162943495,96.32352941176471,1610612760,46,53,2022-04-02T01:00:29Z,3140000,-232.0,-13.0,1,left,T. Maledon 3PT  (11 PTS) (L. Waters III 3 AST),"[1630177, 1630322]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,23.2,Made,,,,,,,11.0,L. Waters III,1630322.0,3.0,,,,,,,,
327,PT01M13.00S,2022-04-02T01:00:42.1Z,2,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,46,53,2022-04-02T01:00:47Z,3160000,,,0,,K. Hayes bad pass out-of-bounds TURNOVER (1 TO),[1630165],1610612765.0,DET,bad pass,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,202053.0,,,,,1.0,,
328,PT00M59.30S,2022-04-02T01:01:02.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630322,24.392247043363994,88.23529411764706,1610612760,49,53,2022-04-02T01:01:05Z,3170000,-191.0,177.0,1,left,L. Waters III 26' 3PT step back (10 PTS),[1630322],1610612760.0,OKC,step back,,,Waters III,L. Waters III,,,,,26.04,Made,,,,,,,10.0,,,,,,,,,,,
329,PT00M48.00S,2022-04-02T01:01:16.2Z,2,REGULAR,2pt,Jump Shot,[],1630587,79.05716162943496,22.30392156862745,1610612765,49,53,2022-04-02T01:01:21Z,3180000,-138.0,144.0,1,right,MISS I. Livers 20' step back Shot,[1630587],1610612765.0,DET,step back,,,Livers,I. Livers,,,,,20.01,Missed,,,,,,,,,,,,,,,,,,
330,PT00M43.70S,2022-04-02T01:01:20.5Z,2,REGULAR,rebound,defensive,[],1630846,,,1610612760,49,53,2022-04-02T01:01:21Z,3190000,,,0,,O. Sarr REBOUND (Off:0 Def:2),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,329.0,,,2.0,2.0,0.0,,,,,,,,,,,,
331,PT00M31.00S,2022-04-02T01:01:33.4Z,2,REGULAR,3pt,Jump Shot,[],1630322,12.171484888304862,95.83333333333334,1610612760,52,53,2022-04-02T01:01:37Z,3200000,-229.0,62.0,1,left,L. Waters III 3PT  (13 PTS) (T. Maledon 2 AST),"[1630322, 1630177]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,23.74,Made,,,,,,,13.0,T. Maledon,1630177.0,2.0,,,,,,,,
333,PT00M08.90S,2022-04-02T01:01:58.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630296,92.46057818659659,54.166666666666664,1610612765,52,55,2022-04-02T01:16:59Z,3220000,21.0,18.0,1,right,B. Key cutting Layup (4 PTS) (S. Lee 6 AST),"[1630296, 1630240]",1610612765.0,DET,cutting,,,Key,B. Key,,,,,2.78,Made,,,,,,,4.0,S. Lee,1630240.0,6.0,,,,,,,,
335,PT00M03.60S,2022-04-02T01:02:07.3Z,2,REGULAR,foul,offensive,[],1630177,,,1610612760,52,55,2022-04-02T01:02:24Z,3240000,,,0,,T. Maledon offensive FOUL (1 PF),"[1630177, 1630296]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Key,1630296.0,,,
337,PT00M03.60S,2022-04-02T01:02:07.3Z,2,REGULAR,turnover,offensive foul,[],1630177,,,1610612760,52,55,2022-04-02T01:02:07Z,3260000,,,0,,T. Maledon offensive foul TURNOVER (2 TO),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,202041.0,,,,,2.0,,
338,PT00M00.00S,2022-04-02T01:02:41.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630165,66.17936925098554,34.31372549019608,1610612765,52,55,2022-04-02T01:18:00Z,3270000,-78.0,265.0,1,right,MISS K. Hayes 27' pullup 3PT - blocked,"[1630165, 1630177]",1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,27.67,Missed,,Maledon,1630177.0,,,,,,,,,,,,,,,
339,PT00M00.00S,2022-04-02T01:02:41.3Z,2,REGULAR,block,,[],1630177,,,1610612765,52,55,2022-04-02T01:02:44Z,3280000,,,0,,T. Maledon BLOCK (1 BLK),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M00.00S,2022-04-02T01:02:41.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,52,55,2022-04-02T01:02:47Z,3290000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,338.0,,,,,,,,,,,,,,,,,
341,PT00M00.00S,2022-04-02T01:02:48.7Z,2,REGULAR,period,end,[],0,,,1610612765,52,55,2022-04-02T01:02:48Z,3300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-04-02T01:12:49.7Z,3,REGULAR,substitution,out,['startperiod'],1630322,,,1610612765,52,55,2022-04-02T01:17:53Z,3310000,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-04-02T01:12:49.7Z,3,REGULAR,substitution,out,['startperiod'],1630846,,,1610612765,52,55,2022-04-02T01:17:53Z,3320000,,,0,,SUB out: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-04-02T01:12:49.7Z,3,REGULAR,substitution,out,['startperiod'],1630240,,,1610612765,52,55,2022-04-02T01:17:53Z,3330000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-04-02T01:12:49.7Z,3,REGULAR,substitution,in,['startperiod'],1629658,,,1610612765,52,55,2022-04-02T01:17:53Z,3340000,,,0,,SUB in: J. Hoard,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-04-02T01:12:49.7Z,3,REGULAR,substitution,in,['startperiod'],1630598,,,1610612765,52,55,2022-04-02T01:17:53Z,3350000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-04-02T01:12:49.7Z,3,REGULAR,substitution,in,['startperiod'],1628402,,,1610612765,52,55,2022-04-02T01:17:53Z,3360000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-04-02T01:18:03.0Z,3,REGULAR,period,start,[],0,,,1610612760,52,55,2022-04-02T01:18:03Z,3370000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M48.00S,2022-04-02T01:18:16.1Z,3,REGULAR,turnover,traveling,[],1630598,,,1610612760,52,55,2022-04-02T01:18:23Z,3380000,,,0,,A. Wiggins traveling TURNOVER (3 TO),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,202007.0,,,,,3.0,,
351,PT11M30.00S,2022-04-02T01:18:45.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628402,31.09395532194481,66.66666666666666,1610612765,52,55,2022-04-02T01:18:52Z,3390000,-83.0,240.0,1,left,MISS F. Jackson 25' step back 3PT,[1628402],1610612765.0,DET,step back,,,Jackson,F. Jackson,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,
352,PT11M26.00S,2022-04-02T01:18:49.7Z,3,REGULAR,rebound,defensive,[],1629658,,,1610612760,52,55,2022-04-02T01:18:52Z,3400000,,,0,,J. Hoard REBOUND (Off:2 Def:8),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,351.0,,,10.0,8.0,2.0,,,,,,,,,,,,
353,PT11M19.00S,2022-04-02T01:18:58.0Z,3,REGULAR,foul,personal,['2freethrow'],1630587,,,1610612760,52,55,2022-04-02T01:19:04Z,3410000,,,0,,I. Livers shooting personal FOUL (1 PF) (Roby 2 FT),"[1630587, 1629676]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Roby,1629676.0,,,
355,PT11M19.00S,2022-04-02T01:19:29.6Z,3,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,53,55,2022-04-02T01:19:29Z,3430000,,,0,,I. Roby Free Throw 1 of 2 (9 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
356,PT11M19.00S,2022-04-02T01:19:46.6Z,3,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,54,55,2022-04-02T01:19:46Z,3440000,,,0,,I. Roby Free Throw 2 of 2 (10 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
357,PT11M07.00S,2022-04-02T01:20:01.2Z,3,REGULAR,3pt,Jump Shot,[],1630691,12.040078843626807,2.941176470588235,1610612765,54,55,2022-04-02T01:20:06Z,3450000,235.0,61.0,1,left,MISS J. Pickett 24' 3PT,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,24.3,Missed,,,,,,,,,,,,,,,,,,
358,PT11M03.00S,2022-04-02T01:20:05.2Z,3,REGULAR,rebound,offensive,[],1630691,,,1610612765,54,55,2022-04-02T01:20:06Z,3460000,,,0,,J. Pickett REBOUND (Off:2 Def:3),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,357.0,,,5.0,3.0,2.0,,,,,,,,,,,,
359,PT10M58.00S,2022-04-02T01:20:10.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628402,7.440867279894875,45.83333333333333,1610612765,54,57,2022-04-02T01:20:13Z,3470000,21.0,17.0,1,left,F. Jackson driving finger roll Layup (11 PTS),[1628402],1610612765.0,DET,driving finger roll,,,Jackson,F. Jackson,,,,,2.71,Made,,,,,,,11.0,,,,,,,,,,,
360,PT10M45.00S,2022-04-02T01:20:24.9Z,3,REGULAR,turnover,out-of-bounds,[],1630177,,,1610612760,54,57,2022-04-02T01:21:15Z,3480000,,,0,,T. Maledon bad pass out-of-bounds TURNOVER (3 TO),[1630177],1610612760.0,OKC,bad pass,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,202007.0,,,,,3.0,,
361,PT10M27.00S,2022-04-02T01:20:46.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630165,25.706307490144546,82.59803921568627,1610612765,54,57,2022-04-02T01:20:54Z,3490000,-163.0,189.0,1,left,MISS K. Hayes 24' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
