actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
106,PT10M15.00S,2022-02-17T01:12:18.6Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,4,0,2022-02-17T01:23:33Z,257500,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,
26,PT10M04.00S,2022-02-17T01:12:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,87.99277266754271,55.88235294117647,1610612759,4,0,2022-02-17T01:12:31Z,260000,29.0,60.0,1,right,MISS D. Murray 6' driving floating bank Shot,[1627749],1610612759.0,SAS,driving floating bank,,,Murray,D. Murray,,,,,,,6.72,Missed,,,,,,,,,,,,,,,,,
27,PT10M02.00S,2022-02-17T01:12:25.1Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,4,0,2022-02-17T01:12:25Z,270000,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,26.0,2.0,1.0,1.0,,,,,,,,,
28,PT10M01.00S,2022-02-17T01:12:25.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,90.62089356110381,53.67647058823529,1610612759,4,2,2022-02-17T01:12:34Z,280000,18.0,36.0,1,right,J. Poeltl putback Layup (2 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,,,4.02,Made,2.0,,,,,,,,,,,,,,,,
29,PT09M48.00S,2022-02-17T01:12:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.440867279894875,54.65686274509803,1610612760,4,2,2022-02-17T01:12:50Z,290000,-23.0,17.0,1,left,MISS J. Giddey reverse Layup,[1630581],1610612760.0,OKC,reverse,,,Giddey,J. Giddey,,,,,,,2.91,Missed,,,,,,,,,,,,,,,,,
30,PT09M44.00S,2022-02-17T01:12:43.0Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,4,2,2022-02-17T01:12:50Z,300000,,,0,,I. Roby REBOUND (Off:1 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,
31,PT09M44.00S,2022-02-17T01:12:42.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629676,5.590000152587891,50.0,1610612760,4,2,2022-02-17T01:18:15Z,310000,0.0,0.0,1,left,MISS I. Roby tip Layup,[1629676],1610612760.0,OKC,tip,,,Roby,I. Roby,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
32,PT09M42.00S,2022-02-17T01:12:44.8Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,4,2,2022-02-17T01:18:15Z,320000,,,0,,I. Roby REBOUND (Off:2 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,31.0,3.0,1.0,2.0,,,,,,,,,
33,PT09M42.00S,2022-02-17T01:12:44.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629676,5.590000152587891,50.0,1610612760,4,2,2022-02-17T01:12:44Z,330000,0.0,0.0,1,left,MISS I. Roby tip DUNK,[1629676],1610612760.0,OKC,tip,,,Roby,I. Roby,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
34,PT09M42.00S,2022-02-17T01:12:45.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,4,2,2022-02-17T01:12:45Z,340000,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,33.0,3.0,2.0,1.0,,,,,,,,,
35,PT09M40.00S,2022-02-17T01:12:46.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,70.77858081471747,14.950980392156863,1610612759,4,2,2022-02-17T01:12:59Z,350000,-175.0,222.0,1,right,MISS D. Vassell 28' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,28.3,Missed,,,,,,,,,,,,,,,,,
36,PT09M40.00S,2022-02-17T01:12:46.7Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,4,2,2022-02-17T01:12:59Z,360000,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,35.0,1.0,0.0,1.0,,,,,,,,,
37,PT09M35.00S,2022-02-17T01:12:51.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629640,94.40999984741211,50.0,1610612759,4,2,2022-02-17T01:12:51Z,370000,0.0,0.0,1,right,MISS K. Johnson tip DUNK,[1629640],1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
38,PT09M33.00S,2022-02-17T01:12:53.5Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,4,2,2022-02-17T01:12:53Z,380000,,,0,,K. Johnson REBOUND (Off:2 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,37.0,2.0,0.0,2.0,,,,,,,,,
39,PT09M32.00S,2022-02-17T01:12:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,90.22667542706965,45.588235294117645,1610612759,4,4,2022-02-17T01:13:04Z,390000,-22.0,39.0,1,right,K. Johnson putback Layup (2 PTS),[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,,,4.52,Made,2.0,,,,,,,,,,,,,,,,
40,PT09M24.00S,2022-02-17T01:13:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,9.280551905387648,62.99019607843137,1610612760,4,4,2022-02-17T01:13:10Z,400000,-65.0,35.0,1,left,MISS T. Mann 7' driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,,,7.37,Missed,,,,,,,,,,,,,,,,,
41,PT09M24.00S,2022-02-17T01:13:02.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,4,4,2022-02-17T01:13:10Z,410000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,
42,PT09M23.00S,2022-02-17T01:13:09.5Z,1,REGULAR,foul,personal,[],1630581,,,1610612759,4,4,2022-02-17T01:13:15Z,420000,,,0,,J. Giddey personal FOUL (1 PF),"[1630581, 1630170]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,1628159.0,,,,,,,,,,,,,,1.0,0.0,Vassell,1630170.0,,,
44,PT09M13.00S,2022-02-17T01:13:30.2Z,1,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612759,4,4,2022-02-17T01:13:35Z,440000,,,0,,I. Roby shooting personal FOUL (1 PF) (McDermott 2 FT),"[1629676, 203926]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,200833.0,,,,,,,,,,,,,,1.0,0.0,McDermott,203926.0,,,
46,PT09M13.00S,2022-02-17T01:13:51.1Z,1,REGULAR,freethrow,1 of 2,[],203926,,,1610612759,4,5,2022-02-17T01:13:51Z,460000,,,0,,D. McDermott Free Throw 1 of 2 (1 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
47,PT09M13.00S,2022-02-17T01:14:04.7Z,1,REGULAR,freethrow,2 of 2,[],203926,,,1610612759,4,6,2022-02-17T01:14:04Z,470000,,,0,,D. McDermott Free Throw 2 of 2 (2 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
48,PT08M54.00S,2022-02-17T01:14:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,10.85742444152431,45.09803921568628,1610612760,6,6,2022-02-17T01:14:28Z,480000,25.0,50.0,1,left,I. Roby Layup (6 PTS) (A. Wiggins 1 AST),"[1629676, 1630598]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,5.53,Made,6.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,,,,
49,PT08M38.00S,2022-02-17T01:14:41.1Z,1,REGULAR,2pt,Jump Shot,[],1630170,85.10183968462549,70.34313725490196,1610612759,6,6,2022-02-17T01:14:47Z,490000,102.0,88.0,1,right,MISS D. Vassell 13' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,,13.42,Missed,,,,,,,,,,,,,,,,,
50,PT08M36.00S,2022-02-17T01:14:43.1Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,6,6,2022-02-17T01:14:47Z,500000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,
51,PT08M30.00S,2022-02-17T01:14:49.2Z,1,REGULAR,3pt,Jump Shot,[],1630581,29.38567674113009,76.7156862745098,1610612760,6,6,2022-02-17T01:15:04Z,510000,-134.0,224.0,1,left,MISS J. Giddey 26' pullup 3PT,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,,,26.06,Missed,,,,,,,,,,,,,,,,,
52,PT08M25.00S,2022-02-17T01:14:54.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,6,6,2022-02-17T01:25:01Z,520000,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,51.0,4.0,3.0,1.0,,,,,,,,,
53,PT08M25.00S,2022-02-17T01:14:58.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,6,6,2022-02-17T01:24:42Z,530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M08.00S,2022-02-17T01:15:24.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203926,90.62089356110381,55.63725490196079,1610612759,6,8,2022-02-17T01:15:28Z,540000,28.0,36.0,1,right,D. McDermott cutting Layup (4 PTS) (J. Poeltl 1 AST),"[203926, 1627751]",1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,,,4.55,Made,4.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,
56,PT07M57.00S,2022-02-17T01:15:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,8.229303547963205,40.931372549019606,1610612760,8,8,2022-02-17T01:15:38Z,560000,45.0,25.0,1,left,J. Giddey driving Layup (2 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,,,5.17,Made,2.0,,,,,,,,,,,,,,,,
57,PT07M47.00S,2022-02-17T01:16:05.0Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,8,8,2022-02-17T01:16:09Z,570000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M47.00S,2022-02-17T01:16:05.0Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,8,8,2022-02-17T01:16:09Z,580000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M46.00S,2022-02-17T01:16:16.7Z,1,REGULAR,violation,jumpball,[],1630581,,,1610612759,8,8,2022-02-17T01:16:48Z,590000,,,0,,J. Giddey jumpball VIOLATION,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,1628159.0,,,,,,,,,,,,,,,,,,,,
60,PT07M36.00S,2022-02-17T01:16:44.4Z,1,REGULAR,3pt,Jump Shot,[],1627749,65.25952693823915,37.254901960784316,1610612759,8,8,2022-02-17T01:16:52Z,600000,-64.0,274.0,1,right,MISS D. Murray 28' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,28.14,Missed,,,,,,,,,,,,,,,,,
61,PT07M34.00S,2022-02-17T01:16:46.4Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,8,8,2022-02-17T01:16:52Z,610000,,,0,,K. Johnson REBOUND (Off:3 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,60.0,3.0,0.0,3.0,,,,,,,,,
62,PT07M34.00S,2022-02-17T01:16:49.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,89.04402102496715,52.94117647058824,1610612759,8,10,2022-02-17T01:16:55Z,620000,15.0,50.0,1,right,K. Johnson putback Layup (4 PTS),[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,,,5.26,Made,4.0,,,,,,,,,,,,,,,,
63,PT07M34.00S,2022-02-17T01:16:51.6Z,1,REGULAR,foul,personal,['1freethrow'],1630598,,,1610612759,8,10,2022-02-17T01:17:05Z,630000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Johnson 1 FT),"[1630598, 1629640]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,2715.0,,,,,,,,,,,,,,1.0,0.0,Johnson,1629640.0,,,
65,PT07M34.00S,2022-02-17T01:17:06.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,8,10,2022-02-17T01:17:06Z,650000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M34.00S,2022-02-17T01:20:02.8Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629640,,,1610612759,8,11,2022-02-17T01:20:02Z,660000,,,0,,K. Johnson Free Throw 1 of 1 (5 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
67,PT07M18.00S,2022-02-17T01:20:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,8.886333771353483,53.67647058823529,1610612760,10,11,2022-02-17T01:20:24Z,670000,-18.0,31.0,1,left,T. Mann driving reverse Layup (2 PTS) (J. Giddey 3 AST),"[1630544, 1630581]",1610612760.0,OKC,driving reverse,,,Mann,T. Mann,,,,,,,3.6,Made,2.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,
69,PT07M07.00S,2022-02-17T01:20:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.46057818659659,57.84313725490197,1610612759,10,13,2022-02-17T01:20:34Z,690000,39.0,18.0,1,right,K. Johnson driving Layup (7 PTS) (J. Poeltl 2 AST),"[1629640, 1627751]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,4.33,Made,7.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,,,
70,PT06M57.00S,2022-02-17T01:20:39.9Z,1,REGULAR,3pt,Jump Shot,[],1629676,35.955978975032856,44.36274509803921,1610612760,10,13,2022-02-17T01:20:44Z,700000,28.0,285.0,1,left,MISS I. Roby 28' 3PT,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,28.69,Missed,,,,,,,,,,,,,,,,,
71,PT06M54.00S,2022-02-17T01:20:42.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,10,13,2022-02-17T01:20:44Z,710000,,,0,,J. Poeltl REBOUND (Off:1 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,70.0,5.0,4.0,1.0,,,,,,,,,
72,PT06M47.00S,2022-02-17T01:20:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,82.21090670170827,65.44117647058823,1610612759,10,13,2022-02-17T01:20:55Z,720000,77.0,115.0,1,right,MISS D. Murray 13' Layup,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,13.83,Missed,,,,,,,,,,,,,,,,,
73,PT06M45.00S,2022-02-17T01:20:51.7Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,10,13,2022-02-17T01:20:55Z,730000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,
74,PT06M43.00S,2022-02-17T01:20:54.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630544,8.229303547963205,43.38235294117647,1610612760,10,13,2022-02-17T01:21:03Z,740000,33.0,25.0,1,left,MISS T. Mann running Layup,[1630544],1610612760.0,OKC,running,,,Mann,T. Mann,,,,,,,4.14,Missed,,,,,,,,,,,,,,,,,
75,PT06M43.00S,2022-02-17T01:20:54.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,10,13,2022-02-17T01:21:03Z,750000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,
76,PT06M37.00S,2022-02-17T01:20:59.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629022,91.67214191852825,55.14705882352941,1610612759,10,15,2022-02-17T01:21:07Z,760000,26.0,26.0,1,right,L. Walker IV running Layup (2 PTS) (D. Murray 1 AST),"[1629022, 1627749]",1610612759.0,SAS,running,,,Walker IV,L. Walker IV,,,,,,,3.64,Made,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,
78,PT06M21.00S,2022-02-17T01:21:15.9Z,1,REGULAR,2pt,Jump Shot,[],1629676,8.623521681997373,66.91176470588235,1610612760,12,15,2022-02-17T01:28:24Z,780000,-85.0,29.0,1,left,I. Roby 8' driving floating Jump Shot (8 PTS) (T. Mann 1 AST),"[1629676, 1630544]",1610612760.0,OKC,driving floating,,,Roby,I. Roby,,,,,,,8.93,Made,8.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,
79,PT06M09.00S,2022-02-17T01:21:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,79.97700394218134,63.725490196078425,1610612759,12,17,2022-02-17T01:21:38Z,790000,69.0,136.0,1,right,D. Murray 15' pullup Jump Shot (2 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,15.21,Made,2.0,,,,,,,,,,,,,,,,
81,PT05M52.00S,2022-02-17T01:21:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,17.427726675427067,49.01960784313725,1610612760,12,17,2022-02-17T01:21:48Z,800000,5.0,111.0,1,left,MISS J. Giddey 11' pullup Shot,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,,,11.14,Missed,,,,,,,,,,,,,,,,,
82,PT05M50.00S,2022-02-17T01:21:46.8Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,12,17,2022-02-17T01:21:48Z,810000,,,0,,J. Giddey REBOUND (Off:2 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,81.0,2.0,0.0,2.0,,,,,,,,,
